pis,start,end,amount,agency,relationship,id,title,funded,start-year,end-year
Arturo Keller,4/1/06,12/31/09,"$110,968 ",Friends of the Santa Clara River,"Private agency, foundation",SB060112,Water Quality Improvement in the Santa Clara River (Nutrient and Pesticide Contamination): Treatment of Agricultural Runoff,y,,
Arturo Keller,3/1/07,3/1/12,"$100,000 ",Friends of the Santa Clara River,"Private agency, foundation",SB070098,Water Quality Assessment of Wetland Restoration in HRNA,y,,
Arturo Keller,1/1/11,12/31/12,"$549,519 ",Nascent Water Technologies Inc.,"Private agency, foundation",SB110051,Developing Mag-PCMAs for Commercial Application,y,,
Arturo Keller,8/1/13,7/31/14,"$45,000 ",National Science Foundation,Federal agencies,CBET-1343638,Second Sustainable Nanotechnology Conference (2013),y,,
Arturo Keller,3/31/11,3/30/16,"$103,713 ",Ohio Water Development Authority,"California state, municipal agencies",SB110060,Water Quality Modeling of the Ohio State Component of the Ohio River Basin Water Quality Trading Program,y,,
Arturo Keller,4/17/13,6/30/14,"$56,249 ",UC Los Angeles,UC-wide,SB130151,Shell Oil - UCLA Report,y,,
Arturo Keller,10/1/08,9/30/09,"$13,000 ",University of California,UC-wide,SB090033,Role of NOM on Fate and Transport of Nanoparticles Under Varying Solution Chemistry,y,,
Arturo Keller,10/1/08,9/30/09,"$13,000 ",University of California,UC-wide,SB090034,An Investigation of CdSe Quantum Dots Transport Within Porous Media Microbial Toxicity and an Ecologically Focused Risk Assessment,y,,
Arturo Keller,10/1/09,6/30/10,"$10,000 ",University of California,UC-wide,SB100031,UV Irradiation of Nanoparticles in Natural Water Systems,y,,
Arturo Keller,10/1/09,6/30/10,"$10,000 ",University of California,UC-wide,SB100032,Role of Material Properties on the Aggregation of Nanoparticles in Natural Waters. Introduction,y,,
Arturo Keller Patricia Holden Galen Stucky Roger Nisbet William Freudenburg Hunter Lenihan Bradley Cardinale Ed McCauley Barbara Harthron Joshua Schimel Sangwon Suh,9/1/08,8/31/14,"$8,250,820 ",National Science Foundation,Federal agencies,SB090050,CEIN (2008-2014) Predictive Toxicological Assessment and Safe Implementation of Nanotechnology in the Environment,y,,
Arturo Keller Patricia Holden Hunter Lenihan Roger Nisbet Sangwon Suh Robert Miller Galen Stucky Jay Means Joshua Schimel,9/1/13,8/31/18,"$1,140,691 ",National Science Foundation,Federal agencies,SB140059,CEIN (2013-2018) Predictive Toxicological Assessment and Safe Implementation of Nanotechnology in the Environment,y,,
Arturo Keller Sangwon Suh,6/16/14,8/31/15,"$109,921 ",California EPA Toxic Substances Control Department of,"California state, municipal agencies",13-T3804,Chemical Life Cycle Database and Visualization Tool,y,,
Bodo Bookhagen G. Burch Fisher,9/1/09,8/31/12,"$90,000 ",National Aeronautics and Space Administration,Federal agencies,NNX09AO24H,ASTER-Derived River Widths and Spatial Implications for Erosion in the Tectonically Active Himalaya,y,,
Bodo Bookhagen Maiana Hanshaw Ivan Potapenko,10/1/11,9/30/13,"$60,000 ",National Aeronautics and Space Administration,Federal agencies,NNX11AL4GH,Volumetric Glacial Changes in the Central Andes During the Past Four Decades: Climate Change Debris Coverage or ENSO Variability,y,,
Brad Hacker,7/15/07,6/30/12,"$312,317 ",National Science Foundation,Federal agencies,708934,Collaborative Research: How is Rifting Exhuming the Youngest HP/UHP Rocks on Earth?,y,,
Brad Hacker,6/1/08,5/31/10,"$141,339 ",National Science Foundation,Federal agencies,742451,Collaborative Research: Element Recycling from UHP Metasediments: Evidence and Consequences,y,,
Brad Hacker,3/1/08,2/28/12,"$279,279 ",National Science Foundation,Federal agencies,745620,Using Mineral Physics to Interpret Seismic Anisotropy of the Lower Crust,y,,
Brad Hacker,2/1/09,1/31/14,"$227,664 ",National Science Foundation,Federal agencies,838264,Collaborative Research: Testing Channel-Flow Models Using Middle-Crustal Rocks of North Himalayan Gneiss Domes,y,,
Brad Hacker,4/1/13,3/31/16,1249486,National Science Foundation,Federal agencies,75489,Collaborative Research: The Role of Fluids in Intermediate-Depth Seismicity and Wedge Anisitrophy: Case Studies for Cascadia and Alaska With a Comparison to Japan,y,,
Brad Hacker,1/1/06,12/31/10,"$138,744 ",National Science Foundation,Federal agencies,EAR-0545399,Collaborative Research: Earthscope intergrated investigation of Cascadia subduction zone tremor structure and process,y,,
Brad Hacker,6/1/11,5/31/15,"$266,136 ",National Science Foundation,Federal agencies,EAR-1008760,Collaborative Research: The Suturing Process: Insight from the India-Asia Collision Zone,y,,
Brad Hacker Andrew Kylander-Calrk Jim Mattinson,8/1/09,7/31/12,"$391,382 ",National Science Foundation,Federal agencies,911485,The Dynamics of UHP Tectonism: Does the Western Gneiss Region Consist of Multiple (U)HP Blocks With Different Histories?,y,,
Brad Hacker Andrew Kylander-Clark,7/1/12,6/30/15,"$329,701 ",National Science Foundation,Federal agencies,EAR-1219942,What Determines Whether the Deep Continental Crust Flows?,y,,
Brad Hacker Andrew Kylander-Clark,3/1/14,2/28/17,"$304,644 ",National Science Foundation,Federal agencies,EAR-1348003,What Causes UHT Metamorphism: Lengthscales and Timescales,y,,
Brad Hacker Jim Mattinson,8/1/09,7/31/13,"$341,828 ",National Science Foundation,Federal agencies,EAR-0838269,How Does the Lower Crust Thicken and Grow During Continent Collisions? A Case Study of the Pamir,y,,
Brad Hacker John Cottle Jim Mattinson Frank Spera David Valentine,9/15/09,11/30/12,"$477,500 ",National Science Foundation,Federal agencies,923552,MRI: Acquisition of an Electron Microprobe for UCSB Researchers and Educators,y,,
Brenda Johnson Greg Janee,9/30/04,12/31/09,"$618,492 ",Library of Congress,Federal agencies,SB050038,National Geospatial Federated Digital Repository,y,,
Brian Clarke,9/1/13,8/31/15,"$25,549 ",National Science Foundation,Federal agencies,EAR-1324627,Collaborative Research: Differentiating Between Lithologic and Baselevel Controls on River Profiles: Canyons of the Colorado Plateau,y,,
Brian Clarke Douglas Burbank,9/1/12,8/31/15,"$171,556 ",National Science Foundation,Federal agencies,12272278,Quantifying Near-Surface Patterns of Bedrock Fractures and Assessing Controls on Fracture Formation,y,,
Bruce Kendall,9/15/06,8/31/11,"$201,944 ",National Science Foundation,Federal agencies,615024,Collaborative Research: Demographic heterogeneity within populations and its consequences,y,,
Bruce Kendall,8/1/11,7/31/15,"$260,763 ",National Science Foundation,Federal agencies,DEB-1120865,Collaborative Research: Demographic heterogeneity in landscapes and communities,y,,
Bruce Luyendyk,11/1/09,10/31/11,"$155,455 ",University of Nebraska,Institutes of higher education,25-0550-0004-003,ANDRILL: Investigating Antartica's Role in Cenozoic Global Environmental Change- Coulman High Project,y,,
Carla D'Antonio,8/16/11,3/31/15,"$600,000 ",California Energy Commision,"California state, municipal agencies",20111150,Quantifying the Impacts of Interactions Between Fire Invasive Species and Hydrologic Cycles,y,,
Cathy Busby,3/30/14,2/28/15,"$86,349 ",Consortium for Ocean Leadership,"Private agency, foundation",T350A44 (BCF01),U.S. Science Support Program Co-Chief Scientist of Leg 350 International Ocean Discovery Program,y,,
Cathy Busby,6/1/09,5/31/10,"$27,000 ",US Department of Interior,Federal agencies,G09AC00128,Landscape Evolution of the Sierra Nevada California: Paleochannels Magnatism and Structure,y,,
Cathy Busby,7/15/07,6/30/13,"$107,747 ",National Science Foundation,Federal agencies,711181,Geological Constraints on Landscape Evolution of the Sierra Nevada California: Paleochannels Magmatism and Structure,y,,
Cathy Busby,7/1/07,6/30/10,"$206,678 ",National Science Foundation,Federal agencies,711276,Collaborative Research: Origin and Significance of High Potassium Volcanism: Insights from the Ancestral Cascades California,y,,
Cathy Busby,3/1/14,2/28/18,"$45,505 ",National Science Foundation,Federal agencies,EAR-1347901,Collaborative Research: The Rosario Segment of the Cretaceous Alisitos Oceanic Arc (Baja California Mexico): An Outstanding Field Analog to the Izu Bonin Arc,y,,
Cathy Busby,3/15/11,5/31/14,"$226,036 ",National Science Foundation,Federal agencies,EAR-1019559,Steady State to Flare-Up ARC Magmatism in the Largest Cenozoic Silicic Igneous Province on Earth: The Sierra Madre Occidental (Mexico),y,,
Cathy Busby,8/1/14,7/31/17,"$116,048 ",National Science Foundation,Federal agencies,EAR-1358130 ,REU Site: Collaborative Research: Field,y,,
Cathy Busby,8/1/09,12/31/12,"$12,489 ",University of California,UC-wide,SB100022,Transition from Steady state to flare-up arc magmatism in the largest cenozoic sillicic igneous and epitheral deposit on earth: Sierra Madre Occidental (Mexico),y,,
Charles Jones Dar Roberts,7/1/06,6/30/11,"$95,000 ",US Department of Agriculture,Federal agencies,06-JV-11272165-057,Analysis of Santa Ana Climatology for Southern California,y,,
Charles Jones Leila Carvalho,8/1/05,7/31/09,"$312,000 ",National Oceanic and Atmospheric Administration,Federal agencies,NA05OAR4311129,An Investigation of Intraseasonal Oscillations in the Atmosphere and their Interannual Variation,y,,
Charles Jones Leila Carvalho,8/1/07,7/31/11,"$309,000 ",National Oceanic and Atmospheric Administration,Federal agencies,NA07OAR4310211,Understanding the mechanisms of onset and demise of the South American Monsoon system,y,,
Charles Jones Leila Carvalho,7/1/08,12/31/11,"$159,267 ",National Oceanic and Atmospheric Administration,Federal agencies,NA08OAR4310698,Probabilistic Forecasts of Extreme Events and Weather Hazards Over the United States,y,,
Charles Jones Leila Carvalho,7/15/11,6/30/15,"$466,314 ",National Science Foundation,Federal agencies,AGS-1053294,The Madden-Julian Oscillation and Predictability of Extreme Precipitation in the United States,y,,
Chen Ji,6/1/08,5/31/09,"$20,462 ",US Department of Interior,Federal agencies,08CRGR0001,Collaborative Research with UCSB and USGS: Feasibility test for finite fault inversions based on irregular geometry,y,,
Chen Ji,1/1/09,12/31/10,"$64,766 ",US Department of Interior,Federal agencies,G09AP00023,Global Earthquake Characterization on irregular fault surfaces Collaborative Research with UCSB and USGS,y,,
Chen Ji,7/1/11,6/30/12,"$1,160 ",University of California,UC-wide,SB120026,Modeling of Large Earthquakes in the Mexican Subduction Zone: Estimating the Distribution of Slip During an Hypothetical Earthquake,y,,
Chen Ji,2/1/07,1/31/12,"$70,000 ",University of Southern California,Institutes of higher education,120044,SCEC3 Participation: Finite fault parameterization of intermediate and large earthquakes in Southern California,y,,
Chen Ji Ralph Archuleta,7/1/09,12/31/12,"$361,394 ",National Science Foundation,Federal agencies,911769,Kinematic and Dynamic Rupture Characterazation of the 2008 Ms 8 Wenchuan Earthquake Sequence,y,,
Chen Ji Ralph Archuleta,2/10/07,1/31/12,"$24,000 ",University of Southern California,Institutes of higher education,120044,A Comprehensive Kinematic Investigation of 2010 Mw 7.3 El Mayor Earthquake by Joint InvertingTeleseismic Strong Motion,y,,
Chen Ji Ralph Archuleta,2/1/13,1/31/15,"$25,000 ",University of Southern California,Institutes of higher education,Y86552-I,SCEC4 Participation Project I: Developing and testing Realtime finite fault inversion and ground motion prediction algorithms using ShakeOut synthetic datasets,y,,
Chen Ji Ralph Archuleta Toshiro Tanimoto,1/1/10,12/31/11,"$68,846 ",US Department of Interior,Federal agencies,G10AP00010,Inversion and Prediction of Ground Motion ofr the 2009 L'Aquilla Italy Mw 6.3 Earthquake,y,,
Chris Costello,9/1/04,9/30/10,"$160,557 ",Stanford University,Institutes of higher education,13260830-30242-E,Linking human and biophysical processes in coastal marine ecosystems of Baja California,y,,
Chris Costello,9/1/04,8/31/09,"$126,458 ",University of Washington,Institutes of higher education,892006,Developing Sustainable Fisheries by Coupling Natural and Human Components of Biocomplexity,y,,
Chris Sorlien,7/1/08,6/30/09,"$46,815 ",US Department of Interior,Federal agencies,08HQGR0103,Geometry kinematics and activity of young mainland-dipping fold and thrust belt: Newport Beach to San Clemente California,y,,
Chris Sorlien,5/1/12,4/30/13,"$56,267 ",US Department of Interior,Federal agencies,G12AP20069,Plio-Quaternary Reactivation of Miocene Faults by the Newport-Inglewood-Rose Canyon- San Mateo-Carlsbad-Descanso-Coronado Bank Fault System: Newport Beach to San Diego California,y,,
Chris Sorlien,1/1/08,2/28/11,"$62,050 ",National Science Foundation,Federal agencies,739745,Seismic Stratigraphic Correlations Across Ross Sea for ROSSMAP: Paleoclimate and Tectonics,y,,
Chris Sorlien,9/1/09,11/30/12,"$49,999 ",National Science Foundation,Federal agencies,929063,Collaborative Research: The North Anatolian Fault in the Marmara Sea Turkey: The Growth of Continental Transform Basins,y,,
Chris Sorlien,2/15/13,1/31/14,"$26,020 ",National Science Foundation,Federal agencies,OCE-1233248,Collaborative Research: The North Antolian Fault System in the Marmara Sea Turkey - Insights from the Quaternary evolution of a multi-stranded transform,y,,
Chris Sorlien,2/1/07,1/31/12,"$15,000 ",University of Southern California,Institutes of higher education,120044,SCEC3 Participation: Santa Monica Bay revisited: Digital representations for the Community Fault Model using newly-available industry seismic reflection data,y,,
Christopher Costello Charles Kolstad,2/1/08,1/15/10,"$80,000 ",University of California,UC-wide,500-07-017-01,An Estimate of Market and Non-Market Impacts of Climate Change on the Forest Ecosystems in California,y,,
Christopher Sorlien,1/1/14,6/30/15,"$55,713 ",US Geological Survey,Federal agencies,G14AP00012,Post-1 Ma Deformation History of the Pitas Point-North Channel-Red Mountain Fault System and Associated Folds in Santa Barbara Channel California,y,,
Christopher Sorlien Bruce Luyendyk,1/1/14,12/31/16,"$155,539 ",National Science Foundation,Federal agencies,PLR-1341585,Subsidence Tilting Sedimentation and Oligocene-middle Miocene paleo-depth of Ross Sea,y,,
Claudia Tyler Frank Davis,8/7/10,8/6/11,"$120,000 ",Santa Barbara County,"California state, municipal agencies",06-00881,Santa Barbara County Oak Restoration Project,y,,
Daniel Lavallee Ralph Archuleta,7/15/08,6/30/11,"$250,000 ",National Science Foundation,Federal agencies,738954,Dynamics of Earthquake Rupture on Heterogeneous Faults,y,,
Daniel Lavallee Ralph Archuleta,2/1/09,1/31/12,"$15,000 ",University of Southern California,Institutes of higher education,120044,SCEC3 Participation: Stairway to Meso-Scale (~100 M) Stress Heterogeneity: Applications to numerical Computations of Earthquake Rupture Processes,y,,
David Siegel,1/1/13,12/31/14,"$30,424 ",Columbia University,Institutes of higher education,3 (GG006565-09),Atmospheric Correction Over Coastal Oceans using Hyperspectral Imaging and Scanning Polarimetry (ACOCO-HISP),y,,
David Siegel,9/1/06,8/31/09,"$78,000 ",National Aeronautics and Space Administration,Federal agencies,NNX06AF79H,Remote sensing of kelp habitats in the Santa Barbara Channel using SPOT imagery,y,,
David Siegel,9/1/06,8/31/09,"$78,000 ",National Aeronautics and Space Administration,Federal agencies,NNX06AF90H,Cycling of colored dissolved organic matter in the open ocean: Application of photolysis measurements to global satellite observations,y,,
David Siegel,7/22/08,7/21/10,"$144,465 ",National Aeronautics and Space Administration,Federal agencies,NNX08AW99G,New Bio-Optical Observations for Future CLIVAR Cruises,y,,
David Siegel,3/1/11,2/29/12,"$50,000 ",National Aeronautics and Space Administration,Federal agencies,NNX11AG80G,Proposal for an ACE Ocean Productivity and Carbon Cycle (OPCC) Workshop,y,,
David Siegel,7/7/11,7/6/15,"$825,000 ",National Aeronautics and Space Administration,Federal agencies,NNX11AL94G,Evaluating NPP Ocean Color Data Products in a Complex Coastal Environment: The Plumes and Blooms Program,y,,
David Siegel,10/1/12,11/12/14,"$102,158 ",National Aeronautics and Space Administration,Federal agencies,NNX13AC35G,Controls on Open Ocean Productivity and Export eXperiment - COOPEX,y,,
David Siegel,9/15/06,8/31/10,"$199,410 ",National Science Foundation,Federal agencies,628389,Collaborative Research: Carbon Flux through the twilight zone - new tools to measure change,y,,
David Siegel,7/1/03,6/30/09,"$265,732 ",National Science Foundation,Federal agencies,OCE-0241011,Collaborative Research: Impacts of Eddies and Mixing on Plankton Community Structure and Biogeochemical Cycling in the Sargasso Sea,y,,
David Siegel,3/15/06,9/30/09,"$149,262 ",Princeton University,Institutes of higher education,1198,Application of Novel Satellite Carbon Biomass to Develop Ecosystem Models Capable of Predicting Climate Change,y,,
David Siegel,5/15/07,5/14/11,"$155,574 ",Princeton University,Institutes of higher education,1466,Ocean color carbon and circulation: Studies with an Earth System Model,y,,
David Siegel Bruce Kendall Chris Costello Steven Gaines Robert Warner,9/1/03,8/31/09,"$1,995,951 ",National Science Foundation,Federal agencies,OCE-0308440,BE/CNH: Disparate Scales of Process and Nearshore Fishery Management,y,,
David Siegel Fernanda Henderikx-Freitta,9/1/11,8/31/14,"$90,000 ",National Aeronautics and Space Administration,Federal agencies,NNX11AQ26H,Bio-optical Variability of Plumes Blooms and Relaxations in the Santa Barbara Channel: How Biased are our Current Assessments?,y,,
David Siegel James Watson,9/1/08,8/31/11,"$90,000 ",National Aeronautics and Space Administration,Federal agencies,NNX08AV01H,Integrating Satellite Observations into Fisheries Science: Quantifying Abiotic and in-flight Biotic Larval Mortality as a Means to Better Predict Population Connectivity,y,,
David Siegel Norm Nelson,4/1/11,3/31/14,"$919,809 ",National Aeronautics and Space Administration,Federal agencies,NNX11AF63G,A Mechanistic Approach Towards the Remote Assessment of Carbon Export by Sinking Particles in the Open Ocean,y,,
David Siegel Norm Nelson,1/1/11,12/31/14,"$765,235 ",National Science Foundation,Federal agencies,1040502,MRI: Development of Novel Profiling Buoy Technology for Satellite Ocean Color Calibration and Data Product Validation,y,,
David Siegel Rachel Simons Bruce Kendall,2/1/12,1/31/15,"$370,141 ",National Science Foundation,Federal agencies,OCE-1155813,Quantifying the importance of biological factors in the estimation of larval connectivity and population dynamics in the coastal ocean,y,,
David Siegel Rebecca Lawson,9/1/10,8/31/13,"$90,000 ",National Aeronautics and Space Administration,Federal agencies,NH10AP28H,Phytoplankton Community Composition and Inherent Optical Properties (IOP) in a Complex Coastal Environment,y,,
David Siegel Stephane Maritorena,1/26/01,11/30/10,"$618,198 ",National Aeronautics and Space Administration,Federal agencies,NAS5-00201,Plumes and Blooms: Observations Analysis & Modeling for SIMBIOS,y,,
David Siegel Stephane Maritorena,1/29/08,1/28/12,"$850,000 ",National Aeronautics and Space Administration,Federal agencies,NNX08AG82G,Ocean color study of plumes and blooms in the Santa Barbara Channel,y,,
David Siegel Steven Gaines Phaedon Kyriakidis Stephane Maritorena,5/1/07,4/30/11,"$834,662 ",National Aeronautics and Space Administration,Federal agencies,NNX07AF08G,Remote Assessment of Giant Kelp Dynamics - The Engineer of California's Nearshore Ecosystems,y,,
David Siegel Thomas Bell,9/1/12,8/31/15,"$90,000 ",National Aeronautics and Space Administration,Federal agencies,NNX12AO05H,Hyperspectral Remote Sensing of Kelp Condition in the Santa Barbara Channel,y,,
Derek Booth,9/21/12,9/30/14,"$104,893 ",DA Army Engineers/Vicksburg District Corps of,Federal agencies,W912HZ-12-2-0016,Web-Based Conceptual Model for Urban Stream Systems,y,,
Douglas Burbank,1/1/10,12/31/11,"$57,838 ",US Department of Interior,Federal agencies,G10AP00015,Temporal Patterns of Fault Slip Rates on the Genoa Fault,y,,
Douglas Burbank,9/15/09,9/14/11,"$23,500 ",National Geographic Society,"Private agency, foundation",8685-09,Controls on Deformation of the Kyrgyz Tien Shan,y,,
Douglas Burbank,9/1/05,8/31/11,"$201,410 ",National Science Foundation,Federal agencies,507431,Collaborative Research: Upward and Outward: Tibetan Plateau Growth and Climatic Consequences,y,,
Douglas Burbank,7/1/09,9/30/13,"$282,370 ",National Science Foundation,Federal agencies,838265,Controls on growth of the Puna Plateau NW Argentina,y,,
Douglas Burbank Bodo Bookhagen,1/16/08,1/15/13,"$347,739 ",National Aeronautics and Space Administration,Federal agencies,05-ESI/05-0014,Quantification of Climate-Erosion Coupling in the Himalaya,y,,
Douglas Burbank Bodo Bookhagen,7/1/08,7/31/14,"$280,000 ",National Science Foundation,Federal agencies,819874,Collaborative Research: Orogeny orography and unsteady erosion: evolution of the Himalaya,y,,
Douglas Burbank Bodo Bookhagen,8/1/11,7/31/15,"$275,006 ",National Science Foundation,Federal agencies,1050070,The Pamir Frontal Thrust System: Rates Style and Controls on Deformation,y,,
Douglas Burbank Bodo Bookhagen,5/15/12,4/30/15,"$143,370 ",National Science Foundation,Federal agencies,EAR-1148268,Collaborative Research: Reconstructing Mid-Miocene-to-Recent Paleo-Erosion Rates in the Eastern Andes Northern Argentina,y,,
Douglas Burbank Jon Harvey,2/1/13,12/31/13,"$7,500 ",Exxon Mobile Corporation,"Private agency, foundation",20130909,Extracting Uplift Rates from Topographic Metrics in the California Coastal Ranges,y,,
Duane DeVecchio Dylan Rood Ralph Archuleta,2/1/12,1/31/15,"$6,500 ",University of Southern California,Institutes of higher education,Y86552-K,SCEC4 Participation Project K: Precise Fault Slip Rates on the Oak Ridge Fault: New age constraints on the Saugus Formation using 36Cl/10Be isochron burial dating,y,,
Dylan Rood,9/15/11,8/31/14,"$89,382 ",National Science Foundation,Federal agencies,1103532,Collaborative Research: Synchronizing ther North American Varve Chronology and the Greenland Ice Core Record Using Meteoric 10-BE-Flux,y,,
Dylan Rood,9/15/11,8/31/14,"$150,017 ",National Science Foundation,Federal agencies,1114436,Collaborative Research: Deciphering Connections Among Land Management Soil Erosion and Sediment Yield in Large River Basins,y,,
Dylan Rood,6/1/14,5/31/15,"$27,406 ",US Geological Survey,Federal agencies,G14AP00055TDD,Differential Uplift and Incision of the Yakima River Terraces: Collaborative Research with WWU UVM & State Agricultural College and UCSB,y,,
Edward Keller,2/1/07,1/31/12,"$25,000 ",University of Southern California,Institutes of higher education,120044,SCEC3 Participation: Active Tectonics of the Camarillo Fold Belt: Establishing the Chronology,y,,
Edward Keller Douglas Burbank,4/1/08,3/31/09,"$58,703 ",US Department of Interior,Federal agencies,2008-0154,"Earthquake Hazard of the Camarillo Fold Belt: The Last Remaining Fold Belt in the Southern California ""Hot Spot""",y,,
Erica Fleishman,2/1/10,12/31/14,"$266,000 ",BP Exploration - Alaska ,"Private agency, foundation",SB100049,Cumulative Effects of Anthropogenic Underwater Sound on Marine Mammals,y,,
Erica Fleishman,7/1/09,9/30/12,"$176,073 ",Kresge Foundation,"Private agency, foundation",20091450,Identification of Research Questions with Great Potential to Inform Conservation Policy and Investment Strategies in the United States,y,,
Erica Fleishman,6/1/09,12/31/12,"$224,779 ",Office of Naval Research,Federal agencies,N00014-09-1-0896,Population Consequences of Acoustic Disturbance of Marine Mammals,y,,
Erica Fleishman,1/7/10,8/31/13,"$130,500 ",USDA Forest Service,Federal agencies,10-JV-11221632-028,Decision-support Tools for Conserving Greater Sage-grouse During Fire and Fuels Management Projects in Pinyon and Juniper Woodlands,y,,
Erica Fleishman,4/17/09,4/30/13,"$50,000 ",Wilburforce Foundation,"Private agency, foundation",20091083,Maintaning Connectivity in the Great Basin in the Face of Climate and Land-Cover Change,y,,
Erica Fleishman,10/30/09,10/31/10,"$45,000 ",Wilburforce Foundation,"Private agency, foundation",UNIVE0910,Integrating Conservation Science for the Coastal Temperate Rainforests (Tongass and Bear),y,,
Frank Davis,11/1/08,6/30/11,"$112,527 ",Conservation International,"Private agency, foundation",SB090056,Climate and Land Use Change,y,,
Frank Davis,2/1/11,6/30/11,"$13,000 ",Conservation International,"Private agency, foundation",SB110084,Madagascar Crop Suitability Change Modeling,y,,
Frank Davis,8/1/11,12/31/11,"$10,000 ",Conservation International,"Private agency, foundation",SB120025,Modeling the Impacts of Climate Change on Indochina's Primates,y,,
Frank Davis,1/1/12,5/31/12,"$12,361 ",Conservation International,"Private agency, foundation",SB120091,Food Security and Ecosystem-based Adaptation - Global Indicator Development and Mapping,y,,
Frank Davis,8/31/08,9/30/12,"$143,350 ",US Department of Interior,Federal agencies,J8C07080005,Preparing of Natural Resources Condition Assessment for Santa Monica Mountains NRA Pinnacles NM and John Muir NHS,y,,
Frank Davis,6/1/11,5/31/16,"$2,328,985 ",National Science Foundation,Federal agencies,EF-1065864,Collaborative Research: Do Micro-environments Govern Macro-ecology?,y,,
Frank Davis David Stoms,12/11/08,11/26/10,"$269,434 ",California Energy Commision,"California state, municipal agencies",,Biofuels and Biodiversity in California,y,,
Frank Davis David Stoms,3/18/11,12/9/13,"$383,787 ",California Energy Commision,"California state, municipal agencies",20101173,Cumulative Biological Impacts Framework for Solar Energy Projects in the California Desert,y,,
Frank Spera,7/1/08,6/30/12,"$250,448 ",National Science Foundation,Federal agencies,810127,Collaborative research: Testing models that describe the origin of compositional diversity of subduction zone magmatism Aeolian Islands,y,,
Hunter Lenihan,2/1/11,12/31/11,"$36,975 ",AECOM,"Private agency, foundation",SB110068,Determining Risk Factors for 3 Zero Valent Iron Materials,y,,
Hunter Lenihan,7/1/10,6/30/11,"$1,512 ",UC Sea Grant College Program,UC-wide,20101258,MPA-Based Collaborative Techniques to Improve Management of Nearshore Fisheries,y,,
Hunter Lenihan,7/1/10,6/30/11,"$33,288 ",UC Sea Grant College Program,UC-wide,R/FISH-213EPD-TR,MPA-Based Collaborative Techniques to Improve Management of Nearshore Fisheries,y,,
Ira Leifer,3/1/10,2/28/14,"$101,735 ",University of Alaska,Institutes of higher education,UAF 10-0081,Long-term monitoring of submerged permafrost methane emissions,y,,
J. Carter Ohlmann,9/23/04,5/22/10,"$259,685 ",US Department of Interior,Federal agencies,1435-01-04-CA-36650 TO M05AC12301,Relationship between Inner-Shelf Surface Currents and Large-Scale Characteristic Flow patterns in the Santa Barbara Channel,y,,
J. Carter Ohlmann,12/1/08,3/31/12,"$146,651 ",Jet Propulsion Laboratory,Federal agencies,1360271,Impact of NASA Satellite Data and Models on U.S. Coast Guard's Decision Support Tool for Search and Rescue in the Northeastern Pacific Ocean,y,,
J. Carter Ohlmann,4/26/06,9/30/10,"$247,000 ",Office of Naval Research,Federal agencies,N00014-06-1-0722,Submeso-scale Dynamics of the Lombok Trait,y,,
J. Carter Ohlmann,9/1/12,6/30/14,"$98,846 ",Orange County Sanitation District,"California state, municipal agencies",SP-125-12,"Monitoring the Fate and Transport of the Orange County Sanitation District 78"" Outflow Effluent Plume",y,,
J. Carter Ohlmann,3/15/11,2/28/15,"$252,733 ",Oregon State University,Institutes of higher education,S1364A-A,DYNAmics of the Madden-Julian Oscillation / DYNAMO Subsurface Fluxes,y,,
J. Carter Ohlmann,2/1/05,1/15/09,"$100,308 ",University of California,UC-wide,04-078.02SB,SCCOOS: The Southern California Coastal Current Observing System State Conservancy Grant Proposal,y,,
J. Carter Ohlmann,7/1/12,6/30/14,"$20,000 ",University of California,UC-wide,20121472,Observation of Surface Current Trajectories from the Inshore California Current Region,y,,
J. Carter Ohlmann,6/1/04,9/30/09,"$89,612 ",University of California,UC-wide,NA17RJ1231/O,SCCOOS: Shelf to Shoreline Observatory Development,y,,
J. Carter Ohlmann,7/1/08,6/30/12,"$212,000 ",University of California,UC-wide,SB090036,Observations of Surface Current Trajectories from the Inshore California Current Region,y,,
J. Carter Ohlmann,2/1/11,1/31/14,"$37,450 ",University of California,UC-wide,SB110079,Improving the Understanding of Submesoscale Eddies Fronts and Filaments with Coincident Satellite in situ and Aircraft Measurements,y,,
J. Carter Ohlmann Libe Washburn,3/1/04,8/31/09,"$459,874 ",National Science Foundation,Federal agencies,OCE-0352187,Collaborative Research: Stochastic Transport Models for the Coastal Ocean,y,,
J. Carter Ohlmann Patricia Holden Libe Washburn,7/1/07,6/30/10,"$355,026 ",Heal the Ocean,"Private agency, foundation",SB080078,Monitoring the Montecito Outflow Wastewater Plume,y,,
James Frew,8/1/13,7/31/16,"$250,364 ",National Science Foundation,Federal agencies,1302236,III: Medium: Collaborative Research: Citing Structured and Evolving Data,y,,
James Frew,10/1/12,9/30/14,"$248,000 ",University Industry Research Corporation,"Private agency, foundation",SB130034,Intel Science and Technology Center for Big Data - ISTC-BD,y,,
James Frew Greg Janee,10/1/04,9/30/09,"$672,651 ",National Science Foundation,Federal agencies,IIS-0431166,Collaborative Research: II: Integrating Digital Libraries and Earth Science Data Systems,y,,
James Frew Stephane Maritorena David Siegel,3/1/04,8/31/09,"$1,350,000 ",National Aeronautics and Space Administration,Federal agencies,NNG04GE66G,Creating Updating and Distributing Merged Ocean Color Products,y,,
