,Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Corresponding Author,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,FOR 1,FOR 2,FOR 3,FOR 4,FOR 5,filename
4952,100,pub.1002375327,10.1080/13658816.2011.629618,,,Volunteered geographic information production as a spatial process,International Journal of Geographical Information Science,,,2012-07,2012,26,7,1191-1212,Closed,Article,"Hardy, Darren; Frew, James; Goodchild, Michael F.",,"Hardy, Darren (); Frew, James (); Goodchild, Michael F. ()",37,8,,15.75,,https://app.dimensions.ai/details/publication/pub.1002375327,0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,,Michael-F-Goodchild.csv
4953,100,pub.1053683888,10.1111/j.1467-9671.2012.01325.x,,,An Ontology‐Driven Framework and Web Portal for Spatial Decision Support1,Transactions in GIS,,,2012-06,2012,16,3,313-329,"All OA; Green, Accepted & Submitted",Article,"Li, Naicong; Raskin, Robert; Goodchild, Michael; Janowicz, Krzysztof",,"Li, Naicong (University of Redlands); Raskin, Robert (Jet Propulsion Lab); Goodchild, Michael (); Janowicz, Krzysztof ()",17,5,,7.23,http://geog.ucsb.edu/~jano/SDSOntologiesAndPortalFinalDraft.pdf,https://app.dimensions.ai/details/publication/pub.1053683888,0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,,Michael-F-Goodchild.csv
4954,100,pub.1037992230,10.1016/j.spasta.2012.03.002,,,Assuring the quality of volunteered geographic information,Spatial Statistics,,,2012-05,2012,1,,110-120,Closed,Article,"Goodchild, Michael F.; Li, Linna","Goodchild, Michael F.","Goodchild, Michael F. (University of California, Santa Barbara); Li, Linna (University of California, Santa Barbara)",364,135,,84.68,,https://app.dimensions.ai/details/publication/pub.1037992230,0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,,Michael-F-Goodchild.csv
4955,100,pub.1001143081,10.1080/00045608.2011.595657,,,"Researching Volunteered Geographic Information: Spatial Data, Geographic Research, and New Social Practice",Annals of the American Association of Geographers,,,2012-05,2012,102,3,571-590,Closed,Article,"Elwood, Sarah; Goodchild, Michael F.; Sui, Daniel Z.",,"Elwood, Sarah (); Goodchild, Michael F. (); Sui, Daniel Z. ()",301,104,,69.49,,https://app.dimensions.ai/details/publication/pub.1001143081,1604 Human Geography; 0406 Physical Geography and Environmental Geoscience,16 Studies in Human Society,1604 Human Geography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,Michael-F-Goodchild.csv
4956,100,pub.1002053356,10.1080/17538947.2011.638500,,,Digital Earth 2020: towards the vision for the next decade,International Journal of Digital Earth,,,2012-01,2012,5,1,21-Apr,All OA; Gold,Article,"Craglia, Max; de Bie, Kees; Jackson, Davina; Pesaresi, Martino; Remetey-Fülöpp, Gábor; Wang, Changlin; Annoni, Alessandro; Bian, Ling; Campbell, Fred; Ehlers, Manfred; van Genderen, John; Goodchild, Michael; Guo, Huadong; Lewis, Anthony; Simpson, Richard; Skidmore, Andrew; Woodgate, Peter",,"Craglia, Max (); de Bie, Kees (); Jackson, Davina (); Pesaresi, Martino (); Remetey-Fülöpp, Gábor (); Wang, Changlin (); Annoni, Alessandro (); Bian, Ling (); Campbell, Fred (); Ehlers, Manfred (); van Genderen, John (); Goodchild, Michael (); Guo, Huadong (); Lewis, Anthony (); Simpson, Richard (); Skidmore, Andrew (); Woodgate, Peter ()",164,37,,66.32,http://www.tandfonline.com/doi/pdf/10.1080/17538947.2011.638500?needAccess=true,https://app.dimensions.ai/details/publication/pub.1002053356,0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,,Michael-F-Goodchild.csv
4957,100,pub.1035073223,10.1145/2442952.2442956,,,Constructing places from spatial footprints,,Proceedings of the 1st ACM SIGSPATIAL International Workshop on Crowdsourced and Volunteered Geographic Information - GEOCROWD '12,,2012,2012,,,15-21,Closed,Proceeding,"Li, Linna; Goodchild, Michael F.",,"Li, Linna (University of California, Santa Barbara); Goodchild, Michael F. (University of California, Santa Barbara)",34,15,,10.48,,https://app.dimensions.ai/details/publication/pub.1035073223,0806 Information Systems; 0909 Geomatic Engineering; 1604 Human Geography,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,16 Studies in Human Society,0909 Geomatic Engineering,Michael-F-Goodchild.csv
4958,100,pub.1027784878,10.1007/978-3-642-35527-1_46,,,Geospatial Data Mining on the Web: Discovering Locations of Emergency Service Facilities,Lecture Notes in Computer Science,Advanced Data Mining and Applications,,2012,2012,7713,,552-563,Closed,Chapter,"Li, Wenwen; Goodchild, Michael F.; Church, Richard L.; Zhou, Bin",,"Li, Wenwen (Arizona State University); Goodchild, Michael F. (University of California, Santa Barbara); Church, Richard L. (University of California, Santa Barbara); Zhou, Bin (Institute of Oceanographic Instrumentation)",7,4,,2.37,,https://app.dimensions.ai/details/publication/pub.1027784878,0806 Information Systems; 0909 Geomatic Engineering; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,0909 Geomatic Engineering,0801 Artificial Intelligence and Image Processing,Michael-F-Goodchild.csv
4959,100,pub.1051666365,10.1080/13658816.2011.600253,,,A multinomial logistic mixed model for the prediction of categorical spatial data,International Journal of Geographical Information Science,,,2011-12,2011,25,12,2071-2086,Closed,Article,"Cao, Guofeng; Kyriakidis, Phaedon C.; Goodchild, Michael F.",,"Cao, Guofeng (); Kyriakidis, Phaedon C. (); Goodchild, Michael F. ()",11,3,,2.38,,https://app.dimensions.ai/details/publication/pub.1051666365,0806 Information Systems; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,Michael-F-Goodchild.csv
4960,100,pub.1043915651,10.1145/2078296.2078298,,,A geostatistical framework for categorical spatial data modeling,SIGSPATIAL Special,,,11/1/11,2011,3,3,9-Apr,Closed,Article,"Cao, Guofeng; Kyriakidis, Phaedon; Goodchild, Michael",,"Cao, Guofeng (); Kyriakidis, Phaedon (); Goodchild, Michael ()",3,0,,1.16,,https://app.dimensions.ai/details/publication/pub.1043915651,0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,,Michael-F-Goodchild.csv
4961,100,pub.1044245828,10.1080/13658816.2010.528421,,,Combining spatial transition probabilities for stochastic simulation of categorical fields,International Journal of Geographical Information Science,,,2011-11,2011,25,11,1773-1791,Closed,Article,"Cao, Guofeng; Kyriakidis, Phaedon C.; Goodchild, Michael F.",,"Cao, Guofeng (); Kyriakidis, Phaedon C. (); Goodchild, Michael F. ()",12,4,,2.64,,https://app.dimensions.ai/details/publication/pub.1044245828,0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,,Michael-F-Goodchild.csv
4962,100,pub.1020795407,10.1098/rspa.2011.0114,,,Challenges in geographical information science,Proceedings of the Royal Society A,,,9/8/11,2011,467,2133,2431-2443,All OA; Gold,Article,"Goodchild, Michael F.",,"Goodchild, Michael F. (University of California, Santa Barbara)",14,4,,,http://rspa.royalsocietypublishing.org/content/467/2133/2431.full.pdf,https://app.dimensions.ai/details/publication/pub.1020795407,09 Engineering; 02 Physical Sciences; 01 Mathematical Sciences,09 Engineering,02 Physical Sciences,01 Mathematical Sciences,,,Michael-F-Goodchild.csv
4963,100,pub.1004991788,10.1080/13658816.2011.563744,,,A parallel computing approach to fast geostatistical areal interpolation,International Journal of Geographical Information Science,,,2011-08,2011,25,8,1241-1267,"All OA; Green, Published",Article,"Guan, Qingfeng; Kyriakidis, Phaedon C.; Goodchild, Michael F.",,"Guan, Qingfeng (); Kyriakidis, Phaedon C. (); Goodchild, Michael F. ()",34,8,,13.04,http://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1033&context=geographyfacpub,https://app.dimensions.ai/details/publication/pub.1004991788,0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,,Michael-F-Goodchild.csv
4964,100,pub.1030786990,10.1080/17538947.2011.587547,,,Spatial cloud computing: how can the geospatial sciences use and help shape cloud computing?,International Journal of Digital Earth,,,2011-07,2011,4,4,305-329,All OA; Gold,Article,"Yang, Chaowei; Goodchild, Michael; Huang, Qunying; Nebert, Doug; Raskin, Robert; Xu, Yan; Bambacus, Myra; Fay, Daniel",,"Yang, Chaowei (); Goodchild, Michael (); Huang, Qunying (); Nebert, Doug (); Raskin, Robert (); Xu, Yan (); Bambacus, Myra (); Fay, Daniel ()",230,58,,88.7,https://www.tandfonline.com/doi/pdf/10.1080/17538947.2011.587547?needAccess=true,https://app.dimensions.ai/details/publication/pub.1030786990,0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,,Michael-F-Goodchild.csv
4965,100,pub.1013936295,10.1016/j.geomorph.2010.10.004,,,Scale in GIS: An overview,Geomorphology,,,2011-07,2011,130,2-Jan,9-May,Closed,Article,"Goodchild, Michael F.","Goodchild, Michael F.","Goodchild, Michael F. (University of California, Santa Barbara)",75,29,,9.44,,https://app.dimensions.ai/details/publication/pub.1013936295,0406 Physical Geography and Environmental Geoscience; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,,Michael-F-Goodchild.csv
4966,100,pub.1050604034,10.1007/978-1-4419-7482-2_2,,,Formalizing Place in Geographic Information Systems,,"Communities, Neighborhoods, and Health",,2011,2011,,,21-33,"All OA; Green, Accepted & Submitted",Chapter,"Goodchild, Michael F.","Goodchild, Michael F.","Goodchild, Michael F. ()",38,15,,14.58,http://www.geog.ucsb.edu/%7Egood/papers/502.pdf,https://app.dimensions.ai/details/publication/pub.1050604034,0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,,Michael-F-Goodchild.csv
4967,100,pub.1030539711,10.1016/j.sbspro.2011.07.002,,,Spatial Thinking and the GIS User Interface,Procedia - Social and Behavioral Sciences,,,2011,2011,21,,9-Mar,All OA; Gold,Article,"Goodchild, Michael F.","Goodchild, Michael F.","Goodchild, Michael F. (University of California, Santa Barbara)",14,4,,5.37,https://doi.org/10.1016/j.sbspro.2011.07.002,https://app.dimensions.ai/details/publication/pub.1030539711,0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,,Michael-F-Goodchild.csv
4968,100,pub.1023572365,10.1007/978-90-481-9920-4_3,,,Information Technology as Megaengineering: The Impact of GIS,,Engineering Earth,,2011,2011,,,37-47,Closed,Chapter,"Goodchild, Michael F.","Goodchild, Michael F.","Goodchild, Michael F. (University of California, Santa Barbara)",2,0,,0.58,,https://app.dimensions.ai/details/publication/pub.1023572365,0909 Geomatic Engineering; 0806 Information Systems,08 Information and Computing Sciences,09 Engineering,0909 Geomatic Engineering,0806 Information Systems,,Michael-F-Goodchild.csv
4969,400,pub.1035390490,10.1371/journal.pone.0013575,21042591,PMC2962646,Combining Spatial-Temporal and Phylogenetic Analysis Approaches for Improved Understanding on Global H5N1 Transmission,PLoS ONE,,"Disease Outbreaks; Geographic Information Systems; Humans; Influenza A Virus, H5N1 Subtype; Influenza, Human; Phylogeny",10/22/10,2010,5,10,e13575,All OA; Gold,Article,"Liang, Lu; Xu, Bing; Chen, Yanlei; Liu, Yang; Cao, Wuchun; Fang, Liqun; Feng, Limin; Goodchild, Michael F.; Gong, Peng",,"Liang, Lu (Chinese Academy of Sciences; Tsinghua University); Xu, Bing (University of Utah; Tsinghua University); Chen, Yanlei (University of California, Berkeley); Liu, Yang (University of Bern); Cao, Wuchun (); Fang, Liqun (); Feng, Limin (Ministry of Education of the People's Republic of China); Goodchild, Michael F. (University of California, Santa Barbara); Gong, Peng (Chinese Academy of Sciences; Tsinghua University; University of California, Berkeley)",65,10,1.42,7.64,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0013575&type=printable,https://app.dimensions.ai/details/publication/pub.1035390490,1108 Medical Microbiology,1108 Medical Microbiology,11 Medical and Health Sciences,,,,Michael-F-Goodchild.csv
4970,100,pub.1028421531,10.4018/jiscrm.2010100104,,,The Role of Social Networks in Emergency Management: A Research Agenda,International Journal of Information Systems for Crisis Response and Management,,,2010-10,2010,2,4,48-58,"All OA; Green, Accepted & Submitted",Article,"Li, Linna; Goodchild, Michael F.",,"Li, Linna (University of California, Santa Barbara); Goodchild, Michael F. ()",36,13,,13.41,http://www.geog.ucsb.edu/~good/papers/509.pdf,https://app.dimensions.ai/details/publication/pub.1028421531,0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,,Michael-F-Goodchild.csv
4971,100,pub.1049697072,10.1016/j.compenvurbsys.2010.04.001,,,"Geospatial Cyberinfrastructure: Past, present and future",Computers Environment and Urban Systems,,,2010-07,2010,34,4,264-277,Closed,Article,"Yang, Chaowei; Raskin, Robert; Goodchild, Michael; Gahegan, Mark","Yang, Chaowei","Yang, Chaowei (George Mason University); Raskin, Robert (); Goodchild, Michael (University of California, Santa Barbara); Gahegan, Mark ()",232,52,,50.44,,https://app.dimensions.ai/details/publication/pub.1049697072,0909 Geomatic Engineering; 1205 Urban and Regional Planning,09 Engineering,0909 Geomatic Engineering,12 Built Environment and Design,1205 Urban and Regional Planning,,Michael-F-Goodchild.csv
4972,100,pub.1034803881,10.1080/13658810802644567,,,EDGIS: a dynamic GIS based on space time points,International Journal of Geographical Information Science,,,3/15/10,2010,24,3,329-346,Closed,Article,"Pultar, Edward; Cova, Thomas J.; Yuan, May; Goodchild, Michael F.",,"Pultar, Edward (University of Utah); Cova, Thomas J. (University of Utah); Yuan, May (University of Oklahoma); Goodchild, Michael F. (University of California, Santa Barbara)",37,6,,10.13,,https://app.dimensions.ai/details/publication/pub.1034803881,0909 Geomatic Engineering; 0806 Information Systems,08 Information and Computing Sciences,09 Engineering,0909 Geomatic Engineering,0806 Information Systems,,Michael-F-Goodchild.csv
4973,400,pub.1031321885,10.1007/s10708-010-9340-3,20454588,PMC2863328,Toward critical spatial thinking in the social sciences and humanities,GeoJournal,,,2010-02,2010,75,1,13-Mar,"All OA; Green, Accepted & Submitted",Article,"Goodchild, Michael F.; Janelle, Donald G.","Janelle, Donald G.","Goodchild, Michael F. (University of California, Santa Barbara); Janelle, Donald G. (University of California, Santa Barbara)",108,34,0.45,31,http://europepmc.org/articles/pmc2863328?pdf=render,https://app.dimensions.ai/details/publication/pub.1031321885,1506 Tourism; 1604 Human Geography; 1601 Anthropology,"15 Commerce, Management, Tourism and Services",16 Studies in Human Society,1506 Tourism,1604 Human Geography,1601 Anthropology,Michael-F-Goodchild.csv
4974,100,pub.1005156643,10.1007/978-3-642-01976-0_4,,,Whose Hand on the Tiller? Revisiting “Spatial Statistical Analysis and GIS”,Advances in Spatial Science,Perspectives on Spatial Data Analysis,,2010,2010,,,49-59,"All OA; Green, Accepted & Submitted",Chapter,"Goodchild, Michael F.","Goodchild, Michael F.","Goodchild, Michael F. (University of California, Santa Barbara)",8,0,,2.78,http://www.geog.ucsb.edu/~good/papers/489.pdf,https://app.dimensions.ai/details/publication/pub.1005156643,1608 Sociology,1608 Sociology,16 Studies in Human Society,,,,Michael-F-Goodchild.csv
4975,100,pub.1035836794,10.1111/j.1538-4632.2009.00769.x,,,What Problem? Spatial Autocorrelation and Geographic Information Science,Geographical Analysis,,,2009-10,2009,41,4,411-417,All OA; Gold,Article,"Goodchild, Michael F.",,"Goodchild, Michael F. (University of California, Santa Barbara)",20,8,,3.59,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1538-4632.2009.00769.x,https://app.dimensions.ai/details/publication/pub.1035836794,0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,,Michael-F-Goodchild.csv
4976,100,pub.1031697437,10.1016/j.proeps.2009.09.160,,,Geographic information systems and science: today and tomorrow,Procedia Earth and Planetary Science,,,2009-09,2009,1,1,1037-1043,All OA; Gold,Article,"Goodchild, Michael F.",,"Goodchild, Michael F. (University of California, Santa Barbara)",43,17,,10.56,https://doi.org/10.1016/j.proeps.2009.09.160,https://app.dimensions.ai/details/publication/pub.1031697437,0909 Geomatic Engineering; 0806 Information Systems,08 Information and Computing Sciences,09 Engineering,0909 Geomatic Engineering,0806 Information Systems,,Michael-F-Goodchild.csv
4977,200,pub.1044952661,10.1111/j.1467-9671.2009.01164.x,,,Peter Burrough: A Research Appreciation,Transactions in GIS,,,2009-06,2009,13,3,247-252,"All OA; Green, Accepted & Submitted",Article,"Goodchild, Michael F.",,"Goodchild, Michael F. (University of California, Santa Barbara)",0,0,,0,http://www.geog.ucsb.edu/~good/papers/467.pdf,https://app.dimensions.ai/details/publication/pub.1044952661,0909 Geomatic Engineering; 1604 Human Geography; 0804 Data Format,08 Information and Computing Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,1604 Human Geography,Michael-F-Goodchild.csv
4978,100,pub.1039659614,10.1111/j.1467-9671.2009.01157.x,,,Dynamic GIS Case Studies: Wildfire Evacuation and Volunteered Geographic Information,Transactions in GIS,,,2009-06,2009,13,s1,85-104,Closed,Article,"Pultar, Edward; Raubal, Martin; Cova, Thomas J; Goodchild, Michael F",,"Pultar, Edward (University of California, Santa Barbara); Raubal, Martin (University of California, Santa Barbara); Cova, Thomas J (University of Utah); Goodchild, Michael F (University of California, Santa Barbara)",35,5,,8.6,,https://app.dimensions.ai/details/publication/pub.1039659614,0909 Geomatic Engineering; 0806 Information Systems,08 Information and Computing Sciences,09 Engineering,0909 Geomatic Engineering,0806 Information Systems,,Michael-F-Goodchild.csv
4979,100,pub.1018966609,10.1016/j.cageo.2008.08.005,,,Using NDVI to define thermal south in several mountainous landscapes of California,Computers & Geosciences,,,2009-02,2009,35,2,327-336,Closed,Article,"Deng, Yongxin; Goodchild, Michael F.; Chen, Xianfeng","Deng, Yongxin","Deng, Yongxin (Western Illinois University); Goodchild, Michael F. (University of California, Santa Barbara); Chen, Xianfeng (Slippery Rock University)",6,0,,,,https://app.dimensions.ai/details/publication/pub.1018966609,09 Engineering; 04 Earth Sciences,08 Information and Computing Sciences,09 Engineering,04 Earth Sciences,,,Michael-F-Goodchild.csv
4980,100,pub.1011204250,10.1111/j.1467-9671.2009.01141.x,,,Discriminant Models of Uncertainty in Nominal Fields,Transactions in GIS,,,2009-02,2009,13,1,23-Jul,"All OA; Green, Accepted & Submitted",Article,"Goodchild, Michael; Zhang, Jingxiong; Kyriakidis, Phaedon",,"Goodchild, Michael (University of California, Santa Barbara); Zhang, Jingxiong (Wuhan University); Kyriakidis, Phaedon (University of California, Santa Barbara)",15,2,,3.74,http://www.geog.ucsb.edu/~good/papers/466.pdf,https://app.dimensions.ai/details/publication/pub.1011204250,0909 Geomatic Engineering; 1604 Human Geography; 0804 Data Format,08 Information and Computing Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,1604 Human Geography,Michael-F-Goodchild.csv
4981,100,pub.1010333912,10.1080/03098260903034004,,,Workshops and National Dissemination of Geographic Analysis in the Social Sciences: the CSISS Experience in the USA,Journal of Geography in Higher Education,,,2009-01,2009,33,sup1,s88-s103,All OA; Gold,Article,"Janelle, Donald G.; Hespanha, Stacy Rebich; Goodchild, Fiona; Goodchild, Michael F.",,"Janelle, Donald G. (); Hespanha, Stacy Rebich (); Goodchild, Fiona (); Goodchild, Michael F. ()",6,1,,2.02,https://www.tandfonline.com/doi/pdf/10.1080/03098260903034004?needAccess=true,https://app.dimensions.ai/details/publication/pub.1010333912,1608 Sociology; 1605 Policy and Administration,1608 Sociology,1605 Policy and Administration,16 Studies in Human Society,,,Michael-F-Goodchild.csv
4982,100,pub.1052823637,10.1016/b978-008044910-4.00438-7,,,First Law of Geography,,International Encyclopedia of Human Geography,,2009,2009,,Annals of the Association of American Geographers9422004,179-182,Closed,Chapter,"Goodchild, M.F.",,"Goodchild, M.F. (University of California, Santa Barbara)",2,1,,0.36,,https://app.dimensions.ai/details/publication/pub.1052823637,0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,,Michael-F-Goodchild.csv
4983,100,pub.1048250448,10.1016/b978-008044910-4.00029-8,,,GIScience and Systems,,International Encyclopedia of Human Geography,,2009,2009,,International Journal of Geographical Information Systems611992,526-538,Closed,Chapter,"Goodchild, M.F.",,"Goodchild, M.F. (University of California, Santa Barbara)",3,0,,0.74,,https://app.dimensions.ai/details/publication/pub.1048250448,0909 Geomatic Engineering; 0806 Information Systems,08 Information and Computing Sciences,09 Engineering,0909 Geomatic Engineering,0806 Information Systems,,Michael-F-Goodchild.csv
4984,100,pub.1023932768,10.1016/b978-008044910-4.00034-1,,,GIS and Cartography,,International Encyclopedia of Human Geography,,2009,2009,,American Cartographer151988,500-505,Closed,Chapter,"Goodchild, M.F.",,"Goodchild, M.F. (University of California, Santa Barbara)",1,1,,0.18,,https://app.dimensions.ai/details/publication/pub.1023932768,0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,,Michael-F-Goodchild.csv
4985,100,pub.1022363927,10.1016/b978-008044910-4.00503-4,,,Quantitative Methodologies,,International Encyclopedia of Human Geography,,2009,2009,,Economic Geography461970,27-32,Closed,Chapter,"Goodchild, M.F.",,"Goodchild, M.F. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1022363927,0102 Applied Mathematics; 0104 Statistics,0102 Applied Mathematics,01 Mathematical Sciences,0104 Statistics,,,Michael-F-Goodchild.csv
4986,100,pub.1019839549,10.1007/978-90-481-2620-0_2,,,Location across Disciplines: Reflections on the CSISS Experience,The GeoJournal Library,Geospatial Technology and the Role of Location in Science,,2009,2009,96,,15-29,Closed,Chapter,"Janelle, Donald G.; Goodchild, Michael F.","Janelle, Donald G.","Janelle, Donald G. (University of California, Santa Barbara); Goodchild, Michael F. (University of California, Santa Barbara)",20,5,,5.4,,https://app.dimensions.ai/details/publication/pub.1019839549,0806 Information Systems; 0909 Geomatic Engineering; 1608 Sociology,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,16 Studies in Human Society,0909 Geomatic Engineering,Michael-F-Goodchild.csv
4987,100,pub.1017810671,10.1145/1653771.1653853,,,Prediction and simulation in categorical fields: a transition probability combination approach,,Proceedings of the 17th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems - GIS '09,,2009,2009,,,496-499,Closed,Proceeding,"Cao, Guofeng; Kyriakidis, Phaedon; Goodchild, Michael",,"Cao, Guofeng (University of California, Santa Barbara); Kyriakidis, Phaedon (University of California, Santa Barbara); Goodchild, Michael (University of California, Santa Barbara)",4,0,,0.98,,https://app.dimensions.ai/details/publication/pub.1017810671,0801 Artificial Intelligence and Image Processing; 0909 Geomatic Engineering,08 Information and Computing Sciences,09 Engineering,0801 Artificial Intelligence and Image Processing,0909 Geomatic Engineering,,Michael-F-Goodchild.csv
4988,100,pub.1014136547,10.1007/978-3-642-04559-2_2,,,The Quality of Geospatial Context,Lecture Notes in Computer Science,Quality of Context,,2009,2009,5786,,15-24,"All OA; Green, Accepted & Submitted",Chapter,"Goodchild, Michael F.",,"Goodchild, Michael F. (University of California, Santa Barbara)",11,2,,2.7,http://www.geog.ucsb.edu/~good/papers/478.pdf,https://app.dimensions.ai/details/publication/pub.1014136547,0909 Geomatic Engineering; 0806 Information Systems,08 Information and Computing Sciences,09 Engineering,0909 Geomatic Engineering,0806 Information Systems,,Michael-F-Goodchild.csv
4989,100,pub.1012641000,10.1016/b978-008044910-4.00553-8,,,Uncertainty,,International Encyclopedia of Human Geography,,2009,2009,,,5-Jan,Closed,Chapter,"Goodchild, M.F.",,"Goodchild, M.F. (University of California, Santa Barbara)",2,0,,0.64,,https://app.dimensions.ai/details/publication/pub.1012641000,0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,,Michael-F-Goodchild.csv
5095,100,pub.1025887788,10.1002/2014gl061574,,,Global estimate of submarine groundwater discharge based on an observationally constrained radium isotope model,Geophysical Research Letters,,,12/16/14,2014,41,23,8438-8444,All OA; Gold,Article,"Kwon, Eun Young; Kim, Guebuem; Primeau, Francois; Moore, Willard S.; Cho, Hyung‐Mi; DeVries, Timothy; Sarmiento, Jorge L.; Charette, Matthew A.; Cho, Yang‐Ki",,"Kwon, Eun Young (Seoul National University); Kim, Guebuem (Seoul National University); Primeau, Francois (University of California, Irvine); Moore, Willard S. (University of South Carolina); Cho, Hyung‐Mi (Seoul National University); DeVries, Timothy (University of California, Santa Barbara); Sarmiento, Jorge L. (Princeton University); Charette, Matthew A. (Woods Hole Oceanographic Institution); Cho, Yang‐Ki (Seoul National University)",90,47,,13.25,https://doi.org/10.1002/2014gl061574,https://app.dimensions.ai/details/publication/pub.1025887788,0406 Physical Geography and Environmental Geoscience; 0405 Oceanography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0405 Oceanography,,,Timothy-Devries.csv
5096,100,pub.1036633522,10.1002/2013jc009356,,,"The Southern Ocean silicon trap: Data‐constrained estimates of regenerated silicic acid, trapping efficiencies, and global transport paths",Journal of Geophysical Research Oceans,,,2014-01,2014,119,1,313-331,"All OA; Green, Published",Article,"Holzer, Mark; Primeau, François W.; DeVries, Timothy; Matear, Richard",,"Holzer, Mark (UNSW Sydney); Primeau, François W. (University of California, Irvine); DeVries, Timothy (University of California Los Angeles); Matear, Richard (CSIRO Marine and Atmospheric Research)",30,11,,4.2,https://escholarship.org/content/qt4f92f1n9/qt4f92f1n9.pdf?t=n42irc,https://app.dimensions.ai/details/publication/pub.1036633522,0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,,Timothy-Devries.csv
5097,100,pub.1050667539,10.1002/jgrc.20181,,,Southern Ocean nutrient trapping and the efficiency of the biological pump,Journal of Geophysical Research Oceans,,,2013-05,2013,118,5,2547-2564,All OA; Gold,Article,"Primeau, François W.; Holzer, Mark; DeVries, Timothy",,"Primeau, François W. (University of California, Irvine); Holzer, Mark (UNSW Sydney); DeVries, Timothy (University of California Los Angeles)",39,14,,4.73,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/jgrc.20181,https://app.dimensions.ai/details/publication/pub.1050667539,0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,,Timothy-Devries.csv
5098,100,pub.1031458262,10.5194/bg-10-2481-2013,,,Marine denitrification rates determined from a global 3-D inverse model,Biogeosciences,,,4/15/13,2013,10,4,2481-2496,All OA; Gold,Article,"DeVries, T.; Deutsch, C.; Rafter, P. A.; Primeau, F.",,"DeVries, T. (University of California Los Angeles); Deutsch, C. (University of California Los Angeles); Rafter, P. A. (Princeton University); Primeau, F. (University of California, Irvine)",69,24,,8.86,https://www.biogeosciences.net/10/2481/2013/bg-10-2481-2013.pdf,https://app.dimensions.ai/details/publication/pub.1031458262,0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,,Timothy-Devries.csv
5099,100,pub.1053427040,10.5194/bgd-9-14013-2012,,,Marine denitrification rates determined from a global 3-dimensional inverse model,Biogeosciences Discussions,,,10/12/12,2012,9,10,14013-14052,All OA; Gold,Article,"DeVries, T.; Deutsch, C.; Rafter, P. A.; Primeau, F.",,"DeVries, T. (University of California Los Angeles); Deutsch, C. (University of California Los Angeles); Rafter, P. A. (Princeton University); Primeau, F. (University of California, Irvine)",7,1,,0.8,https://doi.org/10.5194/bgd-9-14013-2012,https://app.dimensions.ai/details/publication/pub.1053427040,0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,,Timothy-Devries.csv
