,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Mark A Brzezinski. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
41,400,pub.1048277120,10.1371/journal.pone.0033109,22493663,PMC3320889,Summer Diatom Blooms in the North Pacific Subtropical Gyre: 2008–2009,PLoS ONE,,Biomass; Chlorophyll; Color; Cyanobacteria; Diatoms; Hawaii; Nitrogen Fixation; Pacific Ocean; Phytoplankton; Seasons; Spacecraft; Symbiosis; Temperature,2012-04-06,2012,7,4,e33109,All OA; Gold,Article,"Villareal, Tracy A.; Brown, Colbi G.; Brzezinski, Mark A.; Krause, Jeffrey W.; Wilson, Cara",,"Villareal, Tracy A. (The University of Texas at Austin); Brown, Colbi G. (The University of Texas at Austin); Brzezinski, Mark A. (University of California, Santa Barbara); Krause, Jeffrey W. (University of California, Santa Barbara); Wilson, Cara ()",35,12,0.52,4.2,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0033109&type=printable,https://app.dimensions.ai/details/publication/pub.1048277120,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
42,100,pub.1007135976,10.1016/j.marchem.2011.07.001,,,Application of low-level beta counting of 32Si for the measurement of silica production rates in aquatic environments,Marine Chemistry,,,2011-12,2011,127,1-4,40-47,Closed,Article,"Krause, Jeffrey W.; Brzezinski, Mark A.; Jones, Janice L.","Krause, Jeffrey W.","Krause, Jeffrey W. (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Jones, Janice L. (University of California, Santa Barbara)",13,5,,1.97,,https://app.dimensions.ai/details/publication/pub.1007135976,03 Chemical Sciences; 0301 Analytical Chemistry,03 Chemical Sciences,0301 Analytical Chemistry,,,
43,100,pub.1040356454,10.1016/j.dsr.2011.08.001,,,The annual silica cycle of the North Pacific subtropical gyre,Deep Sea Research Part I Oceanographic Research Papers,,,2011-10,2011,58,10,988-1001,Closed,Article,"Brzezinski, Mark A.; Krause, Jeffrey W.; Church, Matthew J.; Karl, David M.; Li, Binglin; Jones, Janice L.; Updyke, Brett","Brzezinski, Mark A.","Brzezinski, Mark A. (University of California, Santa Barbara); Krause, Jeffrey W. (University of California, Santa Barbara); Church, Matthew J. (University of Hawaii at Manoa); Karl, David M. (University of Hawaii at Manoa); Li, Binglin (University of Hawaii at Manoa); Jones, Janice L. (University of California, Santa Barbara); Updyke, Brett (University of Hawaii at Manoa)",35,8,,3.79,,https://app.dimensions.ai/details/publication/pub.1040356454,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
44,100,pub.1032978329,10.1016/j.epsl.2011.08.016,,,Southern ocean nitrogen and silicon dynamics during the last deglaciation,Earth and Planetary Science Letters,,,2011-10,2011,310,3-4,334-339,Closed,Article,"Horn, Matthew G.; Beucher, Charlotte P.; Robinson, Rebecca S.; Brzezinski, Mark A.","Horn, Matthew G.","Horn, Matthew G. (University of Rhode Island); Beucher, Charlotte P. (University of California, Santa Barbara); Robinson, Rebecca S. (University of Rhode Island); Brzezinski, Mark A. (University of California, Santa Barbara)",38,13,,4.11,,https://app.dimensions.ai/details/publication/pub.1032978329,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
45,100,pub.1022044940,10.1029/2011gl048620,,,Systematic removal of neutral sugars within dissolved organic matter across ocean basins,Geophysical Research Letters,,,2011-09,2011,38,17,n/a-n/a,All OA; Gold,Article,"Goldberg, Stuart J.; Carlson, Craig A.; Brzezinski, Mark; Nelson, Norm B.; Siegel, David A.",,"Goldberg, Stuart J. (University of California, Santa Barbara); Carlson, Craig A. (University of California, Santa Barbara); Brzezinski, Mark (University of California, Santa Barbara); Nelson, Norm B. (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara)",22,3,,2.31,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2011GL048620,https://app.dimensions.ai/details/publication/pub.1022044940,04 Earth Sciences; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0405 Oceanography,0402 Geochemistry,,
46,100,pub.1042619833,10.1016/j.gca.2011.05.024,,,Mechanisms controlling silicon isotope distribution in the Eastern Equatorial Pacific,Geochimica et Cosmochimica Acta,,,2011-08,2011,75,15,4286-4294,Closed,Article,"Beucher, Charlotte P.; Brzezinski, Mark A.; Jones, Janice L.","Beucher, Charlotte P.","Beucher, Charlotte P. (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Jones, Janice L. (University of California, Santa Barbara)",28,5,,3.31,,https://app.dimensions.ai/details/publication/pub.1042619833,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
47,100,pub.1051346056,10.1016/j.dsr2.2010.08.007,,,Net biogenic silica production and nitrate regeneration determine the strength of the silica pump in the Eastern Equatorial Pacific,Deep Sea Research Part II Topical Studies in Oceanography,,,2011-02,2011,58,3-4,462-476,Closed,Article,"Demarest, Mark S.; Brzezinski, Mark A.; Nelson, David M.; Krause, Jeffrey W.; Jones, Janice L.; Beucher, Charlotte P.","Demarest, Mark S.","Demarest, Mark S. (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Nelson, David M. (Oregon State University); Krause, Jeffrey W. (Oregon State University); Jones, Janice L. (University of California, Santa Barbara); Beucher, Charlotte P. (University of California, Santa Barbara)",8,1,,0.87,,https://app.dimensions.ai/details/publication/pub.1051346056,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
48,100,pub.1043705620,10.1016/j.dsr2.2010.08.005,,,Co-limitation of diatoms by iron and silicic acid in the equatorial Pacific,Deep Sea Research Part II Topical Studies in Oceanography,,,2011-02,2011,58,3-4,493-511,Closed,Article,"Brzezinski, Mark A.; Baines, Stephen B.; Balch, William M.; Beucher, Charlotte P.; Chai, Fei; Dugdale, Richard C.; Krause, Jeffrey W.; Landry, Michael R.; Marchi, Albert; Measures, Chris I.; Nelson, David M.; Parker, Alexander E.; Poulton, Alex J.; Selph, Karen E.; Strutton, Peter G.; Taylor, Andrew G.; Twining, Benjamin S.","Brzezinski, Mark A.","Brzezinski, Mark A. (University of California, Santa Barbara); Baines, Stephen B. (Stony Brook University); Balch, William M. (Oregon State University); Beucher, Charlotte P. (University of California, Santa Barbara); Chai, Fei (University of Maine); Dugdale, Richard C. (San Francisco State University); Krause, Jeffrey W. (Oregon State University; University of California, Santa Barbara); Landry, Michael R. (Scripps Institution of Oceanography); Marchi, Albert (San Francisco State University); Measures, Chris I. (University of Hawaii at Manoa); Nelson, David M. (Oregon State University; French National Centre for Scientific Research); Parker, Alexander E. (San Francisco State University); Poulton, Alex J. (); Selph, Karen E. (University of Hawaii at Manoa); Strutton, Peter G. (Oregon State University); Taylor, Andrew G. (Scripps Institution of Oceanography); Twining, Benjamin S. (Oregon State University)",52,10,,8.63,,https://app.dimensions.ai/details/publication/pub.1043705620,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
49,100,pub.1037821034,10.1016/j.dsr2.2010.08.010,,,Biogenic silica production and the diatom contribution to primary production and nitrate uptake in the eastern equatorial Pacific Ocean,Deep Sea Research Part II Topical Studies in Oceanography,,,2011-02,2011,58,3-4,434-448,Closed,Article,"Krause, Jeffrey W.; Nelson, David M.; Brzezinski, Mark A.","Krause, Jeffrey W.","Krause, Jeffrey W. (Oregon State University); Nelson, David M. (Oregon State University); Brzezinski, Mark A. (University of California, Santa Barbara)",30,4,,3.24,,https://app.dimensions.ai/details/publication/pub.1037821034,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
50,100,pub.1022194803,10.1016/j.dsr2.2010.08.002,,,Particulate silica and Si recycling in the surface waters of the Eastern Equatorial Pacific,Deep Sea Research Part II Topical Studies in Oceanography,,,2011-02,2011,58,3-4,449-461,Closed,Article,"Adjou, Mohamed; Tréguer, Paul; Dumousseaud, Cynthia; Corvaisier, Rudolph; Brzezinski, Mark A.; Nelson, David M.","Adjou, Mohamed","Adjou, Mohamed (European University of Brittany); Tréguer, Paul (European University of Brittany); Dumousseaud, Cynthia (National Oceanography Centre); Corvaisier, Rudolph (European University of Brittany); Brzezinski, Mark A. (University of California, Santa Barbara); Nelson, David M. (European University of Brittany)",11,2,,1.15,,https://app.dimensions.ai/details/publication/pub.1022194803,0602 Ecology; 0405 Oceanography; 0402 Geochemistry; 04 Earth Sciences; 06 Biological Sciences,0602 Ecology,0405 Oceanography,0402 Geochemistry,04 Earth Sciences,06 Biological Sciences
51,100,pub.1044037229,10.4319/lo.2011.56.1.0119,,,"Partitioning of primary production among giant kelp (Macrocystis pyrifera), understory macroalgae, and phytoplankton on a temperate reef",Limnology and Oceanography,,,2011-01,2011,56,1,119-132,All OA; Gold,Article,"Miller, Robert J.; Reed, Daniel C.; Brzezinski, Mark A.",,"Miller, Robert J. (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara)",50,20,,6.58,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2011.56.1.0119,https://app.dimensions.ai/details/publication/pub.1044037229,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
52,100,pub.1030218395,10.1029/2011jc007397,,,Phytoplankton primary productivity in the Santa Barbara Channel: Effects of wind‐driven upwelling and mesoscale eddies,Journal of Geophysical Research,,,2011,2011,116,C12,,All OA; Gold,Article,"Brzezinski, Mark A.; Washburn, Libe",,"Brzezinski, Mark A. (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara)",31,12,,3.35,http://onlinelibrary.wiley.com/doi/10.1029/2011JC007397/pdf,https://app.dimensions.ai/details/publication/pub.1030218395,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
53,100,pub.1052051426,10.1029/2010gb003856,,,Causes and biogeochemical implications of regional differences in silicification of marine diatoms,Global Biogeochemical Cycles,,,2010-12,2010,24,4,n/a-n/a,All OA; Gold,Article,"Baines, Stephen B.; Twining, Benjamin S.; Brzezinski, Mark A.; Nelson, David M.; Fisher, Nicholas S.",,"Baines, Stephen B. (Stony Brook University); Twining, Benjamin S. (Bigelow Laboratory For Ocean Sciences); Brzezinski, Mark A. (University of California, Santa Barbara); Nelson, David M. (European Institute for Marine Studies); Fisher, Nicholas S. (Stony Brook University)",36,9,,3.44,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2010GB003856,https://app.dimensions.ai/details/publication/pub.1052051426,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
54,100,pub.1008010150,10.4319/lo.2010.55.6.2608,,,"The effects of biogenic silica detritus, zooplankton grazing, and diatom size structure on silicon cycling in the euphotic zone of the eastern equatorial Pacific",Limnology and Oceanography,,,2010-11,2010,55,6,2608-2622,All OA; Gold,Article,"Krause, Jeffrey W.; Brzezinski, Mark A.; Landry, Michael R.; Baines, Stephen B.; Nelson, David M.; Selph, Karen E.; Taylor, Andrew G.; Twiningf, Benjamin S.",,"Krause, Jeffrey W. (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Landry, Michael R. (University of California, San Diego); Baines, Stephen B. (Stony Brook University); Nelson, David M. (European Institute for Marine Studies); Selph, Karen E. (University of Hawaii at Manoa); Taylor, Andrew G. (University of California, San Diego); Twiningf, Benjamin S. ()",19,5,,1.82,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2010.55.6.2608,https://app.dimensions.ai/details/publication/pub.1008010150,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
55,100,pub.1008183176,10.1016/j.gca.2009.10.046,,,"Weathering, dust, and biocycling effects on soil silicon isotope ratios",Geochimica et Cosmochimica Acta,,,2010-02,2010,74,3,876-889,Closed,Article,"Bern, Carleton R.; Brzezinski, Mark A.; Beucher, Charlotte; Ziegler, Karen; Chadwick, Oliver A.","Bern, Carleton R.","Bern, Carleton R. (United States Geological Survey; University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Beucher, Charlotte (University of California, Santa Barbara); Ziegler, Karen (University of California Los Angeles); Chadwick, Oliver A. (University of California, Santa Barbara)",44,9,,4.58,,https://app.dimensions.ai/details/publication/pub.1008183176,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
56,100,pub.1010553425,10.1016/j.gca.2009.06.019,,,Fractionation of silicon isotopes during biogenic silica dissolution,Geochimica et Cosmochimica Acta,,,2009-10,2009,73,19,5572-5583,Closed,Article,"Demarest, Mark S.; Brzezinski, Mark A.; Beucher, Charlotte P.","Demarest, Mark S.","Demarest, Mark S. (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Beucher, Charlotte P. (University of California, Santa Barbara)",107,17,,10.61,,https://app.dimensions.ai/details/publication/pub.1010553425,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
57,100,pub.1032356739,10.1038/ngeo472,,,Rapid downward transport of the neurotoxin domoic acid in coastal waters,Nature Geoscience,,,2009-04,2009,2,4,272-275,Closed,Article,"Sekula-Wood, Emily; Schnetzer, Astrid; Benitez-Nelson, Claudia R.; Anderson, Clarissa; Berelson, William M.; Brzezinski, Mark A.; Burns, Justina M.; Caron, David A.; Cetinic, Ivona; Ferry, John L.; Fitzpatrick, Elizabeth; Jones, Burton H.; Miller, Peter E.; Morton, Steve L.; Schaffner, Rebecca A.; Siegel, David A.; Thunell, Robert","Benitez-Nelson, Claudia R.","Sekula-Wood, Emily (University of South Carolina); Schnetzer, Astrid (University of Southern California); Benitez-Nelson, Claudia R. (University of South Carolina); Anderson, Clarissa (University of California, Santa Cruz); Berelson, William M. (University of Southern California); Brzezinski, Mark A. (University of California, Santa Barbara); Burns, Justina M. (University of South Carolina); Caron, David A. (University of Southern California); Cetinic, Ivona (University of Southern California); Ferry, John L. (University of South Carolina); Fitzpatrick, Elizabeth (University of Southern California); Jones, Burton H. (University of Southern California); Miller, Peter E. (University of California, Santa Cruz); Morton, Steve L. (); Schaffner, Rebecca A. (Southern California Coastal Water Research Project); Siegel, David A. (University of California, Santa Barbara); Thunell, Robert (University of South Carolina)",38,8,,3.22,,https://app.dimensions.ai/details/publication/pub.1032356739,06 Biological Sciences; 04 Earth Sciences; 0602 Ecology; 0405 Oceanography,06 Biological Sciences,04 Earth Sciences,0602 Ecology,0405 Oceanography,
58,100,pub.1021456889,10.1016/j.hal.2008.10.005,,,Empirical models of toxigenic Pseudo-nitzschia blooms: Potential use as a remote detection tool in the Santa Barbara Channel,Harmful Algae,,,2009-02,2009,8,3,478-492,Closed,Article,"Anderson, Clarissa R.; Siegel, David A.; Kudela, Raphael M.; Brzezinski, Mark A.","Anderson, Clarissa R.","Anderson, Clarissa R. (University of California, Santa Cruz); Siegel, David A. (University of California, Santa Barbara); Kudela, Raphael M. (University of California, Santa Cruz); Brzezinski, Mark A. (University of California, Santa Barbara)",43,12,,3.81,,https://app.dimensions.ai/details/publication/pub.1021456889,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
59,200,pub.1071167652,10.3354/meps07752,,,"Differences in growth, morphology and tissue carbon and nitrogen of Macrocystis pyrifera within and at the outer edge of a giant kelp forest in California, USA",Marine Ecology Progress Series,,,2009-01-26,2009,375,,101-112,All OA; Gold,Article,"Stewart, HL; Fram, JP; Reed, DC; Williams, SL; Brzezinski, MA; MacIntyre, S; Gaylord, B",,"Stewart, HL (); Fram, JP (); Reed, DC (); Williams, SL (); Brzezinski, MA (); MacIntyre, S (); Gaylord, B ()",29,9,,3.23,https://www.int-res.com/articles/meps2008/375/m375p101.pdf,https://app.dimensions.ai/details/publication/pub.1071167652,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
60,400,pub.1032350117,10.1890/07-1109.1,18705392,,"NET PRIMARY PRODUCTION, GROWTH, AND STANDING CROP OF MACROCYSTIS PYRIFERA IN SOUTHERN CALIFORNIA",Ecology,,Animals; California; Ecosystem; Macrocystis; Oceans and Seas; Population Density,2008-07,2008,89,7,2068-2068,All OA; Gold,Article,"Rassweiler, Andrew; Arkema, Katie K.; Reed, Daniel C.; Zimmerman, Richard C.; Brzezinski, Mark A.",,"Rassweiler, Andrew (University of California, Santa Barbara); Arkema, Katie K. (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara); Zimmerman, Richard C. (); Brzezinski, Mark A. (University of California, Santa Barbara)",15,3,0.18,2.25,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/07-1109.1,https://app.dimensions.ai/details/publication/pub.1032350117,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
61,100,pub.1039054243,10.1016/j.gca.2008.04.021,,,Sources and biological fractionation of Silicon isotopes in the Eastern Equatorial Pacific,Geochimica et Cosmochimica Acta,,,2008-07,2008,72,13,3063-3073,Closed,Article,"Beucher, Charlotte P.; Brzezinski, Mark A.; Jones, Janice L.","Beucher, Charlotte P.","Beucher, Charlotte P. (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Jones, Janice L. (University of California, Santa Barbara)",59,5,,4.61,,https://app.dimensions.ai/details/publication/pub.1039054243,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
62,100,pub.1033775370,10.4319/lo.2008.53.4.1589,,,"Physical pathways and utilization of nitrate supply to the giant kelp, Macrocystis pyrifera",Limnology and Oceanography,,,2008-07,2008,53,4,1589-1603,All OA; Gold,Article,"Fram, Jonathan P.; Stewart, Hannah L.; Brzezinski, Mark A.; Gaylord, Brian; Reed, Daniel C.; Williams, Susan L.; MacIntyre, Sally",,"Fram, Jonathan P. (University of California, Santa Barbara); Stewart, Hannah L. (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Gaylord, Brian (University of California, Davis); Reed, Daniel C. (University of California, Santa Barbara); Williams, Susan L. (University of California, Davis); MacIntyre, Sally (University of California, Santa Barbara)",46,10,,,http://onlinelibrary.wiley.com/doi/10.4319/lo.2008.53.4.1589/pdf,https://app.dimensions.ai/details/publication/pub.1033775370,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
63,100,pub.1047924870,10.4319/lo.2008.53.3.0875,,,Iron and silicic acid concentrations together regulate Si uptake in the equatorial Pacific Ocean,Limnology and Oceanography,,,2008-05,2008,53,3,875-889,All OA; Gold,Article,"Brzezinski, Mark A.; Dumousseaud, Cynthia; Krause, Jeffrey W.; Measures, Christopher I.; Nelson, David M.",,"Brzezinski, Mark A. (University of California, Santa Barbara); Dumousseaud, Cynthia (Oregon State University); Krause, Jeffrey W. (Oregon State University); Measures, Christopher I. (University of Hawaii at Manoa); Nelson, David M. (Oregon State University)",33,6,,2.58,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2008.53.3.0875,https://app.dimensions.ai/details/publication/pub.1047924870,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
64,200,pub.1014466261,10.1073/pnas.0711994105,18230717,PMC2234152,Mining the diatom genome for the mechanism of biosilicification,Proceedings of the National Academy of Sciences,,Diatoms; Gene Expression Profiling; Genome; Silicon,2008-02-05,2008,105,5,1391-1392,All OA; Gold,Article,"Brzezinski, Mark A.",,"Brzezinski, Mark A. (University of California, Santa Barbara)",18,2,0.3,,http://www.pnas.org/content/105/5/1391.full.pdf,https://app.dimensions.ai/details/publication/pub.1014466261,,,,,,
65,100,pub.1004749244,10.1029/2007jc004321,,,"Controls on temporal patterns in phytoplankton community structure in the Santa Barbara Channel, California",Journal of Geophysical Research,,,2008,2008,113,C4,,All OA; Gold,Article,"Anderson, Clarissa R.; Siegel, David A.; Brzezinski, Mark A.; Guillocheau, Nathalie",,"Anderson, Clarissa R. (University of Maryland, College Park); Siegel, David A. (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Guillocheau, Nathalie (University of California, Santa Barbara)",38,8,,4.3,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2007JC004321,https://app.dimensions.ai/details/publication/pub.1004749244,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
66,100,pub.1040253171,10.4319/lo.2007.52.5.1748,,,Mechanisms for nutrient delivery to the inner shelf: Observations from the Santa Barbara Channel,Limnology and Oceanography,,,2007-09,2007,52,5,1748-1766,All OA; Gold,Article,"McPhee-Shaw, Erika E.; Siegel, David A.; Washburn, Libe; Brzezinski, Mark A.; Jones, Janice L.; Leydecker, Al; Melack, John",,"McPhee-Shaw, Erika E. (California State University Los Angeles); Siegel, David A. (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Jones, Janice L. (University of California, Santa Barbara); Leydecker, Al (University of California, Santa Barbara); Melack, John (University of California, Santa Barbara)",62,11,,5.08,http://onlinelibrary.wiley.com/doi/10.4319/lo.2007.52.5.1748/pdf,https://app.dimensions.ai/details/publication/pub.1040253171,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
67,100,pub.1016770163,10.4319/lo.2007.52.5.1838,,,Spatial patterns of flow and their modification within and around a giant kelp forest,Limnology and Oceanography,,,2007-09,2007,52,5,1838-1852,All OA; Gold,Article,"Gaylord, Brian; Rosman, Johanna H.; Reed, Daniel C.; Koseff, Jeffrey R.; Fram, Jonathan; MacIntyre, Sally; Arkema, Katie; McDonald, Cameron; Brzezinski, Mark A.; Largier, John L.; Monismith, Stephen G.; Raimondi, Peter T.; Mardian, Brent",,"Gaylord, Brian (University of California, Davis); Rosman, Johanna H. (Stanford University); Reed, Daniel C. (University of California, Santa Barbara); Koseff, Jeffrey R. (Stanford University); Fram, Jonathan (University of California, Santa Barbara); MacIntyre, Sally (University of California, Santa Barbara); Arkema, Katie (University of California, Santa Barbara); McDonald, Cameron (Stanford University); Brzezinski, Mark A. (University of California, Santa Barbara); Largier, John L. (University of California, Davis); Monismith, Stephen G. (Stanford University); Raimondi, Peter T. (University of California, Santa Cruz); Mardian, Brent (University of California, Santa Barbara)",83,21,,6.93,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2007.52.5.1838,https://app.dimensions.ai/details/publication/pub.1016770163,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
68,100,pub.1013206368,10.1029/2006gb002746,,,Silicic acid dynamics in the glacial sub‐Antarctic: Implications for the silicic acid leakage hypothesis,Global Biogeochemical Cycles,,,2007-09,2007,21,3,n/a-n/a,All OA; Gold,Article,"Beucher, Charlotte P.; Brzezinski, Mark A.; Crosta, Xavier",,"Beucher, Charlotte P. (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Crosta, Xavier (University of Bordeaux)",64,4,,5.65,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2006GB002746,https://app.dimensions.ai/details/publication/pub.1013206368,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0405 Oceanography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0405 Oceanography,,
69,100,pub.1021609270,10.1029/2006gl029083,,,Silicic acid leakage from the Southern Ocean: Opposing effects of nutrient uptake and oceanic circulation,Geophysical Research Letters,,,2007-07-16,2007,34,13,n/a-n/a,All OA; Gold,Article,"Crosta, X.; Beucher, C.; Pahnke, K.; Brzezinski, M. A.",,"Crosta, X. (); Beucher, C. (University of California, Santa Barbara); Pahnke, K. (Columbia University); Brzezinski, M. A. (University of California, Santa Barbara)",22,1,,1.8,http://onlinelibrary.wiley.com/doi/10.1029/2006GL029083/pdf,https://app.dimensions.ai/details/publication/pub.1021609270,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
70,100,pub.1012452206,10.1039/b616755a,,,An inter-laboratory comparison of Si isotope reference materials,Journal of Analytical Atomic Spectrometry,,,2007,2007,22,5,561-568,Closed,Article,"Reynolds, Ben C.; Aggarwal, Jugdeep; André, Luc; Baxter, Douglas; Beucher, Charlotte; Brzezinski, Mark A.; Engström, Emma; Georg, R. Bastian; Land, Magnus; Leng, Melanie J.; Opfergelt, Sophie; Rodushkin, Ilia; Sloane, Hilary J.; van den Boorn, Sander H. J. M.; Vroon, Pieter Z.; Cardinal, Damien",,"Reynolds, Ben C. (); Aggarwal, Jugdeep (University of California, Santa Cruz); André, Luc (Royal Museum for Central Africa); Baxter, Douglas (); Beucher, Charlotte (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Engström, Emma (Luleå University of Technology); Georg, R. Bastian (University of Oxford); Land, Magnus (Stockholm University); Leng, Melanie J. (British Geological Survey; University of Nottingham); Opfergelt, Sophie (Royal Museum for Central Africa; Catholic University of Louvain); Rodushkin, Ilia (Luleå University of Technology); Sloane, Hilary J. (British Geological Survey); van den Boorn, Sander H. J. M. (Utrecht University); Vroon, Pieter Z. (VU University Amsterdam); Cardinal, Damien (Royal Museum for Central Africa)",165,21,,17.14,,https://app.dimensions.ai/details/publication/pub.1012452206,03 Chemical Sciences; 0301 Analytical Chemistry,03 Chemical Sciences,0301 Analytical Chemistry,,,
71,200,pub.1071178796,10.3354/meps327119,,,"Circulation and environmental conditions during a toxigenic Pseudo-nitzschia australis bloom in the Santa Barbara Channel, California",Marine Ecology Progress Series,,,2006-12-07,2006,327,,119-133,All OA; Gold,Article,"Anderson, CR; Brzezinski, MA; Washburn, L; Kudela, R",,"Anderson, CR (); Brzezinski, MA (); Washburn, L (); Kudela, R ()",79,18,,7.4,https://www.int-res.com/articles/meps2007/327/m327p119.pdf,https://app.dimensions.ai/details/publication/pub.1071178796,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
72,400,pub.1054998237,10.1021/ac0606406,16944891,,Automated determination of silicon isotope natural abundance by the acid decomposition of cesium hexafluosilicate.,Analytical Chemistry,,Acids; Fluorides; Fluorine; Isotopes; Mass Spectrometry; Silicic Acid; Silicon,2006-09,2006,78,17,6109-14,Closed,Article,"Brzezinski, Mark A; Jones, Janice L; Beucher, Charlotte P; Demarest, Mark S; Berg, Howard L",,"Brzezinski, Mark A (University of California, Santa Barbara); Jones, Janice L (); Beucher, Charlotte P (); Demarest, Mark S (); Berg, Howard L ()",31,2,0.08,3.4,,https://app.dimensions.ai/details/publication/pub.1054998237,09 Engineering; 0904 Chemical Engineering; 0399 Other Chemical Sciences; 03 Chemical Sciences; 0301 Analytical Chemistry,09 Engineering,0904 Chemical Engineering,0399 Other Chemical Sciences,03 Chemical Sciences,0301 Analytical Chemistry
