,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Craig A Carlson. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
56,100,pub.1034530732,10.1016/j.dsr.2009.09.002,,,Biogeochemical and hydrographic controls on chromophoric dissolved organic matter distribution in the Pacific Ocean,Deep Sea Research Part I Oceanographic Research Papers,,,2009-12,2009,56,12,2175-2192,Closed,Article,"Swan, Chantal M.; Siegel, David A.; Nelson, Norman B.; Carlson, Craig A.; Nasir, Elora","Swan, Chantal M.","Swan, Chantal M. (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara); Nelson, Norman B. (University of California, Santa Barbara); Carlson, Craig A. (University of California, Santa Barbara); Nasir, Elora (University of California, Santa Barbara)",73,5,,5.92,,https://app.dimensions.ai/details/publication/pub.1034530732,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
57,100,pub.1026963944,10.5194/bgd-6-9547-2009,,,Increased ocean carbon export in the Sargasso Sea is countered by its enhanced mesopelagic attenuation,Biogeosciences Discussions,,,2009-10-06,2009,6,5,9547-9582,All OA; Gold,Article,"Lomas, M. W.; Steinberg, D. K.; Dickey, T.; Carlson, C. A.; Nelson, N. B.; Condon, R. H.; Bates, N. R.",,"Lomas, M. W. (Bermuda Institute of Ocean Sciences); Steinberg, D. K. (William & Mary); Dickey, T. (University of California, Santa Barbara); Carlson, C. A. (University of California, Santa Barbara); Nelson, N. B. (University of California, Santa Barbara); Condon, R. H. (Bermuda Institute of Ocean Sciences); Bates, N. R. (Bermuda Institute of Ocean Sciences)",6,1,,0.49,https://doi.org/10.5194/bgd-6-9547-2009,https://app.dimensions.ai/details/publication/pub.1026963944,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
58,400,pub.1031445823,10.1038/ismej.2009.60,19494846,,Seasonality and vertical structure of microbial communities in an ocean gyre,The ISME Journal,,"Bacteria; Biodiversity; Cluster Analysis; DNA Fingerprinting; DNA, Bacterial; DNA, Ribosomal; Molecular Sequence Data; Oceans and Seas; Phylogeny; Polymorphism, Restriction Fragment Length; RNA, Ribosomal, 16S; Seasons; Seawater; Sequence Analysis, DNA",2009-10,2009,3,10,1148-1163,All OA; Gold,Article,"Treusch, Alexander H; Vergin, Kevin L; Finlay, Liam A; Donatz, Michael G; Burton, Robert M; Carlson, Craig A; Giovannoni, Stephen J","Giovannoni, Stephen J","Treusch, Alexander H (Oregon State University); Vergin, Kevin L (Oregon State University); Finlay, Liam A (Oregon State University); Donatz, Michael G (Oregon State University); Burton, Robert M (Oregon State University); Carlson, Craig A (University of California, Santa Barbara); Giovannoni, Stephen J (Oregon State University)",141,26,3.4,14.75,https://www.nature.com/articles/ismej200960.pdf,https://app.dimensions.ai/details/publication/pub.1031445823,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
59,100,pub.1042256162,10.1016/j.dsr.2008.12.013,,,Temporal dynamics of dissolved combined neutral sugars and the quality of dissolved organic matter in the Northwestern Sargasso Sea,Deep Sea Research Part I Oceanographic Research Papers,,,2009-05,2009,56,5,672-685,Closed,Article,"Goldberg, Stuart J.; Carlson, Craig A.; Hansell, Dennis A.; Nelson, Norm B.; Siegel, David A.","Goldberg, Stuart J.","Goldberg, Stuart J. (University of California, Santa Barbara); Carlson, Craig A. (University of California, Santa Barbara); Hansell, Dennis A. (University of Miami); Nelson, Norm B. (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara)",45,5,,5.09,,https://app.dimensions.ai/details/publication/pub.1042256162,04 Earth Sciences; 0403 Geology; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0405 Oceanography,0402 Geochemistry,
60,400,pub.1005822312,10.1038/ismej.2008.117,19052630,,Seasonal dynamics of SAR11 populations in the euphotic and mesopelagic zones of the northwestern Sargasso Sea,The ISME Journal,,"Alphaproteobacteria; Bermuda; Biodiversity; Cloning, Molecular; Colony Count, Microbial; DNA Fingerprinting; DNA, Bacterial; DNA, Ribosomal; Gene Library; Genes, rRNA; In Situ Hybridization, Fluorescence; Molecular Sequence Data; Phylogeny; Polymorphism, Restriction Fragment Length; RNA, Bacterial; RNA, Ribosomal, 16S; Seasons; Seawater; Sequence Analysis, DNA; Sequence Homology, Nucleic Acid",2009-03,2009,3,3,283-295,All OA; Gold,Article,"Carlson, Craig A; Morris, Robert; Parsons, Rachel; Treusch, Alexander H; Giovannoni, Stephen J; Vergin, Kevin","Carlson, Craig A","Carlson, Craig A (University of California, Santa Barbara); Morris, Robert (University of California, Santa Barbara; University of Washington); Parsons, Rachel (Bermuda Institute of Ocean Sciences); Treusch, Alexander H (Oregon State University); Giovannoni, Stephen J (Oregon State University); Vergin, Kevin (Oregon State University)",166,26,3.91,14.69,https://www.nature.com/articles/ismej2008117.pdf,https://app.dimensions.ai/details/publication/pub.1005822312,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
61,400,pub.1046386239,10.1038/ismej.2008.83,18769456,,Transport functions dominate the SAR11 metaproteome at low-nutrient extremes in the Sargasso Sea,The ISME Journal,,"Bacterial Proteins; Chromatography, Liquid; Membrane Transport Proteins; Oceans and Seas; Prochlorococcus; Proteome; Seawater; Synechococcus; Tandem Mass Spectrometry",2009-01,2009,3,1,93-105,All OA; Gold,Article,"Sowell, Sarah M; Wilhelm, Larry J; Norbeck, Angela D; Lipton, Mary S; Nicora, Carrie D; Barofsky, Douglas F; Carlson, Craig A; Smith, Richard D; Giovanonni, Stephen J","Giovanonni, Stephen J","Sowell, Sarah M (Oregon State University); Wilhelm, Larry J (Oregon State University); Norbeck, Angela D (Pacific Northwest National Laboratory); Lipton, Mary S (Pacific Northwest National Laboratory); Nicora, Carrie D (Pacific Northwest National Laboratory); Barofsky, Douglas F (Oregon State University); Carlson, Craig A (University of California, Santa Barbara); Smith, Richard D (Pacific Northwest National Laboratory); Giovanonni, Stephen J (Oregon State University)",198,27,5.1,16.1,https://www.nature.com/articles/ismej200883.pdf,https://app.dimensions.ai/details/publication/pub.1046386239,0601 Biochemistry and Cell Biology; 06 Biological Sciences,0601 Biochemistry and Cell Biology,06 Biological Sciences,,,
62,100,pub.1014039386,10.1016/j.dsr2.2008.02.013,,,Microbial dynamics in cyclonic and anticyclonic mode-water eddies in the northwestern Sargasso Sea,Deep Sea Research Part II Topical Studies in Oceanography,,,2008-05,2008,55,10-13,1334-1347,Closed,Article,"Ewart, Courtney S.; Meyers, Meredith K.; Wallner, Elisa R.; McGillicuddy, Dennis J.; Carlson, Craig A.","Carlson, Craig A.","Ewart, Courtney S. (University of South Carolina); Meyers, Meredith K. (University of South Carolina; Woods Hole Oceanographic Institution); Wallner, Elisa R. (University of South Carolina); McGillicuddy, Dennis J. (Woods Hole Oceanographic Institution); Carlson, Craig A. (University of South Carolina)",35,5,,3.89,,https://app.dimensions.ai/details/publication/pub.1014039386,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
63,400,pub.1062455014,10.1126/science.1136221,17510362,,Mesoscale Eddies Drive Increased Silica Export in the Subtropical Pacific Ocean,Science,,Animals; Bacteria; Biomass; Carbon; Chlorophyll; Diatoms; Ecosystem; Hawaii; Nitrates; Nitrites; Pacific Ocean; Photosynthesis; Phytoplankton; Seawater; Silicic Acid; Silicon Dioxide; Temperature; Water Movements; Zooplankton,2007-05-18,2007,316,5827,1017-1021,Closed,Article,"Benitez-Nelson, Claudia R.; Bidigare, Robert R.; Dickey, Tommy D.; Landry, Michael R.; Leonard, Carrie L.; Brown, Susan L.; Nencioli, Francesco; Rii, Yoshimi M.; Maiti, Kanchan; Becker, Jamie W.; Bibby, Thomas S.; Black, Wil; Cai, Wei-Jun; Carlson, Craig A.; Chen, Feizhou; Kuwahara, Victor S.; Mahaffey, Claire; McAndrew, Patricia M.; Quay, Paul D.; Rappé, Michael S.; Selph, Karen E.; Simmons, Melinda P.; Yang, Eun Jin",,"Benitez-Nelson, Claudia R. (University of South Carolina); Bidigare, Robert R. (University of Hawaii at Manoa); Dickey, Tommy D. (University of California, Santa Barbara); Landry, Michael R. (Scripps Institution of Oceanography); Leonard, Carrie L. (BAE Systems (United States)); Brown, Susan L. (University of Hawaii at Manoa); Nencioli, Francesco (University of California, Santa Barbara); Rii, Yoshimi M. (University of Hawaii at Manoa); Maiti, Kanchan (University of South Carolina); Becker, Jamie W. (University of Hawaii at Manoa); Bibby, Thomas S. (University of Southampton; Rutgers, The State University of New Jersey); Black, Wil (University of California, Santa Barbara); Cai, Wei-Jun (University of Georgia); Carlson, Craig A. (University of California, Santa Barbara); Chen, Feizhou (University of Georgia); Kuwahara, Victor S. (University of California, Santa Barbara; Soka University); Mahaffey, Claire (University of Hawaii at Manoa); McAndrew, Patricia M. (University of Hawaii at Manoa); Quay, Paul D. (University of Washington); Rappé, Michael S. (University of Hawaii at Manoa); Selph, Karen E. (University of Hawaii at Manoa); Simmons, Melinda P. (Scripps Institution of Oceanography; Gordon and Betty Moore Foundation); Yang, Eun Jin (Scripps Institution of Oceanography; Korea Institute of Ocean Science and Technology)",165,19,0.66,13.53,,https://app.dimensions.ai/details/publication/pub.1062455014,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
64,400,pub.1030481719,10.1126/science.1136256,17510363,,Eddy/Wind Interactions Stimulate Extraordinary Mid-Ocean Plankton Blooms,Science,,Animals; Atlantic Ocean; Biomass; Carbon; Chlorophyll; Chlorophyll A; Cyanobacteria; Diatoms; Ecosystem; Geologic Sediments; Oxygen; Photosynthesis; Phytoplankton; Plankton; Seasons; Seawater; Water Movements; Wind; Zooplankton,2007-05-18,2007,316,5827,1021-1026,"All OA; Green, Accepted & Submitted",Article,"McGillicuddy, Dennis J.; Anderson, Laurence A.; Bates, Nicholas R.; Bibby, Thomas; Buesseler, Ken O.; Carlson, Craig A.; Davis, Cabell S.; Ewart, Courtney; Falkowski, Paul G.; Goldthwait, Sarah A.; Hansell, Dennis A.; Jenkins, William J.; Johnson, Rodney; Kosnyrev, Valery K.; Ledwell, James R.; Li, Qian P.; Siegel, David A.; Steinberg, Deborah K.",,"McGillicuddy, Dennis J. (Woods Hole Oceanographic Institution); Anderson, Laurence A. (Woods Hole Oceanographic Institution); Bates, Nicholas R. (Bermuda Institute of Ocean Sciences); Bibby, Thomas (Rutgers, The State University of New Jersey); Buesseler, Ken O. (Woods Hole Oceanographic Institution); Carlson, Craig A. (University of California, Santa Barbara); Davis, Cabell S. (Woods Hole Oceanographic Institution); Ewart, Courtney (University of California, Santa Barbara); Falkowski, Paul G. (Rutgers, The State University of New Jersey); Goldthwait, Sarah A. (William & Mary; Humboldt State University); Hansell, Dennis A. (University of Miami); Jenkins, William J. (Woods Hole Oceanographic Institution); Johnson, Rodney (Bermuda Institute of Ocean Sciences); Kosnyrev, Valery K. (Woods Hole Oceanographic Institution); Ledwell, James R. (Woods Hole Oceanographic Institution); Li, Qian P. (University of Miami); Siegel, David A. (University of California, Santa Barbara); Steinberg, Deborah K. (William & Mary)",488,76,1.75,40.02,http://cafethorium.whoi.edu/website/publications/eddies_012907.pdf,https://app.dimensions.ai/details/publication/pub.1030481719,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
65,100,pub.1044339961,10.1016/j.dsr.2007.02.006,,,Hydrography of chromophoric dissolved organic matter in the North Atlantic,Deep Sea Research Part I Oceanographic Research Papers,,,2007-05,2007,54,5,710-731,"All OA; Green, Accepted & Submitted",Article,"Nelson, Norman B.; Siegel, David A.; Carlson, Craig. A.; Swan, Chantal; Smethie, William M.; Khatiwala, Samar","Nelson, Norman B.","Nelson, Norman B. (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara); Carlson, Craig. A. (University of California, Santa Barbara); Swan, Chantal (University of California, Santa Barbara); Smethie, William M. (Lamont-Doherty Earth Observatory); Khatiwala, Samar (Lamont-Doherty Earth Observatory)",120,15,,9.84,http://www.icess.ucsb.edu/%7Edavey/MyPapers/Nelsonetal_CDOM_DSRI_2007.pdf,https://app.dimensions.ai/details/publication/pub.1044339961,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
66,200,pub.1071158199,10.3354/ame046015,,,Characteristics of diazotrophs in surface to abyssopelagic waters of the Sargasso Sea,Aquatic Microbial Ecology,,,2007-01-19,2007,46,,15-30,All OA; Gold,Article,"Hewson, I; Moisander, PH; Achilles, KM; Carlson, CA; Jenkins, BD; Mondragon, EA; Morrison, AE; Zehr, JP",,"Hewson, I (); Moisander, PH (); Achilles, KM (); Carlson, CA (); Jenkins, BD (); Mondragon, EA (); Morrison, AE (); Zehr, JP ()",38,4,,3.15,https://www.int-res.com/articles/ame2006/46/a046p015.pdf,https://app.dimensions.ai/details/publication/pub.1071158199,0605 Microbiology; 0602 Ecology; 06 Biological Sciences,0605 Microbiology,0602 Ecology,06 Biological Sciences,,
67,400,pub.1008667169,10.1371/journal.pbio.0040368,17090214,PMC1634881,The Marine Viromes of Four Oceanic Regions,PLoS Biology,,"Bacteriophages; Biodiversity; DNA, Single-Stranded; Genetic Variation; Genome, Viral; Marine Biology; Molecular Sequence Data; Oceans and Seas; Phylogeny; Seawater; Selection Bias; Specimen Handling; Viruses",2006-11-07,2006,4,11,e368,All OA; Gold,Article,"Angly, Florent E; Felts, Ben; Breitbart, Mya; Salamon, Peter; Edwards, Robert A; Carlson, Craig; Chan, Amy M; Haynes, Matthew; Kelley, Scott; Liu, Hong; Mahaffy, Joseph M; Mueller, Jennifer E; Nulton, Jim; Olson, Robert; Parsons, Rachel; Rayhawk, Steve; Suttle, Curtis A; Rohwer, Forest",,"Angly, Florent E (San Diego State University); Felts, Ben (San Diego State University); Breitbart, Mya (San Diego State University); Salamon, Peter (San Diego State University); Edwards, Robert A (San Diego State University); Carlson, Craig (University of California, Santa Barbara); Chan, Amy M (University of British Columbia); Haynes, Matthew (San Diego State University); Kelley, Scott (San Diego State University); Liu, Hong (San Diego State University); Mahaffy, Joseph M (San Diego State University); Mueller, Jennifer E (San Diego State University); Nulton, Jim (San Diego State University); Olson, Robert (Argonne National Laboratory); Parsons, Rachel (Bermuda Institute of Ocean Sciences); Rayhawk, Steve (San Diego State University); Suttle, Curtis A (University of British Columbia); Rohwer, Forest (San Diego State University)",684,76,15.67,54.76,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.0040368&type=printable,https://app.dimensions.ai/details/publication/pub.1008667169,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
68,100,pub.1006043404,10.1016/j.dsr2.2006.01.025,,,"Pelagic functional group modeling: Progress, challenges and prospects",Deep Sea Research Part II Topical Studies in Oceanography,,,2006-03,2006,53,5-7,459-512,"All OA; Green, Published",Article,"Hood, Raleigh R.; Laws, Edward A.; Armstrong, Robert A.; Bates, Nicholas R.; Brown, Christopher W.; Carlson, Craig A.; Chai, Fei; Doney, Scott C.; Falkowski, Paul G.; Feely, Richard A.; Friedrichs, Marjorie A.M.; Landry, Michael R.; Moore, J. Keith; Nelson, David M.; Richardson, Tammi L.; Salihoglu, Baris; Schartau, Markus; Toole, Dierdre A.; Wiggert, Jerry D.","Hood, Raleigh R.","Hood, Raleigh R. (Woods Hole Oceanographic Institution); Laws, Edward A. (William & Mary); Armstrong, Robert A. (Stony Brook University); Bates, Nicholas R. (Bermuda Institute of Ocean Sciences); Brown, Christopher W. (University of Maryland, College Park); Carlson, Craig A. (University of California, Santa Barbara); Chai, Fei (University of Maine); Doney, Scott C. (Woods Hole Oceanographic Institution); Falkowski, Paul G. (Rutgers, The State University of New Jersey); Feely, Richard A. (Pacific Marine Environmental Laboratory); Friedrichs, Marjorie A.M. (Old Dominion University); Landry, Michael R. (University of California, San Diego); Moore, J. Keith (University of California, Irvine); Nelson, David M. (Oregon State University); Richardson, Tammi L. (Texas A&M University); Salihoglu, Baris (Laboratoire d’Etudes en Géophysique et Océanographie Spatiales); Schartau, Markus (); Toole, Dierdre A. (Woods Hole Oceanographic Institution); Wiggert, Jerry D. (Old Dominion University)",144,9,,10.8,https://digitalcommons.odu.edu/cgi/viewcontent.cgi?article=1291&context=ccpo_pubs,https://app.dimensions.ai/details/publication/pub.1006043404,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
69,100,pub.1001053378,10.4319/lo.2005.50.5.1687,,,Temporal and spatial response of bacterioplankton lineages to annual convective overturn at the Bermuda Atlantic Time‐series Study site,Limnology and Oceanography,,,2005-09,2005,50,5,1687-1696,All OA; Gold,Article,"Morris, Robert M.; Vergin, Kevin L.; Cho, Jang-Cheon; Rappé, Michael S.; Carlson, Craig A.; Giovannoni, Stephen J.",,"Morris, Robert M. (Oregon State University); Vergin, Kevin L. (Oregon State University); Cho, Jang-Cheon (Inha University); Rappé, Michael S. (University of Hawaii at Manoa); Carlson, Craig A. (University of California, Santa Barbara); Giovannoni, Stephen J. (Oregon State University)",173,14,,11.15,http://onlinelibrary.wiley.com/doi/10.4319/lo.2005.50.5.1687/pdf,https://app.dimensions.ai/details/publication/pub.1001053378,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
70,100,pub.1017657329,10.4319/lom.2005.3.211,,,A nonradioactive assay of bacterial productivity optimized for oligotrophic pelagic environments,Limnology and Oceanography Methods,,,2005-04,2005,3,4,211-220,All OA; Gold,Article,"Nelson, Craig E.; Carlson, Craig A.",,"Nelson, Craig E. (University of California, Santa Barbara); Carlson, Craig A. (University of California, Santa Barbara)",13,2,,1.03,http://onlinelibrary.wiley.com/doi/10.4319/lom.2005.3.211/pdf,https://app.dimensions.ai/details/publication/pub.1017657329,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
71,200,pub.1071178223,10.3354/meps305059,,,Effects of physical fragmentation on remineralization of marine snow,Marine Ecology Progress Series,,,2005,2005,305,,59-65,All OA; Gold,Article,"Goldthwait, SA; Carlson, CA; Henderson, GK; Alldredge, AL",,"Goldthwait, SA (); Carlson, CA (); Henderson, GK (); Alldredge, AL ()",19,3,,1.67,https://www.int-res.com/articles/meps2005/305/m305p059.pdf,https://app.dimensions.ai/details/publication/pub.1071178223,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
72,100,pub.1045758817,10.1016/j.marchem.2004.02.017,,,Production of chromophoric dissolved organic matter by Sargasso Sea microbes,Marine Chemistry,,,2004-10,2004,89,1-4,273-287,Closed,Article,"Nelson, Norman B; Carlson, Craig A; Steinberg, Deborah K","Nelson, Norman B","Nelson, Norman B (University of California, Santa Barbara); Carlson, Craig A (University of California, Santa Barbara); Steinberg, Deborah K (William & Mary)",127,22,,8.15,,https://app.dimensions.ai/details/publication/pub.1045758817,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
73,100,pub.1040086257,10.4319/lo.2004.49.4.1073,,,"Interactions among dissolved organic carbon, microbial processes, and community structure in the mesopelagic zone of the northwestern Sargasso Sea",Limnology and Oceanography,,,2004-07,2004,49,4,1073-1083,All OA; Gold,Article,"Carlson, Craig A.; Giovannoni, Stephen J.; Hansell, Dennis A.; Goldberg, Stuart J.; Parsons, Rachel; Vergin, Kevin",,"Carlson, Craig A. (Bermuda Institute of Ocean Sciences); Giovannoni, Stephen J. (Oregon State University); Hansell, Dennis A. (Bermuda Institute of Ocean Sciences; University of Miami); Goldberg, Stuart J. (Bermuda Institute of Ocean Sciences); Parsons, Rachel (Bermuda Institute of Ocean Sciences); Vergin, Kevin (Oregon State University)",114,18,,9.17,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2004.49.4.1073,https://app.dimensions.ai/details/publication/pub.1040086257,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
74,100,pub.1051158365,10.1016/s0967-0645(02)00589-1,,,"Determining true particulate organic carbon: bottles, pumps and methodologies",Deep Sea Research Part II Topical Studies in Oceanography,,,2003-03,2003,50,3-4,655-674,"All OA; Green, Accepted & Submitted",Article,"Gardner, Wilford D; Richardson, Mary Jo; Carlson, Craig A; Hansell, Dennis; Mishonov, Alexey V","Gardner, Wilford D","Gardner, Wilford D (Texas A&M University); Richardson, Mary Jo (Texas A&M University); Carlson, Craig A (University of California, Santa Barbara); Hansell, Dennis (University of Miami); Mishonov, Alexey V (Texas A&M University)",82,8,,6.08,http://yyy.rsmas.miami.edu/groups/biogeochem/Hansell pdfs/43 Hansell.pdf,https://app.dimensions.ai/details/publication/pub.1051158365,0602 Ecology; 0405 Oceanography; 0402 Geochemistry; 04 Earth Sciences; 06 Biological Sciences,0602 Ecology,0405 Oceanography,0402 Geochemistry,04 Earth Sciences,06 Biological Sciences
75,100,pub.1026397755,10.1029/2003eo110009,,,Carlson receives Ocean Sciences Early Career Award,Eos,,,2003,2003,84,11,101-101,All OA; Gold,Article,"Bronk, Deborah A.; Carlson, Craig",,"Bronk, Deborah A. (); Carlson, Craig (University of California, Santa Barbara)",0,0,,0,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2003EO110009,https://app.dimensions.ai/details/publication/pub.1026397755,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
76,100,pub.1001853582,10.1029/078ars08,,,The Contribution of Dissolved Organic Carbon and Nitrogen to the Biogeochemistry of the Ross Sea,Antarctic Research Series,Biogeochemistry of the Ross Sea,,2003,2003,78,,123-142,Closed,Chapter,"Carlson, Craig A.; Hansell, Dennis A.",,"Carlson, Craig A. (University of California, Santa Barbara); Hansell, Dennis A. (University of Miami)",14,3,,1.02,,https://app.dimensions.ai/details/publication/pub.1001853582,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
77,400,pub.1002567996,10.1038/nature01240,12490947,,SAR11 clade dominates ocean surface bacterioplankton communities,Nature,,"Alphaproteobacteria; Atlantic Ocean; Biomass; Colony Count, Microbial; In Situ Hybridization; In Situ Hybridization, Fluorescence; Pacific Ocean; RNA, Bacterial; RNA, Ribosomal, 16S; Seawater",2002-12,2002,420,6917,806-810,Closed,Article,"Morris, Robert M.; Rappé, Michael S.; Connon, Stephanie A.; Vergin, Kevin L.; Siebold, William A.; Carlson, Craig A.; Giovannoni, Stephen J.","Giovannoni, Stephen J.","Morris, Robert M. (Oregon State University); Rappé, Michael S. (Oregon State University); Connon, Stephanie A. (Oregon State University); Vergin, Kevin L. (Oregon State University); Siebold, William A. (Oregon State University); Carlson, Craig A. (University of California, Santa Barbara); Giovannoni, Stephen J. (Oregon State University)",682,87,12.87,50.67,,https://app.dimensions.ai/details/publication/pub.1002567996,0605 Microbiology; 06 Biological Sciences; 04 Earth Sciences; 0405 Oceanography,0605 Microbiology,06 Biological Sciences,04 Earth Sciences,0405 Oceanography,
78,100,pub.1050118366,10.1029/2000gb001361,,,Dissolved organic carbon export with North Pacific Intermediate Water formation,Global Biogeochemical Cycles,,,2002-03,2002,16,1,7-1-7-8,"All OA; Green, Accepted & Submitted",Article,"Hansell, Dennis A.; Carlson, Craig A.; Suzuki, Yoshimi",,"Hansell, Dennis A. (University of Miami); Carlson, Craig A. (University of California, Santa Barbara); Suzuki, Yoshimi ()",52,8,,3.86,http://yyy.rsmas.miami.edu/groups/biogeochem/Hansell pdfs/36 Hansell.pdf,https://app.dimensions.ai/details/publication/pub.1050118366,04 Earth Sciences; 0401 Atmospheric Sciences; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0401 Atmospheric Sciences,0405 Oceanography,0402 Geochemistry,
79,100,pub.1039916274,10.1016/s0304-4203(02)00002-6,,,Final dissolved organic carbon broad community intercalibration and preliminary use of DOC reference materials,Marine Chemistry,,,2002-03,2002,77,4,239-253,Closed,Article,"Sharp, Jonathan H; Carlson, Craig A; Peltzer, Edward T; Castle-Ward, Dawn M; Savidge, Karen B; Rinker, Katherine R","Sharp, Jonathan H","Sharp, Jonathan H (University of Delaware); Carlson, Craig A (University of California, Santa Barbara); Peltzer, Edward T (Monterey Bay Aquarium Research Institute); Castle-Ward, Dawn M (University of Delaware); Savidge, Karen B (University of Delaware); Rinker, Katherine R (University of Delaware)",90,11,,12.41,,https://app.dimensions.ai/details/publication/pub.1039916274,03 Chemical Sciences; 0301 Analytical Chemistry,03 Chemical Sciences,0301 Analytical Chemistry,,,
80,100,pub.1036624915,10.1029/2000gb001319,,,New production in the Sargasso Sea: History and current status,Global Biogeochemical Cycles,,,2002-03,2002,16,1,1-1-1-17,All OA; Gold,Article,"Lipschultz, Fredric; Bates, Nicholas R.; Carlson, Craig A.; Hansell, Dennis A.",,"Lipschultz, Fredric (Bermuda Institute of Ocean Sciences); Bates, Nicholas R. (Bermuda Institute of Ocean Sciences); Carlson, Craig A. (Bermuda Institute of Ocean Sciences; University of California, Santa Barbara); Hansell, Dennis A. (Bermuda Institute of Ocean Sciences; University of Miami)",68,6,,4.57,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2000GB001319,https://app.dimensions.ai/details/publication/pub.1036624915,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
81,200,pub.1071157758,10.3354/ame030019,,,"Effect of nutrient amendments on bacterioplankton production, community structure, and DOC utilization in the northwestern Sargasso Sea",Aquatic Microbial Ecology,,,2002,2002,30,,19-36,All OA; Gold,Article,"Carlson, CA; Giovannoni, SJ; Hansell, DA; Goldberg, SJ; Parsons, R; Otero, MP; Vergin, K; Wheeler, BR",,"Carlson, CA (); Giovannoni, SJ (); Hansell, DA (); Goldberg, SJ (); Parsons, R (); Otero, MP (); Vergin, K (); Wheeler, BR ()",133,9,,10.29,https://www.int-res.com/articles/ame2003/30/a030p019.pdf,https://app.dimensions.ai/details/publication/pub.1071157758,0605 Microbiology; 0602 Ecology; 06 Biological Sciences,0605 Microbiology,0602 Ecology,06 Biological Sciences,,
82,100,pub.1045336829,10.1016/b978-012323841-2/50006-3,,,Chapter 4 Production and Removal Processes,,Biogeochemistry of Marine Dissolved Organic Matter,,2002,2002,,Mar. Ecol. Prog. Ser.1861999,91-151,Closed,Chapter,"Carlson, Craig A.",,"Carlson, Craig A. (Bermuda Institute of Ocean Sciences)",317,25,,27.51,,https://app.dimensions.ai/details/publication/pub.1045336829,0405 Oceanography; 03 Chemical Sciences; 04 Earth Sciences; 0399 Other Chemical Sciences,0405 Oceanography,03 Chemical Sciences,04 Earth Sciences,0399 Other Chemical Sciences,
