,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Sally Macintyre. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
64,100,pub.1008195832,10.1016/s0967-0637(99)00063-1,,,Diel variations of marine snow concentration in surface waters and implications for particle flux in the sea,Deep Sea Research Part I Oceanographic Research Papers,,,2000-03,2000,47,3,367-395,Closed,Article,"Graham, William M.; MacIntyre, Sally; Alldredge, Alice L","Graham, William M.","Graham, William M. (Dauphin Island Sea Lab); MacIntyre, Sally (University of California, Santa Barbara); Alldredge, Alice L (University of California, Santa Barbara)",31,1,,2.3,,https://app.dimensions.ai/details/publication/pub.1008195832,04 Earth Sciences; 0403 Geology; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0405 Oceanography,0402 Geochemistry,
65,200,pub.1041715978,10.1007/bf02442123,,,"Density and conductivity properties of Na−CO3−Cl−SO4 brine from Mono Lake, California, USA",Hydrobiologia,,,1999-12,1999,8,4,384-384,All OA; Gold,Article,"Jellison, R.; MacIntyre, S.; Millero, F. J.",,"Jellison, R. (); MacIntyre, S. (); Millero, F. J. ()",0,0,,,https://link.springer.com/content/pdf/10.1007%2FBF02442123.pdf,https://app.dimensions.ai/details/publication/pub.1041715978,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
66,100,pub.1091577250,10.21236/ada629654,,,Formation of Marine Biological Thin Layers: Recruitment of Zooplankton,,,,1999-09,1999,,,,All OA; Gold,Article,"Alldredge, Alice L; Case, James F; MacIntyre, Sally",,"Alldredge, Alice L (); Case, James F (); MacIntyre, Sally ()",0,0,,,http://www.dtic.mil/dtic/tr/fulltext/u2/a629654.pdf,https://app.dimensions.ai/details/publication/pub.1091577250,06 Biological Sciences; 04 Earth Sciences; 0602 Ecology; 0405 Oceanography,06 Biological Sciences,04 Earth Sciences,0602 Ecology,0405 Oceanography,
67,100,pub.1091520496,10.21236/ada629656,,,"Diurnal Patterns in the Persistence of Thin-Layers of Marine Snow, Zooplankton, and Turbulent Microstructure in Coastal Waters",,,,1999-09,1999,,,,All OA; Gold,Article,"Alldredge, Alice L; MacIntyre, Sally",,"Alldredge, Alice L (); MacIntyre, Sally ()",0,0,,,http://www.dtic.mil/dtic/tr/fulltext/u2/a629656.pdf,https://app.dimensions.ai/details/publication/pub.1091520496,06 Biological Sciences; 04 Earth Sciences; 0602 Ecology; 0405 Oceanography,06 Biological Sciences,04 Earth Sciences,0602 Ecology,0405 Oceanography,
68,100,pub.1014830167,10.4319/lo.1999.44.3.0512,,,"Boundary mixing and nutrient fluxes in Mono Lake, California",Limnology and Oceanography,,,1999-05,1999,44,3,512-529,All OA; Gold,Article,"MacIntyre, Sally; Flynn, Kevin M.; Jellison, Robert; Romero, José R.",,"MacIntyre, Sally (University of California, Santa Barbara); Flynn, Kevin M. (University of California, Santa Barbara); Jellison, Robert (University of California, Santa Barbara); Romero, José R. (University of California, Santa Barbara)",162,16,,,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.1999.44.3.0512,https://app.dimensions.ai/details/publication/pub.1014830167,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
69,100,pub.1047688281,10.1023/a:1009014111658,,,"Density and conductivity properties of Na-CO3-Cl-SO4 brine from Mono Lake, California, USA",Hydrobiologia,,,1999-03,1999,8,1,41-54,Closed,Article,"Jellison*, R.; Macintyre, S.; Millero, F.J.",,"Jellison*, R. (University of California, Santa Barbara); Macintyre, S. (University of California, Santa Barbara); Millero, F.J. ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1047688281,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
70,100,pub.1021753040,10.1007/bf02442136,,,"Density and conductivity properties of Na−CO3−Cl−SO4 brine from Mono Lake, California, USA",Hydrobiologia,,,1999-03,1999,8,1,41-53,Closed,Article,"Jellison, R.; Macintyre, S.; Millero, F. J.",,"Jellison, R. (University of California, Santa Barbara); Macintyre, S. (University of California, Santa Barbara); Millero, F. J. ()",28,1,,,,https://app.dimensions.ai/details/publication/pub.1021753040,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
71,100,pub.1023375608,10.1016/s0278-4343(98)00068-5,,,Dispersion of produced water in a coastal environment and its biological implications,Continental Shelf Research,,,1999-01,1999,19,1,57-78,Closed,Article,"Washburn, Libe; Stone, Shannon; MacIntyre, Sally","Washburn, Libe","Washburn, Libe (University of California, Santa Barbara); Stone, Shannon (Bermuda Institute of Ocean Sciences); MacIntyre, Sally (University of California, Santa Barbara)",22,1,,,,https://app.dimensions.ai/details/publication/pub.1023375608,06 Biological Sciences; 04 Earth Sciences; 0602 Ecology; 0405 Oceanography,06 Biological Sciences,04 Earth Sciences,0602 Ecology,0405 Oceanography,
72,100,pub.1002287701,10.1007/s000270050033,,,Hydrogen peroxide as a natural tracer of mixing in surface layers,Aquatic Sciences,,,1998-04,1998,60,2,169-186,Closed,Article,"Scully, Norman M.; Vincent, Warwick F.; Lean, David R.S.; MacIntyre, Sally",,"Scully, Norman M. (Laval University); Vincent, Warwick F. (Laval University); Lean, David R.S. (University of Ottawa); MacIntyre, Sally (University of California, Santa Barbara)",11,0,,,,https://app.dimensions.ai/details/publication/pub.1002287701,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
73,100,pub.1091527839,10.21236/ada628487,,,"The Relationship Between the Fine-scale Vertical Distributions of Macrozooplankton, Marine Snow, and Turbulences in the Upper Water Column",,,,1997-09,1997,,,,All OA; Gold,Article,"Alldredge, Alice L; MacIntyre, Sally",,"Alldredge, Alice L (); MacIntyre, Sally ()",0,0,,,http://www.dtic.mil/dtic/tr/fulltext/u2/a628487.pdf,https://app.dimensions.ai/details/publication/pub.1091527839,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
74,100,pub.1091519713,10.21236/ada628486,,,Formation of Marine Biological Thin Layers: Recruitment of Zooplankton,,,,1997-09,1997,,,,All OA; Gold,Article,"Alldredge, Alice L; Case, James F; MacIntyre, Sally",,"Alldredge, Alice L (); Case, James F (); MacIntyre, Sally ()",0,0,,,http://www.dtic.mil/dtic/tr/fulltext/u2/a628486.pdf,https://app.dimensions.ai/details/publication/pub.1091519713,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
75,100,pub.1022835843,10.4319/lo.1995.40.3.0449,,,Accumulation of marines now at density discontinuities in the water column,Limnology and Oceanography,,,1995-05,1995,40,3,449-468,All OA; Gold,Article,"MacIntyre, Sally; Alldredge, Alice L.; Gotschalk, Chris C.",,"MacIntyre, Sally (University of California, Santa Barbara); Alldredge, Alice L. (University of California, Santa Barbara); Gotschalk, Chris C. (University of California, Santa Barbara)",161,14,,,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.1995.40.3.0449,https://app.dimensions.ai/details/publication/pub.1022835843,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
76,100,pub.1038648884,10.4319/lo.1993.38.4.0798,,,"Vertical mixing in a shallow, eutrophic lake: Possible consequences for the light climate of phytoplankton",Limnology and Oceanography,,,1993-06,1993,38,4,798-817,All OA; Gold,Article,"MacIntyre, Sally",,"MacIntyre, Sally (University of California, Santa Barbara)",104,6,,,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.1993.38.4.0798,https://app.dimensions.ai/details/publication/pub.1038648884,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
77,100,pub.1024252912,10.1016/0967-0637(93)90148-v,,,A new large volume bioluminescence bathyphotometer with defined turbulence excitation,Deep Sea Research Part I Oceanographic Research Papers,,,1993-03,1993,40,3,607-627,Closed,Article,"Widder, E.A.; Case, J.F.; Bernstein, S.A.; MacIntyre, S.; Lowenstine, M.R.; Bowlby, M.R.; Cook, D.P.",,"Widder, E.A. (University of California, Santa Barbara); Case, J.F. (University of California, Santa Barbara); Bernstein, S.A. (University of California, Santa Barbara); MacIntyre, S. (University of California, Santa Barbara); Lowenstine, M.R. (University of California, Santa Barbara); Bowlby, M.R. (University of California, Santa Barbara); Cook, D.P. (University of California, Santa Barbara)",30,0,,,,https://app.dimensions.ai/details/publication/pub.1024252912,04 Earth Sciences; 0403 Geology; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0405 Oceanography,0402 Geochemistry,
78,400,pub.1062490299,10.1126/science.1546292,1546292,,Ozone depletion: ultraviolet radiation and phytoplankton biology in antarctic waters,Science,,Antarctic Regions; Cell Division; Ozone; Phytoplankton; Seasons; Ultraviolet Rays,1992-02-21,1992,255,5047,952-959,Closed,Article,"Smith, RC; Prezelin, BB; Baker, KS; Bidigare, RR; Boucher, NP; Coley, T; Karentz, D; MacIntyre, S; Matlick, HA; Menzies, D; et, al.",,"Smith, RC (University of California, Santa Barbara); Prezelin, BB (University of California, Santa Barbara); Baker, KS (University of California, Santa Barbara); Bidigare, RR (University of California, Santa Barbara); Boucher, NP (University of California, Santa Barbara); Coley, T (University of California, Santa Barbara); Karentz, D (University of California, Santa Barbara); MacIntyre, S (University of California, Santa Barbara); Matlick, HA (University of California, Santa Barbara); Menzies, D (University of California, Santa Barbara); et, al. (University of California, Santa Barbara)",674,22,7.97,,,https://app.dimensions.ai/details/publication/pub.1062490299,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
79,100,pub.1050212391,10.1007/bf00000598,,,Variability of entrainment of cohesive sediments in freshwater,Biogeochemistry,,,1990-04,1990,9,3,187-209,Closed,Article,"MacIntyre, Sally; Lick, Wilbert; Han Tsai, Cheng Han Tsai",,"MacIntyre, Sally (University of California, Santa Barbara); Lick, Wilbert (University of California, Santa Barbara); Han Tsai, Cheng Han Tsai (University of California, Santa Barbara)",24,0,,,,https://app.dimensions.ai/details/publication/pub.1050212391,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
80,200,pub.1093119980,10.1080/03680770.1987.11897906,,,"Frequency and depth of vertical mixing in an Amazon floodplain lake (L. Calado, Brazil)",SIL Proceedings 1922-2010,,,1988-01,1988,23,1,80-85,Closed,Article,"MacIntyre, Sally; Melack, John M.",,"MacIntyre, Sally (); Melack, John M. ()",30,3,,,,https://app.dimensions.ai/details/publication/pub.1093119980,,,,,,
81,100,pub.1052313964,10.1029/jd093id02p01564,,,Tropospheric methane from an Amazonian floodplain lake,Journal of Geophysical Research,,,1988,1988,93,D2,1564-1570,Closed,Article,"Crill, Patrick M.; Bartlett, Karen B.; Wilson, John O.; Sebacher, Daniel I.; Harriss, Robert C.; Melack, John M.; MacIntyre, Sally; Lesack, Lance; Smith‐Morrill, Lesley",,"Crill, Patrick M. (); Bartlett, Karen B. (); Wilson, John O. (); Sebacher, Daniel I. (); Harriss, Robert C. (); Melack, John M. (); MacIntyre, Sally (); Lesack, Lance (); Smith‐Morrill, Lesley ()",116,7,,,,https://app.dimensions.ai/details/publication/pub.1052313964,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
82,100,pub.1002344309,10.1016/0198-0149(87)90113-0,,,Evidence for sustained residence of macrocrustacean fecal pellets in surface waters off Southern California,Deep Sea Research Part A Oceanographic Research Papers,,,1987-09,1987,34,9,1641-1652,Closed,Article,"Alldredge, Alice L.; Gotschalk, Chris C.; MacIntyre, Sally",,"Alldredge, Alice L. (University of California, Santa Barbara); Gotschalk, Chris C. (University of California, Santa Barbara); MacIntyre, Sally (University of California, Santa Barbara)",54,1,,,,https://app.dimensions.ai/details/publication/pub.1002344309,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
83,100,pub.1019604220,10.4319/lo.1986.31.4.0900,,,A flow‐measuring system for use in small lakes,Limnology and Oceanography,,,1986-07,1986,31,4,900-906,All OA; Gold,Article,"MacIntyre, Sally",,"MacIntyre, Sally (Duke University)",10,0,,,http://onlinelibrary.wiley.com/doi/10.4319/lo.1986.31.4.0900/pdf,https://app.dimensions.ai/details/publication/pub.1019604220,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
84,100,pub.1039407507,10.1007/978-94-017-1660-4_12,,,Current Fluctuations in the Surface Waters of Small Lakes,,Gas Transfer at Water Surfaces,,1984,1984,,,125-131,Closed,Chapter,"MacIntyre, Sally",,"MacIntyre, Sally (University of California, Santa Barbara)",2,0,,,,https://app.dimensions.ai/details/publication/pub.1039407507,0915 Interdisciplinary Engineering; 09 Engineering; 0907 Environmental Engineering,0915 Interdisciplinary Engineering,09 Engineering,0907 Environmental Engineering,,
85,100,pub.1007216897,10.4319/lo.1982.27.4.0595,,,Meromixis in an equatorial African soda lake,Limnology and Oceanography,,,1982-07,1982,27,4,595-609,All OA; Gold,Article,"MacIntyre, Sally; Melack, John M.",,"MacIntyre, Sally (Duke University); Melack, John M. (University of California, Santa Barbara)",60,3,,,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.1982.27.4.0595,https://app.dimensions.ai/details/publication/pub.1007216897,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
86,400,pub.1015246310,10.1007/bf00345604,28309197,,Orthophosphate turnover in East African lakes,Oecologia,,,1976-12,1976,25,4,313-319,Closed,Article,"Peters, Robert Henry; MacIntyre, Sally","Peters, Robert Henry","Peters, Robert Henry (); MacIntyre, Sally (Duke University)",43,0,0,,,https://app.dimensions.ai/details/publication/pub.1015246310,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
