,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Frank J Spera. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
85,100,pub.1012693317,10.1007/bf00306667,,,The 1983 Mount Etna eruption: thermochemical and dynamical inferences,Contributions to Mineralogy and Petrology,,,1990-04,1990,104,5,594-608,Closed,Article,"Trigila, Raffaello; Spera, Frank J.; Aurisicchio, Carlo",,"Trigila, Raffaello (Sapienza University of Rome); Spera, Frank J. (University of California, Santa Barbara); Aurisicchio, Carlo (University of California, Santa Barbara)",20,0,,,,https://app.dimensions.ai/details/publication/pub.1012693317,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
86,100,pub.1052133685,10.1029/gl017i003p00235,,,ROLE OF ANISOTROPIC AND/OR LAYERED PERMEABELITY IN HYDROTHERMAL CONVECTION,Geophysical Research Letters,,,1990-03,1990,17,3,235-238,Closed,Article,"Rosenberg, N. D.; Spera, F. J.",,"Rosenberg, N. D. (); Spera, F. J. (University of California, Santa Barbara)",35,1,,,,https://app.dimensions.ai/details/publication/pub.1052133685,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
87,100,pub.1038230443,10.1130/0016-7606(1990)102<0353:mftgoc>2.3.co;2,,,Mechanisms for the generation of compositional heterogeneities in magma chambers,Geological Society of America Bulletin,,,1990-03,1990,102,3,353-367,Closed,Article,"TRIAL, ALAIN F.; SPERA, FRANK J.",,"TRIAL, ALAIN F. (University of California, Santa Barbara); SPERA, FRANK J. (University of California, Santa Barbara)",73,2,,,,https://app.dimensions.ai/details/publication/pub.1038230443,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
88,100,pub.1014573588,10.1016/0012-821x(90)90010-u,,,"Isotopic patterns in silicic ignimbrites and lava flows of the Mogan and lower Fataga Formations, Gran Canaria, Canary Islands: temporal changes in mantle source composition",Earth and Planetary Science Letters,,,1990-01,1990,96,3-4,319-335,Closed,Article,"Cousens, Brian L.; Spera, Frank J.; Tilton, George R.",,"Cousens, Brian L. (University of California, Santa Barbara); Spera, Frank J. (University of California, Santa Barbara); Tilton, George R. (University of California, Santa Barbara)",39,4,,,,https://app.dimensions.ai/details/publication/pub.1014573588,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
89,100,pub.1049409273,10.1029/gl016i012p01387,,,Magma zonation: Effects of chemical buoyancy and diffusion,Geophysical Research Letters,,,1989-12,1989,16,12,1387-1390,Closed,Article,"Spera, Frank J.; Oldenburg, Curtis M.; Yuen, David A.",,"Spera, Frank J. (University of California, Santa Barbara); Oldenburg, Curtis M. (University of California, Santa Barbara); Yuen, David A. (University of Minnesota)",13,0,,,,https://app.dimensions.ai/details/publication/pub.1049409273,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
90,200,pub.1058034858,10.1063/1.456846,,,Nonequilibrium molecular dynamics of liquid sulfur in Couette flow,The Journal of Chemical Physics,,,1989-09-15,1989,91,6,3662-3669,Closed,Article,"Rustad, James R.; Yuen, David A.; Spera, Frank J.",,"Rustad, James R. (); Yuen, David A. (); Spera, Frank J. ()",3,0,,,,https://app.dimensions.ai/details/publication/pub.1058034858,09 Engineering; 02 Physical Sciences; 03 Chemical Sciences,09 Engineering,02 Physical Sciences,03 Chemical Sciences,,
91,100,pub.1037103819,10.1029/jb094ib07p09215,,,"Dynamic mixing in magma bodies: Theory, simulations, and implications",Journal of Geophysical Research,,,1989,1989,94,B7,9215-9236,Closed,Article,"Oldenburg, Curtis M.; Spera, Frank J.; Yuen, David A.; Sewell, Granville",,"Oldenburg, Curtis M. (); Spera, Frank J. (); Yuen, David A. (); Sewell, Granville ()",115,4,,,,https://app.dimensions.ai/details/publication/pub.1037103819,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
92,100,pub.1050773056,10.1029/jb093ib09p10273,,,Rheology of melts and magmatic suspensions: 1. Design and calibration of concentric cylinder viscometer with application to rhyolitic magma,Journal of Geophysical Research,,,1988-09-10,1988,93,B9,10273-10294,Closed,Article,"Spera, Frank J.; Borgia, Andrea; Strimple, James; Feigenson, Mark",,"Spera, Frank J. (); Borgia, Andrea (); Strimple, James (); Feigenson, Mark ()",86,5,,,,https://app.dimensions.ai/details/publication/pub.1050773056,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
93,100,pub.1025359090,10.1016/0017-9310(88)90083-x,,,Natural convection boundary layer flows in isothermal ternary systems: role of diffusive coupling,International Journal of Heat and Mass Transfer,,,1988-05,1988,31,5,941-955,Closed,Article,"Trial, Alain F.; Spera, Frank J.",,"Trial, Alain F. (University of California, Santa Barbara); Spera, Frank J. (University of California, Santa Barbara)",13,1,,,,https://app.dimensions.ai/details/publication/pub.1025359090,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
94,100,pub.1026285879,10.1007/bf01166695,,,"Pyroclastic flows and lavas of the Mogan and Fataga formations, Tejeda Volcano, Gran Canaria, Canary Islands: mineral chemistry, intensive parameters, and magma chamber evolution",Contributions to Mineralogy and Petrology,,,1987-12,1987,96,4,503-518,Closed,Article,"Crisp, Joy A.; Spera, Frank J.","Crisp, Joy A.","Crisp, Joy A. (University of California Los Angeles); Spera, Frank J. (University of California, Santa Barbara)",27,2,,,,https://app.dimensions.ai/details/publication/pub.1026285879,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
95,100,pub.1047577066,10.1029/gl013i002p00153,,,Double‐diffusive convection in magma chambers: Single or multiple layers?,Geophysical Research Letters,,,1986-02,1986,13,2,153-156,Closed,Article,"Spera, Frank J.; Yuen, David A.; Clark, Stephen; Hong, H.‐J.",,"Spera, Frank J. (University of California, Santa Barbara); Yuen, David A. (University of Colorado Boulder); Clark, Stephen (Princeton University); Hong, H.‐J. (Beijing Seismological Bureau)",31,0,,,,https://app.dimensions.ai/details/publication/pub.1047577066,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
96,100,pub.1020279247,10.1130/0091-7613(1986)14<723:domwfs>2.0.co;2,,,Dynamics of magma withdrawal from stratified magma chambers,Geology,,,1986,1986,14,9,723-726,Closed,Article,"Spera, Frank J.; Yuen, David A.; Greer, John C.; Sewell, Granville",,"Spera, Frank J. (University of California, Santa Barbara); Yuen, David A. (University of Minnesota); Greer, John C. (Arizona State University); Sewell, Granville (The University of Texas at El Paso)",85,1,,,,https://app.dimensions.ai/details/publication/pub.1020279247,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
97,100,pub.1004546168,10.1016/0377-0273(85)90031-9,,,"Co-mingling of acid and basic magma with implications for the origin of mafic I-type xenoliths: Field and petrochemical relations of an unusual dike complex at eagle lake, Sequoia National Park, California, U.S.A.",Journal of Volcanology and Geothermal Research,,,1985-03,1985,24,1-2,151-178,Closed,Article,"Furman, Tanya; Spera, Frank J.",,"Furman, Tanya (Princeton University); Spera, Frank J. (Princeton University)",108,5,,,,https://app.dimensions.ai/details/publication/pub.1004546168,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
98,100,pub.1038874770,10.1007/bf00380167,,,Carbon dioxide in petrogenesis III: role of volatiles in the ascent of alkaline magma with special reference to xenolith-bearing mafic lavas,Contributions to Mineralogy and Petrology,,,1984-12,1984,88,3,217-232,Closed,Article,"Spera, Frank J.","Spera, Frank J.","Spera, Frank J. (Princeton University)",166,13,,,,https://app.dimensions.ai/details/publication/pub.1038874770,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
99,100,pub.1045988343,10.1038/310764a0,,,Mass transfer rates along vertical walls in magma chambers and marginal upwelling,Nature,,,1984-08,1984,310,5980,764-767,Closed,Article,"Spera, Frank J.; Yuen, David A.; Kemp, David V.",,"Spera, Frank J. (Princeton University; Sapienza University of Rome); Yuen, David A. (Arizona State University); Kemp, David V. (Princeton University)",46,1,,,,https://app.dimensions.ai/details/publication/pub.1045988343,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
100,100,pub.1009540679,10.1002/9781118782095.ch2,,,Some Numerical Experiments on the Withdrawal of Magma from Crustal Reservoirs,Collected Reprint Series,"1984, Calderas and Associate Igneous Rocks",,1984-01-01,1984,,,8222-8236,Closed,Chapter,"Spera, Frank J.; Series, Collected Reprint",,"Spera, Frank J. (Princeton University); Series, Collected Reprint ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1009540679,,,,,,
101,100,pub.1037273624,10.1029/jb089ib10p08222,,,Some numerical experiments on the withdrawal of magma from crustal reservoirs,Journal of Geophysical Research,,,1984,1984,89,B10,8222-8236,Closed,Article,"Spera, Frank J.",,"Spera, Frank J. ()",85,2,,,,https://app.dimensions.ai/details/publication/pub.1037273624,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
102,100,pub.1016963293,10.1130/0091-7613(1984)12<707:adoasa>2.0.co;2,,,Adiabatic decompression of aqueous solutions: Applications to hydrothermal fluid migration in the crust,Geology,,,1984,1984,12,12,707-710,Closed,Article,"Wood, Scott A.; Spera, Frank J.",,"Wood, Scott A. (Princeton University); Spera, Frank J. (Princeton University)",13,2,,,,https://app.dimensions.ai/details/publication/pub.1016963293,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
103,100,pub.1043074570,10.1007/bf01160290,,,Case studies on the origin of basalt,Contributions to Mineralogy and Petrology,,,1983-12,1983,84,4,390-405,Closed,Article,"Feigenson, Mark D.; Hofmann, Albrecht W.; Spera, Frank J.","Feigenson, Mark D.","Feigenson, Mark D. (Carnegie Institution for Science; Princeton University); Hofmann, Albrecht W. (Carnegie Institution for Science; Max Planck Institute for Chemistry); Spera, Frank J. (Princeton University)",137,6,,,,https://app.dimensions.ai/details/publication/pub.1043074570,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
104,100,pub.1045128993,10.1029/jb087ib10p08755,,,Thermal boundary layer convection in silicic magma chambers: Effects of temperature‐dependent rheology and implications for thermogravitational chemical fractionation,Journal of Geophysical Research,,,1982,1982,87,B10,8755-8767,Closed,Article,"Spera, Frank J.; Yuen, David A.; Kirschvink, Stephen J.",,"Spera, Frank J. (); Yuen, David A. (); Kirschvink, Stephen J. ()",88,2,,,,https://app.dimensions.ai/details/publication/pub.1045128993,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
105,100,pub.1052551507,10.1016/0377-0273(81)90021-4,,,"Eruption volume, periodicity, and caldera area: Relationships and inferences on development of compositional zonation in silicic magma chambers",Journal of Volcanology and Geothermal Research,,,1981-12,1981,11,2-4,169-187,Closed,Article,"Spera, Frank J.; Crisp, Joy A.",,"Spera, Frank J. (Princeton University); Crisp, Joy A. (Princeton University)",107,0,,,,https://app.dimensions.ai/details/publication/pub.1052551507,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
106,100,pub.1009102004,10.1016/0012-821x(81)90139-4,,,"On the origin of an amphibole-rich vein in a peridotite inclusion from the Lunar Crater Volcanic Field, Nevada, U.S.A.",Earth and Planetary Science Letters,,,1981-12,1981,56,,343-361,Closed,Article,"Bergman, Steven C.; Foland, Kenneth A.; Spera, Frank J.",,"Bergman, Steven C. (Princeton University); Foland, Kenneth A. (The Ohio State University); Spera, Frank J. (Princeton University)",26,2,,,,https://app.dimensions.ai/details/publication/pub.1009102004,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
107,100,pub.1037716369,10.1007/bf01161502,,,Carbon dioxide in igneous petrogenesis: II. Fluid dynamics of mantle metasomatism,Contributions to Mineralogy and Petrology,,,1981-03,1981,77,1,56-65,Closed,Article,"Spera, Frank J.",,"Spera, Frank J. (Princeton University)",49,0,,,,https://app.dimensions.ai/details/publication/pub.1037716369,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
108,100,pub.1018436422,10.1130/0091-7613(1981)9<531:dmftvi>2.0.co;2,,,"Dynamical model for temporal variation in magma type and eruption interval at Kohala volcano, Hawaii",Geology,,,1981,1981,9,11,531-533,Closed,Article,"Feigenson, Mark D.; Spera, Frank J.",,"Feigenson, Mark D. (Princeton University); Spera, Frank J. (Princeton University)",20,0,,,,https://app.dimensions.ai/details/publication/pub.1018436422,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
109,100,pub.1013595714,10.1007/bf00375489,,,Carbon Dioxide in igneous petrogenesis: I,Contributions to Mineralogy and Petrology,,,1980-09,1980,74,1,55-66,Closed,Article,"Spera, Frank J.; Bergman, Steven C.","Spera, Frank J.","Spera, Frank J. (Princeton University); Bergman, Steven C. (Princeton University)",72,2,,,,https://app.dimensions.ai/details/publication/pub.1013595714,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
110,100,pub.1023332614,10.1029/gl007i002p00145,,,Melt production by viscous dissipation: Role of heat advection by magma transport,Geophysical Research Letters,,,1980-02,1980,7,2,145-148,Closed,Article,"Feigenson, Mark D.; Spera, Frank J.",,"Feigenson, Mark D. (); Spera, Frank J. ()",9,0,,,,https://app.dimensions.ai/details/publication/pub.1023332614,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
111,400,pub.1062520532,10.1126/science.207.4428.299,17739661,,Thermal Evolution of Plutons: A Parameterized Approach,Science,,,1980-01-18,1980,207,4428,299-301,Closed,Article,"SPERA, FRANK",,"SPERA, FRANK (Princeton University)",99,3,0,,,https://app.dimensions.ai/details/publication/pub.1062520532,0915 Interdisciplinary Engineering; 09 Engineering; 04 Earth Sciences; 0403 Geology,0915 Interdisciplinary Engineering,09 Engineering,04 Earth Sciences,0403 Geology,
112,200,pub.1044148805,10.1016/0304-3967(79)90015-5,,,"Geothermal energy: Recent developments Edited by M.J. Collie, Noyes Data Corporation, Park Ridge, New Jersey, 1978, Cloth, $ 36.00",Resource Recovery and Conservation,,,1979-08,1979,4,2,209,Closed,Article,"Spera, Frank J.",,"Spera, Frank J. (Princeton University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1044148805,,,,,,
