,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Deron E Burkepile. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
57,400,pub.1012678965,10.3389/fmicb.2014.00493,25295032,PMC4172022,Unprecedented evidence for high viral abundance and lytic activity in coral reef waters of the South Pacific Ocean,Frontiers in Microbiology,,,2014-09-23,2014,5,,493,All OA; Gold,Article,"Payet, Jérôme P.; McMinds, Ryan; Burkepile, Deron E.; Thurber, Rebecca L. Vega",,"Payet, Jérôme P. (Oregon State University); McMinds, Ryan (Oregon State University); Burkepile, Deron E. (Florida International University); Thurber, Rebecca L. Vega (Oregon State University)",10,4,0.33,1.61,https://www.frontiersin.org/articles/10.3389/fmicb.2014.00493/pdf,https://app.dimensions.ai/details/publication/pub.1012678965,0605 Microbiology; 0602 Ecology; 06 Biological Sciences,0605 Microbiology,0602 Ecology,06 Biological Sciences,,
58,400,pub.1001202754,10.1890/13-1407.1,25163130,,Context‐dependent effects of nutrient loading on the coral–algal mutualism,Ecology,,Animals; Anthozoa; Coral Reefs; Dinoflagellida; Eutrophication; Nitrogen; Phosphorus; Photosynthesis; Symbiosis,2014-07,2014,95,7,1995-2005,Closed,Article,"Shantz, Andrew A.; Burkepile, Deron E.",,"Shantz, Andrew A. (Florida International University); Burkepile, Deron E. (Florida International University)",39,20,1.38,6.92,,https://app.dimensions.ai/details/publication/pub.1001202754,0602 Ecology; 0502 Environmental Science and Management; 0699 Other Biological Sciences; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0699 Other Biological Sciences,0607 Plant Biology,05 Environmental Sciences
59,400,pub.1048107793,10.7717/peerj.376,24860701,PMC4017821,Variable effects of temperature on insect herbivory,PeerJ,,,2014-05-06,2014,2,,e376,All OA; Gold,Article,"Lemoine, Nathan P.; Burkepile, Deron E.; Parker, John D.",,"Lemoine, Nathan P. (Florida International University); Burkepile, Deron E. (Florida International University); Parker, John D. (Smithsonian Environmental Research Center)",40,17,1.35,7.7,https://peerj.com/articles/376.pdf,https://app.dimensions.ai/details/publication/pub.1048107793,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
60,400,pub.1024997355,10.1007/s00442-014-2895-9,24554031,,Loss of a large grazer impacts savanna grassland plant communities similarly in North America and South Africa,Oecologia,,Animals; Bison; Buffaloes; Ecosystem; Fires; Herbivory; Kansas; Poaceae; South Africa,2014-05,2014,175,1,293-303,Closed,Article,"Eby, Stephanie; Burkepile, Deron E.; Fynn, Richard W. S.; Burns, Catherine E.; Govender, Navashni; Hagenah, Nicole; Koerner, Sally E.; Matchett, Katherine J.; Thompson, Dave I.; Wilcox, Kevin R.; Collins, Scott L.; Kirkman, Kevin P.; Knapp, Alan K.; Smith, Melinda D.","Eby, Stephanie","Eby, Stephanie (Colorado State University); Burkepile, Deron E. (Florida International University); Fynn, Richard W. S. (); Burns, Catherine E. (); Govender, Navashni (Scientific Services); Hagenah, Nicole (University of KwaZulu-Natal); Koerner, Sally E. (Colorado State University); Matchett, Katherine J. (University of KwaZulu-Natal); Thompson, Dave I. (University of KwaZulu-Natal; Scientific Services); Wilcox, Kevin R. (Colorado State University); Collins, Scott L. (University of New Mexico); Kirkman, Kevin P. (University of KwaZulu-Natal); Knapp, Alan K. (Colorado State University); Smith, Melinda D. (Colorado State University)",16,5,0.36,2.61,,https://app.dimensions.ai/details/publication/pub.1024997355,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
61,100,pub.1003361310,10.1111/jvs.12130,,,Responses to fire differ between South African and North American grassland communities,Journal of Vegetation Science,,,2014-05,2014,25,3,793-804,Closed,Article,"Kirkman, Kevin P.; Collins, Scott L.; Smith, Melinda D.; Knapp, Alan K.; Burkepile, Deron E.; Burns, Catherine E.; Fynn, Richard W.S.; Hagenah, Nicole; Koerner, Sally E.; Matchett, Katherine J.; Thompson, Dave I.; Wilcox, Kevin R.; Wragg, Peter D.",,"Kirkman, Kevin P. (University of KwaZulu-Natal); Collins, Scott L. (University of New Mexico); Smith, Melinda D. (Colorado State University); Knapp, Alan K. (Colorado State University); Burkepile, Deron E. (Florida International University); Burns, Catherine E. (); Fynn, Richard W.S. (University of Botswana); Hagenah, Nicole (University of KwaZulu-Natal); Koerner, Sally E. (Colorado State University); Matchett, Katherine J. (University of KwaZulu-Natal); Thompson, Dave I. (University of KwaZulu-Natal); Wilcox, Kevin R. (Colorado State University); Wragg, Peter D. (University of KwaZulu-Natal)",27,7,,4.41,,https://app.dimensions.ai/details/publication/pub.1003361310,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
62,400,pub.1049114224,10.1890/13-1828.1,24933802,,Plant community response to loss of large herbivores differs between North American and South African savanna grasslands,Ecology,,Animals; Biodiversity; Fires; Herbivory; Kansas; Mammals; Plant Development; Plants; South Africa; Species Specificity; Time Factors,2014-04,2014,95,4,808-816,All OA; Gold,Article,"Koerner, Sally E.; Burkepile, Deron E.; Fynn, Richard W. S.; Burns, Catherine E.; Eby, Stephanie; Govender, Navashni; Hagenah, Nicole; Matchett, Katherine J.; Thompson, Dave I.; Wilcox, Kevin R.; Collins, Scott L.; Kirkman, Kevin P.; Knapp, Alan K.; Smith, Melinda D.",,"Koerner, Sally E. (Colorado State University); Burkepile, Deron E. (Florida International University); Fynn, Richard W. S. (); Burns, Catherine E. (); Eby, Stephanie (Colorado State University); Govender, Navashni (Scientific Services); Hagenah, Nicole (); Matchett, Katherine J. (); Thompson, Dave I. (National Research Foundation); Wilcox, Kevin R. (Colorado State University); Collins, Scott L. (University of New Mexico); Kirkman, Kevin P. (); Knapp, Alan K. (Colorado State University); Smith, Melinda D. (Colorado State University)",38,13,0.82,6.2,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/13-1828.1,https://app.dimensions.ai/details/publication/pub.1049114224,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
63,400,pub.1037916780,10.1007/s00442-013-2860-z,24380968,,Differing nutritional constraints of consumers across ecosystems,Oecologia,,Animals; Arthropods; Ecosystem; Food Chain; Herbivory; Nitrogen; Phosphorus; Plants; Poaceae; Predatory Behavior,2014-04,2014,174,4,1367-1376,Closed,Article,"Lemoine, Nathan P.; Giery, Sean T.; Burkepile, Deron E.","Lemoine, Nathan P.","Lemoine, Nathan P. (Florida International University); Giery, Sean T. (North Carolina State University); Burkepile, Deron E. (Florida International University)",31,10,0.99,5.06,,https://app.dimensions.ai/details/publication/pub.1037916780,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
64,400,pub.1045549117,10.1111/gcb.12450,24277207,,Chronic nutrient enrichment increases prevalence and severity of coral disease and bleaching,Global Change Biology,,Animals; Anthozoa; Coral Reefs; Eutrophication; Florida; Nitrogen; Phosphorus,2014-02,2014,20,2,544-554,Closed,Article,"Thurber, Rebecca L. Vega; Burkepile, Deron E.; Fuchs, Corinne; Shantz, Andrew A.; McMinds, Ryan; Zaneveld, Jesse R.",,"Thurber, Rebecca L. Vega (Oregon State University); Burkepile, Deron E. (Florida International University); Fuchs, Corinne (University of Florida); Shantz, Andrew A. (Florida International University); McMinds, Ryan (Oregon State University); Zaneveld, Jesse R. (Oregon State University)",155,67,5.8,28.63,,https://app.dimensions.ai/details/publication/pub.1045549117,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
65,400,pub.1050695631,10.1038/srep01493,23512216,PMC6504825,Nutrient supply from fishes facilitates macroalgae and suppresses corals in a Caribbean coral reef ecosystem,Scientific Reports,,Animals; Anthozoa; Biomass; Caribbean Region; Coral Reefs; Fishes; Food; Linear Models; Nitrogen; Phosphorus; Seaweed,2013-12,2013,3,1,1493,All OA; Gold,Article,"Burkepile, Deron E.; Allgeier, Jacob E.; Shantz, Andrew A.; Pritchard, Catharine E.; Lemoine, Nathan P.; Bhatti, Laura H.; Layman, Craig A.",,"Burkepile, Deron E. (Florida International University); Allgeier, Jacob E. (University of Georgia); Shantz, Andrew A. (Florida International University); Pritchard, Catharine E. (Florida International University); Lemoine, Nathan P. (Florida International University); Bhatti, Laura H. (Florida International University); Layman, Craig A. (Florida International University)",58,20,1.49,8.31,https://www.nature.com/articles/srep01493.pdf,https://app.dimensions.ai/details/publication/pub.1050695631,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
66,100,pub.1032166628,10.1111/j.1600-0706.2013.00457.x,,,Increased temperature alters feeding behavior of a generalist herbivore,Oikos,,,2013-12,2013,122,12,1669-1678,Closed,Article,"Lemoine, Nathan P.; Drews, Willem A.; Burkepile, Deron E.; Parker, John D.",,"Lemoine, Nathan P. (); Drews, Willem A. (); Burkepile, Deron E. (); Parker, John D. ()",37,10,,6.34,,https://app.dimensions.ai/details/publication/pub.1032166628,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
67,100,pub.1024855635,10.1890/es13-00078.1,,,Habitat selection by large herbivores in a southern African savanna: the relative roles of bottom‐up and top‐down forces,Ecosphere,,,2013-11,2013,4,11,1-19,All OA; Gold,Article,"Burkepile, Deron E.; Burns, Catherine E.; Tambling, Craig J.; Amendola, Elizabeth; Buis, Greg M.; Govender, Navashni; Nelson, Victoria; Thompson, Dave I.; Zinn, Andrew D.; Smith, Melinda D.",,"Burkepile, Deron E. (Florida International University); Burns, Catherine E. (); Tambling, Craig J. (University of Pretoria; Nelson Mandela University); Amendola, Elizabeth (Yale University); Buis, Greg M. (Colorado State University); Govender, Navashni (Scientific Services); Nelson, Victoria (Yale University); Thompson, Dave I. (National Research Foundation; University of KwaZulu-Natal); Zinn, Andrew D. (University of KwaZulu-Natal); Smith, Melinda D. (Colorado State University)",31,14,,5.07,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/ES13-00078.1,https://app.dimensions.ai/details/publication/pub.1024855635,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
68,400,pub.1034019934,10.1038/nbt.2676,23975157,PMC3819121,Predictive functional profiling of microbial communities using 16S rRNA marker gene sequences,Nature Biotechnology,,"Bacteria; Genes, Bacterial; Genetic Markers; High-Throughput Nucleotide Sequencing; Humans; Metagenomics; Microbiota; Phylogeny; RNA, Ribosomal, 16S; Sequence Analysis, DNA",2013-09,2013,31,9,814-821,All OA; Gold,Article,"Langille, Morgan G I; Zaneveld, Jesse; Caporaso, J Gregory; McDonald, Daniel; Knights, Dan; Reyes, Joshua A; Clemente, Jose C; Burkepile, Deron E; Vega Thurber, Rebecca L; Knight, Rob; Beiko, Robert G; Huttenhower, Curtis","Huttenhower, Curtis","Langille, Morgan G I (Dalhousie University); Zaneveld, Jesse (Oregon State University); Caporaso, J Gregory (Northern Arizona University; Argonne National Laboratory); McDonald, Daniel (University of Colorado Boulder); Knights, Dan (University of Minnesota); Reyes, Joshua A (Harvard University); Clemente, Jose C (University of Colorado Boulder); Burkepile, Deron E (Florida International University); Vega Thurber, Rebecca L (Oregon State University); Knight, Rob (University of Colorado Boulder; Howard Hughes Medical Institute); Beiko, Robert G (Dalhousie University); Huttenhower, Curtis (Harvard University; Broad Institute)",2632,1555,123.29,305.07,https://www.nature.com/articles/nbt.2676.pdf,https://app.dimensions.ai/details/publication/pub.1034019934,0605 Microbiology; 0604 Genetics; 06 Biological Sciences,0605 Microbiology,0604 Genetics,06 Biological Sciences,,
69,100,pub.1049997832,10.1111/j.1600-0706.2012.20716.x,,,Comparing aquatic and terrestrial grazing ecosystems: is the grass really greener?,Oikos,,,2013-02,2013,122,2,306-312,Closed,Article,"Burkepile, Deron E.",,"Burkepile, Deron E. (Florida International University)",28,5,,4.01,,https://app.dimensions.ai/details/publication/pub.1049997832,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
70,400,pub.1010063162,10.1890/12-0375.1,23236919,,Temperature‐induced mismatches between consumption and metabolism reduce consumer fitness,Ecology,,"Animals; Eating; Energy Metabolism; Models, Biological; Oxygen Consumption; Sea Urchins; Temperature",2012-11,2012,93,11,2483-2489,Closed,Article,"Lemoine, Nathan P.; Burkepile, Deron E.",,"Lemoine, Nathan P. (); Burkepile, Deron E. ()",82,23,2.51,9.83,,https://app.dimensions.ai/details/publication/pub.1010063162,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
71,200,pub.1022517781,10.1093/jpe/rts020,,,A test of two mechanisms proposed to optimize grassland aboveground primary productivity in response to grazing,Chinese Journal of Plant Ecology,,,2012-10-01,2012,5,4,357-365,All OA; Gold,Article,"Knapp, A. K.; Hoover, D. L.; Blair, J. M.; Buis, G.; Burkepile, D. E.; Chamberlain, A.; Collins, S. L.; Fynn, R. W. S.; Kirkman, K. P.; Smith, M. D.; Blake, D.; Govender, N.; O'Neal, P.; Schreck, T.; Zinn, A.",,"Knapp, A. K. (Colorado State University); Hoover, D. L. (Colorado State University); Blair, J. M. (Kansas State University); Buis, G. (Colorado State University); Burkepile, D. E. (); Chamberlain, A. (Colorado State University); Collins, S. L. (); Fynn, R. W. S. (); Kirkman, K. P. (); Smith, M. D. (); Blake, D. (); Govender, N. (Scientific Services); O'Neal, P. (Kansas State University); Schreck, T. (University of California, Irvine); Zinn, A. ()",33,8,,4.92,https://academic.oup.com/jpe/article-pdf/5/4/357/2695177/rts020.pdf,https://app.dimensions.ai/details/publication/pub.1022517781,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
72,400,pub.1034663237,10.1371/journal.pone.0044246,22957055,PMC3434190,"Macroalgae Decrease Growth and Alter Microbial Community Structure of the Reef-Building Coral, Porites astreoides",PLoS ONE,,"Animals; Anthozoa; Coral Reefs; Ecology; Ecosystem; Models, Biological; Population Dynamics; Seasons; Seaweed",2012-09-05,2012,7,9,e44246,All OA; Gold,Article,"Thurber, Rebecca Vega; Burkepile, Deron E.; Correa, Adrienne M. S.; Thurber, Andrew R.; Shantz, Andrew A.; Welsh, Rory; Pritchard, Catharine; Rosales, Stephanie",,"Thurber, Rebecca Vega (Florida International University; Oregon State University); Burkepile, Deron E. (Florida International University); Correa, Adrienne M. S. (Florida International University; Oregon State University); Thurber, Andrew R. (Oregon State University); Shantz, Andrew A. (Florida International University); Welsh, Rory (Florida International University; Oregon State University); Pritchard, Catharine (Florida International University); Rosales, Stephanie (Florida International University; Oregon State University)",61,15,2.09,8.18,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0044246&type=printable,https://app.dimensions.ai/details/publication/pub.1034663237,0602 Ecology; 0502 Environmental Science and Management; 0605 Microbiology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0605 Microbiology,05 Environmental Sciences,06 Biological Sciences
73,100,pub.1038764641,10.1007/s00338-011-0824-5,,,Context-dependent corallivory by parrotfishes in a Caribbean reef ecosystem,Coral Reefs,,,2012-03,2012,31,1,111-120,Closed,Article,"Burkepile, Deron E.","Burkepile, Deron E.","Burkepile, Deron E. (Florida International University)",18,7,,2.57,,https://app.dimensions.ai/details/publication/pub.1038764641,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
74,100,pub.1042164356,10.1111/j.1472-4642.2011.00806.x,,,Phylogenetic isolation increases plant success despite increasing susceptibility to generalist herbivores,Diversity and Distributions,,,2012-01,2012,18,1,1-9,"All OA; Green, Accepted & Submitted",Article,"Parker, John D.; Burkepile, Deron E.; Lajeunesse, Marc J.; Lind, Eric M.",,"Parker, John D. (Smithsonian Environmental Research Center); Burkepile, Deron E. (Florida International University); Lajeunesse, Marc J. (University of South Florida); Lind, Eric M. (Smithsonian Environmental Research Center; University of Minnesota)",26,1,,3.71,https://repository.si.edu/bitstream/handle/10088/17764/serc_Parker_et_al_DIVERSITY___DISTRIBUTIONS_2011.pdf,https://app.dimensions.ai/details/publication/pub.1042164356,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
75,100,pub.1024781531,10.1007/s00338-011-0726-6,,,Feeding complementarity versus redundancy among herbivorous fishes on a Caribbean reef,Coral Reefs,,,2011-06,2011,30,2,351-362,Closed,Article,"Burkepile, D. E.; Hay, M. E.","Burkepile, D. E.","Burkepile, D. E. (Florida International University); Hay, M. E. (Georgia Institute of Technology)",50,10,,5.26,,https://app.dimensions.ai/details/publication/pub.1024781531,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
76,400,pub.1022085889,10.1371/journal.pone.0008963,20126450,PMC2813280,Impact of Herbivore Identity on Algal Succession and Coral Growth on a Caribbean Reef,PLoS ONE,,Animals; Anthozoa; Eukaryota; West Indies,2010-01-29,2010,5,1,e8963,All OA; Gold,Article,"Burkepile, Deron E.; Hay, Mark E.",,"Burkepile, Deron E. (Georgia Institute of Technology; Florida International University); Hay, Mark E. (Georgia Institute of Technology)",97,24,1.29,11.39,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0008963&type=printable,https://app.dimensions.ai/details/publication/pub.1022085889,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
77,200,pub.1071168152,10.3354/meps08142,,,Nutrient versus herbivore control of macroalgal community development and coral growth on a Caribbean reef,Marine Ecology Progress Series,,,2009-09-04,2009,389,,71-84,All OA; Gold,Article,"Burkepile, DE; Hay, ME",,"Burkepile, DE (); Hay, ME ()",67,13,,7.47,https://www.int-res.com/articles/meps2009/389/m389p071.pdf,https://app.dimensions.ai/details/publication/pub.1071168152,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
78,100,pub.1029531478,10.1007/s10021-009-9273-1,,,Controls of Aboveground Net Primary Production in Mesic Savanna Grasslands: An Inter-Hemispheric Comparison,Ecosystems,,,2009-09,2009,12,6,982-995,Closed,Article,"Buis, Greg M.; Blair, John M.; Burkepile, Deron E.; Burns, Catherine E.; Chamberlain, Annikki J.; Chapman, Phillip L.; Collins, Scott L.; Fynn, Richard W. S.; Govender, Navashni; Kirkman, Kevin P.; Smith, Melinda D.; Knapp, Alan K.","Buis, Greg M.","Buis, Greg M. (Colorado State University); Blair, John M. (Kansas State University); Burkepile, Deron E. (Yale University; Florida International University); Burns, Catherine E. (Yale University; University of Maine); Chamberlain, Annikki J. (Colorado State University); Chapman, Phillip L. (Colorado State University); Collins, Scott L. (University of New Mexico); Fynn, Richard W. S. (University of KwaZulu-Natal); Govender, Navashni (Scientific Services); Kirkman, Kevin P. (University of KwaZulu-Natal); Smith, Melinda D. (Yale University); Knapp, Alan K. (Colorado State University)",39,6,,3.45,,https://app.dimensions.ai/details/publication/pub.1029531478,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
79,400,pub.1024363465,10.1073/pnas.0801946105,18845686,PMC2565647,Herbivore species richness and feeding complementarity affect community structure and function on a coral reef,Proceedings of the National Academy of Sciences,,Animals; Anthozoa; Ecosystem; Eukaryota; Feeding Behavior; Population Dynamics; Time Factors,2008-10-21,2008,105,42,16201-16206,All OA; Gold,Article,"Burkepile, Deron E.; Hay, Mark E.",,"Burkepile, Deron E. (Georgia Institute of Technology); Hay, Mark E. (Georgia Institute of Technology)",243,48,3.34,27.09,https://www.pnas.org/content/pnas/105/42/16201.full.pdf,https://app.dimensions.ai/details/publication/pub.1024363465,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
80,100,pub.1107085374,10.1016/b978-0-444-63768-0.00323-1,,,Coral Reefs,,Encyclopedia of Ecology,,2008,2008,,Nature 429 2004,426-438,Closed,Chapter,"Burkepile, D.E.; Hay, M.E.",,"Burkepile, D.E. (Georgia Institute of Technology); Hay, M.E. (Georgia Institute of Technology)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1107085374,0602 Ecology; 0502 Environmental Science and Management; 0699 Other Biological Sciences; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0699 Other Biological Sciences,0501 Ecological Applications,05 Environmental Sciences
81,100,pub.1001741853,10.1016/b978-008045405-4.00323-2,,,Coral Reefs,,Encyclopedia of Ecology,,2008,2008,,Nature4292004,784-796,Closed,Chapter,"Burkepile, D.E.; Hay, M.E.",,"Burkepile, D.E. (Georgia Institute of Technology); Hay, M.E. (Georgia Institute of Technology)",2,0,,0.21,,https://app.dimensions.ai/details/publication/pub.1001741853,0602 Ecology; 0502 Environmental Science and Management; 0699 Other Biological Sciences; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0699 Other Biological Sciences,0501 Ecological Applications,05 Environmental Sciences
82,400,pub.1045159619,10.1007/s00442-007-0801-4,17636334,,Predator release of the gastropod Cyphoma gibbosum increases predation on gorgonian corals,Oecologia,,Animals; Anthozoa; Ecosystem; Fishes; Gastropoda; Population Dynamics; Predatory Behavior,2007-11,2007,154,1,167-173,Closed,Article,"Burkepile, Deron E.; Hay, Mark E.","Burkepile, Deron E.","Burkepile, Deron E. (Georgia Institute of Technology; Yale University); Hay, Mark E. (Georgia Institute of Technology)",40,6,0.48,3.34,,https://app.dimensions.ai/details/publication/pub.1045159619,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
83,100,pub.1004047658,10.1111/j.0030-1299.2007.15289.x,,,Stream mosses as chemically‐defended refugia for freshwater macroinvertebrates,Oikos,,,2007-02,2007,116,2,302-312,"All OA; Green, Accepted & Submitted",Article,"Parker, John D.; Burkepile, Deron E.; Collins, Dwight O.; Kubanek, Julia; Hay, Mark E.",,"Parker, John D. (); Burkepile, Deron E. (Georgia Institute of Technology); Collins, Dwight O. (Georgia Institute of Technology); Kubanek, Julia (Georgia Institute of Technology); Hay, Mark E. (Georgia Institute of Technology)",34,2,,2.84,https://repository.si.edu/bitstream/handle/10088/19016/serc_Parker_et_al_OIKOS_2007.pdf,https://app.dimensions.ai/details/publication/pub.1004047658,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
84,400,pub.1038044342,10.1890/0012-9658(2006)87[3128:hvncom]2.0.co;2,17249237,,HERBIVORE VS. NUTRIENT CONTROL OF MARINE PRIMARY PRODUCERS: CONTEXT‐DEPENDENT EFFECTS,Ecology,,Alismatales; Animals; Biomass; Climate; Eukaryota; Feeding Behavior; Fishes; Food Chain; Poaceae; Sea Urchins,2006-12,2006,87,12,3128-3139,Closed,Article,"Burkepile, Deron E.; Hay, Mark E.",,"Burkepile, Deron E. (Georgia Institute of Technology); Hay, Mark E. (Georgia Institute of Technology)",264,46,3.24,27.47,,https://app.dimensions.ai/details/publication/pub.1038044342,0602 Ecology; 0502 Environmental Science and Management; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0607 Plant Biology,05 Environmental Sciences,06 Biological Sciences
85,400,pub.1022012204,10.1890/0012-9658(2006)87[2821:cmcbma]2.0.co;2,17168026,,CHEMICALLY MEDIATED COMPETITION BETWEEN MICROBES AND ANIMALS: MICROBES AS CONSUMERS IN FOOD WEBS,Ecology,,"Animals; Anti-Bacterial Agents; Bacteria; Behavior, Animal; Brachyura; Chloramphenicol; Choice Behavior; Ecosystem; Ether; Feeding Behavior; Fishes; Food Chain; Gastropoda; RNA, Ribosomal, 16S",2006-11,2006,87,11,2821-2831,Closed,Article,"Burkepile, Deron E.; Parker, John D.; Woodson, C. Brock; Mills, Heath J.; Kubanek, Julia; Sobecky, Patricia A.; Hay, Mark E.",,"Burkepile, Deron E. (Georgia Institute of Technology); Parker, John D. (Georgia Institute of Technology); Woodson, C. Brock (Georgia Institute of Technology); Mills, Heath J. (Georgia Institute of Technology); Kubanek, Julia (Georgia Institute of Technology); Sobecky, Patricia A. (Georgia Institute of Technology); Hay, Mark E. (Georgia Institute of Technology)",91,20,1.27,8.37,,https://app.dimensions.ai/details/publication/pub.1022012204,0605 Microbiology; 0602 Ecology; 06 Biological Sciences,0605 Microbiology,0602 Ecology,06 Biological Sciences,,
86,100,pub.1062453909,10.1126/science.1129065,,,"Response to Comment on ""Opposing Effects of Native and Exotic Herbivores on Plant Invasions""",Science,,,2006-07-21,2006,313,5785,298-298,All OA; Gold,Article,"Parker, John D.; Burkepile, Deron E.; Hay, Mark E.",,"Parker, John D. (Cornell University); Burkepile, Deron E. (Georgia Institute of Technology); Hay, Mark E. (Georgia Institute of Technology)",5,1,,0.49,http://science.sciencemag.org/content/313/5785/298.2.full.pdf,https://app.dimensions.ai/details/publication/pub.1062453909,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
87,400,pub.1062453299,10.1126/science.1121407,16527979,,Opposing Effects of Native and Exotic Herbivores on Plant Invasions,Science,,Animals; Biodiversity; Ecology; Ecosystem; Feeding Behavior; Invertebrates; Plant Physiological Phenomena; Vertebrates,2006-03-10,2006,311,5766,1459-1461,"All OA; Green, Accepted & Submitted",Article,"Parker, John D.; Burkepile, Deron E.; Hay, Mark E.",,"Parker, John D. (Georgia Institute of Technology); Burkepile, Deron E. (Georgia Institute of Technology); Hay, Mark E. (Georgia Institute of Technology)",383,47,4.5,39.86,http://www.biology.gatech.edu/people/pdf/hay/pdf/Science/Science (2006) 311 1459-1461.pdf,https://app.dimensions.ai/details/publication/pub.1062453299,0602 Ecology; 0502 Environmental Science and Management; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0607 Plant Biology,05 Environmental Sciences,06 Biological Sciences
