,"""About the data: Exported on Oct 31, 2019. Criteria: Researcher is Chandra J Krintz. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
84,100,pub.1052327773,10.1145/1133956.1133965,,,Task-aware garbage collection in a multi-tasking virtual machine,,Proceedings of the 2006 international symposium on Memory management  - ISMM '06,,2006,2006,,,64-73,Closed,Proceeding,"Soman, Sunil; Daynès, Laurent; Krintz, Chandra",,"Soman, Sunil (University of California, Santa Barbara); Daynès, Laurent (); Krintz, Chandra (University of California, Santa Barbara)",4,1,,0.49,,https://app.dimensions.ai/details/publication/pub.1052327773,17 Psychology and Cognitive Sciences; 1701 Psychology,17 Psychology and Cognitive Sciences,1701 Psychology,,,
85,100,pub.1018180738,10.1145/1176254.1176264,,,"A Run-time, Feedback-based Energy Estimation Model for Embedded Devices",,Proceedings of the 4th international conference on Hardware/software codesign and system synthesis  - CODES+ISSS '06,,2006,2006,,,28-33,"All OA; Green, Published",Proceeding,"Gurun, Selim; Krintz, Chandra",,"Gurun, Selim (University of California, Santa Barbara); Krintz, Chandra (University of California, Santa Barbara)",20,1,,5.86,http://cs.ucsb.edu/~ckrintz/papers/codes06.pdf,https://app.dimensions.ai/details/publication/pub.1018180738,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
86,100,pub.1014299837,10.1007/11942634_49,,,Paravirtualization for HPC Systems,Lecture Notes in Computer Science,Frontiers of High Performance Computing and Networking – ISPA 2006 Workshops,,2006,2006,4331,,474-486,"All OA; Green, Accepted & Submitted",Chapter,"Youseff, Lamia; Wolski, Rich; Gorda, Brent; Krintz, Chandra",,"Youseff, Lamia (University of California, Santa Barbara); Wolski, Rich (University of California, Santa Barbara); Gorda, Brent (); Krintz, Chandra (University of California, Santa Barbara)",68,2,,19.6,https://digital.library.unt.edu/ark:/67531/metadc888253/m2/1/high_res_d/894791.pdf,https://app.dimensions.ai/details/publication/pub.1014299837,08 Information and Computing Sciences; 0803 Computer Software,08 Information and Computing Sciences,0803 Computer Software,,,
87,100,pub.1034720226,10.1145/1071604.1071606,,,"The design, implementation, and evaluation of adaptive code unloading for resource-constrained devices",ACM Transactions on Architecture and Code Optimization,,,2005-06-01,2005,2,2,131-164,"All OA; Green, Accepted & Submitted",Article,"Zhang, Lingli; Krintz, Chandra",,"Zhang, Lingli (University of California, Santa Barbara); Krintz, Chandra (University of California, Santa Barbara)",4,1,,1.09,http://www.cs.ucsb.edu/~ckrintz/papers/taco05.pdf,https://app.dimensions.ai/details/publication/pub.1034720226,08 Information and Computing Sciences; 0803 Computer Software,08 Information and Computing Sciences,0803 Computer Software,,,
88,100,pub.1095435653,10.1109/cgo.2005.26,,,Phase-Aware Remote Profiling,,International Symposium on Code Generation and Optimization,,2005,2005,,,191-202,"All OA; Green, Accepted & Submitted",Proceeding,"Nagpurkar, Priya; Krintz, Chandra; Sherwood, Timothy",,"Nagpurkar, Priya (University of California, Santa Barbara); Krintz, Chandra (University of California, Santa Barbara); Sherwood, Timothy (University of California, Santa Barbara)",18,0,,4.81,http://www.cs.ucsb.edu/~ckrintz/papers/cgo05.pdf,https://app.dimensions.ai/details/publication/pub.1095435653,08 Information and Computing Sciences; 0806 Information Systems; 0803 Computer Software,08 Information and Computing Sciences,0806 Information Systems,0803 Computer Software,,
89,100,pub.1094970435,10.1109/pact.2005.24,,,HPS: Hybrid Profiling Support,,14th International Conference on Parallel Architectures and Compilation Techniques (PACT'05),,2005,2005,,,38-47,Closed,Proceeding,"Mousa, Hussam; Krintz, Chandra",,"Mousa, Hussam (University of California, Santa Barbara); Krintz, Chandra (University of California, Santa Barbara)",9,0,,2.06,,https://app.dimensions.ai/details/publication/pub.1094970435,08 Information and Computing Sciences; 0802 Computation Theory and Mathematics,08 Information and Computing Sciences,0802 Computation Theory and Mathematics,,,
90,100,pub.1094101182,10.1109/ipdps.2005.449,,,"Using Phase Behavior in Scientific Application to Guide Linux Operating System Customization**This work was sponsored, in part, by a grant from the National Science Foundation numbered ST-HEC-0444412.",,19th IEEE International Parallel and Distributed Processing Symposium,,2005,2005,,,1-8,Closed,Proceeding,"Krintz, Chandra; Wolski, Rich",,"Krintz, Chandra (University of California, Santa Barbara); Wolski, Rich (University of California, Santa Barbara)",11,1,,2.99,,https://app.dimensions.ai/details/publication/pub.1094101182,08 Information and Computing Sciences; 0803 Computer Software,08 Information and Computing Sciences,0803 Computer Software,,,
91,100,pub.1034026591,10.1007/978-3-540-28641-7_5,,,Online Prediction of Battery Lifetime for Embedded and Mobile Devices,Lecture Notes in Computer Science,Power-Aware Computer Systems,,2005,2005,3164,,57-72,Closed,Chapter,"Wen, Ye; Wolski, Rich; Krintz, Chandra",,"Wen, Ye (University of California, Santa Barbara); Wolski, Rich (University of California, Santa Barbara); Krintz, Chandra (University of California, Santa Barbara)",31,3,,8.14,,https://app.dimensions.ai/details/publication/pub.1034026591,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
92,100,pub.1011258618,10.1145/1086228.1086270,,,"AutoDVS: an automatic, general-purpose, dynamic clock scheduling system for hand-held devices",,Proceedings of the 5th ACM international conference on Embedded software  - EMSOFT '05,,2005,2005,,,218-226,Closed,Proceeding,"Gurun, Selim; Krintz, Chandra",,"Gurun, Selim (University of California, Santa Barbara); Krintz, Chandra (University of California, Santa Barbara)",8,0,,2.12,,https://app.dimensions.ai/details/publication/pub.1011258618,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0803 Computer Software; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0803 Computer Software,0806 Information Systems,
93,200,pub.1063176429,10.1145/998300.997186,,,Adaptive code unloading for resource-constrained JVMs,ACM SIGPLAN Notices,,,2004-07-11,2004,39,7,155,"All OA; Green, Accepted & Submitted",Article,"Zhang, Lingli; Krintz, Chandra",,"Zhang, Lingli (); Krintz, Chandra ()",2,0,,,http://www.cs.ucsb.edu/~ckrintz/papers/final-lctes04.pdf.gz,https://app.dimensions.ai/details/publication/pub.1063176429,,,,,,
94,100,pub.1044702282,10.1145/1029873.1029880,,,Dynamic selection of application-specific garbage collectors,,Proceedings of the 4th international symposium on Memory management  - ISMM '04,,2004,2004,,,49-60,"All OA; Green, Published",Proceeding,"Soman, Sunil; Krintz, Chandra; Bacon, David F.",,"Soman, Sunil (University of California, Santa Barbara); Krintz, Chandra (University of California, Santa Barbara); Bacon, David F. (IBM Research – Thomas J. Watson Research Center)",41,0,,11.69,http://www.cs.ucsb.edu/~ckrintz/papers/p22-soman.pdf,https://app.dimensions.ai/details/publication/pub.1044702282,08 Information and Computing Sciences; 0803 Computer Software,08 Information and Computing Sciences,0803 Computer Software,,,
95,100,pub.1041582515,10.1145/997163.997186,,,Adaptive code unloading for resource-constrained JVMs,ACM SIGPLAN Notices,"Proceedings of the 2004 ACM SIGPLAN/SIGBED conference on Languages, compilers, and tools  - LCTES '04",,2004,2004,39,7,155-164,"All OA; Green, Accepted & Submitted",Proceeding,"Zhang, Lingli; Krintz, Chandra",,"Zhang, Lingli (University of California, Santa Barbara); Krintz, Chandra (University of California, Santa Barbara)",15,0,,4.28,http://www.cs.ucsb.edu/~ckrintz/papers/final-lctes04.pdf.gz,https://app.dimensions.ai/details/publication/pub.1041582515,08 Information and Computing Sciences; 0803 Computer Software,08 Information and Computing Sciences,0803 Computer Software,,,
96,100,pub.1035363011,10.1145/1013235.1013292,,,Application-level prediction of battery dissipation,,Proceedings of the 2004 international symposium on Low power electronics and design  - ISLPED '04,,2004,2004,,,224-229,"All OA; Green, Published",Proceeding,"Krintz, Chandra; Wen, Ye; Wolski, Rich",,"Krintz, Chandra (University of California, Santa Barbara); Wen, Ye (University of California, Santa Barbara); Wolski, Rich (University of California, Santa Barbara)",28,3,,7.98,http://www.cs.ucsb.edu/~ckrintz/papers/islped04.pdf,https://app.dimensions.ai/details/publication/pub.1035363011,08 Information and Computing Sciences; 0803 Computer Software,08 Information and Computing Sciences,0803 Computer Software,,,
97,100,pub.1004657488,10.1145/990064.990068,,,NWSLite: a light-weight prediction utility for mobile devices,,"Proceedings of the 2nd international conference on Mobile systems, applications, and services  - MobiSYS '04",,2004,2004,,,2-11,Closed,Proceeding,"Gurun, Selim; Krintz, Chandra; Wolski, Rich",,"Gurun, Selim (University of California, Santa Barbara); Krintz, Chandra (University of California, Santa Barbara); Wolski, Rich (University of California, Santa Barbara)",34,4,,8.36,,https://app.dimensions.ai/details/publication/pub.1004657488,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
98,100,pub.1094122999,10.1109/cgo.2003.1191534,,,Coupling On-Line and Off-Line Profile Information to Improve Program Performance,,"International Symposium on Code Generation and Optimization, 2003. CGO 2003.",,2003,2003,,,69-78,"All OA; Green, Accepted & Submitted",Proceeding,"Krintz, Chandra",,"Krintz, Chandra (University of California, Santa Barbara)",11,0,,1.32,http://www.cs.ucsb.edu/~ckrintz/papers/krintzcgo03.pdf,https://app.dimensions.ai/details/publication/pub.1094122999,17 Psychology and Cognitive Sciences; 1701 Psychology,17 Psychology and Cognitive Sciences,1701 Psychology,,,
99,100,pub.1093510079,10.1109/itcc.2003.1197523,,,ACE: A Resource-Aware Adaptive Compression Environment,,Proceedings ITCC 2003. International Conference on Information Technology: Coding and Computing,,2003,2003,,,183-188,"All OA; Green, Accepted & Submitted",Proceeding,"Sucu, Sezgin; Krintz, Chandra",,"Sucu, Sezgin (University of California, Santa Barbara); Krintz, Chandra (University of California, Santa Barbara)",10,0,,2.43,http://cs.ucsb.edu/~ckrintz/papers/ace.pdf,https://app.dimensions.ai/details/publication/pub.1093510079,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
100,100,pub.1027104110,10.1002/spe.384,,,Reducing the overhead of dynamic compilation,Software Practice and Experience,,,2001-07-10,2001,31,8,717-738,"All OA; Green, Accepted & Submitted",Article,"Krintz, Chandra J.; Grove, David; Sarkar, Vivek; Calder, Brad",,"Krintz, Chandra J. (University of California, San Diego); Grove, David (IBM Research – Thomas J. Watson Research Center); Sarkar, Vivek (IBM Research – Thomas J. Watson Research Center); Calder, Brad (University of California, San Diego)",27,2,,6.99,http://www.cse.ucsd.edu/~calder/papers/SPE-01-DynComp.pdf,https://app.dimensions.ai/details/publication/pub.1027104110,08 Information and Computing Sciences; 0803 Computer Software,08 Information and Computing Sciences,0803 Computer Software,,,
101,100,pub.1030834993,10.1002/cpe.580,,,Using JavaNws to compare C and Java TCP‐Socket performance,Concurrency and Computation Practice and Experience,,,2001-07,2001,13,8‐9,815-839,"All OA; Green, Accepted & Submitted",Article,"Krintz, Chandra; Wolski, Rich",,"Krintz, Chandra (University of California, San Diego); Wolski, Rich (University of Tennessee at Knoxville)",3,0,,0.77,http://www-cse.ucsd.edu/~ckrintz/./papers/candjava.ps.gz,https://app.dimensions.ai/details/publication/pub.1030834993,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
102,100,pub.1014345063,10.1145/381694.378831,,,Using annotations to reduce dynamic optimization time,ACM SIGPLAN Notices,,,2001-05-01,2001,36,5,156-167,"All OA; Green, Accepted & Submitted",Article,"Krintz, Chandra; Calder, Brad",,"Krintz, Chandra (University of California, San Diego); Calder, Brad (University of California, San Diego)",20,1,,5.18,http://www.cse.ucsd.edu/~calder/papers/PLDI-01-Annot.pdf,https://app.dimensions.ai/details/publication/pub.1014345063,08 Information and Computing Sciences; 0803 Computer Software,08 Information and Computing Sciences,0803 Computer Software,,,
103,200,pub.1099052614,10.1145/378795.378831,,,Using annotations to reduce dynamic optimization time,,Proceedings of the ACM SIGPLAN 2001 conference on Programming language design and implementation  - PLDI '01,,2001,2001,,,156-167,"All OA; Green, Accepted & Submitted",Proceeding,"Krintz, Chandra; Calder, Brad",,"Krintz, Chandra (); Calder, Brad ()",29,0,,,http://www.cse.ucsd.edu/~calder/papers/PLDI-01-Annot.pdf,https://app.dimensions.ai/details/publication/pub.1099052614,,,,,,
104,100,pub.1095388282,10.1109/hpdc.2001.945195,,,Reducing delay with dynamic selection of compression formats,,Proceedings 10th IEEE International Symposium on High Performance Distributed Computing,,2001,2001,,,266-277,"All OA; Green, Accepted & Submitted",Proceeding,"Krintz, Chandra; Calder, Brad",,"Krintz, Chandra (University of California, San Diego); Calder, Brad (University of California, San Diego)",10,0,,1.99,http://www.cs.ucsb.edu/~ckrintz/papers/HPDC-01-DynComp.pdf,https://app.dimensions.ai/details/publication/pub.1095388282,08 Information and Computing Sciences; 0802 Computation Theory and Mathematics,08 Information and Computing Sciences,0802 Computation Theory and Mathematics,,,
105,100,pub.1093908114,10.1109/ccgrid.2001.923220,,,NwsAlarm: a Tool for Accurately Detecting Resource Performance Degradation.**This work was sponsored by the NASA Information Power Grid project and NASA Ames Research Center.,,Proceedings First IEEE/ACM International Symposium on Cluster Computing and the Grid,,2001,2001,,,404-413,"All OA; Green, Accepted & Submitted",Proceeding,"Krintz, Chandra; Wolski, Rich",,"Krintz, Chandra (); Wolski, Rich (University of Tennessee at Knoxville)",0,0,,0,http://cs.ucsb.edu/~ckrintz/papers/ccgrid01.pdf,https://app.dimensions.ai/details/publication/pub.1093908114,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
106,200,pub.1003356325,10.1145/337449.337517,,,JavaNws: the network weather service for the desktop,,Proceedings of the ACM 2000 conference on Java Grande  - JAVA '00,,2000,2000,,,116-125,Closed,Proceeding,"Krintz, Chandra; Wolski, Rich",,"Krintz, Chandra (University of California, San Diego); Wolski, Rich (University of Tennessee at Knoxville)",3,0,,,,https://app.dimensions.ai/details/publication/pub.1003356325,,,,,,
107,200,pub.1063167987,10.1145/320385.320412,,,Reducing transfer delay using Java class file splitting and prefetching,ACM SIGPLAN Notices,,,1999-10-01,1999,34,10,276-291,"All OA; Green, Accepted & Submitted",Article,"Calder, Brad; Krintz, Chandra; Hölzle, Urs",,"Calder, Brad (); Krintz, Chandra (); Hölzle, Urs ()",3,0,,,http://www-cse.ucsd.edu/users/ckrintz/papers/OOPSLA-99-Split-Prefetch.ps.Z,https://app.dimensions.ai/details/publication/pub.1063167987,,,,,,
108,200,pub.1021636905,10.1145/331532.331538,,,Running EveryWare on the computational grid,,Proceedings of the 1999 ACM/IEEE conference on Supercomputing (CDROM)  - Supercomputing '99,,1999,1999,,,6,"All OA; Green, Accepted & Submitted",Proceeding,"Wolski, Rich; Brevik, John; Krintz, Chandra; Obertelli, Graziano; Spring, Neil; Su, Alan",,"Wolski, Rich (University of Tennessee System); Brevik, John (University of California, Berkeley); Krintz, Chandra (University of California, San Diego); Obertelli, Graziano (University of California, San Diego); Spring, Neil (University of Washington); Su, Alan (University of California, San Diego)",15,0,,,http://www.cs.utk.edu/~rich/publications/ev-sc99.ps,https://app.dimensions.ai/details/publication/pub.1021636905,,,,,,
109,100,pub.1049393549,10.1145/320384.320412,,,Reducing transfer delay using Java class file splitting and prefetching,ACM SIGPLAN Notices,"Proceedings of the 14th ACM SIGPLAN conference on Object-oriented programming, systems, languages, and applications  - OOPSLA '99",,1999,1999,34,10,276-291,"All OA; Green, Accepted & Submitted",Proceeding,"Calder, Brad; Krintz, Chandra; Hölzle, Urs",,"Calder, Brad (University of California, San Diego); Krintz, Chandra (University of California, San Diego); Hölzle, Urs (University of California, Santa Barbara)",23,0,,,http://www-cse.ucsd.edu/users/ckrintz/papers/OOPSLA-99-Split-Prefetch.ps.Z,https://app.dimensions.ai/details/publication/pub.1049393549,08 Information and Computing Sciences; 0803 Computer Software,08 Information and Computing Sciences,0803 Computer Software,,,
110,200,pub.1063169836,10.1145/384265.291040,,,Overlapping execution with transfer using non-strict execution for mobile programs,ACM SIGOPS Operating Systems Review,,,1998-12-01,1998,32,5,159-169,"All OA; Green, Accepted & Submitted",Article,"Krintz, Chandra; Calder, Brad; Lee, Han Bok; Zorn, Benjamin G.",,"Krintz, Chandra (); Calder, Brad (); Lee, Han Bok (); Zorn, Benjamin G. ()",0,0,,,http://www.cs.ucsb.edu/~ckrintz/papers/ASPLOS-98-Mobile.ps.gz,https://app.dimensions.ai/details/publication/pub.1063169836,,,,,,
111,200,pub.1063169834,10.1145/384265.291036,,,Cache-conscious data placement,ACM SIGOPS Operating Systems Review,,,1998-12-01,1998,32,5,139-149,"All OA; Green, Published",Article,"Calder, Brad; Krintz, Chandra; John, Simmi; Austin, Todd",,"Calder, Brad (); Krintz, Chandra (); John, Simmi (); Austin, Todd ()",1,0,,,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.37.6485&rep=rep1&type=pdf,https://app.dimensions.ai/details/publication/pub.1063169834,,,,,,
112,200,pub.1063166377,10.1145/291006.291036,,,Cache-conscious data placement,ACM SIGPLAN Notices,,,1998-11-01,1998,33,11,139-149,"All OA; Green, Accepted & Submitted",Article,"Calder, Brad; Krintz, Chandra; John, Simmi; Austin, Todd",,"Calder, Brad (); Krintz, Chandra (); John, Simmi (); Austin, Todd ()",18,3,,,http://www.cs.umd.edu/class/spring1999/cmsc732/papers/calder-asplos98.ps,https://app.dimensions.ai/details/publication/pub.1063166377,,,,,,
113,100,pub.1052428001,10.1145/291006.291040,,,Overlapping execution with transfer using non-strict execution for mobile programs,ACM SIGPLAN Notices,,,1998-11-01,1998,33,11,159-169,"All OA; Green, Accepted & Submitted",Article,"Krintz, Chandra; Calder, Brad; Lee, Han Bok; Zorn, Benjamin G.",,"Krintz, Chandra (University of California, San Diego); Calder, Brad (University of California, San Diego); Lee, Han Bok (); Zorn, Benjamin G. ()",7,0,,,http://www.cs.ucsb.edu/~ckrintz/papers/ASPLOS-98-Mobile.ps.gz,https://app.dimensions.ai/details/publication/pub.1052428001,1005 Communications Technologies; 10 Technology,1005 Communications Technologies,10 Technology,,,
114,200,pub.1098929075,10.1145/291069.291040,,,Overlapping execution with transfer using non-strict execution for mobile programs,,Proceedings of the eighth international conference on Architectural support for programming languages and operating systems  - ASPLOS-VIII,,1998,1998,,,159-169,"All OA; Green, Accepted & Submitted",Proceeding,"Krintz, Chandra; Calder, Brad; Lee, Han Bok; Zorn, Benjamin G.",,"Krintz, Chandra (); Calder, Brad (); Lee, Han Bok (); Zorn, Benjamin G. ()",16,0,,,http://www.cs.ucsb.edu/~ckrintz/papers/ASPLOS-98-Mobile.ps.gz,https://app.dimensions.ai/details/publication/pub.1098929075,,,,,,
115,100,pub.1038382135,10.1145/291069.291036,,,Cache-conscious data placement,ACM SIGPLAN Notices,Proceedings of the eighth international conference on Architectural support for programming languages and operating systems  - ASPLOS-VIII,,1998,1998,33,11,139-149,"All OA; Green, Accepted & Submitted",Proceeding,"Calder, Brad; Krintz, Chandra; John, Simmi; Austin, Todd",,"Calder, Brad (University of California, San Diego); Krintz, Chandra (University of California, San Diego); John, Simmi (University of California, San Diego); Austin, Todd ()",122,2,,,http://www.cs.umd.edu/class/spring1999/cmsc732/papers/calder-asplos98.ps,https://app.dimensions.ai/details/publication/pub.1038382135,08 Information and Computing Sciences; 0803 Computer Software,08 Information and Computing Sciences,0803 Computer Software,,,
