,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Konstadinos G Goulias. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
72,100,pub.1104193728,10.1177/0361198105192600116,,,Simulation of Daily Activity Patterns Incorporating Interactions within Households,Transportation Research Record Journal of the Transportation Research Board,,,2005-01,2005,1926,1,135-141,Closed,Article,"Přibyl, Ondřej; Goulias, Konstadinos G.",,"Přibyl, Ondřej (Czech Technical University in Prague); Goulias, Konstadinos G. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1104193728,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
73,200,pub.1090077128,10.1016/b978-008044680-6/50026-x,,,"Behavioral Dynamics in Activity Participation, Travel, and Information and Communications Technology",,Transportation and Traffic Theory,,2005,2005,,,467-486,Closed,Chapter,"Goulias, Konstadinos G.; Kim, Tae-Gyu",,"Goulias, Konstadinos G. (); Kim, Tae-Gyu ()",2,0,,,,https://app.dimensions.ai/details/publication/pub.1090077128,,,,,,
74,200,pub.1090075746,10.1016/b978-008044581-6/50017-x,,,An Analysis of Activity Type Classification and Issues Related to the With Whom and For Whom Questions of an Activity Diary,,Progress in Activity-Based Analysis,,2005,2005,,,309-334,Closed,Chapter,"Goulias, Konstadinos G.; Kim, Tae-Gyu",,"Goulias, Konstadinos G. (); Kim, Tae-Gyu ()",18,2,,,,https://app.dimensions.ai/details/publication/pub.1090075746,,,,,,
75,200,pub.1090075735,10.1016/b978-008044581-6/50006-5,,,Simulation of Daily Activity Patterns,,Progress in Activity-Based Analysis,,2005,2005,,,43-65,Closed,Chapter,"Pribyl, Ondrej; Goulias, Konstadinos G.",,"Pribyl, Ondrej (); Goulias, Konstadinos G. ()",12,0,,,,https://app.dimensions.ai/details/publication/pub.1090075735,,,,,,
76,100,pub.1071041268,10.3141/1864-15,,,Role of Transportation in Regional Economic Efficiency in Bangladesh: Data Envelopment Analysis,Transportation Research Record Journal of the Transportation Research Board,,,2004-01,2004,1864,1,112-120,Closed,Article,"Alam, Jobair B.; Sikder, Saiyid H.; Goulias, K. G.",,"Alam, Jobair B. (Bangladesh University of Engineering and Technology); Sikder, Saiyid H. (Pennsylvania State University); Goulias, K. G. (Pennsylvania State University; University of California, Santa Barbara)",3,0,,0.47,,https://app.dimensions.ai/details/publication/pub.1071041268,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
77,100,pub.1044849333,10.1080/15472450490437717,,,A Longitudinal Analysis of Awareness and Use for Advanced Traveler Information Systems,Journal of Intelligent Transportation Systems,,,2004-01,2004,8,1,3-17,Closed,Article,"GOULIAS, KONSTADINOS G.; KIM, TAE-GYU; PRIBYL, ONDREJ",,"GOULIAS, KONSTADINOS G. (Pennsylvania State University); KIM, TAE-GYU (Pennsylvania State University); PRIBYL, ONDREJ (Pennsylvania State University)",14,1,,2.08,,https://app.dimensions.ai/details/publication/pub.1044849333,"0102 Applied Mathematics; 01 Mathematical Sciences; 1507 Transportation and Freight Services; 15 Commerce, Management, Tourism and Services",0102 Applied Mathematics,01 Mathematical Sciences,1507 Transportation and Freight Services,"15 Commerce, Management, Tourism and Services",
78,200,pub.1043630240,10.1108/9781786359551-018,,,On the Role of Qualitative Methods in Travel Surveys Acknowledgments,,Transport Survey Quality and Innovation,,2003-05-16,2003,,Issue books/2003/9781786359551/9781786359551/20160211-01,319-329,Closed,Chapter,"Goulias, Konstadinos G.",,"Goulias, Konstadinos G. (Pennsylvania State University)",7,0,,,,https://app.dimensions.ai/details/publication/pub.1043630240,,,,,,
79,100,pub.1071041091,10.3141/1854-20,,,Application of Adaptive Neuro-Fuzzy Inference System to Analysis of Travel Behavior,Transportation Research Record Journal of the Transportation Research Board,,,2003-01,2003,1854,1,180-188,Closed,Article,"Prˇibyl, Ondrˇej; Goulias, Konstadinos G.",,"Prˇibyl, Ondrˇej (Pennsylvania State University); Goulias, Konstadinos G. (Pennsylvania State University)",7,0,,1.15,,https://app.dimensions.ai/details/publication/pub.1071041091,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
80,200,pub.1046098133,10.1201/9781420042283.ch8,,,Statistical and Econometric Data Analysis,New Directions in Civil Engineering,Transportation Systems Planning,,2002-12-26,2002,20026459,,,Closed,Chapter,"Goulias, Konstadinos",,"Goulias, Konstadinos ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1046098133,,,,,,
81,200,pub.1028863337,10.1201/9781420042283.ch9,,,Multilevel Statistical Models,New Directions in Civil Engineering,Transportation Systems Planning,,2002-12-26,2002,20026459,,,Closed,Chapter,"Goulias, Konstadinos",,"Goulias, Konstadinos ()",5,1,,,,https://app.dimensions.ai/details/publication/pub.1028863337,,,,,,
82,200,pub.1015652710,10.1201/9781420042283.ch1,,,Transportation Systems Planning,New Directions in Civil Engineering,Transportation Systems Planning,,2002-12-26,2002,20026459,,,Closed,Chapter,"Goulias, Konstadinos",,"Goulias, Konstadinos ()",8,1,,,,https://app.dimensions.ai/details/publication/pub.1015652710,,,,,,
83,200,pub.1007610505,10.1201/9781420042283.ch14,,,Demographic Microsimulation with DEMOS 2000,New Directions in Civil Engineering,Transportation Systems Planning,,2002-12-26,2002,20026459,,,Closed,Chapter,"Sundararajan, Ashok; Goulias, Konstadinos",,"Sundararajan, Ashok (); Goulias, Konstadinos ()",5,0,,,,https://app.dimensions.ai/details/publication/pub.1007610505,,,,,,
84,200,pub.1005881800,10.1201/9781420042283.ch16,,,Centre SIM,New Directions in Civil Engineering,Transportation Systems Planning,,2002-12-26,2002,20026459,,,Closed,Chapter,"Kuhnau, JoNette; Goulias, Konstadinos",,"Kuhnau, JoNette (); Goulias, Konstadinos ()",2,0,,,,https://app.dimensions.ai/details/publication/pub.1005881800,,,,,,
85,200,pub.1038508049,10.1023/a:1012909228433,,,Time use and activity perspectives in travel behavior research,Transportation,,,2002-02,2002,29,1,1-4,Closed,Article,"Pendyala, Ram M.; Goulias, Konstadinos G.",,"Pendyala, Ram M. (University of South Florida); Goulias, Konstadinos G. (Pennsylvania State University)",35,1,,5.75,,https://app.dimensions.ai/details/publication/pub.1038508049,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
86,100,pub.1021205390,10.1023/a:1012973004152,,,Multilevel analysis of daily time use and time allocation to activity types accounting for complex covariance structures using correlated random effects,Transportation,,,2002-02,2002,29,1,31-48,Closed,Article,"Goulias, Konstadinos G.",,"Goulias, Konstadinos G. (Pennsylvania State University)",39,3,,6.4,,https://app.dimensions.ai/details/publication/pub.1021205390,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
87,100,pub.1071040213,10.3141/1807-10,,,Travel Behavior Analysis of South Perth Individualized Marketing Intervention,Transportation Research Record Journal of the Transportation Research Board,,,2002-01,2002,1807,1,77-86,Closed,Article,"Goulias, Konstadinos G.; Broeg, Werner W.; James, Bruce; Graham, Colin",,"Goulias, Konstadinos G. (Pennsylvania State University); Broeg, Werner W. (Socialdata (Germany)); James, Bruce (); Graham, Colin ()",4,0,,0.66,,https://app.dimensions.ai/details/publication/pub.1071040213,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
88,100,pub.1024311652,10.1016/s0191-2615(00)00038-2,,,Nonparametric identification of daily activity durations using kernel density estimators,Transportation Research Part B Methodological,,,2002-01,2002,36,1,59-82,Closed,Article,"Kharoufeh, Jeffrey P.; Goulias, Konstadinos G.","Goulias, Konstadinos G.","Kharoufeh, Jeffrey P. (Pennsylvania State University); Goulias, Konstadinos G. (Pennsylvania State University)",16,1,,3.61,,https://app.dimensions.ai/details/publication/pub.1024311652,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
89,200,pub.1090076628,10.1016/b978-008044044-6/50024-3,,,Forecasting the Inputs to Dynamic Model Systems,,In Perpetual Motion,,2002,2002,,,481-503,Closed,Chapter,"Goulias, Konstadinos G.",,"Goulias, Konstadinos G. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1090076628,,,,,,
90,100,pub.1071039802,10.3141/1780-15,,,Analysis of the Resident Component in PennPlan’s Public Involvement Survey: Survey Overview and Item Nonresponse Selectivity Issues,Transportation Research Record Journal of the Transportation Research Board,,,2001-01,2001,1780,1,145-154,Closed,Article,"Kim, Tae-Gyu; Koza, Sandy A.; Goulias, Konstadinos G.",,"Kim, Tae-Gyu (Pennsylvania State University); Koza, Sandy A. (); Goulias, Konstadinos G. (Pennsylvania State University)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1071039802,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
91,100,pub.1071039306,10.3141/1752-21,,,Travel Behavior Implications of Information and Communications Technology in Puget Sound Region,Transportation Research Record Journal of the Transportation Research Board,,,2001-01,2001,1752,1,157-165,Closed,Article,"Viswanathan, Krishnan; Goulias, Konstadinos G.",,"Viswanathan, Krishnan (); Goulias, Konstadinos G. (Pennsylvania State University)",20,1,,3.52,,https://app.dimensions.ai/details/publication/pub.1071039306,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
92,100,pub.1071039289,10.3141/1752-04,,,Multilevel Analysis of Activity and Travel Patterns: Accounting for Person- and Household-Specific Observed and Unobserved Effects Simultaneously,Transportation Research Record Journal of the Transportation Research Board,,,2001-01,2001,1752,1,23-31,Closed,Article,"Goulias, Konstadinos G.; Kim, Tae-Gyu",,"Goulias, Konstadinos G. (Pennsylvania State University); Kim, Tae-Gyu (Pennsylvania State University)",9,1,,1.58,,https://app.dimensions.ai/details/publication/pub.1071039289,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
93,100,pub.1071038892,10.3141/1725-01,,,Framework for the Analysis of Grocery Teleshopping,Transportation Research Record Journal of the Transportation Research Board,,,2000-01,2000,1725,1,1-8,Closed,Article,"Marker, John T.; Goulias, Konstadinos",,"Marker, John T. (Pennsylvania State University); Goulias, Konstadinos (Pennsylvania State University)",13,2,,2.53,,https://app.dimensions.ai/details/publication/pub.1071038892,"1503 Business and Management; 15 Commerce, Management, Tourism and Services",1503 Business and Management,"15 Commerce, Management, Tourism and Services",,,
94,100,pub.1071038808,10.3141/1719-12,,,Use of Traveler Information in the Puget Sound Region: Preliminary Multivariate Analysis,Transportation Research Record Journal of the Transportation Research Board,,,2000-01,2000,1719,1,94-102,Closed,Article,"Viswanathan, Krishnan; Goulias, Konstadinos G.; Jovanis, Paul P.",,"Viswanathan, Krishnan (Pennsylvania State University); Goulias, Konstadinos G. (Pennsylvania State University); Jovanis, Paul P. (Pennsylvania State University)",8,1,,1.38,,https://app.dimensions.ai/details/publication/pub.1071038808,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
95,100,pub.1020652463,10.1016/s0191-2615(99)00005-3,,,Longitudinal analysis of activity and travel pattern dynamics using generalized mixed Markov latent class models,Transportation Research Part B Methodological,,,1999-11,1999,33,8,535-558,Closed,Article,"Goulias, Konstadinos G","Goulias, Konstadinos G","Goulias, Konstadinos G (Pennsylvania State University)",41,11,,,,https://app.dimensions.ai/details/publication/pub.1020652463,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
96,100,pub.1071038100,10.3141/1676-11,,,Application of Poisson Regression Models to Activity Frequency Analysis and Prediction,Transportation Research Record Journal of the Transportation Research Board,,,1999-01,1999,1676,1,86-94,Closed,Article,"Ma, June; Goulias, Konstadinos G.",,"Ma, June (); Goulias, Konstadinos G. (Pennsylvania State University)",32,2,,,,https://app.dimensions.ai/details/publication/pub.1071038100,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
97,100,pub.1071038099,10.3141/1676-10,,,Exploratory Longitudinal Analysis of Solo and Joint Trip Making Using the Puget Sound Transportation Panel,Transportation Research Record Journal of the Transportation Research Board,,,1999-01,1999,1676,1,77-85,Closed,Article,"Chandrasekharan, Balasubramanian; Goulias, Konstadinos G.",,"Chandrasekharan, Balasubramanian (Pennsylvania State University); Goulias, Konstadinos G. (Pennsylvania State University)",20,0,,,,https://app.dimensions.ai/details/publication/pub.1071038099,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
98,100,pub.1071037884,10.3141/1660-12,,,Dynamic Emergency Evacuation Management System Using Geographic Information System and Spatiotemporal Models of Behavior,Transportation Research Record Journal of the Transportation Research Board,,,1999-01,1999,1660,1,92-99,Closed,Article,"Alam, Sajjad B.; Goulias, Konstadinos G.",,"Alam, Sajjad B. (); Goulias, Konstadinos G. (Pennsylvania State University)",11,1,,,,https://app.dimensions.ai/details/publication/pub.1071037884,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
99,100,pub.1071037598,10.3141/1645-11,,,Perceptions in Mode Choice Using Situational Approach “Trip-by-Trip Multivariate Analysis for Public Transportation”,Transportation Research Record Journal of the Transportation Research Board,,,1998-01,1998,1645,1,82-93,Closed,Article,"Goulias, Konstadinos; Brog, Werner; Erl, Erhard",,"Goulias, Konstadinos (Pennsylvania State University); Brog, Werner (Socialdata (Germany)); Erl, Erhard (Socialdata (Germany))",6,0,,,,https://app.dimensions.ai/details/publication/pub.1071037598,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
100,100,pub.1071037303,10.3141/1625-15,,,Truck Traffic Prediction Using Quick Response Freight Model Under Different Degrees of Geographic Resolution: Geographic Information System Application in Pennsylvania,Transportation Research Record Journal of the Transportation Research Board,,,1998-01,1998,1625,1,118-123,Closed,Article,"Marker, John T.; Goulias, Konstadinos G.",,"Marker, John T. (Pennsylvania State University); Goulias, Konstadinos G. (Pennsylvania State University)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1071037303,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
101,100,pub.1071037289,10.3141/1625-01,,,Design of Automatic Comprehensive Traffic Data Management System for Pennsylvania,Transportation Research Record Journal of the Transportation Research Board,,,1998-01,1998,1625,1,1-11,"All OA; Green, Accepted & Submitted",Article,"Chung, Jin-Hyuk; Viswanathan, Krishnan; Goulias, Konstadinos G.",,"Chung, Jin-Hyuk (Chung-Ang University; Pennsylvania State University); Viswanathan, Krishnan (Pennsylvania State University); Goulias, Konstadinos G. (Pennsylvania State University)",0,0,,,https://escholarship.org/content/qt6sx7s7rn/qt6sx7s7rn.pdf?t=lnry2n,https://app.dimensions.ai/details/publication/pub.1071037289,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
102,100,pub.1041773568,10.1016/s0965-8564(96)00029-8,,,Systematic self-selection and sample weight creation in panel surveys: The Puget Sound Transportation Panel case,Transportation Research Part A Policy and Practice,,,1997-09,1997,31,5,365-377,Closed,Article,"Ma, Jun; Goulias, Konstadinos G.","Goulias, Konstadinos G.","Ma, Jun (Pennsylvania State University); Goulias, Konstadinos G. (Pennsylvania State University)",5,0,,,,https://app.dimensions.ai/details/publication/pub.1041773568,"12 Built Environment and Design; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning; 15 Commerce, Management, Tourism and Services",12 Built Environment and Design,1507 Transportation and Freight Services,1205 Urban and Regional Planning,"15 Commerce, Management, Tourism and Services",
103,100,pub.1071037050,10.3141/1607-04,,,Travel Demand Forecasting Using Microsimulation: Initial Results from Case Study in Pennsylvania,Transportation Research Record Journal of the Transportation Research Board,,,1997-01,1997,1607,1,24-30,Closed,Article,"Chung, Jin-Hyuk; Goulias, Konstadinos G.",,"Chung, Jin-Hyuk (Chung-Ang University); Goulias, Konstadinos G. (Pennsylvania State University)",9,0,,,,https://app.dimensions.ai/details/publication/pub.1071037050,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
104,100,pub.1031626170,10.1007/978-1-4757-2642-8_13,,,A Dynamic Microsimulation Model System for Regional Travel Demand Forecasting,"Transportation Research, Economics and Policy",Panels for Transportation Planning,,1997,1997,,,321-348,Closed,Chapter,"Goulias, Konstadinos G.; Kitamura, Ryuichi",,"Goulias, Konstadinos G. (Pennsylvania State University); Kitamura, Ryuichi (Kyoto University)",11,0,,,,https://app.dimensions.ai/details/publication/pub.1031626170,1403 Econometrics; 1402 Applied Economics; 14 Economics,1403 Econometrics,1402 Applied Economics,14 Economics,,
105,200,pub.1071036384,10.3141/1556-09,,,Multivariate Marginal Frequency Analysis of Activity and Travel Patterns in First Four Waves of Puget Sound Transportation Panel,Transportation Research Record Journal of the Transportation Research Board,,,1996-01,1996,1556,,67-76,Closed,Article,"Ma, Jun; Goulias, Konstadinos",,"Ma, Jun (); Goulias, Konstadinos ()",2,0,,,,https://app.dimensions.ai/details/publication/pub.1071036384,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
106,200,pub.1071036288,10.3141/1551-15,,,Access Management Using Geographic Information Systems and Traffic Management Tools in Pennsylvania,Transportation Research Record Journal of the Transportation Research Board,,,1996-01,1996,1551,,114-122,Closed,Article,"Chung, Jin-Hyuk; Goulias, Konstadinos",,"Chung, Jin-Hyuk (); Goulias, Konstadinos ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1071036288,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
107,200,pub.1071036278,10.3141/1551-05,,,Sample Weights for Puget Sound Transportation Panel Using Stratification Anchors in Public Use Microdata Sample and Probabilistic Models for Self-Selection,Transportation Research Record Journal of the Transportation Research Board,,,1996-01,1996,1551,,36-44,Closed,Article,"Ma, Jun; Goulias, Konstadinos",,"Ma, Jun (); Goulias, Konstadinos ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1071036278,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
108,200,pub.1071035845,10.3141/1523-06,,,Predicting Operating Speeds on Low-Speed Urban Streets: Regression and Panel Analysis Approaches,Transportation Research Record Journal of the Transportation Research Board,,,1996-01,1996,1523,,46-54,Closed,Article,"Tarris, Joseph; Poe, Christopher; Mason, John; Goulias, Konstadinos",,"Tarris, Joseph (); Poe, Christopher (); Mason, John (); Goulias, Konstadinos ()",25,3,,,,https://app.dimensions.ai/details/publication/pub.1071035845,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
109,100,pub.1111584177,10.1177/0361198196152300106,,,Predicting Operating Speeds on Low-Speed Urban Streets: Regression and Panel Analysis Approaches,Transportation Research Record Journal of the Transportation Research Board,,,1996-01,1996,1523,1,46-54,Closed,Article,"Tarris, Joseph P.; Poe, Christopher M.; Mason, John M.; Goulias, Konstadinos G.",,"Tarris, Joseph P. (Pennsylvania State University); Poe, Christopher M. (Pennsylvania State University); Mason, John M. (Pennsylvania State University); Goulias, Konstadinos G. (Pennsylvania State University)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1111584177,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
110,100,pub.1106090621,10.1177/0361198196155600109,,,Multivariate Marginal Frequency Analysis of Activity and Travel Patterns in First Four Waves of Puget Sound Transportation Panel,Transportation Research Record Journal of the Transportation Research Board,,,1996-01,1996,1556,1,67-76,Closed,Article,"Ma, Jun; Goulias, Konstadinos G.",,"Ma, Jun (Pennsylvania State University); Goulias, Konstadinos G. (Pennsylvania State University)",2,0,,,,https://app.dimensions.ai/details/publication/pub.1106090621,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
111,100,pub.1106090583,10.1177/0361198196155100115,,,Access Management Using Geographic Information Systems and Traffic Management Tools in Pennsylvania,Transportation Research Record Journal of the Transportation Research Board,,,1996-01,1996,1551,1,114-122,Closed,Article,"Chung, Jin-Hyuk; Goulias, Konstadinos G.",,"Chung, Jin-Hyuk (Pennsylvania State University); Goulias, Konstadinos G. (Pennsylvania State University)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1106090583,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
112,100,pub.1106090573,10.1177/0361198196155100105,,,Sample Weights for Puget Sound Transportation Panel Using Stratification Anchors in Public Use Microdata Sample and Probabilistic Models for Self-Selection,Transportation Research Record Journal of the Transportation Research Board,,,1996-01,1996,1551,1,36-44,Closed,Article,"Ma, Jun; Goulias, Konstadinos G.",,"Ma, Jun (Pennsylvania State University); Goulias, Konstadinos G. (Pennsylvania State University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1106090573,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
113,100,pub.1009449434,10.1007/bf01099438,,,A repeated cross-sectional evaluation of car ownership,Transportation,,,1995-05,1995,22,2,165-184,Closed,Article,"Pendyala, Ram M.; Kostyniuk, Lidia P.; Goulias, Konstadinos G.",,"Pendyala, Ram M. (University of South Florida); Kostyniuk, Lidia P. (); Goulias, Konstadinos G. (Pennsylvania State University)",42,5,,,,https://app.dimensions.ai/details/publication/pub.1009449434,"09 Engineering; 12 Built Environment and Design; 15 Commerce, Management, Tourism and Services; 0905 Civil Engineering; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning",09 Engineering,12 Built Environment and Design,"15 Commerce, Management, Tourism and Services",0905 Civil Engineering,1507 Transportation and Freight Services
114,100,pub.1014404451,10.1016/0965-8564(93)90053-n,,,Development of weights for a choice-based panel survey sample with attrition,Transportation Research Part A Policy and Practice,,,1993-11,1993,27,6,477-492,Closed,Article,"Pendyala, Ram M.; Goulias, Konstadinos G.; Kitamura, Ryuichi; Murakami, Elaine",,"Pendyala, Ram M. (University of Louisiana at Lafayette); Goulias, Konstadinos G. (Pennsylvania State University); Kitamura, Ryuichi (University of California, Davis); Murakami, Elaine (University of Puget Sound)",11,1,,,,https://app.dimensions.ai/details/publication/pub.1014404451,"12 Built Environment and Design; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning; 15 Commerce, Management, Tourism and Services",12 Built Environment and Design,1507 Transportation and Freight Services,1205 Urban and Regional Planning,"15 Commerce, Management, Tourism and Services",
