,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Krzysztof Janowicz. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
75,100,pub.1019537947,10.1007/978-3-642-38288-8_6,,,An Ontology Design Pattern for Cartographic Map Scaling,Lecture Notes in Computer Science,The Semantic Web: Semantics and Big Data,,2013,2013,7882,,76-93,All OA; Gold,Chapter,"Carral, David; Scheider, Simon; Janowicz, Krzysztof; Vardeman, Charles; Krisnadhi, Adila A.; Hitzler, Pascal",,"Carral, David (Wright State University); Scheider, Simon (University of Münster); Janowicz, Krzysztof (University of California, Santa Barbara); Vardeman, Charles (University of Notre Dame); Krisnadhi, Adila A. (Wright State University); Hitzler, Pascal (Wright State University)",21,10,,8.5,https://link.springer.com/content/pdf/10.1007%2F978-3-642-38288-8_6.pdf,https://app.dimensions.ai/details/publication/pub.1019537947,08 Information and Computing Sciences; 0802 Computation Theory and Mathematics,08 Information and Computing Sciences,0802 Computation Theory and Mathematics,,,
76,100,pub.1006819934,10.1145/2525314.2525455,,,Weighted multi-attribute matching of user-generated points of interest,,Proceedings of the 21st ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems  - SIGSPATIAL'13,,2013,2013,,,440-443,"All OA; Green, Accepted & Submitted",Proceeding,"McKenzie, Grant; Janowicz, Krzysztof; Adams, Benjamin",,"McKenzie, Grant (); Janowicz, Krzysztof (); Adams, Benjamin ()",3,1,,1.35,http://geog.ucsb.edu/~jano/poi_matching_short.pdf,https://app.dimensions.ai/details/publication/pub.1006819934,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
77,100,pub.1004028522,10.1007/978-3-319-01790-7_24,,,A Geo-ontology Design Pattern for Semantic Trajectories,Lecture Notes in Computer Science,Spatial Information Theory,,2013,2013,8116,,438-456,"All OA; Green, Accepted & Submitted",Chapter,"Hu, Yingjie; Janowicz, Krzysztof; Carral, David; Scheider, Simon; Kuhn, Werner; Berg-Cross, Gary; Hitzler, Pascal; Dean, Mike; Kolas, Dave",,"Hu, Yingjie (University of California, Santa Barbara); Janowicz, Krzysztof (University of California, Santa Barbara); Carral, David (Wright State University); Scheider, Simon (University of Münster); Kuhn, Werner (University of Münster); Berg-Cross, Gary (); Hitzler, Pascal (Wright State University); Dean, Mike (Raytheon (United States)); Kolas, Dave (Raytheon (United States))",50,19,,22.46,https://corescholar.libraries.wright.edu/cgi/viewcontent.cgi?article=1175&context=cse,https://app.dimensions.ai/details/publication/pub.1004028522,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
78,100,pub.1003124519,10.1007/978-3-319-00615-4_3,,,A Thematic Approach to User Similarity Built on Geosocial Check-ins,Lecture Notes in Geoinformation and Cartography,Geographic Information Science at the Heart of Europe,,2013,2013,,,39-53,"All OA; Green, Accepted & Submitted",Chapter,"McKenzie, Grant; Adams, Benjamin; Janowicz, Krzysztof","McKenzie, Grant","McKenzie, Grant (University of California, Santa Barbara); Adams, Benjamin (University of California, Santa Barbara); Janowicz, Krzysztof (University of California, Santa Barbara)",15,4,,6.74,http://geog.ucsb.edu/~jano/AGILE2013.pdf,https://app.dimensions.ai/details/publication/pub.1003124519,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
79,100,pub.1020104209,10.1016/j.websem.2012.05.003,,,The SSN ontology of the W3C semantic sensor network incubator group,Journal of Web Semantics,,,2012-12,2012,17,,25-32,All OA; Gold,Article,"Compton, Michael; Barnaghi, Payam; Bermudez, Luis; García-Castro, Raúl; Corcho, Oscar; Cox, Simon; Graybeal, John; Hauswirth, Manfred; Henson, Cory; Herzog, Arthur; Huang, Vincent; Janowicz, Krzysztof; Kelsey, W. David; Le Phuoc, Danh; Lefort, Laurent; Leggieri, Myriam; Neuhaus, Holger; Nikolov, Andriy; Page, Kevin; Passant, Alexandre; Sheth, Amit; Taylor, Kerry","Compton, Michael","Compton, Michael (Information and Communication Technologies Centre); Barnaghi, Payam (University of Surrey); Bermudez, Luis (Open Geospatial Consortium); García-Castro, Raúl (Technical University of Madrid); Corcho, Oscar (Technical University of Madrid); Cox, Simon (); Graybeal, John (); Hauswirth, Manfred (National University of Ireland, Galway); Henson, Cory (Wright State University); Herzog, Arthur (Fraunhofer Society); Huang, Vincent (Ericsson (Sweden)); Janowicz, Krzysztof (University of California, Santa Barbara); Kelsey, W. David (Boeing (United States)); Le Phuoc, Danh (National University of Ireland, Galway); Lefort, Laurent (Information and Communication Technologies Centre); Leggieri, Myriam (National University of Ireland, Galway); Neuhaus, Holger (Commonwealth Scientific and Industrial Research Organisation); Nikolov, Andriy (The Open University); Page, Kevin (University of Southampton); Passant, Alexandre (National University of Ireland, Galway); Sheth, Amit (Wright State University); Taylor, Kerry (Information and Communication Technologies Centre)",663,189,,284.24,https://doi.org/10.1016/j.websem.2012.05.003,https://app.dimensions.ai/details/publication/pub.1020104209,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
80,100,pub.1033001378,10.1145/2429177.2429181,,,Knowledge acquisition about places,SIGSPATIAL Special,,,2012-11-01,2012,4,3,20-21,"All OA; Green, Accepted & Submitted",Article,"Winter, Stephan; Janowicz, Krzysztof; Richter, Kai-Florian; Vasardani, Maria",,"Winter, Stephan (University of Melbourne); Janowicz, Krzysztof (University of California, Santa Barbara); Richter, Kai-Florian (University of Melbourne); Vasardani, Maria (University of Melbourne)",3,1,,1.25,http://telluswhere.net/wp/wp-content/uploads/2012/09/PKAR_Workshop_Report.pdf,https://app.dimensions.ai/details/publication/pub.1033001378,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
81,100,pub.1095134998,10.1109/igarss.2012.6350717,,,SEMANTIC MEDIATION ON THE SENSOR WEB,,2012 IEEE International Geoscience and Remote Sensing Symposium,,2012-07,2012,1,,2910-2913,"All OA; Green, Accepted & Submitted",Proceeding,"Broring, Arne; Maue, Patrick; Malewski, Christian; Janowicz, Krzysztof",,"Broring, Arne (); Maue, Patrick (); Malewski, Christian (); Janowicz, Krzysztof ()",5,0,,2.14,http://www.arne-broering.de/igarss.pdf,https://app.dimensions.ai/details/publication/pub.1095134998,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
82,100,pub.1053683888,10.1111/j.1467-9671.2012.01325.x,,,An Ontology‐Driven Framework and Web Portal for Spatial Decision Support1,Transactions in GIS,,,2012-06,2012,16,3,313-329,"All OA; Green, Accepted & Submitted",Article,"Li, Naicong; Raskin, Robert; Goodchild, Michael; Janowicz, Krzysztof",,"Li, Naicong (University of Redlands); Raskin, Robert (Jet Propulsion Lab); Goodchild, Michael (); Janowicz, Krzysztof ()",17,5,,7.29,http://geog.ucsb.edu/~jano/SDSOntologiesAndPortalFinalDraft.pdf,https://app.dimensions.ai/details/publication/pub.1053683888,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
83,100,pub.1045934189,10.1111/j.1467-9671.2012.01342.x,,,Observation‐Driven Geo‐Ontology Engineering,Transactions in GIS,,,2012-06,2012,16,3,351-374,"All OA; Green, Accepted & Submitted",Article,"Janowicz, Krzysztof",,"Janowicz, Krzysztof (University of California, Santa Barbara)",46,10,,19.72,http://geog.ucsb.edu/~jano/ODOEfinaldraft.pdf,https://app.dimensions.ai/details/publication/pub.1045934189,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
84,100,pub.1025330835,10.1087/20120107,,,Open and transparent: the review process of the Semantic Web journal,Learned Publishing,,,2012-01,2012,25,1,48-55,All OA; Gold,Article,"JANOWICZ, Krzysztof; HITZLER, Pascal",,"JANOWICZ, Krzysztof (University of California, Santa Barbara); HITZLER, Pascal (Wright State University)",12,4,,5.14,https://onlinelibrary.wiley.com/doi/pdf/10.1087/20120107,https://app.dimensions.ai/details/publication/pub.1025330835,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
85,100,pub.1105539436,10.2139/ssrn.3198991,,,The SSN Ontology of the W3C Semantic Sensor Network Incubator Group,SSRN Electronic Journal,,,2012,2012,,,,"All OA; Green, Accepted & Submitted",Preprint,"Compton, Michael; Barnaghi, Payam; Bermudez, Luis; García-Castro, Raúl; Corcho, Oscar; Cox, Simon; Graybeal, John; Hauswirth, Manfred; Henson, Cory; Herzog, Arthur; Huang, Vincent; Janowicz, Krzysztof; Kelsey, W. David; Le-Phuoc, Danh; Lefort, Laurent; Leggieri, Myriam; Neuhaus, Holger; Nikolov, Andriy; Page, Kevin; Passant, Alexandre; Sheth, Amit; Taylor, Kerry",,"Compton, Michael (); Barnaghi, Payam (University of Surrey); Bermudez, Luis (Open Geospatial Consortium); García-Castro, Raúl (Technical University of Madrid); Corcho, Oscar (); Cox, Simon (); Graybeal, John (); Hauswirth, Manfred (); Henson, Cory (Wright State University); Herzog, Arthur (); Huang, Vincent (); Janowicz, Krzysztof (); Kelsey, W. David (The Open University); Le-Phuoc, Danh (); Lefort, Laurent (); Leggieri, Myriam (); Neuhaus, Holger (); Nikolov, Andriy (); Page, Kevin (University of Southampton); Passant, Alexandre (); Sheth, Amit (); Taylor, Kerry ()",9,1,,3.86,http://oa.upm.es/16373/1/INVE_MEM_2012_133446.pdf,https://app.dimensions.ai/details/publication/pub.1105539436,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
86,100,pub.1050706016,10.1007/978-3-642-33999-8_27,,,Key Ingredients for Your Next Semantics Elevator Talk,Lecture Notes in Computer Science,Advances in Conceptual Modeling,,2012,2012,7518,,213-220,"All OA; Green, Accepted & Submitted",Chapter,"Janowicz, Krzysztof; Hitzler, Pascal",,"Janowicz, Krzysztof (University of California, Santa Barbara); Hitzler, Pascal (Wright State University)",3,1,,1.29,http://geog.ucsb.edu/~jano/elevator.pdf,https://app.dimensions.ai/details/publication/pub.1050706016,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
87,100,pub.1050311888,10.1007/978-3-642-33024-7_8,,,spatial@linkedscience – Exploring the Research Field of GIScience with Linked Data,Lecture Notes in Computer Science,Geographic Information Science,,2012,2012,7478,,102-115,Closed,Chapter,"Keßler, Carsten; Janowicz, Krzysztof; Kauppinen, Tomi",,"Keßler, Carsten (University of Münster); Janowicz, Krzysztof (University of California, Santa Barbara); Kauppinen, Tomi (University of Münster)",12,3,,5.14,,https://app.dimensions.ai/details/publication/pub.1050311888,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
88,100,pub.1034916821,10.1145/2424321.2424420,,,Improving personal information management by integrating activities in the physical world with the semantic desktop,,Proceedings of the 20th International Conference on Advances in Geographic Information Systems - SIGSPATIAL '12,,2012,2012,,,578-581,Closed,Proceeding,"Hu, Yingjie; Janowicz, Krzysztof",,"Hu, Yingjie (University of California, Santa Barbara); Janowicz, Krzysztof (University of California, Santa Barbara)",3,0,,1.25,,https://app.dimensions.ai/details/publication/pub.1034916821,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
89,100,pub.1030844328,10.1145/2424321.2424352,,,A logical geo-ontology design pattern for quantifying over types,,Proceedings of the 20th International Conference on Advances in Geographic Information Systems - SIGSPATIAL '12,,2012,2012,,,239-248,"All OA; Green, Accepted & Submitted",Proceeding,"Martínez, David Carral; Janowicz, Krzysztof; Hitzler, Pascal",,"Martínez, David Carral (Wright State University); Janowicz, Krzysztof (University of California, Santa Barbara); Hitzler, Pascal (Wright State University)",4,1,,1.71,http://geog.ucsb.edu/~jano/geo_ontology_pattern_acmgis2012.pdf,https://app.dimensions.ai/details/publication/pub.1030844328,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
90,400,pub.1043119818,10.3390/s110807568,22164033,PMC3231708,Semantically-Enabled Sensor Plug & Play for the Sensor Web,Sensors,,Agriculture; Communication; Computer Communication Networks; Computer Peripherals; Computers; Electronic Data Processing; Environmental Monitoring; Equipment Design; Internet; Oceans and Seas; Programming Languages; User-Computer Interface,2011-08-02,2011,11,8,7568-7605,All OA; Gold,Article,"Bröring, Arne; Maúe, Patrick; Janowicz, Krzysztof; Nüst, Daniel; Malewski, Christian",,"Bröring, Arne (University of Münster; University of Twente); Maúe, Patrick (University of Münster); Janowicz, Krzysztof (University of California, Santa Barbara); Nüst, Daniel (University of Münster); Malewski, Christian (University of Münster)",56,8,0.83,11.31,https://www.mdpi.com/1424-8220/11/8/7568/pdf,https://app.dimensions.ai/details/publication/pub.1043119818,09 Engineering; 0906 Electrical and Electronic Engineering; 0301 Analytical Chemistry; 03 Chemical Sciences,09 Engineering,0906 Electrical and Electronic Engineering,0301 Analytical Chemistry,03 Chemical Sciences,
91,200,pub.1072758252,10.5311/josis.2011.2.3,,,The semantics of similarity in geographic information retrieval,Journal of Spatial Information Science,,,2011-05-25,2011,,2,,All OA; Gold,Article,"Janowicz, Krzysztof; Raubal, Martin; Kuhn, Werner",,"Janowicz, Krzysztof (); Raubal, Martin (); Kuhn, Werner ()",71,23,,,https://doi.org/10.5311/josis.2011.2.3,https://app.dimensions.ai/details/publication/pub.1072758252,,,,,,
92,100,pub.1045736022,10.1145/2093973.2094015,,,Constructing geo-ontologies by reification of observation data,,Proceedings of the 19th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems - GIS '11,,2011,2011,,,309-318,"All OA; Green, Accepted & Submitted",Proceeding,"Adams, Benjamin; Janowicz, Krzysztof",,"Adams, Benjamin (University of California, Santa Barbara); Janowicz, Krzysztof (University of California, Santa Barbara)",9,3,,3.49,http://geog.ucsb.edu/~jano/AdamsJanowiczACMGIS2011.pdf,https://app.dimensions.ai/details/publication/pub.1045736022,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
93,100,pub.1033782806,10.1007/978-3-642-23196-4_19,,,Analyzing the Spatial-Semantic Interaction of Points of Interest in Volunteered Geographic Information,Lecture Notes in Computer Science,Spatial Information Theory,,2011,2011,6899,,350-370,"All OA; Green, Accepted & Submitted",Chapter,"Mülligann, Christoph; Janowicz, Krzysztof; Ye, Mao; Lee, Wang-Chien",,"Mülligann, Christoph (University of Münster); Janowicz, Krzysztof (University of California, Santa Barbara); Ye, Mao (Pennsylvania State University); Lee, Wang-Chien (Pennsylvania State University)",42,11,,16.21,http://geog.ucsb.edu/~jano/COSIT2011_Spatial_Semantic_Interaction.pdf,https://app.dimensions.ai/details/publication/pub.1033782806,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
94,100,pub.1032660451,10.1145/2093973.2093989,,,What you are is when you are: the temporal dimension of feature types in location-based social networks,,Proceedings of the 19th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems - GIS '11,,2011,2011,,,102-111,Closed,Proceeding,"Ye, Mao; Janowicz, Krzysztof; Mülligann, Christoph; Lee, Wang-Chien",,"Ye, Mao (Pennsylvania State University); Janowicz, Krzysztof (); Mülligann, Christoph (University of Münster); Lee, Wang-Chien (Pennsylvania State University)",79,21,,30.49,,https://app.dimensions.ai/details/publication/pub.1032660451,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
95,100,pub.1027600049,10.1145/2068976.2068980,,,Volunteered geographic services: developing a linked data driven location-based service,,Proceedings of the 1st ACM SIGSPATIAL International Workshop on Spatial Semantics and Ontologies - SSO '11,,2011,2011,,,25-31,Closed,Proceeding,"Savelyev, Alexander; Xu, Sen; Janowicz, Krzysztof; Mülligann, Christoph; Thatcher, Jim; Luo, Wei",,"Savelyev, Alexander (Pennsylvania State University); Xu, Sen (Pennsylvania State University); Janowicz, Krzysztof (); Mülligann, Christoph (University of Münster); Thatcher, Jim (Clark University); Luo, Wei (Pennsylvania State University)",13,2,,5.02,,https://app.dimensions.ai/details/publication/pub.1027600049,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
96,100,pub.1023698585,10.1145/2068976.2068979,,,Introducing the new SIM-DL A semantic similarity measurement plug-in for the Protégé ontology editor,,Proceedings of the 1st ACM SIGSPATIAL International Workshop on Spatial Semantics and Ontologies - SSO '11,,2011,2011,,,17-24,Closed,Proceeding,"Mülligann, Christoph; Trame, Johannes; Janowicz, Krzysztof",,"Mülligann, Christoph (University of Münster); Trame, Johannes (University of Münster); Janowicz, Krzysztof ()",2,0,,0.77,,https://app.dimensions.ai/details/publication/pub.1023698585,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
97,100,pub.1015465494,10.1145/2020408.2020491,,,On the semantic annotation of places in location-based social networks,,Proceedings of the 17th ACM SIGKDD international conference on Knowledge discovery and data mining - KDD '11,,2011,2011,,,520-528,"All OA; Green, Accepted & Submitted",Proceeding,"Ye, Mao; Shou, Dong; Lee, Wang-Chien; Yin, Peifeng; Janowicz, Krzysztof",,"Ye, Mao (Pennsylvania State University); Shou, Dong (Pennsylvania State University); Lee, Wang-Chien (Pennsylvania State University); Yin, Peifeng (Pennsylvania State University); Janowicz, Krzysztof (University of California, Santa Barbara)",151,32,,58.58,http://users.cis.fiu.edu/%7Elzhen001/activities/KDD2011Program/docs/p520.pdf,https://app.dimensions.ai/details/publication/pub.1015465494,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
98,100,pub.1034667106,10.1111/j.1467-9671.2010.01186.x,,,Semantic Enablement for Spatial Data Infrastructures,Transactions in GIS,,,2010-04,2010,14,2,111-129,Closed,Article,"Janowicz, Krzysztof; Schade, Sven; Bröring, Arne; Keßler, Carsten; Maué, Patrick; Stasch, Christoph",,"Janowicz, Krzysztof (Pennsylvania State University); Schade, Sven (); Bröring, Arne (); Keßler, Carsten (University of Münster); Maué, Patrick (University of Münster); Stasch, Christoph (University of Münster)",87,20,,23.99,,https://app.dimensions.ai/details/publication/pub.1034667106,08 Information and Computing Sciences; 09 Engineering; 0909 Geomatic Engineering; 0806 Information Systems,08 Information and Computing Sciences,09 Engineering,0909 Geomatic Engineering,0806 Information Systems,
99,100,pub.1019252059,10.1007/978-3-642-15300-6_3,,,Microtheories for Spatial Data Infrastructures - Accounting for Diversity of Local Conceptualizations at a Global Level,Lecture Notes in Computer Science,Geographic Information Science,,2010,2010,6292,,27-41,"All OA; Green, Accepted & Submitted",Chapter,"Duce, Stephanie; Janowicz, Krzysztof",,"Duce, Stephanie (); Janowicz, Krzysztof (Pennsylvania State University)",9,1,,3.37,http://ifgi.uni-muenster.de/%7Ejanowicz/duce_janowicz_microtheories_giscience2010.pdf,https://app.dimensions.ai/details/publication/pub.1019252059,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
100,100,pub.1003193730,10.1007/978-3-642-15300-6_6,,,Semantic Referencing – Determining Context Weights for Similarity Measurement,Lecture Notes in Computer Science,Geographic Information Science,,2010,2010,6292,,70-84,"All OA; Green, Accepted & Submitted",Chapter,"Janowicz, Krzysztof; Adams, Benjamin; Raubal, Martin",,"Janowicz, Krzysztof (Pennsylvania State University); Adams, Benjamin (University of California, Santa Barbara); Raubal, Martin (University of California, Santa Barbara)",2,0,,0.75,https://ir.canterbury.ac.nz/bitstream/10092/14991/2/JanowiczAdamsRaubal2010.pdf,https://app.dimensions.ai/details/publication/pub.1003193730,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
101,100,pub.1034521737,10.1007/978-3-642-02121-3_28,,,SIM-DLA: A Novel Semantic Similarity Measure for Description Logics Reducing Inter-concept to Inter-instance Similarity,Lecture Notes in Computer Science,The Semantic Web: Research and Applications,,2009,2009,5554,,353-367,All OA; Gold,Chapter,"Janowicz, Krzysztof; Wilkes, Marc",,"Janowicz, Krzysztof (University of Münster); Wilkes, Marc (University of Münster)",20,3,,3.12,https://link.springer.com/content/pdf/10.1007%2F978-3-642-02121-3_28.pdf,https://app.dimensions.ai/details/publication/pub.1034521737,17 Psychology and Cognitive Sciences; 1701 Psychology,17 Psychology and Cognitive Sciences,1701 Psychology,,,
102,100,pub.1028909055,10.1007/978-3-642-10601-9_6,,,Semantic Challenges for Sensor Plug and Play,Lecture Notes in Computer Science,Web and Wireless Geographical Information Systems,,2009,2009,5886,,72-86,"All OA; Green, Accepted & Submitted",Chapter,"Bröring, Arne; Janowicz, Krzysztof; Stasch, Christoph; Kuhn, Werner",,"Bröring, Arne (University of Münster); Janowicz, Krzysztof (University of Münster); Stasch, Christoph (University of Münster); Kuhn, Werner (University of Münster)",32,4,,11.04,http://ifgi.uni-muenster.de/%7Ejanowicz/w2gis09.pdf,https://app.dimensions.ai/details/publication/pub.1028909055,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
103,100,pub.1022477074,10.1007/978-3-642-02903-5_17,,,A Stimulus-Centric Algebraic Approach to Sensors and Observations,Lecture Notes in Computer Science,GeoSensor Networks,,2009,2009,5659,,169-179,Closed,Chapter,"Stasch, Christoph; Janowicz, Krzysztof; Bröring, Arne; Reis, Ilka; Kuhn, Werner",,"Stasch, Christoph (University of Münster); Janowicz, Krzysztof (University of Münster); Bröring, Arne (University of Münster); Reis, Ilka (); Kuhn, Werner (University of Münster)",20,5,,6.89,,https://app.dimensions.ai/details/publication/pub.1022477074,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
104,100,pub.1019557358,10.1007/978-3-642-03832-7_5,,,Grounding Geographic Categories in the Meaningful Environment,Lecture Notes in Computer Science,Spatial Information Theory,,2009,2009,5756,,69-87,"All OA; Green, Accepted & Submitted",Chapter,"Scheider, Simon; Janowicz, Krzysztof; Kuhn, Werner",,"Scheider, Simon (University of Münster); Janowicz, Krzysztof (University of Münster); Kuhn, Werner (University of Münster)",25,2,,8.61,http://ifgi.uni-muenster.de/%7Ejanowicz/Cosit09_Grounding_Categories.pdf,https://app.dimensions.ai/details/publication/pub.1019557358,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
105,100,pub.1006468867,10.1145/1653771.1653787,,,An agenda for the next generation gazetteer: geographic information contribution and retrieval,,Proceedings of the 17th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems - GIS '09,,2009,2009,,,91-100,Closed,Proceeding,"Keßler, Carsten; Janowicz, Krzysztof; Bishr, Mohamed",,"Keßler, Carsten (University of Münster); Janowicz, Krzysztof (University of Münster); Bishr, Mohamed (University of Münster)",46,5,,12.68,,https://app.dimensions.ai/details/publication/pub.1006468867,08 Information and Computing Sciences; 09 Engineering; 0806 Information Systems; 0909 Geomatic Engineering; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,0909 Geomatic Engineering,0801 Artificial Intelligence and Image Processing
106,100,pub.1000832525,10.1007/978-1-84628-827-2_24,,,Similarity-based Retrieval for Geospatial Semantic Web Services Specified Using the Web Service Modeling Language (WSML-Core),,The Geospatial Web,,2009,2009,,,235-245,"All OA; Green, Accepted & Submitted",Chapter,"Janowicz, Krzysztof",,"Janowicz, Krzysztof (University of Münster)",7,0,,2.41,http://www.similarity-blog.de/talks_and_papers/geoweb_sim_wsml.pdf,https://app.dimensions.ai/details/publication/pub.1000832525,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
107,200,pub.1053133638,10.1111/j.1467-9671.2008.01129.x,,,Semantic Similarity Measurement and Geospatial Applications,Transactions in GIS,,,2008-12,2008,12,6,651-659,"All OA; Green, Accepted & Submitted",Article,"Janowicz, Krzysztof; Raubal, Martin; Schwering, Angela; Kuhn, Werner",,"Janowicz, Krzysztof (University of Münster); Raubal, Martin (University of California, Santa Barbara); Schwering, Angela (); Kuhn, Werner (University of Münster)",28,5,,6.38,http://www.personal.psu.edu/kuj13/janowicz_etal_tgis_similarity_final_draft_2008.pdf,https://app.dimensions.ai/details/publication/pub.1053133638,08 Information and Computing Sciences; 09 Engineering; 16 Studies in Human Society; 0909 Geomatic Engineering; 1604 Human Geography; 0804 Data Format,08 Information and Computing Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,1604 Human Geography
108,100,pub.1039561609,10.1080/13658810701851461,,,The role of ontology in improving gazetteer interaction,International Journal of Geographical Information Science,,,2008-10,2008,22,10,1129-1157,"All OA; Green, Accepted & Submitted",Article,"Janowicz, K.; Keßler, C.",,"Janowicz, K. (); Keßler, C. ()",38,9,,11.93,http://www.personal.psu.edu/kuj13/the_role_of_ontology_in_improving_gazetteer_interaction_final_draft.pdf,https://app.dimensions.ai/details/publication/pub.1039561609,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
109,100,pub.1095764634,10.1109/percom.2008.35,,,Kinds of Contexts and their Impact on Semantic Similarity Measurement,,2008 Sixth Annual IEEE International Conference on Pervasive Computing and Communications (PerCom),,2008-03,2008,,,441-446,Closed,Proceeding,"Janowicz, Krzysztof",,"Janowicz, Krzysztof (University of Münster)",17,0,,2.35,,https://app.dimensions.ai/details/publication/pub.1095764634,17 Psychology and Cognitive Sciences; 1701 Psychology,17 Psychology and Cognitive Sciences,1701 Psychology,,,
110,100,pub.1043518475,10.1007/978-3-540-87473-7_10,,,Similarity-Based Information Retrieval and Its Role within Spatial Data Infrastructures,Lecture Notes in Computer Science,Geographic Information Science,,2008,2008,5266,,151-167,"All OA; Green, Accepted & Submitted",Chapter,"Janowicz, Krzysztof; Wilkes, Marc; Lutz, Michael",,"Janowicz, Krzysztof (University of Münster); Wilkes, Marc (University of Münster); Lutz, Michael (Joint Research Centre)",16,2,,5.02,http://www.personal.psu.edu/kuj13/giscience2008_Similarity-based_Information_Retrieval_and_its_Role_within_Spatial_Data_Infrastructures.pdf,https://app.dimensions.ai/details/publication/pub.1043518475,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
