,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Steven D Gaines. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
55,400,pub.1018582432,10.1371/journal.pone.0158487,27463967,PMC4963117,New England Cod Collapse and the Climate,PLoS ONE,,Animals; Biomass; Climate Change; Forecasting; Gadus morhua; Population Dynamics; Seasons,2016-07-27,2016,11,7,e0158487,All OA; Gold,Article,"Meng, Kyle C.; Oremus, Kimberly L.; Gaines, Steven D.",,"Meng, Kyle C. (University of California, Santa Barbara); Oremus, Kimberly L. (Columbia University); Gaines, Steven D. (University of California, Santa Barbara)",7,5,0.07,1.82,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0158487&type=printable,https://app.dimensions.ai/details/publication/pub.1018582432,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
56,400,pub.1026509098,10.1073/pnas.1520420113,27035953,PMC4983844,Global fishery prospects under contrasting management regimes,Proceedings of the National Academy of Sciences,,Animals; Biomass; Conservation of Natural Resources; Fisheries; Fishes; Food Supply; Humans,2016-05-03,2016,113,18,5125-5129,All OA; Gold,Article,"Costello, Christopher; Ovando, Daniel; Clavelle, Tyler; Strauss, C. Kent; Hilborn, Ray; Melnychuk, Michael C.; Branch, Trevor A.; Gaines, Steven D.; Szuwalski, Cody S.; Cabral, Reniel B.; Rader, Douglas N.; Leland, Amanda",,"Costello, Christopher (University of California, Santa Barbara); Ovando, Daniel (University of California, Santa Barbara); Clavelle, Tyler (University of California, Santa Barbara); Strauss, C. Kent (Environmental Defense Fund); Hilborn, Ray (University of Washington); Melnychuk, Michael C. (University of Washington); Branch, Trevor A. (University of Washington); Gaines, Steven D. (University of California, Santa Barbara); Szuwalski, Cody S. (University of California, Santa Barbara); Cabral, Reniel B. (University of California, Santa Barbara); Rader, Douglas N. (Environmental Defense Fund); Leland, Amanda (Environmental Defense Fund)",182,124,5.47,52.95,http://www.pnas.org/content/113/18/5125.full.pdf,https://app.dimensions.ai/details/publication/pub.1026509098,0704 Fisheries Sciences; 0602 Ecology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0704 Fisheries Sciences,0602 Ecology,06 Biological Sciences,07 Agricultural and Veterinary Sciences,
57,100,pub.1033804293,10.1016/j.ocecoaman.2015.09.005,,,‘Organization Science’: A new prospective to assess marine protected areas effectiveness,Ocean & Coastal Management,,,2015-11,2015,116,,443-448,Closed,Article,"Scianna, Claudia; Niccolini, Federico; Gaines, Steven D.; Guidetti, Paolo","Scianna, Claudia","Scianna, Claudia (Nice Sophia Antipolis University); Niccolini, Federico (University of Macerata); Gaines, Steven D. (University of California, Santa Barbara); Guidetti, Paolo (Nice Sophia Antipolis University)",6,4,,1.47,,https://app.dimensions.ai/details/publication/pub.1033804293,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
58,400,pub.1024271497,10.1890/14-1283.1,26591462,,Spatiotemporal variation in the relationship between landscape simplification and insecticide use,Ecological Applications,,"Agriculture; Crops, Agricultural; Ecosystem; Insecticides; Models, Biological; Models, Theoretical; Time Factors; United States",2015-10,2015,25,7,1976-1983,Closed,Article,"Larsen, Ashley E.; Gaines, Steven D.; Deschênes, Olivier",,"Larsen, Ashley E. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara); Deschênes, Olivier ()",7,3,0.29,1.63,,https://app.dimensions.ai/details/publication/pub.1024271497,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
59,100,pub.1034035837,10.1111/oik.01865,,,Trophic cascades in an invaded ecosystem: native keystone predators facilitate a dominant invader in an estuarine community,Oikos,,,2015-10,2015,124,10,1282-1292,Closed,Article,"Needles, Lisa A.; Gosnell, J. Stephen; Waltz, Grant T.; Wendt, Dean E.; Gaines, Steven D.",,"Needles, Lisa A. (California Polytechnic State University; University of California, Santa Barbara); Gosnell, J. Stephen (Baruch College); Waltz, Grant T. (California Polytechnic State University); Wendt, Dean E. (California Polytechnic State University); Gaines, Steven D. (University of California, Santa Barbara)",6,3,,1.18,,https://app.dimensions.ai/details/publication/pub.1034035837,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
60,200,pub.1000145803,10.1126/science.aac6647,26160934,,Managing mining of the deep seabed,Science,,,2015-07-10,2015,349,6244,144-145,"All OA; Green, Accepted & Submitted",Article,"Wedding, L. M.; Reiter, S. M.; Smith, C. R.; Gjerde, K. M.; Kittinger, J. N.; Friedlander, A. M.; Gaines, S. D.; Clark, M. R.; Thurnherr, A. M.; Hardy, S. M.; Crowder, L. B.",,"Wedding, L. M. (Lucile Packard Children's Hospital); Reiter, S. M. (Lucile Packard Children's Hospital; Monterey Bay Aquarium Foundation); Smith, C. R. (University of Hawaii at Manoa); Gjerde, K. M. (); Kittinger, J. N. (Lucile Packard Children's Hospital; Conservation International); Friedlander, A. M. (National Geographic Society; University of Hawaii at Manoa); Gaines, S. D. (University of California, Santa Barbara); Clark, M. R. (National Institute of Water and Atmospheric Research); Thurnherr, A. M. (Lamont-Doherty Earth Observatory); Hardy, S. M. (University of Alaska Fairbanks); Crowder, L. B. (Lucile Packard Children's Hospital)",86,47,2.3,,https://zenodo.org/record/204041/files/Wedding_etal_2015_preprint.pdf,https://app.dimensions.ai/details/publication/pub.1000145803,,,,,,
61,200,pub.1073068425,10.5670/oceanog.2015.51,,,"Solutions for Recovering and Sustaining the Bounty of the Ocean: Combining Fishery Reforms, Rights-Based Fisheries Management, and Marine Reserves",Oceanography,,,2015-06-01,2015,25,2,252-263,All OA; Gold,Article,"University, Oregon State; Barner, Allison; Lubchenco, Jane; Costello, Christopher; Gaines, Steven; Leland, Amanda; Jenks, Brett; Murawski, Steven; Schwaab, Eric; Spring, Margaret",,"University, Oregon State (); Barner, Allison (); Lubchenco, Jane (); Costello, Christopher (); Gaines, Steven (); Leland, Amanda (); Jenks, Brett (); Murawski, Steven (); Schwaab, Eric (); Spring, Margaret ()",26,14,,4.12,https://tos.org/oceanography/assets/docs/28-2_barner.pdf,https://app.dimensions.ai/details/publication/pub.1073068425,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
62,100,pub.1018127137,10.1007/s12237-013-9602-7,,,Managing Bay and Estuarine Ecosystems for Multiple Services,Chesapeake Science,,,2015-01,2015,38,Suppl 1,35-48,Closed,Article,"Needles, Lisa A.; Lester, Sarah E.; Ambrose, Richard; Andren, Anders; Beyeler, Marc; Connor, Michael S.; Eckman, James E.; Costa-Pierce, Barry A.; Gaines, Steven D.; Lafferty, Kevin D.; Lenihan, Hunter S.; Parrish, Julia; Peterson, Mark S.; Scaroni, Amy E.; Weis, Judith S.; Wendt, Dean E.","Needles, Lisa A.","Needles, Lisa A. (University of California, Santa Barbara); Lester, Sarah E. (University of California, Santa Barbara); Ambrose, Richard (University of California Los Angeles); Andren, Anders (University of Wisconsin–Madison); Beyeler, Marc (University of California, Santa Cruz); Connor, Michael S. (); Eckman, James E. (Scripps Institution of Oceanography); Costa-Pierce, Barry A. (University of New England); Gaines, Steven D. (University of California, Santa Barbara); Lafferty, Kevin D. (University of California, Santa Barbara); Lenihan, Hunter S. (University of California, Santa Barbara); Parrish, Julia (University of Washington); Peterson, Mark S. (University of Southern Mississippi); Scaroni, Amy E. (); Weis, Judith S. (Rutgers, The State University of New Jersey); Wendt, Dean E. (California Polytechnic State University)",10,2,,2.19,,https://app.dimensions.ai/details/publication/pub.1018127137,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
63,100,pub.1038294460,10.1007/s10818-013-9158-4,,,Removing biases in forecasts of fishery status,Journal of Bioeconomics,,,2014-07,2014,16,2,213-219,Closed,Article,"Costello, Christopher; Deschênes, Olivier; Larsen, Ashley; Gaines, Steven","Costello, Christopher","Costello, Christopher (Laboratoire Montpelliérain d’Economie Théorique et Appliquée; University of California, Santa Barbara); Deschênes, Olivier (University of California, Berkeley); Larsen, Ashley (University of California, Santa Barbara); Gaines, Steven (University of California, Santa Barbara)",5,2,,2.31,,https://app.dimensions.ai/details/publication/pub.1038294460,1499 Other Economics; 1402 Applied Economics; 14 Economics,1499 Other Economics,1402 Applied Economics,14 Economics,,
64,300,pub.1016863215,10.7554/elife.02199,24499984,PMC3913891,Counting the cost of overfishing on sharks and rays,eLife,,"Animals; Extinction, Biological; Humans; Sharks; Skates (Fish)",2014-02-05,2014,3,,e02199,All OA; Gold,Article,"Bradley, Darcy; Gaines, Steven D",,"Bradley, Darcy (University of California, Santa Barbara); Gaines, Steven D (University of California, Santa Barbara)",5,1,0.24,0.66,https://doi.org/10.7554/elife.02199,https://app.dimensions.ai/details/publication/pub.1016863215,0601 Biochemistry and Cell Biology; 06 Biological Sciences,0601 Biochemistry and Cell Biology,06 Biological Sciences,,,
65,400,pub.1030965158,10.1890/12-1919.1,24640529,,Conservation markets for wildlife management with case studies from whaling,Ecological Applications,,Animals; Commerce; Conservation of Natural Resources; Population Dynamics; Public Sector; Whales,2014-01,2014,24,1,4-14,All OA; Gold,Article,"Gerber, Leah R.; Costello, Christopher; Gaines, Steven D",,"Gerber, Leah R. (); Costello, Christopher (University of California, Santa Barbara); Gaines, Steven D (University of California, Santa Barbara)",7,2,0.08,1.29,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/12-1919.1,https://app.dimensions.ai/details/publication/pub.1030965158,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
66,200,pub.1017422547,10.1890/13-1541.1,24640531,,"Facilitate, don't forbid, trade between conservationists and resource harvesters",Ecological Applications,,Animals; Conservation of Natural Resources; Whales,2014-01,2014,24,1,23-24,Closed,Article,"Gerber, Leah R.; Costello, Christopher; Gaines, Steven D.",,"Gerber, Leah R. (); Costello, Christopher (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara)",1,1,0,,,https://app.dimensions.ai/details/publication/pub.1017422547,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
67,400,pub.1021001232,10.1098/rspb.2013.1684,24197407,PMC3826217,From principles to practice: a spatial approach to systematic conservation planning in the deep sea,Proceedings of The Royal Society B Biological Sciences,,Biodiversity; Conservation of Natural Resources; Mining; Oceans and Seas,2013-12-22,2013,280,1773,20131684,All OA; Gold,Article,"Wedding, L. M.; Friedlander, A. M.; Kittinger, J. N.; Watling, L.; Gaines, S. D.; Bennett, M.; Hardy, S. M.; Smith, C. R.",,"Wedding, L. M. (University of Hawaii at Manoa); Friedlander, A. M. (); Kittinger, J. N. (University of Hawaii at Manoa); Watling, L. (University of Hawaii at Manoa); Gaines, S. D. (University of California, Santa Barbara); Bennett, M. (Stanford University); Hardy, S. M. (University of Hawaii at Manoa); Smith, C. R. (University of Hawaii at Manoa)",77,31,1.55,11.03,http://rspb.royalsocietypublishing.org/content/280/1773/20131684.full.pdf,https://app.dimensions.ai/details/publication/pub.1021001232,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
68,300,pub.1034537036,10.1371/journal.pbio.1001730,24339746,PMC3858214,Encourage Sustainability by Giving Credit for Marine Protected Areas in Seafood Certification,PLoS Biology,,"Animals; Conservation of Natural Resources; Fisheries; Fishes; Models, Economic; Oceans and Seas; Seafood",2013-12-10,2013,11,12,e1001730,All OA; Gold,Article,"Lester, Sarah E.; Costello, Christopher; Rassweiler, Andrew; Gaines, Steven D.; Deacon, Robert",,"Lester, Sarah E. (University of California, Santa Barbara); Costello, Christopher (University of California, Santa Barbara); Rassweiler, Andrew (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara); Deacon, Robert (University of California, Santa Barbara)",8,2,0.07,1.41,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.1001730&type=printable,https://app.dimensions.ai/details/publication/pub.1034537036,0704 Fisheries Sciences; 0602 Ecology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0704 Fisheries Sciences,0602 Ecology,06 Biological Sciences,07 Agricultural and Veterinary Sciences,
69,400,pub.1005852603,10.1002/ece3.840,24340195,PMC3856754,"Phylogeography of the California sheephead, Semicossyphus pulcher: the role of deep reefs as stepping stones and pathways to antitropicality",Ecology and Evolution,,,2013-11,2013,3,13,4558-4571,All OA; Gold,Article,"Poortvliet, Marloes; Longo, Gary C.; Selkoe, Kimberly; Barber, Paul H.; White, Crow; Caselle, Jennifer E.; Perez‐Matus, Alejandro; Gaines, Steven D.; Bernardi, Giacomo",,"Poortvliet, Marloes (University of California, Santa Cruz; University of Groningen); Longo, Gary C. (University of California, Santa Cruz); Selkoe, Kimberly (University of California, Santa Barbara; University of Hawaii at Manoa); Barber, Paul H. (University of California Los Angeles); White, Crow (University of California, Santa Barbara; California Polytechnic State University); Caselle, Jennifer E. (University of California, Santa Barbara); Perez‐Matus, Alejandro (Pontifical Catholic University of Chile); Gaines, Steven D. (); Bernardi, Giacomo (University of California, Santa Cruz)",13,3,0.55,1.65,https://onlinelibrary.wiley.com/doi/pdf/10.1002/ece3.840,https://app.dimensions.ai/details/publication/pub.1005852603,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
70,200,pub.1018555539,10.1073/pnas.1315109110,24065819,PMC3791706,Forecasting fisheries collapse,Proceedings of the National Academy of Sciences,,"Animals; Conservation of Natural Resources; Endangered Species; Extinction, Biological; Fisheries; Fishes; Models, Biological",2013-10-01,2013,110,40,15859-15860,All OA; Gold,Article,"Gaines, Steven D.; Costello, Christopher",,"Gaines, Steven D. (University of California, Santa Barbara); Costello, Christopher (University of California, Santa Barbara)",4,2,0.1,,http://www.pnas.org/content/110/40/15859.full.pdf,https://app.dimensions.ai/details/publication/pub.1018555539,,,,,,
71,100,pub.1001302738,10.1016/j.marpol.2013.01.009,,,Securing ocean benefits for society in the face of climate change,Marine Policy,,,2013-07,2013,40,,154-159,Closed,Article,"Ruckelshaus, M.; Doney, S.C.; Galindo, H.M.; Barry, J.P.; Chan, F.; Duffy, J.E.; English, C.A.; Gaines, S.D.; Grebmeier, J.M.; Hollowed, A.B.; Knowlton, N.; Polovina, J.; Rabalais, N.N.; Sydeman, W.J.; Talley, L.D.","Ruckelshaus, M.","Ruckelshaus, M. (Stanford University); Doney, S.C. (Woods Hole Oceanographic Institution); Galindo, H.M. (University of Washington); Barry, J.P. (Monterey Bay Aquarium Research Institute); Chan, F. (Oregon State University); Duffy, J.E. (William & Mary); English, C.A. (); Gaines, S.D. (University of California, Santa Barbara); Grebmeier, J.M. (University of Maryland Center For Environmental Sciences); Hollowed, A.B. (Alaska Fisheries Science Center); Knowlton, N. (National Museum of Natural History); Polovina, J. (Pacific Islands Fisheries Science Center); Rabalais, N.N. (Louisiana Universities Marine Consortium); Sydeman, W.J. (Farallon Institute); Talley, L.D. (University of California, San Diego)",56,14,,10.47,,https://app.dimensions.ai/details/publication/pub.1001302738,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
72,100,pub.1052853871,10.1038/nature11975,,,Halpern et al. reply,Nature,,,2013-03,2013,495,7442,e7-e7,Closed,Article,"Halpern, Benjamin S.; Gaines, Steven D.; Kleisner, Kristin; Longo, Catherine; Pauly, Daniel; Rosenberg, Andrew A.; Samhouri, Jameal F.; Zeller, Dirk","Halpern, Benjamin S.","Halpern, Benjamin S. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara); Kleisner, Kristin (University of British Columbia); Longo, Catherine (University of California, Santa Barbara); Pauly, Daniel (University of British Columbia); Rosenberg, Andrew A. (); Samhouri, Jameal F. (Northwest Fisheries Science Center); Zeller, Dirk (University of British Columbia)",3,1,,0.65,,https://app.dimensions.ai/details/publication/pub.1052853871,1117 Public Health and Health Services; 11 Medical and Health Sciences,1117 Public Health and Health Services,11 Medical and Health Sciences,,,
73,100,pub.1019137348,10.1016/j.marpol.2012.05.022,,,Evaluating tradeoffs among ecosystem services to inform marine spatial planning,Marine Policy,,,2013-03,2013,38,,80-89,"All OA; Green, Accepted & Submitted",Article,"Lester, Sarah E.; Costello, Christopher; Halpern, Benjamin S.; Gaines, Steven D.; White, Crow; Barth, John A.","Lester, Sarah E.","Lester, Sarah E. (University of California, Santa Barbara); Costello, Christopher (University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara); White, Crow (University of California, Santa Barbara); Barth, John A. (Oregon State University)",142,54,,26.56,https://digitalcommons.calpoly.edu/cgi/viewcontent.cgi?article=1436&context=bio_fac,https://app.dimensions.ai/details/publication/pub.1019137348,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
74,100,pub.1002552527,10.1029/2012eo510001,,,Myths in funding ocean research at the National Science Foundation,Eos,,,2012-12-18,2012,93,51,533-534,All OA; Gold,Article,"Duce, Robert A.; Benoit‐Bird, Kelly J.; Ortiz, Joseph; Woodgate, Rebecca A.; Bontempi, Paula; Delaney, Margaret; Gaines, Steven D.; Harper, Scott; Jones, Brandon; White, Lisa D.",,"Duce, Robert A. (Texas A&M University); Benoit‐Bird, Kelly J. (Oregon State University); Ortiz, Joseph (Kent State University); Woodgate, Rebecca A. (University of Washington); Bontempi, Paula (National Aeronautics and Space Administration); Delaney, Margaret (University of California, Santa Cruz); Gaines, Steven D. (University of California, Santa Barbara); Harper, Scott (Office of Naval Research); Jones, Brandon (Environmental Protection Agency); White, Lisa D. (San Francisco State University)",1,1,,0.11,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2012EO510001,https://app.dimensions.ai/details/publication/pub.1002552527,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
75,100,pub.1050489279,10.1007/s00227-012-2047-x,,,Habitat complexity impacts persistence and species interactions in an intertidal whelk,Marine Biology,,,2012-12,2012,159,12,2867-2874,Closed,Article,"Stephen Gosnell, J.; DiPrima, Jamie B.; Gaines, Steven D.","Stephen Gosnell, J.","Stephen Gosnell, J. (University of California, Santa Barbara); DiPrima, Jamie B. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara)",5,3,,0.71,,https://app.dimensions.ai/details/publication/pub.1050489279,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
76,400,pub.1062466766,10.1126/science.1223389,23019613,,Status and Solutions for the World’s Unassessed Fisheries,Science,,Animals; Conservation of Natural Resources; Fisheries; Multivariate Analysis; Seafood,2012-10-26,2012,338,6106,517-520,Closed,Article,"Costello, Christopher; Ovando, Daniel; Hilborn, Ray; Gaines, Steven D.; Deschenes, Olivier; Lester, Sarah E.",,"Costello, Christopher (University of California, Santa Barbara); Ovando, Daniel (University of California, Santa Barbara); Hilborn, Ray (University of Washington); Gaines, Steven D. (University of California, Santa Barbara); Deschenes, Olivier (University of California, Berkeley); Lester, Sarah E. (University of California, Santa Barbara)",320,101,2.94,46.36,,https://app.dimensions.ai/details/publication/pub.1062466766,0704 Fisheries Sciences; 0602 Ecology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0704 Fisheries Sciences,0602 Ecology,06 Biological Sciences,07 Agricultural and Veterinary Sciences,
77,400,pub.1009188543,10.1371/journal.pone.0042672,23028433,PMC3445566,Evidence for Cohesive Dispersal in the Sea,PLoS ONE,,"Animal Distribution; Animals; Coral Reefs; DNA, Mitochondrial; Ecosystem; Fishes; Oceans and Seas; Phylogeny",2012-09-18,2012,7,9,e42672,All OA; Gold,Article,"Ben-Tzvi, Ofer; Abelson, Avigdor; Gaines, Steven D.; Bernardi, Giacomo; Beldade, Ricardo; Sheehy, Michael S.; Paradis, Georges L.; Kiflawi, Moshe",,"Ben-Tzvi, Ofer (Interuniversity Institute for Marine Sciences in Eilat; Tel Aviv University); Abelson, Avigdor (Tel Aviv University); Gaines, Steven D. (University of California, Santa Barbara); Bernardi, Giacomo (University of California, Santa Cruz); Beldade, Ricardo (University of California, Santa Cruz); Sheehy, Michael S. (University of California, Santa Barbara); Paradis, Georges L. (University of California, Santa Barbara); Kiflawi, Moshe (Interuniversity Institute for Marine Sciences in Eilat; Ben-Gurion University of the Negev)",22,10,0.91,3.14,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0042672&type=printable,https://app.dimensions.ai/details/publication/pub.1009188543,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
78,100,pub.1053884670,10.1017/s0376892912000082,,,Reconciling conflict between the direct and indirect effects of marine reserve protection,Environmental Conservation,,,2012-09,2012,39,3,225-236,Closed,Article,"SHEARS, NICK T.; KUSHNER, DAVID J.; KATZ, STEPHEN L.; GAINES, STEVEN D.",,"SHEARS, NICK T. (University of California, Santa Barbara); KUSHNER, DAVID J. (); KATZ, STEPHEN L. (); GAINES, STEVEN D. (University of California, Santa Barbara)",16,4,,2.29,,https://app.dimensions.ai/details/publication/pub.1053884670,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
79,100,pub.1028584722,10.1016/j.marpol.2012.02.021,,,"The science of European marine reserves: Status, efficacy, and future needs",Marine Policy,,,2012-09,2012,36,5,1012-1021,"All OA; Green, Published",Article,"Fenberg, Phillip B.; Caselle, Jennifer E.; Claudet, Joachim; Clemence, Michaela; Gaines, Steven D.; García-Charton, Jose Antonio; Gonçalves, Emanuel J.; Grorud-Colvert, Kirsten; Guidetti, Paolo; Jenkins, Stuart R.; Jones, Peter J.S.; Lester, Sarah E.; McAllen, Rob; Moland, Even; Planes, Serge; Sørensen, Thomas K.","Fenberg, Phillip B.","Fenberg, Phillip B. (Oregon State University); Caselle, Jennifer E. (University of California, Santa Barbara); Claudet, Joachim (French National Centre for Scientific Research; Labex Corail); Clemence, Michaela (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara); García-Charton, Jose Antonio (University of Murcia); Gonçalves, Emanuel J. (Instituto Universitário de Ciências Psicológicas, Sociais e da Vida); Grorud-Colvert, Kirsten (Oregon State University); Guidetti, Paolo (University of Salento); Jenkins, Stuart R. (Bangor University); Jones, Peter J.S. (University College London); Lester, Sarah E. (University of California, Santa Barbara); McAllen, Rob (University College Cork); Moland, Even (Norwegian Institute of Marine Research); Planes, Serge (French National Centre for Scientific Research; Labex Corail); Sørensen, Thomas K. (Technical University of Denmark)",98,27,,16.75,https://repositorio.ispa.pt/bitstream/10400.12/1807/1/Marine%20Policy%202012%2036%201012%e2%80%931021.pdf,https://app.dimensions.ai/details/publication/pub.1028584722,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
80,400,pub.1004292413,10.1038/nature11397,22895186,,An index to assess the health and benefits of the global ocean,Nature,,Animals; Conservation of Natural Resources; Ecosystem; Environmental Monitoring; Environmental Policy; Fisheries; Geography; Human Activities; Internationality; Marine Biology; Oceanography; Oceans and Seas; Recreation; Seawater; Water Pollution,2012-08,2012,488,7413,615-620,Closed,Article,"Halpern, Benjamin S.; Longo, Catherine; Hardy, Darren; McLeod, Karen L.; Samhouri, Jameal F.; Katona, Steven K.; Kleisner, Kristin; Lester, Sarah E.; O’Leary, Jennifer; Ranelletti, Marla; Rosenberg, Andrew A.; Scarborough, Courtney; Selig, Elizabeth R.; Best, Benjamin D.; Brumbaugh, Daniel R.; Chapin, F. Stuart; Crowder, Larry B.; Daly, Kendra L.; Doney, Scott C.; Elfes, Cristiane; Fogarty, Michael J.; Gaines, Steven D.; Jacobsen, Kelsey I.; Karrer, Leah Bunce; Leslie, Heather M.; Neeley, Elizabeth; Pauly, Daniel; Polasky, Stephen; Ris, Bud; St Martin, Kevin; Stone, Gregory S.; Sumaila, U. Rashid; Zeller, Dirk","Halpern, Benjamin S.","Halpern, Benjamin S. (University of California, Santa Barbara); Longo, Catherine (University of California, Santa Barbara); Hardy, Darren (University of California, Santa Barbara); McLeod, Karen L. (Oregon State University); Samhouri, Jameal F. (Northwest Fisheries Science Center); Katona, Steven K. (Conservation International); Kleisner, Kristin (University of British Columbia); Lester, Sarah E. (University of California, Santa Barbara); O’Leary, Jennifer (University of California, Santa Barbara); Ranelletti, Marla (University of California, Santa Barbara); Rosenberg, Andrew A. (Conservation International); Scarborough, Courtney (University of California, Santa Barbara); Selig, Elizabeth R. (Conservation International); Best, Benjamin D. (Duke University); Brumbaugh, Daniel R. (American Museum of Natural History); Chapin, F. Stuart (University of Alaska System); Crowder, Larry B. (Stanford University); Daly, Kendra L. (University of South Florida); Doney, Scott C. (Woods Hole Oceanographic Institution); Elfes, Cristiane (University of California, Santa Barbara); Fogarty, Michael J. (Northeast Fisheries Science Center); Gaines, Steven D. (University of California, Santa Barbara); Jacobsen, Kelsey I. (University of California, Santa Barbara); Karrer, Leah Bunce (Conservation International); Leslie, Heather M. (); Neeley, Elizabeth (University of Washington); Pauly, Daniel (University of British Columbia); Polasky, Stephen (University of Minnesota); Ris, Bud (); St Martin, Kevin (Rutgers, The State University of New Jersey); Stone, Gregory S. (Conservation International); Sumaila, U. Rashid (University of British Columbia); Zeller, Dirk (University of British Columbia)",390,93,5.12,44.35,,https://app.dimensions.ai/details/publication/pub.1004292413,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
81,100,pub.1107161726,10.1787/5k9bfqnmptd2-en,,,The Economic Value of Rebuilding Fisheries,,,,2012-04,2012,,,,Closed,Article,"Costello, Christopher; Kinlan, Brian P.; Lester, Sarah E.; Gaines, Steven D.",,"Costello, Christopher (); Kinlan, Brian P. (); Lester, Sarah E. (); Gaines, Steven D. ()",9,2,,1.99,,https://app.dimensions.ai/details/publication/pub.1107161726,0602 Ecology; 14 Economics; 0704 Fisheries Sciences; 1402 Applied Economics; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0602 Ecology,14 Economics,0704 Fisheries Sciences,1402 Applied Economics,06 Biological Sciences
