,"""About the data: Exported on Oct 31, 2019. Criteria: Researcher is Gretchen E Hofmann. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
56,100,pub.1040746486,10.1017/s0954102011000551,,,High-frequency observations of pH under Antarctic sea ice in the southern Ross Sea,Antarctic Science,,,2011-12,2011,23,6,607-613,All OA; Gold,Article,"Matson, Paul G.; Martz, Todd R.; Hofmann, Gretchen E.",,"Matson, Paul G. (University of California, Santa Barbara); Martz, Todd R. (University of California, San Diego); Hofmann, Gretchen E. (University of California, Santa Barbara)",23,5,,2.49,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6D18A3291D79ED4A9C2A01DBEE4BAC8D/S0954102011000551a.pdf/div-class-title-high-frequency-observations-of-ph-under-antarctic-sea-ice-in-the-southern-ross-sea-div.pdf,https://app.dimensions.ai/details/publication/pub.1040746486,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
57,100,pub.1025480791,10.1016/j.jembe.2011.02.016,,,The ocean acidification seascape and its relationship to the performance of calcifying marine invertebrates: Laboratory experiments on the development of urchin larvae framed by environmentally-relevant pCO2/pH,Journal of Experimental Marine Biology and Ecology,,,2011-04,2011,400,1-2,288-295,Closed,Article,"Yu, Pauline C.; Matson, Paul G.; Martz, Todd R.; Hofmann, Gretchen E.","Yu, Pauline C.","Yu, Pauline C. (University of California, Santa Barbara); Matson, Paul G. (University of California, Santa Barbara); Martz, Todd R. (Scripps Institution of Oceanography); Hofmann, Gretchen E. (University of California, Santa Barbara)",80,9,,8.41,,https://app.dimensions.ai/details/publication/pub.1025480791,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
58,100,pub.1041770438,10.1111/j.1365-2486.2010.02288.x,,,Antarctic echinoids and climate change: a major impact on the brooding forms,Global Change Biology,,,2011-02,2011,17,2,734-744,"All OA; Green, Accepted & Submitted",Article,"SEWELL, MARY A.; HOFMANN, GRETCHEN E.",,"SEWELL, MARY A. (University of Auckland); HOFMANN, GRETCHEN E. (University of California, Santa Barbara)",29,3,,3.05,http://hofmannlab.msi.ucsb.edu/publications/Sewell-Hofmann_2011_AntarcticEchnoidsAndClimateChange_AMajorImpactOnTheBroodingForms.pdf,https://app.dimensions.ai/details/publication/pub.1041770438,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
59,400,pub.1021894050,10.1007/s00227-010-1528-z,24391252,PMC3873058,"Thermal tolerance of Strongylocentrotus purpuratus early life history stages: mortality, stress-induced gene expression and biogeographic patterns",Marine Biology,,,2010-12,2010,157,12,2677-2687,All OA; Gold,Article,"Hammond, LaTisha M.; Hofmann, Gretchen E.","Hammond, LaTisha M.","Hammond, LaTisha M. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",35,6,0.76,2.8,https://link.springer.com/content/pdf/10.1007%2Fs00227-010-1528-z.pdf,https://app.dimensions.ai/details/publication/pub.1021894050,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
60,100,pub.1016078616,10.1146/annurev.ecolsys.110308.120227,,,The Effect of Ocean Acidification on Calcifying Organisms in Marine Ecosystems: An Organism-to-Ecosystem Perspective,Annual Review of Ecology Evolution and Systematics,,,2010-12,2010,41,1,127-147,Closed,Article,"Hofmann, Gretchen E.; Barry, James P.; Edmunds, Peter J.; Gates, Ruth D.; Hutchins, David A.; Klinger, Terrie; Sewell, Mary A.",,"Hofmann, Gretchen E. (University of California, Santa Barbara); Barry, James P. (Monterey Bay Aquarium Research Institute); Edmunds, Peter J. (California State University, Northridge); Gates, Ruth D. (University of Hawaii at Manoa); Hutchins, David A. (University of Southern California); Klinger, Terrie (University of Washington); Sewell, Mary A. (University of Auckland)",288,66,,33.83,,https://app.dimensions.ai/details/publication/pub.1016078616,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
61,100,pub.1046365525,10.4319/lom.2010.8.441,,,"A laboratory‐based, experimental system for the study of ocean acidification effects on marine invertebrate larvae",Limnology and Oceanography Methods,,,2010-08,2010,8,8,441-452,All OA; Gold,Article,"Fangue, Nann A.; O'Donnell, Michael J.; Sewell, Mary A.; Matson, Paul G.; MacPherson, Anna C.; Hofmann, Gretchen E.",,"Fangue, Nann A. (University of California, Santa Barbara; University of California, Davis); O'Donnell, Michael J. (University of California, Santa Barbara; University of Washington); Sewell, Mary A. (University of Auckland); Matson, Paul G. (University of California, Santa Barbara); MacPherson, Anna C. (University of California, Santa Barbara; Stanford University); Hofmann, Gretchen E. (University of California, Santa Barbara)",67,13,,6.34,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lom.2010.8.441,https://app.dimensions.ai/details/publication/pub.1046365525,06 Biological Sciences; 04 Earth Sciences; 0602 Ecology; 0405 Oceanography,06 Biological Sciences,04 Earth Sciences,0602 Ecology,0405 Oceanography,
62,100,pub.1028399185,10.2983/035.029.0220,,,Effect of pH on Gene Expression and Thermal Tolerance of Early Life History Stages of Red Abalone (Haliotis rufescens),Journal of Shellfish Research,,,2010-08,2010,29,2,429-439,Closed,Article,"Zippay, MacKenzie L.; Hofmann, Gretchen E.",,"Zippay, MacKenzie L. (Hollings Marine Laboratory; University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",45,9,,3.6,,https://app.dimensions.ai/details/publication/pub.1028399185,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
63,400,pub.1019707757,10.1007/s00227-009-1354-3,24391243,PMC3873024,Physiological tolerances across latitudes: thermal sensitivity of larval marine snails (Nucella spp.),Marine Biology,,,2010-04,2010,157,4,707-714,All OA; Gold,Article,"Zippay, Mackenzie L.; Hofmann, Gretchen E.","Zippay, Mackenzie L.","Zippay, Mackenzie L. (University of California, Santa Barbara; Medical University of South Carolina); Hofmann, Gretchen E. (University of California, Santa Barbara)",32,7,0.39,3,https://link.springer.com/content/pdf/10.1007%2Fs00227-009-1354-3.pdf,https://app.dimensions.ai/details/publication/pub.1019707757,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
64,400,pub.1032991572,10.1146/annurev-physiol-021909-135900,20148670,,Living in the Now: Physiological Mechanisms to Tolerate a Rapidly Changing Environment,Annual Review of Physiology,,"Acclimatization; Adaptation, Physiological; Animals; Carbon Dioxide; Cell Physiological Phenomena; Environment; Global Warming; Humans; Hydrogen-Ion Concentration; Oceans and Seas; Stress, Physiological; Symbiosis; Temperature",2010-03-17,2010,72,1,127-145,Closed,Article,"Hofmann, Gretchen E.; Todgham, Anne E.",,"Hofmann, Gretchen E. (University of California, Santa Barbara); Todgham, Anne E. (San Francisco State University)",326,66,8.15,30.53,,https://app.dimensions.ai/details/publication/pub.1032991572,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
65,200,pub.1071168414,10.3354/meps08346,,,Ocean acidification alters skeletogenesis and gene expression in larval sea urchins,Marine Ecology Progress Series,,,2010-01-05,2010,398,,157-171,All OA; Gold,Article,"O’Donnell, MJ; Todgham, AE; Sewell, MA; Hammond, LM; Ruggiero, K; Fangue, NA; Zippay, ML; Hofmann, GE",,"O’Donnell, MJ (); Todgham, AE (); Sewell, MA (); Hammond, LM (); Ruggiero, K (); Fangue, NA (); Zippay, ML (); Hofmann, GE ()",118,14,,13.73,https://www.int-res.com/articles/meps_oa/m398p157.pdf,https://app.dimensions.ai/details/publication/pub.1071168414,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
66,400,pub.1045412356,10.1242/jeb.032540,19648403,,Transcriptomic response of sea urchin larvae Strongylocentrotus purpuratus to CO2-driven seawater acidification,Journal of Experimental Biology,,"Acclimatization; Acid-Base Equilibrium; Animals; California; Carbon Dioxide; Climate; DNA, Complementary; Female; Fertilization; Gene Expression; Gene Expression Profiling; Larva; Oligonucleotide Array Sequence Analysis; Polymerase Chain Reaction; Reproduction; Seawater; Strongylocentrotus purpuratus; Transcription, Genetic",2009-08-15,2009,212,16,2579-2594,All OA; Gold,Article,"Todgham, Anne E.; Hofmann, Gretchen E.",,"Todgham, Anne E. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",177,23,3.9,14.59,http://jeb.biologists.org/content/212/16/2579.full.pdf,https://app.dimensions.ai/details/publication/pub.1045412356,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
67,200,pub.1071168030,10.3354/meps08047,,,Interspecific and interhabitat variation in hsp70 gene expression in native and invasive kelp populations,Marine Ecology Progress Series,,,2009-07-02,2009,386,,1-13,All OA; Gold,Article,"Henkel, SK; Kawai, H; Hofmann, GE",,"Henkel, SK (); Kawai, H (); Hofmann, GE ()",16,3,,1.78,https://www.int-res.com/articles/feature/m386p001.pdf,https://app.dimensions.ai/details/publication/pub.1071168030,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
68,100,pub.1043853750,10.1016/j.jembe.2009.06.001,,,Biogeographic variation in Mytilus galloprovincialis heat shock gene expression across the eastern Pacific range,Journal of Experimental Marine Biology and Ecology,,,2009-07,2009,376,1,37-42,Closed,Article,"Dutton, Jessica M.; Hofmann, Gretchen E.","Dutton, Jessica M.","Dutton, Jessica M. (); Hofmann, Gretchen E. ()",22,2,,1.95,,https://app.dimensions.ai/details/publication/pub.1043853750,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
69,100,pub.1026441931,10.1007/s00227-008-1097-6,,,Predicted impact of ocean acidification on a marine invertebrate: elevated CO2 alters response to thermal stress in sea urchin larvae,Marine Biology,,,2009-02,2009,156,3,439-446,Closed,Article,"O’Donnell, Michael J.; Hammond, LaTisha M.; Hofmann, Gretchen E.","O’Donnell, Michael J.","O’Donnell, Michael J. (University of California, Santa Barbara; University of Washington); Hammond, LaTisha M. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",90,10,,7.42,,https://app.dimensions.ai/details/publication/pub.1026441931,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
70,200,pub.1071167675,10.3354/meps07775,,,Using functional genomics to explore the effects of ocean acidification on calcifying marine organisms,Marine Ecology Progress Series,,,2008-12-23,2008,373,,219-225,All OA; Gold,Article,"Hofmann, GE; O’Donnell, MJ; Todgham, AE",,"Hofmann, GE (); O’Donnell, MJ (); Todgham, AE ()",31,6,,3.29,https://www.int-res.com/articles/theme/m373p219.pdf,https://app.dimensions.ai/details/publication/pub.1071167675,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
71,100,pub.1002979673,10.1016/j.jembe.2008.09.010,,,Thermal ecophysiology of gametophytes cultured from invasive Undaria pinnatifida (Harvey) Suringar in coastal California harbors,Journal of Experimental Marine Biology and Ecology,,,2008-12,2008,367,2,164-173,Closed,Article,"Henkel, Sarah K.; Hofmann, Gretchen E.","Henkel, Sarah K.","Henkel, Sarah K. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",13,1,,1.12,,https://app.dimensions.ai/details/publication/pub.1002979673,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
72,100,pub.1027104679,10.1007/s10811-007-9275-3,,,Differing patterns of hsp70 gene expression in invasive and native kelp species: evidence for acclimation-induced variation,Journal of Applied Phycology,,,2008-10,2008,20,5,915-924,Closed,Article,"Henkel, Sarah K.; Hofmann, Gretchen E.","Henkel, Sarah K.","Henkel, Sarah K. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",29,8,,2.28,,https://app.dimensions.ai/details/publication/pub.1027104679,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
73,100,pub.1041263158,10.1007/s00227-008-1000-5,,,Spatial and temporal variation in distribution and protein ubiquitination for Mytilus congeners in the California hybrid zone,Marine Biology,,,2008-07,2008,154,6,1067-1075,Closed,Article,"Dutton, Jessica M.; Hofmann, Gretchen E.","Dutton, Jessica M.","Dutton, Jessica M. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",16,0,,1.72,,https://app.dimensions.ai/details/publication/pub.1041263158,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
74,100,pub.1013943316,10.1641/b580109,,,New Tools to Meet New Challenges: Emerging Technologies for Managing Marine Ecosystems for Resilience,BioScience,,,2008-01-01,2008,58,1,43-52,All OA; Gold,Article,"HOFMANN, GRETCHEN E.; GAINES, STEVEN D.",,"HOFMANN, GRETCHEN E. (); GAINES, STEVEN D. ()",34,2,,2.93,https://academic.oup.com/bioscience/article-pdf/58/1/43/19419246/58-1-43.pdf,https://app.dimensions.ai/details/publication/pub.1013943316,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
75,400,pub.1032882733,10.1007/s00360-007-0183-2,17710411,,Is cold the new hot? Elevated ubiquitin-conjugated protein levels in tissues of Antarctic fish as evidence for cold-denaturation of proteins in vivo,Journal of Comparative Physiology B,,"Adaptation, Physiological; Animals; Antarctic Regions; Cold Temperature; Fish Proteins; Fishes; Gills; Liver; Myocardium; Protein Denaturation; Species Specificity; Spleen; Ubiquitin",2007-11,2007,177,8,857-866,Closed,Article,"Todgham, Anne E.; Hoaglund, Elizabeth A.; Hofmann, Gretchen E.","Hofmann, Gretchen E.","Todgham, Anne E. (University of California, Santa Barbara); Hoaglund, Elizabeth A. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",64,9,1.49,5.35,,https://app.dimensions.ai/details/publication/pub.1032882733,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
76,400,pub.1028282015,10.1016/j.cbpa.2007.02.012,17368945,,Marine macrophysiology: Studying physiological variation across large spatial scales in marine systems,Comparative Biochemistry and Physiology Part A Molecular & Integrative Physiology,,"Adaptation, Physiological; Animals; Ecosystem; Geography; Marine Biology; Quantitative Trait, Heritable",2007-08,2007,147,4,821-827,Closed,Article,"Osovitz, Christopher J.; Hofmann, Gretchen E.","Hofmann, Gretchen E.","Osovitz, Christopher J. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",43,6,0.53,3.59,,https://app.dimensions.ai/details/publication/pub.1028282015,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
77,100,pub.1002603118,10.1515/bot.2007.019,,,Morphological and genetic variation in Egregia menziesii over a latitudinal gradient,Botanica Marina,,,2007-01-01,2007,50,3,159-170,Closed,Article,"Henkel, Sarah K.; Hofmann, Gretchen E.; Whitmer, Allison C.",,"Henkel, Sarah K. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara); Whitmer, Allison C. (University of California, Santa Barbara)",5,1,,0.34,,https://app.dimensions.ai/details/publication/pub.1002603118,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
78,100,pub.1042516544,10.1007/978-1-4020-9619-8_56,,,Differing patterns of hsp70 gene expression in invasive and native kelp species: evidence for acclimation-induced variation,,Nineteenth International Seaweed Symposium,,2007,2007,2,,465-474,Closed,Chapter,"Henkel, Sarah K.; Hofmann, Gretchen E.","Henkel, Sarah K.","Henkel, Sarah K. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",2,0,,0.15,,https://app.dimensions.ai/details/publication/pub.1042516544,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
