,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Arturo A Keller. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
137,300,pub.1001534943,10.1021/es8034544,19764201,,The University of California Center for the Environmental Implications of Nanotechnology.,Environmental Science & Technology,,California; Ecotoxicology; Environmental Health; Environmental Monitoring; Environmental Pollutants; Nanostructures; Nanotechnology; Research; Risk Assessment; Universities,2009-09,2009,43,17,6453-7,All OA; Gold,Article,"Godwin, Hilary A; Chopra, Kabir; Bradley, Kenneth A; Cohen, Yoram; Harthorn, Barbara Herr; Hoek, Eric M V; Holden, Patricia; Keller, Arturo A; Lenihan, Hunter S; Nisbet, Roger M; Nel, Andre E",,"Godwin, Hilary A (University of California Los Angeles); Chopra, Kabir (); Bradley, Kenneth A (); Cohen, Yoram (); Harthorn, Barbara Herr (); Hoek, Eric M V (); Holden, Patricia (); Keller, Arturo A (); Lenihan, Hunter S (); Nisbet, Roger M (); Nel, Andre E ()",42,4,1.25,,https://pubs.acs.org/doi/pdf/10.1021/es8034544,https://app.dimensions.ai/details/publication/pub.1001534943,,,,,,
138,100,pub.1049383030,10.1111/j.1752-1688.2009.00343.x,,,"Management of Urban Road Runoff Containing PAHs: Probabilistic Modeling and Its Application in Beijing, China1",JAWRA Journal of the American Water Resources Association,,,2009-08,2009,45,4,1009-1018,Closed,Article,"Zhang, Wei; Keller, Arturo A.; Yue, Dapan; Wang, Xuejun",,"Zhang, Wei (Peking University); Keller, Arturo A. (University of California, Santa Barbara); Yue, Dapan (Peking University); Wang, Xuejun (Peking University)",9,1,,0.93,,https://app.dimensions.ai/details/publication/pub.1049383030,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
139,400,pub.1056164455,10.1021/la900134f,19290650,,Natural and engineered nano and colloidal transport: role of zeta potential in prediction of particle deposition.,Langmuir,,,2009-06-16,2009,25,12,6856-62,Closed,Article,"Wang, Peng; Keller, Arturo A",,"Wang, Peng (University of California, Santa Barbara); Keller, Arturo A ()",34,6,0.95,3.81,,https://app.dimensions.ai/details/publication/pub.1056164455,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
140,100,pub.1001488817,10.1007/s10666-007-9133-3,,,AgInput: An Agricultural Nutrient and Pesticide Source Model,Environmental Modeling & Assessment,,,2009-06,2009,14,3,391-403,Closed,Article,"Wang, Peng; Keller, Arturo A.","Keller, Arturo A.","Wang, Peng (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",2,0,,0.25,,https://app.dimensions.ai/details/publication/pub.1001488817,0703 Crop and Pasture Production; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,07 Agricultural and Veterinary Sciences,,,
141,400,pub.1038168985,10.1016/j.watres.2008.12.031,19147172,,Sorption and desorption of atrazine and diuron onto water dispersible soil primary size fractions,Water Research,,Adsorption; Atrazine; Diuron; Particle Size; Pesticides; Soil; Temperature; Water,2009-03,2009,43,5,1448-1456,Closed,Article,"Wang, Peng; Keller, Arturo A.","Keller, Arturo A.","Wang, Peng (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",48,12,1.41,5.23,,https://app.dimensions.ai/details/publication/pub.1038168985,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
142,400,pub.1004678542,10.1016/j.watres.2008.10.052,19026434,,Partitioning of hydrophobic pesticides within a soil–water–anionic surfactant system,Water Research,,Absorption; Alkanesulfonic Acids; Aluminum Silicates; Anions; Atrazine; Chemical Precipitation; Clay; Diuron; Hydrophobic and Hydrophilic Interactions; Particle Size; Pesticides; Soil; Solubility; Surface-Active Agents; Temperature; Water,2009-02,2009,43,3,706-714,Closed,Article,"Wang, Peng; Keller, Arturo A.","Keller, Arturo A.","Wang, Peng (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",26,4,0.66,2.83,,https://app.dimensions.ai/details/publication/pub.1004678542,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
143,400,pub.1055859475,10.1021/ja806556a,19055347,,Magnetic permanently confined micelle arrays for treating hydrophobic organic compound contamination.,Journal of the American Chemical Society,,Atrazine; Biphenyl Compounds; Diuron; Ferric Compounds; Hydrophobic and Hydrophilic Interactions; Kinetics; Magnetics; Micelles; Naphthalenes; Organic Chemicals; Silicon Dioxide; Soil Pollutants; Surface-Active Agents,2009-01-14,2009,131,1,182-8,Closed,Article,"Wang, Peng; Shi, Qihui; Shi, Yifeng; Clark, Kristin K; Stucky, Galen D; Keller, Arturo A",,"Wang, Peng (University of California, Santa Barbara); Shi, Qihui (); Shi, Yifeng (); Clark, Kristin K (); Stucky, Galen D (); Keller, Arturo A ()",89,11,1.48,8.67,,https://app.dimensions.ai/details/publication/pub.1055859475,03 Chemical Sciences; 0303 Macromolecular and Materials Chemistry,03 Chemical Sciences,0303 Macromolecular and Materials Chemistry,,,
144,100,pub.1053127999,10.1007/s00477-007-0198-y,,,Stochastic analysis of transient three-phase flow in heterogeneous porous media,Stochastic Environmental Research and Risk Assessment,,,2009-01,2009,23,1,93-109,Closed,Article,"Chen, Mingjie; Keller, Arturo A.; Lu, Zhiming","Chen, Mingjie","Chen, Mingjie (Los Alamos National Laboratory); Keller, Arturo A. (University of California, Santa Barbara); Lu, Zhiming (Los Alamos National Laboratory)",6,0,,1.94,,https://app.dimensions.ai/details/publication/pub.1053127999,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
145,100,pub.1019638987,10.1029/2008wr007004,,,"Analytical modeling of polycyclic aromatic hydrocarbon loading and transport via road runoff in an urban region of Beijing, China",Water Resources Research,,,2009-01,2009,45,1,,All OA; Gold,Article,"Zhang, Wei; Keller, Arturo A.; Wang, Xuejun",,"Zhang, Wei (Peking University); Keller, Arturo A. (University of California, Santa Barbara); Wang, Xuejun (Peking University)",8,1,,0.99,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2008WR007004,https://app.dimensions.ai/details/publication/pub.1019638987,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
146,200,pub.1021373941,10.1002/smll.200800753,19058159,,Enhanced Environmental Mobility of Carbon Nanotubes in the Presence of Humic Acid and Their Removal from Aqueous Solution,Small,,"Adsorption; Humic Substances; Microscopy, Electron, Transmission; Nanotubes, Carbon; Solutions; Titanium; Water; Water Purification",2008-12,2008,4,12,2166-2170,Closed,Article,"Wang, Peng; Shi, Qihui; Liang, Hongjun; Steuerman, David W.; Stucky, Galen D.; Keller, Arturo A.",,"Wang, Peng (University of California, Santa Barbara); Shi, Qihui (University of California, Santa Barbara); Liang, Hongjun (University of California, Santa Barbara); Steuerman, David W. (); Stucky, Galen D. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",82,8,2.38,,,https://app.dimensions.ai/details/publication/pub.1021373941,,,,,,
147,100,pub.1015802080,10.1111/j.1752-1688.2008.00232.x,,,Stochastic Watershed Water Quality Simulation for TMDL Development – A Case Study in the Newport Bay Watershed1,JAWRA Journal of the American Water Resources Association,,,2008-12,2008,44,6,1397-1410,Closed,Article,"Zheng, Yi; Keller, Arturo A.",,"Zheng, Yi (Peking University); Keller, Arturo A. (University of California, Santa Barbara)",16,3,,2.07,,https://app.dimensions.ai/details/publication/pub.1015802080,09 Engineering; 0905 Civil Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0907 Environmental Engineering,09 Engineering,0905 Civil Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0907 Environmental Engineering
148,400,pub.1030983725,10.1016/j.watres.2008.07.008,18676001,,Soil particle-size dependent partitioning behavior of pesticides within water–soil–cationic surfactant systems,Water Research,,"Atrazine; Benzalkonium Compounds; Cations; Diuron; Particle Size; Pesticides; Soil; Surface-Active Agents; Water; Water Pollutants, Chemical",2008-08,2008,42,14,3781-3788,Closed,Article,"Wang, Peng; Keller, Arturo A.","Keller, Arturo A.","Wang, Peng (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",17,2,0.63,1.76,,https://app.dimensions.ai/details/publication/pub.1030983725,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
149,400,pub.1055514469,10.1021/es702732g,18522122,,Particle-size dependent sorption and desorption of pesticides within a water-soil-nonionic surfactant system.,Environmental Science & Technology,,"Adsorption; Atrazine; Detergents; Diuron; Ions; Octoxynol; Particle Size; Pesticides; Polychlorinated Biphenyls; Polycyclic Aromatic Hydrocarbons; Soil; Soil Pollutants; Surface-Active Agents; Water; Water Pollutants, Chemical",2008-05,2008,42,9,3381-7,Closed,Article,"Wang, Peng; Keller, Arturo A",,"Wang, Peng (University of California, Santa Barbara); Keller, Arturo A ()",52,11,2.09,5.39,,https://app.dimensions.ai/details/publication/pub.1055514469,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
150,100,pub.1046081976,10.7901/2169-3358-2008-1-667,,,OIL RECOVERY WITH NOVEL SKIMMER SURFACES UNDER COLD CLIMATE CONDITIONS,International Oil Spill Conference Proceedings,,,2008-05,2008,2008,1,667-671,Closed,Article,"Keller, Arturo A.; Clark, Kristin",,"Keller, Arturo A. (University of California, Santa Barbara); Clark, Kristin (University of California, Santa Barbara)",2,0,,0.22,,https://app.dimensions.ai/details/publication/pub.1046081976,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
151,400,pub.1000328061,10.1016/j.watres.2007.11.015,18067946,,Partitioning of hydrophobic organic compounds within soil–water–surfactant systems,Water Research,,"Cation Exchange Resins; Chromatography, High Pressure Liquid; Organic Chemicals; Soil; Solubility; Surface-Active Agents; Water",2008-04,2008,42,8-9,2093-2101,Closed,Article,"Wang, Peng; Keller, Arturo A.","Keller, Arturo A.","Wang, Peng (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",34,4,0.9,3.52,,https://app.dimensions.ai/details/publication/pub.1000328061,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
152,400,pub.1002217932,10.1016/j.jenvman.2006.12.013,17270339,,Assessing the US Clean Water Act 303(d) listing process for determining impairment of a waterbody,Journal of Environmental Management,,Environmental Monitoring; Government Regulation; United States; United States Environmental Protection Agency; Water Pollution,2008-03,2008,86,4,699-711,Closed,Article,"Keller, Arturo A.; Cavallaro, Lindsey","Keller, Arturo A.","Keller, Arturo A. (University of California, Santa Barbara); Cavallaro, Lindsey (University of California, Santa Barbara)",36,11,0.48,4.05,,https://app.dimensions.ai/details/publication/pub.1002217932,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
153,400,pub.1020714835,10.1897/07-568.1,18466041,,Adsorption of hydrophobic organic compounds onto a hydrophobic carbonaceous geosorbent in the presence of surfactants,Environmental Toxicology and Chemistry,,"Adsorption; Carbon; Hydrophobic and Hydrophilic Interactions; Microscopy, Electron, Transmission; Organic Chemicals; Surface-Active Agents",2008,2008,27,6,1237-1243,Closed,Article,"Wang, Peng; Keller, Arturo A.",,"Wang, Peng (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",13,1,0.5,1.46,,https://app.dimensions.ai/details/publication/pub.1020714835,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
154,400,pub.1001053832,10.1016/j.jhazmat.2007.02.017,17368929,,Effect of operational parameters on the recovery rate of an oleophilic drum skimmer,Journal of Hazardous Materials,,Accidents; Environmental Pollution; Environmental Restoration and Remediation; Equipment Design; Fuel Oils,2007-09,2007,148,1-2,136-143,Closed,Article,"Broje, Victoria; Keller, Arturo A.","Keller, Arturo A.","Broje, Victoria (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",50,23,0.25,10.03,,https://app.dimensions.ai/details/publication/pub.1001053832,0914 Resources Engineering and Extractive Metallurgy; 09 Engineering,0914 Resources Engineering and Extractive Metallurgy,09 Engineering,,,
155,100,pub.1042672894,10.1016/j.petrol.2006.12.002,,,Effect of advancing velocity and fluid viscosity on the dynamic contact angle of petroleum hydrocarbons,Journal of Petroleum Science and Engineering,,,2007-08,2007,58,1-2,201-206,Closed,Article,"Keller, A.A.; Broje, V.; Setty, K.","Keller, A.A.","Keller, A.A. (University of California, Santa Barbara); Broje, V. (University of California, Santa Barbara); Setty, K. (University of California, Santa Barbara)",14,2,,2.96,,https://app.dimensions.ai/details/publication/pub.1042672894,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
156,100,pub.1034225462,10.1029/2006wr005346,,,Uncertainty assessment in watershed‐scale water quality modeling and management: 2. Management objectives constrained analysis of uncertainty (MOCAU),Water Resources Research,,,2007-08,2007,43,8,,All OA; Gold,Article,"Zheng, Yi; Keller, Arturo A.",,"Zheng, Yi (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",14,3,,2.61,http://onlinelibrary.wiley.com/doi/10.1029/2006WR005346/pdf,https://app.dimensions.ai/details/publication/pub.1034225462,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
157,100,pub.1007519087,10.1029/2006wr005345,,,Uncertainty assessment in watershed‐scale water quality modeling and management: 1. Framework and application of generalized likelihood uncertainty estimation (GLUE) approach,Water Resources Research,,,2007-08,2007,43,8,,All OA; Gold,Article,"Zheng, Yi; Keller, Arturo A.",,"Zheng, Yi (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",40,12,,7.47,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2006WR005345,https://app.dimensions.ai/details/publication/pub.1007519087,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
158,100,pub.1047850230,10.1016/j.advwatres.2006.05.013,,,A review of visualization techniques of biocolloid transport processes at the pore scale under saturated and unsaturated conditions,Advances in Water Resources,,,2007-06,2007,30,6-7,1392-1407,Closed,Article,"Keller, Arturo A.; Auset, Maria","Keller, Arturo A.","Keller, Arturo A. (University of California, Santa Barbara); Auset, Maria (University of California, Santa Barbara)",73,12,,8.21,,https://app.dimensions.ai/details/publication/pub.1047850230,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
159,400,pub.1003307265,10.1016/j.jenvman.2006.03.011,16842900,,A framework for assessing the impact of land use policy on community exposure to air toxics,Journal of Environmental Management,,"Air Pollutants; Air Pollution; California; Environmental Monitoring; Geography; Humans; Industrial Waste; Models, Biological; Public Health; Public Policy; Risk Assessment; United States; United States Environmental Protection Agency",2007-04,2007,83,2,213-227,Closed,Article,"Willis, Melvin R.; Keller, Arturo A.","Willis, Melvin R.","Willis, Melvin R. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",9,2,0.07,1.18,,https://app.dimensions.ai/details/publication/pub.1003307265,1117 Public Health and Health Services; 11 Medical and Health Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,1117 Public Health and Health Services,11 Medical and Health Sciences,05 Environmental Sciences,0502 Environmental Science and Management,
160,400,pub.1025693798,10.1016/j.jcis.2006.09.078,17064718,,Interfacial interactions between hydrocarbon liquids and solid surfaces used in mechanical oil spill recovery,Journal of Colloid and Interface Science,,,2007-01,2007,305,2,286-292,Closed,Article,"Broje, Victoria; Keller, Arturo A.","Keller, Arturo A.","Broje, Victoria (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",18,5,0.14,2.62,,https://app.dimensions.ai/details/publication/pub.1025693798,0914 Resources Engineering and Extractive Metallurgy; 09 Engineering; 03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),0914 Resources Engineering and Extractive Metallurgy,09 Engineering,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),
161,400,pub.1055499740,10.1021/es061842m,17256548,,Improved mechanical oil spill recovery using an optimized geometry for the skimmer surface.,Environmental Science & Technology,,Oils; Petroleum; Viscosity,2006-12,2006,40,24,7914-8,Closed,Article,"Broje, Victoria; Keller, Arturo A",,"Broje, Victoria (University of California, Santa Barbara); Keller, Arturo A ()",123,59,0.66,14.9,,https://app.dimensions.ai/details/publication/pub.1055499740,09 Engineering; 0904 Chemical Engineering,09 Engineering,0904 Chemical Engineering,,,
162,100,pub.1022801134,10.1029/2005wr004639,,,Pore‐scale visualization of colloid straining and filtration in saturated porous media using micromodels,Water Resources Research,,,2006-12,2006,42,12,,All OA; Gold,Article,"Auset, Maria; Keller, Arturo A.",,"Auset, Maria (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",66,11,,12.85,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2005WR004639,https://app.dimensions.ai/details/publication/pub.1022801134,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
163,100,pub.1026506911,10.1029/2005wr004539,,,Understanding parameter sensitivity and its management implications in watershed‐scale water quality modeling,Water Resources Research,,,2006-05,2006,42,5,,All OA; Gold,Article,"Zheng, Yi; Keller, Arturo A.",,"Zheng, Yi (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",30,3,,9.5,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2005WR004539,https://app.dimensions.ai/details/publication/pub.1026506911,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
164,100,pub.1041602870,10.1029/2005wr004257,,,A stochastic analysis of transient two‐phase flow in heterogeneous porous media,Water Resources Research,,,2006-03,2006,42,3,,All OA; Gold,Article,"Chen, Mingjie; Keller, Arturo A.; Zhang, Dongxiao; Lu, Zhiming; Zyvoloski, George A.",,"Chen, Mingjie (University of California, Santa Barbara; Los Alamos National Laboratory); Keller, Arturo A. (University of California, Santa Barbara); Zhang, Dongxiao (University of Oklahoma); Lu, Zhiming (Los Alamos National Laboratory); Zyvoloski, George A. (Los Alamos National Laboratory)",11,1,,2.14,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2005WR004257,https://app.dimensions.ai/details/publication/pub.1041602870,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
165,100,pub.1000334807,10.1029/2004wr003611,,,Intermittent filtration of bacteria and colloids in porous media,Water Resources Research,,,2005-09,2005,41,9,,All OA; Gold,Article,"Auset, Maria; Keller, Arturo A.; Brissaud, François; Lazarova, Valentina",,"Auset, Maria (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara); Brissaud, François (University of Montpellier); Lazarova, Valentina ()",43,7,,5.28,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2004WR003611,https://app.dimensions.ai/details/publication/pub.1000334807,09 Engineering; 0904 Chemical Engineering; 0907 Environmental Engineering,09 Engineering,0904 Chemical Engineering,0907 Environmental Engineering,,
166,100,pub.1008941533,10.1016/j.agwat.2004.09.024,,,Steps towards modeling nutrient export in coastal Californian streams with a Mediterranean climate,Agricultural Water Management,,,2005-08,2005,77,1-3,144-158,Closed,Article,"Robinson, Timothy H.; Leydecker, Al; Keller, Arturo A.; Melack, John M.","Robinson, Timothy H.","Robinson, Timothy H. (University of California, Santa Barbara); Leydecker, Al (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",15,2,,2.99,,https://app.dimensions.ai/details/publication/pub.1008941533,"09 Engineering; 0905 Civil Engineering; 0701 Agriculture, Land and Farm Management; 0799 Other Agricultural and Veterinary Sciences; 07 Agricultural and Veterinary Sciences",09 Engineering,0905 Civil Engineering,"0701 Agriculture, Land and Farm Management",0799 Other Agricultural and Veterinary Sciences,07 Agricultural and Veterinary Sciences
167,100,pub.1025744979,10.7901/2169-3358-2005-1-837,,,A METHOD TO CHARACTERIZE MATERIALS TO BE USED ON OLEOPHILIC SKIMMERS1,International Oil Spill Conference Proceedings,,,2005-05,2005,2005,1,837-840,Closed,Article,"Broje, Victoria A.; Keller, Arturo A.",,"Broje, Victoria A. (); Keller, Arturo A. ()",3,2,,0.31,,https://app.dimensions.ai/details/publication/pub.1025744979,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
168,200,pub.1098737150,10.1061/40761(175)72,,,"Santa Barbara Coastal Long Term Ecological Research (LTER): Nutrient Concentrations in Coastal Streams and Variations with Land Use in the Carpinteria Valley, California",,California and the World Ocean '02,,2005-03-16,2005,,,811-823,Closed,Proceeding,"Robinson, T. H.; Leydecker, A.; Melack, J. M.; Keller, A. A.",,"Robinson, T. H. (); Leydecker, A. (); Melack, J. M. (); Keller, A. A. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1098737150,,,,,,
169,100,pub.1009196110,10.1080/01919510590908995,,,Mass Transfer of Ozone Using a Microporous Diffuser Reactor System,Ozone Science and Engineering,,,2005-02,2005,27,1,45-51,Closed,Article,"Mitani, Marie M.; Keller, Arturo A.; Sandall, Orville C.; Rinker, Robert G.",,"Mitani, Marie M. (); Keller, Arturo A. (); Sandall, Orville C. (); Rinker, Robert G. ()",18,4,,3.8,,https://app.dimensions.ai/details/publication/pub.1009196110,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
170,100,pub.1044890063,10.1029/2004wr003412,,,A stochastic analysis of steady state two‐phase flow in heterogeneous media,Water Resources Research,,,2005-01,2005,41,1,,All OA; Gold,Article,"Chen, Mingjie; Zhang, Dongxiao; Keller, Arturo A.; Lu, Zhiming",,"Chen, Mingjie (University of California, Santa Barbara; Los Alamos National Laboratory); Zhang, Dongxiao (University of Oklahoma); Keller, Arturo A. (University of California, Santa Barbara); Lu, Zhiming (Los Alamos National Laboratory)",15,0,,2.9,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2004WR003412,https://app.dimensions.ai/details/publication/pub.1044890063,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
171,100,pub.1042827277,10.1029/2004wr003315,,,Transport of colloids in unsaturated porous media: Explaining large‐scale behavior based on pore‐scale mechanisms,Water Resources Research,,,2004-12,2004,40,12,,All OA; Gold,Article,"Keller, Arturo A.; Sirivithayapakorn, Sanya",,"Keller, Arturo A. (University of California, Santa Barbara); Sirivithayapakorn, Sanya (University of California, Santa Barbara)",20,4,,3.73,http://onlinelibrary.wiley.com/doi/10.1029/2004WR003315/pdf,https://app.dimensions.ai/details/publication/pub.1042827277,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
172,100,pub.1010772686,10.1029/2003wr002676,,,Early breakthrough of colloids and bacteriophage MS2 in a water‐saturated sand column,Water Resources Research,,,2004-08,2004,40,8,,All OA; Gold,Article,"Keller, Arturo A.; Sirivithayapakorn, Sanya; Chrysikopoulos, Constantinos V.",,"Keller, Arturo A. (University of California, Santa Barbara); Sirivithayapakorn, Sanya (University of California, Santa Barbara); Chrysikopoulos, Constantinos V. (University of California, Irvine)",64,4,,11.95,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2003WR002676,https://app.dimensions.ai/details/publication/pub.1010772686,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
173,100,pub.1022542007,10.1111/j.1752-1688.2004.tb04455.x,,,"DETERMINING CRITICAL WATER QUALITY CONDITIONS FOR INORGANIC NITROGEN IN DRY, SEMI‐URBANIZED WATERSHEDS1",JAWRA Journal of the American Water Resources Association,,,2004-06,2004,40,3,721-735,"All OA; Green, Published",Article,"Keller, Arturo A.; Zheng, Yi; Robinson, Timothy H.",,"Keller, Arturo A. (University of California, Santa Barbara); Zheng, Yi (); Robinson, Timothy H. ()",14,2,,1.81,https://escholarship.org/content/qt97r2q15w/qt97r2q15w.pdf?t=lnpysd,https://app.dimensions.ai/details/publication/pub.1022542007,09 Engineering; 0905 Civil Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0907 Environmental Engineering,09 Engineering,0905 Civil Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0907 Environmental Engineering
174,200,pub.1058364091,10.1080/10588330490278039,,,Complex NAPL Site Characterization Using Fluorescence Part 1: Selection of Excitation Wavelength Based on NAPL Composition,Soil and Sediment Contamination An International Journal,,,2004-03-01,2004,13,2,103-118,Closed,Article,"KRAM, MARK; KELLER, ARTURO; MASSICK, STEVE; LAVERMAN, LEROY",,"KRAM, MARK (); KELLER, ARTURO (); MASSICK, STEVE (); LAVERMAN, LEROY ()",4,0,,,,https://app.dimensions.ai/details/publication/pub.1058364091,03 Chemical Sciences; 05 Environmental Sciences,03 Chemical Sciences,05 Environmental Sciences,,,
175,100,pub.1014468116,10.1029/2003wr002800,,,Pore‐scale processes that control dispersion of colloids in saturated porous media,Water Resources Research,,,2004-03,2004,40,3,,All OA; Gold,Article,"Auset, Maria; Keller, Arturo A.",,"Auset, Maria (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",84,14,,15.68,http://onlinelibrary.wiley.com/doi/10.1029/2003WR002800/pdf,https://app.dimensions.ai/details/publication/pub.1014468116,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
176,100,pub.1050814639,10.1080/10588330408984082,,,Complex NAPL Site Characterization Using Fluorescence Part 1: Selection of Excitation Wavelength Based on NAPL Composition,Soil and Sediment Contamination An International Journal,,,2004-01,2004,13,2,103-118,Closed,Article,"KRAM, MARK L.; KELLER, ARTURO A.; MASSICK, STEVE M.; LAVERMAN, LEROY E.",,"KRAM, MARK L. (University of California, Santa Barbara); KELLER, ARTURO A. (University of California, Santa Barbara); MASSICK, STEVE M. (University of California, Santa Barbara); LAVERMAN, LEROY E. (University of California, Santa Barbara)",7,2,,0.7,,https://app.dimensions.ai/details/publication/pub.1050814639,03 Chemical Sciences; 0303 Macromolecular and Materials Chemistry,03 Chemical Sciences,0303 Macromolecular and Materials Chemistry,,,
