,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Jonathan M Levine. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
64,100,pub.1023249508,10.1111/j.1365-2435.2008.01462.x,,,On testing the role of niche differences in stabilizing coexistence,Functional Ecology,,,2008-10,2008,22,5,934-936,All OA; Gold,Article,"Levine, Jonathan M.; Adler, Peter B.; HilleRisLambers, Janneke",,"Levine, Jonathan M. (University of California, Santa Barbara); Adler, Peter B. (Utah State University); HilleRisLambers, Janneke (University of Washington)",20,5,,1.72,https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2435.2008.01462.x,https://app.dimensions.ai/details/publication/pub.1023249508,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
65,100,pub.1039411902,10.1111/j.1365-2745.2008.01375.x,,,Rainfall effects on rare annual plants,Journal of Ecology,,,2008-07,2008,96,4,795-806,All OA; Gold,Article,"Levine, Jonathan M.; McEachern, A. Kathryn; Cowan, Clark",,"Levine, Jonathan M. (University of California, Santa Barbara); McEachern, A. Kathryn (); Cowan, Clark (University of California, Santa Barbara)",69,14,,7.82,https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2745.2008.01375.x,https://app.dimensions.ai/details/publication/pub.1039411902,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
66,200,pub.1026462146,10.1016/j.cub.2007.11.030,18211837,,Biological invasions,Current Biology,,Animals; Competitive Behavior; Ecosystem; Population Dynamics; Predatory Behavior,2008-01,2008,18,2,r57-r60,All OA; Gold,Article,"Levine, Jonathan M.",,"Levine, Jonathan M. (University of California, Santa Barbara)",38,5,0.56,,https://doi.org/10.1016/j.cub.2007.11.030,https://app.dimensions.ai/details/publication/pub.1026462146,17 Psychology and Cognitive Sciences; 11 Medical and Health Sciences; 06 Biological Sciences,17 Psychology and Cognitive Sciences,11 Medical and Health Sciences,06 Biological Sciences,,
67,400,pub.1000865324,10.1111/j.1461-0248.2006.00996.x,17257097,,A niche for neutrality,Ecology Letters,,"Adaptation, Physiological; Ecosystem; Models, Biological; Plants; Population Growth",2007-02,2007,10,2,95-104,"All OA; Green, Accepted & Submitted",Article,"Adler, Peter B.; HilleRisLambers, Janneke; Levine, Jonathan M.",,"Adler, Peter B. (Utah State University); HilleRisLambers, Janneke (University of Washington); Levine, Jonathan M. (University of California, Santa Barbara)",550,136,8.91,45.95,https://zenodo.org/record/851708/files/article.pdf,https://app.dimensions.ai/details/publication/pub.1000865324,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
68,100,pub.1034987786,10.1007/s10530-006-9008-6,,,Mechanisms underlying the impacts of exotic annual grasses in a coastal California meadow,Biological Invasions,,,2007-01,2007,9,1,65-71,Closed,Article,"Coleman, Heather M.; Levine, Jonathan M.","Coleman, Heather M.","Coleman, Heather M. (University of California Los Angeles; University of California, Santa Barbara); Levine, Jonathan M. (University of California, Santa Barbara)",37,4,,3.6,,https://app.dimensions.ai/details/publication/pub.1034987786,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
69,400,pub.1008201526,10.1111/j.1461-0248.2006.00949.x,16925649,,Plant–soil feedbacks and invasive spread,Ecology Letters,,"Models, Theoretical; Plant Development; Population Dynamics; Soil Microbiology",2006-09,2006,9,9,1005-1014,Closed,Article,"Levine, Jonathan M.; Pachepsky, Elizaveta; Kendall, Bruce E.; Yelenik, Stephanie G.; Lambers, Janneke Hille Ris",,"Levine, Jonathan M. (University of California, Santa Barbara); Pachepsky, Elizaveta (University of California, Santa Barbara); Kendall, Bruce E. (University of California, Santa Barbara); Yelenik, Stephanie G. (University of California, Santa Barbara); Lambers, Janneke Hille Ris (University of California, Santa Barbara)",121,13,1.3,11.03,,https://app.dimensions.ai/details/publication/pub.1008201526,0602 Ecology; 0503 Soil Sciences; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0503 Soil Sciences,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
70,400,pub.1048342238,10.1073/pnas.0600599103,16908862,PMC1550767,Climate variability has a stabilizing effect on the coexistence of prairie grasses,Proceedings of the National Academy of Sciences,,Climate; Ecosystem; Poaceae; Time Factors,2006-08-22,2006,103,34,12793-12798,All OA; Gold,Article,"Adler, Peter B.; HilleRisLambers, Janneke; Kyriakidis, Phaedon C.; Guan, Qingfeng; Levine, Jonathan M.",,"Adler, Peter B. (); HilleRisLambers, Janneke (); Kyriakidis, Phaedon C. (University of California, Santa Barbara); Guan, Qingfeng (University of California, Santa Barbara); Levine, Jonathan M. ()",153,32,2.43,14.76,http://www.pnas.org/content/103/34/12793.full.pdf,https://app.dimensions.ai/details/publication/pub.1048342238,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
71,100,pub.1018557516,10.1111/j.1461-0248.2004.00657.x,,,A meta‐analysis of biotic resistance to exotic plant invasions,Ecology Letters,,,2004-10,2004,7,10,975-989,All OA; Gold,Article,"Levine, Jonathan M.; Adler, Peter B.; Yelenik, Stephanie G.",,"Levine, Jonathan M. (); Adler, Peter B. (University of California, Santa Barbara); Yelenik, Stephanie G. (University of California, Santa Barbara)",771,157,,66.57,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1461-0248.2004.00657.x,https://app.dimensions.ai/details/publication/pub.1018557516,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
72,400,pub.1058712777,10.1086/422859,15478090,,Effects of temporal variability on rare plant persistence in annual systems.,The American Naturalist,,"California; Conservation of Natural Resources; Ecosystem; Models, Biological; Plants; Time Factors",2004-09,2004,164,3,350-63,Closed,Article,"Levine, Jonathan M; Rees, Mark",,"Levine, Jonathan M (University of California, Santa Barbara); Rees, Mark ()",93,18,1.71,6.65,,https://app.dimensions.ai/details/publication/pub.1058712777,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
73,100,pub.1021901561,10.1111/j.0030-1299.2004.13040.x,,,Small‐scale variation in growing season length affects size structure of scarlet monkeyflower,Oikos,,,2004-07,2004,106,1,131-137,Closed,Article,"Williams, Jennifer L.; Levine, Jonathan M.",,"Williams, Jennifer L. (University of California, Berkeley); Levine, Jonathan M. (University of California, Berkeley)",7,1,,0.5,,https://app.dimensions.ai/details/publication/pub.1021901561,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
74,100,pub.1052008471,10.1146/annurev.ecolsys.34.011802.132400,,,THE COMMUNITY-LEVEL CONSEQUENCES OF SEED DISPERSAL PATTERNS,Annual Review of Ecology Evolution and Systematics,,,2003-11,2003,34,1,549-574,Closed,Article,"Levine, Jonathan M.; Murrell, David J.",,"Levine, Jonathan M. (University of California, Santa Barbara); Murrell, David J. (Imperial College London)",262,42,,19.24,,https://app.dimensions.ai/details/publication/pub.1052008471,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
75,400,pub.1025980966,10.1098/rspb.2003.2327,12737654,PMC1691311,Mechanisms underlying the impacts of exotic plant invasions,Proceedings of The Royal Society B Biological Sciences,,Animals; Ecosystem; Fires; Plant Physiological Phenomena; Water,2003-04-22,2003,270,1517,775-781,"All OA; Green, Published",Article,"Levine, Jonathan M.; Vilà, Montserrat; Antonio, Carla M. D; Dukes, Jeffrey S.; Grigulis, Karl; Lavorel, Sandra",,"Levine, Jonathan M. (University of California Los Angeles; Imperial College London); Vilà, Montserrat (Autonomous University of Barcelona); Antonio, Carla M. D (); Dukes, Jeffrey S. (Department of Plant Biology); Grigulis, Karl (); Lavorel, Sandra ()",985,125,6.68,90.63,http://europepmc.org/articles/pmc1691311?pdf=render,https://app.dimensions.ai/details/publication/pub.1025980966,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
76,100,pub.1041225708,10.1046/j.1523-1739.2003.02038.x,,,Forecasting Biological Invasions with Increasing International Trade,Conservation Biology,,,2003-02,2003,17,1,322-326,Closed,Article,"Levine, Jonathan M.; D'Antonio, Carla M.",,"Levine, Jonathan M. (); D'Antonio, Carla M. (University of California, Berkeley)",405,63,,52.43,,https://app.dimensions.ai/details/publication/pub.1041225708,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
77,400,pub.1058639251,10.1086/342073,18707522,,Coexistence and relative abundance in annual plant assemblages: the roles of competition and colonization.,The American Naturalist,,,2002-10,2002,160,4,452-67,"All OA; Green, Accepted & Submitted",Article,"Levine, Jonathan M; Rees, Mark",,"Levine, Jonathan M (Imperial College London); Rees, Mark ()",117,13,2.13,8.52,http://eprints.whiterose.ac.uk/1398/1/reesm7.pdf,https://app.dimensions.ai/details/publication/pub.1058639251,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
78,100,pub.1051213001,10.1034/j.1600-0706.2001.950304.x,,,"Local interactions, dispersal, and native and exotic plant diversity along a California stream",Oikos,,,2001-12,2001,95,3,397-408,Closed,Article,"Levine, Jonathan M.",,"Levine, Jonathan M. (University of California, Berkeley)",59,4,,4.83,,https://app.dimensions.ai/details/publication/pub.1051213001,0607 Plant Biology; 0604 Genetics; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0604 Genetics,0602 Ecology,06 Biological Sciences,
79,400,pub.1042207343,10.1126/science.288.5467.852,10797006,,Species Diversity and Biological Invasions: Relating Local Process to Community Pattern,Science,,Asteraceae; California; Ecosystem; Plant Development; Poaceae; Seeds,2000-05-05,2000,288,5467,852-854,Closed,Article,"Levine, Jonathan M.",,"Levine, Jonathan M. (University of California, Berkeley)",657,57,4.44,61.14,,https://app.dimensions.ai/details/publication/pub.1042207343,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
80,100,pub.1009434856,10.1890/0012-9658(1999)080[2711:ttrcop]2.0.co;2,,,TESTING THE RELATIVE CONTRIBUTION OF POSITIVE AND NEGATIVE INTERACTIONS IN ROCKY INTERTIDAL COMMUNITIES,Ecology,,,1999-12,1999,80,8,2711-2726,Closed,Article,"Bertness, Mark D.; Leonard, George H.; Levine, Jonathan M.; Schmidt, Paul R.; Ingraham, Aubrey O.",,"Bertness, Mark D. (Brown University); Leonard, George H. (Brown University); Levine, Jonathan M. (Brown University); Schmidt, Paul R. (Brown University); Ingraham, Aubrey O. (Brown University)",240,36,,,,https://app.dimensions.ai/details/publication/pub.1009434856,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
81,400,pub.1042395834,10.1007/s004420050877,28308021,,Climate-driven interactions among rocky intertidal organisms caught between a rock and a hot place,Oecologia,,,1999-08,1999,120,3,446-450,Closed,Article,"Bertness, Mark D.; Leonard, George H.; Levine, Jonathan M.; Bruno, John F.",,"Bertness, Mark D. (Brown University); Leonard, George H. (Brown University); Levine, Jonathan M. (Brown University); Bruno, John F. (Brown University)",81,3,0.63,,,https://app.dimensions.ai/details/publication/pub.1042395834,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
82,400,pub.1037049933,10.1007/s004420050657,28308497,,Nitrogen effects on an interaction chain in a salt marsh community,Oecologia,,,1998-11,1998,117,1-2,266-272,Closed,Article,"Levine, Jonathan M.; Hacker, Sally D.; Harley, Christopher D. G.; Bertness, Mark D.",,"Levine, Jonathan M. (Brown University); Hacker, Sally D. (Brown University); Harley, Christopher D. G. (Brown University); Bertness, Mark D. (Brown University)",35,5,0.23,,,https://app.dimensions.ai/details/publication/pub.1037049933,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
83,200,pub.1070368712,10.2307/3546975,,,"Biomass Allocation, Clonal Dispersal, and Competitive Success in Three Salt Marsh Plants",Oikos,,,1998-06,1998,82,2,347,Closed,Article,"Brewer, J. Stephen; Rand, Tatyana; Levine, Jonathan M.; Bertness, Mark D.",,"Brewer, J. Stephen (); Rand, Tatyana (); Levine, Jonathan M. (); Bertness, Mark D. ()",30,4,,,,https://app.dimensions.ai/details/publication/pub.1070368712,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
84,100,pub.1015691266,10.1890/0012-9658(1998)079[1395:fdviic]2.0.co;2,,,FLOW‐DRIVEN VARIATION IN INTERTIDAL COMMUNITY STRUCTURE IN A MAINE ESTUARY,Ecology,,,1998-06,1998,79,4,1395-1411,Closed,Article,"Leonard, George H.; Levine, Jonathan M.; Schmidt, Paul R.; Bertness, Mark D.",,"Leonard, George H. (Brown University); Levine, Jonathan M. (Brown University); Schmidt, Paul R. (Brown University); Bertness, Mark D. (Brown University)",135,9,,,,https://app.dimensions.ai/details/publication/pub.1015691266,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
85,100,pub.1034187333,10.1046/j.1365-2745.1998.00253.x,,,"Nutrients, competition and plant zonation in a New England salt marsh",Journal of Ecology,,,1998-04,1998,86,2,285-292,All OA; Gold,Article,"Levine, Jonathan M.; Brewer, J. Stephen; Bertness, Mark D.",,"Levine, Jonathan M. (Brown University); Brewer, J. Stephen (Brown University); Bertness, Mark D. (Brown University)",183,17,,,http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2745.1998.00253.x/pdf,https://app.dimensions.ai/details/publication/pub.1034187333,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
86,100,pub.1013795474,10.1046/j.1365-2745.1998.00241.x,,,Interactive effects of elevation and burial with wrack on plant community structure in some Rhode Island salt marshes,Journal of Ecology,,,1998-01,1998,86,1,125-136,All OA; Gold,Article,"Brewer, J. Stephen; Levine, Jonathan M.; Bertness, Mark D.",,"Brewer, J. Stephen (Brown University); Levine, Jonathan M. (University of California, Berkeley); Bertness, Mark D. (Brown University)",62,4,,,http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2745.1998.00241.x/pdf,https://app.dimensions.ai/details/publication/pub.1013795474,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
