,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is John Michael Melack. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
115,100,pub.1007059724,10.1029/2003jd003894,,,"Association between atmospheric circulation patterns and firn‐ice core records from the Inilchek glacierized area, central Tien Shan, Asia",Journal of Geophysical Research,,,2004,2004,109,D8,,All OA; Gold,Article,"Aizen, Vladimir B.; Aizen, Elena M.; Melack, John M.; Kreutz, Karl J.; Cecil, L. DeWayne",,"Aizen, Vladimir B. (University of Idaho); Aizen, Elena M. (University of Idaho); Melack, John M. (University of California, Santa Barbara); Kreutz, Karl J. (University of Maine); Cecil, L. DeWayne (United States Geological Survey)",41,4,,2.63,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2003JD003894,https://app.dimensions.ai/details/publication/pub.1007059724,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
116,100,pub.1006678915,10.1111/j.1752-1688.2003.tb04428.x,,,IMPACTS OF CALIFORNIA'S CLIMATIC REGIMES AND COASTAL LAND USE CHANGE ON STREAMFLOW CHARACTERISTICS1,JAWRA Journal of the American Water Resources Association,,,2003-12,2003,39,6,1419-1433,Closed,Article,"Beighley, R. Edward; Melack, John M.; Dunne, Thomas",,"Beighley, R. Edward (University of California, Santa Barbara); Melack, John M. (); Dunne, Thomas ()",65,9,,6.08,,https://app.dimensions.ai/details/publication/pub.1006678915,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
117,100,pub.1048177182,10.1016/j.rse.2003.04.001,,,Dual-season mapping of wetland inundation and vegetation for the central Amazon basin,Remote Sensing of Environment,,,2003-11-15,2003,87,4,404-428,Closed,Article,"Hess, Laura L; Melack, John M; Novo, Evlyn M.L.M; Barbosa, Claudio C.F; Gastil, Mary","Hess, Laura L","Hess, Laura L (University of California, Santa Barbara); Melack, John M (University of California, Santa Barbara); Novo, Evlyn M.L.M (National Institute for Space Research); Barbosa, Claudio C.F (National Institute for Space Research); Gastil, Mary (University of California, Santa Barbara)",384,54,,57.63,,https://app.dimensions.ai/details/publication/pub.1048177182,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
118,100,pub.1028180178,10.4319/lo.2003.48.5.1885,,,"Evidence for nutrient enrichment of high‐elevation lakes in the Sierra Nevada, California",Limnology and Oceanography,,,2003-09,2003,48,5,1885-1892,All OA; Gold,Article,"Sickman, James O.; Melack, John M.; Clow, David W.",,"Sickman, James O. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara); Clow, David W. (United States Geological Survey)",94,10,,6.9,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2003.48.5.1885,https://app.dimensions.ai/details/publication/pub.1028180178,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
119,100,pub.1034677746,10.1023/a:1024928317057,,,Mechanisms underlying export of N from high-elevation catchments during seasonal transitions,Biogeochemistry,,,2003-06,2003,64,1,1-24,Closed,Article,"Sickman, James O.; Leydecker, Al; Chang, Cecily C.Y.; Kendall, Carol; Melack, John M.; Lucero, Delores M.; Schimel, Joshua",,"Sickman, James O. (); Leydecker, Al (); Chang, Cecily C.Y. (); Kendall, Carol (); Melack, John M. (); Lucero, Delores M. (); Schimel, Joshua ()",84,6,,7.92,,https://app.dimensions.ai/details/publication/pub.1034677746,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
120,100,pub.1006812057,10.1023/a:1024665017985,,,"Remote sensing of vegetation and flooding on Magela Creek Floodplain (Northern Territory, Australia) with the SIR-C synthetic aperture radar",Hydrobiologia,,,2003-06,2003,500,1-3,65-82,Closed,Article,"Hess, L. L.; Melack, J. M.",,"Hess, L. L. (University of California, Santa Barbara); Melack, J. M. (University of California, Santa Barbara)",16,4,,2.07,,https://app.dimensions.ai/details/publication/pub.1006812057,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
121,100,pub.1094978869,10.1109/igarss.2003.1294442,,,"Applications of Quantitative Analysis Techniques to Monitor Water Quality of Curuai Lake, Brazil",,IGARSS 2003. 2003 IEEE International Geoscience and Remote Sensing Symposium. Proceedings (IEEE Cat. No.03CH37477),,2003,2003,4,,2362-2364,Closed,Proceeding,"Carvalho, J.C.; Barbosa, C.; Novo, E.M.; Mantovani, J. E.; Melack, J.; Filho, W.P.",,"Carvalho, J.C. (National Institute for Space Research); Barbosa, C. (National Institute for Space Research); Novo, E.M. (National Institute for Space Research); Mantovani, J. E. (National Institute for Space Research); Melack, J. (University of California, Santa Barbara); Filho, W.P. (Federal University of Santa Maria)",1,0,,0.13,,https://app.dimensions.ai/details/publication/pub.1094978869,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
122,100,pub.1094838590,10.1109/igarss.2003.1294150,,,Contribution of Remote Sensing to International Conventions Regarding Wetlands: Examples From the Large-Scale Biosphere-Atmosphere Experiment in Amazonia,,IGARSS 2003. 2003 IEEE International Geoscience and Remote Sensing Symposium. Proceedings (IEEE Cat. No.03CH37477),,2003,2003,3,,1483-1485,Closed,Proceeding,"Hess, Laura L.; Melack, John M.",,"Hess, Laura L. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1094838590,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
123,100,pub.1002088753,10.1007/978-94-007-1084-9_4,,,"Remote sensing of vegetation and flooding on Magela Creek Floodplain (Northern Territory, Australia) with the SIR-C synthetic aperture radar",,Aquatic Biodiversity,,2003,2003,,,65-82,Closed,Chapter,"Hess, L. L.; Melack, J. M.",,"Hess, L. L. (University of California, Santa Barbara); Melack, J. M. (University of California, Santa Barbara)",2,1,,0.26,,https://app.dimensions.ai/details/publication/pub.1002088753,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
124,100,pub.1033052118,10.1007/s00027-002-8060-2,,,Landscape indicators of human impacts to riverine systems,Aquatic Sciences,,,2002-06,2002,64,2,118-128,Closed,Article,"Gergel, Sarah E.; Turner, Monica G.; Miller, James R.; Melack, John M.; Stanley, Emily H.",,"Gergel, Sarah E. (University of California, Santa Barbara); Turner, Monica G. (University of Wisconsin–Madison); Miller, James R. (University of Wisconsin–Madison); Melack, John M. (University of California, Santa Barbara); Stanley, Emily H. (University of Wisconsin–Madison)",243,20,,22.61,,https://app.dimensions.ai/details/publication/pub.1033052118,0602 Ecology; 0406 Physical Geography and Environmental Geoscience; 06 Biological Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0602 Ecology,0406 Physical Geography and Environmental Geoscience,06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences
125,400,pub.1047896700,10.1038/416617a,11948346,,Outgassing from Amazonian rivers and wetlands as a large tropical source of atmospheric CO2,Nature,,Atmosphere; Brazil; Carbon; Carbon Dioxide; Fresh Water; Oceans and Seas; Trees; Tropical Climate,2002-04,2002,416,6881,617-620,Closed,Article,"Richey, Jeffrey E.; Melack, John M.; Aufdenkampe, Anthony K.; Ballester, Victoria M.; Hess, Laura L.","Richey, Jeffrey E.","Richey, Jeffrey E. (University of Washington); Melack, John M. (University of California, Santa Barbara); Aufdenkampe, Anthony K. (University of Washington); Ballester, Victoria M. (); Hess, Laura L. (University of California, Santa Barbara)",665,98,2.39,56.33,,https://app.dimensions.ai/details/publication/pub.1047896700,0602 Ecology; 0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences; 06 Biological Sciences,0602 Ecology,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences
126,100,pub.1034157628,10.1016/s0921-8181(02)00075-9,,,Estimation of the energy used to melt snow in the Tien Shan mountains and Japanese Islands,Global and Planetary Change,,,2002-04,2002,32,4,349-359,Closed,Article,"Aizen, Vladimir; Aizen, Elena; Melack, John; Nakamura, Tsutomu; Kobayashi, Shunichi","Aizen, Vladimir","Aizen, Vladimir (); Aizen, Elena (); Melack, John (University of California, Santa Barbara); Nakamura, Tsutomu (Iwate University); Kobayashi, Shunichi (Niigata University)",4,0,,0.36,,https://app.dimensions.ai/details/publication/pub.1034157628,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
127,100,pub.1012659582,10.1023/a:1016564816701,,,Regional analysis of inorganic nitrogen yield and retention in high-elevation ecosystems of the Sierra Nevada and Rocky Mountains,Biogeochemistry,,,2002-04,2002,57-58,1,341-374,Closed,Article,"Sickman, James O.; Melack, John M.; Stoddard, John L.","Sickman, James O.","Sickman, James O. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara); Stoddard, John L. (Environmental Protection Agency)",57,4,,5.81,,https://app.dimensions.ai/details/publication/pub.1012659582,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
128,100,pub.1000271543,10.1080/01431160110092687,,,Geocoded digital videography for validation of land cover mapping in the Amazon basin,International Journal of Remote Sensing,,,2002-01,2002,23,7,1527-1555,Closed,Article,"Hess, L. L.; Novo, E. M. L. M.; Slaymaker, D. M.; Holt, J.; Steffen, C.; Valeriano, D. M.; Mertes, L. A. K.; Krug, T.; Melack, J. M.; Gastil, M.; Holmes, C.; Hayward, C.",,"Hess, L. L. (); Novo, E. M. L. M. (); Slaymaker, D. M. (); Holt, J. (); Steffen, C. (); Valeriano, D. M. (); Mertes, L. A. K. (); Krug, T. (); Melack, J. M. (); Gastil, M. (); Holmes, C. (); Hayward, C. ()",36,1,,5.61,,https://app.dimensions.ai/details/publication/pub.1000271543,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
129,100,pub.1034534462,10.1007/978-94-017-3405-9_10,,,Regional analysis of inorganic nitrogen yield and retention in high-elevation ecosystems of the Sierra Nevada and Rocky Mountains,,The Nitrogen Cycle at Regional to Global Scales,,2002,2002,,,341-374,Closed,Chapter,"Sickman, James O.; Melack, John M.; Stoddard, John L.",,"Sickman, James O. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara); Stoddard, John L. (Environmental Protection Agency)",20,1,,2.04,,https://app.dimensions.ai/details/publication/pub.1034534462,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
130,100,pub.1005978776,10.1029/2000jd000306,,,Comparison of inundation patterns among major South American floodplains,Journal of Geophysical Research,,,2002,2002,107,D20,lba 5-1-lba 5-14,All OA; Gold,Article,"Hamilton, Stephen K.; Sippel, Suzanne J.; Melack, John M.",,"Hamilton, Stephen K. (Michigan State University); Sippel, Suzanne J. (Michigan State University; University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",160,30,,16.31,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2000JD000306,https://app.dimensions.ai/details/publication/pub.1005978776,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
131,100,pub.1047733167,10.1023/a:1014501030950,,,"Airborne remote sensing of chlorophyll distributions in Mono Lake, California",Hydrobiologia,,,2001-12,2001,466,1-3,31-38,Closed,Article,"Melack, John M.; Gastil, Mary",,"Melack, John M. (University of California, Santa Barbara); Gastil, Mary (University of California, Santa Barbara)",10,0,,,,https://app.dimensions.ai/details/publication/pub.1047733167,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
132,100,pub.1028788701,10.1023/a:1014553015021,,,"Re-appearance of rotifers in hypersaline Mono Lake, California, during a period of rising lake levels and decreasing salinity",Hydrobiologia,,,2001-12,2001,466,1-3,39-43,Closed,Article,"Jellison, Robert; Adams, Heather; Melack, John M.","Jellison, Robert","Jellison, Robert (University of California, Santa Barbara); Adams, Heather (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",9,0,,0.72,,https://app.dimensions.ai/details/publication/pub.1028788701,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
133,100,pub.1011416619,10.1023/a:1014525805934,,,"Nitrogen limitation and particulate elemental ratios of seston in hypersaline Mono Lake, California, U.S.A.",Hydrobiologia,,,2001-12,2001,466,1-3,1-12,Closed,Article,"Jellison, Robert; Melack, John M.","Jellison, Robert","Jellison, Robert (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",17,1,,1.37,,https://app.dimensions.ai/details/publication/pub.1011416619,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
134,200,pub.1069537938,10.2307/1552547,,,"Spatial Scaling of Hydrological and Biogeochemical Aspects of High-Altitude Catchments in the Sierra Nevada, California, U.S.A.",Arctic Antarctic and Alpine Research,,,2001-11,2001,33,4,391,Closed,Article,"Leydecker, Al; Sickman, James O.; Melack, John M.",,"Leydecker, Al (); Sickman, James O. (); Melack, John M. ()",8,1,,0.87,,https://app.dimensions.ai/details/publication/pub.1069537938,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
135,100,pub.1105647188,10.1080/15230430.2001.12003446,,,"Spatial Scaling of Hydrological and Biogeochemical Aspects of High-Altitude Catchments in the Sierra Nevada, California, U.S.A.",Arctic Antarctic and Alpine Research,,,2001-11,2001,33,4,391-396,Closed,Article,"Leydecker, Al; Sickman, James O.; Melack, John M.",,"Leydecker, Al (University of California, Santa Barbara); Sickman, James O. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",3,0,,0.33,,https://app.dimensions.ai/details/publication/pub.1105647188,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
136,200,pub.1093117275,10.1080/03680770.1998.11902535,,,"Ecological consequences of infrequent events in high-elevation lakes and streams of the Sierra Nevada, California",SIL Proceedings 1922-2010,,,2001-09,2001,27,6,3761-3765,Closed,Article,"Engle, Diana; Melack, John M.",,"Engle, Diana (); Melack, John M. ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1093117275,,,,,,
137,100,pub.1023753748,10.1016/s1352-2310(01)00189-3,,,"Major-ion chemistry of the Rocky Mountain snowpack, USA",Atmospheric Environment,,,2001-08,2001,35,23,3957-3966,"All OA; Green, Accepted & Submitted",Article,"Turk, John T; Taylor, Howard E; Ingersoll, George P; Tonnessen, Kathy A; Clow, David W; Mast, M.Alisa; Campbell, Donald H; Melack, John M","Ingersoll, George P","Turk, John T (Denver Federal Center); Taylor, Howard E (); Ingersoll, George P (Denver Federal Center); Tonnessen, Kathy A (University of Montana); Clow, David W (Denver Federal Center); Mast, M.Alisa (Denver Federal Center); Campbell, Donald H (Denver Federal Center); Melack, John M (University of California, Santa Barbara)",32,4,,4.37,http://co.water.usgs.gov/lochvale/pdfs/Turk_2001.pdf,https://app.dimensions.ai/details/publication/pub.1023753748,09 Engineering; 0104 Statistics; 01 Mathematical Sciences; 04 Earth Sciences; 0401 Atmospheric Sciences; 0907 Environmental Engineering,09 Engineering,0104 Statistics,01 Mathematical Sciences,04 Earth Sciences,0401 Atmospheric Sciences
138,100,pub.1006735966,10.1029/2001gl012962,,,Water level changes in a large Amazon lake measured with spaceborne radar interferometry and altimetry,Geophysical Research Letters,,,2001-07-15,2001,28,14,2671-2674,All OA; Gold,Article,"Alsdorf, Doug; Birkett, Charon; Dunne, Thomas; Melack, John; Hess, Laura",,"Alsdorf, Doug (University of California, Santa Barbara); Birkett, Charon (Goddard Space Flight Center); Dunne, Thomas (); Melack, John (); Hess, Laura (University of California, Santa Barbara)",87,13,,9.43,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2001GL012962,https://app.dimensions.ai/details/publication/pub.1006735966,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
139,100,pub.1049630732,10.1029/2000wr900361,,,"Processes regulating the solute concentrations of snowmelt runoff in two subalpine catchments of the Sierra Nevada, California",Water Resources Research,,,2001-07,2001,37,7,1993-2008,All OA; Gold,Article,"Williams, Michael R.; Leydecker, Al; Brown, Aaron D.; Melack, John M.",,"Williams, Michael R. (); Leydecker, Al (); Brown, Aaron D. (); Melack, John M. ()",14,2,,2.73,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2000WR900361,https://app.dimensions.ai/details/publication/pub.1049630732,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
140,100,pub.1011985438,10.1029/2000wr900371,,,"Nitrogen mass balances and abiotic controls on N retention and yield in high‐elevation catchments of the Sierra Nevada, California, United States",Water Resources Research,,,2001-05,2001,37,5,1445-1461,All OA; Gold,Article,"Sickman, James O.; Leydecker, Al; Melack, John M.",,"Sickman, James O. (); Leydecker, Al (); Melack, John M. ()",65,6,,12.66,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2000WR900371,https://app.dimensions.ai/details/publication/pub.1011985438,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
141,100,pub.1025129032,10.1002/joc.626,,,Precipitation and atmospheric circulation patterns at mid‐latitudes of Asia,International Journal of Climatology,,,2001-04,2001,21,5,535-556,All OA; Gold,Article,"Aizen, Elena M.; Aizen, Vladimir B.; Melack, John M.; Nakamura, Tsutomu; Ohta, Takeshi",,"Aizen, Elena M. (University of California, Santa Barbara); Aizen, Vladimir B. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara); Nakamura, Tsutomu (Iwate University); Ohta, Takeshi (Iwate University)",161,34,,15.19,https://rmets.onlinelibrary.wiley.com/doi/pdf/10.1002/joc.626,https://app.dimensions.ai/details/publication/pub.1025129032,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
142,100,pub.1061162560,10.1109/36.905250,,,Amazon Floodplain Water Level Changes Measured with Interferometric SIR-C Radar,IEEE Transactions on Geoscience and Remote Sensing,,,2001,2001,39,2,423-431,Closed,Article,"Alsdorf, Douglas E.; Smith, Laurence C.; Melack, John M.",,"Alsdorf, Douglas E. (The Ohio State University; University of California, Santa Barbara); Smith, Laurence C. (University of Illinois at Urbana Champaign; University of California Los Angeles); Melack, John M. (University of California Los Angeles)",87,14,,9.43,,https://app.dimensions.ai/details/publication/pub.1061162560,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
143,100,pub.1024965078,10.1007/978-94-017-2934-5_3,,,"Airborne remote sensing of chlorophyll distributions in Mono Lake, California",,Saline Lakes,,2001,2001,,,31-38,Closed,Chapter,"Melack, John M.; Gastil, Mary",,"Melack, John M. (University of California, Santa Barbara); Gastil, Mary (University of California, Santa Barbara)",3,0,,0.49,,https://app.dimensions.ai/details/publication/pub.1024965078,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
144,100,pub.1012568605,10.1007/978-94-017-2934-5_1,,,"Nitrogen limitation and particulate elemental ratios of seston in hypersaline Mono Lake, California, U.S.A.",,Saline Lakes,,2001,2001,,,1-12,Closed,Chapter,"Jellison, Robert; Melack, John M.","Jellison, Robert","Jellison, Robert (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",4,0,,0.32,,https://app.dimensions.ai/details/publication/pub.1012568605,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
145,100,pub.1008137720,10.1007/978-94-017-2934-5_4,,,"Re-appearance of rotifers in hypersaline Mono Lake, California, during a period of rising lake levels and decreasing salinity",,Saline Lakes,,2001,2001,,,39-43,Closed,Chapter,"Jellison, Robert; Adams, Heather; Melack, John M.","Jellison, Robert","Jellison, Robert (University of California, Santa Barbara); Adams, Heather (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",2,0,,0.16,,https://app.dimensions.ai/details/publication/pub.1008137720,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
146,100,pub.1048753842,10.1029/2000jd900279,,,Heat exchange during snow ablation in plains and mountains of Eurasia,Journal of Geophysical Research,,,2000-11-27,2000,105,D22,27013-27022,All OA; Gold,Article,"Aizen, Elena M.; Aizen, Vladimir B.; Melack, J. M.; Krenke, Alexander N.",,"Aizen, Elena M. (); Aizen, Vladimir B. (); Melack, J. M. (); Krenke, Alexander N. ()",14,1,,2.58,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2000JD900279,https://app.dimensions.ai/details/publication/pub.1048753842,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
147,100,pub.1053127952,10.1023/a:1006389124823,,,Methane emissions from an Amazon floodplain lake: Enhanced release during episodic mixing and during falling water,Biogeochemistry,,,2000-10,2000,51,1,71-90,Closed,Article,"Engle, Diana; Melack, John M.",,"Engle, Diana (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",48,9,,4.7,,https://app.dimensions.ai/details/publication/pub.1053127952,0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences,05 Environmental Sciences
148,100,pub.1046364480,10.1016/s0022-1694(00)00290-0,,,"Estimating evaporation in seasonally snow-covered catchments in the Sierra Nevada, California",Journal of Hydrology,,,2000-09,2000,236,1-2,121-138,Closed,Article,"Leydecker, A; Melack, J.M","Melack, J.M","Leydecker, A (University of California, Santa Barbara); Melack, J.M (University of California, Santa Barbara)",12,2,,1.39,,https://app.dimensions.ai/details/publication/pub.1046364480,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0401 Atmospheric Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0401 Atmospheric Sciences,,
149,400,pub.1045159954,10.1038/35004560,10724167,,Interferometric radar measurements of water level changes on the Amazon flood plain,Nature,,,2000-03,2000,404,6774,174-177,Closed,Article,"Alsdorf, Douglas E.; Melack, John M.; Dunne, Thomas; Mertes, Leal A. K.; Hess, Laura L.; Smith, Laurence C.","Alsdorf, Douglas E.","Alsdorf, Douglas E. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara); Dunne, Thomas (University of California, Santa Barbara); Mertes, Leal A. K. (University of California, Santa Barbara); Hess, Laura L. (University of California, Santa Barbara); Smith, Laurence C. (University of California Los Angeles)",192,30,0.2,23.18,,https://app.dimensions.ai/details/publication/pub.1045159954,09 Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0907 Environmental Engineering,09 Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0907 Environmental Engineering,
150,400,pub.1012370753,10.1007/s004420050044,28308289,,Decomposition and carbon cycling of dead trees in tropical forests of the central Amazon,Oecologia,,,2000-02,2000,122,3,380-388,Closed,Article,"Chambers, J. Q.; Higuchi, N.; Schimel, J. P.; Ferreira, L. V.; Melack, J. M.",,"Chambers, J. Q. (University of California, Santa Barbara); Higuchi, N. (National Institute of Amazonian Research); Schimel, J. P. (University of California, Santa Barbara); Ferreira, L. V. (National Institute of Amazonian Research); Melack, J. M. (University of California, Santa Barbara)",251,37,1.19,18.74,,https://app.dimensions.ai/details/publication/pub.1012370753,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
151,200,pub.1039186928,10.4319/lo.1999.44.6.1597a,,,Microbiology and biogeochemistry of hypersaline environments,Limnology and Oceanography,,,1999-09,1999,44,6,1597-1597,All OA; Gold,Article,"Melack, John M.",,"Melack, John M. (University of California, Santa Barbara)",3,0,,,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.1999.44.6.1597a,https://app.dimensions.ai/details/publication/pub.1039186928,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
152,100,pub.1018661846,10.1029/1999wr900151,,,"Episodic lake acidification in the Sierra Nevada, California",Water Resources Research,,,1999-09,1999,35,9,2793-2804,All OA; Gold,Article,"Leydecker, Al; Sickman, James O.; Melack, John M.",,"Leydecker, Al (); Sickman, James O. (); Melack, John M. ()",15,0,,,http://onlinelibrary.wiley.com/doi/10.1029/1999WR900151/pdf,https://app.dimensions.ai/details/publication/pub.1018661846,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
153,100,pub.1039243803,10.1007/bf01007577,,,Nitrogen yields from undisturbed watersheds in the Americas,Biogeochemistry,,,1999-07,1999,46,1-3,149-162,Closed,Article,"Lewis, William M.; Melack, John M.; McDowell, William H.; McClain, Michael; Richey, Jeffrey E.",,"Lewis, William M. (); Melack, John M. (University of California, Santa Barbara); McDowell, William H. (University of New Hampshire); McClain, Michael (University of Washington); Richey, Jeffrey E. (University of Washington)",159,8,,,,https://app.dimensions.ai/details/publication/pub.1039243803,0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences,05 Environmental Sciences
154,100,pub.1024481223,10.1023/a:1006156213761,,,The impact of accelerating land-use change on the N-Cycle of tropical aquatic ecosystems: Current conditions and projected changes,Biogeochemistry,,,1999-07,1999,46,1-3,109-148,Closed,Article,"Downing, J.A.; McClain, M.; Twilley, R.; Melack, J.M.; Elser, J.; Rabalais, N.N.; Lewis, W.M.; Turner, R.E.; Corredor, J.; Soto, D.; Yanez-Arancibia, A.; Kopaska, J.A.; Howarth, R.W.",,"Downing, J.A. (Iowa State University); McClain, M. (University of Miami); Twilley, R. (University of Louisiana at Lafayette); Melack, J.M. (University of California, Santa Barbara); Elser, J. (Arizona State University); Rabalais, N.N. (Louisiana Universities Marine Consortium); Lewis, W.M. (University of Colorado Boulder); Turner, R.E. (Louisiana State University); Corredor, J. (University of Puerto Rico at Mayagüez); Soto, D. (Austral University of Chile); Yanez-Arancibia, A. (); Kopaska, J.A. (Iowa State University); Howarth, R.W. (Cornell University)",5,1,,,,https://app.dimensions.ai/details/publication/pub.1024481223,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
