,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Max A Moritz. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
55,400,pub.1030473394,10.1890/10-0326.1,21639045,,"Scale‐dependent controls on the area burned in the boreal forest of Canada, 1980–2005",Ecological Applications,,"Arctic Regions; Canada; Ecosystem; Environmental Monitoring; Fires; Logistic Models; Models, Biological; Time Factors; Trees",2011-04-28,2011,21,3,789-805,Closed,Article,"Parisien, Marc-André; Parks, Sean A.; Krawchuk, Meg A.; Flannigan, Mike D.; Bowman, Lynn M.; Moritz, Max A.",,"Parisien, Marc-André (University of California, Berkeley); Parks, Sean A. (US Forest Service); Krawchuk, Meg A. (University of California, Berkeley); Flannigan, Mike D. (University of Alberta); Bowman, Lynn M. (); Moritz, Max A. (University of California, Berkeley)",78,22,0.58,10.37,,https://app.dimensions.ai/details/publication/pub.1030473394,0705 Forestry Sciences; 0602 Ecology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,0602 Ecology,06 Biological Sciences,07 Agricultural and Veterinary Sciences,
56,400,pub.1020048197,10.1890/09-1843.1,21560682,,Constraints on global fire activity vary across a resource gradient,Ecology,,"Biomarkers; Climate; Ecosystem; Fires; Geography; Models, Theoretical; Soil; Water",2011-01,2011,92,1,121-132,Closed,Article,"Krawchuk, Meg A.; Moritz, Max A.",,"Krawchuk, Meg A. (University of California, Berkeley); Moritz, Max A. (University of California, Berkeley)",212,60,1.52,35.36,,https://app.dimensions.ai/details/publication/pub.1020048197,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
57,100,pub.1031420840,10.1071/wf09102,,,Modelling long-term fire regimes of southern California shrublands,International Journal of Wildland Fire,,,2011,2011,20,1,1-16,All OA; Gold,Article,"Peterson, Seth H.; Moritz, Max A.; Morais, Marco E.; Dennison, Philip E.; Carlson, Jean M.",,"Peterson, Seth H. (University of California, Santa Barbara); Moritz, Max A. (University of California, Berkeley); Morais, Marco E. (The Aerospace Corporation); Dennison, Philip E. (University of Utah); Carlson, Jean M. (University of California, Santa Barbara)",13,2,,1.48,http://www.publish.csiro.au/wf/pdf/WF09102,https://app.dimensions.ai/details/publication/pub.1031420840,0501 Ecological Applications; 05 Environmental Sciences,0501 Ecological Applications,05 Environmental Sciences,,,
58,100,pub.1016358363,10.1007/978-94-007-0301-8_3,,,Native Fire Regimes and Landscape Resilience,Ecological Studies,The Landscape Ecology of Fire,,2011,2011,,,51-86,Closed,Chapter,"Moritz, Max A.; Hessburg, Paul F.; Povak, Nicholas A.","Moritz, Max A.","Moritz, Max A. (University of California, Berkeley); Hessburg, Paul F. (); Povak, Nicholas A. ()",46,12,,7.67,,https://app.dimensions.ai/details/publication/pub.1016358363,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
59,200,pub.1100613502,10.22498/pages.18.2.83,,,Pyrogeography: Understanding the ecological niche of fire,PAGES news,,,2010-08,2010,18,2,83-85,All OA; Gold,Article,"Moritz, Max A; Krawchuk, MA; Parisien, M-A",,"Moritz, Max A (); Krawchuk, MA (); Parisien, M-A ()",4,3,,,http://www.pastglobalchanges.org/download/docs/newsletter/2010-2/Special%20Section/Moritz_2010-2(83-85).pdf,https://app.dimensions.ai/details/publication/pub.1100613502,,,,,,
60,100,pub.1004709460,10.1029/2009gl041735,,,Spatial variation in extreme winds predicts large wildfire locations in chaparral ecosystems,Geophysical Research Letters,,,2010-02,2010,37,4,,"All OA; Green, Accepted & Submitted",Article,"Moritz, Max A.; Moody, Tadashi J.; Krawchuk, Meg A.; Hughes, Mimi; Hall, Alex",,"Moritz, Max A. (University of California, Berkeley); Moody, Tadashi J. (University of California, Berkeley); Krawchuk, Meg A. (University of California, Berkeley); Hughes, Mimi (University of California Los Angeles; Earth System Research Laboratory); Hall, Alex (University of California Los Angeles)",81,18,,7.59,http://www.atmos.ucla.edu/csrl/publications/Hall/2009GL041735.pdf,https://app.dimensions.ai/details/publication/pub.1004709460,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
61,100,pub.1004236096,10.1111/j.1365-2745.2009.01597.x,,,"Alternative community states maintained by fire in the Klamath Mountains, USA",Journal of Ecology,,,2010-01,2010,98,1,96-105,All OA; Gold,Article,"Odion, Dennis C.; Moritz, Max A.; DellaSala, Dominick A.",,"Odion, Dennis C. (University of California, Santa Barbara); Moritz, Max A. (University of California, Berkeley); DellaSala, Dominick A. ()",119,19,,15.35,https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2745.2009.01597.x,https://app.dimensions.ai/details/publication/pub.1004236096,0602 Ecology; 0502 Environmental Science and Management; 0705 Forestry Sciences; 05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0602 Ecology,0502 Environmental Science and Management,0705 Forestry Sciences,05 Environmental Sciences,06 Biological Sciences
62,100,pub.1010402960,10.1155/2010/438930,,,Physiological Effects of Smoke Exposure on Deciduous and Conifer Tree Species,International Journal of Forestry Research,,,2010,2010,2010,,1-7,All OA; Gold,Article,"Calder, W. John; Lifferth, Greg; Moritz, Max A.; Clair, Samuel B. St.",,"Calder, W. John (Brigham Young University); Lifferth, Greg (Brigham Young University); Moritz, Max A. (University of California, Berkeley); Clair, Samuel B. St. (Brigham Young University)",6,0,,0.94,http://downloads.hindawi.com/journals/ijfr/2010/438930.pdf,https://app.dimensions.ai/details/publication/pub.1010402960,0705 Forestry Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,07 Agricultural and Veterinary Sciences,,,
63,100,pub.1016972075,10.1111/j.1466-8238.2009.00472.x,,,Fire regimes of China: inference from statistical comparison with the United States,Global Ecology and Biogeography,,,2009-09,2009,18,5,626-639,Closed,Article,"Krawchuk, Meg A.; Moritz, Max A.",,"Krawchuk, Meg A. (); Moritz, Max A. (University of California, Berkeley)",13,0,,1.26,,https://app.dimensions.ai/details/publication/pub.1016972075,0602 Ecology; 0406 Physical Geography and Environmental Geoscience; 0501 Ecological Applications; 04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0406 Physical Geography and Environmental Geoscience,0501 Ecological Applications,04 Earth Sciences,05 Environmental Sciences
64,100,pub.1007446673,10.1007/s10651-007-0088-y,,,The fire frequency analysis branch of the pyrostatistics tree: sampling decisions and censoring in fire interval data,Environmental and Ecological Statistics,,,2009-06,2009,16,2,271-289,All OA; Gold,Article,"Moritz, Max A.; Moody, Tadashi J.; Miles, Lori J.; Smith, Matthew M.; de Valpine, Perry","Moritz, Max A.","Moritz, Max A. (University of California, Berkeley); Moody, Tadashi J. (University of California, Berkeley); Miles, Lori J. (University of California, Berkeley); Smith, Matthew M. (University of California, Berkeley); de Valpine, Perry (University of California, Berkeley)",38,9,,12.31,http://dx.doi.org/10.1007/s10651-007-0088-y,https://app.dimensions.ai/details/publication/pub.1007446673,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
65,400,pub.1033866400,10.1126/science.1163886,19390038,,Fire in the Earth System,Science,,Animals; Biological Evolution; Carbon; Climate; Earth (Planet); Ecosystem; Fires; Humans; Plants,2009-04-24,2009,324,5926,481-484,Closed,Article,"Bowman, David M. J. S.; Balch, Jennifer K.; Artaxo, Paulo; Bond, William J.; Carlson, Jean M.; Cochrane, Mark A.; D’Antonio, Carla M.; DeFries, Ruth S.; Doyle, John C.; Harrison, Sandy P.; Johnston, Fay H.; Keeley, Jon E.; Krawchuk, Meg A.; Kull, Christian A.; Marston, J. Brad; Moritz, Max A.; Prentice, I. Colin; Roos, Christopher I.; Scott, Andrew C.; Swetnam, Thomas W.; van der Werf, Guido R.; Pyne, Stephen J.",,"Bowman, David M. J. S. (University of Tasmania); Balch, Jennifer K. (University of California, Santa Barbara; Yale University; Woods Hole Research Center); Artaxo, Paulo (University of Sao Paulo); Bond, William J. (University of Cape Town); Carlson, Jean M. (University of California, Santa Barbara); Cochrane, Mark A. (South Dakota State University); D’Antonio, Carla M. (University of California, Santa Barbara); DeFries, Ruth S. (Columbia University); Doyle, John C. (California Institute of Technology); Harrison, Sandy P. (University of Bristol); Johnston, Fay H. (University of Tasmania); Keeley, Jon E. (United States Geological Survey; University of California Los Angeles); Krawchuk, Meg A. (University of California, Berkeley); Kull, Christian A. (Monash University); Marston, J. Brad (Brown University); Moritz, Max A. (University of California, Berkeley); Prentice, I. Colin (University of Bristol); Roos, Christopher I. (The Ohio State University); Scott, Andrew C. (Royal Holloway University of London); Swetnam, Thomas W. (University of Arizona); van der Werf, Guido R. (VU University Amsterdam); Pyne, Stephen J. (Arizona State University)",1249,305,8.26,157.81,,https://app.dimensions.ai/details/publication/pub.1033866400,0403 Geology; 04 Earth Sciences; 0602 Ecology; 06 Biological Sciences,0403 Geology,04 Earth Sciences,0602 Ecology,06 Biological Sciences,
66,400,pub.1007184729,10.1371/journal.pone.0005102,19352494,PMC2662419,Global Pyrogeography: the Current and Future Distribution of Wildfire,PLoS ONE,,"Climate; Fires; Geography; Models, Statistical; Regression Analysis",2009-04-08,2009,4,4,e5102,All OA; Gold,Article,"Krawchuk, Meg A.; Moritz, Max A.; Parisien, Marc-André; Van Dorn, Jeff; Hayhoe, Katharine",,"Krawchuk, Meg A. (University of California, Berkeley); Moritz, Max A. (University of California, Berkeley); Parisien, Marc-André (University of California, Berkeley); Van Dorn, Jeff (); Hayhoe, Katharine (Texas Tech University)",432,103,2.91,41.18,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0005102&type=printable,https://app.dimensions.ai/details/publication/pub.1007184729,0602 Ecology; 0699 Other Biological Sciences; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0699 Other Biological Sciences,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
67,100,pub.1032246340,10.1890/07-1289.1,,,Environmental controls on the distribution of wildfire at multiple spatial scales,Ecological Monographs,,,2009-02,2009,79,1,127-154,Closed,Article,"Parisien, Marc-André; Moritz, Max A.",,"Parisien, Marc-André (University of California, Berkeley); Moritz, Max A. (University of California, Berkeley)",181,39,,24.36,,https://app.dimensions.ai/details/publication/pub.1032246340,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
68,100,pub.1103740211,10.2737/psw-rp-259,,,Using HFire for spatial modeling of fire in shrublands,,,,2009-01,2009,259,,,All OA; Gold,Article,"Peterson, Seth H.; Morais, Marco E.; Carlson, Jean M.; Dennison, Philip E.; Roberts, Dar A.; Moritz, Max A.; Weise, David R.",,"Peterson, Seth H. (); Morais, Marco E. (); Carlson, Jean M. (); Dennison, Philip E. (); Roberts, Dar A. (); Moritz, Max A. (); Weise, David R. ()",14,2,,,https://www.fs.usda.gov/treesearch/pubs/download/31914.pdf,https://app.dimensions.ai/details/publication/pub.1103740211,,,,,,
69,100,pub.1046105210,10.1088/1748-9326/4/1/014010,,,Urban–wildland fires: how California and other regions of the US can learn from Australia,Environmental Research Letters,,,2009-01,2009,4,1,014010,All OA; Gold,Article,"Stephens, Scott L; Adams, Mark A; Handmer, John; Kearns, Faith R; Leicester, Bob; Leonard, Justin; Moritz, Max A",,"Stephens, Scott L (University of California, Berkeley); Adams, Mark A (University of Sydney); Handmer, John (RMIT University); Kearns, Faith R (University of California, Berkeley); Leicester, Bob (); Leonard, Justin (); Moritz, Max A (University of California, Berkeley)",49,8,,16.01,http://iopscience.iop.org/article/10.1088/1748-9326/4/1/014010/pdf,https://app.dimensions.ai/details/publication/pub.1046105210,1608 Sociology; 16 Studies in Human Society,1608 Sociology,16 Studies in Human Society,,,
70,100,pub.1019056632,10.1071/wf08055,,,Critical live fuel moisture in chaparral ecosystems: a threshold for fire activity and its relationship to antecedent precipitation,International Journal of Wildland Fire,,,2009,2009,18,8,1021-1027,Closed,Article,"Dennison, Philip E.; Moritz, Max A.",,"Dennison, Philip E. (University of Utah); Moritz, Max A. ()",47,21,,5.66,,https://app.dimensions.ai/details/publication/pub.1019056632,0602 Ecology; 0502 Environmental Science and Management; 0705 Forestry Sciences; 05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0602 Ecology,0502 Environmental Science and Management,0705 Forestry Sciences,05 Environmental Sciences,06 Biological Sciences
71,100,pub.1007185823,10.1016/j.compenvurbsys.2007.10.001,,,Classification of the wildland–urban interface: A comparison of pixel- and object-based classifications using high-resolution aerial photography,Computers Environment and Urban Systems,,,2008-07,2008,32,4,317-326,Closed,Article,"Cleve, Casey; Kelly, Maggi; Kearns, Faith R.; Moritz, Max","Cleve, Casey","Cleve, Casey (University of California, Berkeley); Kelly, Maggi (University of California, Berkeley); Kearns, Faith R. (University of California, Berkeley); Moritz, Max (University of California, Berkeley)",148,39,,24.05,,https://app.dimensions.ai/details/publication/pub.1007185823,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
72,100,pub.1072532787,10.4996/fireecology.0401001,,,Sensitivity Analysis of a Fire Spread Model in a Chaparral Landscape,Fire Ecology,,,2008-06,2008,4,1,1-13,All OA; Gold,Article,"Clark, R. E.; Hope, A. S.; Tarantola, S.; Gatelli, D.; Dennison, P. E.; Moritz, M. A.","Clark, R. E.","Clark, R. E. (San Diego State University); Hope, A. S. (San Diego State University); Tarantola, S. (Joint Research Centre); Gatelli, D. (Joint Research Centre); Dennison, P. E. (University of Utah); Moritz, M. A. (University of California, Berkeley)",15,1,,1.29,https://doi.org/10.4996/fireecology.0401001,https://app.dimensions.ai/details/publication/pub.1072532787,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
73,100,pub.1017893684,10.1007/s10584-007-9361-1,,,Fire and sustainability: considerations for California’s altered future climate,Climatic Change,,,2008-03,2008,87,Suppl 1,265-271,"All OA; Green, Accepted & Submitted",Article,"Moritz, Max A.; Stephens, Scott L.","Moritz, Max A.","Moritz, Max A. (University of California, Berkeley); Stephens, Scott L. (University of California, Berkeley)",34,3,,4.6,http://www.energy.ca.gov/2005publications/CEC-500-2005-192/CEC-500-2005-192-SF.PDF,https://app.dimensions.ai/details/publication/pub.1017893684,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
74,100,pub.1013624824,10.1007/s10584-007-9360-2,,,Predicting the effect of climate change on wildfire behavior and initial attack success,Climatic Change,,,2008-03,2008,87,Suppl 1,251-264,"All OA; Green, Accepted & Submitted",Article,"Fried, Jeremy S.; Gilless, J. Keith; Riley, William J.; Moody, Tadashi J.; Simon de Blas, Clara; Hayhoe, Katharine; Moritz, Max; Stephens, Scott; Torn, Margaret","Gilless, J. Keith","Fried, Jeremy S. (Pacific Northwest Research Station); Gilless, J. Keith (University of California, Berkeley); Riley, William J. (Lawrence Berkeley National Laboratory); Moody, Tadashi J. (University of California, Berkeley); Simon de Blas, Clara (King Juan Carlos University); Hayhoe, Katharine (); Moritz, Max (University of California, Berkeley); Stephens, Scott (University of California, Berkeley); Torn, Margaret (Lawrence Berkeley National Laboratory)",31,3,,2.67,https://digital.library.unt.edu/ark:/67531/metadc898785/m2/1/high_res_d/935701.pdf,https://app.dimensions.ai/details/publication/pub.1013624824,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
75,100,pub.1022722906,10.1300/j230v04n01_13,,,The Fire Information Engine,Journal of Map & Geography Libraries,,,2008-01-14,2008,4,1,195-206,Closed,Article,"Kearns, Faith R.; Goldstein, Noah C.; Pedersen, Brent; Moritz, Max A.",,"Kearns, Faith R. (); Goldstein, Noah C. (); Pedersen, Brent (); Moritz, Max A. ()",2,0,,0.63,,https://app.dimensions.ai/details/publication/pub.1022722906,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
76,100,pub.1034908095,10.1071/wf07017,,,"Evaluating predictive models of critical live fuel moisture in the Santa Monica Mountains, California",International Journal of Wildland Fire,,,2008,2008,17,1,18-27,"All OA; Green, Accepted & Submitted",Article,"Dennison, Philip E.; Moritz, Max A.; Taylor, Robert S.",,"Dennison, Philip E. (University of Utah); Moritz, Max A. (University of California, Berkeley); Taylor, Robert S. (National Park Service)",43,8,,5.11,http://www.cnr.berkeley.edu/moritzlab/docs/Dennison_etal_IJWF_2008.pdf,https://app.dimensions.ai/details/publication/pub.1034908095,0602 Ecology; 0502 Environmental Science and Management; 0705 Forestry Sciences; 05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0602 Ecology,0502 Environmental Science and Management,0705 Forestry Sciences,05 Environmental Sciences,06 Biological Sciences
77,400,pub.1033241919,10.1073/pnas.0508985102,16332964,PMC1312407,"Wildfires, complexity, and highly optimized tolerance",Proceedings of the National Academy of Sciences,,"Computer Simulation; Ecosystem; Fires; Models, Theoretical",2005-12-13,2005,102,50,17912-17917,All OA; Gold,Article,"Moritz, Max A.; Morais, Marco E.; Summerell, Lora A.; Carlson, J. M.; Doyle, John",,"Moritz, Max A. (University of California, Berkeley); Morais, Marco E. (); Summerell, Lora A. (California Polytechnic State University); Carlson, J. M. (University of California, Santa Barbara); Doyle, John (California Institute of Technology)",112,21,0.45,9.99,https://www.pnas.org/content/pnas/102/50/17912.full.pdf,https://app.dimensions.ai/details/publication/pub.1033241919,0501 Ecological Applications; 05 Environmental Sciences; 0602 Ecology; 06 Biological Sciences,0501 Ecological Applications,05 Environmental Sciences,0602 Ecology,06 Biological Sciences,
78,100,pub.1026489237,10.1111/j.1467-9671.2005.00237.x,,,Setting Wildfire Evacuation Trigger Points Using Fire Spread Modeling and GIS,Transactions in GIS,,,2005-10,2005,9,4,603-617,"All OA; Green, Accepted & Submitted",Article,"Cova, Thomas J.; Dennison, Philip E.; Kim, Tae H.; Moritz, Max A.",,"Cova, Thomas J. (University of Utah); Dennison, Philip E. (University of Utah); Kim, Tae H. (University of Utah); Moritz, Max A. (University of California, Berkeley)",42,8,,9.04,http://www.redfish.com/wildfire/papers/cova-etal-tgis-2005.pdf,https://app.dimensions.ai/details/publication/pub.1026489237,08 Information and Computing Sciences; 09 Engineering; 16 Studies in Human Society; 0909 Geomatic Engineering; 1604 Human Geography; 0804 Data Format,08 Information and Computing Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,1604 Human Geography
79,400,pub.1046758051,10.1007/s00442-005-0028-1,15891855,,Examining the strength and possible causes of the relationship between fire history and Sudden Oak Death,Oecologia,,"California; Databases, Factual; Fires; Geographic Information Systems; Geography; Models, Biological; Phytophthora; Plant Diseases; Quercus; Soil",2005-06,2005,144,1,106-114,Closed,Article,"Moritz, Max A.; Odion, Dennis C.","Moritz, Max A.","Moritz, Max A. (University of California, Berkeley); Odion, Dennis C. (University of California, Santa Barbara)",14,0,0.19,1.03,,https://app.dimensions.ai/details/publication/pub.1046758051,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
80,200,pub.1062586819,10.1126/science.306.5702.1680b,15576590,,Prescribed Fire and Natural Disturbance,Science,,Ecosystem; Fires; Plant Diseases; Quercus; Trees,2004-12-03,2004,306,5702,1680-1680,Closed,Article,"Moritz, Max A.; Odion, Dennis C.",,"Moritz, Max A. (University of California, Berkeley); Odion, Dennis C. (University of California, Santa Barbara)",13,1,0.18,,,https://app.dimensions.ai/details/publication/pub.1062586819,,,,,,
81,100,pub.1007172610,10.1111/j.1523-1739.2004.00493.x,,,"Patterns of Fire Severity and Forest Conditions in the Western Klamath Mountains, California",Conservation Biology,,,2004-08,2004,18,4,927-936,Closed,Article,"ODION, DENNIS C.; FROST, EVAN J.; STRITTHOLT, JAMES R.; JIANG, HONG; DELLASALA, DOMINICK A.; MORITZ, MAX A.",,"ODION, DENNIS C. (University of California, Santa Barbara); FROST, EVAN J. (); STRITTHOLT, JAMES R. (); JIANG, HONG (); DELLASALA, DOMINICK A. (World Wildlife Fund); MORITZ, MAX A. (University of California, Berkeley)",104,9,,9.74,,https://app.dimensions.ai/details/publication/pub.1007172610,0705 Forestry Sciences; 0602 Ecology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,0602 Ecology,06 Biological Sciences,07 Agricultural and Veterinary Sciences,
82,100,pub.1003503208,10.1890/1540-9295(2004)002[0067:tabaos]2.0.co;2,,,Testing a basic assumption of shrubland fire management: how important is fuel age?,Frontiers in Ecology and the Environment,,,2004-03,2004,2,2,67-72,Closed,Article,"Moritz, Max A.; Keeley, Jon E.; Johnson, Edward A.; Schaffner, Andrew A.",,"Moritz, Max A. (University of California, Santa Barbara); Keeley, Jon E. (United States Geological Survey); Johnson, Edward A. (University of Calgary); Schaffner, Andrew A. (California Polytechnic State University)",115,10,,12.02,,https://app.dimensions.ai/details/publication/pub.1003503208,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
83,100,pub.1031427275,10.1890/0012-9658(2003)084[0351:saocos]2.0.co;2,,,SPATIOTEMPORAL ANALYSIS OF CONTROLS ON SHRUBLAND FIRE REGIMES: AGE DEPENDENCY AND FIRE HAZARD,Ecology,,,2003-02,2003,84,2,351-361,Closed,Article,"Moritz, Max A.",,"Moritz, Max A. (California Polytechnic State University)",131,14,,17.79,,https://app.dimensions.ai/details/publication/pub.1031427275,0501 Ecological Applications; 05 Environmental Sciences,0501 Ecological Applications,05 Environmental Sciences,,,
84,200,pub.1046632084,10.1016/b0-12-226865-2/00074-2,,,"Disturbance, Mechanisms of",,Encyclopedia of Biodiversity,,2001,2001,,,153-160,Closed,Chapter,"Davis, Frank W.; Moritz, Max",,"Davis, Frank W. (University of California, Santa Barbara); Moritz, Max (California Polytechnic State University)",3,0,,,,https://app.dimensions.ai/details/publication/pub.1046632084,,,,,,
85,100,pub.1014026312,10.1007/s100219900048,,,"Are Large, Infrequent Disturbances Qualitatively Different from Small, Frequent Disturbances?",Ecosystems,,,1998-11,1998,1,6,524-534,"All OA; Green, Accepted & Submitted",Article,"Romme, William H.; Everham, Edwin H.; Frelich, Lee E.; Moritz, Max A.; Sparks, Richard E.",,"Romme, William H. (Fort Lewis College); Everham, Edwin H. (Florida Gulf Coast University); Frelich, Lee E. (University of Minnesota); Moritz, Max A. (University of California, Santa Barbara); Sparks, Richard E. (University of Illinois at Urbana Champaign)",138,9,,,http://nature.berkeley.edu/moritzlab/docs/Romme_etal_1998.pdf,https://app.dimensions.ai/details/publication/pub.1014026312,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
86,100,pub.1050689961,10.1890/1051-0761(1997)007[1252:aedefi]2.0.co;2,,,ANALYZING EXTREME DISTURBANCE EVENTS: FIRE IN LOS PADRES NATIONAL FOREST,Ecological Applications,,,1997-11,1997,7,4,1252-1262,Closed,Article,"Moritz, Max A.",,"Moritz, Max A. (University of California, Santa Barbara)",104,7,,,,https://app.dimensions.ai/details/publication/pub.1050689961,0705 Forestry Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,07 Agricultural and Veterinary Sciences,,,
87,100,pub.1046668051,10.1016/0034-4257(95)00156-5,,,Scaling and uncertainty in the relationship between the NDVI and land surface biophysical variables: An analysis using a scene simulation model and data from FIFE,Remote Sensing of Environment,,,1995-12,1995,54,3,233-246,Closed,Article,"Friedl, M.A.; Davis, F.W.; Michaelsen, J.; Moritz, M.A.","Friedl, M.A.","Friedl, M.A. (Boston University); Davis, F.W. (University of California, Santa Barbara); Michaelsen, J. (University of California, Santa Barbara); Moritz, M.A. (University of California, Santa Barbara)",73,2,,,,https://app.dimensions.ai/details/publication/pub.1046668051,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
88,100,pub.1035060060,10.1080/02693799508902050,,,"Quantifying septic nitrogen loadings to receiving waters: Waquoit Bay, Massachusetts",International Journal of Geographical Information Systems,,,1995-07,1995,9,4,463-473,Closed,Article,"SHAM, CHI HO; BRAWLEY, JOHN W.; MORITZ, MAX A.",,"SHAM, CHI HO (); BRAWLEY, JOHN W. (); MORITZ, MAX A. (University of California, Santa Barbara)",12,0,,,,https://app.dimensions.ai/details/publication/pub.1035060060,03 Chemical Sciences; 0399 Other Chemical Sciences,03 Chemical Sciences,0399 Other Chemical Sciences,,,
89,100,pub.1093234357,10.1109/igarss.1994.399579,,,Modeling sources of uncertainty in satellite-based estimates of leaf area index using a scene simulation model,,Proceedings of IGARSS '94 - 1994 IEEE International Geoscience and Remote Sensing Symposium,,1994,1994,3,,1826-1828 vol.3,Closed,Proceeding,"Friedl, M.A.; Davis, F.W.; Michaelsen, J.; Moritz, M.",,"Friedl, M.A. (Boston University); Davis, F.W. (); Michaelsen, J. (); Moritz, M. ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1093234357,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
