,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Jian Cheng Shi. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
327,100,pub.1095128607,10.1109/igarss.2004.1370646,,,Estimation of Snow Water Equivalence with Two Ku-band Dual Polarization Radar,,"IEEE International IEEE International IEEE International Geoscience and Remote Sensing Symposium, 2004. IGARSS '04. Proceedings. 2004",,2004,2004,3,,1649-1652,Closed,Proceeding,"Shi, Jiancheng",,"Shi, Jiancheng (University of California, Santa Barbara)",7,1,,0.67,,https://app.dimensions.ai/details/publication/pub.1095128607,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
328,100,pub.1094566352,10.1109/igarss.2004.1369885,,,A Soil Moisture Retrieval Method for AMSR-E,,"IEEE International IEEE International IEEE International Geoscience and Remote Sensing Symposium, 2004. IGARSS '04. Proceedings. 2004",,2004,2004,4,,2803-2806,Closed,Proceeding,"Zhang, Zhongjun; Shi, Jiancheng; Zhu, Ying",,"Zhang, Zhongjun (Beijing Normal University); Shi, Jiancheng (University of California, Santa Barbara); Zhu, Ying (Beijing Normal University)",1,0,,0.12,,https://app.dimensions.ai/details/publication/pub.1094566352,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
329,100,pub.1094299873,10.1109/igarss.2004.1369926,,,A Comparison of Dry Snow Emission Model with Field Observations,,"IEEE International IEEE International IEEE International Geoscience and Remote Sensing Symposium, 2004. IGARSS '04. Proceedings. 2004",,2004,2004,6,,3709-3712,Closed,Proceeding,"Jiang, Lingmei; Shi, J.; Tjuatja, S.; Chen, K.S",,"Jiang, Lingmei (Beijing Normal University; University of California, Santa Barbara); Shi, J. (University of California, Santa Barbara); Tjuatja, S. (The University of Texas at Arlington); Chen, K.S ()",4,0,,0.47,,https://app.dimensions.ai/details/publication/pub.1094299873,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
330,100,pub.1094284244,10.1109/igarss.2004.1370090,,,Simulated Radiation Characteristics of Frozen Soil Surface at Typical Microwave Bands,,"IEEE International IEEE International IEEE International Geoscience and Remote Sensing Symposium, 2004. IGARSS '04. Proceedings. 2004",,2004,2004,6,,4310-4313,Closed,Proceeding,"Zhang, Lixin; Zhao, Kaiguang; Zhu, Ying; Qin, Bo; Shi, Jiancheng",,"Zhang, Lixin (Beijing Normal University); Zhao, Kaiguang (Beijing Normal University); Zhu, Ying (Beijing Normal University); Qin, Bo (Beijing Normal University); Shi, Jiancheng (University of California, Santa Barbara)",3,0,,0.28,,https://app.dimensions.ai/details/publication/pub.1094284244,0503 Soil Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0406 Physical Geography and Environmental Geoscience,0503 Soil Sciences,04 Earth Sciences,05 Environmental Sciences,0406 Physical Geography and Environmental Geoscience,
331,100,pub.1093840096,10.1109/igarss.2004.1370473,,,Retrieving soil moisture over bare soil from ERS Wind Scattermeter data,,"IEEE International IEEE International IEEE International Geoscience and Remote Sensing Symposium, 2004. IGARSS '04. Proceedings. 2004",,2004,2004,5,,3536-3538,Closed,Proceeding,"Wang, Jianming; Shi, J.; Wu¹, Shengli; Liu, Wei",,"Wang, Jianming (Institute of Remote Sensing and Digital Earth); Shi, J. (Institute of Remote Sensing and Digital Earth; University of California, Santa Barbara); Wu¹, Shengli (Institute of Remote Sensing and Digital Earth); Liu, Wei (Institute of Remote Sensing and Digital Earth)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1093840096,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
332,100,pub.1093626993,10.1109/igarss.2004.1369030,,,Comparison of Soil Moisture Retrieval Algorithms Using Simulated HYDROS Brightness Temperatures,,"IEEE International IEEE International IEEE International Geoscience and Remote Sensing Symposium, 2004. IGARSS '04. Proceedings. 2004",,2004,2004,1,,336-339,Closed,Proceeding,"P.O'Neill; Njoku, E.; Chan, T.; Crow, W.; Hsu, A.; Shi, JC",,"P.O'Neill (Goddard Space Flight Center); Njoku, E. (Jet Propulsion Lab); Chan, T. (Jet Propulsion Lab); Crow, W. (Agricultural Research Service); Hsu, A. (Agricultural Research Service); Shi, JC (University of California, Santa Barbara)",1,0,,0.1,,https://app.dimensions.ai/details/publication/pub.1093626993,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
333,100,pub.1093468947,10.1109/igarss.2004.1369922,,,Modeling of Snow Wetness Inversion using Multi-Polarization SAR at C-Band,,"IEEE International IEEE International IEEE International Geoscience and Remote Sensing Symposium, 2004. IGARSS '04. Proceedings. 2004",,2004,2004,6,,3696-3699,Closed,Proceeding,"Yu, Qin; Shi, Jiancheng; Shao, Yun; Liu, Wei",,"Yu, Qin (State Key Laboratory of Remote Sensing Science); Shi, Jiancheng (State Key Laboratory of Remote Sensing Science; University of California, Santa Barbara); Shao, Yun (State Key Laboratory of Remote Sensing Science); Liu, Wei (State Key Laboratory of Remote Sensing Science)",2,1,,0.56,,https://app.dimensions.ai/details/publication/pub.1093468947,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
334,100,pub.1093404669,10.1109/igarss.2004.1368529,,,Estimation of Soil Moisture with L-band Multi-polarization Radar,,"IEEE International IEEE International IEEE International Geoscience and Remote Sensing Symposium, 2004. IGARSS '04. Proceedings. 2004",,2004,2004,2,,815-818,"All OA; Green, Accepted & Submitted",Proceeding,"Shi, J.; Chen, K. S.; Kim, Y.; Van Zyl, J. J.; Njoku, E.; Sun, G.; O'Neill, P.; Jackson, T.; Entekhabi, D.",,"Shi, J. (University of California, Santa Barbara); Chen, K. S. (National Central University); Kim, Y. (Jet Propulsion Lab); Van Zyl, J. J. (Jet Propulsion Lab); Njoku, E. (Jet Propulsion Lab); Sun, G. (); O'Neill, P. (); Jackson, T. (Agricultural Research Service); Entekhabi, D. (Massachusetts Institute of Technology)",1,0,,0.1,http://hdl.handle.net/2060/20080044842,https://app.dimensions.ai/details/publication/pub.1093404669,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
335,200,pub.1038071705,10.1117/12.466143,,,Parameterized surface reflectivity model for L-band radiometer,Proceedings of SPIE,Microwave Remote Sensing of the Atmosphere and Environment III,,2003-04-30,2003,4894,,268-277,Closed,Proceeding,"Shi, Jiancheng; Chen, Kun S.; Li, Q.; Tsang, Leung",,"Shi, Jiancheng (); Chen, Kun S. (National Central University); Li, Q. (University of Washington); Tsang, Leung (University of Washington)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1038071705,,,,,,
336,100,pub.1061608700,10.1109/tgrs.2002.807587,,,Emission of Rough Surfaces Calculated by the Integral Equation Method With Comparison to Three-Dimensional Moment Method Simulations,IEEE Transactions on Geoscience and Remote Sensing,,,2003-01,2003,41,1,90,Closed,Article,"Chen, K. S.; Wu, Tzong-Dar; Tsang, Leung; Li, Qin; Shi, Jiancheng; Fung, A. K.",,"Chen, K. S. (National Central University); Wu, Tzong-Dar (Ministry of Science and Technology); Tsang, Leung (University of Washington); Li, Qin (Wuhan University); Shi, Jiancheng (City University of Hong Kong; Lanzhou University); Fung, A. K. (University of Washington)",357,54,,60.69,,https://app.dimensions.ai/details/publication/pub.1061608700,0912 Materials Engineering; 09 Engineering,0912 Materials Engineering,09 Engineering,,,
337,100,pub.1095535735,10.1109/igarss.2003.1293939,,,On Estimation of Snow Water Equivalence Using L-band and Ku-band Radar,,IGARSS 2003. 2003 IEEE International Geoscience and Remote Sensing Symposium. Proceedings (IEEE Cat. No.03CH37477),,2003,2003,2,,845-847,Closed,Proceeding,"Shi, Jiancheng; Yueh, S.; Cline, D.",,"Shi, Jiancheng (University of California, Santa Barbara); Yueh, S. (Jet Propulsion Lab); Cline, D. ()",8,0,,0.75,,https://app.dimensions.ai/details/publication/pub.1095535735,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
338,100,pub.1095049038,10.1109/igarss.2003.1295301,,,Retrieval of Bare Soil Surface Parameters From Simulated Data Using Neural Networks Combined with IEM,,IGARSS 2003. 2003 IEEE International Geoscience and Remote Sensing Symposium. Proceedings (IEEE Cat. No.03CH37477),,2003,2003,6,,3881-3883,Closed,Proceeding,"Zhao, K. G.; Shi, J. C.; Zhang, L. X.; Jiang, L. M.; Zhang, Z. J.; Qin, J.; Yao, Y. J.; Hu, J. C.",,"Zhao, K. G. (Beijing Normal University); Shi, J. C. (University of California, Santa Barbara); Zhang, L. X. (Beijing Normal University); Jiang, L. M. (Beijing Normal University); Zhang, Z. J. (Beijing Normal University); Qin, J. (Beijing Normal University); Yao, Y. J. (Beijing Normal University); Hu, J. C. (Beijing Normal University)",3,0,,0.73,,https://app.dimensions.ai/details/publication/pub.1095049038,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
339,100,pub.1094760952,10.1109/igarss.2003.1294626,,,The estimation of dielectric constant of frozen soil-water mixture at microwave bands,,IGARSS 2003. 2003 IEEE International Geoscience and Remote Sensing Symposium. Proceedings (IEEE Cat. No.03CH37477),,2003,2003,4,,2903-2905,Closed,Proceeding,"Zhang, Lixin; Shi, Jiancheng; Zhang, Zhongjun; Zhao, Kaiguang",,"Zhang, Lixin (Beijing Normal University); Shi, Jiancheng (University of California, Santa Barbara); Zhang, Zhongjun (Beijing Normal University); Zhao, Kaiguang (Beijing Normal University)",38,5,,3.57,,https://app.dimensions.ai/details/publication/pub.1094760952,0503 Soil Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0406 Physical Geography and Environmental Geoscience,0503 Soil Sciences,04 Earth Sciences,05 Environmental Sciences,0406 Physical Geography and Environmental Geoscience,
340,100,pub.1094559547,10.1109/igarss.2003.1293793,,,Estimation of Soil Moisture with Repeat-pass L-band Radiometer Measurements,,IGARSS 2003. 2003 IEEE International Geoscience and Remote Sensing Symposium. Proceedings (IEEE Cat. No.03CH37477),,2003,2003,1,,413-415,Closed,Proceeding,"Shi, Jiancheng; Njoku, E. G.; Chen, K. S.; Jackson, T.; O'neill, P.",,"Shi, Jiancheng (University of California, Santa Barbara); Njoku, E. G. (); Chen, K. S. (National Central University); Jackson, T. (); O'neill, P. ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1094559547,0503 Soil Sciences; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences,0503 Soil Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,05 Environmental Sciences,
341,100,pub.1093575819,10.1109/igarss.2003.1294123,,,A Soil Moisture Algorithm Using Tilted Bragg Approximation,,IGARSS 2003. 2003 IEEE International Geoscience and Remote Sensing Symposium. Proceedings (IEEE Cat. No.03CH37477),,2003,2003,2,,1402-1404,"All OA; Green, Published",Proceeding,"Kim, Yunjin; van Zyl, Jakob; Shi, Jiancheng",,"Kim, Yunjin (Jet Propulsion Lab); van Zyl, Jakob (Jet Propulsion Lab); Shi, Jiancheng (University of California, Santa Barbara)",1,0,,0.09,https://zenodo.org/record/1272625/files/article.pdf,https://app.dimensions.ai/details/publication/pub.1093575819,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
342,100,pub.1093296014,10.1109/igarss.2003.1294129,,,Temporal and Spatial Soil Moisture Change Pattern Detection using Multi-Temporal Radarsat Scansar Images,,IGARSS 2003. 2003 IEEE International Geoscience and Remote Sensing Symposium. Proceedings (IEEE Cat. No.03CH37477),,2003,2003,2,,1420-1422,Closed,Proceeding,"Hu, Yang; Shi, Jiancheng; Zhen, Li; Guo, Huadong; Zhang, Zhongjun",,"Hu, Yang (Chinese Academy of Sciences); Shi, Jiancheng (Chinese Academy of Sciences); Zhen, Li (Chinese Academy of Sciences); Guo, Huadong (Chinese Academy of Sciences); Zhang, Zhongjun (Chinese Academy of Sciences)",3,0,,0.39,,https://app.dimensions.ai/details/publication/pub.1093296014,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
343,100,pub.1093183293,10.1109/igarss.2003.1294601,,,Evaluate Subsurface Effects on AMSR-E's Snow Depth Retrieval,,IGARSS 2003. 2003 IEEE International Geoscience and Remote Sensing Symposium. Proceedings (IEEE Cat. No.03CH37477),,2003,2003,4,,2831-2833,Closed,Proceeding,"Jiang, Lingmei; Shi, J; Zhao, Kaiguang; Zhang, Lixin",,"Jiang, Lingmei (Beijing Normal University); Shi, J (); Zhao, Kaiguang (Beijing Normal University); Zhang, Lixin (Beijing Normal University)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1093183293,0912 Materials Engineering; 09 Engineering,0912 Materials Engineering,09 Engineering,,,
344,100,pub.1061608689,10.1109/tgrs.2002.807003,,,A Parameterized Surface Reflectivity Model and Estimation of Bare-Surface Soil Moisture With L-Band Radiometer,IEEE Transactions on Geoscience and Remote Sensing,,,2002-12,2002,40,12,2674-2686,Closed,Article,"Shi, Jiancheng; Chen, K. S.; Li, Qin; Jackson, Thomas J.; O'Neill, Peggy E.; Tsang, Leung",,"Shi, Jiancheng (University of California, Santa Barbara; Lanzhou University); Chen, K. S. (National Central University); Li, Qin (University of Washington; Wuhan University); Jackson, Thomas J. (Agricultural Research Service; University of Maryland, College Park); O'Neill, Peggy E. (Goddard Space Flight Center; Northern Illinois University); Tsang, Leung (University of Washington; City University of Hong Kong)",89,3,,9.07,,https://app.dimensions.ai/details/publication/pub.1061608689,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
345,100,pub.1094165732,10.1109/igarss.2002.1026875,,,The Statistical Inversion Algorithm of Bare Surface Soil Moisture for the AMSR Using C-band IEM Simulated Emissivity **Subsidized by the Special Funds for Major State Basic Research Project(G2000077901).,,IEEE International Geoscience and Remote Sensing Symposium,,2002,2002,5,,3079-3082,Closed,Proceeding,"Zhang, Lixin; Shi, Jiancheng; Liu, Suhong; Zhao, Kaiguang",,"Zhang, Lixin (Beijing Normal University); Shi, Jiancheng (); Liu, Suhong (Beijing Normal University); Zhao, Kaiguang (Beijing Normal University)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1094165732,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
346,100,pub.1093803108,10.1109/igarss.2002.1026825,,,Development of an Algorithm for Estimating Snow Hydrological Parameters in Wet Snow Regions Using Combined C- and L-band Satellite-based SAR Data,,IEEE International Geoscience and Remote Sensing Symposium,,2002,2002,5,,2930-2932,Closed,Proceeding,"Tadono, T.; Fukami, K.; Shi, J.",,"Tadono, T. (Japan Aerospace Exploration Agency); Fukami, K. (Public Works Research Institute); Shi, J. (University of California, Santa Barbara)",2,0,,0.51,,https://app.dimensions.ai/details/publication/pub.1093803108,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
347,100,pub.1093499935,10.1109/igarss.2002.1026127,,,Estimation of Soil Moisture change with PALS's L-Band Radiometer,,IEEE International Geoscience and Remote Sensing Symposium,,2002,2002,3,,1393-1395,Closed,Proceeding,"Shi, Jiancheng; Njoku, E. G.; Chen, K. S.; Jackson, T.; O'neill, P.",,"Shi, Jiancheng (); Njoku, E. G. (Jet Propulsion Lab); Chen, K. S. (National Central University); Jackson, T. (); O'neill, P. ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1093499935,09 Engineering; 0503 Soil Sciences; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences; 0907 Environmental Engineering,09 Engineering,0503 Soil Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,05 Environmental Sciences
348,100,pub.1093293311,10.1109/igarss.2002.1026873,,,Measuring soil moisture change with vegetation cover using passive and active microwave data,,IEEE International Geoscience and Remote Sensing Symposium,,2002,2002,5,,3071-3073,Closed,Proceeding,"Li, Zhen; Shi, Jiancheng; Guo, Huadong",,"Li, Zhen (Institute of Remote Sensing and Digital Earth); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Guo, Huadong (Institute of Remote Sensing and Digital Earth)",2,0,,0.2,,https://app.dimensions.ai/details/publication/pub.1093293311,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
349,100,pub.1061162822,10.1109/36.992784,,,A Generalized Power Law Spectrum and Its Applications to the Backscattering of Soil Surfaces Based on the Integral Equation Model,IEEE Transactions on Geoscience and Remote Sensing,,,2002,2002,40,2,271-281,Closed,Article,"Li, Qin; Shi, Jiancheng; Chen, K. S.",,"Li, Qin (University of California, Santa Barbara); Shi, Jiancheng (University of California, Santa Barbara; Lanzhou University); Chen, K. S. ()",64,4,,9.45,,https://app.dimensions.ai/details/publication/pub.1061162822,09 Engineering; 0909 Geomatic Engineering; 0906 Electrical and Electronic Engineering; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0906 Electrical and Electronic Engineering,04 Earth Sciences,0404 Geophysics
350,100,pub.1014276423,10.2208/prohe.46.37,,,Development of an algorithm for estimating snow hydrological parameters in wet snow areas using satellite-based SAR images,Proceedings of Hydraulic Engineering,,,2002,2002,46,,37,All OA; Gold,Article,"TADONO, Takeo; FUKAMI, Kazuhiko; KODAMA, Housho; Jiancheng, SHI",,"TADONO, Takeo (); FUKAMI, Kazuhiko (); KODAMA, Housho (); Jiancheng, SHI ()",1,0,,0.25,https://www.jstage.jst.go.jp/article/prohe1990/46/0/46_0_37/_pdf,https://app.dimensions.ai/details/publication/pub.1014276423,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
351,100,pub.1032801231,10.1007/bf02900605,,,Retrieving dry snow density with SIR-C polarimetric SAR data,Science Bulletin,,,2001-07,2001,46,14,1211-1214,Closed,Article,"Li, Zhen; Guo, Huadong; Shi, Jiancheng","Li, Zhen","Li, Zhen (Institute of Remote Sensing and Digital Earth); Guo, Huadong (Institute of Remote Sensing and Digital Earth); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth)",3,1,,0.72,,https://app.dimensions.ai/details/publication/pub.1032801231,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
352,100,pub.1095245438,10.1109/igarss.2001.976681,,,A Numerical Simulation of Estimating Snow Wetness with ASAR,,IGARSS 2001. Scanning the Present and Resolving the Future. Proceedings. IEEE 2001 International Geoscience and Remote Sensing Symposium (Cat. No.01CH37217),,2001,2001,2,,922-924,Closed,Proceeding,"Shi, Jiancheng",,"Shi, Jiancheng (University of California, Santa Barbara)",1,0,,0.24,,https://app.dimensions.ai/details/publication/pub.1095245438,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
353,100,pub.1094626457,10.1109/igarss.2001.976680,,,"Estimation of Snow Hydrological Parameters Using Single-Parameter, Multi-Temporal SAR Images",,IGARSS 2001. Scanning the Present and Resolving the Future. Proceedings. IEEE 2001 International Geoscience and Remote Sensing Symposium (Cat. No.01CH37217),,2001,2001,2,,919-921,Closed,Proceeding,"Tadono, T.; Fukami, K.; Shi, J.",,"Tadono, T. (Japan Aerospace Exploration Agency); Fukami, K. (Public Works Research Institute); Shi, J. (University of California, Santa Barbara)",2,1,,0.48,,https://app.dimensions.ai/details/publication/pub.1094626457,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
354,100,pub.1094059312,10.1109/igarss.2001.976845,,,Emissivities and Back-Scattering Coefficients of Random Lossy Dielectric Rough Surfaces at Microwave Frequencies Based on 3-Dimensional Numerical Simulations,,IGARSS 2001. Scanning the Present and Resolving the Future. Proceedings. IEEE 2001 International Geoscience and Remote Sensing Symposium (Cat. No.01CH37217),,2001,2001,3,,1362-1364,Closed,Proceeding,"Zhou, L.; Li, Q.; Tsang, L.; Shi, J.; Jandhyala, V.; Chen, K. S.; Li, S. Q.; Chan, C. H.",,"Zhou, L. (); Li, Q. (University of California, Santa Barbara); Tsang, L. (); Shi, J. (University of California, Santa Barbara); Jandhyala, V. (); Chen, K. S. (National Central University); Li, S. Q. (City University of Hong Kong); Chan, C. H. (City University of Hong Kong)",1,0,,0.19,,https://app.dimensions.ai/details/publication/pub.1094059312,0103 Numerical and Computational Mathematics; 01 Mathematical Sciences,0103 Numerical and Computational Mathematics,01 Mathematical Sciences,,,
355,100,pub.1093994568,10.1109/igarss.2001.976046,,,A Numerical Simulation of Estimating Soil Moisture with L-Band Radiometer,,IGARSS 2001. Scanning the Present and Resolving the Future. Proceedings. IEEE 2001 International Geoscience and Remote Sensing Symposium (Cat. No.01CH37217),,2001,2001,1,,25-27,Closed,Proceeding,"Shi, Jiancheng; Li, Q.; Chen, K. S.; Jackson, T.; Njoku, E. G.; O'neil, P.",,"Shi, Jiancheng (University of California, Santa Barbara); Li, Q. (University of California, Santa Barbara); Chen, K. S. (National Central University); Jackson, T. (); Njoku, E. G. (); O'neil, P. ()",1,0,,0.13,,https://app.dimensions.ai/details/publication/pub.1093994568,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
356,100,pub.1061162723,10.1109/36.951094,,,A Transition Model for the Reflection Coefficient in Surface Scattering,IEEE Transactions on Geoscience and Remote Sensing,,,2001,2001,39,9,2040,Closed,Article,"Wu, Tzong-Dar; Chen, K. S.; Shi, Jiancheng; Fung, Adrian K.",,"Wu, Tzong-Dar (National Central University; Ministry of Science and Technology); Chen, K. S. (National Central University); Shi, Jiancheng (University of California, Santa Barbara; Lanzhou University); Fung, Adrian K. (The University of Texas at Arlington)",113,11,,18.29,,https://app.dimensions.ai/details/publication/pub.1061162723,09 Engineering; 0909 Geomatic Engineering; 0906 Electrical and Electronic Engineering; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0906 Electrical and Electronic Engineering,04 Earth Sciences,0404 Geophysics
357,100,pub.1015509892,10.2208/prohe.45.157,,,Study for estimating spatial distributions of snow hydrological parameters usingmulti-temporal RADARSAT data,Proceedings of Hydraulic Engineering,,,2001,2001,45,,157,All OA; Gold,Article,"TADONO, Takeo; FUKAMI, Kazuhiko; KODAMA, Housho; Jiancheng, SHI",,"TADONO, Takeo (); FUKAMI, Kazuhiko (); KODAMA, Housho (); Jiancheng, SHI ()",0,0,,0,https://www.jstage.jst.go.jp/article/prohe1990/45/0/45_0_157/_pdf,https://app.dimensions.ai/details/publication/pub.1015509892,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
358,200,pub.1043159523,10.1117/12.410613,,,Estimating soil moisture distribution using polarimetric airborne SAR,Proceedings of SPIE,Microwave Remote Sensing of the Atmosphere and Environment II,,2000-12-21,2000,4152,,319-326,Closed,Proceeding,"Tadono, Takeo; Qong, Muhtar; Wakabayashi, Hiroyuki; Shimada, Masanobu; Shi, Jiancheng",,"Tadono, Takeo (Japan Aerospace Exploration Agency); Qong, Muhtar (Japan Aerospace Exploration Agency); Wakabayashi, Hiroyuki (Japan Aerospace Exploration Agency); Shimada, Masanobu (Japan Aerospace Exploration Agency); Shi, Jiancheng (University of California, Santa Barbara)",3,1,,,,https://app.dimensions.ai/details/publication/pub.1043159523,,,,,,
359,100,pub.1061162448,10.1109/36.851963,,,Application of physics-based two-grid method and sparse matrix canonical grid method for numerical simulations of emissivities of soils with rough surfaces at microwave frequencies,IEEE Transactions on Geoscience and Remote Sensing,,,2000-07,2000,38,4,1635-1643,Closed,Article,"Li, Qin; Tsang, Leung; Shi, Jiancheng; Chan, Chi Hou",,"Li, Qin (University of Washington); Tsang, Leung (); Shi, Jiancheng (); Chan, Chi Hou ()",31,1,,4.97,,https://app.dimensions.ai/details/publication/pub.1061162448,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
360,100,pub.1095384623,10.1109/igarss.2000.858087,,,Application of algorithms for estimating surface soil moisture and roughness parameters using CRL/NASDA airborne SAR (PI-SAR) data,,IGARSS 2000. IEEE 2000 International Geoscience and Remote Sensing Symposium. Taking the Pulse of the Planet: The Role of Remote Sensing in Managing the Environment. Proceedings (Cat. No.00CH37120),,2000,2000,3,,1262-1264 vol.3,Closed,Proceeding,"Tadono, T.; Qong, M.; Wakabayashi, H.; Shimada, M.; Kobayashi, T.; Shi, J.",,"Tadono, T. (); Qong, M. (); Wakabayashi, H. (); Shimada, M. (); Kobayashi, T. (); Shi, J. ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1095384623,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
361,100,pub.1093845829,10.1109/igarss.2000.858034,,,Evaluate usage of decomposition technique in estimation of soil moisture with vegetated surface by multi-temporal measurements,,IGARSS 2000. IEEE 2000 International Geoscience and Remote Sensing Symposium. Taking the Pulse of the Planet: The Role of Remote Sensing in Managing the Environment. Proceedings (Cat. No.00CH37120),,2000,2000,3,,1098-1100 vol.3,Closed,Proceeding,"Shi, Jiancheng; Lee, Jong-Sen; Chen, Kunshan; Sun, Quoqing",,"Shi, Jiancheng (University of California, Santa Barbara); Lee, Jong-Sen (); Chen, Kunshan (); Sun, Quoqing ()",5,1,,0.55,,https://app.dimensions.ai/details/publication/pub.1093845829,09 Engineering; 0503 Soil Sciences; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences,09 Engineering,0503 Soil Sciences,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences
362,100,pub.1061162497,10.1109/36.885196,,,Estimation of snow water equivalence using SIR-C/X-SAR. II. Inferring snow depth and particle size,IEEE Transactions on Geoscience and Remote Sensing,,,2000,2000,38,6,2475-2488,Closed,Article,"Shi, J.; Dozier, J.",,"Shi, J. (University of California, Santa Barbara); Dozier, J. ()",93,15,,12.15,,https://app.dimensions.ai/details/publication/pub.1061162497,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
363,100,pub.1061162496,10.1109/36.885195,,,Estimation of snow water equivalence using SIR-C/X-SAR. I. Inferring snow density and subsurface properties,IEEE Transactions on Geoscience and Remote Sensing,,,2000,2000,38,6,2465-2474,Closed,Article,"Shi, J.; Dozier, J.",,"Shi, J. (University of California, Santa Barbara); Dozier, J. ()",128,18,,14.29,,https://app.dimensions.ai/details/publication/pub.1061162496,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
