,"""About the data: Exported on Oct 31, 2019. Criteria: Researcher is Erica Fleishman. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
52,400,pub.1029807193,10.1016/j.tree.2010.11.002,21126797,,Horizon scan of global conservation issues for 2011,Trends in Ecology & Evolution,,Animals; Climate Change; Conservation of Natural Resources; Ecosystem; Environmental Pollution; Food; Humans; Industry,2011-01,2011,26,1,10-16,"All OA; Green, Published",Article,"Sutherland, William J.; Bardsley, Sarah; Bennun, Leon; Clout, Mick; Côté, Isabelle M.; Depledge, Michael H.; Dicks, Lynn V.; Dobson, Andrew P.; Fellman, Liz; Fleishman, Erica; Gibbons, David W.; Impey, Andrew J.; Lawton, John H.; Lickorish, Fiona; Lindenmayer, David B.; Lovejoy, Thomas E.; Nally, Ralph Mac; Madgwick, Jane; Peck, Lloyd S.; Pretty, Jules; Prior, Stephanie V.; Redford, Kent H.; Scharlemann, Jörn P.W.; Spalding, Mark; Watkinson, Andrew R.",,"Sutherland, William J. (University of Cambridge); Bardsley, Sarah (Environment Agency); Bennun, Leon (BirdLife international); Clout, Mick (University of Auckland); Côté, Isabelle M. (Simon Fraser University); Depledge, Michael H. (Peninsula College of Medicine and Dentistry); Dicks, Lynn V. (University of Cambridge); Dobson, Andrew P. (); Fellman, Liz (Natural Environment Research Council); Fleishman, Erica (University of California, Santa Barbara); Gibbons, David W. (Royal Society for the Protection of Birds); Impey, Andrew J. (Natural Environment Research Council); Lawton, John H. (); Lickorish, Fiona (Department for Environment Food and Rural Affairs); Lindenmayer, David B. (Australian National University); Lovejoy, Thomas E. (); Nally, Ralph Mac (Monash University); Madgwick, Jane (Wetlands International); Peck, Lloyd S. (British Antarctic Survey); Pretty, Jules (University of Essex); Prior, Stephanie V. (University of Cambridge); Redford, Kent H. (Wildlife Conservation Society); Scharlemann, Jörn P.W. (); Spalding, Mark (); Watkinson, Andrew R. (University of East Anglia)",80,18,1.31,13.34,http://dspace.lib.cranfield.ac.uk/bitstream/1826/8674/1/A_horizon_scan_of_global_conversation_issues-2014.pdf,https://app.dimensions.ai/details/publication/pub.1029807193,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
53,400,pub.1038329791,10.1890/09-0998.1,20666259,,Bayesian change point analysis of abundance trends for pelagic fishes in the upper San Francisco Estuary,Ecological Applications,,Animals; Bayes Theorem; Fishes; Population Dynamics; San Francisco,2010-07,2010,20,5,1431-1448,Closed,Article,"Thomson, James R.; Kimmerer, Wim J.; Brown, Larry R.; Newman, Ken B.; Nally, Ralph Mac; Bennett, William A.; Feyrer, Frederick; Fleishman, Erica",,"Thomson, James R. (Monash University); Kimmerer, Wim J. (San Francisco State University); Brown, Larry R. (); Newman, Ken B. (); Nally, Ralph Mac (Monash University); Bennett, William A. (University of California, Davis); Feyrer, Frederick (); Fleishman, Erica (University of California, Santa Barbara)",93,18,1.27,8.71,,https://app.dimensions.ai/details/publication/pub.1038329791,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
54,400,pub.1033346352,10.1890/09-1724.1,20666258,,Analysis of pelagic species decline in the upper San Francisco Estuary using multivariate autoregressive modeling (MAR),Ecological Applications,,Animals; Fishes; Multivariate Analysis; Population Dynamics; San Francisco,2010-07,2010,20,5,1417-1430,Closed,Article,"Nally, Ralph Mac; Thomson, James R.; Kimmerer, Wim J.; Feyrer, Frederick; Newman, Ken B.; Sih, Andy; Bennett, William A.; Brown, Larry; Fleishman, Erica; Culberson, Steven D.; Castillo, Gonzalo",,"Nally, Ralph Mac (Monash University); Thomson, James R. (Monash University); Kimmerer, Wim J. (San Francisco State University); Feyrer, Frederick (); Newman, Ken B. (); Sih, Andy (University of California, Davis); Bennett, William A. (University of California, Davis); Brown, Larry (); Fleishman, Erica (University of California, Santa Barbara); Culberson, Steven D. (); Castillo, Gonzalo ()",63,13,0.75,5.9,,https://app.dimensions.ai/details/publication/pub.1033346352,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
55,200,pub.1045379731,10.1111/j.1365-2699.2010.02316.x,,,Understanding species richness gradients informs projected responses to climate change,Journal of Biogeography,,,2010-07,2010,37,7,1175-1176,All OA; Gold,Article,"Fleishman, Erica",,"Fleishman, Erica (University of California, Santa Barbara)",3,0,,,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02316.x/pdf,https://app.dimensions.ai/details/publication/pub.1045379731,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
56,400,pub.1010166573,10.1111/j.1523-1739.2009.01297.x,19624527,,Demonstration as a Means to Translate Conservation Science into Practice,Conservation Biology,,Conservation of Natural Resources,2010-02,2010,24,1,120-127,Closed,Article,"HALL, JOHN A.; FLEISHMAN, ERICA",,"HALL, JOHN A. (); FLEISHMAN, ERICA (University of California, Santa Barbara)",18,5,0.48,2.67,,https://app.dimensions.ai/details/publication/pub.1010166573,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
57,400,pub.1012894634,10.1016/j.tree.2009.10.003,19939492,,A horizon scan of global conservation issues for 2010,Trends in Ecology & Evolution,,Aerosols; Animals; Atmosphere; Charcoal; Climate Change; Conservation of Natural Resources; Ecosystem; Environmental Pollution; Forecasting; Genetic Engineering; Humans; Nitrogen; Oceans and Seas; Oxygen; Seawater; Telemetry; Tissue Engineering; Volcanic Eruptions,2010-01,2010,25,1,1-7,"All OA; Green, Published",Article,"Sutherland, William J.; Clout, Mick; Côté, Isabelle M.; Daszak, Peter; Depledge, Michael H.; Fellman, Liz; Fleishman, Erica; Garthwaite, Rachel; Gibbons, David W.; De Lurio, Jennifer; Impey, Andrew J.; Lickorish, Fiona; Lindenmayer, David; Madgwick, Jane; Margerison, Ceri; Maynard, Trevor; Peck, Lloyd S.; Pretty, Jules; Prior, Stephanie; Redford, Kent H.; Scharlemann, Jörn P.W.; Spalding, Mark; Watkinson, Andrew R.",,"Sutherland, William J. (University of Cambridge); Clout, Mick (University of Auckland); Côté, Isabelle M. (Simon Fraser University); Daszak, Peter (EcoHealth Alliance); Depledge, Michael H. (Peninsula College of Medicine and Dentistry); Fellman, Liz (Natural Environment Research Council); Fleishman, Erica (University of California, Santa Barbara); Garthwaite, Rachel (Royal Society); Gibbons, David W. (Royal Society for the Protection of Birds); De Lurio, Jennifer (Environment Agency); Impey, Andrew J. (Natural Environment Research Council); Lickorish, Fiona (Department for Environment Food and Rural Affairs); Lindenmayer, David (Australian National University); Madgwick, Jane (Wetlands International); Margerison, Ceri (British Ecological Society); Maynard, Trevor (Lloyd's); Peck, Lloyd S. (British Antarctic Survey); Pretty, Jules (University of Essex); Prior, Stephanie (University of Cambridge); Redford, Kent H. (Wildlife Conservation Society); Scharlemann, Jörn P.W. (); Spalding, Mark (); Watkinson, Andrew R. (University of East Anglia)",186,34,3.01,27.55,http://dspace.lib.cranfield.ac.uk/bitstream/1826/8674/1/A_horizon_scan_of_global_conversation_issues-2014.pdf,https://app.dimensions.ai/details/publication/pub.1012894634,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
58,200,pub.1068721661,10.1890/09-1724,,,An analysis of pelagic species decline in the upper San Francisco Estuary using Multivariate Autoregressive modelling (MAR),Ecological Applications,,,2009-12-22,2009,,,100319061507001,Closed,Article,"Mac Nally, Ralph; Thomson, James; Kimmerer, William; Feyrer, Frederick; Newman, Ken; Sih, Andrew; Bennett, William; Brown, Larry; Fleishman, Erica; Culberson, Steven; Castillo, Gonzalo",,"Mac Nally, Ralph (); Thomson, James (); Kimmerer, William (); Feyrer, Frederick (); Newman, Ken (); Sih, Andrew (); Bennett, William (); Brown, Larry (); Fleishman, Erica (); Culberson, Steven (); Castillo, Gonzalo ()",6,1,,,,https://app.dimensions.ai/details/publication/pub.1068721661,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
59,200,pub.1068721651,10.1890/09-0998,,,Bayesian change-point analysis of abundance trends for pelagic fishes in the upper San Francisco Estuary,Ecological Applications,,,2009-12-22,2009,,,100319061507001,Closed,Article,"Thomson, James; Kimmerer, William; Brown, Larry; Newman, Ken; Mac Nally, Ralph; Bennett, William; Feyrer, Frederick; Fleishman, Erica",,"Thomson, James (); Kimmerer, William (); Brown, Larry (); Newman, Ken (); Mac Nally, Ralph (); Bennett, William (); Feyrer, Frederick (); Fleishman, Erica ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1068721651,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
60,400,pub.1009233109,10.1007/s00267-009-9296-6,19449058,PMC2791479,Options for National Parks and Reserves for Adapting to Climate Change,Environmental Management,,Climate Change; Conservation of Natural Resources; United States,2009-12,2009,44,6,1033-1042,All OA; Gold,Article,"Baron, Jill S.; Gunderson, Lance; Allen, Craig D.; Fleishman, Erica; McKenzie, Donald; Meyerson, Laura A.; Oropeza, Jill; Stephenson, Nate",,"Baron, Jill S. (United States Geological Survey; Colorado State University); Gunderson, Lance (Emory University); Allen, Craig D. (); Fleishman, Erica (University of California, Santa Barbara); McKenzie, Donald (Pacific Northwest Research Station); Meyerson, Laura A. (University of Rhode Island); Oropeza, Jill (Colorado State University); Stephenson, Nate (United States Geological Survey)",78,13,0.69,8.49,https://link.springer.com/content/pdf/10.1007%2Fs00267-009-9296-6.pdf,https://app.dimensions.ai/details/publication/pub.1009233109,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
61,400,pub.1000987468,10.1111/j.1523-1739.2009.01246.x,19459893,,A Realistic Assessment of the Indicator Potential of Butterflies and Other Charismatic Taxonomic Groups,Conservation Biology,,Animals; Butterflies; Climate; Ecology; Environmental Monitoring,2009-10,2009,23,5,1109-1116,Closed,Article,"FLEISHMAN, ERICA; MURPHY, DENNIS D.",,"FLEISHMAN, ERICA (University of California, Santa Barbara); MURPHY, DENNIS D. (University of Nevada Reno)",60,8,0.2,8.07,,https://app.dimensions.ai/details/publication/pub.1000987468,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
62,100,pub.1044786439,10.1111/j.1526-100x.2009.00590.x,,,"Relationship Between Avifaunal Occupancy and Riparian Vegetation in the Central Great Basin (Nevada, U.S.A.)",Restoration Ecology,,,2009-09,2009,17,5,722-730,Closed,Article,"Dickson, Brett G.; Fleishman, Erica; Dobkin, David S.; Hurteau, Sarah R.",,"Dickson, Brett G. (Northern Arizona University); Fleishman, Erica (University of California, Santa Barbara); Dobkin, David S. (); Hurteau, Sarah R. (Northern Arizona University)",11,3,,1.2,,https://app.dimensions.ai/details/publication/pub.1044786439,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
63,100,pub.1024760612,10.1111/j.1526-100x.2009.00592.x,,,Introduction to the Special Section on Alternative Futures for Great Basin Ecosystems,Restoration Ecology,,,2009-09,2009,17,5,704-706,Closed,Article,"Fleishman, Erica; Chambers, Jeanne C.; Wisdom, Michael J.",,"Fleishman, Erica (University of California, Santa Barbara); Chambers, Jeanne C. (); Wisdom, Michael J. (Pacific Northwest Research Station)",3,0,,0.4,,https://app.dimensions.ai/details/publication/pub.1024760612,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
64,100,pub.1006822249,10.1111/j.1526-100x.2009.00589.x,,,"Current and Potential Future Elevational Distributions of Birds Associated with Pinyon–Juniper Woodlands in the Central Great Basin, U.S.A.",Restoration Ecology,,,2009-09,2009,17,5,731-739,Closed,Article,"Fleishman, Erica; Dobkin, David S.",,"Fleishman, Erica (University of California, Santa Barbara); Dobkin, David S. ()",6,0,,0.65,,https://app.dimensions.ai/details/publication/pub.1006822249,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
65,400,pub.1042281047,10.1111/j.1523-1739.2009.01282.x,19627314,,Priorities for Improving the Scientific Foundation of Conservation Policy in North America,Conservation Biology,,Biodiversity; Canada; Conservation of Natural Resources; Ecosystem; Environment; United States,2009-08,2009,23,4,825-833,Closed,Article,"NOSS, REED F.; FLEISHMAN, ERICA; DELLASALA, DOMINICK A.; FITZGERALD, JOHN M.; GROSS, MART R.; MAIN, MARTIN B.; NAGLE, FIONA; O'MALLEY, STACEY L.; ROSALES, JON",,"NOSS, REED F. (University of Central Florida); FLEISHMAN, ERICA (University of California, Santa Barbara); DELLASALA, DOMINICK A. (); FITZGERALD, JOHN M. (Society for Conservation Biology); GROSS, MART R. (University of Toronto); MAIN, MARTIN B. (University of Florida); NAGLE, FIONA (); O'MALLEY, STACEY L. (University of Toronto); ROSALES, JON (St. Lawrence University)",7,0,0.09,0.94,,https://app.dimensions.ai/details/publication/pub.1042281047,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
66,400,pub.1018089562,10.1111/j.1523-1739.2008.01046.x,18847442,,Enhancing the Engagement of U.S. Private Foundations with Conservation Science,Conservation Biology,,Biodiversity; Conservation of Natural Resources; Data Collection; Foundations; Fund Raising; Interdisciplinary Communication; Research; United States,2008-12,2008,22,6,1477-1484,Closed,Article,"ZAVALETA, ERIKA; MILLER, DANIEL C.; SALAFSKY, NICK; FLEISHMAN, ERICA; WEBSTER, MICHAEL; GOLD, BARRY; HULSE, DAVID; ROWEN, MARY; TABOR, GARY; VANDERRYN, JACK",,"ZAVALETA, ERIKA (); MILLER, DANIEL C. (John D. and Catherine T. MacArthur Foundation); SALAFSKY, NICK (Foundations of Success); FLEISHMAN, ERICA (University of California, Santa Barbara); WEBSTER, MICHAEL (); GOLD, BARRY (); HULSE, DAVID (John D. and Catherine T. MacArthur Foundation); ROWEN, MARY (United States Agency for International Development); TABOR, GARY (Wilburforce Foundation); VANDERRYN, JACK ()",8,2,0.1,1.08,,https://app.dimensions.ai/details/publication/pub.1018089562,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
67,100,pub.1042589384,10.1111/j.1466-8238.2008.00409.x,,,Use of guilds for modelling avian responses to vegetation in the Intermountain West (USA),Global Ecology and Biogeography,,,2008-11,2008,17,6,758-769,Closed,Article,"Nally, Ralph Mac; Fleishman, Erica; Thomson, James R.; Dobkin, David S.",,"Nally, Ralph Mac (Monash University); Fleishman, Erica (University of California, Santa Barbara); Thomson, James R. (Monash University); Dobkin, David S. ()",27,3,,2.91,,https://app.dimensions.ai/details/publication/pub.1042589384,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
68,200,pub.1068052349,10.1577/1548-8446-33.10.502,,,"Climate Change, Ecosystem Impacts, and Management for Pacific Salmon",Fisheries,,,2008-10,2008,33,10,502-506,Closed,Article,"Schindler, Daniel E.; Augerot, Xan; Fleishman, Erica; Mantua, Nathan J.; Riddell, Brian; Ruckelshaus, Mary; Seeb, Jim; Webster, Michael",,"Schindler, Daniel E. (); Augerot, Xan (); Fleishman, Erica (); Mantua, Nathan J. (); Riddell, Brian (); Ruckelshaus, Mary (); Seeb, Jim (); Webster, Michael ()",59,8,,6.38,,https://app.dimensions.ai/details/publication/pub.1068052349,0704 Fisheries Sciences; 07 Agricultural and Veterinary Sciences,0704 Fisheries Sciences,07 Agricultural and Veterinary Sciences,,,
69,200,pub.1004259850,10.1111/j.1365-2699.2008.01928.x,,,Can remote sensing of land cover improve species distribution modelling?,Journal of Biogeography,,,2008-07,2008,35,7,1158-1159,All OA; Gold,Article,"Bradley, Bethany A.; Fleishman, Erica",,"Bradley, Bethany A. (Princeton University); Fleishman, Erica (University of California, Santa Barbara)",52,9,,,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2699.2008.01928.x,https://app.dimensions.ai/details/publication/pub.1004259850,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
70,100,pub.1042160681,10.1111/j.1365-2699.2007.01847.x,,,"Relationships between expanding pinyon–juniper cover and topography in the central Great Basin, Nevada",Journal of Biogeography,,,2008-05,2008,35,5,951-964,Closed,Article,"Bradley, Bethany A.; Fleishman, Erica",,"Bradley, Bethany A. (Princeton University); Fleishman, Erica (University of California, Santa Barbara)",34,4,,4.6,,https://app.dimensions.ai/details/publication/pub.1042160681,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
71,100,pub.1006266243,10.1674/0003-0031(2008)159[55:dnpsat]2.0.co;2,,,Do Non-native Plant Species Affect the Shape of Productivity-diversity Relationships,The American Midland Naturalist,,,2008,2008,159,1,55-66,Closed,Article,"DRAKE, JOHN M.; CLELAND, ELSA E.; HORNER-DEVINE, M. CLAIRE; FLEISHMAN, ERICA; BOWLES, CHRISTY; SMITH, MELINDA D.; CARNEY, KAREN; EMERY, SARAH; GRAMLING, JOEL; VANDERMAST, DAVID B.; GRACE, JAMES B.",,"DRAKE, JOHN M. (University of Notre Dame); CLELAND, ELSA E. (Stanford University); HORNER-DEVINE, M. CLAIRE (Stanford University); FLEISHMAN, ERICA (Stanford University); BOWLES, CHRISTY (University of California, Santa Barbara); SMITH, MELINDA D. (University of California, Santa Barbara); CARNEY, KAREN (Stanford University); EMERY, SARAH (Michigan State University); GRAMLING, JOEL (University of North Carolina System); VANDERMAST, DAVID B. (University of North Carolina System); GRACE, JAMES B. ()",4,1,,0.43,,https://app.dimensions.ai/details/publication/pub.1006266243,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
72,200,pub.1040673298,10.1890/0012-9658(2007)88[3212:raicut]2.0.co;2,,,Retrospection and Innovative Conservation under the Endangered Species Act,Ecology,,,2007-12,2007,88,12,3212-3213,Closed,Article,"Fleishman, Erica",,"Fleishman, Erica (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1040673298,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
73,100,pub.1019054683,10.1139/z07-093,,,Measuring the response of animals to contemporary drivers of fragmentationThis review is one of a series dealing with some aspects of the impact of habitat fragmentation on animals and plants. This series is one of several virtual symposia focussing on ecological topics that will be published in the Journal from time to time.,Canadian Journal of Zoology,,,2007-10,2007,85,10,1080-1090,Closed,Article,"Fleishman, Erica; Nally, Ralph Mac",,"Fleishman, Erica (University of California, Santa Barbara); Nally, Ralph Mac (Monash University)",19,1,,1.59,,https://app.dimensions.ai/details/publication/pub.1019054683,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
74,100,pub.1000643911,10.1016/j.landurbplan.2007.02.002,,,Applications of nestedness analyses to biodiversity conservation in developing landscapes,Landscape and Urban Planning,,,2007-07,2007,81,4,271-281,Closed,Article,"Fleishman, Erica; Donnelly, Roarke; Fay, John P.; Reeves, Rick","Donnelly, Roarke","Fleishman, Erica (Stanford University; University of California, Santa Barbara); Donnelly, Roarke (Oglethorpe University); Fay, John P. (Stanford University); Reeves, Rick (University of California, Santa Barbara)",20,5,,2.48,,https://app.dimensions.ai/details/publication/pub.1000643911,0501 Ecological Applications; 05 Environmental Sciences; 0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,0502 Environmental Science and Management,,
75,400,pub.1010665284,10.1111/j.1523-1739.2007.00687.x,17531053,,Predicting Bird Species Distributions in Reconstructed Landscapes,Conservation Biology,,"Animals; Biodiversity; Birds; Ecosystem; Forecasting; Geographic Information Systems; Models, Theoretical; Victoria",2007-06,2007,21,3,752-766,Closed,Article,"THOMSON, JAMES R.; NALLY, RALPH Mac; FLEISHMAN, ERICA; HORROCKS, GREG",,"THOMSON, JAMES R. (); NALLY, RALPH Mac (); FLEISHMAN, ERICA (Stanford University); HORROCKS, GREG ()",55,4,0.3,6.82,,https://app.dimensions.ai/details/publication/pub.1010665284,0501 Ecological Applications; 05 Environmental Sciences; 0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,0502 Environmental Science and Management,,
76,100,pub.1038806679,10.1016/j.biocon.2006.12.020,,,An empirical evaluation of the area and isolation paradigm of metapopulation dynamics,Biological Conservation,,,2007-05,2007,136,3,483-495,Closed,Article,"Pellet, Jérôme; Fleishman, Erica; Dobkin, David S.; Gander, Antoine; Murphy, Dennis D.","Pellet, Jérôme","Pellet, Jérôme (Stanford University); Fleishman, Erica (Stanford University); Dobkin, David S. (); Gander, Antoine (); Murphy, Dennis D. (University of Nevada Reno)",71,8,,8.08,,https://app.dimensions.ai/details/publication/pub.1038806679,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
77,100,pub.1017536026,10.1016/j.biocon.2006.09.022,,,Rethinking a rare-species conservation strategy in an urban landscape: The case of the valley elderberry longhorn beetle,Biological Conservation,,,2007-02,2007,135,1,21-32,Closed,Article,"Talley, Theresa Sinicrope; Fleishman, Erica; Holyoak, Marcel; Murphy, Dennis D.; Ballard, Adam","Talley, Theresa Sinicrope","Talley, Theresa Sinicrope (University of California, Davis); Fleishman, Erica (Stanford University); Holyoak, Marcel (University of California, Davis); Murphy, Dennis D. (University of Nevada Reno); Ballard, Adam ()",17,1,,1.66,,https://app.dimensions.ai/details/publication/pub.1017536026,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
78,100,pub.1020654248,10.1111/j.1365-2699.2006.01576.x,,,ORIGINAL ARTICLE: Comparison of predictor sets for species richness and the number of rare species of butterflies and birds,Journal of Biogeography,,,2007-01,2007,34,1,90-101,Closed,Article,"Thomson, James R.; Fleishman, Erica; Nally, Ralph Mac; Dobkin, David S.",,"Thomson, James R. (Monash University); Fleishman, Erica (Stanford University); Nally, Ralph Mac (Monash University); Dobkin, David S. ()",17,1,,1.94,,https://app.dimensions.ai/details/publication/pub.1020654248,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
79,100,pub.1051060233,10.1016/j.ecolind.2005.07.005,,,Utility and limitations of species richness metrics for conservation planning,Ecological Indicators,,,2006-08,2006,6,3,543-553,Closed,Article,"Fleishman, Erica; Noss, Reed F.; Noon, Barry R.","Fleishman, Erica","Fleishman, Erica (Stanford University); Noss, Reed F. (University of Central Florida); Noon, Barry R. (Colorado State University)",131,23,,12.64,,https://app.dimensions.ai/details/publication/pub.1051060233,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
80,100,pub.1023042042,10.1007/s10530-005-7564-9,,,Effects of Environmental Heterogeneity and Disturbance on the Native and Non-native Flora of Desert Springs,Biological Invasions,,,2006-07,2006,8,5,1091,Closed,Article,"Fleishman, Erica; Murphy, Dennis D.; Sada, Donald W.","Fleishman, Erica","Fleishman, Erica (Stanford University); Murphy, Dennis D. (University of Nevada Reno); Sada, Donald W. (Desert Research Institute)",11,1,,1.06,,https://app.dimensions.ai/details/publication/pub.1023042042,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
81,100,pub.1007720179,10.1111/j.1366-9516.2006.00240.x,,,"Patterns of spatial autocorrelation of assemblages of birds, floristics, physiognomy, and primary productivity in the central Great Basin, USA",Diversity and Distributions,,,2006-05,2006,12,3,236-243,Closed,Article,"Fleishman, Erica; Nally, Ralph Mac",,"Fleishman, Erica (Stanford University); Nally, Ralph Mac (Monash University)",24,7,,2.8,,https://app.dimensions.ai/details/publication/pub.1007720179,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
82,100,pub.1026466022,10.1111/j.1466-822x.2006.00170.x,,,Spatial and temporal variations in species occurrence rate affect the accuracy of occurrence models,Global Ecology and Biogeography,,,2006-01,2006,15,1,27-38,Closed,Article,"Bulluck, Lesley; Fleishman, Erica; Betrus, Chris; Blair, Rob",,"Bulluck, Lesley (Miami University); Fleishman, Erica (Stanford University); Betrus, Chris (Miami University); Blair, Rob (Miami University; University of Minnesota)",20,2,,2.33,,https://app.dimensions.ai/details/publication/pub.1026466022,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
83,100,pub.1043957464,10.1111/j.1523-1739.2005.00168.x,,,Using Indicator Species to Predict Species Richness of Multiple Taxonomic Groups,Conservation Biology,,,2005-08,2005,19,4,1125-1137,Closed,Article,"FLEISHMAN, ERICA; THOMSON, JAMES R.; NALLY, RALPH MAC; MURPHY, DENNIS D.; FAY, JOHN P.",,"FLEISHMAN, ERICA (Stanford University); THOMSON, JAMES R. (Monash University); NALLY, RALPH MAC (Monash University); MURPHY, DENNIS D. (University of Nevada Reno); FAY, JOHN P. (Stanford University)",71,7,,,,https://app.dimensions.ai/details/publication/pub.1043957464,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
84,100,pub.1028966582,10.1016/j.biocon.2005.02.013,,,Influence of the temporal resolution of data on the success of indicator species models of species richness across multiple taxonomic groups,Biological Conservation,,,2005-08,2005,124,4,503-518,Closed,Article,"Thomson, James R.; Fleishman, Erica; Nally, Ralph Mac; Dobkin, David S.","Fleishman, Erica","Thomson, James R. (Monash University); Fleishman, Erica (Stanford University); Nally, Ralph Mac (Monash University); Dobkin, David S. ()",15,1,,,,https://app.dimensions.ai/details/publication/pub.1028966582,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
