,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Jeff Dozier. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
73,100,pub.1083703679,10.1017/s0022143000035115,,,"Glacial regime of the highest Tien Shan mountain, Pobeda-Khan Tengry massif",Journal of Glaciology,,,1997,1997,43,145,503-512,"All OA; Green, Accepted & Submitted",Article,"Aizen, Vladimir B.; Aizen, Elena M.; Dozier, Jeff; Melack, John M.; Sexton, David D.; Nesterov, Victor N.",,"Aizen, Vladimir B. (); Aizen, Elena M. (); Dozier, Jeff (); Melack, John M. (); Sexton, David D. (); Nesterov, Victor N. ()",23,1,,,http://www.crseo.ucsb.edu/~aizen/papers/inilchek89.pdf,https://app.dimensions.ai/details/publication/pub.1083703679,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
74,100,pub.1061161465,10.1109/36.508406,,,A generalized split-window algorithm for retrieving land-surface temperature from space,IEEE Transactions on Geoscience and Remote Sensing,,,1996-07,1996,34,4,892-905,Closed,Article,"Wan, Zhengming; Dozier, J.",,"Wan, Zhengming (University of California, Santa Barbara); Dozier, J. (University of California, Santa Barbara)",921,203,,,,https://app.dimensions.ai/details/publication/pub.1061161465,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
75,100,pub.1041267293,10.1029/95wr02718,,,Automated Mapping of Montane Snow Cover at Subpixel Resolution from the Landsat Thematic Mapper,Water Resources Research,,,1996-01,1996,32,1,115-130,Closed,Article,"Rosenthal, Walter; Dozier, Jeff",,"Rosenthal, Walter (); Dozier, Jeff ()",184,26,,,,https://app.dimensions.ai/details/publication/pub.1041267293,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
76,100,pub.1095711231,10.1109/igarss.1996.516951,,,Estimation of snow surface albedo using Landsat Thematic Mapper,,IGARSS '96. 1996 International Geoscience and Remote Sensing Symposium,,1996,1996,4,,2249-2251 vol.4,Closed,Proceeding,"Shi, Jiancheng; Painter, T.H.; Dozier, J.",,"Shi, Jiancheng (University of California, Santa Barbara); Painter, T.H. (University of California, Santa Barbara); Dozier, J. (University of California, Santa Barbara)",2,0,,,,https://app.dimensions.ai/details/publication/pub.1095711231,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
77,100,pub.1093331358,10.1109/igarss.1996.516869,,,Estimation of snow water equivalence using SIR-C/X-SAR,,IGARSS '96. 1996 International Geoscience and Remote Sensing Symposium,,1996,1996,4,,2002-2004 vol.4,Closed,Proceeding,"Shi, Jiancheng; Dozier, J.",,"Shi, Jiancheng (University of California, Santa Barbara); Dozier, J. ()",5,0,,,,https://app.dimensions.ai/details/publication/pub.1093331358,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
78,200,pub.1050012722,10.1117/12.227196,,,Improving alpine region spectral mixture analysis estimates of snow-covered area,Proceedings of SPIE,"Remote Sensing for Agriculture, Forestry, and Natural Resources",,1995-11-24,1995,2585,,323-333,Closed,Proceeding,"Painter, Thomas H.; Roberts, Dar A.; Green, Robert O.; Dozier, Jeff",,"Painter, Thomas H. (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Green, Robert O. (University of California, Santa Barbara); Dozier, Jeff (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1050012722,,,,,,
79,100,pub.1061161293,10.1109/36.406676,,,Inferring snow wetness using C-band data from SIR-C's polarimetric synthetic aperture radar,IEEE Transactions on Geoscience and Remote Sensing,,,1995-07,1995,33,4,905-914,Closed,Article,"Shi, Jiancheng; Dozier, J.",,"Shi, Jiancheng (University of California, Santa Barbara); Dozier, J. ()",124,17,,,,https://app.dimensions.ai/details/publication/pub.1061161293,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
80,100,pub.1017244493,10.1175/1520-0477(1995)076<0923:olatws>2.0.co;2,,,On-line Access to Weather Satellite Imagery and Image Manipulation Software,Bulletin of the American Meteorological Society,,,1995-06,1995,76,6,923-932,All OA; Gold,Article,"Emery, W.; Kelley, T.; Dozier, J.; Rotar, P.",,"Emery, W. (); Kelley, T. (); Dozier, J. (); Rotar, P. ()",0,0,,,http://journals.ametsoc.org/doi/pdf/10.1175/1520-0477%281995%29076%3C0923%3AOLATWS%3E2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1017244493,0201 Astronomical and Space Sciences; 0406 Physical Geography and Environmental Geoscience; 02 Physical Sciences; 04 Earth Sciences; 0401 Atmospheric Sciences,0201 Astronomical and Space Sciences,0406 Physical Geography and Environmental Geoscience,02 Physical Sciences,04 Earth Sciences,0401 Atmospheric Sciences
81,100,pub.1095271661,10.1109/igarss.1995.521176,,,A viewing-angle dependent split-window method for retrieving land-surface temperatures from space,,"1995 International Geoscience and Remote Sensing Symposium, IGARSS '95. Quantitative Remote Sensing for Science and Applications",,1995,1995,2,,1177-1179 vol.2,Closed,Proceeding,"Wan, Z.; Dozier, J.",,"Wan, Z. (University of California, Santa Barbara); Dozier, J. (University of California, Santa Barbara)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1095271661,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
82,100,pub.1094075870,10.1109/pacrim.1995.519398,,,Online access to weather satellite imagery and image manipulation software,,"IEEE Pacific Rim Conference on Communications, Computers, and Signal Processing. Proceedings",,1995,1995,,,2-10,Closed,Proceeding,"Emery, W.; Kelley, T.; Dozier, J.; Rotar, P.",,"Emery, W. (University of Colorado Boulder); Kelley, T. (University of Colorado Boulder); Dozier, J. (); Rotar, P. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1094075870,08 Information and Computing Sciences; 09 Engineering; 0806 Information Systems; 0909 Geomatic Engineering; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,0909 Geomatic Engineering,0801 Artificial Intelligence and Image Processing
83,100,pub.1093683103,10.1109/igarss.1995.521815,,,SIR-C/X-SAR investigations of snow properties in alpine region,,"1995 International Geoscience and Remote Sensing Symposium, IGARSS '95. Quantitative Remote Sensing for Science and Applications",,1995,1995,2,,1582-1584 vol.2,Closed,Proceeding,"Shi, Jiancheng; Dozier, J.",,"Shi, Jiancheng (University of California, Santa Barbara); Dozier, J. (University of California, Santa Barbara)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1093683103,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
84,100,pub.1093664749,10.1109/cmpcon.1995.512425,,,The Redwood Project [distributed information system],COMPCON '96 Technologies for the Information Superhighway Digest of Papers,Digest of Papers. COMPCON'95. Technologies for the Information Superhighway,,1995,1995,,,478-481,Closed,Proceeding,"Pasquale, J.; Dozier, J.; Katz, R.H.",,"Pasquale, J. (University of California, San Diego); Dozier, J. (); Katz, R.H. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1093664749,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0803 Computer Software; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0803 Computer Software,0806 Information Systems,
85,100,pub.1093551397,10.1109/igarss.1995.521794,,,SIR-C/X-SAR mapping snow in alpine region,,"1995 International Geoscience and Remote Sensing Symposium, IGARSS '95. Quantitative Remote Sensing for Science and Applications",,1995,1995,2,,1508-1510 vol.2,Closed,Proceeding,"Shi, Jaincheng; Dozier, J.",,"Shi, Jaincheng (University of California, Santa Barbara); Dozier, J. (University of California, Santa Barbara)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1093551397,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
86,100,pub.1036224135,10.1016/0169-8095(94)90007-8,,,"Planned EOS observations of the land, ocean and atmosphere",Atmospheric Research,,,1994-04,1994,31,4,329-357,Closed,Article,"Dozier, Jeff",,"Dozier, Jeff (University of California, Santa Barbara)",3,0,,,,https://app.dimensions.ai/details/publication/pub.1036224135,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
87,100,pub.1039933378,10.1016/0273-1177(94)90196-1,,,Development of practical multiband algorithms for estimating land-surface temperature from EOS/MODIS data,Advances in Space Research,,,1994-03,1994,14,3,81-90,Closed,Article,"Dozier, J.; Wan, Z.",,"Dozier, J. (University of California, Santa Barbara); Wan, Z. (University of California, Santa Barbara)",10,0,,,,https://app.dimensions.ai/details/publication/pub.1039933378,09 Engineering; 0901 Aerospace Engineering; 0201 Astronomical and Space Sciences; 0913 Mechanical Engineering; 02 Physical Sciences,09 Engineering,0901 Aerospace Engineering,0201 Astronomical and Space Sciences,0913 Mechanical Engineering,02 Physical Sciences
88,100,pub.1039499503,10.1016/0273-1177(94)90197-x,,,Spectral emissivity measurements of land-surface materials and related radiative transfer simulations,Advances in Space Research,,,1994-03,1994,14,3,91-94,Closed,Article,"Wan, Z.; Ng, D.; Dozier, J.",,"Wan, Z. (University of California, Santa Barbara); Ng, D. (Glenn Research Center); Dozier, J. (University of California, Santa Barbara)",27,11,,,,https://app.dimensions.ai/details/publication/pub.1039499503,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
89,100,pub.1094997792,10.1109/igarss.1994.399612,,,Active microwave measurements of snow cover progress in polarimetric SAR,,Proceedings of IGARSS '94 - 1994 IEEE International Geoscience and Remote Sensing Symposium,,1994,1994,4,,1922-1924 vol.4,Closed,Proceeding,"Shi, Jiancheng; Dozier, J.; Rott, H.",,"Shi, Jiancheng (University of California, Santa Barbara); Dozier, J. (University of California, Santa Barbara); Rott, H. (University of California, Santa Barbara)",3,0,,,,https://app.dimensions.ai/details/publication/pub.1094997792,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
90,100,pub.1094445138,10.1109/mass.1994.373028,,,Sequoia 2000: a next-generation information system for the study of global change,,Proceedings Thirteenth IEEE Symposium on Mass Storage Systems. Toward Distributed Storage and Data Management Systems,,1994,1994,,,47-53,Closed,Proceeding,"Dozier, J.; Stonebraker, M.; Frew, J.",,"Dozier, J. (University of California, Santa Barbara); Stonebraker, M. (); Frew, J. ()",4,1,,,,https://app.dimensions.ai/details/publication/pub.1094445138,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
91,100,pub.1094059265,10.1109/igarss.1994.399611,,,Measurement and modeling of the bidirectional reflectance of snow,,Proceedings of IGARSS '94 - 1994 IEEE International Geoscience and Remote Sensing Symposium,,1994,1994,4,,1919-1921 vol.4,Closed,Proceeding,"Nolin, A.W.; Steffen, K.; Dozier, J.",,"Nolin, A.W. (University of Colorado Boulder); Steffen, K. (University of Colorado Boulder); Dozier, J. ()",4,0,,,,https://app.dimensions.ai/details/publication/pub.1094059265,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
92,100,pub.1093293929,10.1109/igarss.1994.399658,,,Estimating snow particle size using TM band-4,,Proceedings of IGARSS '94 - 1994 IEEE International Geoscience and Remote Sensing Symposium,,1994,1994,4,,2078-2080 vol.4,Closed,Proceeding,"Shi, Jiancheng; Dozier, J.",,"Shi, Jiancheng (University of California, Santa Barbara); Dozier, J. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1093293929,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
93,100,pub.1061160980,10.1109/36.285197,,,Snow mapping in alpine regions with synthetic aperture radar,IEEE Transactions on Geoscience and Remote Sensing,,,1994,1994,32,1,152-158,Closed,Article,"Shi, Jiancheng; Dozier, J.; Rott, H.",,"Shi, Jiancheng (University of California, Santa Barbara); Dozier, J. (); Rott, H. ()",95,8,,,,https://app.dimensions.ai/details/publication/pub.1061160980,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
94,200,pub.1050297631,10.1117/12.157069,,,Inversion technique for quantitative determination of snow grain size with imaging spectrometry,Proceedings of SPIE,Imaging Spectrometry of the Terrestrial Environment,,1993-09-23,1993,1937,,55-63,Closed,Proceeding,"Nolin, Anne W.; Dozier, Jeff",,"Nolin, Anne W. (University of California, Santa Barbara); Dozier, Jeff (University of California, Santa Barbara)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1050297631,,,,,,
95,100,pub.1026259687,10.1016/0034-4257(93)90018-s,,,Estimating snow grain size using AVIRIS data,Remote Sensing of Environment,,,1993-05,1993,44,2-3,231-238,Closed,Article,"Nolin, Anne W.; Dozier, Jeff","Nolin, Anne W.","Nolin, Anne W. (University of California, Santa Barbara); Dozier, Jeff (University of California, Santa Barbara)",105,11,,,,https://app.dimensions.ai/details/publication/pub.1026259687,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
96,200,pub.1086331232,10.1109/comeas.1993.700230,,,Snow Properties Derived From TM And SAR Measurements,,"Proceedings of IEEE Topical Symposium on Combined Optical, Microwave, Earth and Atmosphere Sensing",,1993,1993,,,240-243,Closed,Proceeding,"Shi, Jiancheng; Dozier, J.; Rosenthal, W.",,"Shi, Jiancheng (University of California System); Dozier, J. (); Rosenthal, W. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1086331232,,,,,,
97,200,pub.1086311716,10.1109/comeas.1993.700179,,,Characterization Of Snow Grain Size In The Near-infrared And Microwave Wavelengths,,"Proceedings of IEEE Topical Symposium on Combined Optical, Microwave, Earth and Atmosphere Sensing",,1993,1993,,,51-54,Closed,Proceeding,"Nolin, A.W.; Shi, Jiancheng; Dozier, J.",,"Nolin, A.W. (University of California System); Shi, Jiancheng (); Dozier, J. ()",5,0,,,,https://app.dimensions.ai/details/publication/pub.1086311716,,,,,,
98,100,pub.1091949811,10.3189/s026030550001274x,,,Towards predicting temporal changes of the spectral signature of snow in visible and near-infrared wavelengths,Annals of Glaciology,,,1993,1993,17,,143-148,All OA; Gold,Article,"Davis, Robert E.; Nolin, Anne W.; Jordan, Rachel; Dozier, Jeff",,"Davis, Robert E. (); Nolin, Anne W. (); Jordan, Rachel (); Dozier, Jeff ()",1,0,,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/D007781644A128BF54BD1C683D466A16/S026030550001274Xa.pdf/div-class-title-towards-predicting-temporal-changes-of-the-spectral-signature-of-snow-in-visible-and-near-infrared-wavelengths-div.pdf,https://app.dimensions.ai/details/publication/pub.1091949811,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics; 0401 Atmospheric Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics,0401 Atmospheric Sciences,
99,100,pub.1091949807,10.3189/s0260305500012702,,,Mapping alpine snow using a spectral mixture modeling technique,Annals of Glaciology,,,1993,1993,17,,121-124,All OA; Gold,Article,"Nolin, Anne W.; Dozier, Jeff; Mertes, Leal A. K.",,"Nolin, Anne W. (); Dozier, Jeff (); Mertes, Leal A. K. ()",5,0,,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/7123464814C5E55E8FF8882404426BAC/S0260305500012702a.pdf/div-class-title-mapping-alpine-snow-using-a-spectral-mixture-modeling-technique-div.pdf,https://app.dimensions.ai/details/publication/pub.1091949807,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics; 0401 Atmospheric Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics,0401 Atmospheric Sciences,
100,100,pub.1086344869,10.1109/igarss.1993.322644,,,Modeling and observation of polarimetric SAR response to dry snow,,Proceedings of IGARSS '93 - IEEE International Geoscience and Remote Sensing Symposium,,1993,1993,,,1042-1045 vol.3,Closed,Proceeding,"Shi, Jiancheng; Dozier, J.; Rott, H.",,"Shi, Jiancheng (University of California, Santa Barbara); Dozier, J. (University of California, Santa Barbara); Rott, H. (University of California, Santa Barbara)",7,0,,,,https://app.dimensions.ai/details/publication/pub.1086344869,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
101,100,pub.1086333238,10.1109/igarss.1993.322643,,,Deriving snow liquid water content using C-band polarimetric SAR,,Proceedings of IGARSS '93 - IEEE International Geoscience and Remote Sensing Symposium,,1993,1993,,,1038-1041 vol.3,Closed,Proceeding,"Shi, Jiancheng; Dozier, J.; Rott, H.",,"Shi, Jiancheng (University of California, Santa Barbara); Dozier, J. (University of California, Santa Barbara); Rott, H. (University of California, Santa Barbara)",17,3,,,,https://app.dimensions.ai/details/publication/pub.1086333238,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
102,100,pub.1083771525,10.1017/s026030550001274x,,,Towards predicting temporal changes of the spectral signature of snow in visible and near-infrared wavelengths,Annals of Glaciology,,,1993,1993,17,,143-148,All OA; Gold,Article,"Davis, Robert E.; Nolin, Anne W.; Jordan, Rachel; Dozier, Jeff",,"Davis, Robert E. (); Nolin, Anne W. (); Jordan, Rachel (); Dozier, Jeff ()",13,0,,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/D007781644A128BF54BD1C683D466A16/S026030550001274Xa.pdf/div-class-title-towards-predicting-temporal-changes-of-the-spectral-signature-of-snow-in-visible-and-near-infrared-wavelengths-div.pdf,https://app.dimensions.ai/details/publication/pub.1083771525,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics; 0401 Atmospheric Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics,0401 Atmospheric Sciences,
103,100,pub.1083771521,10.1017/s0260305500012702,,,Mapping alpine snow using a spectral mixture modeling technique,Annals of Glaciology,,,1993,1993,17,,121-124,All OA; Gold,Article,"Nolin, Anne W.; Dozier, Jeff; Mertes, Leal A. K.",,"Nolin, Anne W. (); Dozier, Jeff (); Mertes, Leal A. K. ()",31,5,,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/7123464814C5E55E8FF8882404426BAC/S0260305500012702a.pdf/div-class-title-mapping-alpine-snow-using-a-spectral-mixture-modeling-technique-div.pdf,https://app.dimensions.ai/details/publication/pub.1083771521,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics; 0401 Atmospheric Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics,0401 Atmospheric Sciences,
104,100,pub.1026146566,10.1007/3-540-56869-7_22,,,The SEQUOIA 2000 project,Lecture Notes in Computer Science,Advances in Spatial Databases,,1993,1993,692,,397-412,Closed,Chapter,"Stonebraker, Michael; Frew, James; Dozier, Jeff",,"Stonebraker, Michael (University of California, Berkeley); Frew, James (University of California, Berkeley); Dozier, Jeff (University of California, Santa Barbara)",16,0,,,,https://app.dimensions.ai/details/publication/pub.1026146566,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
105,100,pub.1042897137,10.1029/92wr01482,,,Climate and energy exchange at the snow surface in the Alpine Region of the Sierra Nevada: 1. Meteorological measurements and monitoring,Water Resources Research,,,1992-11,1992,28,11,3029-3042,Closed,Article,"Marks, Danny; Dozier, Jeff; Davis, Robert E.",,"Marks, Danny (); Dozier, Jeff (); Davis, Robert E. ()",68,4,,,,https://app.dimensions.ai/details/publication/pub.1042897137,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
106,100,pub.1040093143,10.1029/92wr01483,,,Climate and energy exchange at the snow surface in the Alpine Region of the Sierra Nevada: 2. Snow cover energy balance,Water Resources Research,,,1992-11,1992,28,11,3043-3054,Closed,Article,"Marks, Danny; Dozier, Jeff",,"Marks, Danny (); Dozier, Jeff ()",228,25,,,,https://app.dimensions.ai/details/publication/pub.1040093143,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
107,200,pub.1086361805,10.1109/igarss.1992.578403,,,Effects of Temperature-Dependent Molecular Absorption Coefficients on the Thermal Infrared Remote Sensing of the Earth Surface,,[Proceedings] IGARSS '92 International Geoscience and Remote Sensing Symposium,,1992,1992,2,,1242-1245,Closed,Proceeding,"Wan, Zhengming; Dozier, J.",,"Wan, Zhengming (); Dozier, J. ()",5,0,,,,https://app.dimensions.ai/details/publication/pub.1086361805,,,,,,
108,200,pub.1086351957,10.1109/igarss.1992.578299,,,Radar Backscattering Response to Wet Snow,,[Proceedings] IGARSS '92 International Geoscience and Remote Sensing Symposium,,1992,1992,2,,927-929,Closed,Proceeding,"Shi, Jiancheng; Dozier, J.",,"Shi, Jiancheng (University of California, Santa Barbara); Dozier, J. ()",12,2,,,,https://app.dimensions.ai/details/publication/pub.1086351957,,,,,,
109,200,pub.1086305856,10.1109/igarss.1992.578664,,,Polarimetric and Multifrequency Sar Signatures of Wet Snow,,[Proceedings] IGARSS '92 International Geoscience and Remote Sensing Symposium,,1992,1992,2,,1658-1660,Closed,Proceeding,"Rott, H.; Davis, R.E.; Dozier, J.",,"Rott, H. (); Davis, R.E. (); Dozier, J. ()",11,2,,,,https://app.dimensions.ai/details/publication/pub.1086305856,,,,,,
110,200,pub.1004321745,10.1145/130283.277952,,,Keynote address: access to data in NASA's Earth observing system,ACM SIGMOD Record,Proceedings of the 1992 ACM SIGMOD international conference on Management of data  - SIGMOD '92,,1992,1992,21,2,1,Closed,Proceeding,"Dozier, Jeff",,"Dozier, Jeff (University of California, Santa Barbara)",7,0,,,,https://app.dimensions.ai/details/publication/pub.1004321745,,,,,,
111,100,pub.1046504257,10.1029/92jd01345,,,Covariance of biophysical data with digital topographic and land use maps over the FIFE site,Journal of Geophysical Research,,,1992,1992,97,D17,19009-19021,"All OA; Green, Accepted & Submitted",Article,"Davis, F. W.; Schimel, D. S.; Friedl, M. A.; Michaelsen, J. C.; Kittel, T. G. F.; Dubayah, R.; Dozier, J.",,"Davis, F. W. (); Schimel, D. S. (); Friedl, M. A. (); Michaelsen, J. C. (); Kittel, T. G. F. (); Dubayah, R. (); Dozier, J. ()",31,0,,,http://www2.bren.ucsb.edu/%7Edozier/Pubs/DavisJGR1992_FIFE.pdf,https://app.dimensions.ai/details/publication/pub.1046504257,09 Engineering; 0909 Geomatic Engineering; 05 Environmental Sciences; 0502 Environmental Science and Management,09 Engineering,0909 Geomatic Engineering,05 Environmental Sciences,0502 Environmental Science and Management,
112,100,pub.1011345157,10.1029/91eo00032,,,Hydrology and hydrochemistry of Alpine basins,Eos,,,1992,1992,73,3,33-33,Closed,Article,"Dozier, Jeff; Williams, Mark",,"Dozier, Jeff (Goddard Space Flight Center); Williams, Mark (University of Colorado Boulder)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1011345157,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
113,100,pub.1001228320,10.1029/92rg01440,,,Opportunities to improve hydrologic data,Reviews of Geophysics,,,1992,1992,30,4,315-331,"All OA; Green, Published",Article,"Dozier, Jeff",,"Dozier, Jeff ()",38,3,,,http://fiesta.bren.ucsb.edu/~dozier/Pubs/DozierROG1992.pdf,https://app.dimensions.ai/details/publication/pub.1001228320,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
114,200,pub.1005197069,10.1117/12.46654,,,Earth Observing System,Proceedings of SPIE,Remote Sensing of Atmospheric Chemistry,,1991-09-01,1991,1491,,117-124,Closed,Proceeding,"Wilson, W. Stanley; Dozier, Jeff",,"Wilson, W. Stanley (National Aeronautics and Space Administration); Dozier, Jeff (Goddard Space Flight Center)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1005197069,,,,,,
115,100,pub.1002994763,10.1029/91wr00506,,,Snow accumulation and distribution in an Alpine Watershed,Water Resources Research,,,1991-07,1991,27,7,1541-1552,Closed,Article,"Elder, Kelly; Dozier, Jeff; Michaelsen, Joel",,"Elder, Kelly (); Dozier, Jeff (); Michaelsen, Joel ()",224,27,,,,https://app.dimensions.ai/details/publication/pub.1002994763,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
116,200,pub.1086323960,10.1109/igarss.1991.575506,,,Snow And Glacier Mapping In Alpine Regions With Polarimetric Sar,,[Proceedings] IGARSS'91 Remote Sensing: Global Monitoring for Earth Management,,1991,1991,4,,2311-2314,Closed,Proceeding,"Shi, Jiancheng; Dozier, J.; Rott, H.; Davis, R.E.",,"Shi, Jiancheng (University of California, Santa Barbara); Dozier, J. (); Rott, H. (); Davis, R.E. ()",6,0,,,,https://app.dimensions.ai/details/publication/pub.1086323960,,,,,,
117,100,pub.1086332974,10.1109/dcc.1991.213295,,,Overview of the EOS Data and Information System,,[1991] Proceedings. Data Compression Conference,,1991,1991,,,472,Closed,Proceeding,"Dozier, J.",,"Dozier, J. (Goddard Space Flight Center)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1086332974,08 Information and Computing Sciences; 0806 Information Systems; 0803 Computer Software,08 Information and Computing Sciences,0806 Information Systems,0803 Computer Software,,
118,100,pub.1033675559,10.1007/978-3-642-75112-7_21,,,Chemical Processes in Snow—Where Should We Go?,,Seasonal Snowpacks,,1991,1991,,,457-460,Closed,Chapter,"Dozier, Jeff; Gjessing, Yngvar T.; Johannes, Arland J.; Morris, Elizabeth M.",,"Dozier, Jeff (University of California, Santa Barbara); Gjessing, Yngvar T. (University of Bergen); Johannes, Arland J. (Oklahoma State University); Morris, Elizabeth M. (British Antarctic Survey)",2,0,,,,https://app.dimensions.ai/details/publication/pub.1033675559,,,,,,
119,100,pub.1033668604,10.1029/90eo00367,,,The restructured Earth observing system: Instrument recommendations,Eos,,,1991,1991,72,46,505-510,Closed,Article,"Moore, B.; Dozier, J.; Abbott, M. R.; Butler, D. M.; Schimel, D. S.; Schoeberl, M. R.",,"Moore, B. (University of New Hampshire); Dozier, J. (Goddard Space Flight Center); Abbott, M. R. (Oregon State University); Butler, D. M. (National Aeronautics and Space Administration); Schimel, D. S. (University Corporation for Atmospheric Research); Schoeberl, M. R. (Goddard Space Flight Center)",5,0,,,,https://app.dimensions.ai/details/publication/pub.1033668604,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
120,100,pub.1030757613,10.1029/90eo00072,,,NASA Selects first EOS payload,Eos,,,1991,1991,72,9,97-104,Closed,Article,"Wilson, Stan; Dozier, Jeff",,"Wilson, Stan (National Aeronautics and Space Administration); Dozier, Jeff (Goddard Space Flight Center)",5,0,,,,https://app.dimensions.ai/details/publication/pub.1030757613,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
