,"""About the data: Exported on Oct 31, 2019. Criteria: Researcher is Tommy D Dickey. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
71,100,pub.1053306302,10.1038/28367,,,Influence of mesoscale eddies on new production in the Sargasso Sea,Nature,,,1998-07,1998,394,6690,263-266,Closed,Article,"McGillicuddy, D. J.; Robinson, A. R.; Siegel, D. A.; Jannasch, H. W.; Johnson, R.; Dickey, T. D.; McNeil, J.; Michaels, A. F.; Knap, A. H.","McGillicuddy, D. J.","McGillicuddy, D. J. (Woods Hole Oceanographic Institution); Robinson, A. R. (Harvard University); Siegel, D. A. (); Jannasch, H. W. (); Johnson, R. (Bermuda Institute of Ocean Sciences); Dickey, T. D. (University of California, Santa Barbara); McNeil, J. (University of California, Santa Barbara); Michaels, A. F. (University of Southern California); Knap, A. H. (Bermuda Institute of Ocean Sciences)",601,75,,,,https://app.dimensions.ai/details/publication/pub.1053306302,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
72,100,pub.1038665533,10.1175/1520-0493(1998)126<1195:uotrth>2.0.co;2,,,Upper-Ocean Temperature Response to Hurricane Felix as Measured by the Bermuda Testbed Mooring,Monthly Weather Review,,,1998-05,1998,126,5,1195-1201,Closed,Article,"Dickey, Tommy; Frye, Dan; McNeil, Joe; Manov, Derek; Nelson, Norm; Sigurdson, David; Jannasch, Hans; Siegel, David; Michaels, Tony; Johnson, Rod",,"Dickey, Tommy (); Frye, Dan (); McNeil, Joe (); Manov, Derek (); Nelson, Norm (); Sigurdson, David (); Jannasch, Hans (); Siegel, David (); Michaels, Tony (); Johnson, Rod ()",85,10,,,,https://app.dimensions.ai/details/publication/pub.1038665533,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
73,100,pub.1001832867,10.1016/s0967-0637(97)00096-4,,,Initial results from the Bermuda Testbed Mooring program,Deep Sea Research Part I Oceanographic Research Papers,,,1998-04,1998,45,4-5,771-794,Closed,Article,"Dickey, T.; Frye, D.; Jannasch, H.; Boyle, E.; Manov, D.; Sigurdson, D.; McNeil, J.; Stramska, M.; Michaels, A.; Nelson, N.; Siegel, D.; Chang, G.; Wu, J.; Knap, A.","Dickey, T.","Dickey, T. (University of California, Santa Barbara); Frye, D. (Woods Hole Oceanographic Institution); Jannasch, H. (Monterey Bay Aquarium Research Institute); Boyle, E. (Massachusetts Institute of Technology); Manov, D. (University of California, Santa Barbara); Sigurdson, D. (University of California, Santa Barbara); McNeil, J. (University of California, Santa Barbara); Stramska, M. (University of Southern California); Michaels, A. (Bermuda Institute of Ocean Sciences); Nelson, N. (Bermuda Institute of Ocean Sciences); Siegel, D. (University of California, Santa Barbara); Chang, G. (University of California, Santa Barbara); Wu, J. (Massachusetts Institute of Technology); Knap, A. (Bermuda Institute of Ocean Sciences)",73,2,,,,https://app.dimensions.ai/details/publication/pub.1001832867,04 Earth Sciences; 0403 Geology; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0405 Oceanography,0402 Geochemistry,
74,100,pub.1091746616,10.21236/ada628495,,,Moored Time Series Measurements of the Vertical Structure of Optical Properties in the Coastal Ocean,,,,1997-09,1997,,,,Closed,Article,"Dickey, Tommy D",,"Dickey, Tommy D ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1091746616,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
75,100,pub.1050455096,10.1016/s0967-0645(97)00080-5,,,"Longwaves and primary productivity variations in the equatorial pacific at 0°, 140dgW",Deep Sea Research Part II Topical Studies in Oceanography,,,1997-01,1997,44,9-10,1801-1826,Closed,Article,"Foley, D.G.; Dickey, T.D.; Mcphaden, M.J.; Bidigare, R.R.; Lewis, M.R.; Barber, R.T.; Lindley, S.T.; Garside, C.; Manovt, D.V.; Mcneil, J.D.",,"Foley, D.G. (University of Hawaii at Manoa); Dickey, T.D. (University of California, Santa Barbara); Mcphaden, M.J. (Pacific Marine Environmental Laboratory); Bidigare, R.R. (University of Hawaii at Manoa); Lewis, M.R. (); Barber, R.T. (Duke University); Lindley, S.T. (); Garside, C. (Bigelow Laboratory For Ocean Sciences); Manovt, D.V. (University of California, Santa Barbara; Pacific Marine Environmental Laboratory; University of Hawaii at Manoa; Duke University; Bigelow Laboratory For Ocean Sciences); Mcneil, J.D. (University of California, Santa Barbara)",62,3,,,,https://app.dimensions.ai/details/publication/pub.1050455096,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
76,200,pub.1096969542,10.1575/1912/383,,,Arabian Sea mixed layer dynamics experiment data report,,,,1997,1997,,,,All OA; Gold,Monograph,"Baumgartner, Mark F.; Brink, Nancy J.; Ostrom, William M.; Trask, Richard P.; Weller, Robert A.; Dickey, Tommy D.; Marra, John",,"Baumgartner, Mark F. (); Brink, Nancy J. (); Ostrom, William M. (); Trask, Richard P. (); Weller, Robert A. (); Dickey, Tommy D. (); Marra, John ()",4,0,,,http://darchive.mblwhoilibrary.org/bitstream/1912/383/1/WHOI-97-08.pdf,https://app.dimensions.ai/details/publication/pub.1096969542,,,,,,
77,100,pub.1019476446,10.1029/97eo00073,,,"Moored instruments weather Arabian Sea monsoons, yield data",Eos,,,1997,1997,78,11,117-121,All OA; Gold,Article,"Rudnick, Daniel L.; Weller, Robert A.; Eriksen, Charles C.; Dickey, Tommy D.; Marra, John; Langdon, Christopher",,"Rudnick, Daniel L. (); Weller, Robert A. (); Eriksen, Charles C. (); Dickey, Tommy D. (); Marra, John (); Langdon, Christopher ()",21,0,,,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/97EO00073,https://app.dimensions.ai/details/publication/pub.1019476446,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
78,100,pub.1042761751,10.1016/0967-0645(95)00025-l,,,Zooplankton variability on the equator at 140°W during the JGOFS EqPac study,Deep Sea Research Part II Topical Studies in Oceanography,,,1995-01,1995,42,2-3,673-693,Closed,Article,"Roman, Michael R.; Dam, Hans G.; Gauzens, Anne L.; Urban-Rich, Juanita; Foley, David G.; Dickey, Tommy D.",,"Roman, Michael R. (University of Maryland Center For Environmental Sciences); Dam, Hans G. (University of Connecticut); Gauzens, Anne L. (University of Maryland Center For Environmental Sciences); Urban-Rich, Juanita (University of Maryland Center For Environmental Sciences); Foley, David G. (University of Southern California); Dickey, Tommy D. (University of Southern California)",77,4,,,,https://app.dimensions.ai/details/publication/pub.1042761751,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
79,100,pub.1001808974,10.1029/94jc03203,,,Vertical structure of the upper ocean during the Marine Light‐Mixed Layers experiment,Journal of Geophysical Research,,,1995,1995,100,C4,6605-6619,Closed,Article,"Plueddemann, Albert J.; Weller, Robert A.; Stramska, Malgorzata; Dickey, Tommy D.; Marra, John",,"Plueddemann, Albert J. (); Weller, Robert A. (); Stramska, Malgorzata (); Dickey, Tommy D. (); Marra, John ()",34,2,,,,https://app.dimensions.ai/details/publication/pub.1001808974,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
80,100,pub.1016212318,10.1175/1520-0426(1994)011<1057:dolhfa>2.0.co;2,,,Determination of Longwave Heat Flux at the Air-Sea Interface Using Measurements from Buoy Platforms,Journal of Atmospheric and Oceanic Technology,,,1994-08,1994,11,4,1057-1078,All OA; Gold,Article,"Dickey, T. D.; Manov, D. V.; Weller, R. A.; Siegel, D. A.",,"Dickey, T. D. (); Manov, D. V. (); Weller, R. A. (); Siegel, D. A. ()",20,2,,,http://journals.ametsoc.org/doi/pdf/10.1175/1520-0426%281994%29011%3C1057%3ADOLHFA%3E2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1016212318,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
81,100,pub.1052291984,10.1029/93jc03378,,,Modeling phytoplankton dynamics in the northeast Atlantic during the initiation of the spring bloom,Journal of Geophysical Research,,,1994,1994,99,C5,10241-10253,Closed,Article,"Stramska, Malgorzata; Dickey, Tommy D.",,"Stramska, Malgorzata (); Dickey, Tommy D. ()",19,1,,,,https://app.dimensions.ai/details/publication/pub.1052291984,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
82,100,pub.1030340461,10.1029/94jc01221,,,Bio‐optical and physical variability in the subarctic North Atlantic Ocean during the spring of 1989,Journal of Geophysical Research,,,1994,1994,99,C11,22541-22556,Closed,Article,"Dickey, T.; Marra, J.; Stramska, M.; Langdon, C.; Granata, T.; Plueddemann, A.; Weller, R.; Yoder, J.",,"Dickey, T. (); Marra, J. (); Stramska, M. (); Langdon, C. (); Granata, T. (); Plueddemann, A. (); Weller, R. (); Yoder, J. ()",25,1,,,,https://app.dimensions.ai/details/publication/pub.1030340461,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
83,100,pub.1050374002,10.1357/0022240933223918,,,Phytoplankton bloom and the vertical thermal structure of the upper ocean,Journal of Marine Research,,,1993-11-01,1993,51,4,819-842,Closed,Article,"Stramska, Malgorzata; Dickey, Tommy D.",,"Stramska, Malgorzata (); Dickey, Tommy D. ()",42,3,,,,https://app.dimensions.ai/details/publication/pub.1050374002,04 Earth Sciences; 0404 Geophysics; 0405 Oceanography,04 Earth Sciences,0404 Geophysics,0405 Oceanography,,
84,100,pub.1040106346,10.1175/1520-0426(1993)010<0637:aeitwc>2.0.co;2,,,An Experiment in Two-Way Communication with a Multivariable Moored System in Coastal Waters,Journal of Atmospheric and Oceanic Technology,,,1993-08,1993,10,4,637-644,All OA; Gold,Article,"Dickey, T. D.; Douglass, R. H.; Manov, D.; Bogucki, D.; Walker, P. C.; Petrelis, P.",,"Dickey, T. D. (); Douglass, R. H. (); Manov, D. (); Bogucki, D. (); Walker, P. C. (); Petrelis, P. ()",13,0,,,http://journals.ametsoc.org/doi/pdf/10.1175/1520-0426%281993%29010%3C0637%3AAEITWC%3E2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1040106346,0911 Maritime Engineering; 09 Engineering; 0405 Oceanography; 04 Earth Sciences; 0401 Atmospheric Sciences,0911 Maritime Engineering,09 Engineering,0405 Oceanography,04 Earth Sciences,0401 Atmospheric Sciences
85,100,pub.1041960159,10.1029/92jc01830,,,Seasonal variability of bio‐optical and physical properties in the Sargasso Sea,Journal of Geophysical Research,,,1993-01-15,1993,98,C1,865-898,Closed,Article,"Dickey, T.; Granata, T.; Marra, J.; Langdon, C.; Wiggert, J.; Chai‐Jochner, Z.; Hamilton, M.; Vazquez, J.; Stramska, M.; Bidigare, R.; Siegel, D.",,"Dickey, T. (); Granata, T. (); Marra, J. (); Langdon, C. (); Wiggert, J. (); Chai‐Jochner, Z. (); Hamilton, M. (); Vazquez, J. (); Stramska, M. (); Bidigare, R. (); Siegel, D. ()",51,2,,,,https://app.dimensions.ai/details/publication/pub.1041960159,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
86,200,pub.1042450054,10.1029/93jc02065,,,Correction to “Estimation of seasonal primary production from moored optical sensors in the Sargasso Sea” by John Marra et al.,Journal of Geophysical Research,,,1993,1993,98,C9,16589-16589,All OA; Gold,Article,"Marra, John; Dickey, T.; Chamberlin, W. S.; Ho, C.; Granata, T.; Kiefer, D. A.; Langdon, C.; Smith, R.; Baker, K.; Bidigare, R.; Hamilton, M.",,"Marra, John (); Dickey, T. (); Chamberlin, W. S. (); Ho, C. (); Granata, T. (); Kiefer, D. A. (); Langdon, C. (); Smith, R. (); Baker, K. (); Bidigare, R. (); Hamilton, M. ()",0,0,,,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/93JC02065,https://app.dimensions.ai/details/publication/pub.1042450054,,,,,,
87,100,pub.1049391553,10.1029/92jc01570,,,Variability of bio‐optical properties of the upper ocean associated with diel cycles in phytoplankton population,Journal of Geophysical Research,,,1992-11-15,1992,97,C11,17873-17887,Closed,Article,"Stramska, Malgorzata; Dickey, Tommy D.",,"Stramska, Malgorzata (); Dickey, Tommy D. ()",44,3,,,,https://app.dimensions.ai/details/publication/pub.1049391553,02 Physical Sciences; 04 Earth Sciences; 0299 Other Physical Sciences; 0405 Oceanography,02 Physical Sciences,04 Earth Sciences,0299 Other Physical Sciences,0405 Oceanography,
88,200,pub.1057589958,10.1061/(asce)0733-9429(1992)118:1(38),,,"Mixing, Dispersion, and Resuspension in Vicinity of Ocean Wastewater Plume",Journal of Hydraulic Engineering,,,1992-01,1992,118,1,38-58,Closed,Article,"Washburn, Libe; Jones, Burton H.; Bratkovich, Alan; Dickey, T. D.; Chen, Ming‐Sue",,"Washburn, Libe (); Jones, Burton H. (); Bratkovich, Alan (); Dickey, T. D. (); Chen, Ming‐Sue ()",43,2,,,,https://app.dimensions.ai/details/publication/pub.1057589958,0905 Civil Engineering; 09 Engineering,0905 Civil Engineering,09 Engineering,,,
89,100,pub.1030265170,10.1029/91jc03001,,,Short‐term variations of the bio‐optical properties of the ocean in response to cloud‐induced irradiance fluctuations,Journal of Geophysical Research,,,1992,1992,97,C4,5713-5721,Closed,Article,"Stramska, Malgorzata; Dickey, Tommy D.",,"Stramska, Malgorzata (); Dickey, Tommy D. ()",11,2,,,,https://app.dimensions.ai/details/publication/pub.1030265170,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
90,100,pub.1028055458,10.1007/978-1-4899-0762-2_72,,,Physical/Bio-Optical Interactions and Productivity Estimates from Oceanic Time Series,,Primary Productivity and Biogeochemical Cycles in the Sea,,1992,1992,,,531-531,Closed,Chapter,"Wiggert, J.; Dickey, T.; Hamilton, M.; Granata, T.; Marra, J.; Langdon, C.; Siegel, D.; Washburn, L.",,"Wiggert, J. (University of Southern California); Dickey, T. (University of Southern California); Hamilton, M. (University of Southern California); Granata, T. (); Marra, J. (Columbia University); Langdon, C. (Columbia University); Siegel, D. (University of California, Santa Barbara); Washburn, L. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1028055458,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
91,100,pub.1024959563,10.1007/978-1-4899-0762-2_37,,,Physical/Bio-Optical Interaction and Productivity Estimates from Oceanic Time Series,,Primary Productivity and Biogeochemical Cycles in the Sea,,1992,1992,,,511-511,Closed,Chapter,"Granata, T. C.; Wiggert, J.; Hamilton, M.; Dickey, T.; Marra, J.; Langdon, C.",,"Granata, T. C. (University of Southern California); Wiggert, J. (University of Southern California); Hamilton, M. (University of Southern California); Dickey, T. (University of Southern California); Marra, J. (Columbia University); Langdon, C. (Columbia University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1024959563,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
92,100,pub.1007904398,10.1029/92jc00408,,,Estimation of seasonal primary production from moored optical sensors in the Sargasso Sea,Journal of Geophysical Research,,,1992,1992,97,C5,7399-7412,Closed,Article,"Marra, John; Dickey, T.; Chamberlin, W. S.; Ho, C.; Granata, T.; Kiefer, D. A.; Langdon, C.; Smith, R.; Baker, K.; Bidigare, R.; Hamilton, M.",,"Marra, John (); Dickey, T. (); Chamberlin, W. S. (); Ho, C. (); Granata, T. (); Kiefer, D. A. (); Langdon, C. (); Smith, R. (); Baker, K. (); Bidigare, R. (); Hamilton, M. ()",40,0,,,,https://app.dimensions.ai/details/publication/pub.1007904398,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
93,100,pub.1030074360,10.1016/0079-6611(91)90003-5,,,The fluid mechanics of copepod feeding in a turbulent flow: A theoretical approach,Progress In Oceanography,,,1991-01,1991,26,3,243-261,Closed,Article,"Granata, T.C.; Dickey, T.D.",,"Granata, T.C. (University of Southern California); Dickey, T.D. (University of Southern California)",39,1,,,,https://app.dimensions.ai/details/publication/pub.1030074360,04 Earth Sciences; 0403 Geology; 0405 Oceanography,04 Earth Sciences,0403 Geology,0405 Oceanography,,
94,100,pub.1046050901,10.1029/91rg00578,,,The emergence of concurrent high‐resolution physical and bio‐optical measurements in the upper ocean and their applications,Reviews of Geophysics,,,1991,1991,29,3,383-413,Closed,Article,"Dickey, Tommy D.",,"Dickey, Tommy D. ()",125,4,,,,https://app.dimensions.ai/details/publication/pub.1046050901,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
95,100,pub.1034479141,10.1029/90eo00402,,,Global surveys of bio‐optical ocean properties,Eos,,,1991,1991,72,51,577-581,Closed,Article,"Marra, John; Dickey, Tommy D.; Mueller, James L.",,"Marra, John (Columbia University); Dickey, Tommy D. (University of Southern California); Mueller, James L. (San Diego State University)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1034479141,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
96,100,pub.1026462818,10.4319/lo.1990.35.7.1415,,,The physical strength of marine snow and its implications for particle disaggregation in the ocean,Limnology and Oceanography,,,1990-11,1990,35,7,1415-1428,All OA; Gold,Article,"Alldredge, Alice L.; Granata, Timothy C.; Gotschalk, Chris C.; Dickey, Tommy D.",,"Alldredge, Alice L. (University of California, Santa Barbara); Granata, Timothy C. (University of Southern California); Gotschalk, Chris C. (University of California, Santa Barbara); Dickey, Tommy D. ()",101,11,,,http://onlinelibrary.wiley.com/doi/10.4319/lo.1990.35.7.1415/pdf,https://app.dimensions.ai/details/publication/pub.1026462818,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
97,100,pub.1031544391,10.1357/002224090784988791,,,Meridional variations of the springtime phytoplankton community in the Sargasso Sea,Journal of Marine Research,,,1990-05-01,1990,48,2,379-412,Closed,Article,"Siegel, D. A.; Iturriaga, R.; Bidigare, R. R.; Smith, R. C.; Pak, H.; Dickey, T. D.; Marra, J.; Baker, K. S.",,"Siegel, D. A. (); Iturriaga, R. (); Bidigare, R. R. (); Smith, R. C. (); Pak, H. (); Dickey, T. D. (); Marra, J. (); Baker, K. S. ()",65,2,,,,https://app.dimensions.ai/details/publication/pub.1031544391,04 Earth Sciences; 0404 Geophysics; 0405 Oceanography,04 Earth Sciences,0404 Geophysics,0405 Oceanography,,
98,100,pub.1005129681,10.1016/0198-0149(90)90032-q,,,"Nutrients and mixing, chlorophyll and phytoplankton growth",Deep Sea Research Part A Oceanographic Research Papers,,,1990-01,1990,37,1,127-143,Closed,Article,"Marra, John; Bidigare, R.R.; Dickey, T.D.",,"Marra, John (Columbia University); Bidigare, R.R. (Texas A&M University); Dickey, T.D. (University of Southern California)",86,6,,,,https://app.dimensions.ai/details/publication/pub.1005129681,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
99,100,pub.1012225758,10.1029/jc095ic04p05305,,,"Mesoscale eddy diffusion, particle sinking, and the interpretation of sediment trap data",Journal of Geophysical Research,,,1990,1990,95,C4,5305-5311,"All OA; Green, Accepted & Submitted",Article,"Siegel, David A.; Granata, Timothy C.; Michaels, Anthony F.; Dickey, Tommy D.",,"Siegel, David A. (); Granata, Timothy C. (); Michaels, Anthony F. (); Dickey, Tommy D. ()",105,5,,,http://www.opl.ucsb.edu/tommy/pubs/31_Mesoscale.pdf,https://app.dimensions.ai/details/publication/pub.1012225758,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
100,100,pub.1030094451,10.1016/0198-0149(89)90062-9,,,Isopycnal mixing and the distribution of particles across the North Pacific Subtropical Front,Deep Sea Research Part A Oceanographic Research Papers,,,1989-11,1989,36,11,1607-1620,Closed,Article,"Washburn, Libe; Siegel, David A.; Dickey, Tommy D.; Hamilton, Michael K.",,"Washburn, Libe (University of Southern California); Siegel, David A. (University of Southern California); Dickey, Tommy D. (University of Southern California); Hamilton, Michael K. (University of Southern California)",3,0,,,,https://app.dimensions.ai/details/publication/pub.1030094451,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
101,100,pub.1029267140,10.1016/0198-0149(89)90134-9,,,Optical determination of particulate abundance and production variations in the oligotrophic ocean,Deep Sea Research Part A Oceanographic Research Papers,,,1989-02,1989,36,2,211-222,Closed,Article,"Siegel, David A.; Dickey, T.D.; Washburn, Libe; Hamilton, Michael K.; Mitchell, B.G.",,"Siegel, David A. (University of Southern California); Dickey, T.D. (University of Southern California); Washburn, Libe (University of Southern California); Hamilton, Michael K. (University of Southern California); Mitchell, B.G. (Scripps Institution of Oceanography)",99,8,,,,https://app.dimensions.ai/details/publication/pub.1029267140,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
102,200,pub.1009382241,10.1117/12.945710,,,Characterization Of Downwelling Spectral Irradiance Fluctuations,Proceedings of SPIE,Ocean Optics IX,,1988-08-12,1988,0925,,67-75,Closed,Proceeding,"Slegel, David A.; Dickey, T D.",,"Slegel, David A. (University of Southern California); Dickey, T D. (University of Southern California)",3,0,,,,https://app.dimensions.ai/details/publication/pub.1009382241,,,,,,
103,100,pub.1014317650,10.1007/978-94-009-3023-0_29,,,Recent Advances and Future Directions in Multi-Disciplinary In Situ Oceanographic Measurement Systems,,Toward a Theory on Biological-Physical Interactions in the World Ocean,,1988,1988,,,555-598,Closed,Chapter,"Dickey, T. D.",,"Dickey, T. D. (University of Southern California)",29,1,,,,https://app.dimensions.ai/details/publication/pub.1014317650,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
104,100,pub.1006082916,10.1016/0198-0149(87)90005-7,,,Observations of the vertical structure of the diffuse attenuation coefficient spectrum,Deep Sea Research Part A Oceanographic Research Papers,,,1987-04,1987,34,4,547-563,Closed,Article,"Siegel, D.A.; Dickey, T.D.",,"Siegel, D.A. (University of Southern California); Dickey, T.D. (University of Southern California)",29,1,,,,https://app.dimensions.ai/details/publication/pub.1006082916,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
105,200,pub.1036798236,10.1117/12.964222,,,Effects Of Sensor Characteristics On The Inferred Vertical Structure Of The Diffuse Attenuation Coefficient Spectrum,Proceedings of SPIE,Ocean Optics VIII,,1986-08-07,1986,0637,,115-125,Closed,Proceeding,"Siegel, D. A.; Booth, C. R.; Dickey, T. D.",,"Siegel, D. A. (University of Southern California); Booth, C. R. (Biospherical Instruments (United States)); Dickey, T. D. (University of Southern California)",10,0,,,,https://app.dimensions.ai/details/publication/pub.1036798236,,,,,,
106,200,pub.1029809318,10.1117/12.964246,,,Optical Features Associated With Thermohaline Structures,Proceedings of SPIE,Ocean Optics VIII,,1986-08-07,1986,0637,,308-313,Closed,Proceeding,"Dickey, T. D.; Siegel, D. A.; Bratkovich, A.; Washburn, L.",,"Dickey, T. D. (University of Southern California); Siegel, D. A. (University of Southern California); Bratkovich, A. (University of Southern California); Washburn, L. (University of Southern California)",8,0,,,,https://app.dimensions.ai/details/publication/pub.1029809318,,,,,,
107,100,pub.1016365716,10.1029/eo067i035p00650,,,The Biowatt Bio‐Optical and Physical Moored Program,Eos,,,1986,1986,67,35,650-650,Closed,Article,"Dickey, T.; Hartwig, E.; Marra, J.",,"Dickey, T. (University of Southern California); Hartwig, E. (Office of Naval Research); Marra, J. ()",17,0,,,,https://app.dimensions.ai/details/publication/pub.1016365716,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
108,200,pub.1026126031,10.1016/0079-6611(84)90003-x,,,An offshore study in the California current system preface,Progress In Oceanography,,,1984-01,1984,13,1,1-4,Closed,Article,"Simpson, J.J.; Koblinsky, C.J.; Haury, L.R.; Dickey, T.D.",,"Simpson, J.J. (Scripps Institution of Oceanography); Koblinsky, C.J. (Scripps Institution of Oceanography); Haury, L.R. (Scripps Institution of Oceanography); Dickey, T.D. (University of Southern California)",16,0,,,,https://app.dimensions.ai/details/publication/pub.1026126031,04 Earth Sciences; 0403 Geology; 0405 Oceanography,04 Earth Sciences,0403 Geology,0405 Oceanography,,
109,100,pub.1048982942,10.1016/0079-6611(84)90005-3,,,An offshore eddy in the California current system part II: Surface manifestation,Progress In Oceanography,,,1984-01,1984,13,1,51-69,Closed,Article,"Koblinsky, C.J.; Simpson, J.J.; Dickey, T.D.",,"Koblinsky, C.J. (Scripps Institution of Oceanography); Simpson, J.J. (Scripps Institution of Oceanography); Dickey, T.D. (University of Southern California)",44,0,,,,https://app.dimensions.ai/details/publication/pub.1048982942,04 Earth Sciences; 0403 Geology; 0405 Oceanography,04 Earth Sciences,0403 Geology,0405 Oceanography,,
110,100,pub.1015695830,10.1016/0079-6611(84)90004-1,,,An offshore eddy in the California current system Part I: Interior dynamics,Progress In Oceanography,,,1984-01,1984,13,1,5-49,"All OA; Green, Accepted & Submitted",Article,"Simpson, J.J.; Dickey, T.D.; Koblinsky, C.J.",,"Simpson, J.J. (Scripps Institution of Oceanography); Dickey, T.D. (University of Southern California); Koblinsky, C.J. (Scripps Institution of Oceanography)",66,2,,,http://www.opl.ucsb.edu/tommy/pubs/13_Offshore.pdf,https://app.dimensions.ai/details/publication/pub.1015695830,04 Earth Sciences; 0403 Geology; 0405 Oceanography,04 Earth Sciences,0403 Geology,0405 Oceanography,,
111,100,pub.1012520950,10.1007/978-94-017-1660-4_9,,,A Laboratory Technique for Investigating the Relationship between Gas Transfer and Fluid Turbulence,,Gas Transfer at Water Surfaces,,1984,1984,,,93-100,Closed,Chapter,"Dickey, T. D.; Hartman, Blayne; Hammond, Douglas; Hurst, Eddy",,"Dickey, T. D. (University of Southern California); Hartman, Blayne (University of Southern California); Hammond, Douglas (University of Southern California); Hurst, Eddy (University of Southern California)",23,1,,,,https://app.dimensions.ai/details/publication/pub.1012520950,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
112,100,pub.1035868667,10.1111/j.1600-0889.1983.tb00018.x,,,The influence of optical water type on the diurnal response of the upper ocean,Tellus B,,,1983-04,1983,35B,2,142-154,All OA; Gold,Article,"DICKEY, T. D.; SIMPSON, J. J.",,"DICKEY, T. D. (University of Southern California); SIMPSON, J. J. (Scripps Institution of Oceanography)",44,0,,,https://doi.org/10.1111/j.1600-0889.1983.tb00018.x,https://app.dimensions.ai/details/publication/pub.1035868667,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
113,100,pub.1071281346,10.3402/tellusb.v35i2.14794,,,The influence of optical water type on the diurnal response of the upper ocean,Tellus B,,,1983-03,1983,35,2,142-154,All OA; Gold,Article,"Dickey, T. D.; Simpson, J. J.",,"Dickey, T. D. (University of Southern California); Simpson, J. J. (Scripps Institution of Oceanography)",9,1,,,https://www.tandfonline.com/doi/pdf/10.3402/tellusb.v35i2.14794?needAccess=true,https://app.dimensions.ai/details/publication/pub.1071281346,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
