,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Cheryl J Briggs. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
53,400,pub.1019969556,10.1038/ismej.2009.27,19322245,,Skin microbes on frogs prevent morbidity and mortality caused by a lethal skin fungus,The ISME Journal,,Animals; Antibiosis; Antifungal Agents; Chytridiomycota; Dermatomycoses; Humans; Indoles; Oxalobacteraceae; Ranidae; Skin; Survival Analysis,2009-07,2009,3,7,818-824,All OA; Gold,Article,"Harris, Reid N; Brucker, Robert M; Walke, Jenifer B; Becker, Matthew H; Schwantes, Christian R; Flaherty, Devon C; Lam, Brianna A; Woodhams, Douglas C; Briggs, Cheryl J; Vredenburg, Vance T; Minbiole, Kevin P C","Harris, Reid N","Harris, Reid N (James Madison University); Brucker, Robert M (Vanderbilt University); Walke, Jenifer B (Virginia Tech); Becker, Matthew H (James Madison University); Schwantes, Christian R (James Madison University); Flaherty, Devon C (James Madison University); Lam, Brianna A (James Madison University); Woodhams, Douglas C (University of Zurich); Briggs, Cheryl J (University of California, Santa Barbara); Vredenburg, Vance T (San Francisco State University); Minbiole, Kevin P C (James Madison University)",266,60,8.06,28.58,https://www.nature.com/articles/ismej200927.pdf,https://app.dimensions.ai/details/publication/pub.1019969556,0602 Ecology; 0502 Environmental Science and Management; 0605 Microbiology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0605 Microbiology,05 Environmental Sciences,06 Biological Sciences
54,100,pub.1049635345,10.1111/j.1600-0706.2008.16783.x,,,Testing a key assumption of host‐pathogen theory: density and disease transmission,Oikos,,,2008-11,2008,117,11,1667-1673,Closed,Article,"Greer, Amy L.; Briggs, Cheryl J.; Collins, James P.",,"Greer, Amy L. (); Briggs, Cheryl J. (Arizona State University); Collins, James P. (Arizona State University)",40,15,,3.45,,https://app.dimensions.ai/details/publication/pub.1049635345,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
55,400,pub.1006237642,10.7589/0090-3558-44.3.716,18689660,,Effect of Temperature on Host Response to Batrachochytrium dendrobatidis Infection in the Mountain Yellow-legged Frog (Rana muscosa),Journal of Wildlife Diseases,,"Animals; Chytridiomycota; Conservation of Natural Resources; DNA, Fungal; Disease Susceptibility; Larva; Mycoses; Ranidae; Skin; Species Specificity; Temperature; Time Factors",2008-07,2008,44,3,716-720,All OA; Gold,Article,"Andre, Sara E.; Parker, John; Briggs, Cheryl J.",,"Andre, Sara E. (University of California, Davis); Parker, John (University of California, Berkeley); Briggs, Cheryl J. (University of California, Santa Barbara)",54,11,1.35,9.4,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-44.3.716,https://app.dimensions.ai/details/publication/pub.1006237642,07 Agricultural and Veterinary Sciences; 0707 Veterinary Sciences; 06 Biological Sciences; 0608 Zoology,07 Agricultural and Veterinary Sciences,0707 Veterinary Sciences,06 Biological Sciences,0608 Zoology,
56,400,pub.1037156215,10.1007/s10393-008-0171-3,18787920,,Spatial Dynamics of Lyme Disease: A Review,EcoHealth,,"Animals; Arachnid Vectors; Borrelia burgdorferi; Borrelia burgdorferi Group; Ecosystem; Environmental Monitoring; Epidemiological Monitoring; Humans; Incidence; Ixodes; Lyme Disease; Models, Biological; Population Density; Risk Factors; Trees; United States",2008-06,2008,5,2,167-195,"All OA; Green, Accepted & Submitted",Article,"Killilea, Mary E.; Swei, Andrea; Lane, Robert S.; Briggs, Cheryl J.; Ostfeld, Richard S.","Killilea, Mary E.","Killilea, Mary E. (Cary Institute of Ecosystem Studies); Swei, Andrea (University of California, Berkeley); Lane, Robert S. (University of California, Berkeley); Briggs, Cheryl J. (University of California, Santa Barbara); Ostfeld, Richard S. (Cary Institute of Ecosystem Studies)",93,24,3.1,14.21,http://www.caryinstitute.org/sites/default/files/public/reprints/2008_Killilea_EcoHealth_Spatial_Dynamics.pdf,https://app.dimensions.ai/details/publication/pub.1037156215,1117 Public Health and Health Services; 11 Medical and Health Sciences,1117 Public Health and Health Services,11 Medical and Health Sciences,,,
57,400,pub.1034535545,10.1890/06-1842.1,18589527,,LIFE‐HISTORY TRADE‐OFFS INFLUENCE DISEASE IN CHANGING CLIMATES: STRATEGIES OF AN AMPHIBIAN PATHOGEN,Ecology,,"Amphibians; Animals; Fungi; Greenhouse Effect; Host-Pathogen Interactions; Models, Biological; Spores, Fungal; Time Factors",2008-06,2008,89,6,1627-1639,"All OA; Green, Accepted & Submitted",Article,"Woodhams, Douglas C.; Alford, Ross A.; Briggs, Cheryl J.; Johnson, Megan; Rollins-Smith, Louise A.",,"Woodhams, Douglas C. (Vanderbilt University); Alford, Ross A. (James Cook University); Briggs, Cheryl J. (University of California, Berkeley); Johnson, Megan (James Cook University); Rollins-Smith, Louise A. (Vanderbilt University)",152,25,4.38,16.9,https://researchonline.jcu.edu.au/6240/1/6240_Woodhams_et_al._2008.pdf,https://app.dimensions.ai/details/publication/pub.1034535545,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
58,100,pub.1053391269,10.1016/j.biocontrol.2007.09.001,,,"Bottom-up and top-down control of pear psylla (Cacopsylla pyricola): Fertilization, plant quality, and the efficacy of the predator Anthocoris nemoralis",Biological Control,,,2007-12,2007,43,3,257-264,Closed,Article,"Daugherty, Matthew P.; Briggs, Cheryl J.; Welter, S.C.","Daugherty, Matthew P.","Daugherty, Matthew P. (University of California, Berkeley); Briggs, Cheryl J. (University of California, Berkeley); Welter, S.C. (University of California, Berkeley)",18,4,,1.94,,https://app.dimensions.ai/details/publication/pub.1053391269,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
59,400,pub.1022756127,10.1890/06-1707.1,18051634,,"PREDATORS, PARASITOIDS, AND PATHOGENS: A CROSS‐CUTTING EXAMINATION OF INTRAGUILD PREDATION THEORY",Ecology,,"Animals; Competitive Behavior; Ecosystem; Food Chain; Host-Parasite Interactions; Host-Pathogen Interactions; Models, Biological; Population Dynamics; Predatory Behavior; Species Specificity",2007-11,2007,88,11,2681-2688,Closed,Article,"Borer, Elizabeth T.; Briggs, Cheryl J.; Holt, Robert D.",,"Borer, Elizabeth T. (Oregon State University); Briggs, Cheryl J. (University of California, Berkeley); Holt, Robert D. (University of Florida)",34,4,0.66,3.31,,https://app.dimensions.ai/details/publication/pub.1022756127,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
60,100,pub.1012573234,10.1016/j.biocon.2007.05.004,,,"Symbiotic bacteria contribute to innate immune defenses of the threatened mountain yellow-legged frog, Rana muscosa",Biological Conservation,,,2007-09,2007,138,3-4,390-398,Closed,Article,"Woodhams, Douglas C.; Vredenburg, Vance T.; Simon, Mary-Alice; Billheimer, Dean; Shakhtour, Bashar; Shyr, Yu; Briggs, Cheryl J.; Rollins-Smith, Louise A.; Harris, Reid N.","Woodhams, Douglas C.","Woodhams, Douglas C. (Vanderbilt University Medical Center); Vredenburg, Vance T. (University of California, Berkeley); Simon, Mary-Alice (James Madison University); Billheimer, Dean (Vanderbilt University); Shakhtour, Bashar (Vanderbilt University); Shyr, Yu (Vanderbilt University); Briggs, Cheryl J. (University of California, Berkeley); Rollins-Smith, Louise A. (Vanderbilt University Medical Center); Harris, Reid N. (James Madison University)",152,25,,12.51,,https://app.dimensions.ai/details/publication/pub.1012573234,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
61,400,pub.1051722960,10.1073/pnas.0701838104,17693553,PMC1945010,Population genetics of the frog-killing fungus Batrachochytrium dendrobatidis,Proceedings of the National Academy of Sciences,,"Animals; Anura; California; Chytridiomycota; Female; Genetics, Population; Genotype; Male; Molecular Sequence Data; Mycoses",2007-08-21,2007,104,34,13845-13850,All OA; Gold,Article,"Morgan, Jess A. T.; Vredenburg, Vance T.; Rachowicz, Lara J.; Knapp, Roland A.; Stice, Mary J.; Tunstall, Tate; Bingham, Rob E.; Parker, John M.; Longcore, Joyce E.; Moritz, Craig; Briggs, Cheryl J.; Taylor, John W.",,"Morgan, Jess A. T. (); Vredenburg, Vance T. (); Rachowicz, Lara J. (); Knapp, Roland A. (); Stice, Mary J. (); Tunstall, Tate (); Bingham, Rob E. (); Parker, John M. (University of California, Berkeley); Longcore, Joyce E. (University of Maine); Moritz, Craig (); Briggs, Cheryl J. (); Taylor, John W. (University of California, Berkeley)",125,9,3,10.7,http://www.pnas.org/content/104/34/13845.full.pdf,https://app.dimensions.ai/details/publication/pub.1051722960,0502 Environmental Science and Management; 0605 Microbiology; 0604 Genetics; 05 Environmental Sciences; 06 Biological Sciences,0502 Environmental Science and Management,0605 Microbiology,0604 Genetics,05 Environmental Sciences,06 Biological Sciences
62,400,pub.1047552313,10.1093/ee/36.4.776,17716468,,Multiple sources of isotopic variation in a terrestrial arthropod community: challenges for disentangling food webs.,Environmental Entomology,,Animals; Feeding Behavior; Food Chain; Fruit; Insecta; Isotopes; Plant Leaves; Pyrus,2007-08-01,2007,36,4,776-91,Closed,Article,"Daugherty, Matthew P; Briggs, Cheryl J",,"Daugherty, Matthew P (University of California, Berkeley); Briggs, Cheryl J ()",3,0,0.11,0.25,,https://app.dimensions.ai/details/publication/pub.1047552313,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
63,100,pub.1117744338,10.1603/0046-225x%282007%2936%5b776%3amsoivi%5d2.0.co%3b2,,,Multiple Sources of Isotopic Variation in a Terrestrial Arthropod Community: Challenges for Disentangling Food Webs,Environmental Entomology,,,2007-08,2007,36,4,776-791,Closed,Article,"Daugherty, Matthew P.; Briggs, Cheryl J.",,"Daugherty, Matthew P. (University of California, Berkeley); Briggs, Cheryl J. (University of California, Berkeley)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1117744338,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
64,100,pub.1032155072,10.1603/0046-225x(2007)36[776:msoivi]2.0.co;2,,,Multiple Sources of Isotopic Variation in a Terrestrial Arthropod Community: Challenges for Disentangling Food Webs,Environmental Entomology,,,2007-08,2007,43,3,,Closed,Article,"Daugherty, Matthew P.; Briggs, Cheryl J.",,"Daugherty, Matthew P. (); Briggs, Cheryl J. ()",3,0,,0.25,,https://app.dimensions.ai/details/publication/pub.1032155072,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
65,400,pub.1040188677,10.1111/j.1365-2656.2007.01256.x,17584377,,Quantifying the disease transmission function: effects of density on Batrachochytrium dendrobatidis transmission in the mountain yellow‐legged frog Rana muscosa,Journal of Animal Ecology,,"Animals; Chytridiomycota; Conservation of Natural Resources; Disease Transmission, Infectious; Larva; Likelihood Functions; Mycoses; Population Density; Prevalence; Ranidae",2007-07,2007,76,4,711-721,All OA; Gold,Article,"RACHOWICZ, LARA J.; BRIGGS, CHERYL J.",,"RACHOWICZ, LARA J. (University of California, Berkeley); BRIGGS, CHERYL J. (University of California, Berkeley)",75,14,1.67,,https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2656.2007.01256.x,https://app.dimensions.ai/details/publication/pub.1040188677,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
66,400,pub.1047800198,10.1093/ee/36.2.441,17445380,,Effect of Microenvironment on Development of a Gall Midge,Environmental Entomology,,Animals; Baccharis; California; Diptera; Environment; Population Dynamics; Reproduction; Seasons; Species Specificity; Temperature; Wind,2007-04-01,2007,36,2,441-450,All OA; Gold,Article,"Boukili, V. K. S.; Hoopes, M. F.; Briggs, C. J.",,"Boukili, V. K. S. (University of California, Berkeley); Hoopes, M. F. (Mount Holyoke College); Briggs, C. J. (University of California, Berkeley)",3,1,0,0.42,https://academic.oup.com/ee/article-pdf/36/2/441/18303485/ee36-0441.pdf,https://app.dimensions.ai/details/publication/pub.1047800198,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
67,100,pub.1117729151,10.1603/0046-225x%282007%2936%5b441%3aeomodo%5d2.0.co%3b2,,,Effect of Microenvironment on Development of a Gall Midge,Environmental Entomology,,,2007-04,2007,36,2,441-450,Closed,Article,"Boukili, V. K S.; Hoopes, M. F.; Briggs, C. J.",,"Boukili, V. K S. (); Hoopes, M. F. (); Briggs, C. J. ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1117729151,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
68,100,pub.1043353089,10.1111/j.0030-1299.2007.15378.x,,,Trophic supplements to intraguild predation,Oikos,,,2007-04,2007,116,4,662-677,Closed,Article,"Daugherty, Matthew P.; Harmon, Jason P.; Briggs, Cheryl J.",,"Daugherty, Matthew P. (); Harmon, Jason P. (University of California, Berkeley); Briggs, Cheryl J. (University of California, Berkeley)",58,9,,4.85,,https://app.dimensions.ai/details/publication/pub.1043353089,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
69,100,pub.1000593226,10.1603/0046-225x(2007)36[441:eomodo]2.0.co;2,,,Effect of Microenvironment on Development of a Gall Midge,Environmental Entomology,,,2007-04,2007,43,3,,All OA; Gold,Article,"Boukili, V. K S.; Hoopes, M. F.; Briggs, C. J.",,"Boukili, V. K S. (); Hoopes, M. F. (); Briggs, C. J. ()",2,0,,0.28,https://academic.oup.com/ee/article-pdf/36/2/441/18303485/ee36-0441.pdf,https://app.dimensions.ai/details/publication/pub.1000593226,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
70,100,pub.1010771293,10.1111/j.1365-2311.2006.00798.x,,,"Dispersal and foraging behaviour of Platygaster californica: hosts can’t run, but they can hide",Ecological Entomology,,,2006-08,2006,31,4,298-306,Closed,Article,"DARROUZET‐NARDI, ANTHONY; HOOPES, MARTHA F.; WALKER, JESSE D.; BRIGGS, CHERYL J.",,"DARROUZET‐NARDI, ANTHONY (University of Colorado Boulder); HOOPES, MARTHA F. (Mount Holyoke College); WALKER, JESSE D. (Utah State University); BRIGGS, CHERYL J. (University of California, Berkeley)",15,2,,1.2,,https://app.dimensions.ai/details/publication/pub.1010771293,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
71,400,pub.1046313988,10.1890/0012-9658(2006)87[1671:eidaap]2.0.co;2,16922318,,EMERGING INFECTIOUS DISEASE AS A PROXIMATE CAUSE OF AMPHIBIAN MASS MORTALITY,Ecology,,Animal Diseases; Animals; Fungi; Incidence; Larva; Mycoses; Prevalence; Ranidae; Time Factors,2006-07,2006,87,7,1671-1683,"All OA; Green, Accepted & Submitted",Article,"Rachowicz, Lara J.; Knapp, Roland A.; Morgan, Jess A. T.; Stice, Mary J.; Vredenburg, Vance T.; Parker, John M.; Briggs, Cheryl J.",,"Rachowicz, Lara J. (University of California, Berkeley); Knapp, Roland A. (); Morgan, Jess A. T. (University of California, Berkeley); Stice, Mary J. (University of California, Berkeley); Vredenburg, Vance T. (University of California, Berkeley); Parker, John M. (University of California, Berkeley); Briggs, Cheryl J. (University of California, Berkeley)",183,26,4.46,14.65,http://espace.library.uq.edu.au/view/UQ:245209/UQ245209_OA.pdf,https://app.dimensions.ai/details/publication/pub.1046313988,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
72,400,pub.1000368965,10.1016/j.dci.2005.10.005,16330099,,Antimicrobial peptide defenses of the mountain yellow-legged frog (Rana muscosa),Developmental & Comparative Immunology,,"Amino Acid Sequence; Amphibian Proteins; Animals; Antimicrobial Cationic Peptides; Chytridiomycota; Dermatomycoses; Female; Male; Molecular Sequence Data; Peptides; Proteins; Ranidae; Sequence Homology, Amino Acid; Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization",2006-01,2006,30,9,831-842,Closed,Article,"Rollins-Smith, Louise A.; Woodhams, Douglas C.; Reinert, Laura K.; Vredenburg, Vance T.; Briggs, Cheryl J.; Nielsen, Per F.; Conlon, J. Michael","Rollins-Smith, Louise A.","Rollins-Smith, Louise A. (Vanderbilt University); Woodhams, Douglas C. (Vanderbilt University); Reinert, Laura K. (Vanderbilt University); Vredenburg, Vance T. (University of California, Berkeley); Briggs, Cheryl J. (University of California, Berkeley); Nielsen, Per F. (Novo Nordisk (Denmark)); Conlon, J. Michael (United Arab Emirates University)",85,14,2.38,7.95,,https://app.dimensions.ai/details/publication/pub.1000368965,11 Medical and Health Sciences; 1107 Immunology,11 Medical and Health Sciences,1107 Immunology,,,
73,100,pub.1040963036,10.1890/04-1428,,,INVESTIGATING THE POPULATION‐LEVEL EFFECTS OF CHYTRIDIOMYCOSIS: AN EMERGING INFECTIOUS DISEASE OF AMPHIBIANS,Ecology,,,2005-12,2005,86,12,3149-3159,Closed,Article,"Briggs, Cheryl J.; Vredenburg, Vance T.; Knapp, Roland A.; Rachowicz, Lara J.",,"Briggs, Cheryl J. (University of California, Berkeley); Vredenburg, Vance T. (University of California, Berkeley); Knapp, Roland A. (); Rachowicz, Lara J. (University of California, Berkeley)",117,10,,8.57,,https://app.dimensions.ai/details/publication/pub.1040963036,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
74,100,pub.1020446149,10.1111/j.1523-1739.2005.00255.x,,,The Novel and Endemic Pathogen Hypotheses: Competing Explanations for the Origin of Emerging Infectious Diseases of Wildlife,Conservation Biology,,,2005-10,2005,19,5,1441-1448,Closed,Article,"RACHOWICZ, LARA J.; HERO, JEAN‐MARC; ALFORD, ROSS A.; TAYLOR, JOHN W.; MORGAN, JESS A.T.; VREDENBURG, VANCE T.; COLLINS, JAMES P.; BRIGGS, CHERYL J.",,"RACHOWICZ, LARA J. (University of California, Berkeley); HERO, JEAN‐MARC (University of California, Berkeley; Griffith University); ALFORD, ROSS A. (James Cook University); TAYLOR, JOHN W. (University of California, Berkeley); MORGAN, JESS A.T. (University of California, Berkeley); VREDENBURG, VANCE T. (University of California, Berkeley); COLLINS, JAMES P. (Arizona State University); BRIGGS, CHERYL J. (University of California, Berkeley)",155,16,,,,https://app.dimensions.ai/details/publication/pub.1020446149,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
75,400,pub.1016513143,10.1016/j.tree.2005.07.004,16701428,,Should we expect population thresholds for wildlife disease?,Trends in Ecology & Evolution,,,2005-09,2005,20,9,511-519,Closed,Article,"Lloyd-Smith, James O.; Cross, Paul C.; Briggs, Cheryl J.; Daugherty, Matt; Getz, Wayne M.; Latto, John; Sanchez, Maria S.; Smith, Adam B.; Swei, Andrea",,"Lloyd-Smith, James O. (University of California, Berkeley); Cross, Paul C. (University of California, Berkeley; United States Geological Survey); Briggs, Cheryl J. (University of California, Berkeley); Daugherty, Matt (University of California, Berkeley); Getz, Wayne M. (University of California, Berkeley; University of Pretoria); Latto, John (University of California, Berkeley); Sanchez, Maria S. (University of California, Berkeley); Smith, Adam B. (University of California, Berkeley); Swei, Andrea (University of California, Berkeley)",267,49,6.34,28.72,,https://app.dimensions.ai/details/publication/pub.1016513143,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
76,100,pub.1042470385,10.1890/04-1776,,,WHY SHORT‐TERM EXPERIMENTS MAY NOT ALLOW LONG‐TERM PREDICTIONS ABOUT INTRAGUILD PREDATION,Ecological Applications,,,2005-08,2005,15,4,1111-1117,Closed,Article,"Briggs, Cheryl J.; Borer, Elizabeth T.",,"Briggs, Cheryl J. (University of California, Berkeley); Borer, Elizabeth T. (Oregon State University)",71,4,,5.2,,https://app.dimensions.ai/details/publication/pub.1042470385,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
77,400,pub.1062452381,10.1126/science.1114426,16040706,,Host Suppression and Stability in a Parasitoid-Host System: Experimental Demonstration,Science,,"Aging; Animals; Citrus; Ecosystem; Female; Hemiptera; Host-Parasite Interactions; Hymenoptera; Longevity; Male; Mathematics; Models, Biological; Population Density; Population Dynamics; Sex Ratio; Temperature",2005-07-22,2005,309,5734,610-613,Closed,Article,"Murdoch, William; Briggs, Cheryl J.; Swarbrick, Susan",,"Murdoch, William (University of California, Santa Barbara); Briggs, Cheryl J. (University of California, Berkeley); Swarbrick, Susan (University of California, Santa Barbara)",44,8,0.42,4.73,,https://app.dimensions.ai/details/publication/pub.1062452381,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
78,100,pub.1030987112,10.1890/03-4056,,,POPULATION CYCLES IN THE PINE LOOPER MOTH: DYNAMICAL TESTS OF MECHANISTIC HYPOTHESES,Ecological Monographs,,,2005-05,2005,75,2,259-276,"All OA; Green, Accepted & Submitted",Article,"Kendall, Bruce E.; Ellner, Stephen P.; McCauley, Edward; Wood, Simon N.; Briggs, Cheryl J.; Murdoch, William W.; Turchin, Peter",,"Kendall, Bruce E. (University of California, Santa Barbara; Cornell University); Ellner, Stephen P. (Cornell University); McCauley, Edward (University of Calgary); Wood, Simon N. (); Briggs, Cheryl J. (University of California, Berkeley); Murdoch, William W. (University of California, Santa Barbara); Turchin, Peter (University of Connecticut)",40,2,,2.93,https://escholarship.org/content/qt2tq9h5tq/qt2tq9h5tq.pdf?t=lnonlj,https://app.dimensions.ai/details/publication/pub.1030987112,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
79,400,pub.1028899188,10.1016/j.tpb.2003.11.001,15139366,,Stabilizing effects in spatial parasitoid–host and predator–prey models: a review,Theoretical Population Biology,,"Animals; Genetic Variation; Host-Parasite Interactions; Models, Biological; Population Dynamics; Predatory Behavior",2004-05,2004,65,3,299-315,Closed,Article,"Briggs, Cheryl J.; Hoopes, Martha F.","Briggs, Cheryl J.","Briggs, Cheryl J. (University of California, Berkeley); Hoopes, Martha F. (University of California, Berkeley)",168,24,3.04,12.01,,https://app.dimensions.ai/details/publication/pub.1028899188,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
80,100,pub.1012623852,10.1046/j.1461-0248.2003.00515.x,,,Testing intraguild predation theory in a field system: does numerical dominance shift along a gradient of productivity?,Ecology Letters,,,2003-10,2003,6,10,929-935,Closed,Article,"Borer, Elizabeth T.; Briggs, Cheryl J.; Murdoch, William W.; Swarbrick, Susan L.",,"Borer, Elizabeth T. (University of California, Santa Barbara); Briggs, Cheryl J. (University of California, Berkeley); Murdoch, William W. (University of California, Santa Barbara); Swarbrick, Susan L. (University of California, Santa Barbara)",57,3,,4.19,,https://app.dimensions.ai/details/publication/pub.1012623852,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
81,200,pub.1010682790,10.1046/j.1461-0248.2003.00461.x,,,Reply,Ecology Letters,,,2003-05,2003,6,5,384-387,Closed,Article,"Murdoch, W. W.; Briggs, C. J.; Nisbet, R. M.; Kendall, B. E.; McCauley, E.",,"Murdoch, W. W. (University of California, Santa Barbara); Briggs, C. J. (University of California, Berkeley); Nisbet, R. M. (University of California, Santa Barbara); Kendall, B. E. (University of California, Santa Barbara); McCauley, E. ()",2,0,,0.22,,https://app.dimensions.ai/details/publication/pub.1010682790,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
82,100,pub.1007374673,10.1890/0012-9658(2003)084[1207:deopqa]2.0.co;2,,,DYNAMICAL EFFECTS OF PLANT QUALITY AND PARASITISM ON POPULATION CYCLES OF LARCH BUDMOTH,Ecology,,,2003-05,2003,84,5,1207-1214,"All OA; Green, Accepted & Submitted",Article,"Turchin, Peter; Wood, Simon N.; Ellner, Stephen P.; Kendall, Bruce E.; Murdoch, William W.; Fischlin, Andreas; Casas, Jêrome; McCauley, Edward; Briggs, Cheryl J.",,"Turchin, Peter (University of Connecticut); Wood, Simon N. (University of Oxford); Ellner, Stephen P. (Cornell University); Kendall, Bruce E. (University of California, Santa Barbara); Murdoch, William W. (University of California, Santa Barbara); Fischlin, Andreas (); Casas, Jêrome (François Rabelais University); McCauley, Edward (University of Calgary); Briggs, Cheryl J. (University of California, Berkeley)",99,8,,11.12,https://escholarship.org/content/qt3q39z2cn/qt3q39z2cn.pdf?t=lnrjbr,https://app.dimensions.ai/details/publication/pub.1007374673,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
83,100,pub.1048025889,10.1016/s0169-5347(02)02574-0,,,Spatial dynamics of measles epidemics,Trends in Ecology & Evolution,,,2002-09,2002,17,9,399-401,Closed,Article,"Murdoch, William W; Briggs, Cheryl J",,"Murdoch, William W (University of California, Santa Barbara); Briggs, Cheryl J (University of California, Berkeley)",5,0,,,,https://app.dimensions.ai/details/publication/pub.1048025889,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
84,400,pub.1003880741,10.1038/417541a,12037520,,Single-species models for many-species food webs,Nature,,"Animals; Databases, Factual; Food Chain; Models, Biological; Population Dynamics; Predatory Behavior; Reproducibility of Results; Species Specificity",2002-05,2002,417,6888,541-543,Closed,Article,"Murdoch, W. W.; Kendall, B. E.; Nisbet, R. M.; Briggs, C. J.; McCauley, E.; Bolser, R.","Murdoch, W. W.","Murdoch, W. W. (University of California, Santa Barbara); Kendall, B. E. (University of California, Santa Barbara); Nisbet, R. M. (University of California, Santa Barbara); Briggs, C. J. (University of California, Berkeley); McCauley, E. (University of Calgary); Bolser, R. (University of California, Santa Barbara)",104,9,1.72,7.58,,https://app.dimensions.ai/details/publication/pub.1003880741,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
85,400,pub.1044723624,10.1006/tpbi.2001.1529,11589637,,"Autoparasitism, Interference, and Parasitoid-Pest Population Dynamics",Theoretical Population Biology,,"Animals; Competitive Behavior; Female; Host-Parasite Interactions; Hymenoptera; Male; Models, Biological; Population Density; Population Dynamics",2001-08,2001,60,1,33-57,Closed,Article,"Briggs, Cheryl J.; Collier, Timothy R.",,"Briggs, Cheryl J. (University of California, Berkeley); Collier, Timothy R. (University of Arizona)",19,1,0.31,1.53,,https://app.dimensions.ai/details/publication/pub.1044723624,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
