,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Bradley R Hacker. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
69,100,pub.1035341762,10.1093/gji/ggt004,,,Distinguishing eclogite from peridotite: EBSD-based calculations of seismic velocities,Geophysical Journal International,,,2013-04-01,2013,193,1,489-505,All OA; Gold,Article,"Worthington, James R.; Hacker, Bradley R.; Zandt, George",,"Worthington, James R. (University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara); Zandt, George (University of Arizona)",30,9,,11.43,https://academic.oup.com/gji/article-pdf/193/1/489/2245160/ggt004.pdf,https://app.dimensions.ai/details/publication/pub.1035341762,0911 Maritime Engineering; 09 Engineering,0911 Maritime Engineering,09 Engineering,,,
70,100,pub.1023881174,10.1016/j.chemgeo.2012.11.012,,,"Campaign-style titanite U–Pb dating by laser-ablation ICP: Implications for crustal flow, phase transformations and titanite closure",Chemical Geology,,,2013-03,2013,341,EOS. Transactions of the American Geophysical Union 80 1999,84-101,Closed,Article,"Spencer, K.J.; Hacker, B.R.; Kylander-Clark, A.R.C.; Andersen, T.B.; Cottle, J.M.; Stearns, M.A.; Poletti, J.E.; Seward, G.G.E.","Hacker, B.R.","Spencer, K.J. (); Hacker, B.R. (); Kylander-Clark, A.R.C. (); Andersen, T.B. (University of Oslo); Cottle, J.M. (); Stearns, M.A. (); Poletti, J.E. (); Seward, G.G.E. ()",102,28,,15.54,,https://app.dimensions.ai/details/publication/pub.1023881174,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
71,100,pub.1023541987,10.1016/j.epsl.2012.06.055,,,The relationship of intermediate- and deep-focus seismicity to the hydration and dehydration of subducting slabs,Earth and Planetary Science Letters,,,2012-10,2012,349,,153-160,Closed,Article,"Barcheck, C. Grace; Wiens, Douglas A.; van Keken, Peter E.; Hacker, Bradley R.","Barcheck, C. Grace","Barcheck, C. Grace (Washington University in St. Louis); Wiens, Douglas A. (Washington University in St. Louis); van Keken, Peter E. (University of Michigan); Hacker, Bradley R. (University of California, Santa Barbara)",18,4,,3.21,,https://app.dimensions.ai/details/publication/pub.1023541987,04 Earth Sciences; 0404 Geophysics,04 Earth Sciences,0404 Geophysics,,,
72,100,pub.1014194962,10.1016/j.epsl.2012.07.014,,,"Multi-stage exhumation of young UHP–HP rocks: Timescales of melt crystallization in the D’Entrecasteaux Islands, southeastern Papua New Guinea",Earth and Planetary Science Letters,,,2012-10,2012,351,Nature 418 2002,237-246,Closed,Article,"Gordon, S.M.; Little, T.A.; Hacker, B.R.; Bowring, S.A.; Korchinski, M.; Baldwin, S.L.; Kylander-Clark, A.R.C.","Gordon, S.M.","Gordon, S.M. (University of Nevada Reno); Little, T.A. (Victoria University of Wellington); Hacker, B.R. (University of California, Santa Barbara); Bowring, S.A. (Massachusetts Institute of Technology); Korchinski, M. (Victoria University of Wellington); Baldwin, S.L. (Syracuse University); Kylander-Clark, A.R.C. (University of California, Santa Barbara)",44,9,,7.34,,https://app.dimensions.ai/details/publication/pub.1014194962,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
73,100,pub.1019096317,10.1016/j.chemgeo.2012.04.006,,,Multi-step TIMS and CA-TIMS monazite U–Pb geochronology,Chemical Geology,,,2012-06,2012,312,Geological Society of America Bulletin 118 1/2 2006,58-73,Closed,Article,"Peterman, Emily M.; Mattinson, James M.; Hacker, Bradley R.","Peterman, Emily M.","Peterman, Emily M. (University of California, Santa Barbara); Mattinson, James M. (University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara)",17,3,,2.84,,https://app.dimensions.ai/details/publication/pub.1019096317,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
74,100,pub.1018589838,10.1029/2012jb009187,,,Subduction Factory 5: Unusually low Poisson's ratios in subduction zones from elastic anisotropy of peridotite,Journal of Geophysical Research,,,2012-06,2012,117,B6,n/a-n/a,All OA; Gold,Article,"Hacker, Bradley R.; Abers, Geoffrey A.",,"Hacker, Bradley R. (University of California, Santa Barbara); Abers, Geoffrey A. (Lamont-Doherty Earth Observatory)",25,8,,4.17,http://onlinelibrary.wiley.com/doi/10.1029/2012JB009187/pdf,https://app.dimensions.ai/details/publication/pub.1018589838,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
75,100,pub.1043970034,10.1111/j.1525-1314.2012.00973.x,,,The thermal structure of continental crust in active orogens: insight from Miocene eclogite and granulite xenoliths of the Pamir Mountains,Journal of Metamorphic Geology,,,2012-05,2012,30,4,413-434,Closed,Article,"GORDON, S. M.; LUFFI, P.; HACKER, B.; VALLEY, J.; SPICUZZA, M.; KOZDON, R.; KELEMEN, P.; RATSHBACHER, L.; MINAEV, V.",,"GORDON, S. M. (University of California, Santa Barbara); LUFFI, P. (Rice University); HACKER, B. (University of California, Santa Barbara); VALLEY, J. (University of Wisconsin–Madison); SPICUZZA, M. (University of Wisconsin–Madison); KOZDON, R. (University of Wisconsin–Madison); KELEMEN, P. (Lamont-Doherty Earth Observatory); RATSHBACHER, L. (Freiberg University Of Mining And Technology); MINAEV, V. (Academy of Sciences of the Republic of Tajikistan)",27,5,,4.5,,https://app.dimensions.ai/details/publication/pub.1043970034,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
76,100,pub.1029037158,10.1016/j.epsl.2011.12.036,,,Size and exhumation rate of ultrahigh-pressure terranes linked to orogenic stage,Earth and Planetary Science Letters,,,2012-03,2012,321,Earth Planet. Sci. Lett. 171 1999,115-120,"All OA; Green, Accepted & Submitted",Article,"Kylander-Clark, Andrew R.C.; Hacker, Bradley R.; Mattinson, Chris G.","Kylander-Clark, Andrew R.C.","Kylander-Clark, Andrew R.C. (University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara); Mattinson, Chris G. (Central Washington University)",81,22,,13.51,https://digitalcommons.cwu.edu/cgi/viewcontent.cgi?article=1028&context=cotsfac,https://app.dimensions.ai/details/publication/pub.1029037158,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
77,100,pub.1037820326,10.1016/j.epsl.2011.10.034,,,Cenozoic deep crust in the Pamir,Earth and Planetary Science Letters,,,2011-12,2011,312,3-4,411-421,Closed,Article,"Schmidt, Jennifer; Hacker, Bradley R.; Ratschbacher, Lothar; Stübner, Konstanze; Stearns, Michael; Kylander-Clark, Andrew; Cottle, John M.; Alexander, A.; Webb, G.; Gehrels, George; Minaev, Vladislav","Hacker, Bradley R.","Schmidt, Jennifer (University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara); Ratschbacher, Lothar (Freiberg University Of Mining And Technology); Stübner, Konstanze (Freiberg University Of Mining And Technology); Stearns, Michael (University of California, Santa Barbara); Kylander-Clark, Andrew (University of California, Santa Barbara); Cottle, John M. (University of California, Santa Barbara); Alexander, A. (Louisiana State University); Webb, G. (Louisiana State University); Gehrels, George (University of Arizona); Minaev, Vladislav (Academy of Sciences of the Republic of Tajikistan)",77,19,,9.68,,https://app.dimensions.ai/details/publication/pub.1037820326,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
78,100,pub.1050030028,10.1016/j.epsl.2011.09.031,,,Feedback between rifting and diapirism can exhume ultrahigh-pressure rocks,Earth and Planetary Science Letters,,,2011-11,2011,311,3-4,427-438,Closed,Article,"Ellis, S.M.; Little, T.A.; Wallace, L.M.; Hacker, B.R.; Buiter, S.J.H.","Ellis, S.M.","Ellis, S.M. (GNS Science); Little, T.A. (Victoria University of Wellington); Wallace, L.M. (GNS Science); Hacker, B.R. (University of California, Santa Barbara); Buiter, S.J.H. (Norwegian Geological Survey)",55,13,,6.91,,https://app.dimensions.ai/details/publication/pub.1050030028,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
79,100,pub.1043846102,10.1038/ngeo1214,,,Diapirs as the source of the sediment signature in arc lavas,Nature Geoscience,,,2011-09,2011,4,9,641-646,"All OA; Green, Accepted & Submitted",Article,"Behn, Mark D.; Kelemen, Peter B.; Hirth, Greg; Hacker, Bradley R.; Massonne, Hans-Joachim","Behn, Mark D.","Behn, Mark D. (Woods Hole Oceanographic Institution); Kelemen, Peter B. (Lamont-Doherty Earth Observatory); Hirth, Greg (Brown University); Hacker, Bradley R. (University of California, Santa Barbara); Massonne, Hans-Joachim (University of Stuttgart)",181,49,,20.45,http://darchive.mblwhoilibrary.org/bitstream/1912/4826/1/SedDiapir-Text-Revised3-Final.pdf,https://app.dimensions.ai/details/publication/pub.1043846102,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
80,100,pub.1003665595,10.1016/j.tecto.2011.06.006,,,"Diapiric exhumation of Earth's youngest (UHP) eclogites in the gneiss domes of the D'Entrecasteaux Islands, Papua New Guinea",Tectonophysics,,,2011-09,2011,510,1-2,39-68,Closed,Article,"Little, T.A.; Hacker, B.R.; Gordon, S.M.; Baldwin, S.L.; Fitzgerald, P.G.; Ellis, S.; Korchinski, M.","Little, T.A.","Little, T.A. (Victoria University of Wellington); Hacker, B.R. (); Gordon, S.M. (University of Nevada Reno); Baldwin, S.L. (Syracuse University); Fitzgerald, P.G. (Syracuse University); Ellis, S. (GNS Science); Korchinski, M. (Victoria University of Wellington)",101,30,,12.7,,https://app.dimensions.ai/details/publication/pub.1003665595,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
81,200,pub.1014406273,10.1144/0016-76492010-075,,,Structure and 40Ar/39Ar thermochronology of an ultrahigh-pressure transition in western Norway,Journal of the Geological Society,,,2011-07,2011,168,4,887-898,Closed,Article,"Young, D.J.; Hacker, B.R.; Andersen, T.B.; Gans, P.B.",,"Young, D.J. (); Hacker, B.R. (); Andersen, T.B. (); Gans, P.B. ()",18,3,,2.56,,https://app.dimensions.ai/details/publication/pub.1014406273,0403 Geology; 04 Earth Sciences; 0404 Geophysics,0403 Geology,04 Earth Sciences,0404 Geophysics,,
82,100,pub.1020416654,10.1016/j.epsl.2011.05.024,,,Differentiation of the continental crust by relamination,Earth and Planetary Science Letters,,,2011-07,2011,307,3-4,501-516,Closed,Article,"Hacker, Bradley R.; Kelemen, Peter B.; Behn, Mark D.","Hacker, Bradley R.","Hacker, Bradley R. (University of California, Santa Barbara); Kelemen, Peter B. (Lamont-Doherty Earth Observatory); Behn, Mark D. (Woods Hole Oceanographic Institution)",238,73,,26.9,,https://app.dimensions.ai/details/publication/pub.1020416654,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
83,200,pub.1056348252,10.1029/2010tc002798,,,"Thermochronology of the Talkeetna intraoceanic arc of Alaska: Ar/Ar, U-Th/He, Sm-Nd, and Lu-Hf dating",Tectonics,,,2011-02,2011,30,1,,"All OA; Green, Accepted & Submitted",Article,"Hacker, B. R.; Kelemen, Peter B.; Rioux, Matthew; McWilliams, Michael O.; Gans, Philip B.; Reiners, Peter W.; Layer, Paul W.; Söderlund, Ulf; Vervoort, Jeffrey D.",,"Hacker, B. R. (University of California System); Kelemen, Peter B. (Lamont-Doherty Earth Observatory); Rioux, Matthew (University of California System); McWilliams, Michael O. (Commonwealth Scientific and Industrial Research Organisation); Gans, Philip B. (University of California System); Reiners, Peter W. (University of Arizona); Layer, Paul W. (University of Alaska Fairbanks); Söderlund, Ulf (Lund University); Vervoort, Jeffrey D. (Washington State University)",11,5,,1.56,http://www.geol.ucsb.edu/faculty/hacker/viz/Hacker11_Talkeetna_arc_geochronology.pdf,https://app.dimensions.ai/details/publication/pub.1056348252,0403 Geology; 04 Earth Sciences; 0404 Geophysics,0403 Geology,04 Earth Sciences,0404 Geophysics,,
84,100,pub.1040195866,10.1029/2010jb007922,,,Subduction factory: 4. Depth‐dependent flux of H2O from subducting slabs worldwide,Journal of Geophysical Research,,,2011,2011,116,B1,,All OA; Gold,Article,"van Keken, Peter E.; Hacker, Bradley R.; Syracuse, Ellen M.; Abers, Geoff A.",,"van Keken, Peter E. (University of Michigan); Hacker, Bradley R. (University of California, Santa Barbara); Syracuse, Ellen M. (University of Wisconsin–Madison); Abers, Geoff A. (Columbia University)",398,124,,44.98,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2010JB007922,https://app.dimensions.ai/details/publication/pub.1040195866,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
85,100,pub.1034298723,10.1029/2010jb007719,,,"Direct observation of fault zone structure at the brittle‐ductile transition along the Salzach‐Ennstal‐Mariazell‐Puchberg fault system, Austrian Alps",Journal of Geophysical Research,,,2011,2011,116,B2,,All OA; Gold,Article,"Frost, Erik; Dolan, James; Ratschbacher, Lothar; Hacker, Bradley; Seward, Gareth",,"Frost, Erik (University of Southern California); Dolan, James (University of Southern California); Ratschbacher, Lothar (Freiberg University Of Mining And Technology); Hacker, Bradley (University of California, Santa Barbara); Seward, Gareth (University of California, Santa Barbara)",15,4,,1.89,http://onlinelibrary.wiley.com/doi/10.1029/2010JB007719/pdf,https://app.dimensions.ai/details/publication/pub.1034298723,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
86,100,pub.1020867485,10.1029/2011jb008195,,,Predicted velocity and density structure of the exhuming Papua New Guinea ultrahigh‐pressure terrane,Journal of Geophysical Research,,,2011,2011,116,B8,,All OA; Gold,Article,"Brownlee, Sarah J.; Hacker, Bradley R.; Salisbury, Matthew; Seward, Gareth; Little, Timothy A.; Baldwin, Suzanne L.; Abers, Geoffrey A.",,"Brownlee, Sarah J. (University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara); Salisbury, Matthew (Bedford Institute of Oceanography); Seward, Gareth (University of California, Santa Barbara); Little, Timothy A. (Victoria University of Wellington); Baldwin, Suzanne L. (Syracuse University); Abers, Geoffrey A. (Columbia University)",25,4,,3.14,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2011JB008195,https://app.dimensions.ai/details/publication/pub.1020867485,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
87,100,pub.1009257363,10.1029/2010tc002746,,,"Kinematics and vorticity in Kangmar Dome, southern Tibet: Testing midcrustal channel flow models for the Himalaya",Tectonics,,,2010-12,2010,29,6,n/a-n/a,"All OA; Green, Published",Article,"Wagner, Tom; Lee, Jeffrey; Hacker, Bradley R.; Seward, Gareth",,"Wagner, Tom (Central Washington University); Lee, Jeffrey (Central Washington University); Hacker, Bradley R. (University of California, Santa Barbara); Seward, Gareth (University of California, Santa Barbara)",26,8,,2.71,https://digitalcommons.cwu.edu/cgi/viewcontent.cgi?article=1053&context=cotsfac,https://app.dimensions.ai/details/publication/pub.1009257363,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
88,100,pub.1027103891,10.1029/2010gc003050,,,Origin of cross‐chain geochemical variation in Quaternary lavas from the northern Izu arc: Using a quantitative mass balance approach to identify mantle sources and mantle wedge processes,Geochemistry Geophysics Geosystems,,,2010-10,2010,11,10,n/a-n/a,"All OA; Green, Published",Article,"Kimura, Jun‐Ichi; Kent, Adam J. R.; Rowe, Michael C.; Katakuse, Maiko; Nakano, Fumi; Hacker, Bradley R.; van Keken, Peter E.; Kawabata, Hiroshi; Stern, Robert J.",,"Kimura, Jun‐Ichi (Japan Agency for Marine-Earth Science and Technology); Kent, Adam J. R. (Oregon State University); Rowe, Michael C. (University of Iowa; Washington State University); Katakuse, Maiko (Shimane University); Nakano, Fumi (Shimane University); Hacker, Bradley R. (University of California, Santa Barbara); van Keken, Peter E. (University of Michigan); Kawabata, Hiroshi (Japan Agency for Marine-Earth Science and Technology); Stern, Robert J. (The University of Texas at Dallas)",83,16,,8.28,https://deepblue.lib.umich.edu/bitstream/2027.42/94586/1/ggge1732.pdf,https://app.dimensions.ai/details/publication/pub.1027103891,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
89,100,pub.1062733599,10.1130/b26589.1,,,East-west extension in the NW Indian Himalaya,Geological Society of America Bulletin,,,2010-09-01,2010,122,9-10,1499-1515,Closed,Article,"Hintersberger, Esther; Thiede, Rasmus Ch.; Strecker, Manfred R.; Hacker, Bradley R.",,"Hintersberger, Esther (University of Potsdam); Thiede, Rasmus Ch. (University of Potsdam); Strecker, Manfred R. (University of Potsdam); Hacker, Bradley R. (University of California, Santa Barbara)",54,7,,5.62,,https://app.dimensions.ai/details/publication/pub.1062733599,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
90,100,pub.1029104104,10.1029/2010tc002798,,,"Thermochronology of the Talkeetna intraoceanic arc of Alaska: Ar/Ar, U‐Th/He, Sm‐Nd, and Lu‐Hf dating",Tectonics,,,2010-06,2010,29,3,,"All OA; Green, Accepted & Submitted",Article,"Hacker, B. R.; Kelemen, Peter B.; Rioux, Matthew; McWilliams, Michael O.; Gans, Philip B.; Reiners, Peter W.; Layer, Paul W.; Söderlund, Ulf; Vervoort, Jeffrey D.",,"Hacker, B. R. (University of California, Santa Barbara); Kelemen, Peter B. (Columbia University); Rioux, Matthew (University of California, Santa Barbara; Massachusetts Institute of Technology); McWilliams, Michael O. (Commonwealth Scientific and Industrial Research Organisation); Gans, Philip B. (University of California, Santa Barbara); Reiners, Peter W. (University of Arizona); Layer, Paul W. (University of Alaska Fairbanks); Söderlund, Ulf (Lund University); Vervoort, Jeffrey D. (Washington State University)",0,0,,0,http://www.geol.ucsb.edu/faculty/hacker/viz/Hacker11_Talkeetna_arc_geochronology.pdf,https://app.dimensions.ai/details/publication/pub.1029104104,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
91,100,pub.1014754452,10.1029/2009tc002541,,,"Intermediate to felsic middle crust in the accreted Talkeetna arc, the Alaska Peninsula and Kodiak Island, Alaska: An analogue for low‐velocity middle crust in modern arcs",Tectonics,,,2010-06,2010,29,3,,"All OA; Green, Published",Article,"Rioux, Matthew; Mattinson, James; Hacker, Bradley; Kelemen, Peter; Blusztajn, Jurek; Hanghøj, Karen; Gehrels, George",,"Rioux, Matthew (University of California, Santa Barbara; Massachusetts Institute of Technology); Mattinson, James (University of California, Santa Barbara); Hacker, Bradley (University of California, Santa Barbara); Kelemen, Peter (Columbia University); Blusztajn, Jurek (Woods Hole Oceanographic Institution); Hanghøj, Karen (Columbia University; Woods Hole Oceanographic Institution); Gehrels, George (University of Arizona)",42,9,,4.19,http://darchive.mblwhoilibrary.org/bitstream/1912/3876/1/2009TC002541.pdf,https://app.dimensions.ai/details/publication/pub.1014754452,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
92,200,pub.1062698778,10.1127/0935-1221/2009/0021-1988,,,"Phase transformations of continental crust during subduction and exhumation: Western Gneiss Region, Norway",European Journal of Mineralogy,,,2010-01-28,2010,21,6,1097-1118,Closed,Article,"Peterman, Emily M.; Hacker, Bradley R.; Baxter, Ethan F.",,"Peterman, Emily M. (); Hacker, Bradley R. (); Baxter, Ethan F. ()",35,5,,3.49,,https://app.dimensions.ai/details/publication/pub.1062698778,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
93,100,pub.1018566304,10.1016/j.jsg.2009.08.009,,,Middle crustal ductile deformation patterns in southern Tibet: Insights from vorticity studies in Mabja Dome,Journal of Structural Geology,,,2010-01,2010,32,1,70-85,Closed,Article,"Langille, Jackie; Lee, Jeffrey; Hacker, Bradley; Seward, Gareth","Langille, Jackie","Langille, Jackie (Central Washington University); Lee, Jeffrey (Central Washington University); Hacker, Bradley (University of California, Santa Barbara); Seward, Gareth (University of California, Santa Barbara)",44,6,,4.58,,https://app.dimensions.ai/details/publication/pub.1018566304,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
94,100,pub.1006356997,10.1016/j.tecto.2009.08.012,,,High-temperature deformation during continental-margin subduction & exhumation: The ultrahigh-pressure Western Gneiss Region of Norway,Tectonophysics,,,2010-01,2010,480,1-4,149-171,"All OA; Green, Accepted & Submitted",Article,"Hacker, Bradley R.; Andersen, Torgeir B.; Johnston, Scott; Kylander-Clark, Andrew R.C.; Peterman, Emily M.; Walsh, Emily O.; Young, David","Young, David","Hacker, Bradley R. (University of California, Santa Barbara); Andersen, Torgeir B. (University of Oslo); Johnston, Scott (University of California, Santa Barbara); Kylander-Clark, Andrew R.C. (University of California, Santa Barbara); Peterman, Emily M. (University of California, Santa Barbara); Walsh, Emily O. (University of California, Santa Barbara); Young, David (University of California, Santa Barbara)",143,27,,14.89,https://digitalcommons.calpoly.edu/cgi/viewcontent.cgi?article=1306&context=phy_fac,https://app.dimensions.ai/details/publication/pub.1006356997,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
95,100,pub.1006018639,10.1144/sp335.27,,,Strain within the ultrahigh-pressure Western Gneiss region of Norway recorded by quartz CPOs,Geological Society London Special Publications,,,2010,2010,335,1,663-685,"All OA; Green, Accepted & Submitted",Article,"Barth, Nicolas C.; Hacker, Bradley R.; Seward, Gareth G. E.; Walsh, Emily O.; Young, David; Johnston, Scott",,"Barth, Nicolas C. (); Hacker, Bradley R. (); Seward, Gareth G. E. (); Walsh, Emily O. (); Young, David (); Johnston, Scott ()",28,6,,2.92,http://www.geol.ucsb.edu/faculty/hacker/viz/Barth10_Norway_quartz_CPOs.pdf,https://app.dimensions.ai/details/publication/pub.1006018639,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
96,100,pub.1010717863,10.1111/j.1525-1314.2009.00840.x,,,40Ar/39Ar Constraints on the tectonic history and architecture of the ultrahigh‐pressure Sulu orogen,Journal of Metamorphic Geology,,,2009-12,2009,27,9,827-844,"All OA; Green, Accepted & Submitted",Article,"HACKER, B. R.; WALLIS, S. R.; MCWILLIAMS, M. O.; GANS, P. B.",,"HACKER, B. R. (University of California, Santa Barbara); WALLIS, S. R. (Nagoya University); MCWILLIAMS, M. O. (); GANS, P. B. (University of California, Santa Barbara)",44,10,,8.06,http://www.geol.ucsb.edu/faculty/hacker/viz/Hacker09_Sulu_4039.pdf,https://app.dimensions.ai/details/publication/pub.1010717863,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
97,100,pub.1037805127,10.1029/2008gc002217,,,"Arc Basalt Simulator version 2, a simulation for slab dehydration and fluid‐fluxed mantle melting for arc basalts: Modeling scheme and application",Geochemistry Geophysics Geosystems,,,2009-09,2009,10,9,n/a-n/a,"All OA; Green, Published",Article,"Kimura, Jun‐Ichi; Hacker, Bradley R.; van Keken, Peter E.; Kawabata, Hiroshi; Yoshida, Takeyoshi; Stern, Robert J.",,"Kimura, Jun‐Ichi (Japan Agency for Marine-Earth Science and Technology); Hacker, Bradley R. (University of California, Santa Barbara); van Keken, Peter E. (University of Michigan); Kawabata, Hiroshi (Japan Agency for Marine-Earth Science and Technology); Yoshida, Takeyoshi (Tohoku University); Stern, Robert J. (The University of Texas at Dallas)",72,10,,9.65,https://deepblue.lib.umich.edu/bitstream/2027.42/94779/1/ggge1430.pdf,https://app.dimensions.ai/details/publication/pub.1037805127,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
98,100,pub.1039234678,10.1029/2007tc002251,,,Slow subduction of a thick ultrahigh‐pressure terrane,Tectonics,,,2009-04,2009,28,2,n/a-n/a,All OA; Gold,Article,"Kylander‐Clark, Andrew R. C.; Hacker, Bradley R.; Johnson, Clark M.; Beard, Brian L.; Mahlen, Nancy J.",,"Kylander‐Clark, Andrew R. C. (University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara); Johnson, Clark M. (University of Wisconsin–Madison); Beard, Brian L. (University of Wisconsin–Madison); Mahlen, Nancy J. (University of Wisconsin–Madison)",75,10,,13.73,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2007TC002251,https://app.dimensions.ai/details/publication/pub.1039234678,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
99,100,pub.1053025333,10.1016/j.epsl.2008.05.019,,,"Slow exhumation of UHP terranes: Titanite and rutile ages of the Western Gneiss Region, Norway",Earth and Planetary Science Letters,,,2008-08,2008,272,3-4,531-540,Closed,Article,"Kylander-Clark, A.R.C.; Hacker, B.R.; Mattinson, J.M.","Kylander-Clark, A.R.C.","Kylander-Clark, A.R.C. (University of California, Santa Barbara); Hacker, B.R. (University of California, Santa Barbara); Mattinson, J.M. (University of California, Santa Barbara)",99,23,,9.77,,https://app.dimensions.ai/details/publication/pub.1053025333,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
100,100,pub.1025177754,10.1029/2007gc001707,,,H2O subduction beyond arcs,Geochemistry Geophysics Geosystems,,,2008-03,2008,9,3,n/a-n/a,"All OA; Green, Accepted & Submitted",Article,"Hacker, Bradley R.",,"Hacker, Bradley R. (University of California, Santa Barbara)",252,43,,24,http://www.geol.ucsb.edu/faculty/hacker/viz/Hacker08_H2O_subduction_beyond_arcs.pdf,https://app.dimensions.ai/details/publication/pub.1025177754,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
101,200,pub.1001773480,10.3126/hjs.v2i4.919,,,Timing of synconvergent extension in NW Himalaya: New geochronological constraints from the Gianbul dome (SE Zanskar),Himalayan Journal of Sciences,,,2008-02-15,2008,2,4,232-233,All OA; Gold,Article,"Robyr, Martin; Mattinson, James M; Hacker, Bradley R",,"Robyr, Martin (University of Lausanne); Mattinson, James M (University of California, Santa Barbara); Hacker, Bradley R (University of California, Santa Barbara)",0,0,,,https://www.nepjol.info/index.php/HJS/article/view/919/916,https://app.dimensions.ai/details/publication/pub.1001773480,,,,,,
102,100,pub.1030921322,10.1016/j.quaint.2007.03.011,,,"Geochemical correlation and 40Ar/39Ar dating of the Kern River ash bed and related tephra layers: Implications for the stratigraphy of petroleum-bearing formations in the San Joaquin Valley, California",Quaternary International,,,2008-02,2008,178,1,246-260,Closed,Article,"Baron, Dirk; Negrini, Robert M.; Golob, Elizabeth M.; Miller, Don; Sarna-Wojcicki, Andrei; Fleck, Robert J.; Hacker, Bradley; Erendi, Alex","Baron, Dirk","Baron, Dirk (California State University, Bakersfield); Negrini, Robert M. (California State University, Bakersfield); Golob, Elizabeth M. (California State University, Bakersfield); Miller, Don (United States Geological Survey); Sarna-Wojcicki, Andrei (California State University, Fullerton); Fleck, Robert J. (California State University, Fullerton); Hacker, Bradley (University of California, Santa Barbara); Erendi, Alex (Chevron (United States))",11,3,,1.05,,https://app.dimensions.ai/details/publication/pub.1030921322,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
