,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Libe Washburn. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
56,100,pub.1034020092,10.1890/0012-9615(2006)076[0481:msdice]2.0.co;2,,,MACROALGAL SPORE DISPERSAL IN COASTAL ENVIRONMENTS: MECHANISTIC INSIGHTS REVEALED BY THEORY AND EXPERIMENT,Ecological Monographs,,,2006-11,2006,76,4,481-502,Closed,Article,"Gaylord, Brian; Reed, Daniel C.; Raimondi, Peter T.; Washburn, Libe",,"Gaylord, Brian (University of California, Davis); Reed, Daniel C. (University of California, Santa Barbara); Raimondi, Peter T. (University of California, Santa Cruz); Washburn, Libe (University of California, Santa Barbara)",61,12,,4.88,,https://app.dimensions.ai/details/publication/pub.1034020092,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
57,100,pub.1094644745,10.1109/oceans.2006.306877,,,The Southern California Coastal Ocean Observing System,,OCEANS 2006,,2006-09,2006,,,1-8,Closed,Proceeding,"Terrill, E.; Peck, S.; Hazard, L.; Davis, R.E.; DiGiacomo, P. M.; Jones, B. H.; Keen, C.; Moline, M.; Orcutt, J.; Stolzenbach, K.; Washburn, L.; Helling, H.; Long, J.; Magdziarz, S.; Laughlin, M.; Kasschau, J.",,"Terrill, E. (Scripps Institution of Oceanography); Peck, S. (Scripps Institution of Oceanography); Hazard, L. (Scripps Institution of Oceanography); Davis, R.E. (Scripps Institution of Oceanography); DiGiacomo, P. M. (Jet Propulsion Lab); Jones, B. H. (University of Southern California); Keen, C. (Scripps Institution of Oceanography); Moline, M. (California Polytechnic State University); Orcutt, J. (Scripps Institution of Oceanography); Stolzenbach, K. (University of California Los Angeles); Washburn, L. (University of California, Santa Barbara); Helling, H. (Ocean Institute); Long, J. (Ocean Institute); Magdziarz, S. (Ocean Institute); Laughlin, M. (Ocean Institute); Kasschau, J. (Ocean Institute)",1,0,,0.08,,https://app.dimensions.ai/details/publication/pub.1094644745,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
58,100,pub.1051938613,10.1016/b978-012088781-1/50013-3,,,CHAPTER 10 A Metapopulation Perspective on the Patch Dynamics of Giant Kelp in Southern California,,Marine Metapopulations,,2006,2006,,Mar. Bid.1021989,353-386,Closed,Chapter,"REED, DANIEL C.; KINLAN, BRIAN P.; RAIMONDI, PETER T.; WASHBURN, LIBE; GAYLORD, BRIAN; DRAKE, PATRICK T.",,"REED, DANIEL C. (University of Windsor); KINLAN, BRIAN P. (University of Windsor); RAIMONDI, PETER T. (University of Windsor); WASHBURN, LIBE (University of Windsor); GAYLORD, BRIAN (University of Windsor); DRAKE, PATRICK T. (University of Windsor)",17,1,,1.85,,https://app.dimensions.ai/details/publication/pub.1051938613,0501 Ecological Applications; 05 Environmental Sciences,0501 Ecological Applications,05 Environmental Sciences,,,
59,100,pub.1042384981,10.1029/2005gl023017,,,Sub‐mesoscale coastal eddies observed by high frequency radar: A new mechanism for delivering nutrients to kelp forests in the Southern California Bight,Geophysical Research Letters,,,2005-06,2005,32,12,n/a-n/a,All OA; Gold,Article,"Bassin, Corinne J.; Washburn, Libe; Brzezinski, Mark; McPhee‐Shaw, Erika",,"Bassin, Corinne J. (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Brzezinski, Mark (University of California, Santa Barbara); McPhee‐Shaw, Erika (California State University Los Angeles)",54,8,,3.62,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2005GL023017,https://app.dimensions.ai/details/publication/pub.1042384981,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
60,100,pub.1025099892,10.1016/j.marpetgeo.2004.08.006,,,"The spatial scales, distribution, and intensity of natural marine hydrocarbon seeps near Coal Oil Point, California",Marine and Petroleum Geology,,,2005-04,2005,22,4,569-578,"All OA; Green, Accepted & Submitted",Article,"Washburn, Libe; Clark, Jordan F.; Kyriakidis, Phaedon","Washburn, Libe","Washburn, Libe (University of California, Santa Barbara); Clark, Jordan F. (University of California, Santa Barbara); Kyriakidis, Phaedon (University of California, Santa Barbara)",29,2,,3.2,https://escholarship.org/content/qt2nk6k83v/qt2nk6k83v.pdf?t=krnrtn,https://app.dimensions.ai/details/publication/pub.1025099892,0403 Geology; 04 Earth Sciences; 0404 Geophysics,0403 Geology,04 Earth Sciences,0404 Geophysics,,
61,200,pub.1098737130,10.1061/40761(175)54,,,Early Results and Historical Data from NEOCO (Network for Environmental Observations of the Coastal Ocean),,California and the World Ocean '02,,2005-03-16,2005,,,591-597,Closed,Proceeding,"Largier, John; McManus, Margaret; Washburn, Libe; Morgan, Steven; Sanders, Brett; Stolzenbach, Keith; Stacey, Mark; Lucas, Drew; Carter, Melissa; Scott, Shannon; Wilkinson, Lauren; Palomino, Eufemia",,"Largier, John (); McManus, Margaret (); Washburn, Libe (); Morgan, Steven (); Sanders, Brett (); Stolzenbach, Keith (); Stacey, Mark (); Lucas, Drew (); Carter, Melissa (); Scott, Shannon (); Wilkinson, Lauren (); Palomino, Eufemia ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1098737130,,,,,,
62,200,pub.1098737129,10.1061/40761(175)53,,,"A Coastal Observing System on the South-Central Coast for Understanding Regional Circulation, Pollutant Transport, and Dispersion",,California and the World Ocean '02,,2005-03-16,2005,,,582-590,Closed,Proceeding,"Washburn, Libe; Reed, Dan; Ohlmann, Carter; Cudaback, Cynthia; Dever, Ed",,"Washburn, Libe (); Reed, Dan (); Ohlmann, Carter (); Cudaback, Cynthia (); Dever, Ed ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1098737129,,,,,,
63,100,pub.1013067026,10.1016/j.ecss.2004.09.033,,,"Nutrient contributions to the Santa Barbara Channel, California, from the ephemeral Santa Clara River",Estuarine Coastal and Shelf Science,,,2005-03,2005,62,4,559-574,Closed,Article,"Warrick, Jonathan A.; Washburn, Libe; Brzezinski, Mark A.; Siegel, Dave A.","Warrick, Jonathan A.","Warrick, Jonathan A. (United States Geological Survey); Washburn, Libe (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Siegel, Dave A. (University of California, Santa Barbara)",27,4,,1.81,,https://app.dimensions.ai/details/publication/pub.1013067026,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
64,100,pub.1047050353,10.1029/2004jc002608,,,"Subtidal inner‐shelf circulation near Point Conception, California",Journal of Geophysical Research,,,2005,2005,110,C10,,All OA; Gold,Article,"Cudaback, Cynthia N.; Washburn, Libe; Dever, Ed",,"Cudaback, Cynthia N. (North Carolina State University); Washburn, Libe (University of California, Santa Barbara); Dever, Ed (Oregon State University)",39,4,,4.56,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2004JC002608,https://app.dimensions.ai/details/publication/pub.1047050353,0915 Interdisciplinary Engineering; 09 Engineering; 04 Earth Sciences; 0405 Oceanography,0915 Interdisciplinary Engineering,09 Engineering,04 Earth Sciences,0405 Oceanography,
65,400,pub.1047419833,10.1016/j.marpolbul.2004.07.016,15556188,,"Coastal pollution hazards in southern California observed by SAR imagery: stormwater plumes, wastewater plumes, and natural hydrocarbon seeps",Marine Pollution Bulletin,,"California; Climate; Environmental Monitoring; Image Interpretation, Computer-Assisted; Oceanography; Radar; Surface-Active Agents; Water Movements; Water Pollutants",2004-12,2004,49,11-12,1013-1024,Closed,Article,"DiGiacomo, Paul M.; Washburn, Libe; Holt, Benjamin; Jones, Burton H.","DiGiacomo, Paul M.","DiGiacomo, Paul M. (California Institute of Technology); Washburn, Libe (University of California, Santa Barbara); Holt, Benjamin (California Institute of Technology); Jones, Burton H. (University of Southern California)",48,7,0.44,4.15,,https://app.dimensions.ai/details/publication/pub.1047419833,0907 Environmental Engineering; 09 Engineering; 04 Earth Sciences; 0405 Oceanography,0907 Environmental Engineering,09 Engineering,04 Earth Sciences,0405 Oceanography,
66,100,pub.1031879619,10.1890/03-0559,,,"EFFECTS OF SELF‐FERTILIZATION IN THE GIANT KELP, MACROCYSTIS PYRIFERA",Ecology,,,2004-12,2004,85,12,3267-3276,Closed,Article,"Raimondi, P. T.; Reed, D. C.; Gaylord, B.; Washburn, L.",,"Raimondi, P. T. (University of California, Santa Cruz); Reed, D. C. (University of California, Santa Barbara); Gaylord, B. (University of California, Santa Barbara); Washburn, L. (University of California, Santa Barbara)",32,7,,2.29,,https://app.dimensions.ai/details/publication/pub.1031879619,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
67,100,pub.1043083333,10.1016/j.csr.2004.07.010,,,"A conceptual model for river water and sediment dispersal in the Santa Barbara Channel, California",Continental Shelf Research,,,2004-11,2004,24,17,2029-2043,Closed,Article,"Warrick, Jonathan A.; Mertes, Leal A.K.; Washburn, Libe; Siegel, David A.","Warrick, Jonathan A.","Warrick, Jonathan A. (University of California, Santa Barbara); Mertes, Leal A.K. (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara)",38,7,,3.65,,https://app.dimensions.ai/details/publication/pub.1043083333,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
68,100,pub.1050351761,10.1016/j.jmarsys.2003.05.003,,,Physical–biological coupling in spore dispersal of kelp forest macroalgae,Journal of Marine Systems,,,2004-08,2004,49,1-4,19-39,Closed,Article,"Gaylord, Brian; Reed, Daniel C.; Washburn, Libe; Raimondi, Peter T.","Gaylord, Brian","Gaylord, Brian (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Raimondi, Peter T. (University of California, Santa Cruz)",39,4,,2.5,,https://app.dimensions.ai/details/publication/pub.1050351761,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
69,100,pub.1031461034,10.1175/1520-0426(2004)021<1259:ercmfc>2.0.co;2,,,Evaluating Radial Current Measurements from CODAR High-Frequency Radars with Moored Current Meters*,Journal of Atmospheric and Oceanic Technology,,,2004-08,2004,21,8,1259-1271,"All OA; Green, Accepted & Submitted",Article,"Emery, Brian M.; Washburn, Libe; Harlan, Jack A.",,"Emery, Brian M. (); Washburn, Libe (); Harlan, Jack A. ()",105,14,,25,http://www.codar.com/images/about/2004Emery_JAOTech.pdf,https://app.dimensions.ai/details/publication/pub.1031461034,09 Engineering; 0906 Electrical and Electronic Engineering,09 Engineering,0906 Electrical and Electronic Engineering,,,
70,100,pub.1033219660,10.1007/s00367-003-0163-9,,,"Dispersal forcing of southern California river plumes, based on field and remote sensing observations",Geo-Marine Letters,,,2004-02,2004,24,1,46-52,Closed,Article,"Warrick, Jonathan A.; Mertes, Leal A. K.; Washburn, Libe; Siegel, David A.","Warrick, Jonathan A.","Warrick, Jonathan A. (University of California, Santa Barbara; United States Geological Survey); Mertes, Leal A. K. (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara)",41,4,,3.21,,https://app.dimensions.ai/details/publication/pub.1033219660,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0405 Oceanography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0405 Oceanography,,
71,100,pub.1037772720,10.1029/2003jc001999,,,Low‐frequency waves in the Santa Barbara Channel observed by high‐frequency radar,Journal of Geophysical Research,,,2004,2004,109,C2,,All OA; Gold,Article,"Beckenbach, Edwin; Washburn, Libe",,"Beckenbach, Edwin (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara)",27,1,,1.73,http://onlinelibrary.wiley.com/doi/10.1029/2003JC001999/pdf,https://app.dimensions.ai/details/publication/pub.1037772720,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
72,100,pub.1038554283,10.1007/s00367-003-0137-y,,,Compositional changes in natural gas bubble plumes: observations from the Coal Oil Point marine hydrocarbon seep field,Geo-Marine Letters,,,2003-12,2003,23,3-4,187-193,"All OA; Green, Accepted & Submitted",Article,"Clark, Jordan F.; Leifer, Ira; Washburn, Libe; Luyendyk, Bruce P.","Clark, Jordan F.","Clark, Jordan F. (University of California, Santa Barbara); Leifer, Ira (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Luyendyk, Bruce P. (University of California, Santa Barbara)",32,1,,2.34,https://escholarship.org/content/qt5j26g0h4/qt5j26g0h4.pdf?t=o1ytsu,https://app.dimensions.ai/details/publication/pub.1038554283,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
73,400,pub.1043195144,10.1016/s0141-1136(02)00327-6,12648952,,Spatial scales and evolution of stormwater plumes in Santa Monica Bay,Marine Environmental Research,,California; Environmental Monitoring; Particle Size; Rain; Seasons; Water Movements; Water Pollutants,2003-07,2003,56,1-2,103-125,Closed,Article,"Washburn, Libe; McClure, Kurt A.; Jones, Burton H.; Bay, Steven M.","Washburn, Libe","Washburn, Libe (University of California, Santa Barbara); McClure, Kurt A. (University of California, Santa Barbara); Jones, Burton H. (University of Southern California); Bay, Steven M. (Southern California Coastal Water Research Project)",36,2,0.91,,,https://app.dimensions.ai/details/publication/pub.1043195144,03 Chemical Sciences; 05 Environmental Sciences; 06 Biological Sciences,03 Chemical Sciences,05 Environmental Sciences,06 Biological Sciences,,
74,400,pub.1035305323,10.1016/s0141-1136(02)00331-8,12648956,,Water quality impacts of stormwater discharges to Santa Monica Bay,Marine Environmental Research,,Animals; California; Cities; Environmental Monitoring; Fertilization; Rain; Sea Urchins; Toxicity Tests; Water Movements; Water Pollutants,2003-07,2003,56,1-2,205-223,Closed,Article,"Bay, Steven; Jones, Burton H; Schiff, Kenneth; Washburn, Libe","Bay, Steven","Bay, Steven (Southern California Coastal Water Research Project); Jones, Burton H (University of Southern California); Schiff, Kenneth (Southern California Coastal Water Research Project); Washburn, Libe (University of California, Santa Barbara)",66,3,1.63,,,https://app.dimensions.ai/details/publication/pub.1035305323,03 Chemical Sciences; 05 Environmental Sciences; 06 Biological Sciences,03 Chemical Sciences,05 Environmental Sciences,06 Biological Sciences,,
75,100,pub.1034312690,10.1890/0012-9658(2002)083[1239:apbmom]2.0.co;2,,,A PHYSICALLY BASED MODEL OF MACROALGAL SPORE DISPERSAL IN THE WAVE AND CURRENT‐DOMINATED NEARSHORE,Ecology,,,2002-05,2002,83,5,1239-1251,Closed,Article,"Gaylord, Brian; Reed, Daniel C.; Raimondi, Peter T.; Washburn, Libe; McLean, Stephen R.",,"Gaylord, Brian (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara); Raimondi, Peter T. (University of California, Santa Cruz); Washburn, Libe (University of California, Santa Barbara); McLean, Stephen R. (University of California, Santa Barbara)",118,21,,8.6,,https://app.dimensions.ai/details/publication/pub.1034312690,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
76,100,pub.1038206498,10.1029/2000jc000774,,,"Temporal variation in natural methane seep rate due to tides, Coal Oil Point area, California",Journal of Geophysical Research,,,2001-11-15,2001,106,C11,27077-27086,All OA; Gold,Article,"Boles, J. R.; Clark, J. F.; Leifer, I.; Washburn, L.",,"Boles, J. R. (); Clark, J. F. (); Leifer, I. (); Washburn, L. ()",84,10,,15.58,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2000JC000774,https://app.dimensions.ai/details/publication/pub.1038206498,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
77,100,pub.1023464854,10.1175/1520-0426(2001)018<1411:agcbfm>2.0.co;2,,,A Gas-Capture Buoy for Measuring Bubbling Gas Flux in Oceans and Lakes,Journal of Atmospheric and Oceanic Technology,,,2001-08,2001,18,8,1411-1420,Closed,Article,"Washburn, Libe; Johnson, Cyril; Gotschalk, Chris C.; Egland, E. Thor",,"Washburn, Libe (); Johnson, Cyril (); Gotschalk, Chris C. (); Egland, E. Thor ()",19,1,,2.41,,https://app.dimensions.ai/details/publication/pub.1023464854,0911 Maritime Engineering; 09 Engineering; 0405 Oceanography; 04 Earth Sciences; 0401 Atmospheric Sciences,0911 Maritime Engineering,09 Engineering,0405 Oceanography,04 Earth Sciences,0401 Atmospheric Sciences
78,100,pub.1041907300,10.1046/j.1529-8817.1999.00001-168.x,,,"PATTERNS AND CONSEQUENCES OF SPORE DISPERSAL IN THE GIANT KELP, MACROCYSTIS PYRIFERA",Journal of Phycology,,,2000-12,2000,36,s3,56-56,Closed,Article,"Reed, D.C.; Raimondi, P.T.; Washburn, L.",,"Reed, D.C. (University of California, Santa Barbara); Raimondi, P.T. (University of California, Santa Cruz); Washburn, L. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1041907300,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
79,100,pub.1015107557,10.1029/2000jc000259,,,Dissolved hydrocarbon flux from natural marine seeps to the southern California Bight,Journal of Geophysical Research,,,2000-05-15,2000,105,C5,11509-11522,"All OA; Green, Accepted & Submitted",Article,"Clark, Jordan F.; Washburn, Libe; Hornafius, J. Scott; Luyendyk, Bruce P.",,"Clark, Jordan F. (); Washburn, Libe (); Hornafius, J. Scott (); Luyendyk, Bruce P. ()",61,2,,3.78,https://escholarship.org/content/qt8jz3q08s/qt8jz3q08s.pdf?t=o1yu4e,https://app.dimensions.ai/details/publication/pub.1015107557,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
80,100,pub.1023375608,10.1016/s0278-4343(98)00068-5,,,Dispersion of produced water in a coastal environment and its biological implications,Continental Shelf Research,,,1999-01,1999,19,1,57-78,Closed,Article,"Washburn, Libe; Stone, Shannon; MacIntyre, Sally","Washburn, Libe","Washburn, Libe (University of California, Santa Barbara); Stone, Shannon (Bermuda Institute of Ocean Sciences); MacIntyre, Sally (University of California, Santa Barbara)",22,1,,,,https://app.dimensions.ai/details/publication/pub.1023375608,06 Biological Sciences; 04 Earth Sciences; 0602 Ecology; 0405 Oceanography,06 Biological Sciences,04 Earth Sciences,0602 Ecology,0405 Oceanography,
81,100,pub.1014560497,10.1130/0091-7613(1999)027<1047:dinmhs>2.3.co;2,,,"Decrease in natural marine hydrocarbon seepage near Coal Oil Point, California, associated with offshore oil production",Geology,,,1999,1999,27,11,1047-1050,"All OA; Green, Accepted & Submitted",Article,"Quigley, Derek C.; Hornafius, J. Scott; Luyendyk, Bruce P.; Francis, Robert D.; Clark, Jordan; Washburn, Libe",,"Quigley, Derek C. (University of California, Santa Barbara); Hornafius, J. Scott (University of California, Santa Barbara); Luyendyk, Bruce P. (University of California, Santa Barbara); Francis, Robert D. (California State University, Long Beach); Clark, Jordan (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara)",59,3,,,https://escholarship.org/content/qt0r91j34g/qt0r91j34g.pdf?t=o1yu78,https://app.dimensions.ai/details/publication/pub.1014560497,04 Earth Sciences,04 Earth Sciences,,,,
82,100,pub.1039198140,10.1016/s0967-0637(98)00023-5,,,Eddy stirring and phytoplankton patchiness in the subarctic North Atlantic in late summer,Deep Sea Research Part I Oceanographic Research Papers,,,1998-09,1998,45,9,1411-1439,Closed,Article,"Washburn, Libe; Emery, Brian M; Jones, Burton H; Ondercin, Daniel G","Washburn, Libe","Washburn, Libe (University of California, Santa Barbara); Emery, Brian M (University of California, Santa Barbara); Jones, Burton H (University of Southern California); Ondercin, Daniel G (Johns Hopkins University)",19,2,,,,https://app.dimensions.ai/details/publication/pub.1039198140,04 Earth Sciences; 0403 Geology; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0405 Oceanography,0402 Geochemistry,
83,100,pub.1030684003,10.1029/97jc03422,,,Radiant heating of the western equatorial Pacific during TOGA‐COARE,Journal of Geophysical Research,,,1998-03-15,1998,103,C3,5379-5395,All OA; Gold,Article,"Ohlmann, J. Carter; Siegel, David A.; Washburn, Libe",,"Ohlmann, J. Carter (); Siegel, David A. (); Washburn, Libe ()",24,0,,,http://onlinelibrary.wiley.com/doi/10.1029/97JC03422/pdf,https://app.dimensions.ai/details/publication/pub.1030684003,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
84,100,pub.1091527632,10.21236/ada628496,,,Coastal Ocean Optical Properties in Santa Barbara Basin: Blooms & Plumes,,,,1997-09,1997,,,,All OA; Gold,Article,"Smith, Raymond C; Brzezinski, Mark; Mertes, Leal; Siegel, Dave; Washburn, Libe",,"Smith, Raymond C (); Brzezinski, Mark (); Mertes, Leal (); Siegel, Dave (); Washburn, Libe ()",0,0,,,http://www.dtic.mil/dtic/tr/fulltext/u2/a628496.pdf,https://app.dimensions.ai/details/publication/pub.1091527632,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
85,100,pub.1045836380,10.1029/97gl01610,,,Solitary waves in the western equatorial Pacific Ocean,Geophysical Research Letters,,,1997-07-01,1997,24,13,1603-1606,All OA; Gold,Article,"Pinkel, R.; Merrifield, M.; McPhaden, M.; Picaut, J.; Rutledge, S.; Siegel, D.; Washburn, L.",,"Pinkel, R. (); Merrifield, M. (University of Hawaii at Manoa); McPhaden, M. (Pacific Marine Environmental Laboratory); Picaut, J. (); Rutledge, S. (Colorado State University); Siegel, D. (University of California, Santa Barbara); Washburn, L. (University of California, Santa Barbara)",14,1,,,http://onlinelibrary.wiley.com/doi/10.1029/97GL01610/pdf,https://app.dimensions.ai/details/publication/pub.1045836380,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
86,100,pub.1063421174,10.1175/1520-0426(1996)013<1166:icmett>2.0.co;2,,,Interpreting Conductivity Microstructure: Estimating the Temperature Variance Dissipation Rate,Journal of Atmospheric and Oceanic Technology,,,1996-12,1996,13,6,1166-1188,All OA; Gold,Article,"Washburn, Libe; Duda, Timothy F.; Jacobs, David C.",,"Washburn, Libe (); Duda, Timothy F. (); Jacobs, David C. ()",26,1,,,http://journals.ametsoc.org/doi/pdf/10.1175/1520-0426%281996%29013%3C1166%3AICMETT%3E2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1063421174,0912 Materials Engineering; 09 Engineering,0912 Materials Engineering,09 Engineering,,,
87,100,pub.1094046468,10.1109/oceans.1996.572748,,,Field observations and modeling of dispersion processes around ocean outfalls,,OCEANS 96 MTS/IEEE Conference Proceedings. The Coastal Ocean - Prospects for the 21st Century,,1996,1996,1,,307-312 vol.1,Closed,Proceeding,"Washburn, L.; Jones, B.H.",,"Washburn, L. (University of California, Santa Barbara); Jones, B.H. ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1094046468,0907 Environmental Engineering; 09 Engineering; 04 Earth Sciences; 0405 Oceanography,0907 Environmental Engineering,09 Engineering,04 Earth Sciences,0405 Oceanography,
88,100,pub.1037373005,10.1029/94jc03128,,,"Solar radiation, phytoplankton pigments and the radiant heating of the equatorial Pacific warm pool",Journal of Geophysical Research,,,1995,1995,100,C3,4885-4891,Closed,Article,"Siegel, David A.; Ohlmann, J. Carter; Washburn, Libe; Bidigare, Robert R.; Nosse, Craig T.; Fields, Erik; Zhou, Yimei",,"Siegel, David A. (); Ohlmann, J. Carter (); Washburn, Libe (); Bidigare, Robert R. (); Nosse, Craig T. (); Fields, Erik (); Zhou, Yimei ()",87,5,,,,https://app.dimensions.ai/details/publication/pub.1037373005,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
89,100,pub.1023275418,10.1016/0278-4343(94)90061-2,,,Buoyant plume dispersion in a coastal environment: evolving plume structure and dynamics,Continental Shelf Research,,,1994-08,1994,14,9,1001-1023,Closed,Article,"Wu, Yicun; Washburn, Libe; Jones, Burton H.","Wu, Yicun","Wu, Yicun (University of California, Santa Barbara; University of Southern California); Washburn, Libe (University of California, Santa Barbara); Jones, Burton H. (University of Southern California)",35,1,,,,https://app.dimensions.ai/details/publication/pub.1023275418,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
90,400,pub.1062546931,10.1126/science.261.5128.1560,17798114,,Cross-Shelf Sediment Transport by an Anticyclonic Eddy Off Northern California,Science,,,1993-09-17,1993,261,5128,1560-1564,Closed,Article,"Washburn, Libe; Swenson, Mark S.; Largier, John L.; Kosro, P. Michael; Ramp, Steven R.",,"Washburn, Libe (University of California, Santa Barbara); Swenson, Mark S. (National Oceanic and Atmospheric Administration); Largier, John L. (Scripps Institution of Oceanography); Kosro, P. Michael (Oregon State University); Ramp, Steven R. (Naval Postgraduate School)",46,4,0.07,,,https://app.dimensions.ai/details/publication/pub.1062546931,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
91,200,pub.1057589958,10.1061/(asce)0733-9429(1992)118:1(38),,,"Mixing, Dispersion, and Resuspension in Vicinity of Ocean Wastewater Plume",Journal of Hydraulic Engineering,,,1992-01,1992,118,1,38-58,Closed,Article,"Washburn, Libe; Jones, Burton H.; Bratkovich, Alan; Dickey, T. D.; Chen, Ming‐Sue",,"Washburn, Libe (); Jones, Burton H. (); Bratkovich, Alan (); Dickey, T. D. (); Chen, Ming‐Sue ()",43,2,,,,https://app.dimensions.ai/details/publication/pub.1057589958,0905 Civil Engineering; 09 Engineering,0905 Civil Engineering,09 Engineering,,,
92,100,pub.1028055458,10.1007/978-1-4899-0762-2_72,,,Physical/Bio-Optical Interactions and Productivity Estimates from Oceanic Time Series,,Primary Productivity and Biogeochemical Cycles in the Sea,,1992,1992,,,531-531,Closed,Chapter,"Wiggert, J.; Dickey, T.; Hamilton, M.; Granata, T.; Marra, J.; Langdon, C.; Siegel, D.; Washburn, L.",,"Wiggert, J. (University of Southern California); Dickey, T. (University of Southern California); Hamilton, M. (University of Southern California); Granata, T. (); Marra, J. (Columbia University); Langdon, C. (Columbia University); Siegel, D. (University of California, Santa Barbara); Washburn, L. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1028055458,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
93,200,pub.1005383474,10.1029/91jc02387,,,"Correction to “Evidence of subduction within cold filaments of the northern California Coastal Transition Zone” by David C. Kadko, Libe Washburn, and Burton Jones",Journal of Geophysical Research,,,1991,1991,96,C10,18535-18535,All OA; Gold,Article,"Kadko, David C.; Washburn, Libe; Jones, Burton",,"Kadko, David C. (); Washburn, Libe (); Jones, Burton ()",0,0,,,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/91JC02387,https://app.dimensions.ai/details/publication/pub.1005383474,,,,,,
94,100,pub.1023859895,10.1029/91jc00885,,,Evidence of subduction within cold filaments of the northern California Coastal Transition Zone,Journal of Geophysical Research,,,1991,1991,96,C8,14909-14926,Closed,Article,"Kadko, David C.; Washburn, Libe; Jones, Burton",,"Kadko, David C. (); Washburn, Libe (); Jones, Burton ()",51,3,,,,https://app.dimensions.ai/details/publication/pub.1023859895,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
