,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Galen D Stucky. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
244,100,pub.1046051218,10.1103/physrevb.72.161303,,,Spin dynamics in electrochemically charged CdSe quantum dots,Physical Review B,,,2005-10,2005,72,16,161303,"All OA; Green, Accepted & Submitted",Article,"Stern, N. P.; Poggio, M.; Bartl, M. H.; Hu, E. L.; Stucky, G. D.; Awschalom, D. D.",,"Stern, N. P. (University of California, Santa Barbara); Poggio, M. (University of California, Santa Barbara); Bartl, M. H. (University of California, Santa Barbara); Hu, E. L. (University of California, Santa Barbara); Stucky, G. D. (University of California, Santa Barbara); Awschalom, D. D. (University of California, Santa Barbara)",26,1,,5.12,http://arxiv.org/pdf/cond-mat/0507699,https://app.dimensions.ai/details/publication/pub.1046051218,"02 Physical Sciences; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",02 Physical Sciences,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",,,
245,200,pub.1023380111,10.1002/chin.200535024,,,New Zeotype Borophosphates with Chiral Tetrahedral Topology: (H)0.5M1.25(H2O)1.5 [BP2O8]×H2O (M: Co(II) and Mn(II)).,ChemInform,,,2005-08-30,2005,36,35,,Closed,Article,"Yilmaz, A.; Yildirim, L. Tatar; Bu, X.; Kizilyalli, M.; Stucky, G. D.",,"Yilmaz, A. (Middle East Technical University); Yildirim, L. Tatar (Middle East Technical University); Bu, X. (Middle East Technical University); Kizilyalli, M. (Middle East Technical University); Stucky, G. D. (Middle East Technical University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1023380111,,,,,,
246,400,pub.1005180522,10.1038/nmat1428,16025123,,Sacrificial bonds and hidden length dissipate energy as mineralized fibrils separate during bone fracture,Nature Materials,,"Animals; Calcification, Physiologic; Cattle; Fractures, Bone; Humans",2005-08,2005,4,8,612-616,Closed,Article,"Fantner, Georg E.; Hassenkam, Tue; Kindt, Johannes H.; Weaver, James C.; Birkedal, Henrik; Pechenik, Leonid; Cutroni, Jacqueline A.; Cidade, Geraldo A. G.; Stucky, Galen D.; Morse, Daniel E.; Hansma, Paul K.","Fantner, Georg E.","Fantner, Georg E. (University of California, Santa Barbara); Hassenkam, Tue (University of California, Santa Barbara); Kindt, Johannes H. (University of California, Santa Barbara); Weaver, James C. (University of California, Santa Barbara); Birkedal, Henrik (University of California, Santa Barbara); Pechenik, Leonid (University of California, Santa Barbara); Cutroni, Jacqueline A. (University of California, Santa Barbara); Cidade, Geraldo A. G. (Federal University of Rio de Janeiro); Stucky, Galen D. (University of California, Santa Barbara); Morse, Daniel E. (University of California, Santa Barbara); Hansma, Paul K. (University of California, Santa Barbara)",551,79,11.27,56.64,,https://app.dimensions.ai/details/publication/pub.1005180522,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
247,200,pub.1012262316,10.1002/chin.200529226,,,3‐D Molecular Assembly of Function in Titania‐Based Composite Material Systems,ChemInform,,,2005-07-19,2005,36,29,,Closed,Article,"Bartl, Michael H.; Boettcher, Shannon W.; Frindell, Karen L.; Stucky, Galen D.",,"Bartl, Michael H. (University of California, Santa Barbara); Boettcher, Shannon W. (University of California, Santa Barbara); Frindell, Karen L. (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1012262316,,,,,,
248,400,pub.1055839213,10.1021/ja052815j,16028911,,Vesicle array-templated large-area silica surface patterns.,Journal of the American Chemical Society,,,2005-07,2005,127,29,10154-5,"All OA; Green, Published",Article,"Shi, Qihui; Wang, Jianfang; Wyrsta, Michael D; Stucky, Galen D",,"Shi, Qihui (University of California, Santa Barbara); Wang, Jianfang (); Wyrsta, Michael D (); Stucky, Galen D ()",9,0,0.03,0.93,http://bimat.org/assets/pdf/ucsb_05_127shi.pdf,https://app.dimensions.ai/details/publication/pub.1055839213,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
249,400,pub.1055838498,10.1021/ja050753r,15998076,,Structural analysis of hybrid titania-based mesostructured composites.,Journal of the American Chemical Society,,,2005-07,2005,127,27,9721-30,Closed,Article,"Boettcher, Shannon W; Bartl, Michael H; Hu, Jerry G; Stucky, Galen D",,"Boettcher, Shannon W (University of California, Santa Barbara); Bartl, Michael H (); Hu, Jerry G (); Stucky, Galen D ()",55,1,0.43,5.65,,https://app.dimensions.ai/details/publication/pub.1055838498,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
250,200,pub.1038532222,10.1002/chin.200523233,,,Automated Electrochemical Synthesis and Photoelectrochemical Characterization of Zn1‐xCoxO Thin Films for Solar Hydrogen Production.,ChemInform,,,2005-06-07,2005,36,23,,Closed,Article,"Jaramillo, Thomas F.; Baeck, Sung‐Hyeon; Kleiman‐Shwarsctein, Alan; Choi, Kyoung‐Shin; Stucky, Galen D.; McFarland, Eric W.",,"Jaramillo, Thomas F. (University of California, Santa Barbara); Baeck, Sung‐Hyeon (University of California, Santa Barbara); Kleiman‐Shwarsctein, Alan (University of California, Santa Barbara); Choi, Kyoung‐Shin (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); McFarland, Eric W. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1038532222,,,,,,
251,100,pub.1049910916,10.1002/crat.200410386,,,New zeotype borophosphates with chiral tetrahedral topology: (H)0.5M1.25(H2O)1.5[BP2O8]·H2O (M = Co(II) and Mn(II)),Crystal Research and Technology,,,2005-06,2005,40,6,579-585,Closed,Article,"Yilmaz, A.; Yįldįrįm, L. Tatar; Bu, X.; Kizilyalli, M.; Stucky, G. D.",,"Yilmaz, A. (); Yįldįrįm, L. Tatar (Hacettepe University); Bu, X. (); Kizilyalli, M. (Middle East Technical University); Stucky, G. D. (University of California, Santa Barbara)",9,1,,0.9,,https://app.dimensions.ai/details/publication/pub.1049910916,03 Chemical Sciences; 0302 Inorganic Chemistry,03 Chemical Sciences,0302 Inorganic Chemistry,,,
252,200,pub.1055411348,10.1021/cm050233v,,,Distribution and Role of Trace Transition Metals in Glycera Worm Jaws Studied with Synchrotron Microbeam Techniques,Chemistry of Materials,,,2005-05,2005,17,11,2927-2931,Closed,Article,"Lichtenegger, Helga C.; Birkedal, Henrik; Casa, Diego M.; Cross, Julie O.; Heald, Steve M.; Waite, J. Herbert; Stucky, Galen D.",,"Lichtenegger, Helga C. (); Birkedal, Henrik (); Casa, Diego M. (); Cross, Julie O. (); Heald, Steve M. (); Waite, J. Herbert (); Stucky, Galen D. ()",27,1,,,,https://app.dimensions.ai/details/publication/pub.1055411348,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
253,100,pub.1023051359,10.1557/jmr.2005.0170,,,Synthesis of Au nanoclusters supported upon a TiO2 nanotube array,Journal of Materials Research,,,2005-05,2005,20,5,1093-1096,Closed,Article,"Liu, Xi; Jaramillo, Thomas F.; Kolmakov, Andrei; Baeck, Sung-Hyeon; Moskovits, Martin; Stucky, Galen D.; McFarland, Eric W.",,"Liu, Xi (University of California, Santa Barbara); Jaramillo, Thomas F. (University of California, Santa Barbara); Kolmakov, Andrei (University of California, Santa Barbara); Baeck, Sung-Hyeon (Inha University); Moskovits, Martin (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); McFarland, Eric W. (University of California, Santa Barbara)",11,0,,2.49,,https://app.dimensions.ai/details/publication/pub.1023051359,0204 Condensed Matter Physics; 09 Engineering; 0912 Materials Engineering; 0913 Mechanical Engineering; 02 Physical Sciences,0204 Condensed Matter Physics,09 Engineering,0912 Materials Engineering,0913 Mechanical Engineering,02 Physical Sciences
254,400,pub.1055149831,10.1021/ar040177o,15835873,,3-D molecular assembly of function in titania-based composite material systems.,Accounts of Chemical Research,,,2005-04,2005,38,4,263-71,Closed,Article,"Bartl, Michael H; Boettcher, Shannon W; Frindell, Karen L; Stucky, Galen D",,"Bartl, Michael H (University of California, Santa Barbara); Boettcher, Shannon W (); Frindell, Karen L (); Stucky, Galen D ()",93,4,0.93,9.13,,https://app.dimensions.ai/details/publication/pub.1055149831,0303 Macromolecular and Materials Chemistry; 03 Chemical Sciences; 0302 Inorganic Chemistry; 0306 Physical Chemistry (incl. Structural),0303 Macromolecular and Materials Chemistry,03 Chemical Sciences,0302 Inorganic Chemistry,0306 Physical Chemistry (incl. Structural),
255,100,pub.1002254767,10.1016/j.micromeso.2004.11.003,,,Bromine mediated partial oxidation of ethane over nanostructured zirconia supported metal oxide/bromide,Microporous and Mesoporous Materials,,,2005-04,2005,79,1-3,205-214,Closed,Article,"Yilmaz, Aysen; Zhou, Xiao-Ping; Lorkovic, Ivan M.; Yilmaz, Gurkan A.; Laverman, Leroy; Weiss, Mike; Sun, Shouli; Schaefer, Dieter; Sherman, Jeffrey H.; McFarland, Eric W.; Ford, Peter C.; Stucky, Galen D.","Lorkovic, Ivan M.","Yilmaz, Aysen (University of California, Santa Barbara); Zhou, Xiao-Ping (University of California, Santa Barbara); Lorkovic, Ivan M. (University of California, Santa Barbara); Yilmaz, Gurkan A. (University of California, Santa Barbara); Laverman, Leroy (University of California, Santa Barbara); Weiss, Mike (Marathon Oil (United States)); Sun, Shouli (Marathon Oil (United States)); Schaefer, Dieter (University of California, Santa Barbara); Sherman, Jeffrey H. (Marathon Oil (United States)); McFarland, Eric W. (University of California, Santa Barbara); Ford, Peter C. (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",9,0,,0.91,,https://app.dimensions.ai/details/publication/pub.1002254767,03 Chemical Sciences; 0302 Inorganic Chemistry; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0302 Inorganic Chemistry,0306 Physical Chemistry (incl. Structural),,
256,400,pub.1007062014,10.1021/cc049864x,15762755,,Automated electrochemical synthesis and photoelectrochemical characterization of Zn1-xCo(x)O thin films for solar hydrogen production.,ACS Combinatorial Science,,Automation; Cobalt; Combinatorial Chemistry Techniques; Electrochemistry; Electrodes; Gels; Hydrogen; Oxides; Photochemistry; Ultraviolet Rays; Water; X-Ray Diffraction; Zinc Oxide,2005-03,2005,7,2,264-71,Closed,Article,"Jaramillo, Thomas F; Baeck, Sung-Hyeon; Kleiman-Shwarsctein, Alan; Choi, Kyoung-Shin; Stucky, Galen D; McFarland, Eric W",,"Jaramillo, Thomas F (University of California, Santa Barbara); Baeck, Sung-Hyeon (); Kleiman-Shwarsctein, Alan (); Choi, Kyoung-Shin (); Stucky, Galen D (); McFarland, Eric W ()",109,12,0.58,11.2,,https://app.dimensions.ai/details/publication/pub.1007062014,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
257,200,pub.1055410815,10.1021/cm0485761,,,Ag/AgCl-Loaded Ordered Mesoporous Anatase for Photocatalysis,Chemistry of Materials,,,2005-03,2005,17,6,1409-1415,Closed,Article,"Andersson, Martin; Birkedal, Henrik; Franklin, Nathan R.; Ostomel, Todd; Boettcher, Shannon; Palmqvist, Anders E. C.; Stucky, Galen D.",,"Andersson, Martin (); Birkedal, Henrik (); Franklin, Nathan R. (); Ostomel, Todd (); Boettcher, Shannon (); Palmqvist, Anders E. C. (); Stucky, Galen D. ()",91,5,,,,https://app.dimensions.ai/details/publication/pub.1055410815,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
258,300,pub.1049646099,10.1002/anie.200461296,15614892,,Single‐Crystal Mesoporous Silica Ribbons,Angewandte Chemie International Edition,,"Manufactured Materials; Microscopy, Electron, Transmission; Models, Chemical; Nanostructures; Silicon Dioxide",2005-01,2005,44,2,332-336,Closed,Article,"Wang, Jianfang; Tsung, Chia‐Kuang; Hayward, Ryan C.; Wu, Yiying; Stucky, Galen D.",,"Wang, Jianfang (University of California, Santa Barbara); Tsung, Chia‐Kuang (University of California, Santa Barbara); Hayward, Ryan C. (University of California, Santa Barbara); Wu, Yiying (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",41,1,0.21,4.21,,https://app.dimensions.ai/details/publication/pub.1049646099,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
259,100,pub.1011330775,10.1002/ange.200461296,,,Single‐Crystal Mesoporous Silica Ribbons,Angewandte Chemie,,,2005-01,2005,117,2,336-340,Closed,Article,"Wang, Jianfang; Tsung, Chia‐Kuang; Hayward, Ryan C.; Wu, Yiying; Stucky, Galen D.",,"Wang, Jianfang (University of California, Santa Barbara); Tsung, Chia‐Kuang (University of California, Santa Barbara); Hayward, Ryan C. (University of California, Santa Barbara); Wu, Yiying (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",4,0,,,,https://app.dimensions.ai/details/publication/pub.1011330775,,,,,,
260,100,pub.1093327717,10.1109/cleo.2005.201843,,,External Coupling of Molecular Dye Emission to High-Q Microdisk Resonators,,"(CLEO). Conference on Lasers and Electro-Optics, 2005.",,2005,2005,1,,550-552,Closed,Proceeding,"Rink, David R.; Bartl, Michael H.; Zhang, Lidong; Stucky, Galen D.; Hu, Evelyn L.",,"Rink, David R. (University of California, Santa Barbara); Bartl, Michael H. (University of California, Santa Barbara); Zhang, Lidong (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); Hu, Evelyn L. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1093327717,0306 Physical Chemistry (incl. Structural); 03 Chemical Sciences; 0303 Macromolecular and Materials Chemistry,0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0303 Macromolecular and Materials Chemistry,,
261,100,pub.1067961060,10.1557/proc-874-l2.8/k2.8,,,The Jaws of Nereis: Microstructure and Mechanical Properties,MRS Advances,,,2005,2005,874,,l2.8/k2.8,"All OA; Green, Published",Article,"Birkedal, Henrik; Broomell, Chris; Khan, Rashda K.; Slack, Nelle; Lichtenegger, Helga C.; Zok, Frank; Stucky, Galen D.; Waite, J. Herbert",,"Birkedal, Henrik (); Broomell, Chris (); Khan, Rashda K. (); Slack, Nelle (University of California, Santa Barbara); Lichtenegger, Helga C. (); Zok, Frank (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); Waite, J. Herbert ()",2,1,,0.54,http://www.materials.ucsb.edu/~zok/PDF/JawsBirkedal.pdf,https://app.dimensions.ai/details/publication/pub.1067961060,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
262,200,pub.1008891043,10.1117/12.571794,,,Engineering nanostructures for single-molecule surface-enhanced Raman spectroscopy,Proceedings of SPIE,Nanosensing: Materials and Devices,,2004-12-29,2004,5593,,478-485,Closed,Proceeding,"Moskovits, Martin; Jeong, Dae-Hong; Livneh, Tsachi; Wu, Yiying; Stucky, Galen D.",,"Moskovits, Martin (University of California, Santa Barbara); Jeong, Dae-Hong (University of California, Santa Barbara); Livneh, Tsachi (University of California, Santa Barbara); Wu, Yiying (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1008891043,,,,,,
263,200,pub.1054663195,10.1016/s0920-5861(04)00579-6,,,C1 oxidative coupling via bromine activation and tandem catalytic condensation and neutralization over CaO/zeolite compositesII. Product distribution variation and full bromine confinement,Catalysis Today,,,2004-12-14,2004,98,4,589-594,Closed,Article,"LORKOVIC, I; NOY, M; SCHENCK, W; BELON, C; WEISS, M; SUN, S; SHERMAN, J; MCFARLAND, E; STUCKY, G; FORD, P",,"LORKOVIC, I (); NOY, M (); SCHENCK, W (); BELON, C (); WEISS, M (); SUN, S (); SHERMAN, J (); MCFARLAND, E (); STUCKY, G (); FORD, P ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1054663195,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
264,200,pub.1056215927,10.1021/nl048653r,,,Templated Synthesis of Highly Ordered Mesostructured Nanowires and Nanowire Arrays,Nano Letters,,,2004-12,2004,4,12,2337-2342,Closed,Article,"Wu, Yiying; Livneh, Tsachi; Zhang, You Xiang; Cheng, Guosheng; Wang, Jianfang; Tang, Jing; Moskovits, Martin; Stucky, Galen D.",,"Wu, Yiying (); Livneh, Tsachi (); Zhang, You Xiang (); Cheng, Guosheng (); Wang, Jianfang (); Tang, Jing (); Moskovits, Martin (); Stucky, Galen D. ()",158,4,,,,https://app.dimensions.ai/details/publication/pub.1056215927,,,,,,
265,100,pub.1009303574,10.1016/j.cattod.2004.09.013,,,C1 oxidative coupling via bromine activation and tandem catalytic condensation and neutralization over CaO/zeolite composites II. Product distribution variation and full bromine confinement,Catalysis Today,,,2004-12,2004,98,4,589-594,Closed,Article,"Lorkovic, Ivan M.; Noy, Maria L.; Schenck, Walter A.; Belon, Craig; Weiss, Mike; Sun, Shouli; Sherman, Jeffrey H.; McFarland, Eric W.; Stucky, Galen D.; Ford, Peter C.","Lorkovic, Ivan M.","Lorkovic, Ivan M. (University of California, Santa Barbara); Noy, Maria L. (University of California, Santa Barbara); Schenck, Walter A. (University of California, Santa Barbara); Belon, Craig (University of California, Santa Barbara); Weiss, Mike (); Sun, Shouli (); Sherman, Jeffrey H. (); McFarland, Eric W. (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); Ford, Peter C. (University of California, Santa Barbara)",13,1,,2.17,,https://app.dimensions.ai/details/publication/pub.1009303574,0912 Materials Engineering; 09 Engineering,0912 Materials Engineering,09 Engineering,,,
266,200,pub.1050783197,10.1002/chin.200444244,,,Enhanced Mesostructural Order and Changes to Optical and Electrochemical Properties Induced by the Addition of Cerium(III) to Mesoporous Titania Thin Films.,ChemInform,,,2004-11-02,2004,35,44,,Closed,Article,"Frindell, Karen L.; Tang, Jing; Harreld, John H.; Stucky, Galen D.",,"Frindell, Karen L. (University of California, Santa Barbara); Tang, Jing (University of California, Santa Barbara); Harreld, John H. (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1050783197,,,,,,
267,400,pub.1019094758,10.1038/nmat1230,15502836,,Composite mesostructures by nano-confinement,Nature Materials,,"Microscopy, Electron; Molecular Structure; Nanotechnology",2004-11,2004,3,11,816-822,Closed,Article,"Wu, Yiying; Cheng, Guosheng; Katsov, Kirill; Sides, Scott W.; Wang, Jianfang; Tang, Jing; Fredrickson, Glenn H.; Moskovits, Martin; Stucky, Galen D.","Stucky, Galen D.","Wu, Yiying (University of California, Santa Barbara); Cheng, Guosheng (University of California, Santa Barbara); Katsov, Kirill (University of California, Santa Barbara); Sides, Scott W. (University of California, Santa Barbara); Wang, Jianfang (University of California, Santa Barbara); Tang, Jing (University of California, Santa Barbara); Fredrickson, Glenn H. (University of California, Santa Barbara); Moskovits, Martin (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",454,26,5.33,56.18,,https://app.dimensions.ai/details/publication/pub.1019094758,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
268,400,pub.1016055208,10.1016/j.bone.2004.05.027,15542025,,Influence of the degradation of the organic matrix on the microscopic fracture behavior of trabecular bone,Bone,,"Animals; Biomechanical Phenomena; Bone Matrix; Bone and Bones; Cattle; Compressive Strength; Elasticity; Electrophoresis, Polyacrylamide Gel; Fibrillar Collagens; Fractures, Bone; Hot Temperature; Microscopy, Atomic Force; Microscopy, Electron, Scanning; Spine; Stress, Mechanical; X-Ray Diffraction",2004-11,2004,35,5,1013-1022,Closed,Article,"Fantner, Georg E.; Birkedal, Henrik; Kindt, Johannes H.; Hassenkam, Tue; Weaver, James C.; Cutroni, Jacquelin A.; Bosma, Bonnie L.; Bawazer, Lukmaan; Finch, Marquesa M.; Cidade, Geraldo A.G.; Morse, Daniel E.; Stucky, Galen D.; Hansma, Paul K.","Fantner, Georg E.","Fantner, Georg E. (University of California, Santa Barbara); Birkedal, Henrik (University of California, Santa Barbara); Kindt, Johannes H. (University of California, Santa Barbara); Hassenkam, Tue (University of California, Santa Barbara); Weaver, James C. (University of California, Santa Barbara); Cutroni, Jacquelin A. (University of California, Santa Barbara); Bosma, Bonnie L. (University of California, Santa Barbara); Bawazer, Lukmaan (University of California, Santa Barbara); Finch, Marquesa M. (University of California, Santa Barbara); Cidade, Geraldo A.G. (University of California, Santa Barbara); Morse, Daniel E. (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); Hansma, Paul K. (University of California, Santa Barbara)",88,8,1.82,16.52,,https://app.dimensions.ai/details/publication/pub.1016055208,11 Medical and Health Sciences; 1103 Clinical Sciences,11 Medical and Health Sciences,1103 Clinical Sciences,,,
269,200,pub.1055410965,10.1021/cm049028q,,,Synthesis of Mesoporous Silica Nanofibers with Controlled Pore Architectures,Chemistry of Materials,,,2004-11,2004,16,24,5169-5181,Closed,Article,"Wang, Jianfang; Tsung, Chia-Kuang; Hong, Wenbin; Wu, Yiying; Tang, Jing; Stucky, Galen D.",,"Wang, Jianfang (); Tsung, Chia-Kuang (); Hong, Wenbin (); Wu, Yiying (); Tang, Jing (); Stucky, Galen D. ()",50,1,,,,https://app.dimensions.ai/details/publication/pub.1055410965,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
270,100,pub.1022856317,10.1016/j.cattod.2004.07.058,,,A novel integrated process for the functionalization of methane and ethane: bromine as mediator,Catalysis Today,,,2004-11,2004,98,1-2,317-322,Closed,Article,"Lorkovic, Ivan M.; Yilmaz, Aysen; Yilmaz, Gurkan A.; Zhou, Xiao-Ping; Laverman, Leroy E.; Sun, Shouli; Schaefer, Dieter J.; Weiss, Michael; Noy, Maria L.; Cutler, C. Ian; Sherman, Jeffrey H.; McFarland, Eric W.; Stucky, Galen D.; Ford, Peter C.","Lorkovic, Ivan M.","Lorkovic, Ivan M. (University of California, Santa Barbara); Yilmaz, Aysen (University of California, Santa Barbara); Yilmaz, Gurkan A. (University of California, Santa Barbara); Zhou, Xiao-Ping (University of California, Santa Barbara); Laverman, Leroy E. (University of California, Santa Barbara); Sun, Shouli (Marathon Oil (United States)); Schaefer, Dieter J. (University of California, Santa Barbara); Weiss, Michael (Marathon Oil (United States)); Noy, Maria L. (University of California, Santa Barbara); Cutler, C. Ian (University of California, Santa Barbara); Sherman, Jeffrey H. (Marathon Oil (United States)); McFarland, Eric W. (Marathon Oil (United States); University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); Ford, Peter C. (University of California, Santa Barbara)",24,3,,2.4,,https://app.dimensions.ai/details/publication/pub.1022856317,03 Chemical Sciences; 0302 Inorganic Chemistry,03 Chemical Sciences,0302 Inorganic Chemistry,,,
271,300,pub.1037997818,10.1002/anie.200460510,15495208,,Micrometer‐Sized Spherical Assemblies of Polypeptides and Small Molecules by Acid–Base Chemistry,Angewandte Chemie International Edition,,"Acids; Colloids; Fluorescein-5-isothiocyanate; Microchemistry; Microscopy, Electron, Scanning; Molecular Structure; Oligopeptides; Silicon Dioxide",2004-10-25,2004,43,42,5652-5655,Closed,Article,"McKenna, Brandon J.; Birkedal, Henrik; Bartl, Michael H.; Deming, Timothy J.; Stucky, Galen D.",,"McKenna, Brandon J. (University of California, Santa Barbara); Birkedal, Henrik (University of California, Santa Barbara; Aarhus University); Bartl, Michael H. (University of California, Santa Barbara); Deming, Timothy J. (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",34,0,0.44,3.78,,https://app.dimensions.ai/details/publication/pub.1037997818,0303 Macromolecular and Materials Chemistry; 03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),0303 Macromolecular and Materials Chemistry,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,
272,100,pub.1002396112,10.1002/ange.200460510,,,Micrometer‐Sized Spherical Assemblies of Polypeptides and Small Molecules by Acid–Base Chemistry,Angewandte Chemie,,,2004-10-25,2004,116,42,5770-5773,Closed,Article,"McKenna, Brandon J.; Birkedal, Henrik; Bartl, Michael H.; Deming, Timothy J.; Stucky, Galen D.",,"McKenna, Brandon J. (University of California, Santa Barbara); Birkedal, Henrik (University of California, Santa Barbara; Aarhus University); Bartl, Michael H. (University of California, Santa Barbara); Deming, Timothy J. (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",4,1,,,,https://app.dimensions.ai/details/publication/pub.1002396112,,,,,,
273,200,pub.1033723851,10.1002/chin.200436006,,,Cubic Mesoporous Frameworks with a Mixed Semiconductor Nanocrystalline Wall Structure and Enhanced Sensitivity to Visible Light.,ChemInform,,,2004-09-07,2004,35,36,,Closed,Article,"Bartl, Michael H.; Puls, Stefan P.; Tang, Jing; Lichtenegger, Helga C.; Stucky, Galen D.",,"Bartl, Michael H. (University of California, Santa Barbara); Puls, Stefan P. (University of California, Santa Barbara); Tang, Jing (University of California, Santa Barbara); Lichtenegger, Helga C. (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1033723851,,,,,,
274,400,pub.1055837565,10.1021/ja0480771,15339151,,Dye-activated hybrid organic/inorganic mesostructured titania waveguides.,Journal of the American Chemical Society,,,2004-09,2004,126,35,10826-7,Closed,Article,"Bartl, Michael H; Boettcher, Shannon W; Hu, Evelyn L; Stucky, Galen D",,"Bartl, Michael H (University of California, Santa Barbara); Boettcher, Shannon W (); Hu, Evelyn L (); Stucky, Galen D ()",46,0,0.29,,,https://app.dimensions.ai/details/publication/pub.1055837565,03 Chemical Sciences,03 Chemical Sciences,,,,
275,200,pub.1055410072,10.1021/cm0341989,,,Enhanced Mesostructural Order and Changes to Optical and Electrochemical Properties Induced by the Addition of Cerium(III) to Mesoporous Titania Thin Films,Chemistry of Materials,,,2004-09,2004,16,18,3524-3532,Closed,Article,"Frindell, Karen L.; Tang, Jing; Harreld, John H.; Stucky, Galen D.",,"Frindell, Karen L. (); Tang, Jing (); Harreld, John H. (); Stucky, Galen D. ()",46,4,,,,https://app.dimensions.ai/details/publication/pub.1055410072,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
276,200,pub.1056055565,10.1021/jp040064m,,,Mesostructured Silica/Block Copolymer Composites as Hosts for Optically Limiting Tetraphenylporphyrin Dye Molecules,The Journal of Physical Chemistry B,,,2004-08,2004,108,32,11909-11914,Closed,Article,"Melosh, Nicholas A.; Steinbeck, Christian A.; Scott, Brian J.; Hayward, Ryan C.; Davidson, Patrick; Stucky, Galen D.; Chmelka, Bradley F.",,"Melosh, Nicholas A. (); Steinbeck, Christian A. (); Scott, Brian J. (); Hayward, Ryan C. (); Davidson, Patrick (); Stucky, Galen D. (); Chmelka, Bradley F. ()",18,0,,,,https://app.dimensions.ai/details/publication/pub.1056055565,09 Engineering; 02 Physical Sciences; 03 Chemical Sciences,09 Engineering,02 Physical Sciences,03 Chemical Sciences,,
