,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is William Richard Rice. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
74,400,pub.1028395266,10.1073/pnas.91.1.225,8278369,PMC42919,Extending nondirectional heterogeneity tests to evaluate simply ordered alternative hypotheses,Proceedings of the National Academy of Sciences,,"Genetics, Population; Statistics as Topic",1994-01-04,1994,91,1,225-226,All OA; Gold,Article,"Rice, W R; Gaines, S D",,"Rice, W R (University of California, Santa Cruz); Gaines, S D (University of California, Santa Cruz)",125,2,2.25,,http://www.pnas.org/content/91/1/225.full.pdf,https://app.dimensions.ai/details/publication/pub.1028395266,1117 Public Health and Health Services; 11 Medical and Health Sciences,1117 Public Health and Health Services,11 Medical and Health Sciences,,,
75,400,pub.1085735865,10.1111/j.1558-5646.1993.tb01257.x,28568007,,LABORATORY EXPERIMENTS ON SPECIATION: WHAT HAVE WE LEARNED IN 40 YEARS?,Evolution,,,1993-12,1993,47,6,1637-1653,All OA; Gold,Article,"Rice, William R; Hostert, Ellen E",,"Rice, William R (University of California, Santa Cruz); Hostert, Ellen E (University of California, Santa Cruz)",479,32,6.19,,https://doi.org/10.1111/j.1558-5646.1993.tb01257.x,https://app.dimensions.ai/details/publication/pub.1085735865,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
76,200,pub.1069919076,10.2307/2410209,,,Laboratory Experiments on Speciation: What Have We Learned in 40 Years?,Evolution,,,1993-12,1993,47,6,1637,Closed,Article,"Rice, William R.; Hostert, Ellen E.",,"Rice, William R. (); Hostert, Ellen E. ()",489,7,,,,https://app.dimensions.ai/details/publication/pub.1069919076,0602 Ecology; 06 Biological Sciences; 0603 Evolutionary Biology,0602 Ecology,06 Biological Sciences,0603 Evolutionary Biology,,
77,400,pub.1085717409,10.1111/j.1558-5646.1991.tb04356.x,28564051,,SELECTION OF BENEVOLENCE IN A HOST–PARASITE SYSTEM,Evolution,,,1991-06,1991,45,4,875-882,All OA; Gold,Article,"Bull, J J; Molineux, Ian J; Rice, W R",,"Bull, J J (The University of Texas at Austin); Molineux, Ian J (The University of Texas at Austin); Rice, W R (University of California, Santa Cruz)",167,17,2.04,,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1558-5646.1991.tb04356.x,https://app.dimensions.ai/details/publication/pub.1085717409,0602 Ecology; 06 Biological Sciences; 0603 Evolutionary Biology,0602 Ecology,06 Biological Sciences,0603 Evolutionary Biology,,
78,200,pub.1069918601,10.2307/2409695,,,Selection of Benevolence in a Host-Parasite System,Evolution,,,1991-06,1991,45,4,875,Closed,Article,"Bull, J. J.; Molineux, Ian J.; Rice, W. R.",,"Bull, J. J. (); Molineux, Ian J. (); Rice, W. R. ()",101,1,,,,https://app.dimensions.ai/details/publication/pub.1069918601,0602 Ecology; 06 Biological Sciences; 0603 Evolutionary Biology,0602 Ecology,06 Biological Sciences,0603 Evolutionary Biology,,
79,400,pub.1025053880,10.1016/s0022-5193(05)80072-4,1881147,,Distinguishing mechanisms for the evolution of co-operation,Journal of Theoretical Biology,,"Animals; Biological Evolution; Cooperative Behavior; Game Theory; Insecta; Models, Biological; Plants",1991-03,1991,149,1,63-74,Closed,Article,"Bull, J.J.; Rice, W.R.",,"Bull, J.J. (The University of Texas at Austin); Rice, W.R. (University of California, Santa Cruz)",309,36,5.84,,,https://app.dimensions.ai/details/publication/pub.1025053880,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
80,400,pub.1085724709,10.1111/j.1558-5646.1990.tb05221.x,28563894,,THE EVOLUTION OF REPRODUCTIVE ISOLATION AS A CORRELATED CHARACTER UNDER SYMPATRIC CONDITIONS: EXPERIMENTAL EVIDENCE,Evolution,,,1990-08,1990,44,5,1140-1152,All OA; Gold,Article,"Rice, William R; Salt, George W",,"Rice, William R (University of New Mexico); Salt, George W (University of California, Davis)",83,10,1.55,,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1558-5646.1990.tb05221.x,https://app.dimensions.ai/details/publication/pub.1085724709,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
81,200,pub.1085730062,10.1111/j.1558-5646.1989.tb04220.x,28568501,,ANALYZING TABLES OF STATISTICAL TESTS,Evolution,,,1989-01,1989,43,1,223-225,All OA; Gold,Article,"Rice, William R",,"Rice, William R (University of New Mexico)",8212,640,106.44,,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1558-5646.1989.tb04220.x,https://app.dimensions.ai/details/publication/pub.1085730062,0602 Ecology; 06 Biological Sciences; 0603 Evolutionary Biology,0602 Ecology,06 Biological Sciences,0603 Evolutionary Biology,,
82,200,pub.1085722924,10.1111/j.1558-5646.1988.tb02500.x,28563858,,HERITABLE VARIATION IN FITNESS AS A PREREQUISITE FOR ADAPTIVE FEMALE CHOICE: THE EFFECT OF MUTATION‐SELECTION BALANCE,Evolution,,,1988-07,1988,42,4,817-820,All OA; Gold,Article,"Rice, William R",,"Rice, William R (University of New Mexico)",70,1,0.83,,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1558-5646.1988.tb02500.x,https://app.dimensions.ai/details/publication/pub.1085722924,0602 Ecology; 06 Biological Sciences; 0603 Evolutionary Biology,0602 Ecology,06 Biological Sciences,0603 Evolutionary Biology,,
83,100,pub.1049893123,10.1007/bf02071555,,,Speciation via habitat specialization: the evolution of reproductive isolation as a correlated character,Evolutionary Ecology,,,1987-10,1987,1,4,301-314,Closed,Article,"Rice, William R.",,"Rice, William R. (University of New Mexico)",192,7,,,,https://app.dimensions.ai/details/publication/pub.1049893123,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
84,200,pub.1085719377,10.1111/j.1558-5646.1987.tb05864.x,28564364,,THE ACCUMULATION OF SEXUALLY ANTAGONISTIC GENES AS A SELECTIVE AGENT PROMOTING THE EVOLUTION OF REDUCED RECOMBINATION BETWEEN PRIMITIVE SEX CHROMOSOMES,Evolution,,,1987-07,1987,41,4,911-914,All OA; Gold,Article,"Rice, William R",,"Rice, William R (University of New Mexico)",158,41,2.76,,https://doi.org/10.1111/j.1558-5646.1987.tb05864.x,https://app.dimensions.ai/details/publication/pub.1085719377,0602 Ecology; 06 Biological Sciences; 0603 Evolutionary Biology,0602 Ecology,06 Biological Sciences,0603 Evolutionary Biology,,
85,400,pub.1085725744,10.1111/j.1558-5646.1986.tb00514.x,28556317,,ON THE INSTABILITY OF POLYGENIC SEX DETERMINATION: THE EFFECT OF SEX‐SPECIFIC SELECTION,Evolution,,,1986-05,1986,40,3,633-639,Closed,Article,"Rice, William R",,"Rice, William R (University of New Mexico)",28,7,0.56,,,https://app.dimensions.ai/details/publication/pub.1085725744,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
86,200,pub.1062530558,10.1126/science.229.4712.487,17738682,,Graft Compatibility and Clonal Identity in Invertebrates,Science,,,1985-08-02,1985,229,4712,487-488,All OA; Gold,Article,"GROSBERG, RICHARD K.; RICE, WILLIAM R.; PALUMBI, STEPHEN R.",,"GROSBERG, RICHARD K. (); RICE, WILLIAM R. (); PALUMBI, STEPHEN R. ()",9,0,0.21,,http://science.sciencemag.org/content/229/4712/487.full.pdf,https://app.dimensions.ai/details/publication/pub.1062530558,,,,,,
