,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Patricia Ann Holden. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
47,400,pub.1030416008,10.1016/j.watres.2013.03.062,23916711,,Performance evaluation of canine-associated Bacteroidales assays in a multi-laboratory comparison study,Water Research,,"Animals; Bacteroidetes; California; DNA, Bacterial; Dogs; Environmental Monitoring; Feces; RNA, Ribosomal, 16S; Real-Time Polymerase Chain Reaction; Sensitivity and Specificity; Single-Blind Method; Water Microbiology; Water Pollution",2013-11,2013,47,18,6909-6920,Closed,Article,"Schriewer, Alexander; Goodwin, Kelly D.; Sinigalliano, Christopher D.; Cox, Annie M.; Wanless, David; Bartkowiak, Jakob; Ebentier, Darcy L.; Hanley, Kaitlyn T.; Ervin, Jared; Deering, Louise A.; Shanks, Orin C.; Peed, Lindsay A.; Meijer, Wim G.; Griffith, John F.; SantoDomingo, Jorge; Jay, Jennifer A.; Holden, Patricia A.; Wuertz, Stefan","Wuertz, Stefan","Schriewer, Alexander (University of California, Davis); Goodwin, Kelly D. (Atlantic Oceanographic and Meteorological Laboratory); Sinigalliano, Christopher D. (Atlantic Oceanographic and Meteorological Laboratory); Cox, Annie M. (National Oceanic and Atmospheric Administration); Wanless, David (University of Miami); Bartkowiak, Jakob (University of Miami); Ebentier, Darcy L. (University of California Los Angeles); Hanley, Kaitlyn T. (University of California, Davis; University of California Los Angeles); Ervin, Jared (University of California, Santa Barbara); Deering, Louise A. (University College Dublin); Shanks, Orin C. (Environmental Protection Agency); Peed, Lindsay A. (Environmental Protection Agency); Meijer, Wim G. (University College Dublin); Griffith, John F. (Southern California Coastal Water Research Project); SantoDomingo, Jorge (Environmental Protection Agency); Jay, Jennifer A. (University of California Los Angeles); Holden, Patricia A. (University of California, Santa Barbara); Wuertz, Stefan (University of California, Davis; Nanyang Technological University)",25,7,1.81,6.33,,https://app.dimensions.ai/details/publication/pub.1030416008,10 Technology; 1004 Medical Biotechnology,10 Technology,1004 Medical Biotechnology,,,
48,400,pub.1016770634,10.1016/j.watres.2013.02.061,23880215,,Evaluation of molecular community analysis methods for discerning fecal sources and human waste,Water Research,,"Animals; Birds; DNA Fingerprinting; DNA, Bacterial; Environmental Monitoring; Feces; Humans; Mammals; Phylogeny; Polymerase Chain Reaction; Polymorphism, Restriction Fragment Length; RNA, Ribosomal, 16S; Sewage; Water Microbiology; Water Pollution",2013-11,2013,47,18,6862-6872,Closed,Article,"Cao, Yiping; Van De Werfhorst, Laurie C.; Dubinsky, Eric A.; Badgley, Brian D.; Sadowsky, Michael J.; Andersen, Gary L.; Griffith, John F.; Holden, Patricia A.","Cao, Yiping","Cao, Yiping (Southern California Coastal Water Research Project); Van De Werfhorst, Laurie C. (University of California, Santa Barbara); Dubinsky, Eric A. (Lawrence Berkeley National Laboratory); Badgley, Brian D. (University of Minnesota); Sadowsky, Michael J. (University of Minnesota); Andersen, Gary L. (Lawrence Berkeley National Laboratory); Griffith, John F. (Southern California Coastal Water Research Project); Holden, Patricia A. (University of California, Santa Barbara)",33,11,2.22,3.93,,https://app.dimensions.ai/details/publication/pub.1016770634,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
49,400,pub.1016220631,10.1016/j.watres.2013.03.060,23880219,,Bacteroidales terminal restriction fragment length polymorphism (TRFLP) for fecal source differentiation in comparison to and in combination with universal bacteria TRFLP,Water Research,,"Animals; Bacteroidetes; Birds; DNA, Bacterial; Environmental Monitoring; Feces; Humans; Mammals; Polymerase Chain Reaction; Polymorphism, Restriction Fragment Length; RNA, Ribosomal, 16S; Sensitivity and Specificity; Waste Water",2013-11,2013,47,18,6944-6955,Closed,Article,"Cao, Yiping; Van De Werfhorst, Laurie C.; Scott, Elizabeth A.; Raith, Meredith R.; Holden, Patricia A.; Griffith, John F.","Griffith, John F.","Cao, Yiping (Southern California Coastal Water Research Project); Van De Werfhorst, Laurie C. (University of California, Santa Barbara); Scott, Elizabeth A. (Southern California Coastal Water Research Project); Raith, Meredith R. (Southern California Coastal Water Research Project); Holden, Patricia A. (University of California, Santa Barbara); Griffith, John F. (Southern California Coastal Water Research Project)",9,1,0.75,1.07,,https://app.dimensions.ai/details/publication/pub.1016220631,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
50,400,pub.1002566317,10.1016/j.watres.2013.03.061,23871256,,Comparison of PCR and quantitative real-time PCR methods for the characterization of ruminant and cattle fecal pollution sources,Water Research,,"Animals; Bacteria; California; Cattle; DNA, Bacterial; Environmental Monitoring; Feces; Genetic Markers; Polymerase Chain Reaction; RNA, Ribosomal, 16S; Real-Time Polymerase Chain Reaction; Ruminants; Water Microbiology; Water Pollution",2013-11,2013,47,18,6921-6928,"All OA; Green, Published",Article,"Raith, Meredith R.; Kelty, Catherine A.; Griffith, John F.; Schriewer, Alexander; Wuertz, Stefan; Mieszkin, Sophie; Gourmelon, Michele; Reischer, Georg H.; Farnleitner, Andreas H.; Ervin, Jared S.; Holden, Patricia A.; Ebentier, Darcy L.; Jay, Jennifer A.; Wang, Dan; Boehm, Alexandria B.; Aw, Tiong Gim; Rose, Joan B.; Balleste, E.; Meijer, W.G.; Sivaganesan, Mano; Shanks, Orin C.","Shanks, Orin C.","Raith, Meredith R. (Southern California Coastal Water Research Project); Kelty, Catherine A. (Environmental Protection Agency); Griffith, John F. (Southern California Coastal Water Research Project); Schriewer, Alexander (University of California, Davis); Wuertz, Stefan (University of California, Davis); Mieszkin, Sophie (French Research Institute for Exploitation of the Sea); Gourmelon, Michele (French Research Institute for Exploitation of the Sea); Reischer, Georg H. (TU Wien); Farnleitner, Andreas H. (TU Wien); Ervin, Jared S. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara); Ebentier, Darcy L. (University of California Los Angeles); Jay, Jennifer A. (University of California Los Angeles); Wang, Dan (Stanford University); Boehm, Alexandria B. (Stanford University); Aw, Tiong Gim (Michigan State University); Rose, Joan B. (Michigan State University); Balleste, E. (University College Dublin); Meijer, W.G. (University College Dublin); Sivaganesan, Mano (Environmental Protection Agency); Shanks, Orin C. (Environmental Protection Agency)",24,7,1.54,4.13,http://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1192&context=usepapapers,https://app.dimensions.ai/details/publication/pub.1002566317,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
51,400,pub.1001157237,10.1128/aem.01680-13,23851096,PMC3754167,Differential Growth of and Nanoscale TiO2 Accumulation in Tetrahymena thermophila by Direct Feeding versus Trophic Transfer from Pseudomonas aeruginosa,Applied and Environmental Microbiology,,Environmental Pollutants; Locomotion; Pseudomonas aeruginosa; Tetrahymena thermophila; Titanium,2013-09-15,2013,79,18,5616-5624,All OA; Gold,Article,"Mielke, Randall E.; Priester, John H.; Werlin, Rebecca A.; Gelb, Jeff; Horst, Allison M.; Orias, Eduardo; Holden, Patricia A.",,"Mielke, Randall E. (University of California, Santa Barbara; Jet Propulsion Lab); Priester, John H. (University of California, Santa Barbara); Werlin, Rebecca A. (University of California, Santa Barbara); Gelb, Jeff (); Horst, Allison M. (University of California, Santa Barbara); Orias, Eduardo (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",29,4,1.78,5,https://aem.asm.org/content/79/18/5616.full.pdf,https://app.dimensions.ai/details/publication/pub.1001157237,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
52,400,pub.1038650913,10.1080/15459624.2013.818231,23927041,,The Hierarchy of Environmental Health and Safety Practices in the U.S. Nanotechnology Workplace,Journal of Occupational and Environmental Hygiene,,Environmental Health; Humans; Nanostructures; Nanotechnology; Occupational Exposure; Particle Size; Risk Assessment; Safety Management; United States; Workplace,2013-09,2013,10,9,130703165245005,Closed,Article,"Engeman, Cassandra D; Baumgartner, Lynn; Carr, Benjamin M; Fish, Allison M; Meyerhofer, John D; Satterfield, Terre A; Holden, Patricia A; Harthorn, Barbara Herr",,"Engeman, Cassandra D (University of California, Santa Barbara); Baumgartner, Lynn (); Carr, Benjamin M (); Fish, Allison M (); Meyerhofer, John D (); Satterfield, Terre A (); Holden, Patricia A (); Harthorn, Barbara Herr ()",11,2,0.42,2.39,,https://app.dimensions.ai/details/publication/pub.1038650913,1117 Public Health and Health Services; 11 Medical and Health Sciences,1117 Public Health and Health Services,11 Medical and Health Sciences,,,
53,100,pub.1036957523,10.1007/s11051-013-1899-4,,,Assessing interactions of hydrophilic nanoscale TiO2 with soil water,Journal of Nanoparticle Research,,,2013-09,2013,15,9,1899,Closed,Article,"Priester, John H.; Ge, Yuan; Chang, Vivian; Stoimenov, Peter K.; Schimel, Joshua P.; Stucky, Galen D.; Holden, Patricia A.","Holden, Patricia A.","Priester, John H. (University of California, Santa Barbara); Ge, Yuan (University of California, Santa Barbara); Chang, Vivian (University of California, Santa Barbara); Stoimenov, Peter K. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",11,3,,2.79,,https://app.dimensions.ai/details/publication/pub.1036957523,"09 Engineering; 10 Technology; 0912 Materials Engineering; 1007 Nanotechnology; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences",09 Engineering,10 Technology,0912 Materials Engineering,1007 Nanotechnology,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics"
54,400,pub.1040938608,10.1002/smll.201201455,22961674,,An Assessment of Fluorescence‐ and Absorbance‐Based Assays to Study Metal‐Oxide Nanoparticle ROS Production and Effects on Bacterial Membranes,Small,,Cell Wall; Escherichia coli; Fluorescence; Metal Nanoparticles; Oxides; Reactive Oxygen Species; Superoxides,2013-05-27,2013,9,9‐10,1753-1764,Closed,Article,"Horst, Allison M.; Vukanti, Raja; Priester, John H.; Holden, Patricia A.",,"Horst, Allison M. (University of California, Santa Barbara); Vukanti, Raja (University of California, Santa Barbara); Priester, John H. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",27,3,1.75,4.17,,https://app.dimensions.ai/details/publication/pub.1040938608,10 Technology; 0601 Biochemistry and Cell Biology; 1007 Nanotechnology; 06 Biological Sciences,10 Technology,0601 Biochemistry and Cell Biology,1007 Nanotechnology,06 Biological Sciences,
55,400,pub.1006616929,10.1002/smll.201201700,23027589,,Implementation of a Multidisciplinary Approach to Solve Complex Nano EHS Problems by the UC Center for the Environmental Implications of Nanotechnology,Small,,Environment; Environmental Pollutants; Nanostructures; Nanotechnology; United States; United States Environmental Protection Agency,2013-05-27,2013,9,9‐10,1428-1443,Closed,Article,"Xia, Tian; Malasarn, Davin; Lin, Sijie; Ji, Zhaoxia; Zhang, Haiyuan; Miller, Robert J.; Keller, Arturo A.; Nisbet, Roger M.; Harthorn, Barbara H.; Godwin, Hilary A.; Lenihan, Hunter S.; Liu, Rong; Gardea‐Torresdey, Jorge; Cohen, Yoram; Mädler, Lutz; Holden, Patricia A.; Zink, Jeffrey I.; Nel, Andre E.",,"Xia, Tian (University of California Los Angeles); Malasarn, Davin (University of California Los Angeles); Lin, Sijie (University of California Los Angeles); Ji, Zhaoxia (University of California Los Angeles); Zhang, Haiyuan (University of California Los Angeles); Miller, Robert J. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara); Harthorn, Barbara H. (University of California, Santa Barbara); Godwin, Hilary A. (University of California Los Angeles); Lenihan, Hunter S. (University of California, Santa Barbara); Liu, Rong (University of California Los Angeles); Gardea‐Torresdey, Jorge (The University of Texas at El Paso); Cohen, Yoram (University of California Los Angeles); Mädler, Lutz (University of Bremen); Holden, Patricia A. (University of California, Santa Barbara); Zink, Jeffrey I. (University of California Los Angeles); Nel, Andre E. (University of California Los Angeles)",23,4,0.99,4.3,,https://app.dimensions.ai/details/publication/pub.1006616929,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
56,400,pub.1055150219,10.1021/ar300069t,23039211,,"Ecological nanotoxicology: integrating nanomaterial hazard considerations across the subcellular, population, community, and ecosystems levels.",Accounts of Chemical Research,,Animals; Ecology; Ecosystem; Humans; Nanostructures; Quantum Dots; Risk Factors; Toxicity Tests,2013-03-19,2013,46,3,813-22,Closed,Article,"Holden, Patricia A.; Nisbet, Roger M.; Lenihan, Hunter S.; Miller, Robert J.; Cherr, Gary N.; Schimel, Joshua P.; Gardea-Torresdey, Jorge L.",,"Holden, Patricia A. (); Nisbet, Roger M. (University of California, Santa Barbara); Lenihan, Hunter S. (); Miller, Robert J. (); Cherr, Gary N. (University of California, Davis); Schimel, Joshua P. (University of California, Santa Barbara); Gardea-Torresdey, Jorge L. (The University of Texas at El Paso)",85,23,4.37,,,https://app.dimensions.ai/details/publication/pub.1055150219,03 Chemical Sciences,03 Chemical Sciences,,,,
57,400,pub.1024649959,10.1007/s10646-012-1028-7,23291788,,Dynamic energy budget approach to modeling mechanisms of CdSe quantum dot toxicity,Ecotoxicology,,"Cadmium Compounds; Dose-Response Relationship, Drug; Energy Metabolism; Kinetics; Microbial Viability; Models, Biological; Oxidative Stress; Pseudomonas aeruginosa; Quantum Dots; Reactive Oxygen Species; Selenium Compounds; Solubility; Toxicity Tests",2013-03,2013,22,2,319-330,Closed,Article,"Klanjscek, Tin; Nisbet, Roger M.; Priester, John H.; Holden, Patricia A.","Klanjscek, Tin","Klanjscek, Tin (University of California, Santa Barbara; Rudjer Boskovic Institute); Nisbet, Roger M. (University of California, Santa Barbara); Priester, John H. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",16,3,0.9,,,https://app.dimensions.ai/details/publication/pub.1024649959,03 Chemical Sciences; 05 Environmental Sciences; 06 Biological Sciences,03 Chemical Sciences,05 Environmental Sciences,06 Biological Sciences,,
58,400,pub.1004468260,10.1021/nn305196q,23320560,,In situ synchrotron X-ray fluorescence mapping and speciation of CeO₂ and ZnO nanoparticles in soil cultivated soybean (Glycine max).,ACS Nano,,"Cerium; Reproduction; Soil; Soybeans; Spectrometry, X-Ray Emission; Synchrotrons; Zinc Oxide",2013-02-26,2013,7,2,1415-23,Closed,Article,"Hernandez-Viezcas, Jose A.; Castillo-Michel, Hiram; Andrews, Joy Cooke; Cotte, Marine; Rico, Cyren; Peralta-Videa, Jose R.; Ge, Yuan; Priester, John H.; Holden, Patricia Ann; Gardea-Torresdey, Jorge L.",,"Hernandez-Viezcas, Jose A. (); Castillo-Michel, Hiram (European Synchrotron Radiation Facility); Andrews, Joy Cooke (SLAC National Accelerator Laboratory); Cotte, Marine (European Synchrotron Radiation Facility); Rico, Cyren (); Peralta-Videa, Jose R. (); Ge, Yuan (University of California, Santa Barbara); Priester, John H. (University of California, Santa Barbara); Holden, Patricia Ann (University of California, Santa Barbara); Gardea-Torresdey, Jorge L. ()",168,49,8.54,28.88,,https://app.dimensions.ai/details/publication/pub.1004468260,0607 Plant Biology; 03 Chemical Sciences; 06 Biological Sciences; 0306 Physical Chemistry (incl. Structural),0607 Plant Biology,03 Chemical Sciences,06 Biological Sciences,0306 Physical Chemistry (incl. Structural),
59,400,pub.1000282234,10.1007/s00248-012-0092-0,22864851,,The Influence of In Situ Chemical Oxidation on Microbial Community Composition in Groundwater Contaminated with Chlorinated Solvents,Microbial Ecology,,"Bacteria; Biodegradation, Environmental; Biofilms; Biomass; DNA, Bacterial; Groundwater; Oligonucleotide Array Sequence Analysis; Oxidation-Reduction; Phylogeny; Polymorphism, Restriction Fragment Length; RNA, Ribosomal, 16S; Sodium Compounds; Solvents; Trichloroethylene; Water Microbiology; Water Pollutants, Chemical",2013-01,2013,65,1,39-49,Closed,Article,"Sercu, Bram; Jones, Antony D. G.; Wu, Cindy H.; Escobar, Mauricio H.; Serlin, Carol L.; Knapp, Timothy A.; Andersen, Gary L.; Holden, Patricia A.","Sercu, Bram","Sercu, Bram (University of California, Santa Barbara); Jones, Antony D. G. (); Wu, Cindy H. (Lawrence Berkeley National Laboratory; California Department of Public Health); Escobar, Mauricio H. (); Serlin, Carol L. (); Knapp, Timothy A. (); Andersen, Gary L. (Lawrence Berkeley National Laboratory); Holden, Patricia A. (University of California, Santa Barbara)",13,3,0.79,1.55,,https://app.dimensions.ai/details/publication/pub.1000282234,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
60,200,pub.1001325577,10.1073/pnas.1215763109,,PMC3523820,Reply to Lombi et al.: Clear effects of manufactured nanomaterials to soybean,Proceedings of the National Academy of Sciences,,,2012-12-04,2012,109,49,e3337-e3337,All OA; Gold,Article,"Priester, John H.; Ge, Yuan; Mielke, Randall E.; Horst, Allison M.; Moritz, Shelly Cole; Espinosa, Katherine; Gelb, Jeff; Walker, Sharon L.; Nisbet, Roger M.; An, Youn-Joo; Schimel, Joshua P.; Palmer, Reid G.; Hernandez-Viezcas, Jose A.; Zhao, Lijuan; Gardea-Torresdey, Jorge L.; Holden, Patricia A.",,"Priester, John H. (); Ge, Yuan (); Mielke, Randall E. (California Institute of Technology); Horst, Allison M. (); Moritz, Shelly Cole (); Espinosa, Katherine (Iowa State University); Gelb, Jeff (); Walker, Sharon L. (University of California, Riverside); Nisbet, Roger M. (University of California, Santa Barbara); An, Youn-Joo (Konkuk University); Schimel, Joshua P. (University of California, Santa Barbara); Palmer, Reid G. (Iowa State University); Hernandez-Viezcas, Jose A. (The University of Texas at El Paso); Zhao, Lijuan (The University of Texas at El Paso); Gardea-Torresdey, Jorge L. (The University of Texas at El Paso); Holden, Patricia A. ()",1,0,,,http://www.pnas.org/content/109/49/E3337.full.pdf,https://app.dimensions.ai/details/publication/pub.1001325577,,,,,,
61,400,pub.1026647931,10.1128/aem.00941-12,22798374,PMC3426698,Identification of Soil Bacteria Susceptible to TiO2 and ZnO Nanoparticles,Applied and Environmental Microbiology,,"Anti-Bacterial Agents; Bacteria; Biota; Cluster Analysis; DNA Barcoding, Taxonomic; Nanoparticles; Phylogeny; Sequence Analysis, DNA; Soil Microbiology; Titanium; Zinc Oxide",2012-09-15,2012,78,18,6749-6758,All OA; Gold,Article,"Ge, Yuan; Schimel, Joshua P.; Holden, Patricia A.",,"Ge, Yuan (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",117,40,3.34,13.82,https://aem.asm.org/content/78/18/6749.full.pdf,https://app.dimensions.ai/details/publication/pub.1026647931,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
62,400,pub.1011265828,10.1073/pnas.1205431109,22908279,PMC3443164,Soybean susceptibility to manufactured nanomaterials with evidence for food quality and soil fertility interruption,Proceedings of the National Academy of Sciences,,"Agriculture; Cerium; Chromatography, Gas; Fertility; Food Quality; Mass Spectrometry; Microscopy, Electron; Nanostructures; Nanotechnology; Nitrogen Fixation; Soil Pollutants; Soybeans; X-Ray Absorption Spectroscopy; Zinc Oxide",2012-09-11,2012,109,37,e2451-e2456,All OA; Gold,Article,"Priester, John H.; Ge, Yuan; Mielke, Randall E.; Horst, Allison M.; Moritz, Shelly Cole; Espinosa, Katherine; Gelb, Jeff; Walker, Sharon L.; Nisbet, Roger M.; An, Youn-Joo; Schimel, Joshua P.; Palmer, Reid G.; Hernandez-Viezcas, Jose A.; Zhao, Lijuan; Gardea-Torresdey, Jorge L.; Holden, Patricia A.",,"Priester, John H. (University of California, Santa Barbara); Ge, Yuan (University of California, Santa Barbara); Mielke, Randall E. (University of California, Santa Barbara; California Institute of Technology); Horst, Allison M. (University of California, Santa Barbara); Moritz, Shelly Cole (); Espinosa, Katherine (Iowa State University); Gelb, Jeff (Carl Zeiss (United States)); Walker, Sharon L. (University of California, Riverside); Nisbet, Roger M. (University of California, Santa Barbara); An, Youn-Joo (Konkuk University); Schimel, Joshua P. (University of California, Santa Barbara); Palmer, Reid G. (Iowa State University); Hernandez-Viezcas, Jose A. (University of California, Santa Barbara; The University of Texas at El Paso); Zhao, Lijuan (University of California, Santa Barbara; The University of Texas at El Paso); Gardea-Torresdey, Jorge L. (University of California, Santa Barbara; The University of Texas at El Paso); Holden, Patricia A. (University of California, Santa Barbara)",227,66,9.19,39.39,http://www.pnas.org/content/109/37/E2451.full.pdf,https://app.dimensions.ai/details/publication/pub.1011265828,0703 Crop and Pasture Production; 0503 Soil Sciences; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,0503 Soil Sciences,0607 Plant Biology,05 Environmental Sciences,06 Biological Sciences
63,100,pub.1026978938,10.1007/s11051-012-1014-2,,,Nanoparticle dispersion in environmentally relevant culture media: a TiO2 case study and considerations for a general approach,Journal of Nanoparticle Research,,,2012-08,2012,14,8,1014,Closed,Article,"Horst, Allison M.; Ji, Zhaoxia; Holden, Patricia A.","Horst, Allison M.","Horst, Allison M. (UtopiaCompression (United States); University of California, Santa Barbara); Ji, Zhaoxia (UtopiaCompression (United States); University of California Los Angeles); Holden, Patricia A. (UtopiaCompression (United States); University of California, Santa Barbara)",16,1,,3.58,,https://app.dimensions.ai/details/publication/pub.1026978938,"09 Engineering; 10 Technology; 0912 Materials Engineering; 1007 Nanotechnology; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences",09 Engineering,10 Technology,0912 Materials Engineering,1007 Nanotechnology,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics"
64,100,pub.1000878301,10.1017/s1431927612004631,,,A Comparison of Nano – Scale X-Ray Microscopy and Scanning Transmission Electron Microscopy applied to TiO2 Nanoparticles in a Microbial Food Chain,Microscopy and Microanalysis,,,2012-07,2012,18,S2,556-557,Closed,Article,"Priester, J.H.; Mielke, R.E.; Werlin, R.; Orias, E.; Holden, P.A.; Gelb, J.",,"Priester, J.H. (University of California, Santa Barbara); Mielke, R.E. (University of California, Santa Barbara); Werlin, R. (University of California, Santa Barbara); Orias, E. (University of California, Santa Barbara); Holden, P.A. (University of California, Santa Barbara); Gelb, J. (Carl Zeiss (United States))",1,0,,0.19,,https://app.dimensions.ai/details/publication/pub.1000878301,0204 Condensed Matter Physics; 09 Engineering; 0912 Materials Engineering; 0601 Biochemistry and Cell Biology; 02 Physical Sciences; 06 Biological Sciences,0204 Condensed Matter Physics,09 Engineering,0912 Materials Engineering,0601 Biochemistry and Cell Biology,02 Physical Sciences
65,100,pub.1041232140,10.1007/s11051-012-0749-0,,,Governance implications of nanomaterials companies’ inconsistent risk perceptions and safety practices,Journal of Nanoparticle Research,,,2012-03,2012,14,3,749,Closed,Article,"Engeman, Cassandra D.; Baumgartner, Lynn; Carr, Benjamin M.; Fish, Allison M.; Meyerhofer, John D.; Satterfield, Terre A.; Holden, Patricia A.; Harthorn, Barbara Herr","Harthorn, Barbara Herr","Engeman, Cassandra D. (University of California, Santa Barbara); Baumgartner, Lynn (University of California, Santa Barbara); Carr, Benjamin M. (University of California, Santa Barbara); Fish, Allison M. (University of California, Santa Barbara); Meyerhofer, John D. (University of California, Santa Barbara); Satterfield, Terre A. (University of California, Santa Barbara; University of British Columbia); Holden, Patricia A. (University of California, Santa Barbara); Harthorn, Barbara Herr (University of California, Santa Barbara)",32,6,,7.16,,https://app.dimensions.ai/details/publication/pub.1041232140,"09 Engineering; 10 Technology; 0912 Materials Engineering; 1007 Nanotechnology; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences",09 Engineering,10 Technology,0912 Materials Engineering,1007 Nanotechnology,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics"
66,400,pub.1055503721,10.1021/es203087m,22148163,,Genome-wide bacterial toxicity screening uncovers the mechanisms of toxicity of a cationic polystyrene nanomaterial.,Environmental Science & Technology,,"Amines; Cell Membrane; Escherichia coli; Gene Deletion; Genome, Bacterial; Nanostructures; Polystyrenes; Reactive Oxygen Species",2012-02-21,2012,46,4,2398-405,Closed,Article,"Ivask, Angela; Suarez, Elizabeth; Patel, Trina; Boren, David; Ji, Zhaoxia; Holden, Patricia; Telesca, Donatello; Damoiseaux, Robert; Bradley, Kenneth A.; Godwin, Hilary",,"Ivask, Angela (University of California Los Angeles; National Institute of Chemical Physics and Biophysics); Suarez, Elizabeth (University of California Los Angeles); Patel, Trina (University of California Los Angeles); Boren, David (University of California Los Angeles); Ji, Zhaoxia (University of California Los Angeles); Holden, Patricia (University of California Los Angeles; University of California, Santa Barbara); Telesca, Donatello (University of California Los Angeles); Damoiseaux, Robert (University of California Los Angeles); Bradley, Kenneth A. (University of California Los Angeles); Godwin, Hilary (University of California Los Angeles)",27,5,1.38,2.8,,https://app.dimensions.ai/details/publication/pub.1055503721,0605 Microbiology; 0604 Genetics; 0601 Biochemistry and Cell Biology; 06 Biological Sciences,0605 Microbiology,0604 Genetics,0601 Biochemistry and Cell Biology,06 Biological Sciences,
67,400,pub.1036333664,10.1371/journal.pone.0026955,22328915,PMC3273461,Modeling Physiological Processes That Relate Toxicant Exposure and Bacterial Population Dynamics,PLoS ONE,,"Bacteria; Cadmium; Ecotoxicology; Models, Theoretical; Population Dynamics; Pseudomonas aeruginosa",2012-02-06,2012,7,2,e26955,All OA; Gold,Article,"Klanjscek, Tin; Nisbet, Roger M.; Priester, John H.; Holden, Patricia A.",,"Klanjscek, Tin (University of California, Santa Barbara; Rudjer Boskovic Institute); Nisbet, Roger M. (University of California, Santa Barbara); Priester, John H. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",21,7,0.81,2.48,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0026955&type=printable,https://app.dimensions.ai/details/publication/pub.1036333664,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
68,400,pub.1002768278,10.1002/etc.723,22021021,,Analysis of engineered nanomaterials in complex matrices (environment and biota): General considerations and conceptual case studies,Environmental Toxicology and Chemistry,,Biota; Ecotoxicology; Environment; Environmental Monitoring; Environmental Pollutants; Geologic Sediments; Manufactured Materials; Nanoparticles; Nanostructures; Soil,2012-01,2012,31,1,32-49,All OA; Gold,Article,"von der Kammer, Frank; Ferguson, P. Lee; Holden, Patricia A.; Masion, Armand; Rogers, Kim R.; Klaine, Stephen J.; Koelmans, Albert A.; Horne, Nina; Unrine, Jason M.",,"von der Kammer, Frank (University of Vienna); Ferguson, P. Lee (Duke University); Holden, Patricia A. (University of California, Santa Barbara); Masion, Armand (Aix-Marseille University); Rogers, Kim R. (Environmental Protection Agency); Klaine, Stephen J. (Clemson University); Koelmans, Albert A. (Wageningen University & Research); Horne, Nina (University of California, Berkeley); Unrine, Jason M. (University of Kentucky)",275,56,11.4,37.34,http://onlinelibrary.wiley.com/doi/10.1002/etc.723/pdf,https://app.dimensions.ai/details/publication/pub.1002768278,03 Chemical Sciences; 0301 Analytical Chemistry; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0301 Analytical Chemistry,0306 Physical Chemistry (incl. Structural),,
