,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Dylan Hunter Rood. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
83,100,pub.1046829946,10.1038/ngeo1159,,,Climatic control of denudation in the deglaciated landscape of the Washington Cascades,Nature Geoscience,,,2011-07,2011,4,7,469-473,Closed,Article,"Moon, Seulgi; Page Chamberlain, C.; Blisniuk, Kimberly; Levine, Nathaniel; Rood, Dylan H.; Hilley, George E.","Moon, Seulgi","Moon, Seulgi (Stanford University); Page Chamberlain, C. (Stanford University); Blisniuk, Kimberly (University of California, Davis); Levine, Nathaniel (Stanford University); Rood, Dylan H. (Lawrence Livermore National Laboratory); Hilley, George E. (Stanford University)",68,20,,8.79,,https://app.dimensions.ai/details/publication/pub.1046829946,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
84,100,pub.1042707360,10.1016/j.apgeochem.2011.03.053,,,"Preliminary estimates of regolith generation and mobility in the Susquehanna Shale Hills Critical Zone Observatory, Pennsylvania, using meteoric 10Be",Applied Geochemistry,,,2011-06,2011,26,,s146-s148,Closed,Article,"West, Nicole; Kirby, Eric; Bierman, Paul; Rood, Dylan","West, Nicole","West, Nicole (Pennsylvania State University); Kirby, Eric (Pennsylvania State University); Bierman, Paul (University of Vermont); Rood, Dylan (Lawrence Livermore National Laboratory)",10,0,,1.4,,https://app.dimensions.ai/details/publication/pub.1042707360,0503 Soil Sciences; 0406 Physical Geography and Environmental Geoscience; 0403 Geology; 04 Earth Sciences; 05 Environmental Sciences,0503 Soil Sciences,0406 Physical Geography and Environmental Geoscience,0403 Geology,04 Earth Sciences,05 Environmental Sciences
85,100,pub.1025342726,10.1016/j.quascirev.2011.04.001,,,"Paired bedrock and boulder 10Be concentrations resulting from early Holocene ice retreat near Jakobshavn Isfjord, western Greenland",Quaternary Science Reviews,,,2011-06,2011,30,13-14,1739-1749,Closed,Article,"Corbett, Lee B.; Young, Nicolás E.; Bierman, Paul R.; Briner, Jason P.; Neumann, Thomas A.; Rood, Dylan H.; Graly, Joseph A.","Corbett, Lee B.","Corbett, Lee B. (University of Vermont); Young, Nicolás E. (University at Buffalo, State University of New York); Bierman, Paul R. (University of Vermont); Briner, Jason P. (University at Buffalo, State University of New York); Neumann, Thomas A. (Goddard Space Flight Center); Rood, Dylan H. (Lawrence Livermore National Laboratory; University of California, Santa Barbara); Graly, Joseph A. (University of Vermont)",45,8,,5.82,,https://app.dimensions.ai/details/publication/pub.1025342726,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
86,100,pub.1021738976,10.1016/j.quageo.2011.03.007,,,Exposure dating of precariously balanced rocks,Quaternary Geochronology,,,2011-06,2011,6,3-4,295-303,Closed,Article,"Balco, Greg; Purvance, Matthew D.; Rood, Dylan H.","Balco, Greg","Balco, Greg (Berkeley Geochronology Center); Purvance, Matthew D. (University of Nevada Reno); Rood, Dylan H. (Lawrence Livermore National Laboratory; University of California, Santa Barbara)",22,2,,2.77,,https://app.dimensions.ai/details/publication/pub.1021738976,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
87,100,pub.1026519894,10.1016/j.yqres.2010.11.005,,,"Cosmogenic nuclide exposure ages for moraines in the Lago San Martin Valley, Argentina",Quaternary Research,,,2011-05,2011,75,3,636-646,Closed,Article,"Glasser, Neil F.; Jansson, Krister N.; Goodfellow, Bradley W.; de Angelis, Hernan; Rodnight, Helena; Rood, Dylan H.",,"Glasser, Neil F. (Aberystwyth University); Jansson, Krister N. (Stockholm University); Goodfellow, Bradley W. (Stanford University); de Angelis, Hernan (Stockholm University); Rodnight, Helena (); Rood, Dylan H. (Lawrence Livermore National Laboratory)",18,5,,2.33,,https://app.dimensions.ai/details/publication/pub.1026519894,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
88,100,pub.1001101319,10.1016/j.quascirev.2010.12.001,,,"Chronology of glaciations in the Sierra Nevada, California, from 10Be surface exposure dating",Quaternary Science Reviews,,,2011-03,2011,30,5-6,646-661,Closed,Article,"Rood, Dylan H.; Burbank, Douglas W.; Finkel, Robert C.","Rood, Dylan H.","Rood, Dylan H. (University of California, Santa Barbara; Lawrence Livermore National Laboratory); Burbank, Douglas W. (University of California, Santa Barbara); Finkel, Robert C. (Centre for Research and Teaching in Environmental Geoscience; University of California, Berkeley)",38,8,,4.85,,https://app.dimensions.ai/details/publication/pub.1001101319,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
89,100,pub.1031360128,10.1130/g31399.1,,,"Response of Jakobshavn Isbræ, Greenland, to Holocene climate change",Geology,,,2011-02-01,2011,39,2,131-134,Closed,Article,"Young, Nicolás E.; Briner, Jason P.; Stewart, Heather A.M.; Axford, Yarrow; Csatho, Beata; Rood, Dylan H.; Finkel, Robert C.",,"Young, Nicolás E. (University at Buffalo, State University of New York); Briner, Jason P. (University at Buffalo, State University of New York); Stewart, Heather A.M. (University at Buffalo, State University of New York); Axford, Yarrow (Northwestern University); Csatho, Beata (University at Buffalo, State University of New York); Rood, Dylan H. (Lawrence Livermore National Laboratory; University of California, Santa Barbara); Finkel, Robert C. (University of California, Berkeley)",83,16,,10.58,,https://app.dimensions.ai/details/publication/pub.1031360128,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
90,100,pub.1006057386,10.1016/j.epsl.2010.11.006,,,Spatiotemporal patterns of fault slip rates across the Central Sierra Nevada frontal fault zone,Earth and Planetary Science Letters,,,2011-01,2011,301,3-4,457-468,Closed,Article,"Rood, Dylan H.; Burbank, Douglas W.; Finkel, Robert C.","Rood, Dylan H.","Rood, Dylan H. (University of California, Santa Barbara; Lawrence Livermore National Laboratory); Burbank, Douglas W. (University of California, Santa Barbara); Finkel, Robert C. (Centre for Research and Teaching in Environmental Geoscience; University of California, Berkeley)",20,3,,2.51,,https://app.dimensions.ai/details/publication/pub.1006057386,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
91,100,pub.1051682291,10.1130/l100.1,,,"Late Quaternary slip rate on the Kern Canyon fault at Soda Spring, Tulare County, California",Литосфера,,,2010-12,2010,2,6,411-417,All OA; Gold,Article,"Amos, Colin B.; Kelson, Keith I.; Rood, Dylan H.; Simpson, David T.; Rose, Ronn S.",,"Amos, Colin B. (Fugro (United States)); Kelson, Keith I. (Fugro (United States)); Rood, Dylan H. (Lawrence Livermore National Laboratory; University of California, Santa Barbara); Simpson, David T. (); Rose, Ronn S. ()",14,1,,1.46,https://pubs.geoscienceworld.org/gsa/lithosphere/article-pdf/2/6/411/3037898/411.pdf,https://app.dimensions.ai/details/publication/pub.1051682291,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
92,100,pub.1052477394,10.1029/2010gl044751,,,Calibrating a long‐term meteoric 10Be accumulation rate in soil,Geophysical Research Letters,,,2010-10,2010,37,19,n/a-n/a,All OA; Gold,Article,"Reusser, Lucas; Graly, Joseph; Bierman, Paul; Rood, Dylan",,"Reusser, Lucas (University of Vermont); Graly, Joseph (University of Vermont); Bierman, Paul (University of Vermont); Rood, Dylan ()",15,3,,1.7,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2010GL044751,https://app.dimensions.ai/details/publication/pub.1052477394,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
93,100,pub.1062733606,10.1130/b30020.1,,,"Uncertainties in slip-rate estimates for the Mission Creek strand of the southern San Andreas fault at Biskra Palms Oasis, southern California",Geological Society of America Bulletin,,,2010-09-01,2010,122,9-10,1360-1377,Closed,Article,"Behr, W.M.; Rood, D.H.; Fletcher, K.E.; Guzman, N.; Finkel, R.; Hanks, T.C.; Hudnut, K.W.; Kendrick, K.J.; Platt, J.P.; Sharp, W.D.; Weldon, R.J.; Yule, J.D.",,"Behr, W.M. (University of Southern California); Rood, D.H. (Lawrence Livermore National Laboratory); Fletcher, K.E. (University of California, Berkeley); Guzman, N. (California State University, Northridge); Finkel, R. (Lawrence Livermore National Laboratory); Hanks, T.C. (United States Geological Survey); Hudnut, K.W. (United States Geological Survey); Kendrick, K.J. (United States Geological Survey); Platt, J.P. (University of Southern California); Sharp, W.D. (Berkeley Geochronology Center); Weldon, R.J. (University of Oregon); Yule, J.D. (California State University, Northridge)",68,8,,7.08,,https://app.dimensions.ai/details/publication/pub.1062733606,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
94,100,pub.1038317835,10.1016/j.nimb.2009.10.016,,,Challenges and opportunities in high-precision Be-10 measurements at CAMS,Nuclear Instruments and Methods in Physics Research Section B Beam Interactions with Materials and Atoms,,,2010-04,2010,268,7-8,730-732,"All OA; Green, Accepted & Submitted",Article,"Rood, Dylan H.; Hall, Sarah; Guilderson, Thomas P.; Finkel, Robert C.; Brown, Thomas A.","Rood, Dylan H.","Rood, Dylan H. (Lawrence Livermore National Laboratory; University of California, Santa Barbara); Hall, Sarah (University of California, Santa Cruz); Guilderson, Thomas P. (Lawrence Livermore National Laboratory; University of California, Santa Cruz); Finkel, Robert C. (Centre for Research and Teaching in Environmental Geoscience; University of California, Berkeley); Brown, Thomas A. (Lawrence Livermore National Laboratory)",56,8,,10.25,https://digital.library.unt.edu/ark:/67531/metadc835439/m2/1/high_res_d/1057234.pdf,https://app.dimensions.ai/details/publication/pub.1038317835,"09 Engineering; 0402 Geochemistry; 0915 Interdisciplinary Engineering; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences; 04 Earth Sciences",09 Engineering,0402 Geochemistry,0915 Interdisciplinary Engineering,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",02 Physical Sciences
95,100,pub.1033844660,10.1016/j.quascirev.2009.11.031,,,"Timing and extent of late Quaternary glaciation in the western Himalaya constrained by 10Be moraine dating in Garhwal, India",Quaternary Science Reviews,,,2010-04,2010,29,7-8,815-831,Closed,Article,"Scherler, Dirk; Bookhagen, Bodo; Strecker, Manfred R.; von Blanckenburg, Friedhelm; Rood, Dylan","Scherler, Dirk","Scherler, Dirk (University of Potsdam); Bookhagen, Bodo (University of California, Santa Barbara); Strecker, Manfred R. (University of Potsdam); von Blanckenburg, Friedhelm (University of Hannover); Rood, Dylan (Lawrence Livermore National Laboratory)",51,11,,5.55,,https://app.dimensions.ai/details/publication/pub.1033844660,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
96,100,pub.1017481784,10.1016/j.epsl.2009.01.031,,,Cosmogenic 3He and 21Ne production rates calibrated against 10Be in minerals from the Coso volcanic field,Earth and Planetary Science Letters,,,2009-04-15,2009,280,1-4,194-204,Closed,Article,"Amidon, William H.; Rood, Dylan H.; Farley, Kenneth A.","Amidon, William H.","Amidon, William H. (California Institute of Technology); Rood, Dylan H. (Lawrence Livermore National Laboratory); Farley, Kenneth A. (California Institute of Technology)",35,6,,6.41,,https://app.dimensions.ai/details/publication/pub.1017481784,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
