,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Hugo A Loáiciga. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
110,100,pub.1042804120,10.1007/s11192-015-1656-9,,,Opportunities and challenges of interbasin water transfers: a literature review with bibliometric analysis,Scientometrics,,,2015-10,2015,105,1,279-294,Closed,Article,"Zhang, Liang; Li, Sisi; Loáiciga, Hugo A.; Zhuang, Yanhua; Du, Yun","Zhang, Liang","Zhang, Liang (Institute of Geodesy and Geophysics); Li, Sisi (Institute of Geodesy and Geophysics); Loáiciga, Hugo A. (University of California, Santa Barbara); Zhuang, Yanhua (Institute of Geodesy and Geophysics); Du, Yun (Institute of Geodesy and Geophysics)",15,13,,8.79,,https://app.dimensions.ai/details/publication/pub.1042804120,1605 Policy and Administration; 16 Studies in Human Society,1605 Policy and Administration,16 Studies in Human Society,,,
111,200,pub.1057645302,10.1061/(asce)wr.1943-5452.0000503,,,Stormwater Control Measures: Optimization Methods for Sizing and Selection,Journal of Water Resources Planning and Management,,,2015-09,2015,141,9,04015006,Closed,Article,"Loáiciga, Hugo A.; Sadeghi, K. Majid; Shivers, Sarah; Kharaghani, Shahram",,"Loáiciga, Hugo A. (); Sadeghi, K. Majid (); Shivers, Sarah (); Kharaghani, Shahram ()",15,11,,5.19,,https://app.dimensions.ai/details/publication/pub.1057645302,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
112,200,pub.1057645297,10.1061/(asce)wr.1943-5452.0000498,,,Development and Application of the Bat Algorithm for Optimizing the Operation of Reservoir Systems,Journal of Water Resources Planning and Management,,,2015-08,2015,141,8,04014097,Closed,Article,"Bozorg-Haddad, Omid; Karimirad, Iman; Seifollahi-Aghmiuni, Samaneh; Loáiciga, Hugo A.",,"Bozorg-Haddad, Omid (University of Tehran); Karimirad, Iman (University of Tehran); Seifollahi-Aghmiuni, Samaneh (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",52,35,,17.98,,https://app.dimensions.ai/details/publication/pub.1057645297,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
113,200,pub.1057636574,10.1061/(asce)hz.2153-5515.0000275,,,"Closure to “Assimilative Capacity and Flow Dilution for Water Quality Protection in Rivers” by Mostafa Farhadian, Omid Bozorg Haddad, Samaneh Seifollahi-Aghmiuni, and Hugo A. Loáiciga",Journal of Hazardous Toxic and Radioactive Waste,,,2015-07,2015,19,3,07015002,Closed,Article,"Seifollahi-Aghmiuni, Samaneh; Bozorg Haddad, Omid; Farhadian, Mostafa; Loáiciga, Hugo A.",,"Seifollahi-Aghmiuni, Samaneh (); Bozorg Haddad, Omid (); Farhadian, Mostafa (); Loáiciga, Hugo A. ()",2,1,,0.5,,https://app.dimensions.ai/details/publication/pub.1057636574,0905 Civil Engineering; 09 Engineering; 0907 Environmental Engineering,0905 Civil Engineering,09 Engineering,0907 Environmental Engineering,,
114,200,pub.1057634735,10.1061/(asce)he.1943-5584.0001157,,,"Discussion of “Optimization of Water Diversion Based on Reservoir Operating Rules: Analysis of the Biliu River Reservoir, China” by Xueping Zhu, Chi Zhang, Junxian Yin, Huicheng Zhou, and Yunzhong Jiang",Journal of Hydrologic Engineering,,,2015-07,2015,20,7,07015002,Closed,Article,"Soleimani, Shima; Seifollahi-Aghmiuni, Samaneh; Loáiciga, Hugo A.",,"Soleimani, Shima (University of Tehran); Seifollahi-Aghmiuni, Samaneh (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1057634735,0905 Civil Engineering; 09 Engineering,0905 Civil Engineering,09 Engineering,,,
115,100,pub.1046194231,10.1016/j.enggeo.2015.04.027,,,Groundwater and earthquakes: Screening analysis for slope stability,Engineering Geology,,,2015-07,2015,193,,276-287,Closed,Article,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. (University of California, Santa Barbara)",8,4,,2.65,,https://app.dimensions.ai/details/publication/pub.1046194231,0905 Civil Engineering; 09 Engineering,0905 Civil Engineering,09 Engineering,,,
116,100,pub.1021329230,10.1007/s11269-015-1008-9,,,A Re-Parameterized and Improved Nonlinear Muskingum Model for Flood Routing,Water Resources Management,,,2015-07,2015,29,9,3419-3440,Closed,Article,"Bozorg Haddad, Omid; Hamedi, Farzan; Orouji, Hosein; Pazoki, Maryam; Loáiciga, Hugo A.","Bozorg Haddad, Omid","Bozorg Haddad, Omid (University of Tehran); Hamedi, Farzan (University of Tehran); Orouji, Hosein (University of Tehran); Pazoki, Maryam (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",17,8,,5.74,,https://app.dimensions.ai/details/publication/pub.1021329230,09 Engineering; 0906 Electrical and Electronic Engineering,09 Engineering,0906 Electrical and Electronic Engineering,,,
117,400,pub.1033848017,10.1371/journal.pone.0131732,26107170,PMC4479557,A DPSIR Model for Ecological Security Assessment through Indicator Screening: A Case Study at Dianchi Lake in China,PLoS ONE,,"Algorithms; China; Conservation of Natural Resources; Cyanobacteria; Databases, Factual; Ecology; Ecosystem; Environmental Monitoring; Eutrophication; Human Activities; Lakes; Models, Theoretical; Principal Component Analysis; Risk; Risk Assessment",2015-06-24,2015,10,6,e0131732,All OA; Gold,Article,"Wang, Zhen; Zhou, Jingqing; Loaiciga, Hugo; Guo, Huaicheng; Hong, Song",,"Wang, Zhen (Wuhan University; University of California, Santa Barbara); Zhou, Jingqing (Wuhan University); Loaiciga, Hugo (University of California, Santa Barbara); Guo, Huaicheng (Peking University); Hong, Song (Wuhan University)",8,2,0.24,1.75,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0131732&type=printable,https://app.dimensions.ai/details/publication/pub.1033848017,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
118,200,pub.1097149145,10.1061/9780784479162.208,,,Droughts in the Western United States and Methods to Improve the Reliability of Urban Water Supply,,World Environmental and Water Resources Congress 2015,,2015-05-15,2015,,,2111-2128,Closed,Proceeding,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. ()",1,1,,,,https://app.dimensions.ai/details/publication/pub.1097149145,,,,,,
119,200,pub.1096190463,10.1061/9780784479162.036,,,"Physical-Economic Approach for Urban Stormwater Management: Applications in the City of Los Angeles, California",,World Environmental and Water Resources Congress 2015,,2015-05-15,2015,,,374-408,Closed,Proceeding,"Sadeghi, K. Majid; Loaiciga, Hugo A.; Kharaghani, Shahram",,"Sadeghi, K. Majid (); Loaiciga, Hugo A. (); Kharaghani, Shahram ()",1,1,,,,https://app.dimensions.ai/details/publication/pub.1096190463,,,,,,
120,200,pub.1057637443,10.1061/(asce)ir.1943-4774.0000832,,,Application of the Water Cycle Algorithm to the Optimal Operation of Reservoir Systems,Journal of Irrigation and Drainage Engineering,,,2015-05,2015,141,5,04014064,Closed,Article,"Haddad, Omid Bozorg; Moravej, Mojtaba; Loáiciga, Hugo A.",,"Haddad, Omid Bozorg (University of Tehran); Moravej, Mojtaba (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",60,32,,18.74,,https://app.dimensions.ai/details/publication/pub.1057637443,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
121,200,pub.1057634639,10.1061/(asce)he.1943-5584.0001061,,,Probability Distributions in Groundwater Hydrology: Methods and Applications,Journal of Hydrologic Engineering,,,2015-05,2015,20,5,04014063,Closed,Article,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. ()",2,1,,0.66,,https://app.dimensions.ai/details/publication/pub.1057634639,0905 Civil Engineering; 09 Engineering,0905 Civil Engineering,09 Engineering,,,
122,200,pub.1057636533,10.1061/(asce)hz.2153-5515.0000234,,,Assimilative Capacity and Flow Dilution for Water Quality Protection in Rivers,Journal of Hazardous Toxic and Radioactive Waste,,,2015-04,2015,19,2,04014027,Closed,Article,"Farhadian, Mostafa; Haddad, Omid Bozorg; Seifollahi-Aghmiuni, Samaneh; Loáiciga, Hugo A.",,"Farhadian, Mostafa (); Haddad, Omid Bozorg (); Seifollahi-Aghmiuni, Samaneh (); Loáiciga, Hugo A. ()",9,5,,2.27,,https://app.dimensions.ai/details/publication/pub.1057636533,0905 Civil Engineering; 09 Engineering; 0907 Environmental Engineering,0905 Civil Engineering,09 Engineering,0907 Environmental Engineering,,
123,100,pub.1006095355,10.1007/s11269-015-0917-y,,,Development of Real-Time Conjunctive Use Operation Rules for Aquifer-Reservoir Systems,Water Resources Management,,,2015-04,2015,29,6,1887-1906,Closed,Article,"Fallah-Mehdipour, Elahe; Bozorg Haddad, Omid; Alimohammadi, Saeed; Loáiciga, Hugo A.","Bozorg Haddad, Omid","Fallah-Mehdipour, Elahe (University of Tehran); Bozorg Haddad, Omid (University of Tehran); Alimohammadi, Saeed (); Loáiciga, Hugo A. (University of California, Santa Barbara)",2,1,,0.98,,https://app.dimensions.ai/details/publication/pub.1006095355,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
124,100,pub.1009636949,10.1007/s11269-014-0871-0,,,Adaptive Reservoir Operation Rules Under Climatic Change,Water Resources Management,,,2015-03,2015,29,4,1247-1266,Closed,Article,"Ahmadi, Mohsen; Haddad, Omid Bozorg; Loáiciga, Hugo A.","Haddad, Omid Bozorg","Ahmadi, Mohsen (University of Tehran); Haddad, Omid Bozorg (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",43,17,,8.03,,https://app.dimensions.ai/details/publication/pub.1009636949,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
125,100,pub.1023471681,10.1007/s11269-014-0840-7,,,Hydropower Reservoir Management Under Climate Change: The Karoon Reservoir System,Water Resources Management,,,2015-02,2015,29,3,749-770,Closed,Article,"Jahandideh-Tehrani, Mahsa; Bozorg Haddad, Omid; Loáiciga, Hugo A.","Bozorg Haddad, Omid","Jahandideh-Tehrani, Mahsa (University of Tehran); Bozorg Haddad, Omid (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",33,14,,4.45,,https://app.dimensions.ai/details/publication/pub.1023471681,0699 Other Biological Sciences; 06 Biological Sciences,0699 Other Biological Sciences,06 Biological Sciences,,,
126,200,pub.1057645286,10.1061/(asce)wr.1943-5452.0000487,,,Managing Municipal Water Supply and Use in Water-Starved Regions: Looking Ahead,Journal of Water Resources Planning and Management,,,2015-01,2015,141,1,01814003,Closed,Article,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. ()",8,4,,2.77,,https://app.dimensions.ai/details/publication/pub.1057645286,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
127,100,pub.1014545190,10.1016/j.jhydrol.2014.07.064,,,Twenty years of global groundwater research: A Science Citation Index Expanded-based bibliometric survey (1993–2012),Journal of Hydrology,,,2014-11,2014,519,,966-975,Closed,Article,"Niu, Beibei; Loáiciga, Hugo A.; Wang, Zhen; Zhan, F. Benjamin; Hong, Song","Hong, Song","Niu, Beibei (Wuhan University; University of California, Santa Barbara); Loáiciga, Hugo A. (University of California, Santa Barbara); Wang, Zhen (Wuhan University; University of California, Santa Barbara); Zhan, F. Benjamin (Texas State University); Hong, Song (Wuhan University; Texas State University)",28,15,,4.34,,https://app.dimensions.ai/details/publication/pub.1014545190,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
128,400,pub.1002897433,10.1007/s11356-014-2936-2,24781332,,"A real-time, dynamic early-warning model based on uncertainty analysis and risk assessment for sudden water pollution accidents",Environmental Science and Pollution Research,,"Accidents; China; Models, Theoretical; Monte Carlo Method; Phenol; Risk Assessment; Rivers; Uncertainty; Water Pollution; Water Quality",2014-07,2014,21,14,8878-8892,Closed,Article,"Hou, Dibo; Ge, Xiaofan; Huang, Pingjie; Zhang, Guangxin; Loáiciga, Hugo","Hou, Dibo","Hou, Dibo (Zhejiang University); Ge, Xiaofan (Zhejiang University); Huang, Pingjie (Zhejiang University); Zhang, Guangxin (Zhejiang University); Loáiciga, Hugo (University of California, Santa Barbara)",14,4,0.56,,,https://app.dimensions.ai/details/publication/pub.1002897433,03 Chemical Sciences; 05 Environmental Sciences; 06 Biological Sciences,03 Chemical Sciences,05 Environmental Sciences,06 Biological Sciences,,
129,100,pub.1040719170,10.1080/02626667.2013.798660,,,Sea-level rise and flooding in coastal riverine flood plains,Hydrological Sciences Journal,,,2014-01-02,2014,59,1,204-220,All OA; Gold,Article,"Garcia, Elizabeth S.; Loáiciga, Hugo A.",,"Garcia, Elizabeth S. (University of California, Santa Barbara); Loáiciga, Hugo A. (University of California, Santa Barbara)",9,2,,2.02,https://www.tandfonline.com/doi/pdf/10.1080/02626667.2013.798660?needAccess=true,https://app.dimensions.ai/details/publication/pub.1040719170,0905 Civil Engineering; 09 Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0905 Civil Engineering,09 Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,
130,400,pub.1008245090,10.1111/gwat.12041,23445370,,CO2 Capture and Geologic Storage: The Possibilities,Ground Water,,Air Pollutants; Carbon Dioxide; Carbon Sequestration; Geology; Porosity,2013-11,2013,51,6,816-821,Closed,Article,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. (University of California, Santa Barbara)",3,0,0,0.42,,https://app.dimensions.ai/details/publication/pub.1008245090,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0799 Other Agricultural and Veterinary Sciences; 07 Agricultural and Veterinary Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0799 Other Agricultural and Veterinary Sciences,07 Agricultural and Veterinary Sciences,
131,200,pub.1074130740,10.9734/bjecc/2013/2450,,,Closed-Form Equation for the Duration of Daily Insolation on Uniformly Sloping Terrain,British Journal of Environment and Climate Change,,,2013-09-15,2013,3,3,402-420,All OA; Gold,Article,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. ()",0,0,,,https://doi.org/10.9734/bjecc/2013/2450,https://app.dimensions.ai/details/publication/pub.1074130740,,,,,,
132,400,pub.1021897853,10.1007/s11356-012-1406-y,23247533,,"An early warning and control system for urban, drinking water quality protection: China’s experience",Environmental Science and Pollution Research,,"Algorithms; China; Cities; Drinking Water; Empirical Research; Environmental Monitoring; Internet; Risk Assessment; Water Pollutants, Chemical; Water Quality; Water Supply",2013-07,2013,20,7,4496-4508,Closed,Article,"Hou, Dibo; Song, Xiaoxuan; Zhang, Guangxin; Zhang, Hongjian; Loaiciga, Hugo","Hou, Dibo","Hou, Dibo (Zhejiang University); Song, Xiaoxuan (Zhejiang University); Zhang, Guangxin (Zhejiang University); Zhang, Hongjian (Zhejiang University); Loaiciga, Hugo (University of California, Santa Barbara)",26,7,1.29,,,https://app.dimensions.ai/details/publication/pub.1021897853,03 Chemical Sciences; 05 Environmental Sciences; 06 Biological Sciences,03 Chemical Sciences,05 Environmental Sciences,06 Biological Sciences,,
133,200,pub.1057632806,10.1061/(asce)gt.1943-5606.0000836,,,Consolidation Settlement in Aquifers Caused by Pumping,Journal of Geotechnical and Geoenvironmental Engineering,,,2013-07,2013,139,7,1191-1204,Closed,Article,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. ()",16,8,,3.67,,https://app.dimensions.ai/details/publication/pub.1057632806,0905 Civil Engineering; 09 Engineering; 0907 Environmental Engineering,0905 Civil Engineering,09 Engineering,0907 Environmental Engineering,,
134,100,pub.1027899290,10.1088/0957-0233/24/5/055801,,,Detection of water-quality contamination events based on multi-sensor fusion using an extented Dempster–Shafer method,Measurement Science and Technology,,,2013-05-01,2013,24,5,055801,All OA; Gold,Article,"Hou, Dibo; He, Huimei; Huang, Pingjie; Zhang, Guangxin; Loaiciga, Hugo",,"Hou, Dibo (Zhejiang University); He, Huimei (Zhejiang University); Huang, Pingjie (Zhejiang University); Zhang, Guangxin (Zhejiang University); Loaiciga, Hugo (University of California, Santa Barbara)",25,14,,4.31,http://iopscience.iop.org/article/10.1088/0957-0233/24/5/055801/pdf,https://app.dimensions.ai/details/publication/pub.1027899290,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
135,400,pub.1012484294,10.1111/j.1745-6584.2011.00800.x,21352208,,Sea Water Intrusion by Sea‐Level Rise: Scenarios for the 21st Century,Ground Water,,"California; Computer Simulation; Finite Element Analysis; Forecasting; Groundwater; Models, Theoretical; Seawater; Water Pollution",2012-01,2012,50,1,37-47,Closed,Article,"Loáiciga, Hugo A.; Pingel, Thomas J.; Garcia, Elizabeth S.",,"Loáiciga, Hugo A. (); Pingel, Thomas J. (University of California, Santa Barbara); Garcia, Elizabeth S. (University of California, Santa Barbara)",44,9,0.4,7.95,,https://app.dimensions.ai/details/publication/pub.1012484294,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
136,100,pub.1064580223,10.1260/0958-305x.22.6.659,,,Challenges to Phasing out Fossil Fuels as the Major Source of the World's Energy,Energy & Environment,,,2011-08,2011,22,6,659-679,Closed,Article,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. (University of California, Santa Barbara)",2,0,,0.56,,https://app.dimensions.ai/details/publication/pub.1064580223,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
137,200,pub.1097142910,10.1061/41173(414)107,,,Kinetics and Seepage Forces in Steady-State Ground-Water Flow,,World Environmental and Water Resources Congress 2011,,2011-05-19,2011,,,1038-1054,Closed,Proceeding,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1097142910,,,,,,
138,200,pub.1096465875,10.1061/41173(414)492,,,Sediment Discharge Scaling in Large Rivers of the World,,World Environmental and Water Resources Congress 2011,,2011-05-19,2011,,,4735-4748,Closed,Proceeding,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1096465875,,,,,,
139,200,pub.1096465863,10.1061/41173(414)461,,,Solar Insolation on Uniformly Sloping Terrain in a Changing Climate,,World Environmental and Water Resources Congress 2011,,2011-05-19,2011,,,4433-4452,Closed,Proceeding,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1096465863,,,,,,
140,200,pub.1009275337,10.1111/j.1745-6584.2009.00568.x,20409083,,Derivation Approaches for the Theis (1935) Equation,Ground Water,,"Models, Theoretical; Water Movements",2010-01,2010,48,1,2-5,Closed,Article,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. (University of California, Santa Barbara)",4,1,0,0.45,,https://app.dimensions.ai/details/publication/pub.1009275337,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0799 Other Agricultural and Veterinary Sciences; 07 Agricultural and Veterinary Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0799 Other Agricultural and Veterinary Sciences,07 Agricultural and Veterinary Sciences,
141,100,pub.1014368532,10.1088/1748-9326/4/3/035004,,,Long-term climatic change and sustainable ground water resources management,Environmental Research Letters,,,2009-07,2009,4,3,035004,All OA; Gold,Article,"Loáiciga, Hugo A",,"Loáiciga, Hugo A ()",21,0,,2.11,http://iopscience.iop.org/article/10.1088/1748-9326/4/3/035004/pdf,https://app.dimensions.ai/details/publication/pub.1014368532,0699 Other Biological Sciences; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 06 Biological Sciences,0699 Other Biological Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,06 Biological Sciences,
142,200,pub.1057616511,10.1061/(asce)1084-0699(2008)13:11(999),,,Special Section: Applications of Hydrologic Tracers,Journal of Hydrologic Engineering,,,2008-11,2008,13,11,999-1001,Closed,Article,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. (University of California, Santa Barbara)",2,0,,0.4,,https://app.dimensions.ai/details/publication/pub.1057616511,0905 Civil Engineering; 09 Engineering,0905 Civil Engineering,09 Engineering,,,
143,200,pub.1057616504,10.1061/(asce)1084-0699(2008)13:11(1029),,,"Groundwater Dating and Flow-Model Calibration in the Kern Water Bank, California",Journal of Hydrologic Engineering,,,2008-11,2008,13,11,1029-1036,"All OA; Green, Accepted & Submitted",Article,"Meillier, Laurent; Loáiciga, Hugo A.; Clark, Jordan F.",,"Meillier, Laurent (University of California, Santa Barbara); Loáiciga, Hugo A. (University of California, Santa Barbara); Clark, Jordan F. (University of California, Santa Barbara)",0,0,,0,https://escholarship.org/content/qt61x5163z/qt61x5163z.pdf?t=o1yshk,https://app.dimensions.ai/details/publication/pub.1057616504,0905 Civil Engineering; 09 Engineering,0905 Civil Engineering,09 Engineering,,,
144,200,pub.1057616500,10.1061/(asce)1084-0699(2008)13:10(998),,,"Erratum for “Probability Density Functions in the Analysis of Hydraulic Conductivity Data” by Hugo A. Loáiciga, William W.-G. Yeh, and Marcos Adrian Ortega-Guerrero",Journal of Hydrologic Engineering,,,2008-10,2008,13,10,998-998,Closed,Article,"Loáiciga, Hugo A.; Yeh, William W.-G.; Ortega-Guerrero, Marcos Adrian",,"Loáiciga, Hugo A. (University of California, Santa Barbara); Yeh, William W.-G. (University of California Los Angeles); Ortega-Guerrero, Marcos Adrian ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1057616500,0905 Civil Engineering; 09 Engineering,0905 Civil Engineering,09 Engineering,,,
145,200,pub.1096577791,10.1061/40976(316)80,,,The Importance of Using Probabilistic Effective Hydraulic Conductivity in Darcy's Law and Groundwater Flow Calculations,,World Environmental and Water Resources Congress 2008,,2008-05,2008,,,1-4,Closed,Proceeding,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1096577791,,,,,,
146,200,pub.1096577713,10.1061/40976(316)189,,,Cost Recovery and Conservation of Residential Water Use by Optimized Block Pricing,,World Environmental and Water Resources Congress 2008,,2008-05,2008,,,1-13,Closed,Proceeding,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1096577713,,,,,,
147,100,pub.1020470165,10.1007/s10040-007-0270-1,,,Aquifer storage capacity and maximum annual yield from long-term aquifer fluxes,Hydrogeology Journal,,,2008-03,2008,16,2,399-403,Closed,Article,"Loáiciga, Hugo A.","Loáiciga, Hugo A.","Loáiciga, Hugo A. (University of California, Santa Barbara)",6,1,,0.59,,https://app.dimensions.ai/details/publication/pub.1020470165,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
148,100,pub.1044905280,10.1007/s11004-007-9136-2,,,Phreatic Surface in Island Aquifers with Regular Geometry and Time-Independent Recharge and Pumping,Mathematical Geosciences,,,2008-02,2008,40,2,199-211,Closed,Article,"Loáiciga, Hugo A.","Loáiciga, Hugo A.","Loáiciga, Hugo A. (University of California, Santa Barbara)",2,0,,0.2,,https://app.dimensions.ai/details/publication/pub.1044905280,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
149,200,pub.1057594950,10.1061/(asce)0733-9437(2007)133:5(500),,,Approach to Control the Depth of Water in Basin Irrigation and Wetland Flooding,Journal of Irrigation and Drainage Engineering,,,2007-10,2007,133,5,500-504,Closed,Article,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. ()",1,0,,0.2,,https://app.dimensions.ai/details/publication/pub.1057594950,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
150,200,pub.1057616456,10.1061/(asce)1084-0699(2007)12:5(548),,,"Errata for “Probability Density Functions in the Analysis of Hydraulic Conductivity Data” by Hugo A. Loáiciga, William W.-G. Yeh, and Marcos Adrián Ortega-Guerrero",Journal of Hydrologic Engineering,,,2007-09,2007,12,5,548-548,Closed,Article,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1057616456,0905 Civil Engineering; 09 Engineering,0905 Civil Engineering,09 Engineering,,,
151,200,pub.1097224298,10.1061/40927(243)208,,,New Standards for Probabilistic Fitting of Saturated Hydraulic Conductivity,,World Environmental and Water Resources Congress 2007,,2007-05-11,2007,,,1-7,Closed,Proceeding,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1097224298,,,,,,
152,400,pub.1006495459,10.1111/j.1745-6584.2006.00241.x,17257345,,The Effect of the Earth’s Rotation on Ground Water Motion,Ground Water,,Coriolis Force; Earth (Planet); Fresh Water; Gravitation; Rotation; Soil; Water Movements,2007-01,2007,45,1,98-100,Closed,Article,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. (University of California, Santa Barbara)",1,0,0,0.1,,https://app.dimensions.ai/details/publication/pub.1006495459,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0799 Other Agricultural and Veterinary Sciences; 07 Agricultural and Veterinary Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0799 Other Agricultural and Veterinary Sciences,07 Agricultural and Veterinary Sciences,
153,200,pub.1057616393,10.1061/(asce)1084-0699(2007)12:1(109),,,Ponding Analysis with Green-and-Ampt Infiltration,Journal of Hydrologic Engineering,,,2007-01,2007,12,1,109-112,Closed,Article,"Loáiciga, Hugo A.; Huang, Allison",,"Loáiciga, Hugo A. (); Huang, Allison ()",14,5,,2.6,,https://app.dimensions.ai/details/publication/pub.1057616393,0905 Civil Engineering; 09 Engineering,0905 Civil Engineering,09 Engineering,,,
154,200,pub.1022981104,10.1029/2006gl027506,,,Reply to comment by K. Caldeira et al. on “Modern‐age buildup of CO2 and its effects on seawater acidity and salinity”,Geophysical Research Letters,,,2007,2007,34,18,,All OA; Gold,Article,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. (University of California, Santa Barbara)",2,0,,,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2006GL027506,https://app.dimensions.ai/details/publication/pub.1022981104,,,,,,
