,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Lee Hannah. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
66,100,pub.1036908688,10.1111/j.1472-4642.2007.00391.x,,,A changing climate is eroding the geographical range of the Namib Desert tree Aloe through population declines and dispersal lags,Diversity and Distributions,,,2007-09,2007,13,5,645-653,Closed,Article,"Foden, Wendy; Midgley, Guy F.; Hughes, Greg; Bond, William J.; Thuiller, Wilfried; Hoffman, M. Timm; Kaleme; Underhill, Les G.; Rebelo, Anthony; Hannah, Lee",,"Foden, Wendy (South African National Biodiversity Institute); Midgley, Guy F. (Conservation International); Hughes, Greg (Agricultural Development Advisory Service); Bond, William J. (); Thuiller, Wilfried (Laboratoire d'Écologie Alpine); Hoffman, M. Timm (University of Cape Town); Kaleme (); Underhill, Les G. (University of Cape Town); Rebelo, Anthony (South African National Biodiversity Institute); Hannah, Lee (Conservation International)",110,17,,11.45,,https://app.dimensions.ai/details/publication/pub.1036908688,0602 Ecology; 0699 Other Biological Sciences; 0501 Ecological Applications; 06 Biological Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0602 Ecology,0699 Other Biological Sciences,0501 Ecological Applications,06 Biological Sciences,05 Environmental Sciences
67,300,pub.1039715012,10.1371/journal.pbio.0050216,17696645,PMC1945070,No Forest Left Behind,PLoS Biology,,Animals; Carbon; Carbon Dioxide; Climate; Conservation of Natural Resources; Humans; Trees,2007-08-14,2007,5,8,e216,All OA; Gold,Article,"da Fonseca, Gustavo A. B; Rodriguez, Carlos Manuel; Midgley, Guy; Busch, Jonah; Hannah, Lee; Mittermeier, Russell A",,"da Fonseca, Gustavo A. B (); Rodriguez, Carlos Manuel (); Midgley, Guy (); Busch, Jonah (); Hannah, Lee (); Mittermeier, Russell A ()",41,9,0.17,,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.0050216&type=printable,https://app.dimensions.ai/details/publication/pub.1039715012,11 Medical and Health Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,11 Medical and Health Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
68,100,pub.1015144018,10.1890/1540-9295(2007)5[131:paniac]2.0.co;2,,,Protected area needs in a changing climate,Frontiers in Ecology and the Environment,,,2007-04,2007,5,3,131-138,Closed,Article,"Hannah, Lee; Midgley, Guy; Andelman, Sandy; Araújo, Miguel; Hughes, Greg; Martinez-Meyer, Enrique; Pearson, Richard; Williams, Paul",,"Hannah, Lee (Conservation International); Midgley, Guy (); Andelman, Sandy (University of California, Santa Barbara); Araújo, Miguel (National Museum of Natural Sciences); Hughes, Greg (); Martinez-Meyer, Enrique (National Autonomous University of Mexico); Pearson, Richard (American Museum of Natural History); Williams, Paul ()",405,78,,39.45,,https://app.dimensions.ai/details/publication/pub.1015144018,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
69,200,pub.1016619586,10.1007/978-3-540-48842-2_15,,,"Conservation, climate change, and tropical forests",,Tropical Rainforest Responses to Climatic Change,,2007,2007,,,367-378,Closed,Chapter,"Hannah, L.; Lovejoy, T.",,"Hannah, L. (Conservation International); Lovejoy, T. ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1016619586,,,,,,
70,400,pub.1047851026,10.1111/j.1523-1739.2006.00364.x,16903114,,Global Warming and Extinctions of Endemic Species from Biodiversity Hotspots,Conservation Biology,,"Biodiversity; Conservation of Energy Resources; Greenhouse Effect; Models, Biological",2006-04,2006,20,2,538-548,Closed,Article,"MALCOLM, JAY R.; LIU, CANRAN; NEILSON, RONALD P.; HANSEN, LARA; HANNAH, LEE",,"MALCOLM, JAY R. (University of Toronto); LIU, CANRAN (University of Toronto; University of New England); NEILSON, RONALD P. (US Forest Service); HANSEN, LARA (World Wildlife Fund); HANNAH, LEE ()",427,85,3.53,42.85,,https://app.dimensions.ai/details/publication/pub.1047851026,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
71,400,pub.1024976851,10.1098/rspb.2005.3364,16608697,PMC1560073,Coincident scales of forest feedback on climate and conservation in a diversity hot spot,Proceedings of The Royal Society B Biological Sciences,,"Animals; Biodiversity; Brazil; Climate; Conservation of Natural Resources; Ecosystem; Models, Statistical; Trees; Vertebrates",2006-03-22,2006,273,1587,757-765,"All OA; Green, Published",Article,"Webb, Thomas J; Gaston, Kevin J; Hannah, Lee; Woodward, F Ian",,"Webb, Thomas J (); Gaston, Kevin J (); Hannah, Lee (); Woodward, F Ian ()",13,0,0.14,1.33,http://europepmc.org/articles/pmc1560073?pdf=render,https://app.dimensions.ai/details/publication/pub.1024976851,0705 Forestry Sciences; 0602 Ecology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,0602 Ecology,06 Biological Sciences,07 Agricultural and Veterinary Sciences,
72,100,pub.1014396527,10.1890/04-1675,,,FOREST COVER–RAINFALL RELATIONSHIPS IN A BIODIVERSITY HOTSPOT: THE ATLANTIC FOREST OF BRAZIL,Ecological Applications,,,2005-12,2005,15,6,1968-1983,Closed,Article,"Webb, Thomas J.; Woodward, F. Ian; Hannah, Lee; Gaston, Kevin J.",,"Webb, Thomas J. (University of Sheffield); Woodward, F. Ian (University of Sheffield); Hannah, Lee (); Gaston, Kevin J. (University of Sheffield)",30,5,,3.05,,https://app.dimensions.ai/details/publication/pub.1014396527,0602 Ecology; 0705 Forestry Sciences; 0501 Ecological Applications; 06 Biological Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management; 07 Agricultural and Veterinary Sciences,0602 Ecology,0705 Forestry Sciences,0501 Ecological Applications,06 Biological Sciences,05 Environmental Sciences
73,100,pub.1012155256,10.1111/j.1523-1739.2005.00080.x,,,Planning for Climate Change: Identifying Minimum‐Dispersal Corridors for the Cape Proteaceae,Conservation Biology,,,2005-08,2005,19,4,1063-1074,Closed,Article,"WILLIAMS, PAUL; HANNAH, LEE; ANDELMAN, SANDY; MIDGLEY, GUY; ARAÚJO, MIGUEL; HUGHES, GREG; MANNE, LISA; MARTINEZ‐MEYER, ENRIQUE; PEARSON, RICHARD",,"WILLIAMS, PAUL (Natural History Museum); HANNAH, LEE (); ANDELMAN, SANDY (University of California, Santa Barbara); MIDGLEY, GUY (South African National Biodiversity Institute); ARAÚJO, MIGUEL (Natural History Museum; University of Oxford); HUGHES, GREG (South African National Biodiversity Institute); MANNE, LISA (University of Toronto); MARTINEZ‐MEYER, ENRIQUE (National Autonomous University of Mexico); PEARSON, RICHARD (University of Toronto)",206,19,,18.25,,https://app.dimensions.ai/details/publication/pub.1012155256,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
74,100,pub.1014924355,10.1641/0006-3568(2005)055[0231:tvftce]2.0.co;2,,,"The View from the Cape: Extinction Risk, Protected Areas, and Climate Change",BioScience,,,2005,2005,55,3,231-242,All OA; Gold,Article,"HANNAH, LEE; MIDGLEY, GUY; HUGHES, GREG; BOMHARD, BASTIAN",,"HANNAH, LEE (); MIDGLEY, GUY (); HUGHES, GREG (); BOMHARD, BASTIAN ()",110,9,,9.75,https://academic.oup.com/bioscience/article-pdf/55/3/231/19413495/55-3-231.pdf,https://app.dimensions.ai/details/publication/pub.1014924355,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
75,100,pub.1032772396,10.1111/j.1365-2486.2004.00828.x,,,Would climate change drive species out of reserves? An assessment of existing reserve‐selection methods,Global Change Biology,,,2004-09,2004,10,9,1618-1626,Closed,Article,"Araújo, Miguel B.; Cabeza, Mar; Thuiller, Wilfried; Hannah, Lee; Williams, Paul H.",,"Araújo, Miguel B. (University of Oxford; Natural History Museum; University of Évora); Cabeza, Mar (University of Helsinki); Thuiller, Wilfried (French National Centre for Scientific Research; South African National Biodiversity Institute); Hannah, Lee (Conservation International); Williams, Paul H. (Natural History Museum)",461,67,,48.2,,https://app.dimensions.ai/details/publication/pub.1032772396,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
76,300,pub.1034851215,10.1038/430141a,15241386,,Extinction-risk coverage is worth inaccuracies,Nature,,Animals; Biodiversity; Greenhouse Effect; Journalism; Mass Media; Time Factors,2004-07,2004,430,6996,141-141,All OA; Gold,Article,"Hannah, Lee; Phillips, Brad",,"Hannah, Lee (Conservation International); Phillips, Brad (Conservation International)",6,1,0.01,,http://www.nature.com/articles/430141a.pdf,https://app.dimensions.ai/details/publication/pub.1034851215,,,,,,
77,100,pub.1018365540,10.1038/nature02719,,,Uncertainty in predictions of extinction risk/Effects of changes in climate and land use/Climate change and extinction risk (reply),Nature,,,2004-07,2004,430,6995,34-34,"All OA; Green, Published",Article,"Thomas, Chris D.; Williams, Stephen E.; Cameron, Alison; Green, Rhys E.; Bakkenes, Michel; Beaumont, Linda J.; Collingham, Yvonne C.; Erasmus, Barend F. N.; de Siqueira, Marinez Ferreira; Grainger, Alan; Hannah, Lee; Hughes, Lesley; Huntley, Brian; van Jaarsveld, Albert S.; Midgley, Guy F.; Miles, Lera; Ortega-Huerta, Miguel A.; Peterson, A. Townsend; Phillips, Oliver L.","Thomas, Chris D.","Thomas, Chris D. (University of York); Williams, Stephen E. (University of York); Cameron, Alison (University of York); Green, Rhys E. (University of York); Bakkenes, Michel (University of York); Beaumont, Linda J. (University of York); Collingham, Yvonne C. (University of York); Erasmus, Barend F. N. (University of York); de Siqueira, Marinez Ferreira (University of York); Grainger, Alan (University of York); Hannah, Lee (University of York); Hughes, Lesley (University of York); Huntley, Brian (University of York); van Jaarsveld, Albert S. (University of York); Midgley, Guy F. (University of York); Miles, Lera (University of York); Ortega-Huerta, Miguel A. (University of York); Peterson, A. Townsend (University of York); Phillips, Oliver L. (University of York)",26,3,,2.72,https://pure.qub.ac.uk/portal/files/767512/Response_Thomas_Nature_2004.pdf,https://app.dimensions.ai/details/publication/pub.1018365540,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
78,400,pub.1034096020,10.1038/nature02121,14712274,,Extinction risk from climate change,Nature,,"Animals; Biodiversity; Carbon; Conservation of Natural Resources; Geography; Greenhouse Effect; Models, Theoretical; Risk Assessment; Species Specificity; Time Factors",2004-01,2004,427,6970,145-148,"All OA; Green, Published",Article,"Thomas, Chris D.; Cameron, Alison; Green, Rhys E.; Bakkenes, Michel; Beaumont, Linda J.; Collingham, Yvonne C.; Erasmus, Barend F. N.; de Siqueira, Marinez Ferreira; Grainger, Alan; Hannah, Lee; Hughes, Lesley; Huntley, Brian; van Jaarsveld, Albert S.; Midgley, Guy F.; Miles, Lera; Ortega-Huerta, Miguel A.; Townsend Peterson, A.; Phillips, Oliver L.; Williams, Stephen E.","Thomas, Chris D.","Thomas, Chris D. (University of Leeds); Cameron, Alison (University of Leeds); Green, Rhys E. (Royal Society for the Protection of Birds; University of Cambridge); Bakkenes, Michel (National Institute for Public Health and the Environment); Beaumont, Linda J. (Macquarie University); Collingham, Yvonne C. (Durham University); Erasmus, Barend F. N. (University of the Witwatersrand); de Siqueira, Marinez Ferreira (Reference Center on Environmental Information); Grainger, Alan (University of Leeds); Hannah, Lee (Conservation International); Hughes, Lesley (Macquarie University); Huntley, Brian (Durham University); van Jaarsveld, Albert S. (Stellenbosch University); Midgley, Guy F. (South African National Biodiversity Institute); Miles, Lera (University of Leeds); Ortega-Huerta, Miguel A. (National Autonomous University of Mexico); Townsend Peterson, A. (University of Kansas); Phillips, Oliver L. (University of Leeds); Williams, Stephen E. (James Cook University)",3873,609,35.82,382.21,https://pure.qub.ac.uk/portal/files/733227/Thomas&Cameron_Extinctions_Cover&Article_Nature_2004.pdf,https://app.dimensions.ai/details/publication/pub.1034096020,0699 Other Biological Sciences; 06 Biological Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0699 Other Biological Sciences,06 Biological Sciences,05 Environmental Sciences,0502 Environmental Science and Management,
79,100,pub.1021496416,10.1016/s0006-3207(02)00414-7,,,Developing regional and species-level assessments of climate change impacts on biodiversity in the Cape Floristic Region,Biological Conservation,,,2003-07,2003,112,1-2,87-97,Closed,Article,"Midgley, G.F.; Hannah, L.; Millar, D.; Thuiller, W.; Booth, A.","Midgley, G.F.","Midgley, G.F. (South African National Biodiversity Institute; Conservation International); Hannah, L. (Conservation International); Millar, D. (South African National Biodiversity Institute; Conservation International); Thuiller, W. (); Booth, A. (Rhodes University)",184,17,,18.1,,https://app.dimensions.ai/details/publication/pub.1021496416,0602 Ecology; 0502 Environmental Science and Management; 0699 Other Biological Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0699 Other Biological Sciences,05 Environmental Sciences,06 Biological Sciences
80,100,pub.1052937339,10.1046/j.1466-822x.2002.00307.x,,,Assessing the vulnerability of species richness to anthropogenic climate change in a biodiversity hotspot,Global Ecology and Biogeography,,,2002-11,2002,11,6,445-451,Closed,Article,"Midgley, G.F.; Hannah, L.; Millar, D.; Rutherford, M.C.; Powrie, L.W.",,"Midgley, G.F. (South African National Biodiversity Institute); Hannah, L. (); Millar, D. (South African National Biodiversity Institute); Rutherford, M.C. (South African National Biodiversity Institute); Powrie, L.W. (South African National Biodiversity Institute)",244,20,,21.69,,https://app.dimensions.ai/details/publication/pub.1052937339,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
81,100,pub.1002997003,10.1046/j.1466-822x.2002.00306.x,,,Climate change‐integrated conservation strategies,Global Ecology and Biogeography,,,2002-11,2002,11,6,485-495,Closed,Article,"Hannah, L.; Midgley, G. F.; Millar, D.",,"Hannah, L. (Conservation International); Midgley, G. F. (Conservation International; South African National Biodiversity Institute); Millar, D. (Conservation International; South African National Biodiversity Institute)",267,27,,27.69,,https://app.dimensions.ai/details/publication/pub.1002997003,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
82,200,pub.1003251966,10.1046/j.1523-1739.2002.00465.x,,,Conservation of Biodiversity in a Changing Climate,Conservation Biology,,,2002-02,2002,16,1,264-268,Closed,Article,"Hannah, L.; Midgley, G. F.; Lovejoy, T.; Bond, W. J.; Bush, M.; Lovett, J. C.; Scott, D.; Woodward, F. I.",,"Hannah, L. (); Midgley, G. F. (South African National Biodiversity Institute); Lovejoy, T. (World Bank); Bond, W. J. (University of Cape Town); Bush, M. (Florida Institute of Technology); Lovett, J. C. (University of York); Scott, D. (University of Waterloo); Woodward, F. I. (University of Sheffield)",259,25,,,,https://app.dimensions.ai/details/publication/pub.1003251966,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
83,200,pub.1032575786,10.1016/s0169-5347(01)02349-7,,,"Prioritizing hotspots, representing transitions",Trends in Ecology & Evolution,,,2001-12,2001,16,12,673,Closed,Article,"Brooks, Thomas; Hannah, Lee; da Fonseca, Gustavo A.B; Mittermeier, Russell A",,"Brooks, Thomas (); Hannah, Lee (); da Fonseca, Gustavo A.B (); Mittermeier, Russell A (Conservation International)",14,2,,,,https://app.dimensions.ai/details/publication/pub.1032575786,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
84,100,pub.1004780965,10.1007/0-306-48051-4_38,,,The Role of a Global Protected Areas System in Conserving Biodiversity in the Face of Climate Change,Advances in Global Change Research,Global Change and Protected Areas,,2001,2001,9,,413-422,Closed,Chapter,"Hannah, Lee",,"Hannah, Lee (Conservation International)",5,2,,0.55,,https://app.dimensions.ai/details/publication/pub.1004780965,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
85,200,pub.1013168286,10.1038/35013249,10839514,,… following Africa's lead in setting priorities,Nature,,Africa; Conservation of Natural Resources; Cooperative Behavior; Data Collection; Ecosystem; Research,2000-05,2000,405,6785,393-394,All OA; Gold,Article,"da Fonseca, Gustavo A. B.; Balmford, Andrew; Bibby, Colin; Boitani, Luigi; Corsi, Fabio; Brooks, Thomas; Gascon, Claude; Olivieri, Silvio; Mittermeier, Russell A.; Burgess, Neil; Dinerstein, Eric; Olson, David; Hannah, Lee; Lovett, Jon; Moyer, David; Rahbek, Carsten; Stuart, Simon; Williams, Paul",,"da Fonseca, Gustavo A. B. (Conservation International; Federal University of Minas Gerais); Balmford, Andrew (University of Cambridge); Bibby, Colin (BirdLife international); Boitani, Luigi (); Corsi, Fabio (); Brooks, Thomas (Conservation International); Gascon, Claude (Conservation International); Olivieri, Silvio (Conservation International); Mittermeier, Russell A. (Conservation International); Burgess, Neil (); Dinerstein, Eric (World Wildlife Fund); Olson, David (World Wildlife Fund); Hannah, Lee (); Lovett, Jon (University of York); Moyer, David (Wildlife Conservation Society); Rahbek, Carsten (University of Copenhagen); Stuart, Simon (); Williams, Paul (Natural History Museum)",66,4,0.28,,http://www.nature.com/nature/journal/v405/n6785/pdf/405393b0.pdf,https://app.dimensions.ai/details/publication/pub.1013168286,,,,,,
86,100,pub.1053766180,10.1017/s0376892998000071,,,"Participatory planning, scientific priorities, and landscape conservation in Madagascar",Environmental Conservation,,,1998-03,1998,25,1,30-36,Closed,Article,"HANNAH, LEE; RAKOTOSAMIMANANA, BERTHE; GANZHORN, JORG; MITTERMEIER, RUSSELL A.; OLIVIERI, SILVIO; IYER, LATA; RAJAOBELINA, SERGE; HOUGH, JOHN; ANDRIAMIALISOA, FANJA; BOWLES, IAN; TILKIN, GEORGES",,"HANNAH, LEE (Conservation International); RAKOTOSAMIMANANA, BERTHE (); GANZHORN, JORG (); MITTERMEIER, RUSSELL A. (Conservation International); OLIVIERI, SILVIO (Conservation International); IYER, LATA (Conservation International); RAJAOBELINA, SERGE (Conservation International); HOUGH, JOHN (); ANDRIAMIALISOA, FANJA (Conservation International); BOWLES, IAN (Conservation International); TILKIN, GEORGES ()",47,1,,,,https://app.dimensions.ai/details/publication/pub.1053766180,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
87,200,pub.1053809843,10.1017/s0376892997240488,,,Natural Change and Human Impact in Madagascar. ED. BY STEVEN M. GOODMAN AND BRUCE D. PATTERSON -,Environmental Conservation,,,1997-12,1997,24,4,368-373,Closed,Article,"HANNAH, LEE",,"HANNAH, LEE (Conservation International)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1053809843,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
88,200,pub.1069434717,10.2307/1312547,,,Global Priorities,BioScience,,,1995-03,1995,45,3,122-122,Closed,Article,"Hannah, Lee; Bowles, Ian",,"Hannah, Lee (); Bowles, Ian ()",4,1,,,,https://app.dimensions.ai/details/publication/pub.1069434717,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
89,100,pub.1008655315,10.1007/bf00137781,,,Human disturbance and natural habitat: a biome level analysis of a global data set,Biodiversity and Conservation,,,1995-03,1995,4,2,128-155,Closed,Article,"Hannah, Lee; Carr, John L.; Lankerani, Ali",,"Hannah, Lee (Conservation International); Carr, John L. (Conservation International); Lankerani, Ali (Conservation International)",192,27,,,,https://app.dimensions.ai/details/publication/pub.1008655315,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
