,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Keith C Clarke. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
75,100,pub.1058157407,10.1068/b37092,,,Guiding SLEUTH Land-Use/Land-Cover Change Modeling Using Multicriteria Evaluation: Towards Dynamic Sustainable Land-Use Planning,Environment and Planning B Urban Analytics and City Science,,,2012,2012,39,5,925-944,Closed,Article,"Mahiny, Abdolrassoul Salman; Clarke, Keith C",,"Mahiny, Abdolrassoul Salman (Gorgan University of Agricultural Sciences and Natural Resources); Clarke, Keith C (University of California, Santa Barbara)",61,26,,22.38,,https://app.dimensions.ai/details/publication/pub.1058157407,1201 Architecture; 1203 Design Practice and Management; 12 Built Environment and Design; 1205 Urban and Regional Planning,1201 Architecture,1203 Design Practice and Management,12 Built Environment and Design,1205 Urban and Regional Planning,
76,100,pub.1058157357,10.1068/b36090,,,"Measuring Urban Sprawl, Coalescence, and Dispersal: A Case Study of Pordenone, Italy",Environment and Planning B Urban Analytics and City Science,,,2011-12,2011,38,6,1085-1104,Closed,Article,"Martellozzo, Federico; Clarke, Keith C",,"Martellozzo, Federico (McGill University); Clarke, Keith C (University of California, Santa Barbara)",37,13,,14.97,,https://app.dimensions.ai/details/publication/pub.1058157357,1201 Architecture; 1203 Design Practice and Management; 12 Built Environment and Design; 1205 Urban and Regional Planning,1201 Architecture,1203 Design Practice and Management,12 Built Environment and Design,1205 Urban and Regional Planning,
77,100,pub.1051158903,10.1016/j.landurbplan.2011.09.003,,,The potential impacts of sprawl on farmland in Northeast China—Evaluating a new strategy for rural development,Landscape and Urban Planning,,,2011-10,2011,104,1,34-46,"All OA; Green, Published",Article,"Xi, Fengming; He, Hong S.; Clarke, Keith C.; Hu, Yuanman; Wu, Xiaoqing; Liu, Miao; Shi, Tiemao; Geng, Yong; Gao, Chang","He, Hong S.","Xi, Fengming (Institute of Applied Ecology); He, Hong S. (Institute of Applied Ecology; University of Missouri); Clarke, Keith C. (University of California, Santa Barbara); Hu, Yuanman (Institute of Applied Ecology); Wu, Xiaoqing (Chinese Academy of Sciences); Liu, Miao (Institute of Applied Ecology); Shi, Tiemao (Shenyang Jianzhu University); Geng, Yong (Institute of Applied Ecology); Gao, Chang (Shenyang Jianzhu University)",34,8,,5.67,http://ir.yic.ac.cn/bitstream/133337/5588/1/The%20potential%20impacts%20of%20sprawl%20on%20farmland%20in%20Northeast%20China-Evaluating%20a%20new%20strategy%20for%20rural%20development.pdf,https://app.dimensions.ai/details/publication/pub.1051158903,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
78,100,pub.1012919038,10.1068/b37010,,,Forecasting Enrollment in Differential Assessment Programs Using Cellular Automata,Environment and Planning B Urban Analytics and City Science,,,2011-10,2011,38,5,829-849,Closed,Article,"Onsted, Jeffrey A; Clarke, Keith C",,"Onsted, Jeffrey A (Florida International University); Clarke, Keith C (University of California, Santa Barbara)",13,4,,5.26,,https://app.dimensions.ai/details/publication/pub.1012919038,1201 Architecture; 1203 Design Practice and Management; 12 Built Environment and Design; 1205 Urban and Regional Planning,1201 Architecture,1203 Design Practice and Management,12 Built Environment and Design,1205 Urban and Regional Planning,
79,100,pub.1025489827,10.1080/00330124.2011.566512,,,Exploring the Past and Future of Our Planet: Not Bit-by-Bit but All at Once,The Professional Geographer,,,2011-08,2011,63,3,320-324,Closed,Article,"Clarke, Keith C.",,"Clarke, Keith C. ()",5,0,,1.94,,https://app.dimensions.ai/details/publication/pub.1025489827,1608 Sociology; 16 Studies in Human Society,1608 Sociology,16 Studies in Human Society,,,
80,400,pub.1036032880,10.1016/j.jenvman.2011.03.014,21477919,,Forecasts of habitat loss and fragmentation due to urban growth are sensitive to source of input data,Journal of Environmental Management,,"California; Computer Simulation; Conservation of Natural Resources; Data Collection; Ecosystem; Forecasting; Models, Theoretical; Time Factors; Urbanization",2011-07,2011,92,7,1882-1893,Closed,Article,"Syphard, Alexandra D.; Clarke, Keith C.; Franklin, Janet; Regan, Helen M.; Mcginnis, Mark","Syphard, Alexandra D.","Syphard, Alexandra D. (); Clarke, Keith C. (University of California, Santa Barbara); Franklin, Janet (Arizona State University); Regan, Helen M. (University of California, Riverside); Mcginnis, Mark ()",42,11,0.47,5.54,,https://app.dimensions.ai/details/publication/pub.1036032880,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
81,100,pub.1049361117,10.1002/9780470979587.ch18,,,Maps and Mapping Technologies of the Persian Gulf War,,The Map Reader,,2011-04-15,2011,,,134-136,Closed,Chapter,"Clarke, Keith C.",,"Clarke, Keith C. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1049361117,,,,,,
82,100,pub.1003684979,10.1080/1747423x.2010.509819,,,Desertification in China's Horquin area: a multi-temporal land use change analysis,Journal of Land Use Science,,,2011-02-11,2011,6,1,53-73,Closed,Article,"Nie, Qinghua; Clarke, Keith C.",,"Nie, Qinghua (); Clarke, Keith C. ()",1,0,,0.29,,https://app.dimensions.ai/details/publication/pub.1003684979,"12 Built Environment and Design; 16 Studies in Human Society; 0701 Agriculture, Land and Farm Management; 1604 Human Geography; 1205 Urban and Regional Planning; 07 Agricultural and Veterinary Sciences",12 Built Environment and Design,16 Studies in Human Society,"0701 Agriculture, Land and Farm Management",1604 Human Geography,1205 Urban and Regional Planning
83,100,pub.1045264594,10.1016/j.jag.2010.01.005,,,Toward accountable land use mapping: Using geocomputation to improve classification accuracy and reveal uncertainty,International Journal of Applied Earth Observation and Geoinformation,,,2010-06,2010,12,3,127-137,Closed,Article,"Beekhuizen, Johan; Clarke, Keith C.","Clarke, Keith C.","Beekhuizen, Johan (Wageningen University & Research); Clarke, Keith C. (University of California, Santa Barbara)",20,5,,4.14,,https://app.dimensions.ai/details/publication/pub.1045264594,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
84,100,pub.1026736331,10.1080/13658810902984228,,,A general-purpose parallel raster processing programming library test application using a geographic cellular automata model,International Journal of Geographical Information Science,,,2010-04-19,2010,24,5,695-722,"All OA; Green, Published",Article,"Guan, Qingfeng; Clarke, Keith C.",,"Guan, Qingfeng (); Clarke, Keith C. ()",69,21,,22.69,http://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1028&context=geographyfacpub,https://app.dimensions.ai/details/publication/pub.1026736331,08 Information and Computing Sciences; 0803 Computer Software; 0802 Computation Theory and Mathematics,08 Information and Computing Sciences,0803 Computer Software,0802 Computation Theory and Mathematics,,
85,100,pub.1021226966,10.1559/152304010793454309,,,Geometric Rectification of Satellite Imagery with Minimal Ground Control Using Space Oblique Mercator Projection Theory,Cartography and Geographic Information Science,,,2010-01,2010,37,4,261-272,Closed,Article,"Ren, Liucheng; Clarke, Keith C.; Zhou, Chenghu; Ding, Lin; Li, Gongquan",,"Ren, Liucheng (); Clarke, Keith C. (); Zhou, Chenghu (); Ding, Lin (); Li, Gongquan ()",2,1,,0.41,,https://app.dimensions.ai/details/publication/pub.1021226966,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
86,100,pub.1005706093,10.1080/13658810802385245,,,Multi‐criteria evaluation and least‐cost path analysis for optimal haulage routing of dump trucks in large scale open‐pit mines,International Journal of Geographical Information Science,,,2009-12,2009,23,12,1541-1567,Closed,Article,"Choi, Yosoon; Park, Hyeong‐Dong; Sunwoo, Choon; Clarke, Keith C.",,"Choi, Yosoon (); Park, Hyeong‐Dong (); Sunwoo, Choon (); Clarke, Keith C. ()",29,7,,5.29,,https://app.dimensions.ai/details/publication/pub.1005706093,08 Information and Computing Sciences; 09 Engineering; 0806 Information Systems; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience
87,100,pub.1034507789,10.1080/00045600902931785,,,Modeling Settlement Patterns of the Late Classic Maya Civilization with Bayesian Methods and Geographic Information Systems,Annals of the American Association of Geographers,,,2009-07-08,2009,99,3,496-520,Closed,Article,"Ford, Anabel; Clarke, Keith C.; Raines, Gary",,"Ford, Anabel (); Clarke, Keith C. (); Raines, Gary ()",22,7,,3.69,,https://app.dimensions.ai/details/publication/pub.1034507789,16 Studies in Human Society; 1604 Human Geography; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,16 Studies in Human Society,1604 Human Geography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,
88,200,pub.1003323617,10.1559/152304009787340124,,,Foreword,Cartography and Geographic Information Science,,,2009-01,2009,36,1,3-4,Closed,Article,"Clarke, Keith C.",,"Clarke, Keith C. ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1003323617,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
89,100,pub.1033304353,10.1007/s00168-007-0138-2,,,"Comparing the input, output, and validation maps for several models of land change",The Annals of Regional Science,,,2008-03,2008,42,1,11-37,"All OA; Green, Accepted & Submitted",Article,"Pontius, Robert Gilmore; Boersma, Wideke; Castella, Jean-Christophe; Clarke, Keith; de Nijs, Ton; Dietzel, Charles; Duan, Zengqiang; Fotsing, Eric; Goldstein, Noah; Kok, Kasper; Koomen, Eric; Lippitt, Christopher D.; McConnell, William; Mohd Sood, Alias; Pijanowski, Bryan; Pithadia, Snehal; Sweeney, Sean; Trung, Tran Ngoc; Veldkamp, A. Tom; Verburg, Peter H.","Pontius, Robert Gilmore","Pontius, Robert Gilmore (Clark University); Boersma, Wideke (Netherlands Environmental Assessment Agency); Castella, Jean-Christophe (Institute of Research for Development); Clarke, Keith (University of California, Santa Barbara); de Nijs, Ton (Netherlands Environmental Assessment Agency); Dietzel, Charles (University of California, Santa Barbara); Duan, Zengqiang (China Agricultural University); Fotsing, Eric (University of Dschang); Goldstein, Noah (University of California, Santa Barbara); Kok, Kasper (Wageningen University & Research); Koomen, Eric (VU University Amsterdam); Lippitt, Christopher D. (Clark University); McConnell, William (Michigan State University); Mohd Sood, Alias (); Pijanowski, Bryan (Purdue University West Lafayette); Pithadia, Snehal (Purdue University West Lafayette); Sweeney, Sean (Indiana University Bloomington); Trung, Tran Ngoc (Vietnam Academy of Agricultural Sciences); Veldkamp, A. Tom (Wageningen University & Research); Verburg, Peter H. (Wageningen University & Research)",373,103,,87.57,https://research.vu.nl/ws/files/2345095/211446.pdf,https://app.dimensions.ai/details/publication/pub.1033304353,16 Studies in Human Society; 1604 Human Geography; 12 Built Environment and Design; 1205 Urban and Regional Planning,16 Studies in Human Society,1604 Human Geography,12 Built Environment and Design,1205 Urban and Regional Planning,
90,100,pub.1019578647,10.1111/j.1467-9671.2008.01090.x,,,Defining a Digital Earth System,Transactions in GIS,,,2008-02,2008,12,1,145-160,All OA; Gold,Article,"Grossner, Karl E.; Goodchild, Michael F; Clarke, Keith C.",,"Grossner, Karl E. (University of California, Santa Barbara); Goodchild, Michael F (University of California, Santa Barbara); Clarke, Keith C. (University of California, Santa Barbara)",65,7,,19.77,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1467-9671.2008.01090.x,https://app.dimensions.ai/details/publication/pub.1019578647,08 Information and Computing Sciences; 0803 Computer Software,08 Information and Computing Sciences,0803 Computer Software,,,
91,100,pub.1037805897,10.1007/978-3-540-69168-6_17,,,Mapping and Modelling Land Use Change: an Application of the SLEUTH Model,Lecture Notes in Geoinformation and Cartography,Landscape Analysis and Visualisation,,2008,2008,,,353-366,Closed,Chapter,"Clarke, Keith C",,"Clarke, Keith C (University of California, Santa Barbara)",35,8,,3.63,,https://app.dimensions.ai/details/publication/pub.1037805897,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
92,400,pub.1061812899,10.1109/tvcg.2007.70570,17968062,,Interactive Visual Exploration of a Large Spatio-temporal Dataset: Reflections on a Geovisualization Mashup.,IEEE Transactions on Visualization and Computer Graphics,,,2007-11,2007,13,6,1176-1183,"All OA; Green, Accepted & Submitted",Article,"Wood, J.; Dykes, J.; Slingsby, A.; Clarke, K.",,"Wood, J. (City, University of London); Dykes, J. (City, University of London); Slingsby, A. (City, University of London); Clarke, K. ()",129,12,0.68,37.9,http://openaccess.city.ac.uk/176/2/Interactive%20visual%20exploration%20of%20a%20large%20spatio-temporal%20dataset.pdf,https://app.dimensions.ai/details/publication/pub.1061812899,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
93,400,pub.1037397407,10.1007/s00267-006-0097-x,17557170,,"Impact of Urban Sprawl on Water Quality in Eastern Massachusetts, USA",Environmental Management,,"Animals; Conservation of Natural Resources; Ecosystem; Environmental Monitoring; Geographic Information Systems; Humans; Massachusetts; Population Density; Quality Control; Rivers; Urbanization; Waste Management; Water Movements; Water Pollutants, Chemical; Water Pollution; Water Supply",2007-08,2007,40,2,183-200,Closed,Article,"Tu, Jun; Xia, Zong-Guo; Clarke, Keith C.; Frei, Allan","Tu, Jun","Tu, Jun (); Xia, Zong-Guo (); Clarke, Keith C. (University of California, Santa Barbara); Frei, Allan (Queens College, City University of New York)",54,11,0.72,6.15,,https://app.dimensions.ai/details/publication/pub.1037397407,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
94,100,pub.1094398733,10.1109/iv.2007.71,,,Interactive Tag Maps and Tag Clouds for the Multiscale Exploration of Large Spatio-Temporal Datasets,2012 16th International Conference on Information Visualisation,2007 11th International Conference Information Visualization (IV '07),,2007-07,2007,,,497-504,"All OA; Green, Accepted & Submitted",Proceeding,"Slingsby, Aidan; Dykes, Jason; Wood, Jo; Clarke, Keith",,"Slingsby, Aidan (City, University of London); Dykes, Jason (City, University of London); Wood, Jo (City, University of London); Clarke, Keith (University of California, Santa Barbara)",38,4,,11.17,http://openaccess.city.ac.uk/399/1/Interactive_Tag_Maps_and_Tag_Clouds_for_the_Multiscale_Exploration_of_Large_Spatio-temporal_Datasets.pdf,https://app.dimensions.ai/details/publication/pub.1094398733,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
95,100,pub.1022948645,10.1007/s10980-006-9025-y,,,"Simulating fire frequency and urban growth in southern California coastal shrublands, USA",Landscape Ecology,,,2007-03,2007,22,3,431-445,Closed,Article,"Syphard, Alexandra D.; Clarke, Keith C.; Franklin, Janet","Syphard, Alexandra D.","Syphard, Alexandra D. (San Diego State University; University of California, Santa Barbara; University of Wisconsin–Madison); Clarke, Keith C. (University of California, Santa Barbara); Franklin, Janet (San Diego State University)",68,12,,7.74,,https://app.dimensions.ai/details/publication/pub.1022948645,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
96,100,pub.1008398198,10.1080/17489720701484880,,,Choosing the scale and extent of maps for navigation with mobile computing systems,Journal of Location Based Services,,,2007-03,2007,1,1,46-61,Closed,Article,"Dillemuth, Julie; Goldsberry, Kirk; Clarke, Keith C.",,"Dillemuth, Julie (); Goldsberry, Kirk (); Clarke, Keith C. ()",13,0,,2.1,,https://app.dimensions.ai/details/publication/pub.1008398198,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
97,100,pub.1021038541,10.1111/j.1467-9671.2007.01031.x,,,Toward Optimal Calibration of the SLEUTH Land Use Change Model,Transactions in GIS,,,2007-02,2007,11,1,29-45,Closed,Article,"Dietzel, Charles; Clarke, Keith C",,"Dietzel, Charles (University of California, Santa Barbara); Clarke, Keith C (University of California, Santa Barbara)",130,33,,38.22,,https://app.dimensions.ai/details/publication/pub.1021038541,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
98,100,pub.1017263487,10.1559/152304007781697875,,,Spatial Resolution and Algorithm Choice as Modifiers of Downslope Flow Computed from Digital Elevation Models,Cartography and Geographic Information Science,,,2007-01,2007,34,3,215-230,Closed,Article,"Clarke, Keith C.; Lee, Su Jin",,"Clarke, Keith C. (); Lee, Su Jin ()",6,1,,0.74,,https://app.dimensions.ai/details/publication/pub.1017263487,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
99,200,pub.1013608341,10.1201/9781420006377.ch16,,,Loose-Coupling a Cellular Automaton Model and GIS,,Classics from IJGIS,,2006-07-20,2006,,,395-425,Closed,Chapter,"Gaydos, Leonard; Clarke, Keith",,"Gaydos, Leonard (); Clarke, Keith ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1013608341,,,,,,
100,100,pub.1027668758,10.1007/s10707-006-7579-0,,,Decreasing Computational Time of Urban Cellular Automata Through Model Portability,GeoInformatica,,,2006-06,2006,10,2,197-211,Closed,Article,"Dietzel, Charles; Clarke, Keith C.","Dietzel, Charles","Dietzel, Charles (University of California, Santa Barbara); Clarke, Keith C. (University of California, Santa Barbara)",6,0,,0.8,,https://app.dimensions.ai/details/publication/pub.1027668758,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 0499 Other Earth Sciences; 04 Earth Sciences,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,0499 Other Earth Sciences,04 Earth Sciences
101,100,pub.1016237752,10.1016/j.compenvurbsys.2005.04.001,,,The effect of disaggregating land use categories in cellular automata during model calibration and forecasting,Computers Environment and Urban Systems,,,2006-01,2006,30,1,78-101,Closed,Article,"Dietzel, Charles; Clarke, Keith","Clarke, Keith","Dietzel, Charles (University of California, Santa Barbara); Clarke, Keith (University of California, Santa Barbara)",78,14,,11.61,,https://app.dimensions.ai/details/publication/pub.1016237752,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
102,100,pub.1050096040,10.1007/11935148_22,,,GeoComputation in the Grid Computing Age,Lecture Notes in Computer Science,Web and Wireless Geographical Information Systems,,2006,2006,4295,,237-246,Closed,Chapter,"Guan, Qingfeng; Zhang, Tong; Clarke, Keith C.",,"Guan, Qingfeng (University of California, Santa Barbara); Zhang, Tong (San Diego State University); Clarke, Keith C. (University of California, Santa Barbara)",6,1,,1.45,,https://app.dimensions.ai/details/publication/pub.1050096040,08 Information and Computing Sciences; 0103 Numerical and Computational Mathematics; 01 Mathematical Sciences; 0806 Information Systems,08 Information and Computing Sciences,0103 Numerical and Computational Mathematics,01 Mathematical Sciences,0806 Information Systems,
103,100,pub.1033503079,10.1007/11861201_54,,,Exploring the DNA of Our Regions: Classification of Outputs from the SLEUTH Model,Lecture Notes in Computer Science,Cellular Automata,,2006,2006,4173,,462-471,Closed,Chapter,"Gazulis, Nicholas; Clarke, Keith C.",,"Gazulis, Nicholas (University of California, Santa Barbara); Clarke, Keith C. (University of California, Santa Barbara)",18,4,,1.18,,https://app.dimensions.ai/details/publication/pub.1033503079,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
104,100,pub.1038539019,10.1016/j.compenvurbsys.2003.12.001,,,The role of spatial metrics in the analysis and modeling of urban land use change,Computers Environment and Urban Systems,,,2005-07,2005,29,4,369-399,Closed,Article,"Herold, Martin; Couclelis, Helen; Clarke, Keith C.","Herold, Martin","Herold, Martin (University of California, Santa Barbara); Couclelis, Helen (University of California, Santa Barbara); Clarke, Keith C. (University of California, Santa Barbara)",310,60,,50.17,,https://app.dimensions.ai/details/publication/pub.1038539019,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
105,100,pub.1052392210,10.1016/j.ecocom.2004.11.003,,,Using a cellular automaton model to forecast the effects of urban growth on habitat pattern in southern California,Ecological Complexity,,,2005-06,2005,2,2,185-203,Closed,Article,"Syphard, Alexandra D.; Clarke, Keith C.; Franklin, Janet","Syphard, Alexandra D.","Syphard, Alexandra D. (San Diego State University); Clarke, Keith C. (University of California, Santa Barbara); Franklin, Janet (San Diego State University)",76,9,,7.21,,https://app.dimensions.ai/details/publication/pub.1052392210,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
106,100,pub.1016056006,10.1068/b31148,,,Diffusion and Coalescence of the Houston Metropolitan Area: Evidence Supporting a New Urban Theory,Environment and Planning B Urban Analytics and City Science,,,2005-04,2005,32,2,231-246,Closed,Article,"Dietzel, Charles; Oguz, Hakan; Hemphill, Jeffery J; Clarke, Keith C; Gazulis, Nicholas",,"Dietzel, Charles (University of California, Santa Barbara); Oguz, Hakan (Texas A&M University); Hemphill, Jeffery J (University of California, Santa Barbara); Clarke, Keith C (University of California, Santa Barbara); Gazulis, Nicholas (University of California, Santa Barbara)",77,21,,23.51,,https://app.dimensions.ai/details/publication/pub.1016056006,1201 Architecture; 1203 Design Practice and Management; 12 Built Environment and Design; 1205 Urban and Regional Planning,1201 Architecture,1203 Design Practice and Management,12 Built Environment and Design,1205 Urban and Regional Planning,
107,100,pub.1019272740,10.1080/13658810410001713407,,,Spatio‐temporal dynamics in California's Central Valley: Empirical links to urban theory,International Journal of Geographical Information Science,,,2005-02,2005,19,2,175-195,"All OA; Green, Accepted & Submitted",Article,"author, Charles Dietzel Corresponding; Herold, Martin; Hemphill, Jeffrey J.; Clarke, Keith C.",,"author, Charles Dietzel Corresponding (); Herold, Martin (); Hemphill, Jeffrey J. (); Clarke, Keith C. ()",162,35,,25.09,http://www.geogr.uni-jena.de/~c5hema/pub/ijgis05_dietzel_etal.pdf,https://app.dimensions.ai/details/publication/pub.1019272740,08 Information and Computing Sciences; 09 Engineering; 0806 Information Systems; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience
108,100,pub.1036445333,10.1559/152304005775194746,,,"An Artificial-Neural-Network-based, Constrained CA Model for Simulating Urban Growth",Cartography and Geographic Information Science,,,2005-01,2005,32,4,369-380,"All OA; Green, Accepted & Submitted",Article,"Guan, Qingfeng; Wang, Liming; Clarke, Keith C.",,"Guan, Qingfeng (); Wang, Liming (); Clarke, Keith C. ()",46,16,,5.55,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1289&context=natrespapers,https://app.dimensions.ai/details/publication/pub.1036445333,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
109,100,pub.1015190900,10.1080/0965431042000312424,,,"Complexity, emergence and cellular urban models: lessons learned from applying SLEUTH to two Portuguese metropolitan areas",European Planning Studies,,,2005-01,2005,13,1,93-115,Closed,Article,"Silva, Elisabete A.; Clarke, Keith C.",,"Silva, Elisabete A. (University of Lisbon); Clarke, Keith C. (University of California, Santa Barbara)",61,15,,14.82,,https://app.dimensions.ai/details/publication/pub.1015190900,16 Studies in Human Society; 1604 Human Geography; 12 Built Environment and Design; 1205 Urban and Regional Planning,16 Studies in Human Society,1604 Human Geography,12 Built Environment and Design,1205 Urban and Regional Planning,
110,100,pub.1094019404,10.1109/igarss.2005.1526796,,,Dasymetric Mapping with Object-Oriented Classification and GIS,,"Proceedings. 2005 IEEE International Geoscience and Remote Sensing Symposium, 2005. IGARSS '05.",,2005,2005,7,,4991-4992,Closed,Proceeding,"Sim, Sunhui; Clarke, Keith",,"Sim, Sunhui (University of California, Santa Barbara); Clarke, Keith (University of California, Santa Barbara)",1,0,,0.16,,https://app.dimensions.ai/details/publication/pub.1094019404,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
111,100,pub.1018437160,10.1111/j.1467-9671.2004.00197.x,,,Spatial Differences in Multi‐Resolution Urban Automata Modeling,Transactions in GIS,,,2004-10,2004,8,4,479-492,Closed,Article,"Dietzel, Charles; Clarke, Keith C",,"Dietzel, Charles (University of California, Santa Barbara); Clarke, Keith C (University of California, Santa Barbara)",39,5,,5.58,,https://app.dimensions.ai/details/publication/pub.1018437160,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
112,100,pub.1029167267,10.1016/s0198-9715(02)00046-7,,,Approaches to simulating the “March of Bricks and Mortar”,Computers Environment and Urban Systems,,,2004-01,2004,28,1-2,125-147,Closed,Article,"Goldstein, Noah Charles; Candau, J.T; Clarke, K.C","Goldstein, Noah Charles","Goldstein, Noah Charles (University of California, Santa Barbara); Candau, J.T (University of California, Santa Barbara); Clarke, K.C (University of California, Santa Barbara)",36,2,,6.16,,https://app.dimensions.ai/details/publication/pub.1029167267,09 Engineering; 0909 Geomatic Engineering; 12 Built Environment and Design; 1205 Urban and Regional Planning,09 Engineering,0909 Geomatic Engineering,12 Built Environment and Design,1205 Urban and Regional Planning,
113,100,pub.1009549098,10.1559/1523040042246043,,,Mobile Mapping and Geographic Information Systems,Cartography and Geographic Information Science,,,2004-01,2004,31,3,131-136,Closed,Article,"Clarke, Keith C.",,"Clarke, Keith C. ()",15,1,,1.75,,https://app.dimensions.ai/details/publication/pub.1009549098,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
114,100,pub.1006833976,10.1007/978-3-540-30479-1_54,,,Replication of Spatio-temporal Land Use Patterns at Three Levels of Aggregation by an Urban Cellular Automata,Lecture Notes in Computer Science,Cellular Automata,,2004,2004,3305,,523-532,Closed,Chapter,"Dietzel, Charles; Clarke, Keith C.",,"Dietzel, Charles (University of California, Santa Barbara); Clarke, Keith C. (University of California, Santa Barbara)",18,5,,4.56,,https://app.dimensions.ai/details/publication/pub.1006833976,16 Studies in Human Society; 1604 Human Geography,16 Studies in Human Society,1604 Human Geography,,,
115,100,pub.1058156969,10.1068/b2945,,,The Use of Scenarios in Land-Use Planning,Environment and Planning B Urban Analytics and City Science,,,2003-12,2003,30,6,885-909,Closed,Article,"Xiang, Wei-Ning; Clarke, Keith C",,"Xiang, Wei-Ning (University of California, Santa Barbara); Clarke, Keith C (University of California, Santa Barbara)",143,22,,37.97,,https://app.dimensions.ai/details/publication/pub.1058156969,1201 Architecture; 1203 Design Practice and Management; 12 Built Environment and Design; 1205 Urban and Regional Planning,1201 Architecture,1203 Design Practice and Management,12 Built Environment and Design,1205 Urban and Regional Planning,
