,"""About the data: Exported on Oct 31, 2019. Criteria: Researcher is Frank W Davis. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
54,100,pub.1039825335,10.1016/j.reseneeco.2003.11.003,,,An introduction to biodiversity concepts for environmental economists,Resource and Energy Economics,,,2004-06,2004,26,2,115-136,Closed,Article,"Armsworth, Paul R; Kendall, Bruce E; Davis, Frank W","Armsworth, Paul R","Armsworth, Paul R (Stanford University); Kendall, Bruce E (University of California, Santa Barbara); Davis, Frank W (University of California, Santa Barbara)",42,7,,8.11,,https://app.dimensions.ai/details/publication/pub.1039825335,"1505 Marketing; 14 Economics; 15 Commerce, Management, Tourism and Services; 1403 Econometrics; 1402 Applied Economics",1505 Marketing,14 Economics,"15 Commerce, Management, Tourism and Services",1403 Econometrics,1402 Applied Economics
55,100,pub.1032664012,10.1016/s0169-2046(03)00169-5,,,TAMARIN: a landscape framework for evaluating economic incentives for rainforest restoration,Landscape and Urban Planning,,,2004-05,2004,68,1,95-108,Closed,Article,"Stoms, David M.; Chomitz, Kenneth M.; Davis, Frank W.","Stoms, David M.","Stoms, David M. (University of California, Santa Barbara); Chomitz, Kenneth M. (World Bank Group); Davis, Frank W. (University of California, Santa Barbara)",16,1,,1.67,,https://app.dimensions.ai/details/publication/pub.1032664012,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
56,400,pub.1014333174,10.1046/j.1365-294x.2002.01574.x,12207717,,"Pollen movement in declining populations of California Valley oak, Quercus lobata: where have all the fathers gone?",Molecular Ecology,,"California; Genetics, Population; Genotype; Humans; Models, Biological; Pollen; Quercus",2002-09,2002,11,9,1657-1668,Closed,Article,"Sork, V. L.; Davis, F. W.; Smouse, P. E.; Apsit, V. J.; Dyer, R. J.; Fernandez‐M, J. F.; Kuhn, B.",,"Sork, V. L. (University of Missouri–St. Louis); Davis, F. W. (University of California, Santa Barbara); Smouse, P. E. (Rutgers, The State University of New Jersey); Apsit, V. J. (University of Missouri–St. Louis); Dyer, R. J. (University of Missouri–St. Louis); Fernandez‐M, J. F. (University of Missouri–St. Louis); Kuhn, B. (University of California, Santa Barbara)",172,15,2.48,9.51,,https://app.dimensions.ai/details/publication/pub.1014333174,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
57,400,pub.1007314216,10.1007/s00267-001-0004-4,12071504,,Fuzzy Assessment of Land Suitability for Scientific Research Reserves,Environmental Management,,"Conservation of Natural Resources; Databases, Factual; Ecosystem; Environmental Monitoring; Forecasting; Fuzzy Logic; Geography; Information Systems",2002-04,2002,29,4,545-558,Closed,Article,"STOMS, DAVID M.; McDONALD, JENNIFER M.; DAVIS, FRANK W.",,"STOMS, DAVID M. (University of California, Santa Barbara); McDONALD, JENNIFER M. (University of California, Santa Barbara); DAVIS, FRANK W. (University of California, Santa Barbara)",44,2,0.34,4.79,,https://app.dimensions.ai/details/publication/pub.1007314216,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
58,100,pub.1004780783,10.1890/1051-0761(2001)011[0999:nrdtct]2.0.co;2,,,NATURE RESERVES: DO THEY CAPTURE THE FULL RANGE OF AMERICA'S BIOLOGICAL DIVERSITY?,Ecological Applications,,,2001-08,2001,11,4,999-1007,All OA; Gold,Article,"Scott, J. Michael; Davis, Frank W.; McGhie, R. Gavin; Wright, R. Gerald; Groves, Craig; Estes, John",,"Scott, J. Michael (University of Idaho); Davis, Frank W. (University of California, Santa Barbara); McGhie, R. Gavin (University of California, Santa Barbara); Wright, R. Gerald (University of Idaho); Groves, Craig (The Nature Conservancy); Estes, John (University of California, Santa Barbara)",381,48,,36.94,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/1051-0761%282001%29011%5B0999%3ANRDTCT%5D2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1004780783,0602 Ecology; 0502 Environmental Science and Management; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences
59,200,pub.1046632084,10.1016/b0-12-226865-2/00074-2,,,"Disturbance, Mechanisms of",,Encyclopedia of Biodiversity,,2001,2001,,,153-160,Closed,Chapter,"Davis, Frank W.; Moritz, Max",,"Davis, Frank W. (University of California, Santa Barbara); Moritz, Max (California Polytechnic State University)",3,0,,,,https://app.dimensions.ai/details/publication/pub.1046632084,,,,,,
60,100,pub.1028824754,10.1890/0012-9615(2000)070[0149:fshatf]2.0.co;2,,,"FIRE, SOIL HEATING, AND THE FORMATION OF VEGETATION PATTERNS IN CHAPARRAL",Ecological Monographs,,,2000-01,2000,70,1,149-169,Closed,Article,"Odion, Dennis C.; Davis, Frank W.",,"Odion, Dennis C. (University of California, Santa Barbara); Davis, Frank W. (University of California, Santa Barbara)",131,14,,9.78,,https://app.dimensions.ai/details/publication/pub.1028824754,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
61,100,pub.1028095371,10.2307/3237283,,,Recruitment of Quercus agrifolia in central California: the importance of shrub‐dominated patches,Journal of Vegetation Science,,,1998-10,1998,9,5,647-656,Closed,Article,"Callaway, Ragan M.; Davis, Frank W.",,"Callaway, Ragan M. (University of Montana); Davis, Frank W. (University of California, Santa Barbara)",77,9,,,,https://app.dimensions.ai/details/publication/pub.1028095371,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
62,100,pub.1048851811,10.1111/j.1467-9671.1997.tb00004.x,,,Selecting conservation reserves using species‐covering models: Adapting the ARC/INFO GIS,Transactions in GIS,,,1997-10,1997,2,1,45-60,Closed,Article,"GERRARD, ROSS A; CHURCH, RICHARD L; STOMS, DAVID M; DAVIS, FRANK W",,"GERRARD, ROSS A (University of California, Santa Barbara); CHURCH, RICHARD L (University of California, Santa Barbara); STOMS, DAVID M (University of California, Santa Barbara); DAVIS, FRANK W (University of California, Santa Barbara)",15,2,,,,https://app.dimensions.ai/details/publication/pub.1048851811,08 Information and Computing Sciences; 09 Engineering; 16 Studies in Human Society; 0909 Geomatic Engineering; 1604 Human Geography; 0804 Data Format,08 Information and Computing Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,1604 Human Geography
63,100,pub.1020378779,10.1016/0006-3207(95)00102-6,,,Reserve selection as a maximal covering location problem,Biological Conservation,,,1996,1996,76,2,105-112,Closed,Article,"Church, Richard L.; Stoms, David M.; Davis, Frank W.","Church, Richard L.","Church, Richard L. (University of California, Santa Barbara); Stoms, David M. (University of California, Santa Barbara); Davis, Frank W. (University of California, Santa Barbara)",299,13,,,,https://app.dimensions.ai/details/publication/pub.1020378779,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
64,100,pub.1046668051,10.1016/0034-4257(95)00156-5,,,Scaling and uncertainty in the relationship between the NDVI and land surface biophysical variables: An analysis using a scene simulation model and data from FIFE,Remote Sensing of Environment,,,1995-12,1995,54,3,233-246,Closed,Article,"Friedl, M.A.; Davis, F.W.; Michaelsen, J.; Moritz, M.A.","Friedl, M.A.","Friedl, M.A. (Boston University); Davis, F.W. (University of California, Santa Barbara); Michaelsen, J. (University of California, Santa Barbara); Moritz, M.A. (University of California, Santa Barbara)",73,2,,,,https://app.dimensions.ai/details/publication/pub.1046668051,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
65,100,pub.1022640958,10.1007/978-1-4612-4186-7_21,,,Sensitivity of Fire Regime in Chaparral Ecosystems to Climate Change,Ecological Studies,Global Change and Mediterranean-Type Ecosystems,,1995,1995,117,,435-456,Closed,Chapter,"Davis, Frank W.; Michaelsen, Joel",,"Davis, Frank W. (); Michaelsen, Joel ()",49,6,,,,https://app.dimensions.ai/details/publication/pub.1022640958,0501 Ecological Applications; 05 Environmental Sciences,0501 Ecological Applications,05 Environmental Sciences,,,
66,200,pub.1020157610,10.1111/j.1654-1103.1994.tb00789.x,,,Applications of remote sensing and geographic information systems in vegetation science: Introduction,Journal of Vegetation Science,,,1994-10,1994,5,5,609-614,Closed,Article,"Walsh, Stephen J.; Davis, Frank W.",,"Walsh, Stephen J. (University of North Carolina System); Davis, Frank W. (University of California, Santa Barbara)",12,1,,,,https://app.dimensions.ai/details/publication/pub.1020157610,0602 Ecology; 0705 Forestry Sciences; 0607 Plant Biology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0602 Ecology,0705 Forestry Sciences,0607 Plant Biology,06 Biological Sciences,07 Agricultural and Veterinary Sciences
67,100,pub.1046326429,10.2307/3235882,,,Regression Tree Analysis of satellite and terrain data to guide vegetation sampling and surveys,Journal of Vegetation Science,,,1994-10,1994,5,5,673-686,Closed,Article,"Michaelsen, Joel; Schimel, David S.; Friedl, Mark A.; Davis, Frank W.; Dubayah, Ralph C.",,"Michaelsen, Joel (University of California, Santa Barbara); Schimel, David S. (National Center for Atmospheric Research); Friedl, Mark A. (Boston University); Davis, Frank W. (University of California, Santa Barbara); Dubayah, Ralph C. (University of Maryland, College Park)",121,6,,,,https://app.dimensions.ai/details/publication/pub.1046326429,0602 Ecology; 0705 Forestry Sciences; 0607 Plant Biology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0602 Ecology,0705 Forestry Sciences,0607 Plant Biology,06 Biological Sciences,07 Agricultural and Veterinary Sciences
68,100,pub.1015448393,10.2307/3235887,,,Distribution and conservation status of coastal sage scrub in southwestern California,Journal of Vegetation Science,,,1994-10,1994,5,5,743-756,Closed,Article,"Davis, Frank W.; Stine, Peter A.; Stoms, David M.",,"Davis, Frank W. (University of California, Santa Barbara); Stine, Peter A. (); Stoms, David M. (University of California, Santa Barbara)",30,4,,,,https://app.dimensions.ai/details/publication/pub.1015448393,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
69,100,pub.1001975402,10.1080/01431169408954174,,,Estimating grassland biomass and leaf area index using ground and satellite data,International Journal of Remote Sensing,,,1994-05-10,1994,15,7,1401-1420,Closed,Article,"FRIEDL, M. A.; SCHIMEL, D. S.; MICHAELSEN, J.; DAVIS, F. W.; WALKER, H.",,"FRIEDL, M. A. (Boston University); SCHIMEL, D. S. (National Center for Atmospheric Research); MICHAELSEN, J. (University of California, Santa Barbara); DAVIS, F. W. (University of California, Santa Barbara); WALKER, H. (Lawrence Livermore National Laboratory)",97,12,,,,https://app.dimensions.ai/details/publication/pub.1001975402,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
70,100,pub.1018264254,10.1016/0034-4257(94)90109-0,,,Sources of variation in radiometric surface temperature over a tallgrass prairie,Remote Sensing of Environment,,,1994-04,1994,48,1,1-17,Closed,Article,"Friedl, M.A.; Davis, F.W.","Friedl, M.A.","Friedl, M.A. (Boston University); Davis, F.W. (University of California, Santa Barbara)",120,14,,,,https://app.dimensions.ai/details/publication/pub.1018264254,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
71,100,pub.1093234357,10.1109/igarss.1994.399579,,,Modeling sources of uncertainty in satellite-based estimates of leaf area index using a scene simulation model,,Proceedings of IGARSS '94 - 1994 IEEE International Geoscience and Remote Sensing Symposium,,1994,1994,3,,1826-1828 vol.3,Closed,Proceeding,"Friedl, M.A.; Davis, F.W.; Michaelsen, J.; Moritz, M.",,"Friedl, M.A. (Boston University); Davis, F.W. (); Michaelsen, J. (); Moritz, M. ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1093234357,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
72,100,pub.1004788568,10.1007/978-94-011-0719-8_5,,,"Hierarchical representations of species distributions using maps, images and sighting data",,Mapping the Diversity of Nature,,1994,1994,,,71-88,Closed,Chapter,"Hollander, Allan D.; Davis, Frank W.; Stoms, David M.",,"Hollander, Allan D. (); Davis, Frank W. (); Stoms, David M. ()",17,0,,,,https://app.dimensions.ai/details/publication/pub.1004788568,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
73,100,pub.1048102405,10.2307/1940084,,,"Vegetation Dynamics, Fire, and the Physical Environment in Coastal Central California",Ecology,,,1993-07,1993,74,5,1567-1578,Closed,Article,"Callaway, Ragan M.; Davis, Frank W.",,"Callaway, Ragan M. (); Davis, Frank W. ()",130,8,,,,https://app.dimensions.ai/details/publication/pub.1048102405,0501 Ecological Applications; 05 Environmental Sciences; 0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,0502 Environmental Science and Management,,
74,100,pub.1017489016,10.1046/j.1523-1739.1993.07010148.x,,,Geographic Analysis of California Condor Sighting Data,Conservation Biology,,,1993-03,1993,7,1,148-159,Closed,Article,"Stoms, David M.; Davis, Frank W.; Cogan, Christopher B.; Painho, Marco O.; Duncan, Brean W.; Scepan, Joseph; Scott, J. Michael",,"Stoms, David M. (Kennedy Space Center); Davis, Frank W. (Kennedy Space Center); Cogan, Christopher B. (Kennedy Space Center); Painho, Marco O. (Kennedy Space Center); Duncan, Brean W. (Kennedy Space Center); Scepan, Joseph (Kennedy Space Center); Scott, J. Michael (Kennedy Space Center)",13,0,,,,https://app.dimensions.ai/details/publication/pub.1017489016,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
75,200,pub.1032706274,10.1016/b978-0-12-233440-5.50008-7,,,3 Spatial Information for Extrapolation of Canopy Processes: Examples from FIFE,,Scaling Physiological Processes,,1993,1993,,,21-38,Closed,Chapter,"Schimel, David S.; Davis, Frank W.; Kittel, Timothy G.F.",,"Schimel, David S. (University of Utah; Department of Plant Biology); Davis, Frank W. (University of Utah; Department of Plant Biology); Kittel, Timothy G.F. (University of Utah; Department of Plant Biology)",9,0,,,,https://app.dimensions.ai/details/publication/pub.1032706274,,,,,,
76,100,pub.1046504257,10.1029/92jd01345,,,Covariance of biophysical data with digital topographic and land use maps over the FIFE site,Journal of Geophysical Research,,,1992,1992,97,D17,19009-19021,"All OA; Green, Accepted & Submitted",Article,"Davis, F. W.; Schimel, D. S.; Friedl, M. A.; Michaelsen, J. C.; Kittel, T. G. F.; Dubayah, R.; Dozier, J.",,"Davis, F. W. (); Schimel, D. S. (); Friedl, M. A. (); Michaelsen, J. C. (); Kittel, T. G. F. (); Dubayah, R. (); Dozier, J. ()",31,0,,,http://www2.bren.ucsb.edu/%7Edozier/Pubs/DavisJGR1992_FIFE.pdf,https://app.dimensions.ai/details/publication/pub.1046504257,09 Engineering; 0909 Geomatic Engineering; 05 Environmental Sciences; 0502 Environmental Science and Management,09 Engineering,0909 Geomatic Engineering,05 Environmental Sciences,0502 Environmental Science and Management,
77,100,pub.1002875030,10.1016/0034-4257(91)90056-c,,,Thematic mapper analysis of tree cover in semiarid woodlands using a model of canopy shadowing,Remote Sensing of Environment,,,1991-06,1991,36,3,189-202,Closed,Article,"Franklin, Janet; Davis, Frank W.; Lefebvre, Paul","Franklin, Janet","Franklin, Janet (); Davis, Frank W. (University of California, Santa Barbara); Lefebvre, Paul (Woods Hole Research Center)",22,0,,,,https://app.dimensions.ai/details/publication/pub.1002875030,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
78,200,pub.1086365653,10.1109/igarss.1991.575407,,,Correspondence Of Surface Temperatures And Terrain Variables Over A Tallgrass Prairie,,[Proceedings] IGARSS'91 Remote Sensing: Global Monitoring for Earth Management,,1991,1991,4,,1913-1916,Closed,Proceeding,"Friedl, M.A.; Davis, F.W.; Michaelsen, J.C.",,"Friedl, M.A. (University of California, Santa Barbara); Davis, F.W. (); Michaelsen, J.C. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1086365653,,,,,,
79,100,pub.1007189288,10.1029/wr026i004p00679,,,"Topographic distribution of clear‐sky radiation over the Konza Prairie, Kansas",Water Resources Research,,,1990-04,1990,26,4,679-690,Closed,Article,"Dubayah, Ralph; Dozier, Jeff; Davis, Frank W.",,"Dubayah, Ralph (); Dozier, Jeff (); Davis, Frank W. ()",83,9,,,,https://app.dimensions.ai/details/publication/pub.1007189288,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
80,100,pub.1012951357,10.1007/bf02573952,,,Modeling vegetation pattern using digital terrain data,Landscape Ecology,,,1990-03,1990,4,1,69-80,Closed,Article,"Davis, Frank W.; Goetz, Scott",,"Davis, Frank W. (University of California, Santa Barbara); Goetz, Scott ()",119,4,,,,https://app.dimensions.ai/details/publication/pub.1012951357,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
81,100,pub.1021845804,10.1080/02693799008941529,,,An information systems approach to the preservation of biological diversity,International Journal of Geographical Information Systems,,,1990-01,1990,4,1,55-78,Closed,Article,"DAVIS, FRANK W.; STO, DAVID M.; ESTES, JOHN E.; SCEPAN, JOSE; SCOTT, J. MICHAEL",,"DAVIS, FRANK W. (University of California, Santa Barbara); STO, DAVID M. (); ESTES, JOHN E. (University of California, Santa Barbara); SCEPAN, JOSE (); SCOTT, J. MICHAEL (University of Idaho)",71,3,,,,https://app.dimensions.ai/details/publication/pub.1021845804,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
82,100,pub.1048142143,10.1007/bf00054665,,,Establishment of microscale vegetation pattern in maritime chaparral after fire,Plant Ecology,,,1989-11,1989,84,1,53-67,Closed,Article,"Davis, Frank W.; Borchert, Mark I.; Odion, Dennis C.",,"Davis, Frank W. (University of California, Santa Barbara); Borchert, Mark I. (); Odion, Dennis C. (University of California, Santa Barbara)",35,1,,,,https://app.dimensions.ai/details/publication/pub.1048142143,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
83,100,pub.1069661519,10.2307/1937544,,,Interactions of Factors Affecting Seedling Recruitment of Blue Oak (Quercus Douglasii) in California,Ecology,,,1989-04,1989,70,2,389-404,Closed,Article,"Borchert, Mark I.; Davis, Frank W.; Michaelsen, Joel; Oyler, Lyn Dee",,"Borchert, Mark I. (); Davis, Frank W. (); Michaelsen, Joel (); Oyler, Lyn Dee ()",122,8,,,,https://app.dimensions.ai/details/publication/pub.1069661519,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
84,200,pub.1086204790,10.1109/igarss.1989.576087,,,Covariance of Greenness and Terrain Variables over the Konza Prairie,,"12th Canadian Symposium on Remote Sensing Geoscience and Remote Sensing Symposium,",,1989,1989,3,,1322-1325,Closed,Proceeding,"Davis, F.W.; Dubayah, R.; Dozier, J.; Hall, F.G.",,"Davis, F.W. (); Dubayah, R. (); Dozier, J. (); Hall, F.G. ()",8,0,,,,https://app.dimensions.ai/details/publication/pub.1086204790,,,,,,
85,200,pub.1086203781,10.1109/igarss.1989.579024,,,The Distribution Of Clear-sky Radiation Over Varying Terrain,,"12th Canadian Symposium on Remote Sensing Geoscience and Remote Sensing Symposium,",,1989,1989,2,,885-888,Closed,Proceeding,"Dubayah, R.; Dozier, J.; Davis, F.",,"Dubayah, R. (); Dozier, J. (); Davis, F. ()",16,2,,,,https://app.dimensions.ai/details/publication/pub.1086203781,,,,,,
86,100,pub.1106957218,10.1080/02723646.1988.10642341,,,CLIMATE RESPONSE FUNCTIONS FOR BIGCONE SPRUCE: A MEDITERRANEAN CLIMATE CONIFER,Physical Geography,,,1988-01,1988,9,1,81-97,Closed,Article,"Haston, Laura; Davis, Frank W.; Michaelsen, Joel",,"Haston, Laura (University of California, Santa Barbara); Davis, Frank W. (University of California, Santa Barbara); Michaelsen, Joel (University of California, Santa Barbara)",6,0,,,,https://app.dimensions.ai/details/publication/pub.1106957218,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
87,100,pub.1011479358,10.1111/j.1752-1688.1987.tb02956.x,,,400 YEARS OF CENTRAL CALIFORNIA PRECIPITATION VARIABILITY RECONSTRUCTED FROM TREE‐RINGS1,JAWRA Journal of the American Water Resources Association,,,1987-10,1987,23,5,809-818,Closed,Article,"Michaelsen, Joel; Haston, Laura; Davis, Frank W.",,"Michaelsen, Joel (University of California, Santa Barbara); Haston, Laura (University of California, Santa Barbara); Davis, Frank W. (University of California, Santa Barbara)",41,5,,,,https://app.dimensions.ai/details/publication/pub.1011479358,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
88,100,pub.1016929515,10.1080/01431168608954720,,,Performance analysis of image processing algorithms for classification of natural vegetation in the mountains of Southern California,International Journal of Remote Sensing,,,1986-05,1986,7,5,683-702,Closed,Article,"YOOL, Stephen R.; Star, Jeffrey L.; Estes, John E.; BOTKIN, DANIEL B.; ECKHARDT, DAVID W.; DAVIS, FRANK W.",,"YOOL, Stephen R. (University of California, Santa Barbara); Star, Jeffrey L. (University of California, Santa Barbara); Estes, John E. (University of California, Santa Barbara); BOTKIN, DANIEL B. (University of California, Santa Barbara); ECKHARDT, DAVID W. (University of California, Santa Barbara); DAVIS, FRANK W. (University of California, Santa Barbara)",22,0,,,,https://app.dimensions.ai/details/publication/pub.1016929515,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
89,100,pub.1043699921,10.1016/0033-5894(84)90009-7,,,Stratigraphic Evidence of Human Disturbance in an Estuary,Quaternary Research,,,1984-07,1984,22,1,91-108,Closed,Article,"Brush, Grace S.; Davis, Frank W.",,"Brush, Grace S. (Johns Hopkins University); Davis, Frank W. (University of California, Santa Barbara)",41,0,,,,https://app.dimensions.ai/details/publication/pub.1043699921,2101 Archaeology; 0406 Physical Geography and Environmental Geoscience; 0403 Geology; 21 History and Archaeology; 04 Earth Sciences,2101 Archaeology,0406 Physical Geography and Environmental Geoscience,0403 Geology,21 History and Archaeology,04 Earth Sciences
