,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Alan T Murray. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
88,100,pub.1012737394,10.1007/s12076-010-0048-2,,,Visualizing regional income distribution dynamics,Letters in Spatial and Resource Sciences,,,2011-03,2011,4,1,81-90,Closed,Article,"Rey, Sergio J.; Murray, Alan T.; Anselin, Luc","Rey, Sergio J.","Rey, Sergio J. (Arizona State University); Murray, Alan T. (Arizona State University); Anselin, Luc (Arizona State University)",22,8,,10.59,,https://app.dimensions.ai/details/publication/pub.1012737394,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
89,100,pub.1028901789,10.1007/s11067-009-9123-x,,,Strategic Network Restoration,Networks and Spatial Economics,,,2010-09,2010,10,3,345-361,Closed,Article,"Matisziw, Timothy C.; Murray, Alan T.; Grubesic, Tony H.","Matisziw, Timothy C.","Matisziw, Timothy C. (University of Missouri); Murray, Alan T. (Arizona State University); Grubesic, Tony H. (Indiana University Bloomington)",62,24,,17.1,,https://app.dimensions.ai/details/publication/pub.1028901789,0102 Applied Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,01 Mathematical Sciences,,,
90,100,pub.1005723688,10.1007/s10109-009-0105-9,,,Advances in location modeling: GIS linkages and contributions,Journal of Geographical Systems,,,2010-09,2010,12,3,335-354,Closed,Article,"Murray, Alan T.","Murray, Alan T.","Murray, Alan T. (Arizona State University)",82,22,,16.98,,https://app.dimensions.ai/details/publication/pub.1005723688,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
91,100,pub.1043877893,10.1111/j.1435-5957.2009.00270.x,,,Methods to support policy evaluation of sex offender laws,Papers in Regional Science,,,2010-08,2010,89,3,669-684,Closed,Article,"Grubesic, Tony; Murray, Alan",,"Grubesic, Tony (); Murray, Alan (Arizona State University)",8,1,,2.21,,https://app.dimensions.ai/details/publication/pub.1043877893,16 Studies in Human Society; 1604 Human Geography,16 Studies in Human Society,1604 Human Geography,,,
92,100,pub.1049221965,10.1177/0160017609340149,,,Enhancing Classic Coverage Location Models,International Regional Science Review,,,2010-04,2010,33,2,115-133,Closed,Article,"Murray, Alan T.; Tong, Daoqin; Kim, Kamyoung",,"Murray, Alan T. (Arizona State University); Tong, Daoqin (University of Arizona); Kim, Kamyoung (Kyungpook National University)",36,12,,9.94,,https://app.dimensions.ai/details/publication/pub.1049221965,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1499 Other Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1499 Other Economics
93,100,pub.1000757678,10.1111/j.1467-9787.2009.00642.x,,,QUANTITATIVE GEOGRAPHY*,Journal of Regional Science,,,2010-02,2010,50,1,143-163,Closed,Article,"Murray, Alan T.",,"Murray, Alan T. (Arizona State University)",16,2,,4.42,,https://app.dimensions.ai/details/publication/pub.1000757678,16 Studies in Human Society; 1604 Human Geography,16 Studies in Human Society,1604 Human Geography,,,
94,100,pub.1024483932,10.1016/j.compenvurbsys.2009.05.004,,,Maximal covering with network survivability requirements in wireless mesh networks,Computers Environment and Urban Systems,,,2010-01,2010,34,1,49-57,Closed,Article,"Lee, Gunhak; Murray, Alan T.","Lee, Gunhak","Lee, Gunhak (Seoul National University); Murray, Alan T. (Arizona State University)",28,9,,6.14,,https://app.dimensions.ai/details/publication/pub.1024483932,09 Engineering; 0909 Geomatic Engineering; 12 Built Environment and Design; 1205 Urban and Regional Planning,09 Engineering,0909 Geomatic Engineering,12 Built Environment and Design,1205 Urban and Regional Planning,
95,100,pub.1024842740,10.1080/00045600903120594,,,Heuristics in Spatial Analysis: A Genetic Algorithm for Coverage Maximization,Annals of the American Association of Geographers,,,2009-09-17,2009,99,4,698-711,Closed,Article,"Tong, Daoqin; Murray, Alan; Xiao, Ningchuan",,"Tong, Daoqin (); Murray, Alan (); Xiao, Ningchuan ()",31,7,,5.2,,https://app.dimensions.ai/details/publication/pub.1024842740,16 Studies in Human Society; 1604 Human Geography; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,16 Studies in Human Society,1604 Human Geography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,
96,200,pub.1049384368,10.1016/j.seps.2008.02.007,,,The Contributions of Charles S. ReVelle,Socio-Economic Planning Sciences,,,2009-06,2009,43,2,90-91,Closed,Article,"Matisziw, Timothy C.; Murray, Alan T.; Osleeb, Jeffrey P.","Matisziw, Timothy C.","Matisziw, Timothy C. (University of Missouri); Murray, Alan T. (Arizona State University); Osleeb, Jeffrey P. ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1049384368,0102 Applied Mathematics; 01 Mathematical Sciences; 12 Built Environment and Design; 1205 Urban and Regional Planning,0102 Applied Mathematics,01 Mathematical Sciences,12 Built Environment and Design,1205 Urban and Regional Planning,
97,100,pub.1044902506,10.1007/s10109-009-0081-0,,,Area coverage maximization in service facility siting,Journal of Geographical Systems,,,2009-06,2009,11,2,175-189,Closed,Article,"Matisziw, Timothy C.; Murray, Alan T.","Matisziw, Timothy C.","Matisziw, Timothy C. (University of Missouri); Murray, Alan T. (Arizona State University)",11,1,,1.89,,https://app.dimensions.ai/details/publication/pub.1044902506,09 Engineering; 16 Studies in Human Society; 0406 Physical Geography and Environmental Geoscience; 0909 Geomatic Engineering; 1604 Human Geography; 04 Earth Sciences,09 Engineering,16 Studies in Human Society,0406 Physical Geography and Environmental Geoscience,0909 Geomatic Engineering,1604 Human Geography
98,100,pub.1025549496,10.1007/s00168-008-0235-x,,,Exploring the vulnerability of network infrastructure to disruption,The Annals of Regional Science,,,2009-06,2009,43,2,307,Closed,Article,"Matisziw, Timothy C.; Murray, Alan T.; Grubesic, Tony H.","Matisziw, Timothy C.","Matisziw, Timothy C. (University of Missouri); Murray, Alan T. (Arizona State University); Grubesic, Tony H. (Indiana University – Purdue University Indianapolis)",45,10,,11.57,,https://app.dimensions.ai/details/publication/pub.1025549496,16 Studies in Human Society; 1604 Human Geography; 12 Built Environment and Design; 1205 Urban and Regional Planning,16 Studies in Human Society,1604 Human Geography,12 Built Environment and Design,1205 Urban and Regional Planning,
99,100,pub.1012370322,10.1016/j.seps.2008.02.009,,,Siting a facility in continuous space to maximize coverage of a region,Socio-Economic Planning Sciences,,,2009-06,2009,43,2,131-139,Closed,Article,"Matisziw, Timothy C.; Murray, Alan T.","Matisziw, Timothy C.","Matisziw, Timothy C. (University of Missouri); Murray, Alan T. (Arizona State University)",28,5,,6.74,,https://app.dimensions.ai/details/publication/pub.1012370322,0102 Applied Mathematics; 01 Mathematical Sciences; 12 Built Environment and Design; 1205 Urban and Regional Planning,0102 Applied Mathematics,01 Mathematical Sciences,12 Built Environment and Design,1205 Urban and Regional Planning,
100,100,pub.1001728298,10.1016/j.apgeog.2008.09.002,,,GIS and spatial analysis in the media,Applied Geography,,,2009-04,2009,29,2,250-259,Closed,Article,"Murray, Alan T.; Tong, Daoqin","Murray, Alan T.","Murray, Alan T. (Arizona State University); Tong, Daoqin (University of Arizona)",30,4,,5.04,,https://app.dimensions.ai/details/publication/pub.1001728298,16 Studies in Human Society; 1604 Human Geography; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,16 Studies in Human Society,1604 Human Geography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,
101,100,pub.1037552327,10.1111/j.1435-5957.2008.00168.x,,,Maximising coverage of spatial demand for service*,Papers in Regional Science,,,2009-03,2009,88,1,85-97,Closed,Article,"Tong, Daoqin; Murray, Alan T.",,"Tong, Daoqin (); Murray, Alan T. (Arizona State University)",50,13,,14.74,,https://app.dimensions.ai/details/publication/pub.1037552327,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1402 Applied Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1402 Applied Economics
102,100,pub.1037430962,10.1007/s10980-008-9282-z,,,Connectivity change in habitat networks,Landscape Ecology,,,2009-01,2009,24,1,89-100,Closed,Article,"Matisziw, Timothy C.; Murray, Alan T.","Matisziw, Timothy C.","Matisziw, Timothy C. (University of Missouri); Murray, Alan T. (Arizona State University)",30,3,,3.27,,https://app.dimensions.ai/details/publication/pub.1037430962,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
103,100,pub.1017248123,10.1016/j.cor.2007.09.004,,,Modeling s–t path availability to support disaster vulnerability assessment of network infrastructure,Computers & Operations Research,,,2009-01,2009,36,1,16-26,Closed,Article,"Matisziw, Timothy C.; Murray, Alan T.","Matisziw, Timothy C.","Matisziw, Timothy C. (The Ohio State University); Murray, Alan T. (The Ohio State University)",121,28,,29.18,,https://app.dimensions.ai/details/publication/pub.1017248123,0102 Applied Mathematics; 0103 Numerical and Computational Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,0103 Numerical and Computational Mathematics,01 Mathematical Sciences,,
104,100,pub.1014955809,10.1016/b978-008044910-4.00202-9,,,Location Theory,,International Encyclopedia of Human Geography,,2009,2009,,International Journal of Geographical Information Systems101996,270-276,Closed,Chapter,"Murray, A.T.",,"Murray, A.T. (Arizona State University)",1,1,,0.39,,https://app.dimensions.ai/details/publication/pub.1014955809,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
105,100,pub.1052735865,10.1007/s12076-008-0015-3,,,Efficient identification of geographic restriction conditions in anti-covering location models using GIS,Letters in Spatial and Resource Sciences,,,2008-12,2008,1,2-3,159,Closed,Article,"Murray, Alan T.; Kim, Hyun","Murray, Alan T.","Murray, Alan T. (Arizona State University); Kim, Hyun (University of South Florida)",10,4,,1.63,,https://app.dimensions.ai/details/publication/pub.1052735865,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
106,100,pub.1014727761,10.1111/j.1467-9671.2008.01125.x,,,A Geocomputational Heuristic for Coverage Maximization in Service Facility Siting,Transactions in GIS,,,2008-12,2008,12,6,757-773,All OA; Gold,Article,"Murray, Alan T; Matisziw, Timothy C; Wei, Hu; Tong, Daoqin",,"Murray, Alan T (Arizona State University); Matisziw, Timothy C (University of Missouri); Wei, Hu (); Tong, Daoqin (University of Arizona)",19,8,,5.96,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1467-9671.2008.01125.x,https://app.dimensions.ai/details/publication/pub.1014727761,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
107,100,pub.1013255745,10.1007/s10708-008-9197-x,,,"Sex offenders, housing and spatial restriction zones",GeoJournal,,,2008-12,2008,73,4,255-269,Closed,Article,"Grubesic, Tony H.; Murray, Alan T.; Mack, Elizabeth A.","Grubesic, Tony H.","Grubesic, Tony H. (Indiana University Bloomington); Murray, Alan T. (Arizona State University); Mack, Elizabeth A. (Indiana University Bloomington)",15,0,,3.7,,https://app.dimensions.ai/details/publication/pub.1013255745,16 Studies in Human Society; 1602 Criminology,16 Studies in Human Society,1602 Criminology,,,
108,100,pub.1000243147,10.1111/j.1468-2257.2008.00447.x,,,A Methodological Overview of Network Vulnerability Analysis,Growth and Change,,,2008-12,2008,39,4,573-592,Closed,Article,"MURRAY, ALAN T.; MATISZIW, TIMOTHY C.; GRUBESIC, TONY H.",,"MURRAY, ALAN T. (Arizona State University); MATISZIW, TIMOTHY C. (University of Missouri System); GRUBESIC, TONY H. (Indiana University)",73,14,,19.95,,https://app.dimensions.ai/details/publication/pub.1000243147,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1402 Applied Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1402 Applied Economics
109,100,pub.1040125453,10.1007/s12061-008-9013-5,,,Sex Offender Residency and Spatial Equity,Applied Spatial Analysis and Policy,,,2008-11,2008,1,3,175-192,Closed,Article,"Grubesic, Tony H.; Murray, Alan T.","Grubesic, Tony H.","Grubesic, Tony H. (Indiana University Bloomington); Murray, Alan T. (Arizona State University)",20,6,,6.75,,https://app.dimensions.ai/details/publication/pub.1040125453,1605 Policy and Administration; 16 Studies in Human Society,1605 Policy and Administration,16 Studies in Human Society,,,
110,200,pub.1032271332,10.1111/j.0016-7363.2008.00732.x,,,Editor's Comments,Geographical Analysis,,,2008-10,2008,40,4,353-354,All OA; Gold,Article,"Murray, Alan",,"Murray, Alan (Arizona State University)",0,0,,0,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.0016-7363.2008.00732.x,https://app.dimensions.ai/details/publication/pub.1032271332,09 Engineering; 16 Studies in Human Society; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 1604 Human Geography; 04 Earth Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,1604 Human Geography
111,100,pub.1028091739,10.1111/j.1467-9787.2008.00575.x,,,ENHANCING SPATIAL REPRESENTATION IN PRIMARY AND SECONDARY COVERAGE LOCATION MODELING*,Journal of Regional Science,,,2008-10,2008,48,4,745-768,Closed,Article,"Kim, Kamyoung; Murray, Alan T.",,"Kim, Kamyoung (The Ohio State University); Murray, Alan T. (Arizona State University)",15,3,,4.1,,https://app.dimensions.ai/details/publication/pub.1028091739,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1402 Applied Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1402 Applied Economics
112,200,pub.1103196103,10.1002/9780470432761,,,"Business Site Selection, Location Analysis and GIS",,,,2008-09-23,2008,,,,Closed,Monograph,"Church, Richard L.; Murray, Alan T.",,"Church, Richard L. (); Murray, Alan T. ()",35,13,,,,https://app.dimensions.ai/details/publication/pub.1103196103,,,,,,
113,100,pub.1004184249,10.1016/j.ecolmodel.2008.02.006,,,Estimating carrying capacity for sandhill cranes using habitat suitability and spatial optimization models,Ecological Modelling,,,2008-06,2008,214,2-4,284-292,Closed,Article,"Downs, Joni A.; Gates, Robert J.; Murray, Alan T.","Downs, Joni A.","Downs, Joni A. (Florida State University); Gates, Robert J. (The Ohio State University); Murray, Alan T. (The Ohio State University)",33,8,,3.56,,https://app.dimensions.ai/details/publication/pub.1004184249,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
114,100,pub.1023936449,10.1080/13658810701405615,,,A new approach to quantifying spatial contiguity using graph theory and spatial interaction,International Journal of Geographical Information Science,,,2008-04,2008,22,4,387-407,Closed,Article,"Wu, X.; Murray, A. T.",,"Wu, X. (); Murray, A. T. ()",20,4,,3.37,,https://app.dimensions.ai/details/publication/pub.1023936449,08 Information and Computing Sciences; 09 Engineering; 0806 Information Systems; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience
115,100,pub.1036051251,10.1016/j.dss.2007.11.003,,,Decision support for network disruption mitigation,Decision Support Systems,,,2008-03,2008,44,4,954-969,Closed,Article,"Snediker, Diane E.; Murray, Alan T.; Matisziw, Timothy C.","Snediker, Diane E.","Snediker, Diane E. (United States Census Bureau); Murray, Alan T. (The Ohio State University); Matisziw, Timothy C. (The Ohio State University)",37,4,,11.61,,https://app.dimensions.ai/details/publication/pub.1036051251,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
116,100,pub.1041803583,10.1016/j.cor.2006.03.004,,,Regional service coverage modeling,Computers & Operations Research,,,2008-02,2008,35,2,339-355,Closed,Article,"Murray, Alan T.; O’Kelly, Morton E.; Church, Richard L.","Murray, Alan T.","Murray, Alan T. (The Ohio State University); O’Kelly, Morton E. (The Ohio State University); Church, Richard L. (University of California, Santa Barbara)",54,12,,12.54,,https://app.dimensions.ai/details/publication/pub.1041803583,0102 Applied Mathematics; 0103 Numerical and Computational Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,0103 Numerical and Computational Mathematics,01 Mathematical Sciences,,
117,100,pub.1014657311,10.1016/j.cor.2006.03.009,,,Siting park-and-ride facilities using a multi-objective spatial optimization model,Computers & Operations Research,,,2008-02,2008,35,2,445-456,Closed,Article,"Farhan, Bilal; Murray, Alan T.","Murray, Alan T.","Farhan, Bilal (); Murray, Alan T. (The Ohio State University)",60,13,,13.93,,https://app.dimensions.ai/details/publication/pub.1014657311,0102 Applied Mathematics; 0103 Numerical and Computational Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,0103 Numerical and Computational Mathematics,01 Mathematical Sciences,,
118,100,pub.1029812288,10.1080/17474230701785879,,,Spatial contiguity optimization in land acquisition,Journal of Land Use Science,,,2008-01-09,2008,2,4,243-256,Closed,Article,"Wu, Xiaolan; Murray, Alan T.",,"Wu, Xiaolan (); Murray, Alan T. ()",6,2,,1.39,,https://app.dimensions.ai/details/publication/pub.1029812288,"12 Built Environment and Design; 16 Studies in Human Society; 0701 Agriculture, Land and Farm Management; 1604 Human Geography; 1205 Urban and Regional Planning; 07 Agricultural and Veterinary Sciences",12 Built Environment and Design,16 Studies in Human Society,"0701 Agriculture, Land and Farm Management",1604 Human Geography,1205 Urban and Regional Planning
119,100,pub.1041352504,10.1177/0160017607308679,,,Comparative Approaches for Assessing Network Vulnerability,International Regional Science Review,,,2008-01,2008,31,1,88-112,Closed,Article,"Grubesic, Tony H.; Matisziw, Timothy C.; Murray, Alan T.; Snediker, Diane",,"Grubesic, Tony H. (Indiana University Bloomington); Matisziw, Timothy C. (The Ohio State University); Murray, Alan T. (The Ohio State University); Snediker, Diane (The Ohio State University)",94,21,,31.72,,https://app.dimensions.ai/details/publication/pub.1041352504,1605 Policy and Administration; 16 Studies in Human Society,1605 Policy and Administration,16 Studies in Human Society,,,
120,100,pub.1058157202,10.1068/b33139,,,A Multiobjective Evolutionary Algorithm for Surveillance Sensor Placement,Environment and Planning B Urban Analytics and City Science,,,2008,2008,35,5,935-948,Closed,Article,"Kim, Kamyoung; Murray, Alan T; Xiao, Ningchuan",,"Kim, Kamyoung (The Ohio State University); Murray, Alan T (The Ohio State University); Xiao, Ningchuan (The Ohio State University)",20,6,,5.87,,https://app.dimensions.ai/details/publication/pub.1058157202,1201 Architecture; 1203 Design Practice and Management; 12 Built Environment and Design; 1205 Urban and Regional Planning,1201 Architecture,1203 Design Practice and Management,12 Built Environment and Design,1205 Urban and Regional Planning,
121,100,pub.1008338058,10.1016/j.omega.2005.10.001,,,Location models for ceding market share and shrinking services,Omega,,,2007-10,2007,35,5,533-540,"All OA; Green, Accepted & Submitted",Article,"ReVelle, Charles; Murray, Alan T.; Serra, Daniel","Serra, Daniel","ReVelle, Charles (Johns Hopkins University); Murray, Alan T. (The Ohio State University); Serra, Daniel (Pompeu Fabra University)",32,7,,6.33,http://repositori.upf.edu/bitstream/10230/1000/1/753.pdf,https://app.dimensions.ai/details/publication/pub.1008338058,"1505 Marketing; 15 Commerce, Management, Tourism and Services; 0102 Applied Mathematics; 1503 Business and Management; 01 Mathematical Sciences",1505 Marketing,"15 Commerce, Management, Tourism and Services",0102 Applied Mathematics,1503 Business and Management,01 Mathematical Sciences
122,100,pub.1004358524,10.1080/13658810601169857,,,Coverage optimization in continuous space facility siting,International Journal of Geographical Information Science,,,2007-08,2007,21,7,757-776,Closed,Article,"Murray, Alan T.; Tong, Daoqin",,"Murray, Alan T. (); Tong, Daoqin ()",58,8,,9.44,,https://app.dimensions.ai/details/publication/pub.1004358524,08 Information and Computing Sciences; 09 Engineering; 0806 Information Systems; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience
123,100,pub.1038527481,10.1007/s10109-006-0039-4,,,Critical network infrastructure analysis: interdiction and system flow,Journal of Geographical Systems,,,2007-06,2007,9,2,103-117,Closed,Article,"Murray, Alan T.; Matisziw, Timothy C.; Grubesic, Tony H.","Murray, Alan T.","Murray, Alan T. (The Ohio State University); Matisziw, Timothy C. (The Ohio State University); Grubesic, Tony H. (Indiana University Bloomington)",81,13,,12.61,,https://app.dimensions.ai/details/publication/pub.1038527481,09 Engineering; 16 Studies in Human Society; 0406 Physical Geography and Environmental Geoscience; 0909 Geomatic Engineering; 1604 Human Geography; 04 Earth Sciences,09 Engineering,16 Studies in Human Society,0406 Physical Geography and Environmental Geoscience,0909 Geomatic Engineering,1604 Human Geography
124,100,pub.1036975338,10.1177/0894439307298930,,,Geographic Exclusion,Social Science Computer Review,,,2007-05,2007,25,2,143-162,Closed,Article,"Grubesic, Tony H.; Mack, Elizabeth; Murray, Alan T.",,"Grubesic, Tony H. (Indiana University Bloomington); Mack, Elizabeth (Indiana University Bloomington); Murray, Alan T. (The Ohio State University)",39,2,,15.09,,https://app.dimensions.ai/details/publication/pub.1036975338,08 Information and Computing Sciences; 0899 Other Information and Computing Sciences; 0806 Information Systems; 0807 Library and Information Studies,08 Information and Computing Sciences,0899 Other Information and Computing Sciences,0806 Information Systems,0807 Library and Information Studies,
125,100,pub.1039705738,10.1016/j.compenvurbsys.2006.06.002,,,Coverage optimization to support security monitoring,Computers Environment and Urban Systems,,,2007-03,2007,31,2,133-147,Closed,Article,"Murray, Alan T.; Kim, Kamyoung; Davis, James W.; Machiraju, Raghu; Parent, Richard","Murray, Alan T.","Murray, Alan T. (The Ohio State University); Kim, Kamyoung (The Ohio State University); Davis, James W. (The Ohio State University); Machiraju, Raghu (The Ohio State University); Parent, Richard (The Ohio State University)",78,16,,14.26,,https://app.dimensions.ai/details/publication/pub.1039705738,09 Engineering; 0909 Geomatic Engineering; 12 Built Environment and Design; 1205 Urban and Regional Planning,09 Engineering,0909 Geomatic Engineering,12 Built Environment and Design,1205 Urban and Regional Planning,
126,200,pub.1026490251,10.1117/12.704062,,,Sensor configuration for coverage optimization for surveillance applications,Proceedings of SPIE,Videometrics IX,,2007-01-28,2007,6491,,649105-649105-12,Closed,Proceeding,"Janoos, Firdaus; Machiraju, Raghu; Parent, Richard; Davis, James W.; Murray, Alan",,"Janoos, Firdaus (The Ohio State University); Machiraju, Raghu (The Ohio State University); Parent, Richard (The Ohio State University); Davis, James W. (The Ohio State University); Murray, Alan (The Ohio State University)",5,2,,,,https://app.dimensions.ai/details/publication/pub.1026490251,,,,,,
127,100,pub.1033687871,10.1111/j.1538-4632.2006.00694.x,,,Population Estimation Using Landsat Enhanced Thematic Mapper Imagery,Geographical Analysis,,,2007-01,2007,39,1,26-43,All OA; Gold,Article,"Wu, Changshan; Murray, Alan T.",,"Wu, Changshan (University of Wisconsin–Milwaukee); Murray, Alan T. (The Ohio State University)",48,4,,7.74,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1538-4632.2006.00694.x,https://app.dimensions.ai/details/publication/pub.1033687871,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
128,100,pub.1002566184,10.1016/j.ejor.2005.09.016,,,Improving computational capabilities for addressing volume constraints in forest harvest scheduling problems,European Journal of Operational Research,,,2007-01,2007,176,2,1246-1264,"All OA; Green, Accepted & Submitted",Article,"Vielma, Juan Pablo; Murray, Alan T.; Ryan, David M.; Weintraub, Andres","Vielma, Juan Pablo","Vielma, Juan Pablo (University of Chile); Murray, Alan T. (The Ohio State University); Ryan, David M. (University of Auckland); Weintraub, Andres (University of Chile)",22,3,,6.47,http://web.mit.edu/jvielma/www/publications/ARM_EJOR07.pdf,https://app.dimensions.ai/details/publication/pub.1002566184,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
129,100,pub.1085989447,10.1007/978-0-387-71815-6_22,,,Spatial Environmental Concerns,International Series In Operations Research amp; Mana,Handbook Of Operations Research In Natural Resources,,2007,2007,99,,419-429,Closed,Chapter,"Murray, Alan T.",,"Murray, Alan T. (The Ohio State University)",5,1,,0.57,,https://app.dimensions.ai/details/publication/pub.1085989447,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
130,100,pub.1050951409,10.1007/978-3-540-68056-7_12,,,Bounding Network Interdiction Vulnerability Through Cutset Identification,Advances in Spatial Science,Critical Infrastructure,,2007,2007,,,243-256,Closed,Chapter,"Matisziw, Timothy C.; Murray, Alan T.; Grubesic, Tony H.",,"Matisziw, Timothy C. (The Ohio State University); Murray, Alan T. (The Ohio State University); Grubesic, Tony H. ()",19,4,,3.52,,https://app.dimensions.ai/details/publication/pub.1050951409,0905 Civil Engineering; 09 Engineering,0905 Civil Engineering,09 Engineering,,,
131,100,pub.1043551336,10.1007/978-3-540-68056-7_1,,,Overview of Reliability and Vulnerability in Critical Infrastructure,Advances in Spatial Science,Critical Infrastructure,,2007,2007,,,1-8,Closed,Chapter,"Murray, Alan T.; Grubesic, Tony H.",,"Murray, Alan T. (The Ohio State University); Grubesic, Tony H. ()",25,5,,7.35,,https://app.dimensions.ai/details/publication/pub.1043551336,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
132,100,pub.1019371434,10.1007/978-3-540-68056-7_10,,,Continuity in Critical Network Infrastructures: Accounting for Nodal Disruptions,Advances in Spatial Science,Critical Infrastructure,,2007,2007,,,197-220,Closed,Chapter,"Grubesic, Tony H.; Murray, Alan T.; Mefford, Jessica N.",,"Grubesic, Tony H. (Indiana University Bloomington); Murray, Alan T. (The Ohio State University); Mefford, Jessica N. (The Ohio State University)",8,1,,2.35,,https://app.dimensions.ai/details/publication/pub.1019371434,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
133,200,pub.1059683937,10.1093/imaman/dpl009,,,Solving the continuous space p-centre problem: planning application issues,IMA Journal of Management Mathematics,,,2006-10-01,2006,17,4,413-425,Closed,Article,"Wei, Hu; Murray, Alan T.; Xiao, Ningchuan",,"Wei, Hu (); Murray, Alan T. (); Xiao, Ningchuan ()",28,6,,7.97,,https://app.dimensions.ai/details/publication/pub.1059683937,"0102 Applied Mathematics; 15 Commerce, Management, Tourism and Services; 01 Mathematical Sciences; 1502 Banking, Finance and Investment",0102 Applied Mathematics,"15 Commerce, Management, Tourism and Services",01 Mathematical Sciences,"1502 Banking, Finance and Investment",
