,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Todd H Oakley. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
57,400,pub.1016933148,10.1093/sysbio/syr085,21865337,,Dispersal between Shallow and Abyssal Seas and Evolutionary Loss and Regain of Compound Eyes in Cylindroleberidid Ostracods: Conflicting Conclusions from Different Comparative Methods,Systematic Biology,,"Animals; Biological Evolution; Compound Eye, Arthropod; Crustacea; Genetic Speciation; Markov Chains; Models, Biological; Oceans and Seas; Phylogeny",2012-03-01,2012,61,2,314-336,All OA; Gold,Article,"Syme, Anna E.; Oakley, Todd H.",,"Syme, Anna E. (University of California, Santa Barbara); Oakley, Todd H. (University of California, Santa Barbara)",24,6,0.81,2.26,https://academic.oup.com/sysbio/article-pdf/61/2/314/24563014/syr085.pdf,https://app.dimensions.ai/details/publication/pub.1016933148,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
58,400,pub.1025024993,10.1017/s0952523811000150,21736861,,Understanding the dermal light sense in the context of integrative photoreceptor cell biology,Visual Neuroscience,,"Animals; Behavior, Animal; Cnidaria; Echinodermata; Invertebrates; Light; Photoreceptor Cells, Invertebrate; Sensation; Skin Physiological Phenomena",2011-07,2011,28,4,265-279,Closed,Article,"RAMIREZ, M. DESMOND; SPEISER, DANIEL I.; PANKEY, M. SABRINA; OAKLEY, TODD H.",,"RAMIREZ, M. DESMOND (University of California, Santa Barbara); SPEISER, DANIEL I. (University of California, Santa Barbara); PANKEY, M. SABRINA (University of California, Santa Barbara); OAKLEY, TODD H. (University of California, Santa Barbara)",35,9,0.88,,,https://app.dimensions.ai/details/publication/pub.1025024993,17 Psychology and Cognitive Sciences; 11 Medical and Health Sciences,17 Psychology and Cognitive Sciences,11 Medical and Health Sciences,,,
59,400,pub.1047725788,10.1126/science.1197761,21292972,PMC3529199,The Ecoresponsive Genome of <i>Daphnia pulex</i>,Science,,"Adaptation, Physiological; Amino Acid Sequence; Animals; Base Sequence; Chromosome Mapping; Daphnia; Ecosystem; Environment; Evolution, Molecular; Gene Conversion; Gene Duplication; Gene Expression; Gene Expression Profiling; Gene Expression Regulation; Genes; Genes, Duplicate; Genome; Metabolic Networks and Pathways; Molecular Sequence Annotation; Molecular Sequence Data; Multigene Family; Phylogeny; Sequence Analysis, DNA",2011-02-04,2011,331,6017,555-561,"All OA; Green, Accepted & Submitted",Article,"Colbourne, John K.; Pfrender, Michael E.; Gilbert, Donald; Thomas, W. Kelley; Tucker, Abraham; Oakley, Todd H.; Tokishita, Shinichi; Aerts, Andrea; Arnold, Georg J.; Basu, Malay Kumar; Bauer, Darren J.; Cáceres, Carla E.; Carmel, Liran; Casola, Claudio; Choi, Jeong-Hyeon; Detter, John C.; Dong, Qunfeng; Dusheyko, Serge; Eads, Brian D.; Fröhlich, Thomas; Geiler-Samerotte, Kerry A.; Gerlach, Daniel; Hatcher, Phil; Jogdeo, Sanjuro; Krijgsveld, Jeroen; Kriventseva, Evgenia V.; Kültz, Dietmar; Laforsch, Christian; Lindquist, Erika; Lopez, Jacqueline; Manak, J. Robert; Muller, Jean; Pangilinan, Jasmyn; Patwardhan, Rupali P.; Pitluck, Samuel; Pritham, Ellen J.; Rechtsteiner, Andreas; Rho, Mina; Rogozin, Igor B.; Sakarya, Onur; Salamov, Asaf; Schaack, Sarah; Shapiro, Harris; Shiga, Yasuhiro; Skalitzky, Courtney; Smith, Zachary; Souvorov, Alexander; Sung, Way; Tang, Zuojian; Tsuchiya, Dai; Tu, Hank; Vos, Harmjan; Wang, Mei; Wolf, Yuri I.; Yamagata, Hideo; Yamada, Takuji; Ye, Yuzhen; Shaw, Joseph R.; Andrews, Justen; Crease, Teresa J.; Tang, Haixu; Lucas, Susan M.; Robertson, Hugh M.; Bork, Peer; Koonin, Eugene V.; Zdobnov, Evgeny M.; Grigoriev, Igor V.; Lynch, Michael; Boore, Jeffrey L.",,"Colbourne, John K. (Indiana University Bloomington); Pfrender, Michael E. (Utah State University); Gilbert, Donald (Indiana University Bloomington); Thomas, W. Kelley (University of New Hampshire); Tucker, Abraham (Indiana University Bloomington; University of New Hampshire); Oakley, Todd H. (University of California, Santa Barbara); Tokishita, Shinichi (Tokyo University of Pharmacy and Life Sciences); Aerts, Andrea (Joint Genome Institute); Arnold, Georg J. (Ludwig Maximilian University of Munich); Basu, Malay Kumar (National Center for Biotechnology Information); Bauer, Darren J. (University of New Hampshire); Cáceres, Carla E. (University of Illinois at Urbana Champaign); Carmel, Liran (National Center for Biotechnology Information); Casola, Claudio (Indiana University Bloomington); Choi, Jeong-Hyeon (Indiana University Bloomington); Detter, John C. (Joint Genome Institute); Dong, Qunfeng (Indiana University Bloomington); Dusheyko, Serge (Joint Genome Institute); Eads, Brian D. (Indiana University Bloomington); Fröhlich, Thomas (Ludwig Maximilian University of Munich); Geiler-Samerotte, Kerry A. (University of California, Santa Barbara); Gerlach, Daniel (Swiss Institute of Bioinformatics); Hatcher, Phil (University of New Hampshire); Jogdeo, Sanjuro (University of New Hampshire); Krijgsveld, Jeroen (Utrecht University); Kriventseva, Evgenia V. (Swiss Institute of Bioinformatics); Kültz, Dietmar (University of California, Davis); Laforsch, Christian (Ludwig Maximilian University of Munich); Lindquist, Erika (Joint Genome Institute); Lopez, Jacqueline (Indiana University Bloomington); Manak, J. Robert (Roche (United States)); Muller, Jean (European Molecular Biology Laboratory); Pangilinan, Jasmyn (Joint Genome Institute); Patwardhan, Rupali P. (Indiana University Bloomington); Pitluck, Samuel (Joint Genome Institute); Pritham, Ellen J. (The University of Texas at Arlington); Rechtsteiner, Andreas (Indiana University Bloomington); Rho, Mina (Indiana University Bloomington); Rogozin, Igor B. (National Center for Biotechnology Information); Sakarya, Onur (University of California, Santa Barbara); Salamov, Asaf (Joint Genome Institute); Schaack, Sarah (Indiana University Bloomington; The University of Texas at Arlington); Shapiro, Harris (Joint Genome Institute); Shiga, Yasuhiro (Tokyo University of Pharmacy and Life Sciences); Skalitzky, Courtney (Roche (United States)); Smith, Zachary (Indiana University Bloomington); Souvorov, Alexander (National Center for Biotechnology Information); Sung, Way (University of New Hampshire); Tang, Zuojian (Indiana University Bloomington); Tsuchiya, Dai (Indiana University Bloomington); Tu, Hank (Joint Genome Institute); Vos, Harmjan (Utrecht University); Wang, Mei (Joint Genome Institute); Wolf, Yuri I. (National Center for Biotechnology Information); Yamagata, Hideo (Tokyo University of Pharmacy and Life Sciences); Yamada, Takuji (European Molecular Biology Laboratory); Ye, Yuzhen (Indiana University Bloomington); Shaw, Joseph R. (Indiana University Bloomington); Andrews, Justen (Indiana University Bloomington); Crease, Teresa J. (University of Guelph); Tang, Haixu (Indiana University Bloomington); Lucas, Susan M. (Joint Genome Institute); Robertson, Hugh M. (University of Illinois at Urbana Champaign); Bork, Peer (European Molecular Biology Laboratory); Koonin, Eugene V. (National Center for Biotechnology Information); Zdobnov, Evgeny M. (Swiss Institute of Bioinformatics; Imperial College London); Grigoriev, Igor V. (Joint Genome Institute); Lynch, Michael (Indiana University Bloomington); Boore, Jeffrey L. (Joint Genome Institute; University of California, Berkeley)",764,158,25.99,66.38,http://europepmc.org/articles/pmc3529199?pdf=render,https://app.dimensions.ai/details/publication/pub.1047725788,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
60,200,pub.1031859715,10.1201/b10425-13,,,Key Transitions During Animal Phototransduction Evolution,,Key Transitions in Animal Evolution,,2010-12-07,2010,,,217-237,Closed,Chapter,"Oakley, Todd; Plachetzki, David",,"Oakley, Todd (); Plachetzki, David ()",2,0,,,,https://app.dimensions.ai/details/publication/pub.1031859715,,,,,,
61,400,pub.1044034491,10.1186/1471-2148-10-123,20433736,PMC2888819,"Gene duplication and the origins of morphological complexity in pancrustacean eyes, a genomic approach",BMC Evolutionary Biology,,"Animals; Comparative Genomic Hybridization; Crustacea; Daphnia; Evolution, Molecular; Eye; Eye Proteins; Gene Duplication; Genomics; Homeodomain Proteins; Multigene Family; PAX6 Transcription Factor; Paired Box Transcription Factors; Phylogeny; Repressor Proteins; Sequence Analysis, DNA; Vertebrates",2010-12,2010,10,1,123,All OA; Gold,Article,"Rivera, Ajna S; Pankey, M Sabrina; Plachetzki, David C; Villacorta, Carlos; Syme, Anna E; Serb, Jeanne M; Omilian, Angela R; Oakley, Todd H","Oakley, Todd H","Rivera, Ajna S (University of California, Santa Barbara); Pankey, M Sabrina (University of California, Santa Barbara); Plachetzki, David C (University of California, Santa Barbara); Villacorta, Carlos (University of California, Santa Barbara); Syme, Anna E (University of California, Santa Barbara); Serb, Jeanne M (University of California, Santa Barbara; Iowa State University); Omilian, Angela R (Indiana University Bloomington); Oakley, Todd H (University of California, Santa Barbara)",34,5,0.93,2.72,https://bmcevolbiol.biomedcentral.com/track/pdf/10.1186/1471-2148-10-123,https://app.dimensions.ai/details/publication/pub.1044034491,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
62,400,pub.1042005558,10.1038/nature09201,20686567,PMC3130542,The Amphimedon queenslandica genome and the evolution of animal complexity,Nature,,"Animals; Apoptosis; Cell Adhesion; Cell Cycle; Cell Polarity; Cell Proliferation; Evolution, Molecular; Genes; Genome; Genomics; Humans; Immunity, Innate; Models, Biological; Neurons; Phosphotransferases; Phylogeny; Porifera; Sequence Analysis, DNA; Signal Transduction",2010-08,2010,466,7307,720-726,All OA; Gold,Article,"Srivastava, Mansi; Simakov, Oleg; Chapman, Jarrod; Fahey, Bryony; Gauthier, Marie E. A.; Mitros, Therese; Richards, Gemma S.; Conaco, Cecilia; Dacre, Michael; Hellsten, Uffe; Larroux, Claire; Putnam, Nicholas H.; Stanke, Mario; Adamska, Maja; Darling, Aaron; Degnan, Sandie M.; Oakley, Todd H.; Plachetzki, David C.; Zhai, Yufeng; Adamski, Marcin; Calcino, Andrew; Cummins, Scott F.; Goodstein, David M.; Harris, Christina; Jackson, Daniel J.; Leys, Sally P.; Shu, Shengqiang; Woodcroft, Ben J.; Vervoort, Michel; Kosik, Kenneth S.; Manning, Gerard; Degnan, Bernard M.; Rokhsar, Daniel S.","Srivastava, Mansi","Srivastava, Mansi (University of California, Berkeley; Massachusetts Institute of Technology); Simakov, Oleg (Heidelberg University; Massachusetts Institute of Technology); Chapman, Jarrod (Joint Genome Institute); Fahey, Bryony (University of Queensland); Gauthier, Marie E. A. (University of Queensland; Massachusetts Institute of Technology); Mitros, Therese (University of California, Berkeley); Richards, Gemma S. (University of Queensland; Massachusetts Institute of Technology); Conaco, Cecilia (University of California, Santa Barbara); Dacre, Michael (Salk Institute for Biological Studies); Hellsten, Uffe (Joint Genome Institute); Larroux, Claire (University of Queensland; Massachusetts Institute of Technology); Putnam, Nicholas H. (Rice University); Stanke, Mario (); Adamska, Maja (University of Queensland; Massachusetts Institute of Technology); Darling, Aaron (University of California, Davis); Degnan, Sandie M. (University of Queensland); Oakley, Todd H. (University of California, Santa Barbara); Plachetzki, David C. (University of California, Santa Barbara); Zhai, Yufeng (Salk Institute for Biological Studies); Adamski, Marcin (University of Queensland; Massachusetts Institute of Technology); Calcino, Andrew (University of Queensland); Cummins, Scott F. (University of Queensland); Goodstein, David M. (Joint Genome Institute); Harris, Christina (University of Queensland); Jackson, Daniel J. (University of Queensland; Massachusetts Institute of Technology); Leys, Sally P. (University of Alberta); Shu, Shengqiang (Joint Genome Institute); Woodcroft, Ben J. (University of Queensland); Vervoort, Michel (Paris Diderot University); Kosik, Kenneth S. (University of California, Santa Barbara); Manning, Gerard (Salk Institute for Biological Studies); Degnan, Bernard M. (University of Queensland); Rokhsar, Daniel S. (University of California, Berkeley; Joint Genome Institute)",666,118,14.98,76.75,https://www.nature.com/articles/nature09201.pdf,https://app.dimensions.ai/details/publication/pub.1042005558,0603 Evolutionary Biology; 0601 Biochemistry and Cell Biology; 0604 Genetics; 06 Biological Sciences; 0608 Zoology,0603 Evolutionary Biology,0601 Biochemistry and Cell Biology,0604 Genetics,06 Biological Sciences,0608 Zoology
63,400,pub.1028778248,10.1098/rspb.2009.1797,20219739,PMC2880087,The evolution of phototransduction from an ancestral cyclic nucleotide gated pathway,Proceedings of The Royal Society B Biological Sciences,,"Animals; Cnidaria; Cyclic Nucleotide-Gated Cation Channels; Evolution, Molecular; Hydra; Ion Channels; Light Signal Transduction; Opsins; Photoreceptor Cells; Phylogeny; Vision, Ocular",2010-07-07,2010,277,1690,1963-1969,All OA; Gold,Article,"Plachetzki, David C.; Fong, Caitlin R.; Oakley, Todd H.",,"Plachetzki, David C. (University of California, Santa Barbara); Fong, Caitlin R. (University of California, Santa Barbara); Oakley, Todd H. (University of California, Santa Barbara)",52,12,1.41,6.38,http://rspb.royalsocietypublishing.org/content/277/1690/1963.full.pdf,https://app.dimensions.ai/details/publication/pub.1028778248,11 Medical and Health Sciences; 0603 Evolutionary Biology; 1109 Neurosciences; 0604 Genetics; 06 Biological Sciences,11 Medical and Health Sciences,0603 Evolutionary Biology,1109 Neurosciences,0604 Genetics,06 Biological Sciences
64,400,pub.1009057987,10.1093/molbev/msp311,20026484,,Evolutionary Expansion and Specialization of the PDZ Domains,Molecular Biology and Evolution,,"Amino Acid Sequence; Amino Acids; Animals; Choanoflagellata; Computer Simulation; Conserved Sequence; Entropy; Evolution, Molecular; Humans; Ligands; Models, Molecular; Molecular Sequence Data; Nerve Tissue Proteins; PDZ Domains; Protein Binding; Sequence Alignment",2010-05-01,2010,27,5,1058-1069,All OA; Gold,Article,"Sakarya, O.; Conaco, C.; Eğecioğlu, Ö.; Solla, S.A.; Oakley, T.H.; Kosik, K.S.",,"Sakarya, O. (University of California, Santa Barbara); Conaco, C. (University of California, Santa Barbara); Eğecioğlu, Ö. (University of California, Santa Barbara); Solla, S.A. (); Oakley, T.H. (University of California, Santa Barbara); Kosik, K.S. (University of California, Santa Barbara)",27,4,0.72,2.26,https://academic.oup.com/mbe/article-pdf/27/5/1058/13642746/msp311.pdf,https://app.dimensions.ai/details/publication/pub.1009057987,0604 Genetics; 0601 Biochemistry and Cell Biology; 06 Biological Sciences,0604 Genetics,0601 Biochemistry and Cell Biology,06 Biological Sciences,,
65,400,pub.1038270430,10.1111/j.1461-0248.2009.01405.x,19903196,,"Phylogenetic diversity metrics for ecological communities: integrating species richness, abundance and evolutionary history",Ecology Letters,,"Biodiversity; Biological Evolution; California; Ecology; Genetic Speciation; Models, Biological; Models, Statistical; Phylogeny; Poaceae; Population Dynamics",2010-01,2010,13,1,96-105,Closed,Article,"Cadotte, Marc W.; Davies, T. Jonathan; Regetz, James; Kembel, Steven W.; Cleland, Elsa; Oakley, Todd H.",,"Cadotte, Marc W. (University of California, Santa Barbara; University of Toronto); Davies, T. Jonathan (University of California, Santa Barbara); Regetz, James (University of California, Santa Barbara); Kembel, Steven W. (University of California, Berkeley; University of Oregon); Cleland, Elsa (University of California, Santa Barbara; University of California, San Diego); Oakley, Todd H. (University of California, Santa Barbara)",206,61,3.29,25.9,,https://app.dimensions.ai/details/publication/pub.1038270430,0602 Ecology; 0502 Environmental Science and Management; 0603 Evolutionary Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0603 Evolutionary Biology,05 Environmental Sciences,06 Biological Sciences
66,100,pub.1017565173,10.1016/b978-0-12-374203-2.00150-0,,,The Evolution of Opsins,,Encyclopedia of the Eye,,2010,2010,,International Journal of Developmental Biology477–82003,82-88,Closed,Chapter,"Oakley, T.H.; Plachetzki, D.C.",,"Oakley, T.H. (University of California, Santa Barbara); Plachetzki, D.C. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1017565173,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
67,400,pub.1052029283,10.1073/pnas.0904571106,19509343,PMC2700988,Evidence for light perception in a bioluminescent organ,Proceedings of the National Academy of Sciences,,Animals; Bacterial Physiological Phenomena; Decapodiformes; Electroretinography; Immunohistochemistry; Light; Luminescence; Molecular Sequence Data; Visual Perception,2009-06-16,2009,106,24,9836-9841,All OA; Gold,Article,"Tong, Deyan; Rozas, Natalia S.; Oakley, Todd H.; Mitchell, Jane; Colley, Nansi J.; McFall-Ngai, Margaret J.",,"Tong, Deyan (); Rozas, Natalia S. (University of Wisconsin–Madison); Oakley, Todd H. (University of California, Santa Barbara); Mitchell, Jane (); Colley, Nansi J. (University of Wisconsin–Madison); McFall-Ngai, Margaret J. ()",67,9,1.55,11.39,http://www.pnas.org/content/106/24/9836.full.pdf,https://app.dimensions.ai/details/publication/pub.1052029283,1109 Neurosciences; 11 Medical and Health Sciences,1109 Neurosciences,11 Medical and Health Sciences,,,
68,400,pub.1036846769,10.1371/journal.pone.0005695,19479086,PMC2682649,"Using Phylogenetic, Functional and Trait Diversity to Understand Patterns of Plant Community Productivity",PLoS ONE,,"Agriculture; Genetic Variation; Models, Biological; Multivariate Analysis; Organ Size; Phylogeny; Plant Development; Plants; Quantitative Trait, Heritable; Seeds",2009-05-27,2009,4,5,e5695,All OA; Gold,Article,"Cadotte, Marc W.; Cavender-Bares, Jeannine; Tilman, David; Oakley, Todd H.",,"Cadotte, Marc W. (University of California, Santa Barbara; University of Toronto); Cavender-Bares, Jeannine (University of Minnesota); Tilman, David (University of Minnesota); Oakley, Todd H. (University of California, Santa Barbara)",366,83,6.3,56.21,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0005695&type=printable,https://app.dimensions.ai/details/publication/pub.1036846769,0602 Ecology; 0502 Environmental Science and Management; 0104 Statistics; 01 Mathematical Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0104 Statistics,01 Mathematical Sciences,05 Environmental Sciences
69,400,pub.1000861539,10.1111/j.1525-142x.2009.00323.x,19245554,,Ontogeny of sexual dimorphism via tissue duplication in an ostracod (Crustacea),Evolution & Development,,"Animals; Biological Evolution; Chromosomes; Crustacea; Evolution, Molecular; Female; Genotype; Karyotyping; Male; Phenotype; Photoreceptor Cells, Invertebrate; Sex Characteristics",2009-03,2009,11,2,233-243,Closed,Article,"Rivera, Ajna S.; Oakley, Todd H.",,"Rivera, Ajna S. (University of California, Santa Barbara); Oakley, Todd H. (University of California, Santa Barbara)",13,3,0.19,1.37,,https://app.dimensions.ai/details/publication/pub.1000861539,0604 Genetics; 06 Biological Sciences; 0603 Evolutionary Biology,0604 Genetics,06 Biological Sciences,0603 Evolutionary Biology,,
70,400,pub.1024000129,10.1016/j.gde.2008.12.002,19152785,,Genomics and the evolutionary origins of nervous system complexity,Current Opinion in Genetics & Development,,Animals; Biological Evolution; Gene Regulatory Networks; Genomics; Genotype; Nervous System; Phenotype,2008-12,2008,18,6,479-492,Closed,Article,"Oakley, Todd H; Rivera, Ajna S",,"Oakley, Todd H (University of California, Santa Barbara); Rivera, Ajna S (University of California, Santa Barbara)",21,4,0.31,2.05,,https://app.dimensions.ai/details/publication/pub.1024000129,0604 Genetics; 06 Biological Sciences; 0603 Evolutionary Biology,0604 Genetics,06 Biological Sciences,0603 Evolutionary Biology,,
71,400,pub.1023844625,10.1073/pnas.0805962105,18971334,PMC2579369,Evolutionary history and the effect of biodiversity on plant productivity,Proceedings of the National Academy of Sciences,,Biodiversity; Biological Evolution; Biomass; Ecosystem; Likelihood Functions; Phylogeny; Plants; Poaceae; Population Dynamics; Species Specificity,2008-11-04,2008,105,44,17012-17017,All OA; Gold,Article,"Cadotte, Marc W.; Cardinale, Bradley J.; Oakley, Todd H.",,"Cadotte, Marc W. (University of California, Santa Barbara; University of Toronto); Cardinale, Bradley J. (University of California, Santa Barbara); Oakley, Todd H. (University of California, Santa Barbara)",344,71,5.12,36.46,http://www.pnas.org/content/105/44/17012.full.pdf,https://app.dimensions.ai/details/publication/pub.1023844625,0602 Ecology; 0502 Environmental Science and Management; 0699 Other Biological Sciences; 0603 Evolutionary Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0699 Other Biological Sciences,0603 Evolutionary Biology,05 Environmental Sciences
72,200,pub.1040480162,10.1007/s12052-008-0093-0,,,"Jay Hosler, An Evolutionary Novelty: Optical Allusions",Evolution: Education and Outreach,,,2008-10,2008,1,4,548-551,All OA; Gold,Article,"Oakley, Todd H.","Oakley, Todd H.","Oakley, Todd H. (University of California, Santa Barbara)",1,0,,,https://evolution-outreach.springeropen.com/track/pdf/10.1007/s12052-008-0093-0,https://app.dimensions.ai/details/publication/pub.1040480162,,,,,,
73,100,pub.1026771593,10.1007/s12052-008-0090-3,,,Opening the “Black Box”: The Genetic and Biochemical Basis of Eye Evolution,Evolution: Education and Outreach,,,2008-10,2008,1,4,390-402,All OA; Gold,Article,"Oakley, Todd H.; Pankey, M. Sabrina","Oakley, Todd H.","Oakley, Todd H. (University of California, Santa Barbara); Pankey, M. Sabrina (University of California, Santa Barbara)",12,2,,0.86,https://evolution-outreach.biomedcentral.com/track/pdf/10.1007/s12052-008-0090-3,https://app.dimensions.ai/details/publication/pub.1026771593,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
74,400,pub.1020525927,10.1016/j.ympev.2008.03.001,18482852,,Erratic rates of molecular evolution and incongruence of fossil and molecular divergence time estimates in Ostracoda (Crustacea),Molecular Phylogenetics and Evolution,,"Animals; Biological Evolution; Crustacea; DNA, Ribosomal; Evolution, Molecular; Fossils; Models, Genetic; Phylogeny; RNA, Ribosomal, 18S",2008-07,2008,48,1,157-167,Closed,Article,"Tinn, Oive; Oakley, Todd H.","Oakley, Todd H.","Tinn, Oive (University of California, Santa Barbara); Oakley, Todd H. (University of California, Santa Barbara)",29,5,0.43,3.87,,https://app.dimensions.ai/details/publication/pub.1020525927,06 Biological Sciences; 0603 Evolutionary Biology,06 Biological Sciences,0603 Evolutionary Biology,,,
75,400,pub.1054941776,10.1017/s1740925x09990238,19737434,PMC3781599,Myelin sheaths are formed with proteins that originated in vertebrate lineages.,Neuron Glia Biology,,"Animals; Central Nervous System; Databases, Factual; Evolution, Molecular; Genomics; Humans; Myelin Proteins; Myelin Sheath; Peripheral Nervous System; Vertebrates",2008-05,2008,4,2,137-52,"All OA; Green, Accepted & Submitted",Article,"Gould, Robert M; Oakley, Todd; Goldstone, Jared V; Dugas, Jason C; Brady, Scott T; Gow, Alexander",,"Gould, Robert M (University of Illinois at Chicago); Oakley, Todd (); Goldstone, Jared V (); Dugas, Jason C (); Brady, Scott T (); Gow, Alexander ()",10,3,0.21,1.38,http://europepmc.org/articles/pmc3781599?pdf=render,https://app.dimensions.ai/details/publication/pub.1054941776,1109 Neurosciences; 11 Medical and Health Sciences,1109 Neurosciences,11 Medical and Health Sciences,,,
76,400,pub.1041439813,10.1007/s00239-008-9076-6,18392762,,Type II Opsins: Evolutionary Origin by Internal Domain Duplication?,Journal of Molecular Evolution,,"Algorithms; Amino Acid Sequence; Animals; Binding Sites; Evolution, Molecular; Gene Duplication; Humans; Molecular Sequence Data; Rod Opsins; Sequence Homology, Amino Acid",2008-05,2008,66,5,417-423,Closed,Article,"Larusso, Nicholas D.; Ruttenberg, Brian E.; Singh, Ambuj K.; Oakley, Todd H.","Oakley, Todd H.","Larusso, Nicholas D. (University of California, Santa Barbara); Ruttenberg, Brian E. (University of California, Santa Barbara); Singh, Ambuj K. (University of California, Santa Barbara); Oakley, Todd H. (University of California, Santa Barbara)",19,5,0.32,1.49,,https://app.dimensions.ai/details/publication/pub.1041439813,0601 Biochemistry and Cell Biology; 06 Biological Sciences,0601 Biochemistry and Cell Biology,06 Biological Sciences,,,
77,400,pub.1034404909,10.1093/bioinformatics/btn005,18184685,,Reconstructing ancestral genome content based on symmetrical best alignments and Dollo parsimony,Bioinformatics,,"Algorithms; Animals; Evolution, Molecular; Gene Duplication; Genome; Sequence Alignment",2008-03-01,2008,24,5,606-612,All OA; Gold,Article,"Sakarya, Onur; Kosik, Kenneth S.; Oakley, Todd H.",,"Sakarya, Onur (University of California, Santa Barbara); Kosik, Kenneth S. (University of California, Santa Barbara); Oakley, Todd H. (University of California, Santa Barbara)",15,1,0.36,1.08,https://academic.oup.com/bioinformatics/article-pdf/24/5/606/16886319/btn005.pdf,https://app.dimensions.ai/details/publication/pub.1034404909,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
78,100,pub.1114059002,10.11646/zootaxa.1684.1.2,,,"Euphilomedes chupacabra (Ostracoda: Myodocopida: Philomedidae), a new demersal marine species from coastal Puerto Rico with male-biased vespertine swimming activity",Zootaxa,,,2008-01-18,2008,1684,1,35,Closed,Article,"LUM, KIMBERLY E.; SYME, ANNA E.; SCHWAB, ANASTASIA K.; OAKLEY, TODD H.",,"LUM, KIMBERLY E. (); SYME, ANNA E. (); SCHWAB, ANASTASIA K. (); OAKLEY, TODD H. ()",10,5,,1.55,,https://app.dimensions.ai/details/publication/pub.1114059002,06 Biological Sciences; 0608 Zoology; 0603 Evolutionary Biology,06 Biological Sciences,0608 Zoology,0603 Evolutionary Biology,,
79,400,pub.1011306518,10.1186/1745-6150-2-30,18036242,PMC2222615,The new biology: beyond the Modern Synthesis,Biology Direct,,"Biology; Computational Biology; Evolution, Molecular; Genomics; Models, Biological; Molecular Biology; Phylogeny; Proteomics; Systems Biology",2007-12,2007,2,1,30,All OA; Gold,Article,"Rose, Michael R; Oakley, Todd H","Rose, Michael R","Rose, Michael R (University of California, Irvine); Oakley, Todd H (University of California, Santa Barbara)",44,7,0.55,2.96,https://biologydirect.biomedcentral.com/track/pdf/10.1186/1745-6150-2-30,https://app.dimensions.ai/details/publication/pub.1011306518,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
80,400,pub.1008189066,10.1016/j.asd.2007.08.002,18089117,,"Furcation, field-splitting, and the evolutionary origins of novelty in arthropod photoreceptors",Arthropod Structure & Development,,"Animals; Arthropods; Biological Evolution; Gene Duplication; Gene Expression Regulation; Larva; Models, Biological; Photoreceptor Cells, Invertebrate; Visual Fields",2007-12,2007,36,4,386-400,Closed,Article,"Oakley, Todd H.; Plachetzki, David C.; Rivera, Ajna S.","Oakley, Todd H.","Oakley, Todd H. (University of California, Santa Barbara); Plachetzki, David C. (University of California, Santa Barbara); Rivera, Ajna S. (University of California, Santa Barbara)",24,0,0.44,1.61,,https://app.dimensions.ai/details/publication/pub.1008189066,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
81,200,pub.1051964710,10.1111/j.1525-142x.2007.00192.x,17976048,,Today's multiple choice exam: (a) gene duplication; (b) structural mutation; (c) co‐option; (d) regulatory mutation; (e) all of the above,Evolution & Development,,"Amino Acid Substitution; Animals; Decapodiformes; Evolution, Molecular; Gene Duplication; Lens, Crystalline; Mutation",2007-11,2007,9,6,523-524,Closed,Article,"Oakley, Todd H.",,"Oakley, Todd H. (University of California, Santa Barbara)",10,0,0.15,1.56,,https://app.dimensions.ai/details/publication/pub.1051964710,0603 Evolutionary Biology; 06 Biological Sciences; 0608 Zoology,0603 Evolutionary Biology,06 Biological Sciences,0608 Zoology,,
