,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Daniel C Reed. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
63,100,pub.1034312690,10.1890/0012-9658(2002)083[1239:apbmom]2.0.co;2,,,A PHYSICALLY BASED MODEL OF MACROALGAL SPORE DISPERSAL IN THE WAVE AND CURRENT‐DOMINATED NEARSHORE,Ecology,,,2002-05,2002,83,5,1239-1251,Closed,Article,"Gaylord, Brian; Reed, Daniel C.; Raimondi, Peter T.; Washburn, Libe; McLean, Stephen R.",,"Gaylord, Brian (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara); Raimondi, Peter T. (University of California, Santa Cruz); Washburn, Libe (University of California, Santa Barbara); McLean, Stephen R. (University of California, Santa Barbara)",118,21,,8.6,,https://app.dimensions.ai/details/publication/pub.1034312690,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
64,100,pub.1041907300,10.1046/j.1529-8817.1999.00001-168.x,,,"PATTERNS AND CONSEQUENCES OF SPORE DISPERSAL IN THE GIANT KELP, MACROCYSTIS PYRIFERA",Journal of Phycology,,,2000-12,2000,36,s3,56-56,Closed,Article,"Reed, D.C.; Raimondi, P.T.; Washburn, L.",,"Reed, D.C. (University of California, Santa Barbara); Raimondi, P.T. (University of California, Santa Cruz); Washburn, L. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1041907300,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
65,100,pub.1024106666,10.1890/0012-9658(2000)081[2011:trodad]2.0.co;2,,,THE ROLE OF DISPERSAL AND DISTURBANCE IN DETERMINING SPATIAL HETEROGENEITY IN SEDENTARY ORGANISMS,Ecology,,,2000-07,2000,81,7,2011-2026,Closed,Article,"Reed, Daniel C.; Raimondi, Peter T.; Carr, Mark H.; Goldwasser, Lloyd",,"Reed, Daniel C. (University of California, Santa Barbara); Raimondi, Peter T. (University of California, Santa Cruz); Carr, Mark H. (University of California, Santa Cruz); Goldwasser, Lloyd ()",64,3,,5.96,,https://app.dimensions.ai/details/publication/pub.1024106666,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
66,100,pub.1030994762,10.1007/s002270050733,,,Spatial and temporal patterns of predation on seeds of the surfgrass Phyllospadix torreyi,Marine Biology,,,2000-05,2000,136,4,739-747,Closed,Article,"Holbrook, S. J.; Reed, D. C.; Hansen, K.; Blanchette, C. A.",,"Holbrook, S. J. (University of California, Santa Barbara); Reed, D. C. (University of California, Santa Barbara); Hansen, K. (University of California, Santa Barbara); Blanchette, C. A. (University of California, Santa Barbara)",26,4,,1.94,,https://app.dimensions.ai/details/publication/pub.1030994762,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
67,100,pub.1020640670,10.1007/s002270050515,,,Neutral lipids in macroalgal spores and their role in swimming,Marine Biology,,,1999-05,1999,133,4,737-744,Closed,Article,"Reed, D. C.; Brzezinski, M. A.; Coury, D. A.; Graham, W. M.; Petty, R. L.",,"Reed, D. C. (University of California, Santa Barbara); Brzezinski, M. A. (University of California, Santa Barbara); Coury, D. A. (University of California, Santa Barbara); Graham, W. M. (Dauphin Island Sea Lab); Petty, R. L. (University of California, Santa Barbara)",38,4,,,,https://app.dimensions.ai/details/publication/pub.1020640670,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
68,100,pub.1005201003,10.1016/s0304-3770(98)00088-6,,,Studies on germination and root development in the surfgrass Phyllospadix torreyi: implications for habitat restoration,Aquatic Botany,,,1998-10,1998,62,2,71-80,Closed,Article,"Reed, Daniel C; Holbrook, Sally J; Solomon, Eric; Anghera, M","Reed, Daniel C","Reed, Daniel C (); Holbrook, Sally J (); Solomon, Eric (); Anghera, M ()",15,1,,,,https://app.dimensions.ai/details/publication/pub.1005201003,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
69,100,pub.1001568901,10.1890/0012-9658(1997)078[2443:trorsi]2.0.co;2,,,THE ROLE OF REPRODUCTIVE SYNCHRONY IN THE COLONIZATION POTENTIAL OF KELP,Ecology,,,1997-12,1997,78,8,2443-2457,Closed,Article,"Reed, Daniel C.; Anderson, Todd W.; Ebeling, Alfred W.; Anghera, Michele",,"Reed, Daniel C. (University of California, Santa Barbara); Anderson, Todd W. (University of California, Santa Barbara); Ebeling, Alfred W. (University of California, Santa Barbara); Anghera, Michele (University of California, Santa Barbara)",50,4,,,,https://app.dimensions.ai/details/publication/pub.1001568901,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
70,200,pub.1069854947,10.2307/2265679,,,Differential Reproductive Responses to Fluctuating Resources in Two Seaweeds with Different Reproductive Strategies,Ecology,,,1996-01,1996,77,1,300-316,Closed,Article,"Reed, Daniel C.; Ebeling, Alfred W.; Anderson, Todd W.; Anghera, Michele",,"Reed, Daniel C. (); Ebeling, Alfred W. (); Anderson, Todd W. (); Anghera, Michele ()",55,2,,,,https://app.dimensions.ai/details/publication/pub.1069854947,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
71,100,pub.1019866387,10.1016/b978-012627255-0/50012-4,,,Chapter 10 Determining the Spatial Extent of Ecological Impacts Caused by Local Anthropogenic Disturbances in Coastal Marine Habitats,,Detecting Ecological Impacts,,1996,1996,,Canadian Journal of Fisheries and Aquatic Sciences461989,179-198,Closed,Chapter,"Raimondi, Peter T.; Reed, Daniel C.",,"Raimondi, Peter T. (); Reed, Daniel C. ()",11,1,,,,https://app.dimensions.ai/details/publication/pub.1019866387,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
72,100,pub.1086136378,10.1007/bf00381938,,,Effects of an open-coast oil-production outfall on patterns of giant kelp (Macrocystis pyrifera) recruitment,Marine Biology,,,1994-08,1994,120,1,25-31,Closed,Article,"Reed, D. C.; Lewis, R. J.; Anghera, M.","Reed, D. C.","Reed, D. C. (University of California, Santa Barbara); Lewis, R. J. (University of Nebraska–Lincoln); Anghera, M. (University of California, Santa Barbara)",11,0,,,,https://app.dimensions.ai/details/publication/pub.1086136378,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
73,100,pub.1049125491,10.1007/bf00349567,,,Effects of an oil and gas-production effluent on the colonization potential of giant kelp (Macrocystis pyrifera) zoospores,Marine Biology,,,1994-05,1994,119,2,277-283,Closed,Article,"Reed, D. C.; Lewis, R. J.",,"Reed, D. C. (University of California, Santa Barbara); Lewis, R. J. (University of California, Santa Barbara)",7,1,,,,https://app.dimensions.ai/details/publication/pub.1049125491,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
74,100,pub.1045252598,10.1111/j.1529-8817.1993.tb00275.x,,,NEUTRAL LIPIDS AS MAJOR STORAGE PRODUCTS IN ZOOSPORES OF THE GIANT KELP MACROCYSTIS PYRIFERA (PHAEOPHYCEAE)1,Journal of Phycology,,,1993-02,1993,29,1,16-23,Closed,Article,"Brzezinski, Mark A.; Reed, Daniel C.; Amsler, Charles D.",,"Brzezinski, Mark A. (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara); Amsler, Charles D. (University of Illinois at Chicago)",27,3,,,,https://app.dimensions.ai/details/publication/pub.1045252598,0601 Biochemistry and Cell Biology; 06 Biological Sciences,0601 Biochemistry and Cell Biology,06 Biological Sciences,,,
75,100,pub.1005473681,10.2307/1940011,,,Dispersal in Kelps: Factors Affecting Spore Swimming and Competency,Ecology,,,1992-10,1992,73,5,1577-1585,Closed,Article,"Reed, Daniel C.; Amsler, Charles D.; Ebeling, Alfred W.",,"Reed, Daniel C. (); Amsler, Charles D. (); Ebeling, Alfred W. ()",96,10,,,,https://app.dimensions.ai/details/publication/pub.1005473681,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
76,100,pub.1045259109,10.1080/00071619200650251,,,The microclimate inhabited by macroalgal propagules,British Phycological Journal,,,1992-09,1992,27,3,253-270,All OA; Gold,Article,"Amsler, Charles D.; Reed, Daniel C.; Neushul, Michael",,"Amsler, Charles D. (University of Illinois at Chicago); Reed, Daniel C. (University of California, Santa Barbara); Neushul, Michael (University of California, Santa Barbara)",64,5,,,http://www.tandfonline.com/doi/pdf/10.1080/00071619200650251?needAccess=true,https://app.dimensions.ai/details/publication/pub.1045259109,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
77,100,pub.1023058622,10.1111/j.0022-3646.1991.00361.x,,,ROLE OF SETTLEMENT DENSITY ON GAMETOPHYTE GROWTH AND REPRODUCTION IN THE KELPS PTERYGOPHORA CALIFORNICA AND MACROCYSTIS PYRIFERA (PHAEOPHYCEAE)1,Journal of Phycology,,,1991-06,1991,27,3,361-366,Closed,Article,"Reed, Daniel C.; Neushul, Michael; Ebeling, Alfred W.",,"Reed, Daniel C. (University of California, Santa Barbara); Neushul, Michael (University of California, Santa Barbara); Ebeling, Alfred W. (University of California, Santa Barbara)",61,4,,,,https://app.dimensions.ai/details/publication/pub.1023058622,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
78,100,pub.1069662539,10.2307/1938639,,,An Experimental Evaluation of Density Dependence in a Subtidal Algal Population,Ecology,,,1990-12,1990,71,6,2286-2296,Closed,Article,"Reed, Daniel C.",,"Reed, Daniel C. (University of California, Santa Barbara)",61,3,,,,https://app.dimensions.ai/details/publication/pub.1069662539,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
79,100,pub.1001401462,10.1111/j.0022-3646.1990.00054.x,,,MONOCLONAL ANTIBODIES SPECIFIC FOR SULFATED POLYSACCHARIDES ON THE SURFACE OF MACROCYSTIS PYRIFERA (PHAEOPHYCEAE)1,Journal of Phycology,,,1990-03,1990,26,1,54-62,Closed,Article,"Eardley, Diane D.; Sutton, Celia W.; Hempel, William M.; Reed, Daniel C.; Ebeling, Alfred W.",,"Eardley, Diane D. (); Sutton, Celia W. (University of California, Santa Barbara); Hempel, William M. (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara); Ebeling, Alfred W. (University of California, Santa Barbara)",8,1,,,,https://app.dimensions.ai/details/publication/pub.1001401462,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
80,100,pub.1029352802,10.1111/j.0022-3646.1989.00144.x,,,PURIFICATION OF SPECIES SPECIFIC ANTIBODIES TO CARBOHYDRATE COMPONENTS OF MACROCYSTIS PYRIFERA (PHAEOPHYTA)1,Journal of Phycology,,,1989-03,1989,25,1,144-149,Closed,Article,"Hempel, William M.; Sutton, Celia W.; Kaska, Deborah; Ord, David C.; Reed, Daniel C.; Laur, David R.; Ebeling, Alfred W.; Eardley, Diane D.",,"Hempel, William M. (University of California, Santa Barbara); Sutton, Celia W. (University of California, Santa Barbara); Kaska, Deborah (University of California, Santa Barbara); Ord, David C. (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara); Laur, David R. (University of California, Santa Barbara); Ebeling, Alfred W. (University of California, Santa Barbara); Eardley, Diane D. (University of California, Santa Barbara)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1029352802,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
81,100,pub.1069664837,10.2307/1942543,,,Variation in Algal Dispersal and Recruitment: The Importance of Episodic Events,Ecological Monographs,,,1988-02,1988,58,4,321-335,Closed,Article,"Reed, Daniel C.; Laur, David R.; Ebeling, Alfred W.",,"Reed, Daniel C. (); Laur, David R. (); Ebeling, Alfred W. ()",191,14,,,,https://app.dimensions.ai/details/publication/pub.1069664837,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
82,100,pub.1038835019,10.1016/0022-0981(87)90082-7,,,Factors affecting the production of sporophylls in the giant kelp Macrocystis pyrifera (L.) C.Ag.,Journal of Experimental Marine Biology and Ecology,,,1987-01,1987,113,1,61-69,Closed,Article,"Reed, Daniel C.","Reed, Daniel C.","Reed, Daniel C. (University of California, Santa Barbara)",31,1,,,,https://app.dimensions.ai/details/publication/pub.1038835019,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
83,100,pub.1003071319,10.1016/0022-0981(87)90081-5,,,Herbivory on coral reefs: community structure following mass mortalities of sea urchins,Journal of Experimental Marine Biology and Ecology,,,1987-01,1987,113,1,39-59,Closed,Article,"Hughes, Terence P.; Reed, Daniel C.; Boyle, Mary-Jo","Hughes, Terence P.","Hughes, Terence P. (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara); Boyle, Mary-Jo (University of California, Santa Barbara)",157,14,,,,https://app.dimensions.ai/details/publication/pub.1003071319,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
84,100,pub.1052455796,10.1007/bf00508258,,,Experimental evaluations of substrate types as barriers to sea urchin (Strongylocentrotus spp.) movement,Marine Biology,,,1986-06,1986,93,2,209-215,Closed,Article,"Laur, D. R.; Ebeling, A. W.; Reed, D. C.",,"Laur, D. R. (University of California, Santa Barbara); Ebeling, A. W. (University of California, Santa Barbara); Reed, D. C. (University of California, Santa Barbara)",22,1,,,,https://app.dimensions.ai/details/publication/pub.1052455796,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
85,100,pub.1069663034,10.2307/1939168,,,"Food Availability, Sea Urchin Grazing, and Kelp Forest Community Structure",Ecology,,,1985-08,1985,66,4,1160-1169,Closed,Article,"Harrold, Christopher; Reed, Daniel C.",,"Harrold, Christopher (); Reed, Daniel C. ()",272,33,,,,https://app.dimensions.ai/details/publication/pub.1069663034,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
