,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Dar A Roberts. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
114,100,pub.1036644453,10.1155/2011/839028,,,"Relationships between GPP, Satellite Measures of Greenness and Canopy Water Content with Soil Moisture in Mediterranean-Climate Grassland and Oak Savanna",Applied and Environmental Soil Science,,,2011,2011,2011,,1-14,All OA; Gold,Article,"Liu, Shishi; Chadwick, Oliver A.; Roberts, Dar A.; Still, Chris J.",,"Liu, Shishi (University of California, Santa Barbara); Chadwick, Oliver A. (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Still, Chris J. (University of California, Santa Barbara)",9,4,,1.5,http://downloads.hindawi.com/journals/aess/2011/839028.pdf,https://app.dimensions.ai/details/publication/pub.1036644453,09 Engineering; 0503 Soil Sciences; 05 Environmental Sciences; 0907 Environmental Engineering,09 Engineering,0503 Soil Sciences,05 Environmental Sciences,0907 Environmental Engineering,
115,100,pub.1061332454,10.1109/jstars.2010.2048419,,,"Multi-Scale Sensor Fusion with an Online Application: Integrating GOES, MODIS, and Webcam Imagery for Environmental Monitoring",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,,,2010-12,2010,3,4,497-506,Closed,Article,"Bradley, Eliza S.; Toomey, Michael P.; Still, Christopher J.; Roberts, Dar A.",,"Bradley, Eliza S. (University of California, Santa Barbara); Toomey, Michael P. (Colorado College; University of California, Santa Barbara); Still, Christopher J. (Stanford University; University of California, Santa Barbara); Roberts, Dar A. (Stanford University; University of California, Santa Barbara)",8,1,,2.21,,https://app.dimensions.ai/details/publication/pub.1061332454,08 Information and Computing Sciences; 09 Engineering; 0801 Artificial Intelligence and Image Processing; 0909 Geomatic Engineering,08 Information and Computing Sciences,09 Engineering,0801 Artificial Intelligence and Image Processing,0909 Geomatic Engineering,
116,100,pub.1045260616,10.1016/j.atmosenv.2010.08.010,,,Long-term monitoring of a marine geologic hydrocarbon source by a coastal air pollution station in Southern California,Atmospheric Environment,,,2010-12,2010,44,38,4973-4981,Closed,Article,"Bradley, Eliza; Leifer, Ira; Roberts, Dar","Bradley, Eliza","Bradley, Eliza (University of California, Santa Barbara); Leifer, Ira (University of California, Santa Barbara); Roberts, Dar (University of California, Santa Barbara)",16,1,,2.22,,https://app.dimensions.ai/details/publication/pub.1045260616,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
117,100,pub.1050025087,10.5408/1.3559887,,,Linking Physical Geography Education and Research Through the Development of an Environmental Sensing Network and Project-Based Learning,Journal of Geoscience Education,,,2010-11,2010,58,5,262-274,Closed,Article,"Roberts, Dar; Bradley, Eliza; Roth, Keely; Eckmann, Ted; Still, Christopher",,"Roberts, Dar (University of California, Santa Barbara); Bradley, Eliza (University of California, Santa Barbara); Roth, Keely (University of California, Santa Barbara); Eckmann, Ted (Bowling Green State University); Still, Christopher (University of California, Santa Barbara)",10,2,,3.73,,https://app.dimensions.ai/details/publication/pub.1050025087,1302 Curriculum and Pedagogy; 13 Education,1302 Curriculum and Pedagogy,13 Education,,,
118,100,pub.1028904234,10.1175/2010ei328.1,,,Variations in Subpixel Fire Properties with Season and Land Cover in Southern Africa,Earth Interactions,,,2010-06,2010,14,6,1-29,Closed,Article,"Eckmann, Ted C.; Still, Christopher J.; Roberts, Dar A.; Michaelsen, Joel C.",,"Eckmann, Ted C. (); Still, Christopher J. (); Roberts, Dar A. (); Michaelsen, Joel C. ()",15,2,,1.8,,https://app.dimensions.ai/details/publication/pub.1028904234,0404 Geophysics; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0404 Geophysics,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,
119,100,pub.1053690538,10.1016/j.rse.2009.10.015,,,Mapping methane emissions from a marine geological seep source using imaging spectrometry,Remote Sensing of Environment,,,2010-03-15,2010,114,3,592-606,Closed,Article,"Roberts, Dar A.; Bradley, Eliza S.; Cheung, Ross; Leifer, Ira; Dennison, Philip E.; Margolis, Jack S.","Roberts, Dar A.","Roberts, Dar A. (University of California, Santa Barbara); Bradley, Eliza S. (University of California, Santa Barbara); Cheung, Ross (University of California Los Angeles); Leifer, Ira (University of California, Santa Barbara); Dennison, Philip E. (University of Utah); Margolis, Jack S. ()",33,6,,4.97,,https://app.dimensions.ai/details/publication/pub.1053690538,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
120,100,pub.1022778919,10.1016/j.envsoft.2009.07.006,,,Design of an image analysis website for phenological and meteorological monitoring,Environmental Modelling & Software,,,2010-01,2010,25,1,107-116,Closed,Article,"Bradley, E.; Roberts, D.; Still, C.","Bradley, E.","Bradley, E. (University of California, Santa Barbara); Roberts, D. (University of California, Santa Barbara); Still, C. (University of California, Santa Barbara)",20,3,,7.5,,https://app.dimensions.ai/details/publication/pub.1022778919,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
121,100,pub.1039996896,10.1007/978-1-4020-4385-7_4,,,The Spectral Dimension in Urban Remote Sensing,Remote Sensing and Digital Image Processing,Remote Sensing of Urban and Suburban Areas,,2010,2010,10,,47-65,Closed,Chapter,"Herold, Martin; Roberts, Dar A.","Herold, Martin","Herold, Martin (Wageningen University & Research); Roberts, Dar A. (University of California, Santa Barbara)",10,2,,2.07,,https://app.dimensions.ai/details/publication/pub.1039996896,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
122,100,pub.1026175109,10.1353/lag.2010.0028,,,"Characterizing Urban Land-Cover Change in Rondônia, Brazil: 1985 to 2000",Journal of Latin American Geography,,,2010,2010,9,3,183-211,Closed,Article,"Powell, Rebecca L.; Roberts, Dar A.",,"Powell, Rebecca L. (University of Denver); Roberts, Dar A. (University of California, Santa Barbara)",13,2,,,,https://app.dimensions.ai/details/publication/pub.1026175109,,,,,,
123,100,pub.1009273021,10.1029/2009jg001198,,,Biomass collapse and carbon emissions from forest fragmentation in the Brazilian Amazon,Journal of Geophysical Research,,,2010,2010,115,G3,,All OA; Gold,Article,"Numata, Izaya; Cochrane, Mark A.; Roberts, Dar A.; Soares, João V.; Souza, Carlos M.; Sales, Marcio H.",,"Numata, Izaya (South Dakota State University); Cochrane, Mark A. (South Dakota State University); Roberts, Dar A. (University of California, Santa Barbara); Soares, João V. (National Institute for Space Research); Souza, Carlos M. (); Sales, Marcio H. ()",24,6,,3.74,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2009JG001198,https://app.dimensions.ai/details/publication/pub.1009273021,0705 Forestry Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,07 Agricultural and Veterinary Sciences,,,
124,100,pub.1017616374,10.1016/j.foreco.2009.09.011,,,Determining dynamics of spatial and temporal structures of forest edges in South Western Amazonia,Forest Ecology and Management,,,2009-11,2009,258,11,2547-2555,Closed,Article,"Numata, Izaya; Cochrane, Mark A.; Roberts, Dar A.; Soares, João V.","Numata, Izaya","Numata, Izaya (South Dakota State University); Cochrane, Mark A. (South Dakota State University); Roberts, Dar A. (University of California, Santa Barbara); Soares, João V. (National Institute for Space Research)",11,4,,1.63,,https://app.dimensions.ai/details/publication/pub.1017616374,0705 Forestry Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,07 Agricultural and Veterinary Sciences,,,
125,100,pub.1044429205,10.1080/17474230903222507,,,Modeling land use and land cover change in an Amazonian frontier settlement: strategies for addressing population change and panel attrition,Journal of Land Use Science,,,2009-10-23,2009,4,4,275-307,Closed,Article,"Caviglia-Harris, Jill L.; Sills, Erin O.; Jones, Luke; Saha, Shubhayu; Harris, Daniel; McArdle, Suzanne; Roberts, Dar; Pedlowski, Marcos; Powell, Rebecca",,"Caviglia-Harris, Jill L. (); Sills, Erin O. (); Jones, Luke (); Saha, Shubhayu (); Harris, Daniel (); McArdle, Suzanne (); Roberts, Dar (); Pedlowski, Marcos (); Powell, Rebecca ()",8,1,,1.89,,https://app.dimensions.ai/details/publication/pub.1044429205,16 Studies in Human Society; 1603 Demography,16 Studies in Human Society,1603 Demography,,,
126,100,pub.1026859457,10.1080/01431160902748531,,,Estimating subpixel fire sizes and temperatures from ASTER using multiple endmember spectral mixture analysis,International Journal of Remote Sensing,,,2009-10-21,2009,30,22,5851-5864,Closed,Article,"Eckmann, T. C.; Roberts, D. A.; Still, C. J.",,"Eckmann, T. C. (University of California, Santa Barbara); Roberts, D. A. (University of California, Santa Barbara); Still, C. J. (University of California, Santa Barbara)",23,3,,3.13,,https://app.dimensions.ai/details/publication/pub.1026859457,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
127,100,pub.1052537822,10.1016/j.rse.2009.04.002,,,The influence of epiphylls on remote sensing of humid forests,Remote Sensing of Environment,,,2009-08,2009,113,8,1787-1798,Closed,Article,"Toomey, Michael; Roberts, Dar; Nelson, Bruce","Toomey, Michael","Toomey, Michael (University of California, Santa Barbara); Roberts, Dar (University of California, Santa Barbara); Nelson, Bruce (National Institute of Amazonian Research)",24,6,,4.35,,https://app.dimensions.ai/details/publication/pub.1052537822,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
128,100,pub.1043851018,10.1016/j.rse.2009.03.010,,,Daytime fire detection using airborne hyperspectral data,Remote Sensing of Environment,,,2009-08,2009,113,8,1646-1657,Closed,Article,"Dennison, Philip E.; Roberts, Dar A.","Dennison, Philip E.","Dennison, Philip E. (University of Utah); Roberts, Dar A. (University of California, Santa Barbara)",25,4,,3.41,,https://app.dimensions.ai/details/publication/pub.1043851018,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
129,100,pub.1043836703,10.1016/j.rse.2009.03.018,,,Hierarchical Multiple Endmember Spectral Mixture Analysis (MESMA) of hyperspectral imagery for urban environments,Remote Sensing of Environment,,,2009-08,2009,113,8,1712-1723,Closed,Article,"Franke, Jonas; Roberts, Dar A.; Halligan, Kerry; Menz, Gunter","Franke, Jonas","Franke, Jonas (University of Bonn); Roberts, Dar A. (University of California, Santa Barbara); Halligan, Kerry (); Menz, Gunter (University of Bonn)",165,33,,29.9,,https://app.dimensions.ai/details/publication/pub.1043836703,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
130,100,pub.1052498625,10.1002/esp.1787,,,Spectrally based remote sensing of river bathymetry,Earth Surface Processes and Landforms,,,2009-06-30,2009,34,8,1039-1059,"All OA; Green, Accepted & Submitted",Article,"Legleiter, Carl J.; Roberts, Dar A.; Lawrence, Rick L.",,"Legleiter, Carl J. (University of California, Santa Barbara; Yellowstone Ecological Research Center); Roberts, Dar A. (University of California, Santa Barbara); Lawrence, Rick L. (Montana State University)",112,29,,15.3,http://remotesensing.montana.edu/pdfs/legleiter_et_al_2009.pdf,https://app.dimensions.ai/details/publication/pub.1052498625,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
131,100,pub.1045681349,10.1016/j.rse.2009.01.018,,,A forward image model for passive optical remote sensing of river bathymetry,Remote Sensing of Environment,,,2009-05,2009,113,5,1025-1045,Closed,Article,"Legleiter, Carl J.; Roberts, Dar A.","Legleiter, Carl J.","Legleiter, Carl J. (University of Wyoming; Yellowstone Ecological Research Center); Roberts, Dar A. (University of California, Santa Barbara)",55,8,,9.97,,https://app.dimensions.ai/details/publication/pub.1045681349,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
132,100,pub.1008592687,10.1016/j.rse.2008.12.010,,,View angle effects on the discrimination of soybean varieties and on the relationships between vegetation indices and yield using off-nadir Hyperion data,Remote Sensing of Environment,,,2009-04,2009,113,4,846-856,Closed,Article,"Galvão, Lênio Soares; Roberts, Dar A.; Formaggio, Antônio Roberto; Numata, Izaya; Breunig, Fábio Marcelo","Galvão, Lênio Soares","Galvão, Lênio Soares (National Institute for Space Research); Roberts, Dar A. (University of California, Santa Barbara); Formaggio, Antônio Roberto (National Institute for Space Research); Numata, Izaya (South Dakota State University); Breunig, Fábio Marcelo (National Institute for Space Research)",53,10,,7.22,,https://app.dimensions.ai/details/publication/pub.1008592687,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
133,100,pub.1036589797,10.1117/1.3082116,,,Biomass accumulation rates of Amazonian secondary forest and biomass of old-growth forests from Landsat time series and the Geoscience Laser Altimeter System,Journal of Applied Remote Sensing,,,2009-01-01,2009,3,1,033505-033505-31,Closed,Article,"Helmer, Eileen H.; Lefsky, Michael A.; Roberts, Dar A.",,"Helmer, Eileen H. (); Lefsky, Michael A. (Colorado State University); Roberts, Dar A. (University of California, Santa Barbara)",62,6,,11.23,,https://app.dimensions.ai/details/publication/pub.1036589797,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
134,100,pub.1103740211,10.2737/psw-rp-259,,,Using HFire for spatial modeling of fire in shrublands,,,,2009-01,2009,259,,,All OA; Gold,Article,"Peterson, Seth H.; Morais, Marco E.; Carlson, Jean M.; Dennison, Philip E.; Roberts, Dar A.; Moritz, Max A.; Weise, David R.",,"Peterson, Seth H. (); Morais, Marco E. (); Carlson, Jean M. (); Dennison, Philip E. (); Roberts, Dar A. (); Moritz, Max A. (); Weise, David R. ()",14,2,,,https://www.fs.usda.gov/treesearch/pubs/download/31914.pdf,https://app.dimensions.ai/details/publication/pub.1103740211,,,,,,
135,100,pub.1042382237,10.1007/978-3-642-01754-4_4,,,"Mapping Fire Risk in Mediterranean Ecosystems of California: Vegetation type, Density, Invasive Species, and Fire Frequency",,Earth Observation of Wildland Fires in Mediterranean Ecosystems,,2009,2009,,,41-53,Closed,Chapter,"Ustin, Susan L.; Riaño, David; Koltunov, Alexander; Roberts, Dar A.; Dennison, Philip E.","Ustin, Susan L.","Ustin, Susan L. (University of California, Davis); Riaño, David (University of California, Davis); Koltunov, Alexander (); Roberts, Dar A. (University of California, Santa Barbara); Dennison, Philip E. (University of Utah)",1,0,,0.12,,https://app.dimensions.ai/details/publication/pub.1042382237,09 Engineering; 0602 Ecology; 0909 Geomatic Engineering; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,09 Engineering,0602 Ecology,0909 Geomatic Engineering,0501 Ecological Applications,05 Environmental Sciences
136,100,pub.1015976305,10.1016/j.rse.2008.07.012,,,Mapping live fuel moisture with MODIS data: A multiple regression approach,Remote Sensing of Environment,,,2008-12-15,2008,112,12,4272-4284,Closed,Article,"Peterson, Seth H.; Roberts, Dar A.; Dennison, Philip E.","Peterson, Seth H.","Peterson, Seth H. (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Dennison, Philip E. (University of Utah)",42,10,,5.45,,https://app.dimensions.ai/details/publication/pub.1015976305,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
137,100,pub.1053141914,10.1016/j.rse.2008.05.008,,,Using multiple endmember spectral mixture analysis to retrieve subpixel fire properties from MODIS,Remote Sensing of Environment,,,2008-10-15,2008,112,10,3773-3783,Closed,Article,"Eckmann, Ted C.; Roberts, Dar A.; Still, Christopher J.","Eckmann, Ted C.","Eckmann, Ted C. (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Still, Christopher J. (University of California, Santa Barbara)",45,5,,5.84,,https://app.dimensions.ai/details/publication/pub.1053141914,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
138,100,pub.1001428400,10.1175/2008ei246.1,,,"Characterizing Variability of the Urban Physical Environment for a Suite of Cities in Rondônia, Brazil",Earth Interactions,,,2008-08,2008,12,13,1-32,Closed,Article,"Powell, Rebecca L.; Roberts, Dar A.",,"Powell, Rebecca L. (); Roberts, Dar A. ()",24,3,,2.64,,https://app.dimensions.ai/details/publication/pub.1001428400,0404 Geophysics; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0404 Geophysics,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,
139,200,pub.1011942096,10.1016/j.rse.2008.04.001,,,"Corrigendum to “Mapping tree and shrub leaf area indices in an ombrotrophic peatland through multiple endmember spectral unmixing” [Remote Sensing of Environment, 109: 342–360]",Remote Sensing of Environment,,,2008-07,2008,112,7,3295,Closed,Article,"Sonnentag, O.; Chen, J.M.; Roberts, D.A.; Talbot, J.; Halligan, K.Q.; Govind, A.","Sonnentag, O.","Sonnentag, O. (University of Toronto); Chen, J.M. (University of Toronto); Roberts, D.A. (University of California, Santa Barbara); Talbot, J. (McGill University); Halligan, K.Q. (University of California, Santa Barbara); Govind, A. (University of Toronto)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1011942096,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
140,100,pub.1041489196,10.1016/j.rse.2007.10.004,,,Mapping land-cover modifications over large areas: A comparison of machine learning algorithms,Remote Sensing of Environment,,,2008-05,2008,112,5,2272-2283,Closed,Article,"Rogan, John; Franklin, Janet; Stow, Doug; Miller, Jennifer; Woodcock, Curtis; Roberts, Dar","Rogan, John","Rogan, John (San Diego State University); Franklin, Janet (San Diego State University); Stow, Doug (San Diego State University); Miller, Jennifer (West Virginia University); Woodcock, Curtis (Boston University); Roberts, Dar (University of California, Santa Barbara)",123,32,,15.97,,https://app.dimensions.ai/details/publication/pub.1041489196,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
141,100,pub.1017637760,10.1016/j.rse.2007.08.014,,,Evaluation of hyperspectral data for pasture estimate in the Brazilian Amazon using field and imaging spectrometers,Remote Sensing of Environment,,,2008-04-15,2008,112,4,1569-1583,Closed,Article,"Numata, Izaya; Roberts, Dar A.; Chadwick, Oliver A.; Schimel, Joshua P.; Galvão, Lênio S.; Soares, João V.","Numata, Izaya","Numata, Izaya (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Chadwick, Oliver A. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Galvão, Lênio S. (National Institute for Space Research); Soares, João V. (National Institute for Space Research)",57,10,,9.26,,https://app.dimensions.ai/details/publication/pub.1017637760,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
142,100,pub.1053572505,10.1016/j.trc.2007.07.001,,,Imaging spectrometry and asphalt road surveys,Transportation Research Part C Emerging Technologies,,,2008-04,2008,16,2,153-166,Closed,Article,"Herold, Martin; Roberts, Dar; Noronha, Val; Smadi, Omar","Herold, Martin","Herold, Martin (); Roberts, Dar (University of California, Santa Barbara); Noronha, Val (University of California, Santa Barbara); Smadi, Omar (Iowa State University)",23,4,,4.57,,https://app.dimensions.ai/details/publication/pub.1053572505,0905 Civil Engineering; 09 Engineering,0905 Civil Engineering,09 Engineering,,,
143,100,pub.1052954683,10.1016/j.isprsjprs.2007.09.006,,,Relationships between the mineralogical and chemical composition of tropical soils and topography from hyperspectral remote sensing data,ISPRS Journal of Photogrammetry and Remote Sensing,,,2008-03,2008,63,2,259-271,Closed,Article,"Galvão, Lênio Soares; Formaggio, Antônio Roberto; Couto, Eduardo Guimarães; Roberts, Dar A.","Galvão, Lênio Soares","Galvão, Lênio Soares (National Institute for Space Research); Formaggio, Antônio Roberto (National Institute for Space Research); Couto, Eduardo Guimarães (); Roberts, Dar A. (University of California, Santa Barbara)",38,5,,4.8,,https://app.dimensions.ai/details/publication/pub.1052954683,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
144,100,pub.1006590725,10.1016/j.rse.2007.07.010,,,A VARI-based relative greenness from MODIS data for computing the Fire Potential Index,Remote Sensing of Environment,,,2008-03,2008,112,3,1151-1167,Closed,Article,"Schneider, P.; Roberts, D.A.; Kyriakidis, P.C.","Schneider, P.","Schneider, P. (University of California, Santa Barbara); Roberts, D.A. (University of California, Santa Barbara); Kyriakidis, P.C. (University of California, Santa Barbara)",42,12,,6.83,,https://app.dimensions.ai/details/publication/pub.1006590725,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
145,400,pub.1009358114,10.1890/06-1689.1,18372554,,THE RATE AND EXTENT OF DEFORESTATION IN WATERSHEDS OF THE SOUTHWESTERN AMAZON BASIN,Ecological Applications,,Brazil; Ecology; Trees,2008-01,2008,18,1,31-48,Closed,Article,"Biggs, Trent W.; Dunne, Thomas; Roberts, Dar A.; Matricardi, E.",,"Biggs, Trent W. (San Diego State University); Dunne, Thomas (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Matricardi, E. ()",8,2,0.16,0.69,,https://app.dimensions.ai/details/publication/pub.1009358114,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
146,100,pub.1027275193,10.1175/ei232.1,,,"Regional Characterization of Pasture Changes through Time and Space in Rondônia, Brazil",Earth Interactions,,,2007-09,2007,11,14,1-25,Closed,Article,"Numata, Izaya; Roberts, Dar A.; Sawada, Yoshito; Chadwick, Oliver A.; Schimel, Joshua P.; Soares, João V.",,"Numata, Izaya (); Roberts, Dar A. (); Sawada, Yoshito (); Chadwick, Oliver A. (); Schimel, Joshua P. (); Soares, João V. ()",9,2,,1.02,,https://app.dimensions.ai/details/publication/pub.1027275193,0404 Geophysics; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0404 Geophysics,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,
147,100,pub.1050887708,10.1016/j.rse.2007.01.013,,,Characterization of pasture biophysical properties and the impact of grazing intensity using remotely sensed data,Remote Sensing of Environment,,,2007-08,2007,109,3,314-327,Closed,Article,"Numata, Izaya; Roberts, Dar A.; Chadwick, Oliver A.; Schimel, Josh; Sampaio, Fernando R.; Leonidas, Francisco C.; Soares, João V.","Numata, Izaya","Numata, Izaya (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Chadwick, Oliver A. (University of California, Santa Barbara); Schimel, Josh (University of California, Santa Barbara); Sampaio, Fernando R. (); Leonidas, Francisco C. (); Soares, João V. (National Institute for Space Research)",78,17,,12.59,,https://app.dimensions.ai/details/publication/pub.1050887708,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
148,100,pub.1031622721,10.1016/j.rse.2007.01.010,,,Mapping tree and shrub leaf area indices in an ombrotrophic peatland through multiple endmember spectral unmixing,Remote Sensing of Environment,,,2007-08,2007,109,3,342-360,Closed,Article,"Sonnentag, O.; Chen, J.M.; Roberts, D.A.; Talbot, J.; Halligan, K.Q.; Govind, A.","Sonnentag, O.","Sonnentag, O. (University of Toronto); Chen, J.M. (University of Toronto); Roberts, D.A. (University of California, Santa Barbara); Talbot, J. (McGill University); Halligan, K.Q. (University of California, Santa Barbara); Govind, A. (University of Toronto)",77,8,,12.42,,https://app.dimensions.ai/details/publication/pub.1031622721,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
149,100,pub.1008892823,10.1016/j.rse.2007.02.009,,,Spectral shape-based temporal compositing algorithms for MODIS surface reflectance data,Remote Sensing of Environment,,,2007-08,2007,109,4,510-522,Closed,Article,"Dennison, Philip E.; Roberts, Dar A.; Peterson, Seth H.","Dennison, Philip E.","Dennison, Philip E. (University of Utah); Roberts, Dar A. (University of California, Santa Barbara); Peterson, Seth H. (University of California, Santa Barbara)",28,1,,3.66,,https://app.dimensions.ai/details/publication/pub.1008892823,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
150,100,pub.1013601947,10.1016/j.ecolmodel.2007.02.033,,,"Improving spatial distribution estimation of forest biomass with geostatistics: A case study for Rondônia, Brazil",Ecological Modelling,,,2007-07,2007,205,1-2,221-230,Closed,Article,"Sales, Marcio H.; Souza, Carlos M.; Kyriakidis, Phaedon C.; Roberts, Dar A.; Vidal, Edson","Souza, Carlos M.","Sales, Marcio H. (Institute of Man and Environment of Amazonia); Souza, Carlos M. (Institute of Man and Environment of Amazonia; University of California, Santa Barbara); Kyriakidis, Phaedon C. (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Vidal, Edson (Institute of Man and Environment of Amazonia)",67,12,,10.81,,https://app.dimensions.ai/details/publication/pub.1013601947,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
151,100,pub.1050521758,10.1016/j.rse.2006.09.005,,,"Sub-pixel mapping of urban land cover using multiple endmember spectral mixture analysis: Manaus, Brazil",Remote Sensing of Environment,,,2007-01-30,2007,106,2,253-267,Closed,Article,"Powell, Rebecca L.; Roberts, Dar A.; Dennison, Philip E.; Hess, Laura L.","Powell, Rebecca L.","Powell, Rebecca L. (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Dennison, Philip E. (University of Utah); Hess, Laura L. (University of California, Santa Barbara)",282,47,,45.5,,https://app.dimensions.ai/details/publication/pub.1050521758,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
