,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Armand M Kuris. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
58,400,pub.1031140728,10.1111/j.1365-2656.2008.01518.x,19175443,,Food web topology and parasites in the pelagic zone of a subarctic lake,Journal of Animal Ecology,,"Animals; Birds; Ecosystem; Fishes; Food Chain; Fresh Water; Invertebrates; Parasites; Parasitic Diseases, Animal; Seasons",2009-05,2009,78,3,563-572,All OA; Gold,Article,"Amundsen, Per‐Arne; Lafferty, Kevin D.; Knudsen, Rune; Primicerio, Raul; Klemetsen, Anders; Kuris, Armand M.",,"Amundsen, Per‐Arne (The Arctic University of Norway); Lafferty, Kevin D. (); Knudsen, Rune (The Arctic University of Norway); Primicerio, Raul (The Arctic University of Norway); Klemetsen, Anders (The Arctic University of Norway); Kuris, Armand M. (University of California, Santa Barbara)",90,15,2.44,7.97,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2656.2008.01518.x/pdf,https://app.dimensions.ai/details/publication/pub.1031140728,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
59,400,pub.1052147046,10.1645/ge-1737.1,18763852,,Small Estuarine Fishes Feed on Large Trematode Cercariae: Lab and Field Investigations,Journal of Parasitology,,Animals; Diet; Ecosystem; Feeding Behavior; Fishes; Fundulidae; Predatory Behavior; Snails; Trematoda,2009-04,2009,95,2,477-480,Closed,Article,"Kaplan, Amber T.; Rebhal, S.; Lafferty, K. D.; Kuris, A. M.",,"Kaplan, Amber T. (University of California, Santa Barbara); Rebhal, S. (University of California, Santa Barbara); Lafferty, K. D. (University of California, Santa Barbara); Kuris, A. M. (University of California, Santa Barbara)",39,8,1.14,3.45,,https://app.dimensions.ai/details/publication/pub.1052147046,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
60,400,pub.1010154657,10.1016/j.ijpara.2008.10.013,19041314,,"Parasitic castration of a vertebrate: Effect of the cymothoid isopod, Anilocra apogonae, on the five-lined cardinalfish, Cheilodipterus quinquelineatus",International Journal for Parasitology,,"Animals; Body Weight; Female; Fish Diseases; Gonads; Host-Parasite Interactions; Infertility, Female; Infertility, Male; Isopoda; Liver; Male; Organ Size; Perciformes; Reproduction",2009-04,2009,39,5,577-583,Closed,Article,"Fogelman, Rachel M.; Kuris, Armand M.; Grutter, Alexandra S.","Fogelman, Rachel M.","Fogelman, Rachel M. (University of Queensland; University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara); Grutter, Alexandra S. (University of Queensland)",50,12,1.27,6.8,,https://app.dimensions.ai/details/publication/pub.1010154657,0603 Evolutionary Biology; 0602 Ecology; 06 Biological Sciences; 0608 Zoology,0603 Evolutionary Biology,0602 Ecology,06 Biological Sciences,0608 Zoology,
61,400,pub.1042988714,10.1098/rspb.2008.1597,19129105,PMC2679081,Parasite manipulation of brain monoamines in California killifish (Fundulus parvipinnis) by the trematode Euhaplorchis californiensis,Proceedings of The Royal Society B Biological Sciences,,Animals; Biogenic Monoamines; Brain; Female; Fundulidae; Male; Trematoda; Trematode Infections,2009-03-22,2009,276,1659,1137-1146,"All OA; Green, Published",Article,"Shaw, J.C; Korzan, W.J; Carpenter, R.E; Kuris, A.M; Lafferty, K.D; Summers, C.H; Øverli, Ø",,"Shaw, J.C (); Korzan, W.J (); Carpenter, R.E (South University); Kuris, A.M (); Lafferty, K.D (United States Geological Survey); Summers, C.H (South University); Øverli, Ø ()",48,9,1.18,11.03,http://europepmc.org/articles/pmc2679081?pdf=render,https://app.dimensions.ai/details/publication/pub.1042988714,11 Medical and Health Sciences; 1103 Clinical Sciences,11 Medical and Health Sciences,1103 Clinical Sciences,,,
62,400,pub.1034350771,10.1098/rspb.2008.0875,18700204,PMC2605822,Diversity increases biomass production for trematode parasites in snails,Proceedings of The Royal Society B Biological Sciences,,Animals; Biodiversity; Biomass; California; Host-Parasite Interactions; Linear Models; Snails; Trematoda,2008-12-07,2008,275,1652,2707-2714,"All OA; Green, Published",Article,"Hechinger, Ryan F; Lafferty, Kevin D; Kuris, Armand M",,"Hechinger, Ryan F (University of California, Santa Barbara); Lafferty, Kevin D (); Kuris, Armand M (University of California, Santa Barbara)",6,1,0.17,0.52,http://europepmc.org/articles/pmc2605822?pdf=render,https://app.dimensions.ai/details/publication/pub.1034350771,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
63,400,pub.1015506735,10.1007/s10393-008-0196-7,18846315,,Reef Fishes Have Higher Parasite Richness at Unfished Palmyra Atoll Compared to Fished Kiritimati Island,EcoHealth,,"Animals; Arthropods; Ecosystem; Fish Diseases; Fishes; Helminths; Pacific Islands; Parasitic Diseases, Animal",2008-09,2008,5,3,338-345,All OA; Gold,Article,"Lafferty, Kevin D.; Shaw, Jenny C.; Kuris, Armand M.","Lafferty, Kevin D.","Lafferty, Kevin D. (University of California, Santa Barbara); Shaw, Jenny C. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara)",32,3,0.93,2.76,https://link.springer.com/content/pdf/10.1007%2Fs10393-008-0196-7.pdf,https://app.dimensions.ai/details/publication/pub.1015506735,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
64,400,pub.1046779243,10.1073/pnas.0803232105,18695218,PMC2556407,Homage to Linnaeus: How many parasites? How many hosts?,Proceedings of the National Academy of Sciences,,"Animals; Extinction, Biological; Parasites; Species Specificity",2008-08-12,2008,105,Supplement 1,11482-11489,All OA; Gold,Article,"Dobson, Andy; Lafferty, Kevin D.; Kuris, Armand M.; Hechinger, Ryan F.; Jetz, Walter",,"Dobson, Andy (Princeton University); Lafferty, Kevin D. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara); Hechinger, Ryan F. (University of California, Santa Barbara); Jetz, Walter (University of California, San Diego)",294,78,5.87,31.67,http://www.pnas.org/content/105/Supplement_1/11482.full.pdf,https://app.dimensions.ai/details/publication/pub.1046779243,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
65,400,pub.1000624011,10.1645/ge-1381.1,18576749,,Trematodes Indicate Animal Biodiversity in the Chilean Intertidal and Lake Tanganyika,Journal of Parasitology,,"Africa, Eastern; Animals; Biodiversity; Bivalvia; Brachyura; Chile; Ecosystem; Fish Diseases; Fishes; Fresh Water; Host-Parasite Interactions; Predatory Behavior; Snails; Trematoda; Trematode Infections",2008-08,2008,94,4,966-968,Closed,Article,"Hechinger, Ryan F.; Lafferty, Kevin D.; Kuris, Armand M.",,"Hechinger, Ryan F. (University of California, Santa Barbara); Lafferty, Kevin D. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara)",26,3,0.75,2.24,,https://app.dimensions.ai/details/publication/pub.1000624011,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
66,400,pub.1022831820,10.1038/nature06970,18650923,,Ecosystem energetic implications of parasite and free-living biomass in three estuaries,Nature,,Animals; Biomass; California; Ecosystem; Host-Parasite Interactions; Pacific Ocean; Parasites; Snails; Trematoda; Trematode Infections; Wetlands,2008-07,2008,454,7203,515-518,"All OA; Green, Published",Article,"Kuris, Armand M.; Hechinger, Ryan F.; Shaw, Jenny C.; Whitney, Kathleen L.; Aguirre-Macedo, Leopoldina; Boch, Charlie A.; Dobson, Andrew P.; Dunham, Eleca J.; Fredensborg, Brian L.; Huspeni, Todd C.; Lorda, Julio; Mababa, Luzviminda; Mancini, Frank T.; Mora, Adrienne B.; Pickering, Maria; Talhouk, Nadia L.; Torchin, Mark E.; Lafferty, Kevin D.","Kuris, Armand M.","Kuris, Armand M. (University of California, Santa Barbara); Hechinger, Ryan F. (University of California, Santa Barbara); Shaw, Jenny C. (University of California, Santa Barbara); Whitney, Kathleen L. (University of California, Santa Barbara); Aguirre-Macedo, Leopoldina (National Polytechnic Institute); Boch, Charlie A. (University of California, Santa Barbara); Dobson, Andrew P. (Princeton University); Dunham, Eleca J. (Pennsylvania State University); Fredensborg, Brian L. (The University of Texas Rio Grande Valley); Huspeni, Todd C. (University of Wisconsin–Stevens Point); Lorda, Julio (University of California, Santa Barbara); Mababa, Luzviminda (University of California, Santa Barbara); Mancini, Frank T. (National Marine Fisheries Service); Mora, Adrienne B. (University of California, Riverside); Pickering, Maria (University of Connecticut); Talhouk, Nadia L. (University of California, Santa Barbara); Torchin, Mark E. (Smithsonian Tropical Research Institute); Lafferty, Kevin D. (University of California, Santa Barbara)",313,62,7.41,26.99,https://repository.si.edu/bitstream/handle/10088/11982/stri_Kuris_et_al_includying_Mark_Torchin_2008.pdf,https://app.dimensions.ai/details/publication/pub.1022831820,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
67,400,pub.1039317384,10.1111/j.1461-0248.2008.01174.x,18462196,PMC2408649,Parasites in food webs: the ultimate missing links,Ecology Letters,,"Animals; Disease Vectors; Food Chain; Host-Parasite Interactions; Isotope Labeling; Models, Biological; Parasites",2008-06,2008,11,6,533-546,All OA; Gold,Article,"Lafferty, Kevin D.; Allesina, Stefano; Arim, Matias; Briggs, Cherie J.; De Leo, Giulio; Dobson, Andrew P.; Dunne, Jennifer A.; Johnson, Pieter T. J.; Kuris, Armand M.; Marcogliese, David J.; Martinez, Neo D.; Memmott, Jane; Marquet, Pablo A.; McLaughlin, John P.; Mordecai, Erin A.; Pascual, Mercedes; Poulin, Robert; Thieltges, David W.",,"Lafferty, Kevin D. (); Allesina, Stefano (University of California, Santa Barbara); Arim, Matias (Pontifical Catholic University of Chile); Briggs, Cherie J. (); De Leo, Giulio (University of Parma); Dobson, Andrew P. (Princeton University); Dunne, Jennifer A. (Santa Fe Institute); Johnson, Pieter T. J. (University of Colorado Boulder); Kuris, Armand M. (); Marcogliese, David J. (); Martinez, Neo D. (University of California, Santa Barbara); Memmott, Jane (University of Bristol); Marquet, Pablo A. (Pontifical Catholic University of Chile; University of Michigan); McLaughlin, John P. (); Mordecai, Erin A. (); Pascual, Mercedes (); Poulin, Robert (University of Otago); Thieltges, David W. (University of Otago)",445,99,10.84,38.37,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1461-0248.2008.01174.x,https://app.dimensions.ai/details/publication/pub.1039317384,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
68,200,pub.1071167055,10.3354/meps07312,,,Interactions between juvenile marine fish and gnathiid isopods: predation versus micropredation,Marine Ecology Progress Series,,,2008-04-07,2008,357,,111-119,All OA; Gold,Article,"Penfold, R; Grutter, AS; Kuris, AM; McCormick, MI; Jones, CM",,"Penfold, R (); Grutter, AS (); Kuris, AM (); McCormick, MI (); Jones, CM ()",32,8,,3.39,https://www.int-res.com/articles/meps2008/357/m357p111.pdf,https://app.dimensions.ai/details/publication/pub.1071167055,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
69,400,pub.1044165867,10.1890/06-1325.1,17913133,,ENDANGERED LIGHT‐FOOTED CLAPPER RAIL AFFECTS PARASITE COMMUNITY STRUCTURE IN COASTAL WETLANDS,Ecological Applications,,Animals; Bird Diseases; Birds; California; Ecosystem; Population Dynamics; Snails; Trematoda; Wetlands,2007-09,2007,17,6,1694-1702,Closed,Article,"Whitney, Kathleen L.; Hechinger, Ryan F.; Kuris, Armand M.; Lafferty, Kevin D.",,"Whitney, Kathleen L. (University of California, Santa Barbara); Hechinger, Ryan F. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara); Lafferty, Kevin D. (University of California, Santa Barbara)",5,0,0.14,0.49,,https://app.dimensions.ai/details/publication/pub.1044165867,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
70,400,pub.1048444624,10.1016/j.ijpara.2006.12.003,17275825,,An experimental evaluation of host specificity: The role of encounter and compatibility filters for a rhizocephalan parasite of crabs,International Journal for Parasitology,,Animals; Brachyura; Female; Ganglia; Host-Parasite Interactions; Larva; Male; Thoracica,2007-04,2007,37,5,539-545,"All OA; Green, Accepted & Submitted",Article,"Kuris, Armand M.; Goddard, Jeffrey H.R.; Torchin, Mark E.; Murphy, Nicole; Gurney, Robert; Lafferty, Kevin D.","Kuris, Armand M.","Kuris, Armand M. (University of California, Santa Barbara); Goddard, Jeffrey H.R. (University of California, Santa Barbara); Torchin, Mark E. (Smithsonian Tropical Research Institute); Murphy, Nicole (); Gurney, Robert (); Lafferty, Kevin D. (University of California, Santa Barbara)",28,1,0.9,3.81,https://repository.si.edu/bitstream/handle/10088/11981/stri_Kuris_et_al_2007.pdf,https://app.dimensions.ai/details/publication/pub.1048444624,0707 Veterinary Sciences; 0605 Microbiology; 0608 Zoology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0707 Veterinary Sciences,0605 Microbiology,0608 Zoology,06 Biological Sciences,07 Agricultural and Veterinary Sciences
71,400,pub.1032597610,10.1007/s00442-006-0568-z,17024376,,Can parasites be indicators of free-living diversity? Relationships between species richness and the abundance of larval trematodes and of local benthos and fishes,Oecologia,,Animals; Biodiversity; California; Fishes; Invertebrates; Linear Models; Mexico; Population Density; Snails; Trematoda,2007-02,2007,151,1,82-92,Closed,Article,"Hechinger, Ryan F.; Lafferty, Kevin D.; Huspeni, Todd C.; Brooks, Andrew J.; Kuris, Armand M.","Hechinger, Ryan F.","Hechinger, Ryan F. (University of California, Santa Barbara); Lafferty, Kevin D. (University of California, Santa Barbara); Huspeni, Todd C. (University of California, Santa Barbara); Brooks, Andrew J. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara)",70,8,1.71,8.62,,https://app.dimensions.ai/details/publication/pub.1032597610,0602 Ecology; 06 Biological Sciences; 0608 Zoology,0602 Ecology,06 Biological Sciences,0608 Zoology,,
72,400,pub.1002770184,10.1073/pnas.0609603103,17179044,PMC1750888,Introduced cryptic species of parasites exhibit different invasion pathways,Proceedings of the National Academy of Sciences,,Animals; Genetic Variation; Haplotypes; Japan; Molecular Sequence Data; Parasitic Diseases; Snails; Trematoda,2006-12-26,2006,103,52,19818-19823,All OA; Gold,Article,"Miura, Osamu; Torchin, Mark E.; Kuris, Armand M.; Hechinger, Ryan F.; Chiba, Satoshi",,"Miura, Osamu (University of California, Santa Barbara); Torchin, Mark E. (Smithsonian Tropical Research Institute); Kuris, Armand M. (University of California, Santa Barbara); Hechinger, Ryan F. (University of California, Santa Barbara); Chiba, Satoshi (University of California, Santa Barbara)",68,3,1.57,6.16,http://www.pnas.org/content/103/52/19818.full.pdf,https://app.dimensions.ai/details/publication/pub.1002770184,11 Medical and Health Sciences; 0502 Environmental Science and Management; 1108 Medical Microbiology; 0604 Genetics; 05 Environmental Sciences; 06 Biological Sciences,11 Medical and Health Sciences,0502 Environmental Science and Management,1108 Medical Microbiology,0604 Genetics,05 Environmental Sciences
73,100,pub.1115939186,10.11646/zootaxa.1332.1.2,,,"Sacculina nectocarcini, a new species of rhizocephalan (Cirripedia: Rhizocephala) parasitising the red rock crab Nectocarcinus integrifrons (Decapoda: Brachyura: Portunidae)",Zootaxa,,,2006-10-12,2006,1332,1,37,Closed,Article,"GURNEY, ROBERT H.; RYBAKOV, ALEXEY V.; HØEG, JENS T.; KURIS, ARMAND M.",,"GURNEY, ROBERT H. (); RYBAKOV, ALEXEY V. (); HØEG, JENS T. (); KURIS, ARMAND M. ()",1,0,,0.08,,https://app.dimensions.ai/details/publication/pub.1115939186,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
74,400,pub.1049722850,10.1073/pnas.0604755103,16844774,PMC1544067,Parasites dominate food web links,Proceedings of the National Academy of Sciences,,"Animals; Biodiversity; Biological Evolution; Biomass; Ecology; Ecosystem; Food Chain; Models, Biological; Parasites; Predatory Behavior",2006-07-25,2006,103,30,11211-11216,All OA; Gold,Article,"Lafferty, Kevin D.; Dobson, Andrew P.; Kuris, Armand M.",,"Lafferty, Kevin D. (University of California, Santa Barbara); Dobson, Andrew P. (Princeton University); Kuris, Armand M. (University of California, Santa Barbara)",428,71,9.48,34.26,http://www.pnas.org/content/103/30/11211.full.pdf,https://app.dimensions.ai/details/publication/pub.1049722850,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
75,400,pub.1023340553,10.1098/rspb.2005.3451,16777719,PMC1560305,Parasites alter host phenotype and may create a new ecological niche for snail hosts,Proceedings of The Royal Society B Biological Sciences,,Animals; Ecosystem; Feeding Behavior; Food Chain; Heterophyidae; Phenotype; Population Dynamics; Snails,2006-06-07,2006,273,1592,1323-1328,"All OA; Green, Published",Article,"Miura, Osamu; Kuris, Armand M; Torchin, Mark E; Hechinger, Ryan F; Chiba, Satoshi",,"Miura, Osamu (); Kuris, Armand M (University of California, Santa Barbara); Torchin, Mark E (); Hechinger, Ryan F (University of California, Santa Barbara); Chiba, Satoshi ()",78,12,1.36,6.24,http://europepmc.org/articles/pmc1560305?pdf=render,https://app.dimensions.ai/details/publication/pub.1023340553,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
76,100,pub.1011133004,10.1007/s10530-003-2981-0,,,"Host specificity of Sacculina carcini, a potential biological control agent of the introduced European green crab Carcinus maenas in California",Biological Invasions,,,2005-11,2005,7,6,895-912,"All OA; Green, Accepted & Submitted",Article,"Goddard, Jeffrey H. R; Torchin, Mark E; Kuris, Armand M; Lafferty, Kevin D.","Lafferty, Kevin D.","Goddard, Jeffrey H. R (University of California, Santa Barbara); Torchin, Mark E (University of California, Santa Barbara); Kuris, Armand M (University of California, Santa Barbara); Lafferty, Kevin D. (University of California, Santa Barbara)",25,4,,1.83,http://si-pddr.si.edu/dspace/bitstream/10088/3876/1/Goodard_Torchin_Kurs_and_Lafferty_2005.pdf,https://app.dimensions.ai/details/publication/pub.1011133004,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
77,400,pub.1026833151,10.1016/j.ijpara.2005.02.014,15925598,,"Molecular-genetic analyses reveal cryptic species of trematodes in the intertidal gastropod, Batillaria cumingi (Crosse)",International Journal for Parasitology,,"Animals; Base Sequence; DNA, Helminth; Genetic Variation; Molecular Sequence Data; Mollusca; Phylogeny; Polymorphism, Restriction Fragment Length; Sequence Analysis, DNA; Trematoda",2005-06,2005,35,7,793-801,Closed,Article,"Miura, Osamu; Kuris, Armand M.; Torchin, Mark E.; Hechinger, Ryan F.; Dunham, Eleca J.; Chiba, Satoshi","Miura, Osamu","Miura, Osamu (Tohoku University); Kuris, Armand M. (University of California, Santa Barbara); Torchin, Mark E. (Smithsonian Tropical Research Institute); Hechinger, Ryan F. (University of California, Santa Barbara); Dunham, Eleca J. (University of California, Santa Barbara); Chiba, Satoshi (Tohoku University)",84,21,2.79,5.41,,https://app.dimensions.ai/details/publication/pub.1026833151,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
78,200,pub.1022083989,10.1016/j.beproc.2004.08.012,15792692,,Trophic transmission of parasites and host behavior modification,Behavioural Processes,,"Adaptation, Physiological; Animals; Behavior, Animal; Ecosystem; Food Chain; Host-Parasite Interactions; Models, Animal; Parasites; Parasitic Diseases, Animal",2005-03,2005,68,3,215-217,Closed,Article,"Kuris, Armand M.","Kuris, Armand M.","Kuris, Armand M. (University of California, Santa Barbara)",11,1,0.25,2.19,,https://app.dimensions.ai/details/publication/pub.1022083989,08 Information and Computing Sciences; 17 Psychology and Cognitive Sciences; 1701 Psychology; 0801 Artificial Intelligence and Image Processing; 1702 Cognitive Sciences,08 Information and Computing Sciences,17 Psychology and Cognitive Sciences,1701 Psychology,0801 Artificial Intelligence and Image Processing,1702 Cognitive Sciences
79,200,pub.1088917252,10.1093/acprof:oso/9780198529873.003.0008,,,Parasitism and environmental disturbances,,Parasitism and Ecosystems,,2005-01-06,2005,,,113-123,Closed,Chapter,"Lafferty, Kevin D.; Kuris, Armand M.",,"Lafferty, Kevin D. (); Kuris, Armand M. ()",52,2,,,,https://app.dimensions.ai/details/publication/pub.1088917252,,,,,,
80,400,pub.1000573056,10.1051/parasite/2004114425,15638146,,Parasites in the thoracic ganglion of Pachygrapsus marmoratus (Brachyura: Grapsidae) from the coast of Portugal,Parasite,,"Animals; Apicomplexa; Behavior, Animal; Brachyura; Female; Ganglia, Invertebrate; Host-Parasite Interactions; Isopoda; Male; Microsporidia; Portugal; Prevalence; Trematoda",2004-12,2004,11,4,425-427,All OA; Gold,Article,"Kuris, A.M.; Torchin, M.E.; Lafferty, K.D",,"Kuris, A.M. (University of California, Santa Barbara); Torchin, M.E. (University of California, Santa Barbara); Lafferty, K.D (University of California, Santa Barbara)",1,0,0.08,0.09,https://www.parasite-journal.org/articles/parasite/pdf/2004/04/parasite2004114p425.pdf,https://app.dimensions.ai/details/publication/pub.1000573056,1108 Medical Microbiology; 11 Medical and Health Sciences,1108 Medical Microbiology,11 Medical and Health Sciences,,,
81,100,pub.1024196002,10.1016/j.tree.2004.08.009,,,Does terrestrial epidemiology apply to marine systems?,Trends in Ecology & Evolution,,,2004-11,2004,19,11,585-591,Closed,Article,"McCallum, Hamish I.; Kuris, Armand; Harvell, C. Drew; Lafferty, Kevin. D.; Smith, Garriet W.; Porter, James",,"McCallum, Hamish I. (University of Queensland); Kuris, Armand (University of California, Santa Barbara); Harvell, C. Drew (Cornell University); Lafferty, Kevin. D. (University of California, Santa Barbara); Smith, Garriet W. (University of South Carolina Aiken); Porter, James (University of Georgia)",90,12,,,,https://app.dimensions.ai/details/publication/pub.1024196002,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
82,100,pub.1002474470,10.1111/j.1744-7410.2004.tb00165.x,,,"Susceptibility of California gastropods to an introduced South African sabellid polychaete, Terebrasabella heterouncinata",Invertebrate Biology,,,2004-11,2004,123,4,316-323,Closed,Article,"Culver, Carolynn S.; Kuris, Armand M.",,"Culver, Carolynn S. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara)",7,0,,0.46,,https://app.dimensions.ai/details/publication/pub.1002474470,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
83,100,pub.1029880960,10.1023/b:binv.0000034598.28718.2e,,,Options for Managing Invasive Marine Species,Biological Invasions,,,2004-09,2004,6,3,295-300,Closed,Article,"Thresher, Ronald E.; Kuris, Armand M.","Thresher, Ronald E.","Thresher, Ronald E. (); Kuris, Armand M. (University of California, Santa Barbara)",66,13,,5.7,,https://app.dimensions.ai/details/publication/pub.1029880960,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
84,100,pub.1009880207,10.1890/1540-9295(2004)002[0375:trtood]2.0.co;2,,,The rising tide of ocean diseases: unsolved problems and research priorities,Frontiers in Ecology and the Environment,,,2004-09,2004,2,7,375-382,"All OA; Green, Accepted & Submitted",Article,"Harvell, Drew; Aronson, Richard; Baron, Nancy; Connell, Joseph; Dobson, Andrew; Ellner, Steve; Gerber, Leah; Kim, Kiho; Kuris, Armand; McCallum, Hamish; Lafferty, Kevin; McKay, Bruce; Porter, James; Pascual, Mercedes; Smith, Garriett; Sutherland, Katherine; Ward, Jessica",,"Harvell, Drew (Cornell University); Aronson, Richard (); Baron, Nancy (); Connell, Joseph (University of California, Santa Barbara); Dobson, Andrew (Princeton University); Ellner, Steve (Cornell University); Gerber, Leah (Arizona State University); Kim, Kiho (American University); Kuris, Armand (University of California, Santa Barbara); McCallum, Hamish (University of Queensland); Lafferty, Kevin (University of California, Santa Barbara); McKay, Bruce (SeaWeb); Porter, James (University of Georgia); Pascual, Mercedes (University of Michigan); Smith, Garriett (University of South Carolina System); Sutherland, Katherine (University of Georgia); Ward, Jessica (Cornell University)",164,20,,17.15,http://espace.library.uq.edu.au/view/UQ:68785/UQ68785_OA.pdf,https://app.dimensions.ai/details/publication/pub.1009880207,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
85,400,pub.1071162804,10.3354/dao058063,15038453,,"Histopathological effects of trypanorhynch metacestodes in the digestive gland of a novel host, Carcinus maenas (Decapoda).",Diseases of Aquatic Organisms,,Animals; Australia; Brachyura; Cestoda; Digestive System; Histological Techniques; Host-Parasite Interactions; Seawater,2004,2004,58,1,63-9,All OA; Gold,Article,"Gurney, R H; Nowak, B F; Dykova, I; Kuris, A M",,"Gurney, R H (); Nowak, B F (); Dykova, I (); Kuris, A M ()",2,0,0.14,0.14,https://www.int-res.com/articles/dao2004/58/d058p063.pdf,https://app.dimensions.ai/details/publication/pub.1071162804,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
86,100,pub.1023155841,10.1034/j.1600-0706.2003.12182.x,,,Seasonal and ontogenetic dynamics in trophic transmission of parasites,Oikos,,,2003-08,2003,102,2,285-293,Closed,Article,"Amundsen, Per‐Arne; Knudsen, Rune; Kuris, Armand M.; Kristoffersen, Roar",,"Amundsen, Per‐Arne (The Arctic University of Norway); Knudsen, Rune (The Arctic University of Norway); Kuris, Armand M. (University of California, Santa Barbara); Kristoffersen, Roar (The Arctic University of Norway)",23,2,,1.69,,https://app.dimensions.ai/details/publication/pub.1023155841,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
87,100,pub.1049113146,10.1023/a:1024015327707,,,"Did biological control cause extinction of the coconut moth, Levuana iridescens, in Fiji?",Biological Invasions,,,2003-03,2003,5,1-2,133-141,Closed,Article,"Kuris, Armand M.",,"Kuris, Armand M. (University of California, Santa Barbara)",22,1,,2.85,,https://app.dimensions.ai/details/publication/pub.1049113146,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
88,400,pub.1031054286,10.1038/nature01346,12571595,,Introduced species and their missing parasites,Nature,,"Adaptation, Physiological; Animal Population Groups; Animals; Biomass; Body Constitution; Ecosystem; Host-Parasite Interactions; Models, Biological; Parasites; Population Dynamics; Probability; Species Specificity",2003-02,2003,421,6923,628-630,Closed,Article,"Torchin, Mark E.; Lafferty, Kevin D.; Dobson, Andrew P.; McKenzie, Valerie J.; Kuris, Armand M.","Torchin, Mark E.","Torchin, Mark E. (University of California, Santa Barbara); Lafferty, Kevin D. (University of California, Santa Barbara); Dobson, Andrew P. (Princeton University); McKenzie, Valerie J. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara)",808,101,11.85,65.65,,https://app.dimensions.ai/details/publication/pub.1031054286,0602 Ecology; 0502 Environmental Science and Management; 0604 Genetics; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0604 Genetics,05 Environmental Sciences,06 Biological Sciences
