,"""About the data: Exported on Oct 31, 2019. Criteria: Researcher is Bodo Bookhagen. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
66,100,pub.1018024172,10.1002/2014jf003410,,,Understanding erosion rates in the Himalayan orogen: A case study from the Arun Valley,Journal of Geophysical Research Earth Surface,,,2015-10,2015,120,10,2080-2102,"All OA; Green, Published",Article,"Olen, Stephanie M.; Bookhagen, Bodo; Hoffmann, Bernd; Sachse, Dirk; Adhikari, D. P.; Strecker, Manfred R.",,"Olen, Stephanie M. (University of Potsdam); Bookhagen, Bodo (University of Potsdam); Hoffmann, Bernd (University of Potsdam); Sachse, Dirk (University of Potsdam; Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Adhikari, D. P. (Kathmandu University); Strecker, Manfred R. (University of Potsdam)",21,10,,4.11,http://gfzpublic.gfz-potsdam.de/pubman/item/escidoc:1398053:4/component/escidoc:1403891/1398053.pdf,https://app.dimensions.ai/details/publication/pub.1018024172,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
67,100,pub.1008354179,10.1016/j.epsl.2015.06.034,,,"Increased late Pleistocene erosion rates during fluvial aggradation in the Garhwal Himalaya, northern India",Earth and Planetary Science Letters,,,2015-10,2015,428,Quat. Geochronol. 3 2008,255-266,"All OA; Green, Accepted & Submitted",Article,"Scherler, Dirk; Bookhagen, Bodo; Wulf, Hendrik; Preusser, Frank; Strecker, Manfred R.","Scherler, Dirk","Scherler, Dirk (California Institute of Technology; Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences; Free University of Berlin); Bookhagen, Bodo (University of California, Santa Barbara; University of Potsdam); Wulf, Hendrik (University of Zurich); Preusser, Frank (University of Freiburg); Strecker, Manfred R. (University of Potsdam)",35,16,,6.85,https://authors.library.caltech.edu/60513/2/mmc1.pdf,https://app.dimensions.ai/details/publication/pub.1008354179,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
68,100,pub.1030935728,10.5194/tc-9-1747-2015,,,Improving semi-automated glacier mapping with a multi-method approach: applications in central Asia,The Cryosphere,,,2015-09-04,2015,9,5,1747-1759,All OA; Gold,Article,"Smith, T.; Bookhagen, B.; Cannon, F.",,"Smith, T. (University of Potsdam); Bookhagen, B. (University of Potsdam); Cannon, F. (University of California, Santa Barbara)",10,6,,1.72,https://www.the-cryosphere.net/9/1747/2015/tc-9-1747-2015.pdf,https://app.dimensions.ai/details/publication/pub.1030935728,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0405 Oceanography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0405 Oceanography,,
69,100,pub.1041845566,10.1130/l402.1,,,Effect of vegetation cover on millennial-scale landscape denudation rates in East Africa,Литосфера,,,2015-08,2015,7,4,408-420,All OA; Gold,Article,"Acosta, Verónica Torres; Schildgen, Taylor F.; Clarke, Brian A.; Scherler, Dirk; Bookhagen, Bodo; Wittmann, Hella; von Blanckenburg, Friedhelm; Strecker, Manfred R.",,"Acosta, Verónica Torres (University of Potsdam); Schildgen, Taylor F. (University of Potsdam); Clarke, Brian A. (University of Potsdam); Scherler, Dirk (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Bookhagen, Bodo (University of Potsdam); Wittmann, Hella (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); von Blanckenburg, Friedhelm (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Strecker, Manfred R. (University of Potsdam)",33,19,,6.16,https://pubs.geoscienceworld.org/gsa/lithosphere/article-pdf/7/4/408/3040128/408.pdf,https://app.dimensions.ai/details/publication/pub.1041845566,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
70,100,pub.1040545251,10.1007/s00382-014-2265-7,,,Complex network analysis helps to identify impacts of the El Niño Southern Oscillation on moisture divergence in South America,Climate Dynamics,,,2015-08,2015,45,3-4,619-632,Closed,Article,"Boers, Niklas; Donner, Reik V.; Bookhagen, Bodo; Kurths, Jürgen","Boers, Niklas","Boers, Niklas (Potsdam Institute for Climate Impact Research; Humboldt University of Berlin); Donner, Reik V. (Potsdam Institute for Climate Impact Research); Bookhagen, Bodo (University of California, Santa Barbara); Kurths, Jürgen (Potsdam Institute for Climate Impact Research; Humboldt University of Berlin; University of Aberdeen)",31,11,,4.64,,https://app.dimensions.ai/details/publication/pub.1040545251,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
71,100,pub.1015833458,10.1016/j.rse.2015.02.025,,,Mapping urban forest leaf area index with airborne lidar using penetration metrics and allometry,Remote Sensing of Environment,,,2015-06,2015,162,Remote Sensing of Environment 148 2014,141-153,Closed,Article,"Alonzo, Michael; Bookhagen, Bodo; McFadden, Joseph P.; Sun, Alex; Roberts, Dar A.","Alonzo, Michael","Alonzo, Michael (University of California, Santa Barbara); Bookhagen, Bodo (University of Potsdam); McFadden, Joseph P. (University of California, Santa Barbara); Sun, Alex (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara)",45,30,,11.51,,https://app.dimensions.ai/details/publication/pub.1015833458,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
72,100,pub.1031541028,10.1007/s00382-014-2199-0,,,Regional climate model sensitivities to parametrizations of convection and non-precipitating subgrid-scale clouds over South America,Climate Dynamics,,,2015-05,2015,44,9-10,2839-2857,"All OA; Green, Accepted & Submitted",Article,"Lange, Stefan; Rockel, Burkhardt; Volkholz, Jan; Bookhagen, Bodo","Lange, Stefan","Lange, Stefan (Potsdam Institute for Climate Impact Research; Humboldt University of Berlin); Rockel, Burkhardt (Helmholtz-Zentrum Geesthacht Centre for Materials and Coastal Research); Volkholz, Jan (Potsdam Institute for Climate Impact Research); Bookhagen, Bodo (University of California, Santa Barbara)",9,4,,1.35,http://www.hzg.de/imperia/md/content/gkss/zentrale_einrichtungen/bibliothek/journals/2014/lange_31963.pdf,https://app.dimensions.ai/details/publication/pub.1031541028,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
73,100,pub.1027958014,10.1002/2014tc003690,,,"Late Miocene northward propagation of the northeast Pamir thrust system, northwest China",Tectonics,,,2015-03,2015,34,3,510-534,All OA; Gold,Article,"Thompson, Jessica A.; Burbank, Douglas W.; Li, Tao; Chen, Jie; Bookhagen, Bodo",,"Thompson, Jessica A. (University of California System); Burbank, Douglas W. (University of California System); Li, Tao (China Earthquake Administration); Chen, Jie (China Earthquake Administration); Bookhagen, Bodo (University of Potsdam)",38,17,,7.8,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2014TC003690,https://app.dimensions.ai/details/publication/pub.1027958014,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
74,100,pub.1038299337,10.1175/jcli-d-14-00340.1,,,Extreme Rainfall of the South American Monsoon System: A Dataset Comparison Using Complex Networks,Journal of Climate,,,2015-02,2015,28,3,1031-1056,"All OA; Green, Accepted & Submitted",Article,"Boers, Niklas; Bookhagen, Bodo; Marengo, José; Marwan, Norbert; von Storch, Jin-Song; Kurths, Jürgen",,"Boers, Niklas (); Bookhagen, Bodo (); Marengo, José (); Marwan, Norbert (); von Storch, Jin-Song (); Kurths, Jürgen ()",19,8,,2.84,http://www.geog.ucsb.edu/%7Ebodo/pdf/boers15_SAM_rainfall_dataset_comparison.pdf,https://app.dimensions.ai/details/publication/pub.1038299337,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
75,100,pub.1014367773,10.1007/s00382-014-2248-8,,,Multi-annual variations in winter westerly disturbance activity affecting the Himalaya,Climate Dynamics,,,2015-01,2015,44,1-2,441-455,"All OA; Green, Accepted & Submitted",Article,"Cannon, Forest; Carvalho, Leila M. V.; Jones, Charles; Bookhagen, Bodo","Cannon, Forest","Cannon, Forest (University of California, Santa Barbara); Carvalho, Leila M. V. (University of California, Santa Barbara); Jones, Charles (University of California, Santa Barbara); Bookhagen, Bodo (University of California, Santa Barbara)",66,33,,10.46,http://www.geog.ucsb.edu/%7Ebodo/pdf/cannon14_winter_westerlies_Karakoram.pdf,https://app.dimensions.ai/details/publication/pub.1014367773,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
76,100,pub.1007462194,10.1007/978-3-319-17220-0_15,,,A Complex Network Approach to Investigate the Spatiotemporal Co-variability of Extreme Rainfall,,Machine Learning and Data Mining Approaches to Climate Science,,2015,2015,,,163-174,Closed,Chapter,"Boers, Niklas; Rheinwalt, Aljoscha; Bookhagen, Bodo; Marwan, Norbert; Kurths, Jürgen","Boers, Niklas","Boers, Niklas (Potsdam Institute for Climate Impact Research; Humboldt University of Berlin); Rheinwalt, Aljoscha (Potsdam Institute for Climate Impact Research; Humboldt University of Berlin; University of Potsdam); Bookhagen, Bodo (University of Potsdam); Marwan, Norbert (Potsdam Institute for Climate Impact Research); Kurths, Jürgen (Potsdam Institute for Climate Impact Research; Humboldt University of Berlin; University of Aberdeen; N. I. Lobachevsky State University of Nizhny Novgorod)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1007462194,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
77,400,pub.1006161312,10.1038/ncomms6199,25310906,,Prediction of extreme floods in the eastern Central Andes based on a complex networks approach,Nature Communications,,,2014-12,2014,5,1,5199,All OA; Gold,Article,"Boers, N.; Bookhagen, B.; Barbosa, H. M. J.; Marwan, N.; Kurths, J.; Marengo, J. A.","Boers, N.","Boers, N. (Humboldt University of Berlin; Potsdam Institute for Climate Impact Research); Bookhagen, B. (University of California, Santa Barbara; University of Potsdam); Barbosa, H. M. J. (University of Sao Paulo); Marwan, N. (Potsdam Institute for Climate Impact Research); Kurths, J. (Humboldt University of Berlin; Potsdam Institute for Climate Impact Research; N. I. Lobachevsky State University of Nizhny Novgorod; University of Aberdeen); Marengo, J. A. ()",85,34,1.83,10.84,https://www.nature.com/articles/ncomms6199.pdf,https://app.dimensions.ai/details/publication/pub.1006161312,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
78,100,pub.1050568081,10.1130/l340.1,,,Formation of passive-roof duplexes in the Colombian Subandes and Perú,Литосфера,,,2014-12,2014,6,6,456-472,All OA; Gold,Article,"Mora, Andrès; Ketcham, Richard A.; Higuera-Díaz, I. Camilo; Bookhagen, Bodo; Jimenez, Leonardo; Rubiano, Jorge",,"Mora, Andrès (); Ketcham, Richard A. (The University of Texas at Austin); Higuera-Díaz, I. Camilo (); Bookhagen, Bodo (University of California, Santa Barbara); Jimenez, Leonardo (); Rubiano, Jorge ()",15,10,,2.53,https://pubs.geoscienceworld.org/gsa/lithosphere/article-pdf/6/6/456/3040068/456.pdf,https://app.dimensions.ai/details/publication/pub.1050568081,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
79,100,pub.1026940284,10.1016/j.epsl.2014.09.021,,,"Can stable isotopes ride out the storms? The role of convection for water isotopes in models, records, and paleoaltimetry studies in the central Andes",Earth and Planetary Science Letters,,,2014-12,2014,407,Am. J. Sci. 305 2005,187-195,Closed,Article,"Rohrmann, Alexander; Strecker, Manfred R.; Bookhagen, Bodo; Mulch, Andreas; Sachse, Dirk; Pingel, Heiko; Alonso, Ricardo N.; Schildgen, Taylor F.; Montero, Carolina","Rohrmann, Alexander","Rohrmann, Alexander (University of Potsdam); Strecker, Manfred R. (University of Potsdam); Bookhagen, Bodo (University of Potsdam; University of California, Santa Barbara); Mulch, Andreas (Goethe University Frankfurt); Sachse, Dirk (University of Potsdam; Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Pingel, Heiko (University of Potsdam); Alonso, Ricardo N. (National University of Salta); Schildgen, Taylor F. (University of Potsdam); Montero, Carolina (National University of Salta)",39,14,,4.97,,https://app.dimensions.ai/details/publication/pub.1026940284,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
80,100,pub.1010516816,10.1111/ter.12120,,,Local high relief at the southern margin of the Andean plateau by 9 Ma: evidence from ignimbritic valley fills and river incision,Terra Nova,,,2014-12,2014,26,6,454-460,All OA; Gold,Article,"Montero‐López, Carolina; Strecker, Manfred R.; Schildgen, Taylor F.; Hongn, Fernando; Guzmán, Silvina; Bookhagen, Bodo; Sudo, Masafumi",,"Montero‐López, Carolina (National University of Salta); Strecker, Manfred R. (University of Potsdam); Schildgen, Taylor F. (University of Potsdam); Hongn, Fernando (National University of Salta); Guzmán, Silvina (National University of Salta); Bookhagen, Bodo (University of Potsdam); Sudo, Masafumi (University of Potsdam)",10,4,,1.69,https://onlinelibrary.wiley.com/doi/pdf/10.1111/ter.12120,https://app.dimensions.ai/details/publication/pub.1010516816,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
81,100,pub.1030347149,10.1002/2014gl061829,,,The South American rainfall dipole: A complex network analysis of extreme events,Geophysical Research Letters,,,2014-10-28,2014,41,20,7397-7405,All OA; Gold,Article,"Boers, Niklas; Rheinwalt, Aljoscha; Bookhagen, Bodo; Barbosa, Henrique M. J.; Marwan, Norbert; Marengo, José; Kurths, Jürgen",,"Boers, Niklas (Humboldt University of Berlin; Potsdam Institute for Climate Impact Research); Rheinwalt, Aljoscha (Humboldt University of Berlin; Potsdam Institute for Climate Impact Research); Bookhagen, Bodo (University of California, Santa Barbara; University of Potsdam); Barbosa, Henrique M. J. (University of Sao Paulo); Marwan, Norbert (Potsdam Institute for Climate Impact Research); Marengo, José (); Kurths, Jürgen (Humboldt University of Berlin; Potsdam Institute for Climate Impact Research; N. I. Lobachevsky State University of Nizhny Novgorod)",36,21,,4.59,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2014GL061829,https://app.dimensions.ai/details/publication/pub.1030347149,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
82,100,pub.1044088174,10.5194/tcd-8-5433-2014,,,Improving semi-automated glacial mapping with a multi-method approach: areal changes in Central Asia,The Cryosphere Discussions,,,2014-10-17,2014,8,5,5433-5483,All OA; Gold,Article,"Smith, T.; Bookhagen, B.; Cannon, F.",,"Smith, T. (University of Potsdam); Bookhagen, B. (University of Potsdam); Cannon, F. (University of California, Santa Barbara)",0,0,,0,https://doi.org/10.5194/tcd-8-5433-2014,https://app.dimensions.ai/details/publication/pub.1044088174,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
83,100,pub.1036131270,10.1016/j.earscirev.2014.05.014,,,Controls on erosion intensity in the Yangtze River basin tracked by U–Pb detrital zircon dating,Earth-Science Reviews,,,2014-09,2014,136,Basin Res. 17 4 2005,121-140,Closed,Article,"He, Mengying; Zheng, Hongbo; Bookhagen, Bodo; Clift, Peter D.","Zheng, Hongbo","He, Mengying (Nanjing University); Zheng, Hongbo (Nanjing Normal University); Bookhagen, Bodo (University of California, Santa Barbara); Clift, Peter D. (Louisiana State University)",31,9,,5.01,,https://app.dimensions.ai/details/publication/pub.1036131270,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
84,100,pub.1049624289,10.5194/npg-21-901-2014,,,Topology and seasonal evolution of the network of extreme precipitation over the Indian subcontinent and Sri Lanka,Nonlinear Processes in Geophysics,,,2014-08-29,2014,21,4,901-917,All OA; Gold,Article,"Stolbova, V.; Martin, P.; Bookhagen, B.; Marwan, N.; Kurths, J.",,"Stolbova, V. (Potsdam Institute for Climate Impact Research; Humboldt University of Berlin); Martin, P. (University of Michigan); Bookhagen, B. (University of California, Santa Barbara; University of Potsdam); Marwan, N. (Potsdam Institute for Climate Impact Research); Kurths, J. (Potsdam Institute for Climate Impact Research; Humboldt University of Berlin; University of Aberdeen)",35,14,,4.46,https://www.nonlin-processes-geophys.net/21/901/2014/npg-21-901-2014.pdf,https://app.dimensions.ai/details/publication/pub.1049624289,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
85,100,pub.1007484094,10.1016/j.jseaes.2014.04.016,,,"Holocene versus modern catchment erosion rates at 300MW Baspa II hydroelectric power plant (India, NW Himalaya)",Journal of Asian Earth Sciences,,,2014-08,2014,90,,157-172,Closed,Article,"Draganits, Erich; Gier, Susanne; Hofmann, Christa-Ch.; Janda, Christoph; Bookhagen, Bodo; Grasemann, Bernhard","Draganits, Erich","Draganits, Erich (University of Vienna); Gier, Susanne (University of Vienna); Hofmann, Christa-Ch. (University of Vienna); Janda, Christoph (Geological Survey of Austria); Bookhagen, Bodo (University of California, Santa Barbara); Grasemann, Bernhard (University of Vienna)",4,2,,0.62,,https://app.dimensions.ai/details/publication/pub.1007484094,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
86,100,pub.1052194887,10.1016/j.rse.2014.03.018,,,Urban tree species mapping using hyperspectral and lidar data fusion,Remote Sensing of Environment,,,2014-05,2014,148,Remote Sensing Letters 4 5 2013,70-83,Closed,Article,"Alonzo, Michael; Bookhagen, Bodo; Roberts, Dar A.","Alonzo, Michael","Alonzo, Michael (University of California, Santa Barbara); Bookhagen, Bodo (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara)",174,92,,42.02,,https://app.dimensions.ai/details/publication/pub.1052194887,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
87,200,pub.1022817410,10.1002/2014jf003142,,,"Correction to “Tectonic control on 10Be‐derived erosion rates in the Garhwal Himalaya, India”",Journal of Geophysical Research Earth Surface,,,2014-04,2014,119,4,960-960,All OA; Gold,Article,"Scherler, D.; Bookhagen, B.; Strecker, M. R.",,"Scherler, D. (); Bookhagen, B. (); Strecker, M. R. ()",0,0,,,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2014JF003142,https://app.dimensions.ai/details/publication/pub.1022817410,,,,,,
88,100,pub.1045556439,10.5194/tc-8-359-2014,,,"Glacial areas, lake areas, and snow lines from 1975 to 2012: status of the Cordillera Vilcanota, including the Quelccaya Ice Cap, northern central Andes, Peru",The Cryosphere,,,2014-03-03,2014,8,2,359-376,All OA; Gold,Article,"Hanshaw, M. N.; Bookhagen, B.",,"Hanshaw, M. N. (University of California, Santa Barbara); Bookhagen, B. (University of California, Santa Barbara)",38,17,,5.89,https://www.the-cryosphere.net/8/359/2014/tc-8-359-2014.pdf,https://app.dimensions.ai/details/publication/pub.1045556439,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
89,100,pub.1001889891,10.1130/g35342.1,,,Dominance of tectonics over climate in Himalayan denudation,Geology,,,2014-03-01,2014,42,3,243-246,"All OA; Green, Accepted & Submitted",Article,"Godard, Vincent; Bourlès, Didier L.; Spinabella, Françoise; Burbank, Douglas W.; Bookhagen, Bodo; Fisher, G. Burch; Moulin, Adrien; Léanni, Laëtitia",,"Godard, Vincent (); Bourlès, Didier L. (); Spinabella, Françoise (); Burbank, Douglas W. (University of California, Santa Barbara); Bookhagen, Bodo (University of California, Santa Barbara); Fisher, G. Burch (University of California, Santa Barbara); Moulin, Adrien (); Léanni, Laëtitia ()",83,33,,14,https://escholarship.org/content/qt39j244dj/qt39j244dj.pdf?t=nxlv4f,https://app.dimensions.ai/details/publication/pub.1001889891,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
90,100,pub.1038667823,10.1016/j.foreco.2013.12.020,,,Evaluating spatial patterns of drought-induced tree mortality in a coastal California pine forest,Forest Ecology and Management,,,2014-03,2014,315,Proc. Natl. Acad. Sci. 106 2009,43-53,Closed,Article,"Baguskas, Sara A.; Peterson, Seth H.; Bookhagen, Bodo; Still, Christopher J.","Baguskas, Sara A.","Baguskas, Sara A. (University of California, Santa Barbara); Peterson, Seth H. (University of California, Santa Barbara); Bookhagen, Bodo (University of California, Santa Barbara); Still, Christopher J. (Oregon State University)",32,15,,6.33,,https://app.dimensions.ai/details/publication/pub.1038667823,0705 Forestry Sciences; 0602 Ecology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,0602 Ecology,06 Biological Sciences,07 Agricultural and Veterinary Sciences,
91,100,pub.1031336166,10.1130/g35057.1,,,What controls the growth of the Himalayan foreland fold-and-thrust belt?,Geology,,,2014-03,2014,42,3,247-250,Closed,Article,"Hirschmiller, John; Grujic, Djordje; Bookhagen, Bodo; Coutand, Isabelle; Huyghe, Pascale; Mugnier, Jean-Louis; Ojha, Tank",,"Hirschmiller, John (Dalhousie University); Grujic, Djordje (Dalhousie University); Bookhagen, Bodo (University of California, Santa Barbara); Coutand, Isabelle (Dalhousie University); Huyghe, Pascale (); Mugnier, Jean-Louis (); Ojha, Tank (University of Arizona)",31,10,,5.23,,https://app.dimensions.ai/details/publication/pub.1031336166,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
92,100,pub.1041733470,10.1002/2013jb010891,,,Geometry and kinematics of the Main Himalayan Thrust and Neogene crustal exhumation in the Bhutanese Himalaya derived from inversion of multithermochronologic data,Journal of Geophysical Research Solid Earth,,,2014-02,2014,119,2,1446-1481,All OA; Gold,Article,"Coutand, Isabelle; Whipp, David M.; Grujic, Djordje; Bernet, Matthias; Fellin, Maria Giuditta; Bookhagen, Bodo; Landry, Kyle R.; Ghalley, S. K.; Duncan, Chris",,"Coutand, Isabelle (Dalhousie University); Whipp, David M. (University of Helsinki); Grujic, Djordje (Dalhousie University); Bernet, Matthias (Joseph Fourier University); Fellin, Maria Giuditta (Swiss Federal Institute of Technology in Zurich); Bookhagen, Bodo (University of California, Santa Barbara); Landry, Kyle R. (Dalhousie University); Ghalley, S. K. (); Duncan, Chris (University of Massachusetts Amherst)",49,19,,8.26,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2013JB010891,https://app.dimensions.ai/details/publication/pub.1041733470,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
93,100,pub.1038328409,10.1002/2013jf002955,,,"Tectonic control on 10Be‐derived erosion rates in the Garhwal Himalaya, India",Journal of Geophysical Research Earth Surface,,,2014-02,2014,119,2,83-105,All OA; Gold,Article,"Scherler, Dirk; Bookhagen, Bodo; Strecker, Manfred R.",,"Scherler, Dirk (University of Potsdam; California Institute of Technology); Bookhagen, Bodo (University of California, Santa Barbara); Strecker, Manfred R. (University of Potsdam)",93,37,,15.03,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2013JF002955,https://app.dimensions.ai/details/publication/pub.1038328409,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
94,100,pub.1029938967,10.1002/2013jf002826,,,Relationship of channel steepness to channel incision rate from a tilted and progressively exposed unconformity surface,Journal of Geophysical Research Earth Surface,,,2014-02,2014,119,2,366-384,All OA; Gold,Article,"Oskin, M. E.; Burbank, D. W.; Phillips, F. M.; Marrero, S. M.; Bookhagen, B.; Selander, J. A.",,"Oskin, M. E. (University of California, Davis); Burbank, D. W. (University of California, Santa Barbara); Phillips, F. M. (New Mexico Institute of Mining and Technology); Marrero, S. M. (New Mexico Institute of Mining and Technology); Bookhagen, B. (University of California, Santa Barbara); Selander, J. A. (University of California, Davis)",4,2,,0.62,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2013JF002826,https://app.dimensions.ai/details/publication/pub.1029938967,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
95,100,pub.1018030802,10.1016/j.epsl.2013.08.041,,,Late Pleistocene glacial advances in the western Tibet interior,Earth and Planetary Science Letters,,,2013-11,2013,381,Earth Planet. Sci. Lett. 313–314 2012,210-221,Closed,Article,"Amidon, William H.; Bookhagen, Bodo; Avouac, Jean-Philippe; Smith, Taylor; Rood, Dylan","Amidon, William H.","Amidon, William H. (Middlebury College); Bookhagen, Bodo (University of California, Santa Barbara); Avouac, Jean-Philippe (California Institute of Technology); Smith, Taylor (University of California, Santa Barbara); Rood, Dylan (Scottish Universities Environmental Research Centre)",13,6,,1.95,,https://app.dimensions.ai/details/publication/pub.1018030802,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
96,100,pub.1010843522,10.5194/isprsarchives-xl-7-w2-195-2013,,,Analyzing Spatiotemporal Patterns of Extreme Precipitation Events in Southeastern Anatolia,"ISPRS - International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",,,2013-10-29,2013,XL-7-W2,1,195-200,All OA; Gold,Article,"Ozcan, O.; Bookhagen, B.; Musaoglu, N.",,"Ozcan, O. (Istanbul Technical University); Bookhagen, B. (University of California, Santa Barbara); Musaoglu, N. (Istanbul Technical University)",2,1,,0.31,https://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XL-7-W2/195/2013/isprsarchives-XL-7-W2-195-2013.pdf,https://app.dimensions.ai/details/publication/pub.1010843522,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0401 Atmospheric Sciences,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0401 Atmospheric Sciences
97,100,pub.1045922381,10.1002/tect.20066,,,Tectonic implications of fluvial incision and pediment deformation at the northern margin of the Central Anatolian Plateau based on multiple cosmogenic nuclides,Tectonics,,,2013-09,2013,32,5,1107-1120,All OA; Gold,Article,"Yildirim, Cengiz; Schildgen, Taylor F.; Echtler, Helmut; Melnick, Daniel; Bookhagen, Bodo; Çiner, Attila; Niedermann, Samuel; Merchel, Silke; Martschini, Martin; Steier, Peter; Strecker, Manfred R.",,"Yildirim, Cengiz (Istanbul Technical University; Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences; University of Potsdam); Schildgen, Taylor F. (University of Potsdam); Echtler, Helmut (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Melnick, Daniel (University of Potsdam); Bookhagen, Bodo (); Çiner, Attila (Hacettepe University); Niedermann, Samuel (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Merchel, Silke (Research Center Dresden-Rossendorf); Martschini, Martin (University of Vienna); Steier, Peter (University of Vienna); Strecker, Manfred R. (University of Potsdam)",18,8,,2.65,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/tect.20066,https://app.dimensions.ai/details/publication/pub.1045922381,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
