,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Hunter Stanton Lenihan. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
50,400,pub.1006059264,10.1007/s00227-009-1372-1,24391245,PMC3873055,Effect of sub-lethal damage to juvenile colonies of massive Porites spp. under contrasting regimes of temperature and water flow,Marine Biology,,,2010-04,2010,157,4,887-897,All OA; Gold,Article,"Edmunds, Peter J.; Lenihan, Hunter S.","Edmunds, Peter J.","Edmunds, Peter J. (California State University, Northridge); Lenihan, Hunter S. (University of California, Santa Barbara)",11,2,0.07,1.03,https://link.springer.com/content/pdf/10.1007%2Fs00227-009-1372-1.pdf,https://app.dimensions.ai/details/publication/pub.1006059264,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
51,400,pub.1055517116,10.1021/es902987d,20151631,,Stability and aggregation of metal oxide nanoparticles in natural aqueous matrices.,Environmental Science & Technology,,"Cerium; Fresh Water; Geologic Sediments; Metal Nanoparticles; Particle Size; Seawater; Titanium; Water Pollutants, Chemical; Zinc Oxide",2010-03-15,2010,44,6,1962-7,Closed,Article,"Keller, Arturo A; Wang, Hongtao; Zhou, Dongxu; Lenihan, Hunter S; Cherr, Gary; Cardinale, Bradley J; Miller, Robert; Ji, Zhaoxia",,"Keller, Arturo A (University of California, Santa Barbara); Wang, Hongtao (); Zhou, Dongxu (); Lenihan, Hunter S (); Cherr, Gary (); Cardinale, Bradley J (); Miller, Robert (); Ji, Zhaoxia ()",775,179,27.4,99.83,,https://app.dimensions.ai/details/publication/pub.1055517116,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
52,100,pub.1068060246,10.1577/c08-026.1,,,A Management Strategy for Sedentary Nearshore Species that Uses Marine Protected Areas as a Reference,Marine and Coastal Fisheries,,,2010-01,2010,2010,2010,14-27,All OA; Gold,Article,"Wilson, Jono R.; Prince, Jeremy D.; Lenihan, Hunter S.",,"Wilson, Jono R. (); Prince, Jeremy D. (); Lenihan, Hunter S. ()",30,4,,,https://doi.org/10.1577/c08-026.1,https://app.dimensions.ai/details/publication/pub.1068060246,09 Engineering,09 Engineering,,,,
53,200,pub.1071168174,10.3354/meps08164,,,Success of constructed oyster reefs in no-harvest sanctuaries: implications for restoration,Marine Ecology Progress Series,,,2009-09-04,2009,389,,159-170,All OA; Gold,Article,"Powers, SP; Peterson, CH; Grabowski, JH; Lenihan, HS",,"Powers, SP (); Peterson, CH (); Grabowski, JH (); Lenihan, HS ()",96,22,,10.7,https://www.int-res.com/articles/meps_oa/m389p159.pdf,https://app.dimensions.ai/details/publication/pub.1071168174,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
54,300,pub.1001534943,10.1021/es8034544,19764201,,The University of California Center for the Environmental Implications of Nanotechnology.,Environmental Science & Technology,,California; Ecotoxicology; Environmental Health; Environmental Monitoring; Environmental Pollutants; Nanostructures; Nanotechnology; Research; Risk Assessment; Universities,2009-09,2009,43,17,6453-7,All OA; Gold,Article,"Godwin, Hilary A; Chopra, Kabir; Bradley, Kenneth A; Cohen, Yoram; Harthorn, Barbara Herr; Hoek, Eric M V; Holden, Patricia; Keller, Arturo A; Lenihan, Hunter S; Nisbet, Roger M; Nel, Andre E",,"Godwin, Hilary A (University of California Los Angeles); Chopra, Kabir (); Bradley, Kenneth A (); Cohen, Yoram (); Harthorn, Barbara Herr (); Hoek, Eric M V (); Holden, Patricia (); Keller, Arturo A (); Lenihan, Hunter S (); Nisbet, Roger M (); Nel, Andre E ()",42,4,1.25,,https://pubs.acs.org/doi/pdf/10.1021/es8034544,https://app.dimensions.ai/details/publication/pub.1001534943,,,,,,
55,400,pub.1035397332,10.1007/s00442-009-1390-1,19551410,,Imprint of past environmental regimes on structure and succession of a deep-sea hydrothermal vent community,Oecologia,,Acclimatization; Analysis of Variance; Animals; Ecosystem; Environment; Invertebrates; Pacific Ocean; Species Specificity; Temperature,2009-08,2009,161,2,387-400,Closed,Article,"Mullineaux, Lauren S.; Micheli, Fiorenza; Peterson, Charles H.; Lenihan, Hunter S.; Markus, Nilauro","Mullineaux, Lauren S.","Mullineaux, Lauren S. (Woods Hole Oceanographic Institution); Micheli, Fiorenza (Stanford University); Peterson, Charles H. (University of North Carolina at Chapel Hill); Lenihan, Hunter S. (University of California, Santa Barbara); Markus, Nilauro ()",8,1,0.09,0.71,,https://app.dimensions.ai/details/publication/pub.1035397332,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
56,100,pub.1091745421,10.21236/ada514157,,,Assessing Withering Syndrome Resistance in California Black Abalone: Implications for Conservation and Restoration,,,,2009-01,2009,,,,"All OA; Green, Accepted & Submitted",Article,"Lenihan, Hunter S.",,"Lenihan, Hunter S. ()",0,0,,0,https://escholarship.org/content/qt7c39q78n/qt7c39q78n.pdf?t=lnrajk,https://app.dimensions.ai/details/publication/pub.1091745421,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
57,100,pub.1014676103,10.1016/j.dsr.2008.07.007,,,Biotic interactions at hydrothermal vents: Recruitment inhibition by the mussel Bathymodiolus thermophilus,Deep Sea Research Part I Oceanographic Research Papers,,,2008-12,2008,55,12,1707-1717,Closed,Article,"Lenihan, H.S.; Mills, S.W.; Mullineaux, L.S.; Peterson, C.H.; Fisher, C.R.; Micheli, F.","Lenihan, H.S.","Lenihan, H.S. (University of California, Santa Barbara); Mills, S.W. (Woods Hole Oceanographic Institution); Mullineaux, L.S. (Woods Hole Oceanographic Institution); Peterson, C.H. (University of North Carolina at Chapel Hill); Fisher, C.R. (Pennsylvania State University); Micheli, F. (Stanford University)",17,2,,1.52,,https://app.dimensions.ai/details/publication/pub.1014676103,04 Earth Sciences; 0403 Geology; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0405 Oceanography,0402 Geochemistry,
58,200,pub.1071167486,10.3354/meps07622,,,Reef structure regulates small-scale spatial variation in coral bleaching,Marine Ecology Progress Series,,,2008-10-28,2008,370,,127-141,All OA; Gold,Article,"Lenihan, HS; Adjeroud, M; Kotchen, MJ; Hench, JL; Nakamura, T",,"Lenihan, HS (); Adjeroud, M (); Kotchen, MJ (); Hench, JL (); Nakamura, T ()",35,9,,3.71,https://www.int-res.com/articles/meps2008/370/m370p127.pdf,https://app.dimensions.ai/details/publication/pub.1071167486,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
59,100,pub.1062457738,10.1126/science.1158007,,,"Response to Comment on ""A Global Map of Human Impact on Marine Ecosystems""",Science,,,2008-09-12,2008,321,5895,1446-1446,All OA; Gold,Article,"Selkoe, Kimberly A.; Kappel, Carrie V.; Halpern, Benjamin S.; Micheli, Fiorenza; D'Agrosa, Caterina; Bruno, John; Casey, Kenneth S.; Ebert, Colin; Fox, Helen E.; Fujita, Rod; Heinemann, Dennis; Lenihan, Hunter S.; Madin, Elizabeth M. P.; Perry, Matt; Selig, Elizabeth R.; Spalding, Mark; Steneck, Robert; Walbridge, Shaun; Watson, Reg",,"Selkoe, Kimberly A. (University of California, Santa Barbara; University of Hawaii at Manoa); Kappel, Carrie V. (University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara); Micheli, Fiorenza (Stanford University); D'Agrosa, Caterina (Wildlife Conservation Society); Bruno, John (University of North Carolina at Chapel Hill); Casey, Kenneth S. (National Oceanic and Atmospheric Administration); Ebert, Colin (University of California, Santa Barbara); Fox, Helen E. (); Fujita, Rod (Environmental Defense Fund); Heinemann, Dennis (Ocean Conservancy); Lenihan, Hunter S. (University of California, Santa Barbara); Madin, Elizabeth M. P. (University of California, Santa Barbara); Perry, Matt (University of North Carolina at Chapel Hill); Selig, Elizabeth R. (University of North Carolina at Chapel Hill); Spalding, Mark (); Steneck, Robert (University of Maine); Walbridge, Shaun (University of California, Santa Barbara); Watson, Reg (University of British Columbia)",7,1,,0.6,http://science.sciencemag.org/content/sci/321/5895/1446.3.full.pdf,https://app.dimensions.ai/details/publication/pub.1062457738,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
60,400,pub.1047222897,10.1126/science.1149345,18276889,,A Global Map of Human Impact on Marine Ecosystems,Science,,"Animals; Climate; Conservation of Natural Resources; Ecosystem; Fisheries; Human Activities; Humans; Mathematics; Models, Theoretical; Oceans and Seas",2008-02-15,2008,319,5865,948-952,Closed,Article,"Halpern, Benjamin S.; Walbridge, Shaun; Selkoe, Kimberly A.; Kappel, Carrie V.; Micheli, Fiorenza; D'Agrosa, Caterina; Bruno, John F.; Casey, Kenneth S.; Ebert, Colin; Fox, Helen E.; Fujita, Rod; Heinemann, Dennis; Lenihan, Hunter S.; Madin, Elizabeth M. P.; Perry, Matthew T.; Selig, Elizabeth R.; Spalding, Mark; Steneck, Robert; Watson, Reg",,"Halpern, Benjamin S. (University of California, Santa Barbara); Walbridge, Shaun (University of California, Santa Barbara); Selkoe, Kimberly A. (University of California, Santa Barbara; University of Hawaii at Manoa); Kappel, Carrie V. (University of California, Santa Barbara); Micheli, Fiorenza (Stanford University); D'Agrosa, Caterina (Wildlife Conservation Society); Bruno, John F. (University of North Carolina at Chapel Hill); Casey, Kenneth S. (National Oceanic and Atmospheric Administration); Ebert, Colin (University of California, Santa Barbara); Fox, Helen E. (World Wildlife Fund); Fujita, Rod (); Heinemann, Dennis (Ocean Conservancy); Lenihan, Hunter S. (University of California, Santa Barbara); Madin, Elizabeth M. P. (University of California, Santa Barbara); Perry, Matthew T. (University of California, Santa Barbara); Selig, Elizabeth R. (National Oceanic and Atmospheric Administration; University of North Carolina at Chapel Hill); Spalding, Mark (); Steneck, Robert (University of Maine); Watson, Reg (University of British Columbia)",2980,808,33.41,332.24,,https://app.dimensions.ai/details/publication/pub.1047222897,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
61,400,pub.1053350362,10.1016/j.crvi.2006.12.003,17303544,,High spatial variability in coral bleaching around Moorea (French Polynesia): patterns across locations and water depths,Comptes Rendus Biologies,,Animals; Anthozoa; Dinoflagellida; Geography; Marine Biology; Polynesia; Rheology; Seawater; Species Specificity; Symbiosis; Temperature,2007-02,2007,330,2,171-181,Closed,Article,"Penin, Lucie; Adjeroud, Mehdi; Schrimm, Muriel; Lenihan, Hunter Stanton","Penin, Lucie","Penin, Lucie (University of Perpignan; Centre de Recherches Insulaires et Observatoire de l'Environnement); Adjeroud, Mehdi (University of Perpignan; Centre de Recherches Insulaires et Observatoire de l'Environnement); Schrimm, Muriel (University of Perpignan; Centre de Recherches Insulaires et Observatoire de l'Environnement); Lenihan, Hunter Stanton (University of California, Santa Barbara)",29,5,0.35,2.42,,https://app.dimensions.ai/details/publication/pub.1053350362,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
62,100,pub.1005254493,10.1007/s00227-006-0289-1,,,Invertebrate community responses to recreational clam digging,Marine Biology,,,2006-09,2006,149,6,1489-1497,Closed,Article,"Griffiths, Jennifer; Dethier, Megan N.; Newsom, Amanda; Byers, James E.; Meyer, John J.; Oyarzun, Fernanda; Lenihan, Hunter","Griffiths, Jennifer","Griffiths, Jennifer (University of Washington); Dethier, Megan N. (University of Washington); Newsom, Amanda (University of Washington); Byers, James E. (University of New Hampshire); Meyer, John J. (University of New Hampshire); Oyarzun, Fernanda (University of Washington); Lenihan, Hunter (University of California, Santa Barbara)",19,4,,1.83,,https://app.dimensions.ai/details/publication/pub.1005254493,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
63,400,pub.1047102464,10.1126/science.1128035,16794081,,"Depletion, Degradation, and Recovery Potential of Estuaries and Coastal Seas",Science,,"Animals; Biodiversity; Conservation of Natural Resources; Ecosystem; Environment; Eutrophication; Geography; History, 18th Century; History, 19th Century; History, 20th Century; History, 21st Century; History, Ancient; History, Medieval; Human Activities; Humans; Invertebrates; Plants; Population Density; Population Dynamics; Seawater; Vertebrates; Water; Water Pollution",2006-06-23,2006,312,5781,1806-1809,"All OA; Green, Accepted & Submitted",Article,"Lotze, Heike K.; Lenihan, Hunter S.; Bourque, Bruce J.; Bradbury, Roger H.; Cooke, Richard G.; Kay, Matthew C.; Kidwell, Susan M.; Kirby, Michael X.; Peterson, Charles H.; Jackson, Jeremy B. C.",,"Lotze, Heike K. (Dalhousie University); Lenihan, Hunter S. (University of California, Santa Barbara); Bourque, Bruce J. (Bates College); Bradbury, Roger H. (Australian National University); Cooke, Richard G. (Smithsonian Tropical Research Institute); Kay, Matthew C. (University of California, Santa Barbara); Kidwell, Susan M. (); Kirby, Michael X. (University of Florida); Peterson, Charles H. (University of North Carolina at Chapel Hill); Jackson, Jeremy B. C. (Smithsonian Tropical Research Institute; Scripps Institution of Oceanography)",1539,360,14.29,148.45,https://repository.si.edu/bitstream/handle/10088/4128/Lotze_et_al_2006_Science.pdf,https://app.dimensions.ai/details/publication/pub.1047102464,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
64,100,pub.1049542184,10.2112/03-0136.1,,,Deposition and Long-Shore Transport of Dredge Spoils to Nourish Beaches: Impacts on Benthic Infauna of an Ebb-Tidal Delta,Journal of Coastal Research,,,2006-05,2006,223,,530-546,Closed,Article,"Bishop, Melanie J.; Peterson, Charles H.; Summerson, Henry C.; Lenihan, Hunter S.; Grabowski, Jonathan H.",,"Bishop, Melanie J. (University of North Carolina at Chapel Hill); Peterson, Charles H. (University of North Carolina at Chapel Hill); Summerson, Henry C. (University of North Carolina at Chapel Hill); Lenihan, Hunter S. (University of North Carolina at Chapel Hill); Grabowski, Jonathan H. (University of North Carolina at Chapel Hill)",19,1,,,,https://app.dimensions.ai/details/publication/pub.1049542184,09 Engineering; 04 Earth Sciences,09 Engineering,04 Earth Sciences,,,
65,100,pub.1035998113,10.1146/annurev.ecolsys.36.102003.152638,,,INTRODUCTION OF NON-NATIVE OYSTERS: Ecosystem Effects and Restoration Implications,Annual Review of Ecology Evolution and Systematics,,,2005-12,2005,36,1,643-689,Closed,Article,"Ruesink, Jennifer L.; Lenihan, Hunter S.; Trimble, Alan C.; Heiman, Kimberly W.; Micheli, Fiorenza; Byers, James E.; Kay, Matthew C.",,"Ruesink, Jennifer L. (University of Washington); Lenihan, Hunter S. (University of California, Santa Barbara); Trimble, Alan C. (University of Washington); Heiman, Kimberly W. (Stanford University); Micheli, Fiorenza (Stanford University); Byers, James E. (University of New Hampshire); Kay, Matthew C. (University of California, Santa Barbara)",259,41,,24.58,,https://app.dimensions.ai/details/publication/pub.1035998113,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
66,100,pub.1048062649,10.1016/j.dsr.2004.12.002,,,Selective predation by the zoarcid fish Thermarces cerberus at hydrothermal vents,Deep Sea Research Part I Oceanographic Research Papers,,,2005-05,2005,52,5,837-844,Closed,Article,"Sancho, G.; Fisher, C.R.; Mills, S.; Micheli, F.; Johnson, G.A.; Lenihan, H.S.; Peterson, C.H.; Mullineaux, L.S.","Sancho, G.","Sancho, G. (College of Charleston); Fisher, C.R. (Pennsylvania State University); Mills, S. (Woods Hole Oceanographic Institution); Micheli, F. (Stanford University); Johnson, G.A. (University of North Carolina at Chapel Hill); Lenihan, H.S. (); Peterson, C.H. (University of North Carolina at Chapel Hill); Mullineaux, L.S. (Woods Hole Oceanographic Institution)",21,3,,1.79,,https://app.dimensions.ai/details/publication/pub.1048062649,04 Earth Sciences; 0403 Geology; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0405 Oceanography,0402 Geochemistry,
67,400,pub.1052499032,10.1016/j.marpolbul.2004.01.007,15234873,,"Benthic changes during 10 years of organic enrichment by McMurdo Station, Antarctica",Marine Pollution Bulletin,,Animals; Antarctic Regions; Environmental Monitoring; Polychaeta; Population Dynamics; Sewage; Water Pollutants,2004-07,2004,49,1-2,43-60,Closed,Article,"Conlan, Kathleen E.; Kim, Stacy L.; Lenihan, Hunter S.; Oliver, John S.","Conlan, Kathleen E.","Conlan, Kathleen E. (Canadian Museum of Nature); Kim, Stacy L. (California State University Los Angeles); Lenihan, Hunter S. (California State University Los Angeles); Oliver, John S. (California State University Los Angeles)",56,4,0.76,4,,https://app.dimensions.ai/details/publication/pub.1052499032,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
68,200,pub.1071177083,10.3354/meps261063,,,Variation in marine benthic community composition allows discrimination of multiple stressors,Marine Ecology Progress Series,,,2003,2003,261,,63-73,All OA; Gold,Article,"Lenihan, HS; Peterson, CH; Kim, SL; Conlan, KE; Fairey, R; McDonald, C; Grabowski, JH; Oliver, JS",,"Lenihan, HS (); Peterson, CH (); Kim, SL (); Conlan, KE (); Fairey, R (); McDonald, C (); Grabowski, JH (); Oliver, JS ()",49,4,,4.35,https://www.int-res.com/articles/meps2003/261/m261p063.pdf,https://app.dimensions.ai/details/publication/pub.1071177083,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
69,100,pub.1019066858,10.1890/0012-9615(2002)072[0365:pscads]2.0.co;2,,,PREDATION STRUCTURES COMMUNITIES AT DEEP‐SEA HYDROTHERMAL VENTS,Ecological Monographs,,,2002-08,2002,72,3,365-382,Closed,Article,"Micheli, Fiorenza; Peterson, Charles H.; Mullineaux, Lauren S.; Fisher, Charles R.; Mills, Susan W.; Sancho, Gorka; Johnson, Galen A.; Lenihan, Hunter S.",,"Micheli, Fiorenza (Stanford University); Peterson, Charles H. (University of North Carolina at Chapel Hill); Mullineaux, Lauren S. (Woods Hole Oceanographic Institution); Fisher, Charles R. (Pennsylvania State University); Mills, Susan W. (Woods Hole Oceanographic Institution); Sancho, Gorka (Woods Hole Oceanographic Institution); Johnson, Galen A. (University of North Carolina at Chapel Hill); Lenihan, Hunter S. (University of California, Santa Barbara)",90,8,,8,,https://app.dimensions.ai/details/publication/pub.1019066858,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
70,400,pub.1006839889,10.1126/science.1059199,11474098,,Historical Overfishing and the Recent Collapse of Coastal Ecosystems,Science,,Animals; Archaeology; Bacteria; Cnidaria; Conservation of Natural Resources; Ecosystem; Eutrophication; Fishes; Geologic Sediments; Humans; Marine Biology; Seaweed; Shellfish; Time Factors,2001-07-27,2001,293,5530,629-637,"All OA; Green, Accepted & Submitted",Article,"Jackson, Jeremy B. C.; Kirby, Michael X.; Berger, Wolfgang H.; Bjorndal, Karen A.; Botsford, Louis W.; Bourque, Bruce J.; Bradbury, Roger H.; Cooke, Richard; Erlandson, Jon; Estes, James A.; Hughes, Terence P.; Kidwell, Susan; Lange, Carina B.; Lenihan, Hunter S.; Pandolfi, John M.; Peterson, Charles H.; Steneck, Robert S.; Tegner, Mia J.; Warner, Robert R.",,"Jackson, Jeremy B. C. (University of California, San Diego; Smithsonian Tropical Research Institute); Kirby, Michael X. (University of California, Santa Barbara); Berger, Wolfgang H. (University of California, San Diego); Bjorndal, Karen A. (University of Florida); Botsford, Louis W. (University of California, Davis); Bourque, Bruce J. (Bates College); Bradbury, Roger H. (Australian National University); Cooke, Richard (Smithsonian Tropical Research Institute); Erlandson, Jon (University of Oregon); Estes, James A. (University of California, Santa Cruz); Hughes, Terence P. (James Cook University); Kidwell, Susan (); Lange, Carina B. (University of California, San Diego); Lenihan, Hunter S. (University of North Carolina at Chapel Hill); Pandolfi, John M. (National Museum of Natural History); Peterson, Charles H. (University of North Carolina at Chapel Hill); Steneck, Robert S. (University of Maine); Tegner, Mia J. (University of California, San Diego); Warner, Robert R. (University of California, Santa Barbara)",3418,482,23.76,350.69,https://repository.si.edu/bitstream/handle/10088/1463/jacksonsciencepaper.pdf,https://app.dimensions.ai/details/publication/pub.1006839889,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
71,100,pub.1012347576,10.1890/1051-0761(2001)011[0764:cohdor]2.0.co;2,,,CASCADING OF HABITAT DEGRADATION: OYSTER REEFS INVADED BY REFUGEE FISHES ESCAPING STRESS,Ecological Applications,,,2001-06,2001,11,3,764-782,All OA; Gold,Article,"Lenihan, Hunter S.; Peterson, Charles H.; Byers, James E.; Grabowski, Jonathan H.; Thayer, Gordon W.; Colby, David R.",,"Lenihan, Hunter S. (); Peterson, Charles H. (); Byers, James E. (); Grabowski, Jonathan H. (); Thayer, Gordon W. (); Colby, David R. ()",135,12,,13.85,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/1051-0761%282001%29011%5B0764%3ACOHDOR%5D2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1012347576,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
72,200,pub.1070048900,10.2307/2657157,,,Physical-Biological Coupling on Oyster Reefs: How Habitat Structure Influences Individual Performance,Ecological Monographs,,,1999-08,1999,69,3,251,Closed,Article,"Lenihan, Hunter S.",,"Lenihan, Hunter S. ()",11,1,,,,https://app.dimensions.ai/details/publication/pub.1070048900,0602 Ecology; 0406 Physical Geography and Environmental Geoscience; 0501 Ecological Applications; 04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0406 Physical Geography and Environmental Geoscience,0501 Ecological Applications,04 Earth Sciences,05 Environmental Sciences
73,100,pub.1050325482,10.1890/0012-9615(1999)069[0251:pbcoor]2.0.co;2,,,PHYSICAL–BIOLOGICAL COUPLING ON OYSTER REEFS: HOW HABITAT STRUCTURE INFLUENCES INDIVIDUAL PERFORMANCE,Ecological Monographs,,,1999-08,1999,69,3,251-275,Closed,Article,"Lenihan, Hunter S.",,"Lenihan, Hunter S. (University of North Carolina at Chapel Hill)",184,25,,,,https://app.dimensions.ai/details/publication/pub.1050325482,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
74,100,pub.1018184212,10.4319/lo.1999.44.3_part_2.0910,,,The influence of multiple environmental stressors on susceptibility to parasites: An experimental determination with oysters,Limnology and Oceanography,,,1999-05,1999,44,3part2,910-924,"All OA; Green, Accepted & Submitted",Article,"Lenihan, Hunter S.; Micheli, Fiorenza; Shelton, Stephen W.; Peterson, Charles H.",,"Lenihan, Hunter S. (University of North Carolina at Chapel Hill); Micheli, Fiorenza (University of North Carolina at Chapel Hill); Shelton, Stephen W. (); Peterson, Charles H. ()",88,8,,,http://www.aslo.org/lo/toc/vol_44/issue_3_part_2/0910.pdf,https://app.dimensions.ai/details/publication/pub.1018184212,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
75,100,pub.1007279613,10.1890/1051-0761(1998)008[0128:hhdtfd]2.0.co;2,,,HOW HABITAT DEGRADATION THROUGH FISHERY DISTURBANCE ENHANCES IMPACTS OF HYPOXIA ON OYSTER REEFS,Ecological Applications,,,1998-02,1998,8,1,128-140,Closed,Article,"Lenihan, Hunter S.; Peterson, Charles H.",,"Lenihan, Hunter S. (University of North Carolina at Chapel Hill); Peterson, Charles H. (University of North Carolina at Chapel Hill)",229,27,,,,https://app.dimensions.ai/details/publication/pub.1007279613,0602 Ecology; 0502 Environmental Science and Management; 0704 Fisheries Sciences; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0602 Ecology,0502 Environmental Science and Management,0704 Fisheries Sciences,0501 Ecological Applications,05 Environmental Sciences
76,200,pub.1071174536,10.3354/meps166001,,,Ice scour disturbance to benthic communities in the Canadian High Arctic,Marine Ecology Progress Series,,,1998,1998,166,,1-16,All OA; Gold,Article,"Conlan, KE; Lenihan, HS; Kvitek, RG; Oliver, JS",,"Conlan, KE (); Lenihan, HS (); Kvitek, RG (); Oliver, JS ()",77,12,,,https://www.int-res.com/articles/meps/166/m166p001.pdf,https://app.dimensions.ai/details/publication/pub.1071174536,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
77,100,pub.1052047792,10.4319/lo.1996.41.6.1359,,,Does flow speed also have a direct effect on growth of active suspension‐feeders: An experimental test on oysters,Limnology and Oceanography,,,1996-09,1996,41,6,1359-1366,All OA; Gold,Article,"Lenihan, Hunter S.; Peterson, Charles H.; Allen, Jennifer M.",,"Lenihan, Hunter S. (); Peterson, Charles H. (); Allen, Jennifer M. ()",65,7,,,http://onlinelibrary.wiley.com/doi/10.4319/lo.1996.41.6.1359/pdf,https://app.dimensions.ai/details/publication/pub.1052047792,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
78,100,pub.1009607509,10.1016/0022-0981(95)00070-8,,,Patterns of survival and behavior in Antarctic benthic invertebrates exposed to contaminated sediments: field and laboratory bioassay experiments,Journal of Experimental Marine Biology and Ecology,,,1995-11,1995,192,2,233-255,Closed,Article,"Lenihan, Hunter S.; Kiest, Kim A.; Conlan, Kathleen E.; Slattery, Peter N.; Konar, Brenda H.; Oliver, John S.","Lenihan, Hunter S.","Lenihan, Hunter S. (California State University Los Angeles); Kiest, Kim A. (California State University Los Angeles); Conlan, Kathleen E. (Canadian Museum of Nature); Slattery, Peter N. (California State University Los Angeles); Konar, Brenda H. (California State University Los Angeles); Oliver, John S. (California State University Los Angeles)",38,2,,,,https://app.dimensions.ai/details/publication/pub.1009607509,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
79,100,pub.1038690751,10.1016/0025-326x(92)90689-4,,,"Benthic marine pollution around McMurdo Station, Antarctica: A summary of findings",Marine Pollution Bulletin,,,1992-01,1992,25,9-12,318-323,Closed,Article,"Lenihan, Hunter S.",,"Lenihan, Hunter S. (California State University Los Angeles)",47,3,,,,https://app.dimensions.ai/details/publication/pub.1038690751,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
