,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Francis A Macdonald. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
73,400,pub.1019619003,10.1073/pnas.1317266110,24344274,PMC3890860,Re-Os geochronology and coupled Os-Sr isotope constraints on the Sturtian snowball Earth,Proceedings of the National Academy of Sciences,,,2014-01-07,2014,111,1,51-56,All OA; Gold,Article,"Rooney, Alan D.; Macdonald, Francis A.; Strauss, Justin V.; Dudás, Francis Ö.; Hallmann, Christian; Selby, David",,"Rooney, Alan D. (Harvard University); Macdonald, Francis A. (Harvard University); Strauss, Justin V. (Harvard University); Dudás, Francis Ö. (Massachusetts Institute of Technology); Hallmann, Christian (Massachusetts Institute of Technology; Max Planck Institute for Biogeochemistry; University of Bremen); Selby, David (Durham University)",111,34,0.67,18.72,http://www.pnas.org/content/111/1/51.full.pdf,https://app.dimensions.ai/details/publication/pub.1019619003,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
74,100,pub.1047852029,10.1016/j.chemgeo.2013.08.002,,,"Neoproterozoic iron formation: An evaluation of its temporal, environmental and tectonic significance",Chemical Geology,,,2013-12,2013,362,Anal. Chim. Acta 442 1 2001,232-249,"All OA; Green, Accepted & Submitted",Article,"Cox, Grant M.; Halverson, Galen P.; Minarik, William G.; Le Heron, Daniel P.; Macdonald, Francis A.; Bellefroid, Eric J.; Strauss, Justin V.","Cox, Grant M.","Cox, Grant M. (McGill University); Halverson, Galen P. (McGill University); Minarik, William G. (McGill University); Le Heron, Daniel P. (Royal Holloway University of London); Macdonald, Francis A. (Harvard University); Bellefroid, Eric J. (McGill University); Strauss, Justin V. (Harvard University)",60,27,,9.14,https://dash.harvard.edu/bitstream/1/33717509/2/cox_2013_chemgeo_bifs.pdf,https://app.dimensions.ai/details/publication/pub.1047852029,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
75,100,pub.1016584669,10.1016/j.chemgeo.2013.05.032,,,"The stratigraphic relationship between the Shuram carbon isotope excursion, the oxygenation of Neoproterozoic oceans, and the first appearance of the Ediacara biota and bilaterian trace fossils in northwestern Canada",Chemical Geology,,,2013-12,2013,362,Geological Survey of Canada Bulletin 368 1989,250-272,"All OA; Green, Published",Article,"Macdonald, Francis A.; Strauss, Justin V.; Sperling, Erik A.; Halverson, Galen P.; Narbonne, Guy M.; Johnston, David T.; Kunzmann, Marcus; Schrag, Daniel P.; Higgins, John A.","Macdonald, Francis A.","Macdonald, Francis A. (Harvard University); Strauss, Justin V. (Harvard University); Sperling, Erik A. (Harvard University); Halverson, Galen P. (McGill University); Narbonne, Guy M. (Queen's University); Johnston, David T. (Harvard University); Kunzmann, Marcus (McGill University); Schrag, Daniel P. (Harvard University); Higgins, John A. (Princeton University)",74,27,,11.28,http://projects.iq.harvard.edu/files/fmacdonald/files/macdonald_2013_chemgeo_ediacaran_nwcanada.pdf,https://app.dimensions.ai/details/publication/pub.1016584669,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
76,100,pub.1004192878,10.1016/j.chemgeo.2013.08.046,,,Searching for an oxygenation event in the fossiliferous Ediacaran of northwestern Canada,Chemical Geology,,,2013-12,2013,362,Geology 19 5 1991,273-286,"All OA; Green, Published",Article,"Johnston, D.T.; Poulton, S.W.; Tosca, N.J.; O'Brien, T.; Halverson, G.P.; Schrag, D.P.; Macdonald, F.A.","Johnston, D.T.","Johnston, D.T. (Harvard University); Poulton, S.W. (University of Leeds); Tosca, N.J. (University of St Andrews); O'Brien, T. (Harvard University); Halverson, G.P. (McGill University); Schrag, D.P. (Harvard University); Macdonald, F.A. (Harvard University)",46,15,,6.62,http://projects.iq.harvard.edu/files/fmacdonald/files/2013_searching_for_an_oxygenation_event.pdf,https://app.dimensions.ai/details/publication/pub.1004192878,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
77,100,pub.1115927575,10.1017/s1089332600002680,,,Microbial Sedimentology of Stromatolites in Neoproterozoic Cap Carbonates,The Paleontological Society Papers,,,2013-10,2013,19,,51-76,Closed,Article,"Bosak, Tanja; Mariotti, Giulio; MacDonald, Francis A.; Perron, J. Taylor; Pruss, Sara B.",,"Bosak, Tanja (Massachusetts Institute of Technology); Mariotti, Giulio (Massachusetts Institute of Technology); MacDonald, Francis A. (Harvard University); Perron, J. Taylor (Massachusetts Institute of Technology); Pruss, Sara B. (Smith College)",11,1,,1.68,,https://app.dimensions.ai/details/publication/pub.1115927575,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
78,100,pub.1031761236,10.1130/l284.1,,,Laurentian origin for the North Slope of Alaska: Implications for the tectonic evolution of the Arctic,Литосфера,,,2013-10,2013,5,5,477-482,All OA; Gold,Article,"Strauss, Justin V.; Macdonald, Francis A.; Taylor, John F.; Repetski, John E.; McClelland, William C.",,"Strauss, Justin V. (Harvard University); Macdonald, Francis A. (Harvard University); Taylor, John F. (Indiana University of Pennsylvania); Repetski, John E. (United States Geological Survey); McClelland, William C. (University of Iowa)",23,11,,3.5,https://pubs.geoscienceworld.org/gsa/lithosphere/article-pdf/5/5/477/3044789/477.pdf,https://app.dimensions.ai/details/publication/pub.1031761236,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
79,100,pub.1034051312,10.1130/b30789.1,,,"The Laurentian record of Neoproterozoic glaciation, tectonism, and eukaryotic evolution in Death Valley, California",Geological Society of America Bulletin,,,2013-07-01,2013,125,7-8,1203-1223,"All OA; Green, Accepted & Submitted",Article,"Macdonald, Francis A.; Prave, Anthony R.; Petterson, Ryan; Smith, Emily F.; Pruss, Sara B.; Oates, Kaylyn; Waechter, Felix; Trotzuk, Dylan; Fallick, Anthony E.",,"Macdonald, Francis A. (Harvard University); Prave, Anthony R. (University of St Andrews); Petterson, Ryan (University of Queensland); Smith, Emily F. (Harvard University); Pruss, Sara B. (Smith College); Oates, Kaylyn (Smith College); Waechter, Felix (Harvard University); Trotzuk, Dylan (Harvard University); Fallick, Anthony E. (Scottish Universities Environmental Research Centre)",38,15,,5.79,http://eprints.gla.ac.uk/79857/1/79857.pdf,https://app.dimensions.ai/details/publication/pub.1034051312,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
80,100,pub.1001981438,10.1016/j.epsl.2013.04.003,,,A basin redox transect at the dawn of animal life,Earth and Planetary Science Letters,,,2013-06,2013,371,Am. J. Sci. 304 2004,143-155,"All OA; Green, Accepted & Submitted",Article,"Sperling, Erik A.; Halverson, Galen P.; Knoll, Andrew H.; Macdonald, Francis A.; Johnston, David T.","Macdonald, Francis A.","Sperling, Erik A. (Harvard University); Halverson, Galen P. (McGill University); Knoll, Andrew H. (Harvard University); Macdonald, Francis A. (Harvard University); Johnston, David T. (Harvard University)",77,25,,11.73,https://dash.harvard.edu/bitstream/1/12334297/1/95321741.pdf,https://app.dimensions.ai/details/publication/pub.1001981438,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
81,100,pub.1013465937,10.1130/b30746.1,,,"Depositional history, tectonics, and detrital zircon geochronology of Ordovician and Devonian strata in southwestern Mongolia",Geological Society of America Bulletin,,,2013-05-01,2013,125,5-6,877-893,Closed,Article,"Gibson, T.M.; Myrow, P.M.; Macdonald, F.A.; Minjin, C.; Gehrels, G.E.",,"Gibson, T.M. (Colorado College); Myrow, P.M. (Colorado College); Macdonald, F.A. (Harvard University); Minjin, C. (Mongolian University of Science and Technology); Gehrels, G.E. (University of Arizona)",14,5,,2.13,,https://app.dimensions.ai/details/publication/pub.1013465937,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
82,400,pub.1019293220,10.1038/nature11894,23467167,,Dynamics of a Snowball Earth ocean,Nature,,"Atmosphere; Earth (Planet); History, Ancient; Ice Cover; Models, Theoretical; Oceans and Seas; Photosynthesis; Salinity; Seawater; Snow; Temperature; Water Movements",2013-03,2013,495,7439,90-93,"All OA; Green, Accepted & Submitted",Article,"Ashkenazy, Yosef; Gildor, Hezi; Losch, Martin; Macdonald, Francis A.; Schrag, Daniel P.; Tziperman, Eli","Ashkenazy, Yosef","Ashkenazy, Yosef (Ben-Gurion University of the Negev); Gildor, Hezi (Hebrew University of Jerusalem); Losch, Martin (Alfred Wegener Institute for Polar and Marine Research); Macdonald, Francis A. (Harvard University); Schrag, Daniel P. (Harvard University); Tziperman, Eli (Harvard University)",31,8,0.49,4.21,https://dash.harvard.edu/bitstream/1/13454620/1/final-with-figs.pdf,https://app.dimensions.ai/details/publication/pub.1019293220,04 Earth Sciences; 0403 Geology; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0405 Oceanography,0402 Geochemistry,
83,100,pub.1023338550,10.2110/palo.2012.p12-084r,,,PRESERVATIONAL AND MORPHOLOGICAL VARIABILITY OF ASSEMBLAGES OF AGGLUTINATED EUKARYOTES IN CRYOGENIAN CAP CARBONATES OF NORTHERN NAMIBIA,Palaios,,,2013-02-19,2013,28,2,67-79,"All OA; Green, Published",Article,"DALTON, LILLY A.; BOSAK, TANJA; MACDONALD, FRANCIS A.; LAHR, DANIEL J. G.; PRUSS, SARA B.",,"DALTON, LILLY A. (Smith College); BOSAK, TANJA (Massachusetts Institute of Technology); MACDONALD, FRANCIS A. (Harvard University); LAHR, DANIEL J. G. (); PRUSS, SARA B. (Smith College)",25,5,,3.81,http://www.producao.usp.br/bitstream/BDPI/44940/1/PRESERVATIONAL%20AND%20MORPHOLOGICAL%20VARIABILITY%20OF%20ASSEMBLAGES%20OF%20AGGLUTINATED.pdf,https://app.dimensions.ai/details/publication/pub.1023338550,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
84,400,pub.1048861545,10.1126/science.1229578,23372007,,Authigenic Carbonate and the History of the Global Carbon Cycle,Science,,Anaerobiosis; Atmosphere; Carbon Cycle; Carbon Isotopes; Carbonates; Geologic Sediments; Methane; Oxidation-Reduction; Oxygen,2013-02-01,2013,339,6119,540-543,"All OA; Green, Accepted & Submitted",Article,"Schrag, Daniel P.; Higgins, John. A.; Macdonald, Francis A.; Johnston, David T.",,"Schrag, Daniel P. (Harvard University); Higgins, John. A. (Princeton University); Macdonald, Francis A. (Harvard University); Johnston, David T. (Harvard University)",192,66,1.26,27.62,http://science.sciencemag.org/content/sci/339/6119/540.full.pdf,https://app.dimensions.ai/details/publication/pub.1048861545,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
85,400,pub.1053293619,10.1038/nature10854,22388817,,Uncovering the Neoproterozoic carbon cycle,Nature,,"Animals; Canada; Carbon Cycle; Carbon Isotopes; Geologic Sediments; History, Ancient; Mongolia; Namibia; Oceans and Seas; Seawater",2012-03,2012,483,7389,320-323,"All OA; Green, Accepted & Submitted",Article,"Johnston, D. T.; Macdonald, F. A.; Gill, B. C.; Hoffman, P. F.; Schrag, D. P.","Johnston, D. T.","Johnston, D. T. (Harvard University); Macdonald, F. A. (Harvard University); Gill, B. C. (Harvard University); Hoffman, P. F. (Harvard University; University of Victoria); Schrag, D. P. (Harvard University)",86,25,0.6,11.6,https://dash.harvard.edu/bitstream/1/12748671/3/Johnston_FINAL.pdf,https://app.dimensions.ai/details/publication/pub.1053293619,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
86,100,pub.1062734349,10.1130/g32535.1,,,Possible early foraminiferans in post-Sturtian (716−635 Ma) cap carbonates,Geology,,,2012-01,2012,40,1,67-70,"All OA; Green, Published",Article,"Bosak, Tanja; Lahr, Daniel J.G.; Pruss, Sara B.; Macdonald, Francis A.; Gooday, Andrew J.; Dalton, Lilly; Matys, Emily D.",,"Bosak, Tanja (Massachusetts Institute of Technology); Lahr, Daniel J.G. (University of Sao Paulo); Pruss, Sara B. (Smith College); Macdonald, Francis A. (Harvard University); Gooday, Andrew J. (National Oceanography Centre); Dalton, Lilly (Smith College); Matys, Emily D. (Massachusetts Institute of Technology)",47,12,,7.84,http://projects.iq.harvard.edu/files/fmacdonald/files/2012_possible_early_foraminiferans.pdf,https://app.dimensions.ai/details/publication/pub.1062734349,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
87,100,pub.1062734339,10.1130/g32384.1,,,Putative Cryogenian ciliates from Mongolia,Geology,,,2011-12,2011,39,12,1123-1126,Closed,Article,"Bosak, T.; Macdonald, F.; Lahr, D.; Matys, E.",,"Bosak, T. (Massachusetts Institute of Technology); Macdonald, F. (Harvard University); Lahr, D. (University of Massachusetts Amherst); Matys, E. (Massachusetts Institute of Technology)",33,6,,4.15,,https://app.dimensions.ai/details/publication/pub.1062734339,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
88,100,pub.1016319616,10.1016/j.epsl.2011.05.030,,,Agglutinated tests in post-Sturtian cap carbonates of Namibia and Mongolia,Earth and Planetary Science Letters,,,2011-08,2011,308,1-2,29-40,Closed,Article,"Bosak, T.; Lahr, D.J.G.; Pruss, S.B.; Macdonald, F.A.; Dalton, L.; Matys, E.","Bosak, T.","Bosak, T. (Massachusetts Institute of Technology); Lahr, D.J.G. (University of Massachusetts Amherst); Pruss, S.B. (Smith College); Macdonald, F.A. (Harvard University); Dalton, L. (Smith College); Matys, E. (Massachusetts Institute of Technology)",54,13,,6.79,,https://app.dimensions.ai/details/publication/pub.1016319616,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
89,100,pub.1062734251,10.1130/g31833.1,,,Phosphate biomineralization in mid-Neoproterozoic protists,Geology,,,2011-06,2011,39,6,539-542,Closed,Article,"Cohen, Phoebe A.; Schopf, J. William; Butterfield, Nicholas J.; Kudryavtsev, Anatoliy B.; Macdonald, Francis A.",,"Cohen, Phoebe A. (Harvard University); Schopf, J. William (University of California Los Angeles); Butterfield, Nicholas J. (University of Cambridge); Kudryavtsev, Anatoliy B. (); Macdonald, Francis A. (Harvard University)",52,10,,6.54,,https://app.dimensions.ai/details/publication/pub.1062734251,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
90,100,pub.1030691828,10.1016/j.epsl.2011.03.041,,,Sedimentary talc in Neoproterozoic carbonate successions,Earth and Planetary Science Letters,,,2011-06,2011,306,1-2,11-22,"All OA; Green, Accepted & Submitted",Article,"Tosca, Nicholas J.; Macdonald, Francis A.; Strauss, Justin V.; Johnston, David T.; Knoll, Andrew H.","Tosca, Nicholas J.","Tosca, Nicholas J. (University of Cambridge); Macdonald, Francis A. (Harvard University); Strauss, Justin V. (Harvard University); Johnston, David T. (Harvard University); Knoll, Andrew H. (Harvard University)",44,14,,5.53,https://dash.harvard.edu/bitstream/1/13041345/1/50283689.pdf,https://app.dimensions.ai/details/publication/pub.1030691828,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
91,100,pub.1052815026,10.1144/m36.29,,,"Chapter 29 The Tsagaan Oloom Formation, southwestern Mongolia",Geological Society London Memoirs,,,2011,2011,36,1,331-337,Closed,Article,"Macdonald, Francis A.",,"Macdonald, Francis A. ()",6,0,,0.75,,https://app.dimensions.ai/details/publication/pub.1052815026,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
92,100,pub.1044453100,10.1144/m36.30,,,"Chapter 30 The Khubsugul Group, Northern Mongolia",Geological Society London Memoirs,,,2011,2011,36,1,339-345,Closed,Article,"Macdonald, Francis A.; Jones, David S.",,"Macdonald, Francis A. (); Jones, David S. ()",6,0,,0.75,,https://app.dimensions.ai/details/publication/pub.1044453100,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
93,100,pub.1036276320,10.1144/m36.5,,,"Chapter 5 Chemical sediments associated with Neoproterozoic glaciation: iron formation, cap carbonate, barite and phosphorite",Geological Society London Memoirs,,,2011,2011,36,1,67-80,Closed,Article,"Hoffman, Paul F.; Macdonald, Francis A.; Halverson, Galen P.",,"Hoffman, Paul F. (); Macdonald, Francis A. (); Halverson, Galen P. ()",26,4,,2.94,,https://app.dimensions.ai/details/publication/pub.1036276320,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
94,100,pub.1014442719,10.1144/m36.35,,,"Chapter 35 The Tatonduk inlier, Alaska–Yukon border",Geological Society London Memoirs,,,2011,2011,36,1,389-396,Closed,Article,"Macdonald, Francis A.; Cohen, Phoebe A.",,"Macdonald, Francis A. (); Cohen, Phoebe A. ()",7,0,,0.88,,https://app.dimensions.ai/details/publication/pub.1014442719,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
95,100,pub.1018091293,10.1016/j.epsl.2010.10.027,,,Sheet-crack cements and early regression in Marinoan (635Ma) cap dolostones: Regional benchmarks of vanishing ice-sheets?,Earth and Planetary Science Letters,,,2010-12,2010,300,3-4,374-384,"All OA; Green, Published",Article,"Hoffman, Paul F.; Macdonald, Francis A.","Hoffman, Paul F.","Hoffman, Paul F. (Harvard University); Macdonald, Francis A. (Harvard University)",32,9,,3.63,https://dash.harvard.edu/bitstream/handle/1/8141467/HoffmanMacdonald%28EPSL10%29SheetCrackCements.pdf?sequence=1,https://app.dimensions.ai/details/publication/pub.1018091293,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
96,200,pub.1070838867,10.2475/09.2010.05,,,Stratigraphy of the Port Nolloth Group of Namibia and South Africa and implications for the age of Neoproterozoic iron formations,American Journal of Science,,,2010-11-01,2010,310,9,862-888,"All OA; Green, Accepted & Submitted",Article,"Macdonald, F. A.; Strauss, J. V.; Rose, C. V.; Dudas, F. O.; Schrag, D. P.",,"Macdonald, F. A. (); Strauss, J. V. (); Rose, C. V. (); Dudas, F. O. (); Schrag, D. P. ()",35,8,,3.97,http://francismacdonald.fas.harvard.edu/files/fmacdonald/files/2010_stratigraphy_of_the_port_nolloth_group.pdf,https://app.dimensions.ai/details/publication/pub.1070838867,0403 Geology; 04 Earth Sciences; 0404 Geophysics; 0402 Geochemistry,0403 Geology,04 Earth Sciences,0404 Geophysics,0402 Geochemistry,
97,100,pub.1033790593,10.1016/j.precamres.2010.06.006,,,"Microbial facies in a Sturtian cap carbonate, the Rasthof Formation, Otavi Group, northern Namibia",Precambrian Research,,,2010-08,2010,181,1-4,187-198,"All OA; Green, Published",Article,"Pruss, Sara B.; Bosak, Tanja; Macdonald, Francis A.; McLane, Marie; Hoffman, Paul F.","Pruss, Sara B.","Pruss, Sara B. (Smith College); Bosak, Tanja (Massachusetts Institute of Technology); Macdonald, Francis A. (Harvard University); McLane, Marie (Smith College); Hoffman, Paul F. (Harvard University; University of Victoria)",23,3,,2.4,http://projects.iq.harvard.edu/files/fmacdonald/files/2010_microbial_facies.pdf,https://app.dimensions.ai/details/publication/pub.1033790593,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
98,400,pub.1036053553,10.1126/science.1183325,20203045,,Calibrating the Cryogenian,Science,,,2010-03-05,2010,327,5970,1241-1243,Closed,Article,"Macdonald, Francis A.; Schmitz, Mark D.; Crowley, James L.; Roots, Charles F.; Jones, David S.; Maloof, Adam C.; Strauss, Justin V.; Cohen, Phoebe A.; Johnston, David T.; Schrag, Daniel P.",,"Macdonald, Francis A. (Harvard University); Schmitz, Mark D. (Boise State University); Crowley, James L. (Boise State University); Roots, Charles F. (Geological Survey of Canada); Jones, David S. (Washington University in St. Louis); Maloof, Adam C. (Princeton University); Strauss, Justin V. (); Cohen, Phoebe A. (Harvard University); Johnston, David T. (Harvard University); Schrag, Daniel P. (Harvard University)",325,61,0.89,35.34,,https://app.dimensions.ai/details/publication/pub.1036053553,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
99,100,pub.1062733978,10.1130/g25637.1,,,Early Neoproterozoic scale microfossils in the Lower Tindir Group of Alaska and the Yukon Territory,Geology,,,2010-02,2010,38,2,143-146,"All OA; Green, Published",Article,"Macdonald, Francis A.; Cohen, Phoebe A.; Dudás, Francis Ő.; Schrag, Daniel P.",,"Macdonald, Francis A. (Harvard University); Cohen, Phoebe A. (Harvard University); Dudás, Francis Ő. (Massachusetts Institute of Technology); Schrag, Daniel P. (Harvard University)",28,4,,2.92,http://francismacdonald.fas.harvard.edu/files/fmacdonald/files/2010_early_neoproterozoic.pdf,https://app.dimensions.ai/details/publication/pub.1062733978,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
100,100,pub.1009462683,10.1130/b26401.1,,,Neoproterozoic glaciation on a carbonate platform margin in Arctic Alaska and the origin of the North Slope subterraneNeoproterozoic carbonates in Arctic Alaska,Geological Society of America Bulletin,,,2009-03,2009,121,3-4,448-473,Closed,Article,"Macdonald, Francis A.; McClelland, William C.; Schrag, Daniel P.; Macdonald, Winston P.",,"Macdonald, Francis A. (Harvard University); McClelland, William C. (University of Idaho); Schrag, Daniel P. (Harvard University); Macdonald, Winston P. (Boston University)",44,11,,8.06,,https://app.dimensions.ai/details/publication/pub.1009462683,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
101,100,pub.1014606736,10.1130/g24797a.1,,,Stratigraphic and tectonic implications of a newly discovered glacial diamictite–cap carbonate couplet in southwestern Mongolia,Geology,,,2009-02-01,2009,37,2,123-126,Closed,Article,"Macdonald, Francis A.; Jones, David S.; Schrag, Daniel P.",,"Macdonald, Francis A. (Harvard University); Jones, David S. (Harvard University); Schrag, Daniel P. (Harvard University)",79,22,,14.46,,https://app.dimensions.ai/details/publication/pub.1014606736,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
102,200,pub.1037259742,10.1016/j.epsl.2004.07.012,,,"Erratum to “Yarrabubba—a large, deeply eroded impact structure in the Yilgarn Craton, Western Australia” [Earth Planet. Sci. Lett. 213 (2003) 235–247]",Earth and Planetary Science Letters,,,2004-10,2004,226,3-4,545,Closed,Article,"Macdonald, Francis A.; Bunting, John A.; Cina, Sara E.","Macdonald, Francis A.","Macdonald, Francis A. (California Institute of Technology); Bunting, John A. (); Cina, Sara E. (California Institute of Technology)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1037259742,02 Physical Sciences; 04 Earth Sciences,02 Physical Sciences,04 Earth Sciences,,,
103,100,pub.1010840677,10.1016/s0012-821x(03)00322-4,,,"Yarrabubba - a large, deeply eroded impact structure in the Yilgarn Craton, Western Australia",Earth and Planetary Science Letters,,,2003-08,2003,213,3-4,235-247,Closed,Article,"Macdonald, Francis A.; Bunting, John A.; Cina, Sara E.","Macdonald, Francis A.","Macdonald, Francis A. (California Institute of Technology); Bunting, John A. (); Cina, Sara E. (California Institute of Technology)",21,4,,1.83,,https://app.dimensions.ai/details/publication/pub.1010840677,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
104,400,pub.1062571883,10.1126/science.290.5492.791,11052940,,A Low Temperature Transfer of ALH84001 from Mars to Earth,Science,,Crystallization; Exobiology; Magnetics; Mars; Meteoroids; Temperature,2000-10-27,2000,290,5492,791-795,Closed,Article,"Weiss, Benjamin P.; Kirschvink, Joseph L.; Baudenbacher, Franz J.; Vali, Hojatollah; Peters, Nick T.; Macdonald, Francis A.; Wikswo, John P.",,"Weiss, Benjamin P. (California Institute of Technology); Kirschvink, Joseph L. (California Institute of Technology); Baudenbacher, Franz J. (Vanderbilt University); Vali, Hojatollah (McGill University); Peters, Nick T. (Vanderbilt University); Macdonald, Francis A. (California Institute of Technology); Wikswo, John P. (Vanderbilt University)",160,16,0.98,12.98,,https://app.dimensions.ai/details/publication/pub.1062571883,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
