,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Carrie V Kappel. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
41,100,pub.1002883213,10.1890/080126,,,Non‐linearity in ecosystem services: temporal and spatial variability in coastal protection,Frontiers in Ecology and the Environment,,,2009-02,2009,7,1,29-37,"All OA; Green, Accepted & Submitted",Article,"Koch, Evamaria W; Barbier, Edward B; Silliman, Brian R; Reed, Denise J; Perillo, Gerardo ME; Hacker, Sally D; Granek, Elise F; Primavera, Jurgenne H; Muthiga, Nyawira; Polasky, Stephen; Halpern, Benjamin S; Kennedy, Christopher J; Kappel, Carrie V; Wolanski, Eric",,"Koch, Evamaria W (University of Maryland Center For Environmental Sciences); Barbier, Edward B (University of Wyoming); Silliman, Brian R (University of Florida); Reed, Denise J (University of New Orleans); Perillo, Gerardo ME (Universidad Nacional del Sur); Hacker, Sally D (Oregon State University); Granek, Elise F (Portland State University); Primavera, Jurgenne H (Southeast Asian Fisheries Development Center); Muthiga, Nyawira (); Polasky, Stephen (University of Minnesota); Halpern, Benjamin S (University of California, Santa Barbara); Kennedy, Christopher J (University of Wyoming); Kappel, Carrie V (University of California, Santa Barbara); Wolanski, Eric (James Cook University)",867,99,,94.42,https://pdxscholar.library.pdx.edu/cgi/viewcontent.cgi?article=1056&context=iss_pub,https://app.dimensions.ai/details/publication/pub.1002883213,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
42,400,pub.1022550221,10.1890/07-0454.1,18839764,,"TROPICAL COASTAL HABITATS AS SURROGATES OF FISH COMMUNITY STRUCTURE, GRAZING, AND FISHERIES VALUE",Ecological Applications,,Animals; Ecosystem; Fisheries; Fishes; Geography; Oceans and Seas; Tropical Climate,2008-10,2008,18,7,1689-1701,"All OA; Green, Accepted & Submitted",Article,"Harborne, Alastair R.; Mumby, Peter J.; Kappel, Carrie V.; Dahlgren, Craig P.; Micheli, Fiorenza; Holmes, Katherine E.; Brumbaugh, Daniel R.",,"Harborne, Alastair R. (University of Exeter); Mumby, Peter J. (University of Exeter); Kappel, Carrie V. (University of California, Santa Barbara; Stanford University); Dahlgren, Craig P. (Perry Institute for Marine Science); Micheli, Fiorenza (Stanford University); Holmes, Katherine E. (American Museum of Natural History); Brumbaugh, Daniel R. (American Museum of Natural History)",46,6,0.46,4.96,http://espace.library.uq.edu.au/view/UQ:222102/UQ222102_OA.pdf,https://app.dimensions.ai/details/publication/pub.1022550221,0602 Ecology; 0502 Environmental Science and Management; 0704 Fisheries Sciences; 05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0602 Ecology,0502 Environmental Science and Management,0704 Fisheries Sciences,05 Environmental Sciences,06 Biological Sciences
43,100,pub.1062457738,10.1126/science.1158007,,,"Response to Comment on ""A Global Map of Human Impact on Marine Ecosystems""",Science,,,2008-09-12,2008,321,5895,1446-1446,All OA; Gold,Article,"Selkoe, Kimberly A.; Kappel, Carrie V.; Halpern, Benjamin S.; Micheli, Fiorenza; D'Agrosa, Caterina; Bruno, John; Casey, Kenneth S.; Ebert, Colin; Fox, Helen E.; Fujita, Rod; Heinemann, Dennis; Lenihan, Hunter S.; Madin, Elizabeth M. P.; Perry, Matt; Selig, Elizabeth R.; Spalding, Mark; Steneck, Robert; Walbridge, Shaun; Watson, Reg",,"Selkoe, Kimberly A. (University of California, Santa Barbara; University of Hawaii at Manoa); Kappel, Carrie V. (University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara); Micheli, Fiorenza (Stanford University); D'Agrosa, Caterina (Wildlife Conservation Society); Bruno, John (University of North Carolina at Chapel Hill); Casey, Kenneth S. (National Oceanic and Atmospheric Administration); Ebert, Colin (University of California, Santa Barbara); Fox, Helen E. (); Fujita, Rod (Environmental Defense Fund); Heinemann, Dennis (Ocean Conservancy); Lenihan, Hunter S. (University of California, Santa Barbara); Madin, Elizabeth M. P. (University of California, Santa Barbara); Perry, Matt (University of North Carolina at Chapel Hill); Selig, Elizabeth R. (University of North Carolina at Chapel Hill); Spalding, Mark (); Steneck, Robert (University of Maine); Walbridge, Shaun (University of California, Santa Barbara); Watson, Reg (University of British Columbia)",7,1,,0.6,http://science.sciencemag.org/content/sci/321/5895/1446.3.full.pdf,https://app.dimensions.ai/details/publication/pub.1062457738,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
44,400,pub.1019003429,10.1111/j.1523-1739.2008.00933.x,18477024,,"Coral Reef Habitats as Surrogates of Species, Ecological Functions, and Ecosystem Services",Conservation Biology,,Animals; Anthozoa; Conservation of Natural Resources; Ecosystem; Environmental Monitoring; Fisheries; Fishes; Forestry; Human Activities; Plants; Population Dynamics,2008-08,2008,22,4,941-951,Closed,Article,"MUMBY, PETER J.; BROAD, KENNETH; BRUMBAUGH, DANIEL R.; CRAIG, P. DAHLGREN; HARBORNE, ALASTAIR R.; HASTINGS, ALAN; HOLMES, KATHERINE E.; KAPPEL, CARRIE V.; MICHELI, FIORENZA; SANCHIRICO, JAMES N.",,"MUMBY, PETER J. (University of Exeter); BROAD, KENNETH (University of Miami); BRUMBAUGH, DANIEL R. (American Museum of Natural History); CRAIG, P. DAHLGREN (Perry Institute for Marine Science); HARBORNE, ALASTAIR R. (University of Exeter); HASTINGS, ALAN (University of California, Davis); HOLMES, KATHERINE E. (American Museum of Natural History); KAPPEL, CARRIE V. (University of California, Santa Barbara); MICHELI, FIORENZA (Stanford University); SANCHIRICO, JAMES N. (Resources For The Future)",82,15,0.72,9.14,,https://app.dimensions.ai/details/publication/pub.1019003429,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
45,100,pub.1031403680,10.1111/j.1365-2664.2008.01490.x,,,Reserve effects and natural variation in coral reef communities,Journal of Applied Ecology,,,2008-08,2008,45,4,1010-1018,All OA; Gold,Article,"Harborne, Alastair R.; Mumby, Peter J.; Kappel, Carrie V.; Dahlgren, Craig P.; Micheli, Fiorenza; Holmes, Katherine E.; Sanchirico, James N.; Broad, Kenneth; Elliott, Ian A.; Brumbaugh, Daniel R.",,"Harborne, Alastair R. (University of Exeter); Mumby, Peter J. (University of Exeter); Kappel, Carrie V. (University of California, Santa Barbara; Stanford University); Dahlgren, Craig P. (Perry Institute for Marine Science); Micheli, Fiorenza (Stanford University); Holmes, Katherine E. (American Museum of Natural History); Sanchirico, James N. (University of California, Davis); Broad, Kenneth (University of Miami); Elliott, Ian A. (University of Exeter); Brumbaugh, Daniel R. (American Museum of Natural History)",43,4,,4.79,https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2664.2008.01490.x,https://app.dimensions.ai/details/publication/pub.1031403680,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
46,200,pub.1062598371,10.1126/science.320.5873.176b,18403692,,Vegetation's Role in Coastal Protection,Science,,Conservation of Natural Resources; Disasters; Ecosystem; Plants,2008-04-11,2008,320,5873,176-177,Closed,Article,"Feagin, R. A.; Barbier, E. B.; Koch, E. W.; Silliman, B. R.; Hacker, S. D.; Wolanski, E.; Primavera, J. H.; Granek, E. F.; Polasky, S.; Aswani, S.; Cramer, L. A.; Stoms, D. M.; Kennedy, C. J.; Bael, D.; Kappel, C. V.; Perillo, G. M. E.; Reed, D. J.",,"Feagin, R. A. (); Barbier, E. B. (); Koch, E. W. (); Silliman, B. R. (); Hacker, S. D. (); Wolanski, E. (); Primavera, J. H. (); Granek, E. F. (); Polasky, S. (); Aswani, S. (); Cramer, L. A. (); Stoms, D. M. (); Kennedy, C. J. (); Bael, D. (); Kappel, C. V. (); Perillo, G. M. E. (); Reed, D. J. ()",31,5,0.11,,,https://app.dimensions.ai/details/publication/pub.1062598371,,,,,,
47,100,pub.1042963979,10.1016/j.biocon.2008.01.014,,,Persistence of depleted abalones in marine reserves of central California,Biological Conservation,,,2008-04,2008,141,4,1078-1090,Closed,Article,"Micheli, Fiorenza; Shelton, Andrew O.; Bushinsky, Seth M.; Chiu, Alice L.; Haupt, Alison J.; Heiman, Kimberly W.; Kappel, Carrie V.; Lynch, Margaret C.; Martone, Rebecca G.; Dunbar, Robert B.; Watanabe, James","Micheli, Fiorenza","Micheli, Fiorenza (Stanford University); Shelton, Andrew O. (Stanford University; University of Chicago); Bushinsky, Seth M. (Stanford University; Monterey Bay Aquarium Research Institute); Chiu, Alice L. (Stanford University); Haupt, Alison J. (Stanford University); Heiman, Kimberly W. (Stanford University; Oregon State University); Kappel, Carrie V. (Stanford University; University of California, Santa Barbara); Lynch, Margaret C. (Stanford University); Martone, Rebecca G. (Stanford University); Dunbar, Robert B. (Stanford University); Watanabe, James (Stanford University)",22,3,,1.9,,https://app.dimensions.ai/details/publication/pub.1042963979,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
48,400,pub.1047222897,10.1126/science.1149345,18276889,,A Global Map of Human Impact on Marine Ecosystems,Science,,"Animals; Climate; Conservation of Natural Resources; Ecosystem; Fisheries; Human Activities; Humans; Mathematics; Models, Theoretical; Oceans and Seas",2008-02-15,2008,319,5865,948-952,Closed,Article,"Halpern, Benjamin S.; Walbridge, Shaun; Selkoe, Kimberly A.; Kappel, Carrie V.; Micheli, Fiorenza; D'Agrosa, Caterina; Bruno, John F.; Casey, Kenneth S.; Ebert, Colin; Fox, Helen E.; Fujita, Rod; Heinemann, Dennis; Lenihan, Hunter S.; Madin, Elizabeth M. P.; Perry, Matthew T.; Selig, Elizabeth R.; Spalding, Mark; Steneck, Robert; Watson, Reg",,"Halpern, Benjamin S. (University of California, Santa Barbara); Walbridge, Shaun (University of California, Santa Barbara); Selkoe, Kimberly A. (University of California, Santa Barbara; University of Hawaii at Manoa); Kappel, Carrie V. (University of California, Santa Barbara); Micheli, Fiorenza (Stanford University); D'Agrosa, Caterina (Wildlife Conservation Society); Bruno, John F. (University of North Carolina at Chapel Hill); Casey, Kenneth S. (National Oceanic and Atmospheric Administration); Ebert, Colin (University of California, Santa Barbara); Fox, Helen E. (World Wildlife Fund); Fujita, Rod (); Heinemann, Dennis (Ocean Conservancy); Lenihan, Hunter S. (University of California, Santa Barbara); Madin, Elizabeth M. P. (University of California, Santa Barbara); Perry, Matthew T. (University of California, Santa Barbara); Selig, Elizabeth R. (National Oceanic and Atmospheric Administration; University of North Carolina at Chapel Hill); Spalding, Mark (); Steneck, Robert (University of Maine); Watson, Reg (University of British Columbia)",2980,808,33.41,332.24,,https://app.dimensions.ai/details/publication/pub.1047222897,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
49,400,pub.1062457127,10.1126/science.1150349,18202288,,Coastal Ecosystem-Based Management with Nonlinear Ecological Functions and Values,Science,,Alismatales; Animals; Anthozoa; Aquaculture; Conservation of Natural Resources; Cost-Benefit Analysis; Ecology; Ecosystem; Fisheries; Lythraceae; Penaeidae; Rhizophoraceae; Thailand; Trees; Water Movements; Wetlands; Wood,2008-01-18,2008,319,5861,321-323,"All OA; Green, Published",Article,"Barbier, Edward B.; Koch, Evamaria W.; Silliman, Brian R.; Hacker, Sally D.; Wolanski, Eric; Primavera, Jurgenne; Granek, Elise F.; Polasky, Stephen; Aswani, Shankar; Cramer, Lori A.; Stoms, David M.; Kennedy, Chris J.; Bael, David; Kappel, Carrie V.; Perillo, Gerardo M. E.; Reed, Denise J.",,"Barbier, Edward B. (University of Wyoming); Koch, Evamaria W. (University of Maryland Center For Environmental Sciences); Silliman, Brian R. (University of Florida); Hacker, Sally D. (Oregon State University); Wolanski, Eric (Australian Institute of Marine Science); Primavera, Jurgenne (Southeast Asian Fisheries Development Center); Granek, Elise F. (Portland State University); Polasky, Stephen (University of Minnesota); Aswani, Shankar (University of California, Santa Barbara); Cramer, Lori A. (Oregon State University); Stoms, David M. (University of California, Santa Barbara); Kennedy, Chris J. (University of Wyoming); Bael, David (University of Minnesota); Kappel, Carrie V. (University of California, Santa Barbara); Perillo, Gerardo M. E. (); Reed, Denise J. (University of New Orleans)",494,114,3.25,53.22,http://www.edc.uri.edu/temp/ci/ciip/FallClass/Docs_2008/Barbier%20et%20al.%202008.pdf,https://app.dimensions.ai/details/publication/pub.1062457127,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
50,100,pub.1049168020,10.1007/978-1-4020-9026-4_17,,,Modeling Stakeholder Preferences with Probabilistic Inversion,NATO Science for Peace and Security Series C: Environmental Security,Real-Time and Deliberative Decision Making,,2008,2008,,,265-284,Closed,Chapter,"Neslo, R.; Micheli, F.; Kappel, C. V.; Selkoe, K. A.; Halpern, B. S.; Cooke, R. M.","Neslo, R.","Neslo, R. (Delft University of Technology); Micheli, F. (Stanford University); Kappel, C. V. (University of California, Santa Barbara); Selkoe, K. A. (University of Hawaii at Manoa); Halpern, B. S. (University of California, Santa Barbara); Cooke, R. M. (Delft University of Technology)",11,0,,1.49,,https://app.dimensions.ai/details/publication/pub.1049168020,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
51,400,pub.1035536561,10.1111/j.1523-1739.2007.00752.x,17883495,,Evaluating and Ranking the Vulnerability of Global Marine Ecosystems to Anthropogenic Threats,Conservation Biology,,Conservation of Natural Resources; Ecosystem; Environmental Monitoring; Human Activities; Oceans and Seas; Water Pollutants,2007-10,2007,21,5,1301-1315,Closed,Article,"HALPERN, BENJAMIN S.; SELKOE, KIMBERLY A.; MICHELI, FIORENZA; KAPPEL, CARRIE V.",,"HALPERN, BENJAMIN S. (University of California, Santa Barbara); SELKOE, KIMBERLY A. (University of California, Santa Barbara; University of Hawaii at Manoa); MICHELI, FIORENZA (Stanford University); KAPPEL, CARRIE V. (University of California, Santa Barbara; Stanford University)",375,104,4.36,36.53,,https://app.dimensions.ai/details/publication/pub.1035536561,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
52,400,pub.1052249769,10.1073/pnas.0702602104,17488824,PMC1895955,Trophic cascade facilitates coral recruitment in a marine reserve,Proceedings of the National Academy of Sciences,,"Animals; Anthozoa; Biodiversity; Conservation of Natural Resources; Eukaryota; Fishes; Food Chain; Larva; Models, Biological; Predatory Behavior",2007-05-15,2007,104,20,8362-8367,All OA; Gold,Article,"Mumby, Peter J.; Harborne, Alastair R.; Williams, Jodene; Kappel, Carrie V.; Brumbaugh, Daniel R.; Micheli, Fiorenza; Holmes, Katherine E.; Dahlgren, Craig P.; Paris, Claire B.; Blackwell, Paul G.",,"Mumby, Peter J. (University of Exeter); Harborne, Alastair R. (University of Exeter); Williams, Jodene (University of Exeter); Kappel, Carrie V. (University of California, Santa Barbara; Stanford University); Brumbaugh, Daniel R. (American Museum of Natural History); Micheli, Fiorenza (Stanford University); Holmes, Katherine E. (American Museum of Natural History); Dahlgren, Craig P. (Perry Institute for Marine Science); Paris, Claire B. (University of Miami); Blackwell, Paul G. (University of Sheffield)",240,29,2.38,26.04,http://www.pnas.org/content/104/20/8362.full.pdf,https://app.dimensions.ai/details/publication/pub.1052249769,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
53,400,pub.1062453271,10.1126/science.1121129,16400152,,"Fishing, Trophic Cascades, and the Process of Grazing on Coral Reefs",Science,,Animals; Anthozoa; Bahamas; Biomass; Body Size; Conservation of Natural Resources; Ecosystem; Fisheries; Fishes; Perciformes; Population Density; Population Dynamics; Predatory Behavior,2006-01-06,2006,311,5757,98-101,Closed,Article,"Mumby, Peter J.; Dahlgren, Craig P.; Harborne, Alastair R.; Kappel, Carrie V.; Micheli, Fiorenza; Brumbaugh, Daniel R.; Holmes, Katherine E.; Mendes, Judith M.; Broad, Kenneth; Sanchirico, James N.; Buch, Kevin; Box, Steve; Stoffle, Richard W.; Gill, Andrew B.",,"Mumby, Peter J. (University of Exeter); Dahlgren, Craig P. (Perry Institute for Marine Science); Harborne, Alastair R. (University of Exeter); Kappel, Carrie V. (Stanford University); Micheli, Fiorenza (Stanford University); Brumbaugh, Daniel R. (American Museum of Natural History); Holmes, Katherine E. (American Museum of Natural History); Mendes, Judith M. (University of the West Indies); Broad, Kenneth (University of Miami); Sanchirico, James N. (Resources For The Future); Buch, Kevin (Perry Institute for Marine Science); Box, Steve (University of Exeter); Stoffle, Richard W. (University of Arizona); Gill, Andrew B. (Cranfield University)",525,85,5.16,52.69,,https://app.dimensions.ai/details/publication/pub.1062453271,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
54,100,pub.1046033185,10.1890/1540-9295(2005)003[0275:lpotpt]2.0.co;2,,,"Losing pieces of the puzzle: threats to marine, estuarine, and diadromous species",Frontiers in Ecology and the Environment,,,2005-06,2005,3,5,275-282,Closed,Article,"Kappel, Carrie V.",,"Kappel, Carrie V. (Stanford University)",91,17,,8.06,,https://app.dimensions.ai/details/publication/pub.1046033185,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
55,200,pub.1062451118,10.1126/science.1104258,15774744,,Are U.S. Coral Reefs on the Slippery Slope to Slime?,Science,,Animals; Anthozoa; Biodiversity; Biomass; Conservation of Natural Resources; Ecosystem; Eutrophication; Fishes; Food Chain; Greenhouse Effect; International Cooperation; Public Policy; United States; Water Pollution,2005-03-18,2005,307,5716,1725-1726,Closed,Article,"Pandolfi, J. M.; Jackson, J. B. C.; Baron, N.; Bradbury, R. H.; Guzman, H. M.; Hughes, T. P.; Kappel, C. V.; Micheli, F.; Ogden, J. C.; Possingham, H. P.; Sala, E.",,"Pandolfi, J. M. (); Jackson, J. B. C. (Scripps Institution of Oceanography; Smithsonian Tropical Research Institute); Baron, N. (); Bradbury, R. H. (Australian National University); Guzman, H. M. (Smithsonian Tropical Research Institute); Hughes, T. P. (James Cook University); Kappel, C. V. (Stanford University); Micheli, F. (Stanford University); Ogden, J. C. (Florida Institute of Oceanography); Possingham, H. P. (University of Queensland); Sala, E. (Scripps Institution of Oceanography)",293,18,2.71,,,https://app.dimensions.ai/details/publication/pub.1062451118,,,,,,
