,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Christina L Tague. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
56,100,pub.1008120119,10.1002/hyp.9628,,,Coupling snowpack and groundwater dynamics to interpret historical streamflow trends in the western United States,Hydrological Processes,,,2013-02-28,2013,27,5,655-668,Closed,Article,"Safeeq, Mohammad; Grant, Gordon E.; Lewis, Sarah L.; Tague, Christina. L.",,"Safeeq, Mohammad (Oregon State University); Grant, Gordon E. (US Forest Service); Lewis, Sarah L. (Oregon State University); Tague, Christina. L. (University of California, Santa Barbara)",40,10,,5.89,,https://app.dimensions.ai/details/publication/pub.1008120119,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
57,100,pub.1016962722,10.5194/hess-17-341-2013,,,Parameterizing sub-surface drainage with geology to improve modeling streamflow responses to climate in data limited environments,Hydrology and Earth System Sciences,,,2013-01-29,2013,17,1,341-354,All OA; Gold,Article,"Tague, C. L.; Choate, J. S.; Grant, G.",,"Tague, C. L. (University of California, Santa Barbara); Choate, J. S. (University of California, Santa Barbara); Grant, G. (Pacific Northwest Research Station)",20,4,,2.94,https://www.hydrol-earth-syst-sci.net/17/341/2013/hess-17-341-2013.pdf,https://app.dimensions.ai/details/publication/pub.1016962722,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
58,100,pub.1025225549,10.1071/wf11143,,,Research and development supporting risk-based wildfire effects prediction for fuels and fire management: status and needs,International Journal of Wildland Fire,,,2013,2013,22,1,37-50,Closed,Article,"Hyde, Kevin; Dickinson, Matthew B.; Bohrer, Gil; Calkin, David; Evers, Louisa; Gilbertson-Day, Julie; Nicolet, Tessa; Ryan, Kevin; Tague, Christina",,"Hyde, Kevin (); Dickinson, Matthew B. (Northern Research Station); Bohrer, Gil (The Ohio State University); Calkin, David (Rocky Mountain Research Station); Evers, Louisa (Bureau of Land Management); Gilbertson-Day, Julie (Rocky Mountain Research Station); Nicolet, Tessa (US Forest Service); Ryan, Kevin (US Forest Service); Tague, Christina (University of California, Santa Barbara)",27,6,,5.05,,https://app.dimensions.ai/details/publication/pub.1025225549,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
59,100,pub.1018951183,10.1016/b978-0-12-409548-9.00651-5,,,Landscape Modeling☆,,Reference Module in Earth Systems and Environmental Sciences,,2013,2013,,Vegetatio691987,,Closed,Chapter,"Lookingbill, T.R.; Gardner, R.H.; Wainger, L.A.; Tague, C.L.; Suarez-Rubio, M.",,"Lookingbill, T.R. (University of Richmond); Gardner, R.H. (University of Maryland Center For Environmental Sciences); Wainger, L.A. (University of Maryland Center For Environmental Sciences); Tague, C.L. (University of California, Santa Barbara); Suarez-Rubio, M. (University of Natural Resources and Life Sciences)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1018951183,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
60,100,pub.1019502532,10.1007/s10021-012-9545-z,,,Assessing the Role of Parameter and Input Uncertainty in Ecohydrologic Modeling: Implications for a Semi-arid and Urbanizing Coastal California Catchment,Ecosystems,,,2012-08,2012,15,5,775-791,Closed,Article,"Shields, Catherine A.; Tague, Christina L.","Shields, Catherine A.","Shields, Catherine A. (University of California, Santa Barbara); Tague, Christina L. (University of California, Santa Barbara)",22,7,,3.27,,https://app.dimensions.ai/details/publication/pub.1019502532,0602 Ecology; 0502 Environmental Science and Management; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences
61,100,pub.1037283534,10.5194/hessd-9-8665-2012,,,Parameterizing sub-surface drainage with geology to improve modeling streamflow responses to climate in data limited environments,Hydrology and Earth System Sciences Discussions,,,2012-07-18,2012,9,7,8665-8700,All OA; Gold,Article,"Tague, C. L.; Choate, J. S.; Grant, G.",,"Tague, C. L. (University of California, Santa Barbara); Choate, J. S. (University of California, Santa Barbara); Grant, G. (Pacific Northwest Research Station)",2,1,,0.36,https://doi.org/10.5194/hessd-9-8665-2012,https://app.dimensions.ai/details/publication/pub.1037283534,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
62,100,pub.1008256467,10.1029/2011wr011301,,,Ecosystem processes at the watershed scale: Hydrologic vegetation gradient as an indicator for lateral hydrologic connectivity of headwater catchments,Water Resources Research,,,2012-06,2012,48,6,,All OA; Gold,Article,"Hwang, Taehee; Band, Lawrence E.; Vose, James M.; Tague, Christina",,"Hwang, Taehee (University of North Carolina at Chapel Hill); Band, Lawrence E. (University of North Carolina at Chapel Hill); Vose, James M. (US Forest Service); Tague, Christina (University of California, Santa Barbara)",58,23,,17.46,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2011WR011301,https://app.dimensions.ai/details/publication/pub.1008256467,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
63,200,pub.1025038953,10.1201/b11179-13,,,Response of Western Mountain Ecosystems to Climatic Variability and Change:,,Ecological Consequences of Climate Change,,2011-10-24,2011,,,163-190,Closed,Chapter,"Beever, Erik; Belant, Jerrold; Peterson, David; Allen, Craig; Baron, Jill; Fagre, Daniel; McKenzie, Donald; Stephenson, Nathan; Fountain, rew; Hicke, Jeffrey; Malanson, George; Ojima, Dennis; Tague, Christina; van Mantgem, Phillip",,"Beever, Erik (); Belant, Jerrold (); Peterson, David (); Allen, Craig (); Baron, Jill (); Fagre, Daniel (); McKenzie, Donald (); Stephenson, Nathan (); Fountain, rew (); Hicke, Jeffrey (); Malanson, George (); Ojima, Dennis (); Tague, Christina (); van Mantgem, Phillip ()",2,0,,,,https://app.dimensions.ai/details/publication/pub.1025038953,,,,,,
64,100,pub.1051231932,10.1016/j.gloenvcha.2010.09.011,,,Vulnerability of water supply from the Oregon Cascades to changing climate: Linking science to users and policy,Global Environmental Change,,,2011-02,2011,21,1,110-122,Closed,Article,"Farley, Kathleen A.; Tague, Christina; Grant, Gordon E.","Farley, Kathleen A.","Farley, Kathleen A. (San Diego State University); Tague, Christina (University of California, Santa Barbara); Grant, Gordon E. (Pacific Northwest Research Station; Oregon State University)",24,3,,2.91,,https://app.dimensions.ai/details/publication/pub.1051231932,0501 Ecological Applications; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences,0501 Ecological Applications,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,05 Environmental Sciences,
65,100,pub.1035198299,10.1029/2009wr008078,,,Plot‐ and watershed‐scale soil moisture variability in a humid Piedmont watershed,Water Resources Research,,,2010-12,2010,46,12,,All OA; Gold,Article,"Tague, C.; Band, L.; Kenworthy, S.; Tenebaum, D.",,"Tague, C. (University of California, Santa Barbara); Band, L. (University of North Carolina System); Kenworthy, S. (); Tenebaum, D. (University of Massachusetts Boston)",27,8,,3.75,http://onlinelibrary.wiley.com/doi/10.1029/2009WR008078/pdf,https://app.dimensions.ai/details/publication/pub.1035198299,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
66,100,pub.1045848367,10.1577/t09-192.1,,,"Climate Change Impacts on Flood Frequency, Intensity, and Timing May Affect Trout Species in Sagehen Creek, California",Transactions of the American Fisheries Society,,,2010-11,2010,139,6,1657-1664,Closed,Article,"Meyers, Erica M.; Dobrowski, Bridget; Tague, Christina L.",,"Meyers, Erica M. (University of California, Santa Barbara); Dobrowski, Bridget (University of California, Santa Barbara); Tague, Christina L. (University of California, Santa Barbara)",5,2,,0.69,,https://app.dimensions.ai/details/publication/pub.1045848367,0704 Fisheries Sciences; 07 Agricultural and Veterinary Sciences,0704 Fisheries Sciences,07 Agricultural and Veterinary Sciences,,,
67,100,pub.1004123333,10.1111/j.1749-8198.2010.00400.x,,,Ecohydrology and Climate Change in the Mountains of the Western USA – A Review of Research and Opportunities,Geography Compass,,,2010-11,2010,4,11,1648-1663,Closed,Article,"Tague, Christina; Dugger, Aubrey L.",,"Tague, Christina (); Dugger, Aubrey L. ()",18,6,,2.04,,https://app.dimensions.ai/details/publication/pub.1004123333,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
68,100,pub.1043517050,10.1007/s10533-009-9375-z,,,"Longitudinal and seasonal variation of stream N uptake in an urbanizing watershed: effect of organic matter, stream size, transient storage and debris dams",Biogeochemistry,,,2010-04,2010,98,1-3,45-62,All OA; Gold,Article,"Claessens, Luc; Tague, Christina L.; Groffman, Peter M.; Melack, John M.","Claessens, Luc","Claessens, Luc (University of California, Santa Barbara; San Diego State University; Virginia Tech); Tague, Christina L. (University of California, Santa Barbara); Groffman, Peter M. (Cary Institute of Ecosystem Studies); Melack, John M. (University of California, Santa Barbara)",17,1,,2.38,https://link.springer.com/content/pdf/10.1007%2Fs10533-009-9375-z.pdf,https://app.dimensions.ai/details/publication/pub.1043517050,0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences,05 Environmental Sciences
69,100,pub.1023965470,10.1007/s10533-009-9376-y,,,Longitudinal assessment of the effect of concentration on stream N uptake rates in an urbanizing watershed,Biogeochemistry,,,2010-04,2010,98,1-3,63-74,All OA; Gold,Article,"Claessens, Luc; Tague, Christina L.; Groffman, Peter M.; Melack, John M.","Claessens, Luc","Claessens, Luc (University of California, Santa Barbara; San Diego State University; Virginia Tech); Tague, Christina L. (University of California, Santa Barbara); Groffman, Peter M. (Cary Institute of Ecosystem Studies); Melack, John M. (University of California, Santa Barbara)",11,1,,1.54,https://link.springer.com/content/pdf/10.1007%2Fs10533-009-9376-y.pdf,https://app.dimensions.ai/details/publication/pub.1023965470,0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences,05 Environmental Sciences
70,100,pub.1035754004,10.1002/eco.88,,,Topographic controls on spatial patterns of conifer transpiration and net primary productivity under climate warming in mountain ecosystems,Ecohydrology,,,2009-12,2009,2,4,541-554,All OA; Gold,Article,"Tague, C.; Heyn, K.; Christensen, L.",,"Tague, C. (University of California, Santa Barbara); Heyn, K. (University of California, Santa Barbara); Christensen, L. ()",45,10,,5.15,http://dx.doi.org/10.1002/eco.88,https://app.dimensions.ai/details/publication/pub.1035754004,0602 Ecology; 0502 Environmental Science and Management; 0699 Other Biological Sciences; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0699 Other Biological Sciences,0607 Plant Biology,05 Environmental Sciences
71,100,pub.1011187871,10.4319/lom.2009.7.811,,,Transport‐based method for estimating in‐stream nitrogen uptake at ambient concentration from nutrient addition experiments,Limnology and Oceanography Methods,,,2009-12,2009,7,12,811-822,All OA; Gold,Article,"Claessens, Luc; Tague, Christina L.",,"Claessens, Luc (); Tague, Christina L. (University of California, Santa Barbara)",11,0,,,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lom.2009.7.811,https://app.dimensions.ai/details/publication/pub.1011187871,04 Earth Sciences; 06 Biological Sciences,04 Earth Sciences,06 Biological Sciences,,,
72,100,pub.1014022135,10.1029/2008wr007179,,,Groundwater dynamics mediate low‐flow response to global warming in snow‐dominated alpine regions,Water Resources Research,,,2009-07,2009,45,7,,All OA; Gold,Article,"Tague, Christina; Grant, Gordon E.",,"Tague, Christina (University of California, Santa Barbara); Grant, Gordon E. (US Forest Service)",118,30,,24.57,http://onlinelibrary.wiley.com/doi/10.1029/2008WR007179/pdf,https://app.dimensions.ai/details/publication/pub.1014022135,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
73,200,pub.1043580360,10.1002/hyp.7288,,,Assessing climate change impacts on alpine stream‐flow and vegetation water use: mining the linkages with subsurface hydrologic processes,Hydrological Processes,,,2009-06-15,2009,23,12,1815-1819,Closed,Article,"Tague, Christina L.",,"Tague, Christina L. (University of California, Santa Barbara)",16,5,,2.16,,https://app.dimensions.ai/details/publication/pub.1043580360,09 Engineering; 0905 Civil Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0907 Environmental Engineering,09 Engineering,0905 Civil Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0907 Environmental Engineering
74,100,pub.1028717155,10.1007/s10584-008-9497-7,,,Modeling the eco-hydrologic response of a Mediterranean type ecosystem to the combined impacts of projected climate change and altered fire frequencies,Climatic Change,,,2009-03,2009,93,1-2,137-155,Closed,Article,"Tague, C.; Seaby, L.; Hope, A.","Tague, C.","Tague, C. (University of California, Santa Barbara); Seaby, L. (); Hope, A. (San Diego State University)",34,7,,3.3,,https://app.dimensions.ai/details/publication/pub.1028717155,0602 Ecology; 0699 Other Biological Sciences; 0406 Physical Geography and Environmental Geoscience; 0501 Ecological Applications; 04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0699 Other Biological Sciences,0406 Physical Geography and Environmental Geoscience,0501 Ecological Applications,04 Earth Sciences
75,100,pub.1021188112,10.1007/s10533-008-9277-5,,,Challenges to incorporating spatially and temporally explicit phenomena (hotspots and hot moments) in denitrification models,Biogeochemistry,,,2009-03,2009,93,1-2,49-77,Closed,Article,"Groffman, Peter M.; Butterbach-Bahl, Klaus; Fulweiler, Robinson W.; Gold, Arthur J.; Morse, Jennifer L.; Stander, Emilie K.; Tague, Christina; Tonitto, Christina; Vidon, Philippe","Groffman, Peter M.","Groffman, Peter M. (Cary Institute of Ecosystem Studies); Butterbach-Bahl, Klaus (Karlsruhe Institute of Technology); Fulweiler, Robinson W. (Boston University); Gold, Arthur J. (University of Rhode Island); Morse, Jennifer L. (Duke University); Stander, Emilie K. (Rutgers, The State University of New Jersey); Tague, Christina (University of California, Santa Barbara); Tonitto, Christina (Cornell University); Vidon, Philippe (Indiana University – Purdue University Indianapolis)",315,76,,43.88,,https://app.dimensions.ai/details/publication/pub.1021188112,0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences,05 Environmental Sciences
76,100,pub.1014734359,10.1007/s10533-008-9276-6,,,Modeling hydrologic controls on denitrification: sensitivity to parameter uncertainty and landscape representation,Biogeochemistry,,,2009-03,2009,93,1-2,79-90,Closed,Article,"Tague, Christina","Tague, Christina","Tague, Christina (University of California, Santa Barbara)",12,1,,1.61,,https://app.dimensions.ai/details/publication/pub.1014734359,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
77,100,pub.1048179532,10.1029/2009jg000951,,,"Energy, water, and carbon fluxes in a loblolly pine stand: Results from uniform and gappy canopy models with comparisons to eddy flux data",Journal of Geophysical Research,,,2009,2009,114,G4,,All OA; Gold,Article,"Song, Conghe; Katul, Gabriel; Oren, Ram; Band, Lawrence E.; Tague, Christina L.; Stoy, Paul C.; McCarthy, Heather R.",,"Song, Conghe (University of North Carolina at Chapel Hill); Katul, Gabriel (Duke University); Oren, Ram (Duke University); Band, Lawrence E. (University of North Carolina at Chapel Hill); Tague, Christina L. (University of California, Santa Barbara); Stoy, Paul C. (Duke University; University of Edinburgh); McCarthy, Heather R. (University of California, Irvine)",16,0,,2.37,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2009JG000951,https://app.dimensions.ai/details/publication/pub.1048179532,0705 Forestry Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,07 Agricultural and Veterinary Sciences,,,
78,100,pub.1045742110,10.1029/2009jg001017,,,Hydro‐ecological linkages in urbanizing watersheds: An empirical assessment of in‐stream nitrate loss and evidence of saturation kinetics,Journal of Geophysical Research,,,2009,2009,114,G4,,All OA; Gold,Article,"Claessens, Luc; Tague, Christina L.; Band, Lawrence E.; Groffman, Peter M.; Kenworthy, Stephen T.",,"Claessens, Luc (University of California, Santa Barbara; San Diego State University; Virginia Tech); Tague, Christina L. (University of California, Santa Barbara); Band, Lawrence E. (University of North Carolina at Chapel Hill); Groffman, Peter M. (Cary Institute of Ecosystem Studies); Kenworthy, Stephen T. (Western Kentucky University)",12,3,,1.49,http://onlinelibrary.wiley.com/doi/10.1029/2009JG001017/pdf,https://app.dimensions.ai/details/publication/pub.1045742110,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
79,100,pub.1023649542,10.1002/hyp.7041,,,Hydrogeologic controls on streamflow sensitivity to climate variation,Hydrological Processes,,,2008-10-30,2008,22,22,4371-4385,Closed,Article,"Jefferson, Anne; Nolin, Anne; Lewis, Sarah; Tague, Christina",,"Jefferson, Anne (University of North Carolina at Charlotte); Nolin, Anne (Oregon State University); Lewis, Sarah (Oregon State University); Tague, Christina (University of California, Santa Barbara)",62,10,,6.13,,https://app.dimensions.ai/details/publication/pub.1023649542,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
80,100,pub.1040973561,10.1029/2007wr006418,,,Effect of geomorphic channel restoration on streamflow and groundwater in a snowmelt‐dominated watershed,Water Resources Research,,,2008-10,2008,44,10,,All OA; Gold,Article,"Tague, Christina; Valentine, Scott; Kotchen, Matthew",,"Tague, Christina (University of California, Santa Barbara); Valentine, Scott (Lake Tahoe Community College); Kotchen, Matthew (University of California, Santa Barbara)",15,7,,2.99,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2007WR006418,https://app.dimensions.ai/details/publication/pub.1040973561,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
81,100,pub.1013106181,10.1080/00045600802099055,,,The Potential Utility of Physically Based Hydrologic Modeling in Ungauged Urban Streams,Annals of the American Association of Geographers,,,2008-09-25,2008,98,4,818-833,Closed,Article,"Tague, Christina; Pohl-Costello, Molly",,"Tague, Christina (); Pohl-Costello, Molly ()",8,2,,0.79,,https://app.dimensions.ai/details/publication/pub.1013106181,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
82,100,pub.1023686971,10.1002/hyp.6961,,,Spatial patterns of simulated transpiration response to climate variability in a snow dominated mountain ecosystem,Hydrological Processes,,,2008-08-30,2008,22,18,3576-3588,Closed,Article,"Christensen, Lindsey; Tague, Christina L.; Baron, Jill S.",,"Christensen, Lindsey (Colorado State University); Tague, Christina L. (University of California, Santa Barbara); Baron, Jill S. (Colorado State University)",56,12,,5.53,,https://app.dimensions.ai/details/publication/pub.1023686971,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
83,100,pub.1008710907,10.1007/s10584-007-9294-8,,,Deep groundwater mediates streamflow response to climate warming in the Oregon Cascades,Climatic Change,,,2008-01,2008,86,1-2,189-210,"All OA; Green, Accepted & Submitted",Article,"Tague, Christina; Grant, Gordon; Farrell, Mike; Choate, Janet; Jefferson, Anne","Tague, Christina","Tague, Christina (University of California, Santa Barbara); Grant, Gordon (US Forest Service); Farrell, Mike (San Diego State University); Choate, Janet (University of California, Santa Barbara); Jefferson, Anne (Oregon State University)",119,19,,11.76,http://www.fsl.orst.edu/wpg/pubs/08_Tagueetal_Climate.pdf,https://app.dimensions.ai/details/publication/pub.1008710907,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
84,100,pub.1007824298,10.1016/b978-008045405-4.00193-2,,,Landscape Modeling,,Encyclopedia of Ecology,,2008,2008,,Ecological Modelling2002007,2108-2116,Closed,Chapter,"Lookingbill, T.R.; Gardner, R.H.; Wainger, L.A.; Tague, C.L.",,"Lookingbill, T.R. (University of Maryland Center For Environmental Sciences); Gardner, R.H. (University of Maryland Center For Environmental Sciences); Wainger, L.A. (University of Maryland Center For Environmental Sciences); Tague, C.L. (University of California, Santa Barbara)",1,0,,0.11,,https://app.dimensions.ai/details/publication/pub.1007824298,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
85,100,pub.1025275900,10.1002/hyp.6540,,,Water and carbon fluxes of European ecosystems: an evaluation of the ecohydrological model RHESSys,Hydrological Processes,,,2007-11-15,2007,21,24,3328-3339,Closed,Article,"Zierl, Bärbel; Bugmann, Harald; Tague, Christina L.",,"Zierl, Bärbel (Swiss Federal Institute of Technology in Zurich); Bugmann, Harald (Swiss Federal Institute of Technology in Zurich); Tague, Christina L. (San Diego State University)",31,8,,2.95,,https://app.dimensions.ai/details/publication/pub.1025275900,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
86,100,pub.1014584702,10.1002/hyp.6538,,,"Hydrogeologic controls on summer stream temperatures in the McKenzie River basin, Oregon",Hydrological Processes,,,2007-11-15,2007,21,24,3288-3300,Closed,Article,"Tague, Christina; Farrell, Michael; Grant, Gordon; Lewis, Sarah; Rey, Serge",,"Tague, Christina (University of California, Santa Barbara); Farrell, Michael (San Diego State University); Grant, Gordon (Pacific Northwest Research Station); Lewis, Sarah (Oregon State University); Rey, Serge (San Diego State University)",62,8,,5.9,,https://app.dimensions.ai/details/publication/pub.1014584702,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
87,100,pub.1020387011,10.1029/2006wr005299,,,Scale‐dependence of natural variability of flow regimes in a forested landscape,Water Resources Research,,,2007-08,2007,43,8,,All OA; Gold,Article,"Sanford, S. E.; Creed, I. F.; Tague, C. L.; Beall, F. D.; Buttle, J. M.",,"Sanford, S. E. (Western University); Creed, I. F. (Western University); Tague, C. L. (University of California, Santa Barbara); Beall, F. D. (Canadian Forest Service); Buttle, J. M. (Trent University)",22,4,,4.11,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2006WR005299,https://app.dimensions.ai/details/publication/pub.1020387011,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
88,100,pub.1007865206,10.1080/01431160600908924,,,Characterizing post‐fire vegetation recovery of California chaparral using TM/ETM+ time‐series data,International Journal of Remote Sensing,,,2007-03-20,2007,28,6,1339-1354,Closed,Article,"Hope, A.; Tague, C.; Clark, R.",,"Hope, A. (San Diego State University); Tague, C. (San Diego State University); Clark, R. (San Diego State University)",31,8,,3.83,,https://app.dimensions.ai/details/publication/pub.1007865206,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
89,100,pub.1023135286,10.2744/1071-8443(2006)5[175:stnhot]2.0.co;2,,,"Sea Turtle Nesting Habitat on the US Naval Station, Guantanamo Bay, Cuba: A Comparison of Habitat Suitability Index Models",Chelonian Conservation and Biology,,,2006-12,2006,5,2,175-187,Closed,Article,"Santos, Katherine Comer; Tague, Christina; Alberts, Allison C.; Franklin, Janet",,"Santos, Katherine Comer (); Tague, Christina (University of California, Santa Barbara); Alberts, Allison C. (Zoological Society of San Diego); Franklin, Janet (San Diego State University)",4,0,,0.47,,https://app.dimensions.ai/details/publication/pub.1023135286,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
90,100,pub.1043361840,10.1002/hyp.5895,,,"Analysis of soil moisture patterns in forested and suburban catchments in Baltimore, Maryland, using high‐resolution photogrammetric and LIDAR digital elevation datasets",Hydrological Processes,,,2006-02-15,2006,20,2,219-240,Closed,Article,"Tenenbaum, D. E.; Band, L. E.; Kenworthy, S. T.; Tague, C. L.",,"Tenenbaum, D. E. (University of North Carolina at Chapel Hill); Band, L. E. (University of North Carolina at Chapel Hill); Kenworthy, S. T. (Western Kentucky University); Tague, C. L. (San Diego State University)",35,5,,4.18,,https://app.dimensions.ai/details/publication/pub.1043361840,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
91,100,pub.1001227551,10.1002/0470848944.hsa109,,,Terrestrial Ecosystems,,Encyclopedia of Hydrological Sciences,,2005-10-21,2005,,,,Closed,Chapter,"Tague, Christina L; Band, Lawrence E; Franklin, Janet",,"Tague, Christina L (San Diego State University); Band, Lawrence E (University of North Carolina System); Franklin, Janet (San Diego State University)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1001227551,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
92,100,pub.1051716709,10.1111/j.1467-9671.2005.00225.x,,,Impacts of Spatial Partitioning in Hydroecological Models: Predicting Grassland Productivity with RHESSys,Transactions in GIS,,,2005-06,2005,9,3,421-442,Closed,Article,"Mitchell, Scott W; Csillag, Ferenc; Tague, Christina",,"Mitchell, Scott W (Carleton University); Csillag, Ferenc (University of Toronto); Tague, Christina (San Diego State University)",4,1,,0.86,,https://app.dimensions.ai/details/publication/pub.1051716709,08 Information and Computing Sciences; 09 Engineering; 16 Studies in Human Society; 0909 Geomatic Engineering; 1604 Human Geography; 0804 Data Format,08 Information and Computing Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,1604 Human Geography
93,100,pub.1030879984,10.1007/0-387-24091-8_7,,,Heterogeneity in Hydrologic Processes: A Terrestrial Hydrologic Modeling Perspective,,Ecosystem Function in Heterogeneous Landscapes,,2005,2005,,,119-136,Closed,Chapter,"Tague, Christina",,"Tague, Christina (San Diego State University)",6,2,,0.55,,https://app.dimensions.ai/details/publication/pub.1030879984,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
