,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Bruce E Kendall. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
60,100,pub.1023468560,10.1890/0012-9658(2002)083[1928:dsatvr]2.0.co;2,,,DEMOGRAPHIC STOCHASTICITY AND THE VARIANCE REDUCTION EFFECT,Ecology,,,2002-07,2002,83,7,1928-1934,"All OA; Green, Accepted & Submitted",Article,"Fox, Gordon A.; Kendall, Bruce E.",,"Fox, Gordon A. (University of South Florida); Kendall, Bruce E. (University of California, Santa Barbara)",63,7,,7.17,https://escholarship.org/content/qt06h8891s/qt06h8891s.pdf?t=lnrgzq,https://app.dimensions.ai/details/publication/pub.1023468560,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
61,400,pub.1003880741,10.1038/417541a,12037520,,Single-species models for many-species food webs,Nature,,"Animals; Databases, Factual; Food Chain; Models, Biological; Population Dynamics; Predatory Behavior; Reproducibility of Results; Species Specificity",2002-05,2002,417,6888,541-543,Closed,Article,"Murdoch, W. W.; Kendall, B. E.; Nisbet, R. M.; Briggs, C. J.; McCauley, E.; Bolser, R.","Murdoch, W. W.","Murdoch, W. W. (University of California, Santa Barbara); Kendall, B. E. (University of California, Santa Barbara); Nisbet, R. M. (University of California, Santa Barbara); Briggs, C. J. (University of California, Berkeley); McCauley, E. (University of Calgary); Bolser, R. (University of California, Santa Barbara)",104,9,1.72,7.58,,https://app.dimensions.ai/details/publication/pub.1003880741,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
62,100,pub.1046499544,10.1046/j.1523-1739.2002.00036.x,,,Variation among Individuals and Reduced Demographic Stochasticity,Conservation Biology,,,2002-02,2002,16,1,109-116,Closed,Article,"Kendall, Bruce E.; Fox, Gordon A.",,"Kendall, Bruce E. (University of California, Santa Barbara); Fox, Gordon A. (University of South Florida)",97,13,,,,https://app.dimensions.ai/details/publication/pub.1046499544,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
63,400,pub.1026970804,10.1038/35087580,11484053,,Habitat structure and population persistence in an experimental community,Nature,,"Animals; Ecosystem; Environment; Fabaceae; Mites; Models, Biological; Plants, Medicinal; Population Dynamics",2001-08,2001,412,6846,538-543,Closed,Article,"Ellner, Stephen P.; McCauley, Edward; Kendall, Bruce E.; Briggs, Cheryl J.; Hosseini, Parveiz R.; Wood, Simon N.; Janssen, Arne; Sabelis, Maurice W.; Turchin, Peter; Nisbet, Roger M.; Murdoch, William W.","Ellner, Stephen P.","Ellner, Stephen P. (Cornell University); McCauley, Edward (University of Calgary); Kendall, Bruce E. (); Briggs, Cheryl J. (University of California, Berkeley); Hosseini, Parveiz R. (University of California, Santa Barbara); Wood, Simon N. (University of St Andrews); Janssen, Arne (University of Amsterdam); Sabelis, Maurice W. (University of Amsterdam); Turchin, Peter (University of Connecticut); Nisbet, Roger M. (University of California, Santa Barbara); Murdoch, William W. (University of California, Santa Barbara)",142,12,2.04,14.57,,https://app.dimensions.ai/details/publication/pub.1026970804,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
64,100,pub.1052711946,10.1038/npg.els.0003314,,,Nonlinear Dynamics and Chaos,,Encyclopedia of Life Sciences,,2001-04-25,2001,,,,Closed,Chapter,"Kendall, Bruce E",,"Kendall, Bruce E (University of California, Santa Barbara)",12,0,,4.49,,https://app.dimensions.ai/details/publication/pub.1052711946,01 Mathematical Sciences; 0101 Pure Mathematics,01 Mathematical Sciences,0101 Pure Mathematics,,,
65,100,pub.1049745396,10.1016/s0960-0779(00)00180-6,,,"Cycles, chaos, and noise in predator–prey dynamics",Chaos Solitons & Fractals,,,2001-01,2001,12,2,321-332,"All OA; Green, Published",Article,"Kendall, Bruce E.","Kendall, Bruce E.","Kendall, Bruce E. (University of California, Santa Barbara)",36,2,,,https://escholarship.org/content/qt4sz2193d/qt4sz2193d.pdf?t=lnrjmm,https://app.dimensions.ai/details/publication/pub.1049745396,08 Information and Computing Sciences; 09 Engineering; 01 Mathematical Sciences,08 Information and Computing Sciences,09 Engineering,01 Mathematical Sciences,,
66,200,pub.1069566654,10.2307/177499,,,Inferring Colonization Processes from Population Dynamics in Spatially Structured Predator-Prey Systems,Ecology,,,2000-12,2000,81,12,3350,"All OA; Green, Accepted & Submitted",Article,"McCauley, Edward; Kendall, Bruce E.; Janssen, Arne; Wood, Simon; Murdoch, William W.; Hosseini, Parviez; Briggs, Cheryl J.; Ellner, Stephen P.; Nisbet, Roger M.; Sabelis, Maurice W.; Turchin, Peter",,"McCauley, Edward (); Kendall, Bruce E. (); Janssen, Arne (); Wood, Simon (); Murdoch, William W. (); Hosseini, Parviez (); Briggs, Cheryl J. (); Ellner, Stephen P. (); Nisbet, Roger M. (); Sabelis, Maurice W. (); Turchin, Peter ()",0,0,,0,https://escholarship.org/content/qt4dm5n489/qt4dm5n489.pdf?t=lnrk2u,https://app.dimensions.ai/details/publication/pub.1069566654,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
67,100,pub.1010136123,10.1890/0012-9658(2000)081[3350:icpfpd]2.0.co;2,,,INFERRING COLONIZATION PROCESSES FROM POPULATION DYNAMICS IN SPATIALLY STRUCTURED PREDATOR–PREY SYSTEMS,Ecology,,,2000-12,2000,81,12,3350-3361,"All OA; Green, Accepted & Submitted",Article,"McCauley, Edward; Kendall, Bruce E.; Janssen, Arne; Wood, Simon; Murdoch, William W.; Hosseini, Parviez; Briggs, Cheryl J.; Ellner, Stephen P.; Nisbet, Roger M.; Sabelis, Maurice W.; Turchin, Peter",,"McCauley, Edward (University of Calgary); Kendall, Bruce E. (University of California, Santa Barbara); Janssen, Arne (University of Amsterdam); Wood, Simon (University of St Andrews); Murdoch, William W. (University of California, Santa Barbara); Hosseini, Parviez (University of California, Santa Barbara); Briggs, Cheryl J. (University of California, Berkeley); Ellner, Stephen P. (North Carolina State University); Nisbet, Roger M. (University of California, Santa Barbara); Sabelis, Maurice W. (University of Amsterdam); Turchin, Peter (University of Connecticut)",17,0,,1.27,https://escholarship.org/content/qt4dm5n489/qt4dm5n489.pdf?t=lnrk2u,https://app.dimensions.ai/details/publication/pub.1010136123,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
68,400,pub.1058610884,10.1086/303350,10777435,,"Dispersal, Environmental Correlation, and Spatial Synchrony in Population Dynamics.",The American Naturalist,,,2000-05,2000,155,5,628-636,"All OA; Green, Published",Article,"Kendall, Bruce E; Bjørnstad, Ottar N; Bascompte, Jordi; Keitt, Timothy H; Fagan, William F",,"Kendall, Bruce E (); Bjørnstad, Ottar N (); Bascompte, Jordi (); Keitt, Timothy H (); Fagan, William F ()",168,27,2.27,12.54,https://escholarship.org/content/qt4821d5xv/qt4821d5xv.pdf?t=lnq5xm,https://app.dimensions.ai/details/publication/pub.1058610884,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
69,100,pub.1003131619,10.1890/0012-9658(1999)080[1789:wdpcas]2.0.co;2,,,WHY DO POPULATIONS CYCLE? A SYNTHESIS OF STATISTICAL AND MECHANISTIC MODELING APPROACHES,Ecology,,,1999-09,1999,80,6,1789-1805,"All OA; Green, Accepted & Submitted",Article,"Kendall, Bruce E.; Briggs, Cheryl J.; Murdoch, William W.; Turchin, Peter; Ellner, Stephen P.; McCauley, Edward; Nisbet, Roger M.; Wood, Simon N.",,"Kendall, Bruce E. (University of California, Santa Barbara); Briggs, Cheryl J. (University of California, Santa Barbara); Murdoch, William W. (University of California, Santa Barbara); Turchin, Peter (University of Connecticut); Ellner, Stephen P. (North Carolina State University); McCauley, Edward (University of Calgary); Nisbet, Roger M. (University of California, Santa Barbara); Wood, Simon N. (University of St Andrews)",227,22,,,https://escholarship.org/content/qt7sr3f7bk/qt7sr3f7bk.pdf?t=lnrgzm,https://app.dimensions.ai/details/publication/pub.1003131619,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
70,200,pub.1070368584,10.2307/3546802,,,The Dual Nature of Community Variability,Oikos,,,1999-04,1999,85,1,161,"All OA; Green, Accepted & Submitted",Article,"Micheli, F.; Cottingham, K. L.; Bascompte, J.; Bjornstad, O. N.; Eckert, G. L.; Fischer, J. M.; Keitt, T. H.; Kendall, B. E.; Klug, J. L.; Rusak, J. A.",,"Micheli, F. (); Cottingham, K. L. (); Bascompte, J. (); Bjornstad, O. N. (); Eckert, G. L. (); Fischer, J. M. (); Keitt, T. H. (); Kendall, B. E. (); Klug, J. L. (); Rusak, J. A. ()",121,14,,,https://escholarship.org/content/qt0718522k/qt0718522k.pdf?t=lnrjko,https://app.dimensions.ai/details/publication/pub.1070368584,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
71,400,pub.1020586171,10.1006/tpbi.1998.1365,9680486,,"Spatial Structure, Environmental Heterogeneity, and Population Dynamics: Analysis of the Coupled Logistic Map",Theoretical Population Biology,,"Animals; Ecosystem; Humans; Models, Theoretical; Nonlinear Dynamics; Population Density; Population Dynamics",1998-08,1998,54,1,11-37,"All OA; Green, Published",Article,"Kendall, Bruce E; Fox, Gordon A",,"Kendall, Bruce E (University of Arizona; University of California, Santa Barbara); Fox, Gordon A (University of California, San Diego; San Diego State University)",50,3,1.03,,https://escholarship.org/content/qt359696wj/qt359696wj.pdf?t=l1l4eq,https://app.dimensions.ai/details/publication/pub.1020586171,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
72,100,pub.1015148089,10.1890/1051-0761(1998)008[0184:etmoes]2.0.co;2,,,ESTIMATING THE MAGNITUDE OF ENVIRONMENTAL STOCHASTICITY IN SURVIVORSHIP DATA,Ecological Applications,,,1998-02,1998,8,1,184-193,"All OA; Green, Accepted & Submitted",Article,"Kendall, Bruce E.",,"Kendall, Bruce E. ()",59,2,,,https://cloudfront.escholarship.org/dist/prd/content/qt9kt8g5vj/qt9kt8g5vj.pdf?t=lns0fi,https://app.dimensions.ai/details/publication/pub.1015148089,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
73,100,pub.1038083454,10.1016/s0167-2789(97)00123-1,,,Inferring mechanism from time-series data: Delay-differential equations,Physica D Nonlinear Phenomena,,,1997-12,1997,110,3-4,182-194,"All OA; Green, Published",Article,"Ellner, Stephen P.; Kendall, Bruce E.; Wood, Simon N.; McCauley, Edward; Briggs, Cheryl J.","Ellner, Stephen P.","Ellner, Stephen P. (North Carolina State University); Kendall, Bruce E. (University of California, Santa Barbara); Wood, Simon N. (University of St Andrews); McCauley, Edward (University of Calgary); Briggs, Cheryl J. (University of California, Santa Barbara)",39,0,,,https://escholarship.org/content/qt4gt5c15v/qt4gt5c15v.pdf?t=lnrjm8,https://app.dimensions.ai/details/publication/pub.1038083454,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
74,100,pub.1047326099,10.1007/978-94-011-0962-8_16,,,Using Chaos to Understand Biological Dynamics,,Predictability and Nonlinear Modelling in Natural Sciences and Economics,,1994,1994,,,184-203,Closed,Chapter,"Kendall, Bruce E.; Schaffer, William M.; Olsen, Lars F.; Tidd, Charles W.; Jorgensen, Bodil L.",,"Kendall, Bruce E. (University of Arizona); Schaffer, William M. (University of Arizona); Olsen, Lars F. (University of Southern Denmark); Tidd, Charles W. (University of Arizona); Jorgensen, Bodil L. (University of Southern Denmark)",3,0,,,,https://app.dimensions.ai/details/publication/pub.1047326099,0102 Applied Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,01 Mathematical Sciences,,,
75,100,pub.1033055875,10.1016/0375-9601(93)90366-8,,,Transient periodicity in chaos,Physics Letters A,,,1993-05,1993,177,1,13-20,"All OA; Green, Accepted & Submitted",Article,"Kendall, Bruce E; Schaffer, W.M; Tidd, C.W",,"Kendall, Bruce E (University of Arizona); Schaffer, W.M (University of Arizona); Tidd, C.W (University of Arizona)",17,1,,,https://escholarship.org/content/qt9gc3r59t/qt9gc3r59t.pdf?t=lnrjm5,https://app.dimensions.ai/details/publication/pub.1033055875,"02 Physical Sciences; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",02 Physical Sciences,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",,,
76,400,pub.1059687820,10.1093/imammb/10.4.227,8133129,,Transient periodicity and episodic predictability in biological dynamics.,Mathematical Medicine and Biology A Journal of the IMA,,"Child; Epilepsy; Forecasting; Humans; Mathematics; Measles; Models, Biological; Nonlinear Dynamics; Periodicity",1993,1993,10,4,227-47,Closed,Article,"Schaffer, W M; Kendall, B E; Tidd, C W; Olsen, L F",,"Schaffer, W M (University of Arizona); Kendall, B E (); Tidd, C W (); Olsen, L F ()",28,2,0.41,,,https://app.dimensions.ai/details/publication/pub.1059687820,0102 Applied Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,01 Mathematical Sciences,,,
