,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Russell J Schmitt. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
60,100,pub.1000606506,10.1071/mf01137,,,Predictability of fish assemblages on coral patch reefs,Marine and Freshwater Research,,,2002,2002,53,2,181-188,Closed,Article,"Holbrook, Sally J.; Brooks, Andrew J.; Schmitt, Russell J.",,"Holbrook, Sally J. (); Brooks, Andrew J. (); Schmitt, Russell J. ()",38,5,,3.38,,https://app.dimensions.ai/details/publication/pub.1000606506,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
61,100,pub.1025315215,10.1007/s002270000484,,,"Gene flow at three spatial scales in a coral reef fish, the three-spot dascyllus, Dascyllus trimaculatus",Marine Biology,,,2001-03,2001,138,3,457-465,Closed,Article,"Bernardi, Giacomo; Holbrook, Sally J.; Schmitt, Russell J.",,"Bernardi, Giacomo (University of California, Santa Cruz); Holbrook, Sally J. (University of California, Santa Barbara); Schmitt, Russell J. (University of California, Santa Barbara)",66,1,,5.56,,https://app.dimensions.ai/details/publication/pub.1025315215,0602 Ecology; 0502 Environmental Science and Management; 0604 Genetics; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0604 Genetics,05 Environmental Sciences,06 Biological Sciences
62,100,pub.1044554821,10.1890/0012-9658(2000)081[3479:hlrocr]2.0.co;2,,,HABITAT‐LIMITED RECRUITMENT OF CORAL REEF DAMSELFISH,Ecology,,,2000-12,2000,81,12,3479-3494,Closed,Article,"Schmitt, Russell J.; Holbrook, Sally J.",,"Schmitt, Russell J. (University of California, Santa Barbara); Holbrook, Sally J. (University of California, Santa Barbara)",64,2,,5.96,,https://app.dimensions.ai/details/publication/pub.1044554821,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
63,400,pub.1029032998,10.1007/pl00008826,28307947,,Spatial patterns in abundance of a damselfish reflect availability of suitable habitat,Oecologia,,,2000-01,2000,122,1,109-120,Closed,Article,"Holbrook, S. J.; Forrester, G. E.; Schmitt, R. J.",,"Holbrook, S. J. (University of California, Santa Barbara); Forrester, G. E. (University of Rhode Island); Schmitt, R. J. (University of California, Santa Barbara)",143,15,0.9,10.67,,https://app.dimensions.ai/details/publication/pub.1029032998,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
64,100,pub.1003258130,10.1890/0012-9658(1999)080[2358:cfbaco]2.0.co;2,,,COMPLEMENTARY FORAGING BEHAVIORS ALLOW COEXISTENCE OF TWO CONSUMERS,Ecology,,,1999-10,1999,80,7,2358-2372,Closed,Article,"Wilson, W. G.; Osenberg, C. W.; Schmitt, R. J.; Nisbet, R. M.",,"Wilson, W. G. (Duke University); Osenberg, C. W. (University of Florida); Schmitt, R. J. (University of California, Santa Barbara); Nisbet, R. M. (University of California, Santa Barbara)",55,6,,,,https://app.dimensions.ai/details/publication/pub.1003258130,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
65,100,pub.1000975386,10.1046/j.1461-0248.1999.00086.x,,,Quantifying the effects of multiple processes on local abundance: a cohort approach for open populations,Ecology Letters,,,1999-09,1999,2,5,294-303,Closed,Article,"Schmitt, R.J.; Holbrook, S.J.; Osenberg, C.W.",,"Schmitt, R.J. (University of California, Santa Barbara); Holbrook, S.J. (University of California, Santa Barbara); Osenberg, C.W. (University of Florida)",41,2,,,,https://app.dimensions.ai/details/publication/pub.1000975386,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
66,400,pub.1007622932,10.1007/s004420050705,20135163,,Settlement and recruitment of three damselfish species: larval delivery and competition for shelter space,Oecologia,,,1999-01,1999,118,1,76-86,Closed,Article,"Schmitt, Russell J.; Holbrook, Sally J.",,"Schmitt, Russell J. (University of California, Santa Barbara); Holbrook, Sally J. (University of California, Santa Barbara)",57,3,0.53,,,https://app.dimensions.ai/details/publication/pub.1007622932,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
67,100,pub.1031079508,10.1890/0012-9658(1999)080[0035:mojdif]2.0.co;2,,,MORTALITY OF JUVENILE DAMSELFISH: IMPLICATIONS FOR ASSESSING PROCESSES THAT DETERMINE ABUNDANCE,Ecology,,,1999-01,1999,80,1,35-50,Closed,Article,"Schmitt, Russell J.; Holbrook, Sally J.",,"Schmitt, Russell J. (University of California, Santa Barbara); Holbrook, Sally J. (University of California, Santa Barbara)",85,6,,,,https://app.dimensions.ai/details/publication/pub.1031079508,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
68,100,pub.1038436818,10.1890/1051-0761(1997)007[1299:ciaaot]2.0.co;2,,,CHANGES IN AN ASSEMBLAGE OF TEMPERATE REEF FISHES ASSOCIATED WITH A CLIMATE SHIFT,Ecological Applications,,,1997-11,1997,7,4,1299-1310,Closed,Article,"Holbrook, Sally J.; Schmitt, Russell J.; Stephens, John S.",,"Holbrook, Sally J. (University of California, Santa Barbara); Schmitt, Russell J. (University of California, Santa Barbara); Stephens, John S. (Occidental College)",129,9,,,,https://app.dimensions.ai/details/publication/pub.1038436818,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
69,200,pub.1039183007,10.1016/b978-012627255-0/50002-1,,,Preface,,Detecting Ecological Impacts,,1996,1996,,,xix-xx,Closed,Chapter,"Schmitt, Russell J.; Osenberg, Craig W.",,"Schmitt, Russell J. (); Osenberg, Craig W. (University of Florida)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1039183007,,,,,,
70,100,pub.1050814628,10.1016/b978-012178075-3/50003-9,,,Chapter 2 On the Structure and Dynamics of Temperate Reef Fish Assemblages Are Resources Tracked?,,Long-Term Studies of Vertebrate Communities,,1996,1996,,Bull. South. Calif. Acad. Sci.821983,19-48,Closed,Chapter,"Holbrook, Sally J.; Schmitt, Russell J.",,"Holbrook, Sally J. (University of California, Santa Barbara); Schmitt, Russell J. (University of California, Santa Barbara)",5,0,,,,https://app.dimensions.ai/details/publication/pub.1050814628,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
71,100,pub.1048630088,10.1016/b978-012627255-0/50008-2,,,"Chapter 6 Detection of Environmental Impacts Natural Variability, Effect Size, and Power Analysis11This chapter was previously published in a modified form in Ecological Applications 4:16–30.",,Detecting Ecological Impacts,,1996,1996,,Journal of Experimental Marine Biology and Ecology441980,83-108,Closed,Chapter,"Osenberg, Craig W.; Schmitt, Russell J.; Holbrook, Sally J.; Abu-Saba, Khalil E.; Flegal, A. Russell",,"Osenberg, Craig W. (University of Florida); Schmitt, Russell J. (); Holbrook, Sally J. (); Abu-Saba, Khalil E. (University of California Los Angeles); Flegal, A. Russell ()",18,3,,,,https://app.dimensions.ai/details/publication/pub.1048630088,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
72,100,pub.1039907519,10.1016/b978-012627255-0/50016-1,,,Chapter 14 The Art and Science of Administrative Environmental Impact Assessment,,Detecting Ecological Impacts,,1996,1996,,Search201989,281-293,Closed,Chapter,"Schmitt, Russell J.; Osenberg, Craig W.; Douros, William J.; Chesson, Jean",,"Schmitt, Russell J. (); Osenberg, Craig W. (University of Florida); Douros, William J. (); Chesson, Jean ()",3,0,,,,https://app.dimensions.ai/details/publication/pub.1039907519,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
73,100,pub.1018324981,10.1016/b978-012627255-0/50003-3,,,Chapter 1 Detecting Ecological Impacts Caused by Human Activities,,Detecting Ecological Impacts,,1996,1996,,Journal of the American Statistical Association701975,3-16,Closed,Chapter,"Osenberg, Craig W.; Schmitt, Russell J.",,"Osenberg, Craig W. (University of Florida); Schmitt, Russell J. ()",56,6,,,,https://app.dimensions.ai/details/publication/pub.1018324981,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
74,100,pub.1012284288,10.1016/b978-012627255-0/50020-3,,,Chapter 18 Predicted and Observed Environmental Impacts Can We Foretell Ecological Change?,,Detecting Ecological Impacts,,1996,1996,,Report to California Energy Commission1990,345-369,Closed,Chapter,"Ambrose, Richard F.; Schmitt, Russell J.; Osenberg, Craig W.",,"Ambrose, Richard F. (University of California Los Angeles; University of Florida); Schmitt, Russell J. (University of California Los Angeles; University of Florida); Osenberg, Craig W. (University of California Los Angeles; University of Florida)",7,0,,,,https://app.dimensions.ai/details/publication/pub.1012284288,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
75,100,pub.1015601078,10.1016/0022-0981(94)00149-8,,,Compensation in resource use by foragers released from interspecific competition,Journal of Experimental Marine Biology and Ecology,,,1995-02,1995,185,2,219-233,Closed,Article,"Holbrook, Sally J.; Schmitt, Russell J.","Holbrook, Sally J.","Holbrook, Sally J. (University of California, Santa Barbara); Schmitt, Russell J. (University of California, Santa Barbara)",12,1,,,,https://app.dimensions.ai/details/publication/pub.1015601078,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
76,100,pub.1059653855,10.1093/icb/34.3.463,,,Spatial and Temporal Patterns in Assemblages of Temperate Reef Fish,Integrative and Comparative Biology,,,1994-06,1994,34,3,463-475,All OA; Gold,Article,"HOLBROOK, SALLY J.; KINGSFORD, MICHAEL J.; SCHMITT, RUSSELL J.; STEPHENS, JOHN S.",,"HOLBROOK, SALLY J. (); KINGSFORD, MICHAEL J. (); SCHMITT, RUSSELL J. (); STEPHENS, JOHN S. ()",48,3,,,https://academic.oup.com/icb/article-pdf/34/3/463/347724/34-3-463.pdf,https://app.dimensions.ai/details/publication/pub.1059653855,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
77,200,pub.1069664654,10.2307/1942109,,,Detecting Human Impacts in Marine Habitats,Ecological Applications,,,1994-02,1994,4,1,1-2,Closed,Article,"Osenberg, Craig W.; Schmitt, Russell J.",,"Osenberg, Craig W. (); Schmitt, Russell J. ()",7,0,,,,https://app.dimensions.ai/details/publication/pub.1069664654,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
78,100,pub.1046276185,10.2307/1942111,,,"Detection of Environmental Impacts: Natural Variability, Effect Size, and Power Analysis",Ecological Applications,,,1994-02,1994,4,1,16-30,Closed,Article,"Osenberg, Craig W.; Schmitt, Russell J.; Holbrook, Sally J.; Abu-Saba, Khalil E.; Flegal, A. Russell",,"Osenberg, Craig W. (); Schmitt, Russell J. (); Holbrook, Sally J. (); Abu-Saba, Khalil E. (); Flegal, A. Russell ()",162,11,,,,https://app.dimensions.ai/details/publication/pub.1046276185,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
79,100,pub.1007300975,10.1007/978-1-4615-2902-6_34,,,Effects of Produced Water on Early Life Stages of a Sea Urchin: Stage-Specific Responses and Delayed Expression,,Produced Water,,1992,1992,,,431-444,Closed,Chapter,"Krause, P. R.; Osenberg, C. W.; Schmitt, R. J.",,"Krause, P. R. (University of California, Santa Barbara); Osenberg, C. W. (); Schmitt, R. J. ()",20,0,,,,https://app.dimensions.ai/details/publication/pub.1007300975,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
80,100,pub.1004125955,10.1007/978-1-4615-2902-6_31,,,Spatial Scale of Ecological Effects Associated with an Open Coast Discharge of Produced Water,,Produced Water,,1992,1992,,,387-402,Closed,Chapter,"Osenberg, C. W.; Schmitt, R. J.; Holbrook, S. J.; Canestro, D.",,"Osenberg, C. W. (University of California, Berkeley); Schmitt, R. J. (); Holbrook, S. J. (University of California, Santa Barbara); Canestro, D. ()",25,0,,,,https://app.dimensions.ai/details/publication/pub.1004125955,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
81,100,pub.1048236544,10.1111/j.1442-9993.1990.tb01473.x,,,Biogenic habitat structure and characteristics of temperate reef fish assemblages,Austral Ecology,,,1990-12,1990,15,4,489-503,Closed,Article,"HOLBROOK, SALLY J.; SCHMITT, RUSSELL J.; AMBROSE, RICHARD F.",,"HOLBROOK, SALLY J. (University of California, Santa Barbara); SCHMITT, RUSSELL J. (University of California, Santa Barbara); AMBROSE, RICHARD F. (University of California, Santa Barbara)",59,4,,,,https://app.dimensions.ai/details/publication/pub.1048236544,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
82,400,pub.1031630678,10.1007/bf00329769,28313035,,Contrasting effects of giant kelp on dynamics of surfperch populations,Oecologia,,,1990-10,1990,84,3,419-429,Closed,Article,"Schmitt, Russell J.; Holbrook, Sally J.",,"Schmitt, Russell J. (University of California, Santa Barbara); Holbrook, Sally J. (University of California, Santa Barbara)",23,2,0.19,,,https://app.dimensions.ai/details/publication/pub.1031630678,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
83,200,pub.1058595155,10.1086/285032,,,Temporally Concordant Structure of a Fish Assemblage: Bound or Determined?,The American Naturalist,,,1990-01,1990,135,1,63-73,Closed,Article,"Ebeling, Alfred W.; Holbrook, Sally J.; Schmitt, Russell J.",,"Ebeling, Alfred W. (); Holbrook, Sally J. (); Schmitt, Russell J. ()",21,0,,,,https://app.dimensions.ai/details/publication/pub.1058595155,06 Biological Sciences,06 Biological Sciences,,,,
84,100,pub.1069662059,10.2307/1938124,,,"Resource Overlap, Prey Dynamics, and The Strength of Competition",Ecology,,,1989-12,1989,70,6,1943-1953,Closed,Article,"Holbrook, Sally J.; Schmitt, Russell J.",,"Holbrook, Sally J. (University of California, Santa Barbara); Schmitt, Russell J. (University of California, Santa Barbara)",54,4,,,,https://app.dimensions.ai/details/publication/pub.1069662059,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
85,100,pub.1015840680,10.1016/0022-0981(88)90252-3,,,Effects of predation risk on foraging behavior: mechanisms altering patch choice,Journal of Experimental Marine Biology and Ecology,,,1988-09,1988,121,2,151-163,Closed,Article,"Holbrook, Sally J.; Schmitt, Russell J.","Holbrook, Sally J.","Holbrook, Sally J. (University of California, Santa Barbara); Schmitt, Russell J. (University of California, Santa Barbara)",32,3,,,,https://app.dimensions.ai/details/publication/pub.1015840680,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
86,100,pub.1069664969,10.2307/1943167,,,The Combined Effects of Predation Risk and Food Reward on Patch Selection,Ecology,,,1988-02,1988,69,1,125-134,Closed,Article,"Holbrook, Sally J.; Schmitt, Russell J.",,"Holbrook, Sally J. (); Schmitt, Russell J. ()",122,9,,,,https://app.dimensions.ai/details/publication/pub.1069664969,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
87,100,pub.1040044358,10.1007/bf00005166,,,Food acquisition by competing surfperch on a patchy environmental gradient,Environmental Biology of Fishes,,,1986-06,1986,16,1-3,135-146,Closed,Article,"Holbrook, Sally J.; Schmitt, Russell J.",,"Holbrook, Sally J. (University of California, Santa Barbara); Schmitt, Russell J. (University of California, Santa Barbara)",23,0,,,,https://app.dimensions.ai/details/publication/pub.1040044358,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
88,400,pub.1025474707,10.1007/bf00399030,28311677,,Seasonally fluctuating resources and temporal variability of interspecific competition,Oecologia,,,1986-04,1986,69,1,1-11,Closed,Article,"Schmitt, Russell J.; Holbrook, Sally J.","Schmitt, Russell J.","Schmitt, Russell J. (University of California, Santa Barbara); Holbrook, Sally J. (University of California, Santa Barbara)",45,3,0.47,,,https://app.dimensions.ai/details/publication/pub.1025474707,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
89,100,pub.1042809166,10.1007/978-94-017-1158-6_11,,,Food acquisition by competing surfperch on a patchy environmental gradient,Developments in environmental biology of fishes,Contemporary studies on fish feeding: the proceedings of GUTSHOP ’84,,1986,1986,7,,135-146,Closed,Chapter,"Holbrook, Sally J.; Schmitt, Russell J.",,"Holbrook, Sally J. (University of California, Santa Barbara); Schmitt, Russell J. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1042809166,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
90,200,pub.1069501044,10.2307/1445252,,,Age-Related Dietary Patterns of Sympatric Adult Surfperch,Copeia,,,1985-12-10,1985,1985,4,986,Closed,Article,"Holbrook, Sally J.; Schmitt, Russell J.; Coyer, James A.",,"Holbrook, Sally J. (); Schmitt, Russell J. (); Coyer, James A. ()",11,1,,,,https://app.dimensions.ai/details/publication/pub.1069501044,0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences; 0608 Zoology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences,0608 Zoology,
91,100,pub.1029765270,10.1016/0022-0981(85)90162-5,,,Patch selection by juvenile black surfperch (Embiotocidae) under variable risk: Interactive influence of food quality and structural complexity,Journal of Experimental Marine Biology and Ecology,,,1985-02,1985,85,3,269-285,Closed,Article,"Schmitt, Russell J.; Holbrook, Sally J.",,"Schmitt, Russell J. (University of California, Santa Barbara); Holbrook, Sally J. (University of California, Santa Barbara)",59,3,,,,https://app.dimensions.ai/details/publication/pub.1029765270,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
92,400,pub.1034049237,10.1007/bf00379778,28311159,,"Gape-limitation, foraging tactics and prey size selectivity of two microcarnivorous species of fish",Oecologia,,,1984-07,1984,63,1,6-12,Closed,Article,"Schmitt, Russell J.; Holbrook, Sally J.","Schmitt, Russell J.","Schmitt, Russell J. (University of California, Santa Barbara); Holbrook, Sally J. (University of California, Santa Barbara)",70,8,0.73,,,https://app.dimensions.ai/details/publication/pub.1034049237,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
93,100,pub.1004042848,10.1016/0022-0981(84)90029-7,,,Experimental analyses of patch selection by foraging black surfperch (Embiotoca jacksoni Agazzi),Journal of Experimental Marine Biology and Ecology,,,1984-07,1984,79,1,39-64,Closed,Article,"Holbrook, Sally J.; Schmitt, Russell J.",,"Holbrook, Sally J. (University of California, Santa Barbara); Schmitt, Russell J. (University of California, Santa Barbara)",34,2,,,,https://app.dimensions.ai/details/publication/pub.1004042848,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
94,400,pub.1003498727,10.1007/bf00385243,28310342,,Variation in surfperch diets between allopatry and sympatry: circumstantial evidence for competition,Oecologia,,,1983-06,1983,58,3,402-410,Closed,Article,"Schmitt, Russell J.; Coyer, James A.","Schmitt, Russell J.","Schmitt, Russell J. (University of California, Santa Barbara); Coyer, James A. ()",24,3,0.42,,,https://app.dimensions.ai/details/publication/pub.1003498727,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
95,100,pub.1034586540,10.1016/0022-0981(83)90074-6,,,"Mechanisms and consequences of shell fouling in the kelp snail, Norrisia norrisi (Sowerby) (Trochidae): Indirect effects of octopus drilling",Journal of Experimental Marine Biology and Ecology,,,1983-06,1983,69,3,267-281,"All OA; Green, Accepted & Submitted",Article,"Schmitt, Russell J.; Osenberg, Craig W.; Bercovitch, Marc G.",,"Schmitt, Russell J. (University of California, Santa Barbara); Osenberg, Craig W. (University of California, Santa Barbara); Bercovitch, Marc G. (University of California, Santa Barbara)",23,2,,,http://zoo.ufl.edu/osenberg/papers/1983norrisia.pdf,https://app.dimensions.ai/details/publication/pub.1034586540,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
96,400,pub.1008781002,10.1007/bf00376925,28309978,,The foraging ecology of sympatric marine fish in the genus Embiotoca (Embiotocidae): Importance of foraging behavior in prey size selection,Oecologia,,,1982-12,1982,55,3,369-378,Closed,Article,"Schmitt, R. J.; Coyer, J. A.","Schmitt, R. J.","Schmitt, R. J. (University of California, Santa Barbara); Coyer, J. A. ()",47,3,0.44,,,https://app.dimensions.ai/details/publication/pub.1008781002,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
97,100,pub.1043077656,10.1016/0022-0981(81)90160-x,,,Contrsating anti-predator defenses of sympatric marine gastropods (family Trochidae),Journal of Experimental Marine Biology and Ecology,,,1981-10,1981,54,3,251-263,Closed,Article,"Schmitt, Russell J.",,"Schmitt, Russell J. (University of California Los Angeles)",25,1,,,,https://app.dimensions.ai/details/publication/pub.1043077656,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
