,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is David L Valentine. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
52,100,pub.1024303044,10.1002/9781118010549.ch5,,,Biodiversity and Biogeography of Phages in Modern Stromatolites and Thrombolites,,Handbook of Molecular Microbial Ecology II,,2011-09-16,2011,,,37-44,Closed,Chapter,"Desnues, Christelle; Rodriguez‐Brito, Beltran; Rayhawk, Steve; Kelley, Scott; Tran, Tuong; Haynes, Matthew; Liu, Hong; Furlan, Mike; Wegley, Linda; Chau, Betty; Ruan, Yijun; Hall, Dana; Angly, Florent E.; Edwards, Robert A.; Li, Linlin; Thurber, Rebecca Vega; Reid, R. Pamela; Siefert, Janet; Souza, Valeria; Valentine, David L.; Swan, Brandon K.; Breitbart, Mya; Rohwer, Forest",,"Desnues, Christelle (San Diego State University); Rodriguez‐Brito, Beltran (San Diego State University); Rayhawk, Steve (San Diego State University); Kelley, Scott (San Diego State University); Tran, Tuong (San Diego State University); Haynes, Matthew (San Diego State University); Liu, Hong (San Diego State University); Furlan, Mike (San Diego State University); Wegley, Linda (San Diego State University); Chau, Betty (San Diego State University); Ruan, Yijun (Genome Institute of Singapore); Hall, Dana (San Diego State University); Angly, Florent E. (San Diego State University); Edwards, Robert A. (San Diego State University; Argonne National Laboratory); Li, Linlin (San Diego State University); Thurber, Rebecca Vega (San Diego State University; Florida International University); Reid, R. Pamela (University of Miami); Siefert, Janet (Rice University); Souza, Valeria (National Autonomous University of Mexico); Valentine, David L. (University of California, Santa Barbara); Swan, Brandon K. (University of California, Santa Barbara); Breitbart, Mya (University of South Florida); Rohwer, Forest (San Diego State University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1024303044,,,,,,
53,100,pub.1026487855,10.1016/j.orggeochem.2011.03.029,,,Biodegradation preference for isomers of alkylated naphthalenes and benzothiophenes in marine sediment contaminated with crude oil,Organic Geochemistry,,,2011-07,2011,42,6,630-639,Closed,Article,"Wardlaw, George D.; Nelson, Robert K.; Reddy, Christopher M.; Valentine, David L.","Valentine, David L.","Wardlaw, George D. (University of California, Santa Barbara); Nelson, Robert K. (Woods Hole Oceanographic Institution); Reddy, Christopher M. (Woods Hole Oceanographic Institution); Valentine, David L. (University of California, Santa Barbara)",17,1,,1.73,,https://app.dimensions.ai/details/publication/pub.1026487855,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
54,100,pub.1024796129,10.4319/lom.2011.9.245,,,A method for measuring methane oxidation rates using lowlevels of 14C‐labeled methane and accelerator mass spectrometry,Limnology and Oceanography Methods,,,2011-06,2011,9,6,245-260,All OA; Gold,Article,"Pack, Mary A.; Heintz, Monica B.; Reeburgh, William S.; Trumbore, Susan E.; Valentine, David L.; Xu, Xiaomei; Druffel, Ellen R. M.",,"Pack, Mary A. (University of California, Irvine); Heintz, Monica B. (University of California, Santa Barbara); Reeburgh, William S. (University of California, Irvine); Trumbore, Susan E. (University of California, Irvine); Valentine, David L. (University of California, Santa Barbara); Xu, Xiaomei (University of California, Irvine); Druffel, Ellen R. M. (University of California, Irvine)",18,1,,,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lom.2011.9.245,https://app.dimensions.ai/details/publication/pub.1024796129,04 Earth Sciences; 06 Biological Sciences,04 Earth Sciences,06 Biological Sciences,,,
55,100,pub.1062464563,10.1126/science.1203428,,,Response to Comment on “A Persistent Oxygen Anomaly Reveals the Fate of Spilled Methane in the Deep Gulf of Mexico”,Science,,,2011-05-27,2011,332,6033,1033-1033,All OA; Gold,Article,"Kessler, John D.; Valentine, David L.; Redmond, Molly C.; Du, Mengran",,"Kessler, John D. (Texas A&M University); Valentine, David L. (University of California, Santa Barbara); Redmond, Molly C. (University of California, Santa Barbara); Du, Mengran (Texas A&M University; Ocean University of China)",12,2,,3.26,http://science.sciencemag.org/content/332/6033/1033.4.full.pdf,https://app.dimensions.ai/details/publication/pub.1062464563,0914 Resources Engineering and Extractive Metallurgy; 09 Engineering,0914 Resources Engineering and Extractive Metallurgy,09 Engineering,,,
56,100,pub.1042624818,10.1016/j.gca.2011.02.001,,,Anaerobic propane oxidation in marine hydrocarbon seep sediments,Geochimica et Cosmochimica Acta,,,2011-04,2011,75,8,2159-2169,Closed,Article,"Quistad, Steven D.; Valentine, David L.","Valentine, David L.","Quistad, Steven D. (University of California, Santa Barbara); Valentine, David L. (University of California, Santa Barbara)",16,1,,1.89,,https://app.dimensions.ai/details/publication/pub.1042624818,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
57,400,pub.1055502575,10.1021/es103838p,21265576,,Fate of dispersants associated with the deepwater horizon oil spill.,Environmental Science & Technology,,"Biodegradation, Environmental; Dioctyl Sulfosuccinic Acid; Gulf of Mexico; Hydrocarbons; Petroleum Pollution; Surface-Active Agents; Tandem Mass Spectrometry; Water Movements; Water Pollutants, Chemical",2011-02-15,2011,45,4,1298-306,"All OA; Green, Accepted & Submitted",Article,"Kujawinski, Elizabeth B; Kido Soule, Melissa C; Valentine, David L; Boysen, Angela K; Longnecker, Krista; Redmond, Molly C",,"Kujawinski, Elizabeth B (Woods Hole Oceanographic Institution); Kido Soule, Melissa C (); Valentine, David L (); Boysen, Angela K (); Longnecker, Krista (); Redmond, Molly C ()",430,137,12,65.08,http://darchive.mblwhoilibrary.org/bitstream/1912/4332/1/2011%2001-05%20revised%20submission%20to%20ESnT.pdf,https://app.dimensions.ai/details/publication/pub.1055502575,03 Chemical Sciences; 0301 Analytical Chemistry,03 Chemical Sciences,0301 Analytical Chemistry,,,
58,400,pub.1062463070,10.1126/science.1199697,21212320,,A Persistent Oxygen Anomaly Reveals the Fate of Spilled Methane in the Deep Gulf of Mexico,Science,,"Atlantic Ocean; Bacteria; Biodegradation, Environmental; Environmental Pollution; Hydrocarbons; Methane; Molecular Sequence Data; Oxidation-Reduction; Oxygen; Oxygen Consumption; Petroleum; Phylogeny; Seawater",2011-01-21,2011,331,6015,312-315,"All OA; Green, Accepted & Submitted",Article,"Kessler, John D.; Valentine, David L.; Redmond, Molly C.; Du, Mengran; Chan, Eric W.; Mendes, Stephanie D.; Quiroz, Erik W.; Villanueva, Christie J.; Shusta, Stephani S.; Werra, Lindsay M.; Yvon-Lewis, Shari A.; Weber, Thomas C.",,"Kessler, John D. (Texas A&M University); Valentine, David L. (University of California, Santa Barbara); Redmond, Molly C. (University of California, Santa Barbara); Du, Mengran (Texas A&M University); Chan, Eric W. (Texas A&M University); Mendes, Stephanie D. (University of California, Santa Barbara); Quiroz, Erik W. (Texas A&M University); Villanueva, Christie J. (University of California, Santa Barbara); Shusta, Stephani S. (University of California, Santa Barbara); Werra, Lindsay M. (University of California, Santa Barbara); Yvon-Lewis, Shari A. (Texas A&M University); Weber, Thomas C. (University of New Hampshire)",292,39,6.12,31.7,http://www.netl.doe.gov/technologies/oil-gas/publications/Hydrates/2010Reports/NT0005667_Kessler_Valentine_et_al_2011_SciXpress1.pdf,https://app.dimensions.ai/details/publication/pub.1062463070,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
59,400,pub.1019268869,10.1146/annurev-marine-120709-142734,21329202,,Emerging Topics in Marine Methane Biogeochemistry,Annual Review of Marine Science,,Ecosystem; Euryarchaeota; Geological Phenomena; Methane; Oceans and Seas,2011-01-15,2011,3,1,147-171,Closed,Article,"Valentine, David L",,"Valentine, David L (University of California, Santa Barbara)",87,23,0.99,9.41,,https://app.dimensions.ai/details/publication/pub.1019268869,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
60,100,pub.1009157325,10.1016/j.orggeochem.2010.09.011,,,D/H variation in terrestrial lipids from Santa Barbara Basin over the past 1400years: A preliminary assessment of paleoclimatic relevance,Organic Geochemistry,,,2011-01,2011,42,1,15-24,Closed,Article,"Li, Chao; Sessions, Alex L.; Valentine, David L.; Thiagarajan, Nivedita","Li, Chao","Li, Chao (California Institute of Technology); Sessions, Alex L. (California Institute of Technology); Valentine, David L. (University of California System); Thiagarajan, Nivedita (California Institute of Technology)",16,3,,1.89,,https://app.dimensions.ai/details/publication/pub.1009157325,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
61,400,pub.1013080003,10.1126/science.1196830,20847236,,Propane Respiration Jump-Starts Microbial Response to a Deep Oil Spill,Science,,"Biodegradation, Environmental; Environmental Pollution; Ethane; Gammaproteobacteria; Hydrocarbons; Methane; Molecular Sequence Data; Oxidation-Reduction; Oxygen; Oxygen Consumption; Petroleum; Propane; Seawater; Water Pollutants, Chemical",2010-10-08,2010,330,6001,208-211,Closed,Article,"Valentine, David L.; Kessler, John D.; Redmond, Molly C.; Mendes, Stephanie D.; Heintz, Monica B.; Farwell, Christopher; Hu, Lei; Kinnaman, Franklin S.; Yvon-Lewis, Shari; Du, Mengran; Chan, Eric W.; Tigreros, Fenix Garcia; Villanueva, Christie J.",,"Valentine, David L. (University of California, Santa Barbara); Kessler, John D. (Texas A&M University); Redmond, Molly C. (University of California, Santa Barbara); Mendes, Stephanie D. (University of California, Santa Barbara); Heintz, Monica B. (University of California, Santa Barbara); Farwell, Christopher (University of California, Santa Barbara); Hu, Lei (Texas A&M University); Kinnaman, Franklin S. (University of California, Santa Barbara); Yvon-Lewis, Shari (Texas A&M University); Du, Mengran (Texas A&M University); Chan, Eric W. (Texas A&M University); Tigreros, Fenix Garcia (Texas A&M University); Villanueva, Christie J. (University of California, Santa Barbara)",275,47,7.37,31.08,,https://app.dimensions.ai/details/publication/pub.1013080003,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
62,400,pub.1049329083,10.1128/aem.00271-10,20675448,PMC2950463,"Identification of Novel Methane-, Ethane-, and Propane-Oxidizing Bacteria at Marine Hydrocarbon Seeps by Stable Isotope Probing ▿ †",Applied and Environmental Microbiology,,"Bacteria; Biodiversity; California; Carbon Isotopes; Cluster Analysis; DNA, Bacterial; DNA, Ribosomal; Ethane; Fatty Acids; Geologic Sediments; Metagenome; Methane; Molecular Sequence Data; Oxidation-Reduction; Phylogeny; Propane; RNA, Ribosomal, 16S; Sequence Analysis, DNA; Staining and Labeling",2010-10-01,2010,76,19,6412-6422,All OA; Gold,Article,"Redmond, Molly C.; Valentine, David L.; Sessions, Alex L.",,"Redmond, Molly C. (University of California, Santa Barbara); Valentine, David L. (University of California, Santa Barbara); Sessions, Alex L. (California Institute of Technology)",81,12,2.4,7.69,https://aem.asm.org/content/76/19/6412.full.pdf,https://app.dimensions.ai/details/publication/pub.1049329083,0605 Microbiology; 0604 Genetics; 06 Biological Sciences,0605 Microbiology,0604 Genetics,06 Biological Sciences,,
63,100,pub.1044899515,10.1007/s00367-010-0185-z,,,"Compositional variability and air-sea flux of ethane and propane in the plume of a large, marine seep field near Coal Oil Point, CA",Geo-Marine Letters,,,2010-06,2010,30,3-4,367-378,All OA; Gold,Article,"Mau, Susan; Heintz, Monica B.; Kinnaman, Franklin S.; Valentine, David L.","Mau, Susan","Mau, Susan (University of California, Santa Barbara; Max Planck Institute for Marine Microbiology); Heintz, Monica B. (University of California, Santa Barbara); Kinnaman, Franklin S. (University of California, Santa Barbara); Valentine, David L. (University of California, Santa Barbara)",7,1,,0.67,https://doi.org/10.1007/s00367-010-0185-z,https://app.dimensions.ai/details/publication/pub.1044899515,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
64,100,pub.1010183178,10.1007/s00367-010-0184-0,,,Gas flux and carbonate occurrence at a shallow seep of thermogenic natural gas,Geo-Marine Letters,,,2010-06,2010,30,3-4,355-365,All OA; Gold,Article,"Kinnaman, Franklin S.; Kimball, Justine B.; Busso, Luis; Birgel, Daniel; Ding, Haibing; Hinrichs, Kai-Uwe; Valentine, David L.","Valentine, David L.","Kinnaman, Franklin S. (University of California, Santa Barbara); Kimball, Justine B. (University of California, Santa Barbara; Stanford University); Busso, Luis (University of California, Santa Barbara); Birgel, Daniel (University of Bremen); Ding, Haibing (University of California, Santa Barbara); Hinrichs, Kai-Uwe (University of Bremen); Valentine, David L. (University of California, Santa Barbara)",20,3,,2.08,https://doi.org/10.1007/s00367-010-0184-0,https://app.dimensions.ai/details/publication/pub.1010183178,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
65,200,pub.1071156901,10.3354/ame01406,,,Periodic sulfide irruptions impact microbial community structure and diversity in the water column of a hypersaline lake,Aquatic Microbial Ecology,,,2010-05-04,2010,60,1,97-108,All OA; Gold,Article,"Swan, BK; Reifel, KM; Valentine, DL",,"Swan, BK (); Reifel, KM (); Valentine, DL ()",1,0,,0.1,https://www.int-res.com/articles/ame2010/60/a060p097.pdf,https://app.dimensions.ai/details/publication/pub.1071156901,0605 Microbiology; 0602 Ecology; 06 Biological Sciences,0605 Microbiology,0602 Ecology,06 Biological Sciences,,
66,300,pub.1037138528,10.1038/465421a,20495546,,Measure methane to quantify the oil spill,Nature,,Disasters; Ecosystem; Environmental Monitoring; Gases; Methane; Mexico; Oceans and Seas; Petroleum; Seawater,2010-05,2010,465,7297,421-421,Closed,Article,"Valentine, David",,"Valentine, David (University of California, Santa Barbara)",5,0,0.14,,,https://app.dimensions.ai/details/publication/pub.1037138528,,,,,,
67,100,pub.1005557281,10.1038/ngeo848,,,Asphalt volcanoes as a potential source of methane to late Pleistocene coastal waters,Nature Geoscience,,,2010-05,2010,3,5,345-348,Closed,Article,"Valentine, David L.; Reddy, Christopher M.; Farwell, Christopher; Hill, Tessa M.; Pizarro, Oscar; Yoerger, Dana R.; Camilli, Richard; Nelson, Robert K.; Peacock, Emily E.; Bagby, Sarah C.; Clarke, Brian A.; Roman, Christopher N.; Soloway, Morgan","Valentine, David L.","Valentine, David L. (University of California, Santa Barbara); Reddy, Christopher M. (Woods Hole Oceanographic Institution); Farwell, Christopher (University of California, Santa Barbara); Hill, Tessa M. (); Pizarro, Oscar (University of Sydney); Yoerger, Dana R. (Woods Hole Oceanographic Institution); Camilli, Richard (Woods Hole Oceanographic Institution); Nelson, Robert K. (Woods Hole Oceanographic Institution); Peacock, Emily E. (Woods Hole Oceanographic Institution); Bagby, Sarah C. (University of California, Santa Barbara); Clarke, Brian A. (University of California, Santa Barbara); Roman, Christopher N. (University of Rhode Island); Soloway, Morgan (University of California, Santa Barbara)",35,6,,3.49,,https://app.dimensions.ai/details/publication/pub.1005557281,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
68,400,pub.1046109103,10.1128/aem.02409-09,19948847,PMC2812989,"Archaeal and Bacterial Communities Respond Differently to Environmental Gradients in Anoxic Sediments of a California Hypersaline Lake, the Salton Sea ▿",Applied and Environmental Microbiology,,"Anaerobiosis; Archaea; Bacteria; Biodiversity; California; Crenarchaeota; DNA, Archaeal; Ecosystem; Euryarchaeota; Genes, Archaeal; Genes, rRNA; Genetic Variation; Geologic Sediments; Molecular Sequence Data; Phylogeny; Polymorphism, Restriction Fragment Length; RNA, Ribosomal, 16S; Salinity; Seawater; Sequence Analysis, DNA; Water Microbiology",2010-02-01,2010,76,3,757-768,All OA; Gold,Article,"Swan, Brandon K.; Ehrhardt, Christopher J.; Reifel, Kristen M.; Moreno, Lilliana I.; Valentine, David L.",,"Swan, Brandon K. (University of California, Santa Barbara); Ehrhardt, Christopher J. (University of California, Santa Barbara); Reifel, Kristen M. (University of Southern California); Moreno, Lilliana I. (Florida International University); Valentine, David L. (University of California, Santa Barbara)",73,17,2.13,8.25,https://aem.asm.org/content/76/3/757.full.pdf,https://app.dimensions.ai/details/publication/pub.1046109103,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
69,100,pub.1019456055,10.1002/9780470015902.a0000444.pub2,,,Diversity of Archaea,,Encyclopedia of Life Sciences,,2009-09-15,2009,,,,Closed,Chapter,"Swan, Brandon K; Valentine, David L",,"Swan, Brandon K (University of California, Santa Barbara); Valentine, David L (University of California, Santa Barbara)",4,2,,0.42,,https://app.dimensions.ai/details/publication/pub.1019456055,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
70,200,pub.1011142750,10.1073/pnas.0906428106,19666618,PMC2722354,Isotopic remembrance of metabolism past,Proceedings of the National Academy of Sciences,,Carbon; Deuterium; Hydrogen; Lipids; Proteobacteria,2009-08-04,2009,106,31,12565-12566,All OA; Gold,Article,"Valentine, David L.",,"Valentine, David L. (University of California, Santa Barbara)",10,2,0.33,,http://www.pnas.org/content/106/31/12565.full.pdf,https://app.dimensions.ai/details/publication/pub.1011142750,,,,,,
71,100,pub.1008848730,10.1016/j.gca.2009.05.056,,,Hydrogen-isotopic variability in lipids from Santa Barbara Basin sediments,Geochimica et Cosmochimica Acta,,,2009-08,2009,73,16,4803-4823,Closed,Article,"Li, Chao; Sessions, Alex L.; Kinnaman, Franklin S.; Valentine, David L.","Sessions, Alex L.","Li, Chao (California Institute of Technology); Sessions, Alex L. (California Institute of Technology); Kinnaman, Franklin S. (University of California, Santa Barbara); Valentine, David L. (University of California, Santa Barbara)",52,10,,6.97,,https://app.dimensions.ai/details/publication/pub.1008848730,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
72,400,pub.1034020953,10.1021/es802586g,19544852,,"Weathering and the fallout plume of heavy oil from strong petroleum seeps near Coal Oil Point, CA.",Environmental Science & Technology,,"Biomarkers; California; Chromatography, Gas; Coal; Geologic Sediments; Hydrocarbons; Mass Spectrometry; Oils; Petroleum; Seawater; Water Pollutants, Chemical; Weather",2009-05-15,2009,43,10,3542-8,Closed,Article,"Farwell, Christopher; Reddy, Christopher M; Peacock, Emily; Nelson, Robert K; Washburn, Libe; Valentine, David L",,"Farwell, Christopher (University of California, Santa Barbara); Reddy, Christopher M (); Peacock, Emily (); Nelson, Robert K (); Washburn, Libe (); Valentine, David L ()",42,7,0.88,4.16,,https://app.dimensions.ai/details/publication/pub.1034020953,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
73,100,pub.1030778202,10.1016/j.gca.2009.02.034,,,Hydrogen isotopic fractionation in lipid biosynthesis by H2-consuming Desulfobacterium autotrophicum,Geochimica et Cosmochimica Acta,,,2009-05,2009,73,10,2744-2757,Closed,Article,"Campbell, Brian J.; Li, Chao; Sessions, Alex L.; Valentine, David L.","Valentine, David L.","Campbell, Brian J. (University of California, Santa Barbara); Li, Chao (California Institute of Technology); Sessions, Alex L. (California Institute of Technology); Valentine, David L. (University of California, Santa Barbara)",36,5,,4.41,,https://app.dimensions.ai/details/publication/pub.1030778202,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
74,100,pub.1019560933,10.1016/b978-012373944-5.00273-x,,,Stable Isotopes in Microbial Ecology,,Encyclopedia of Microbiology,,2009,2009,,FEMS Microbiology Ecology402002,281-285,Closed,Chapter,"Redmond, M.C.; Valentine, D.L.",,"Redmond, M.C. (University of California, Santa Barbara); Valentine, D.L. (University of California, Santa Barbara)",1,0,,0.1,,https://app.dimensions.ai/details/publication/pub.1019560933,0605 Microbiology; 04 Earth Sciences; 06 Biological Sciences; 0402 Geochemistry,0605 Microbiology,04 Earth Sciences,06 Biological Sciences,0402 Geochemistry,
75,100,pub.1051950960,10.1029/2008jc004822,,,"A survey of methane isotope abundance (14C, 13C, 2H) from five nearshore marine basins that reveals unusual radiocarbon levels in subsurface waters",Journal of Geophysical Research,,,2008-12,2008,113,C12,,All OA; Gold,Article,"Kessler, J. D.; Reeburgh, W. S.; Valentine, D. L.; Kinnaman, F. S.; Peltzer, E. T.; Brewer, P. G.; Southon, J.; Tyler, S. C.",,"Kessler, J. D. (Texas A&M University; University of California, Irvine); Reeburgh, W. S. (University of California, Irvine); Valentine, D. L. (University of California, Santa Barbara); Kinnaman, F. S. (University of California, Santa Barbara); Peltzer, E. T. (Monterey Bay Aquarium Research Institute); Brewer, P. G. (Monterey Bay Aquarium Research Institute); Southon, J. (University of California, Irvine); Tyler, S. C. (University of California, Irvine)",23,7,,1.8,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2008JC004822,https://app.dimensions.ai/details/publication/pub.1051950960,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
76,400,pub.1034732997,10.1021/es8013908,18939542,,Disentangling oil weathering at a marine seep using GC x GC: broad metabolic specificity accompanies subsurface petroleum biodegradation.,Environmental Science & Technology,,"Air; Anaerobiosis; Biodegradation, Environmental; Chromatography, Gas; Flame Ionization; Hydrocarbons; Oils; Petroleum; Seawater; Volatilization; Water; Weather",2008-10,2008,42,19,7166-73,All OA; Gold,Article,"Wardlaw, George D; Arey, J Samuel; Reddy, Christopher M; Nelson, Robert K; Ventura, G Todd; Valentine, David L",,"Wardlaw, George D (University of California, Santa Barbara); Arey, J Samuel (); Reddy, Christopher M (); Nelson, Robert K (); Ventura, G Todd (); Valentine, David L ()",50,1,1.35,5.48,https://doi.org/10.1021/es8013908,https://app.dimensions.ai/details/publication/pub.1034732997,04 Earth Sciences; 03 Chemical Sciences; 0301 Analytical Chemistry; 0402 Geochemistry,04 Earth Sciences,03 Chemical Sciences,0301 Analytical Chemistry,0402 Geochemistry,
77,100,pub.1034959573,10.1038/nature07346,,,Erratum: Functional metagenomic profiling of nine biomes,Nature,,,2008-10,2008,455,7214,830-830,All OA; Gold,Article,"Dinsdale, Elizabeth A.; Edwards, Robert A.; Hall, Dana; Angly, Florent; Breitbart, Mya; Brulc, Jennifer M.; Furlan, Mike; Desnues, Christelle; Haynes, Matthew; Li, Linlin; McDaniel, Lauren; Moran, Mary Ann; Nelson, Karen E.; Nilsson, Christina; Olson, Robert; Paul, John; Brito, Beltran Rodriguez; Ruan, Yijun; Swan, Brandon K.; Stevens, Rick; Valentine, David L.; Thurber, Rebecca Vega; Wegley, Linda; White, Bryan A.; Rohwer, Forest",,"Dinsdale, Elizabeth A. (); Edwards, Robert A. (); Hall, Dana (); Angly, Florent (); Breitbart, Mya (); Brulc, Jennifer M. (); Furlan, Mike (); Desnues, Christelle (); Haynes, Matthew (); Li, Linlin (); McDaniel, Lauren (); Moran, Mary Ann (); Nelson, Karen E. (); Nilsson, Christina (); Olson, Robert (); Paul, John (); Brito, Beltran Rodriguez (); Ruan, Yijun (); Swan, Brandon K. (); Stevens, Rick (); Valentine, David L. (); Thurber, Rebecca Vega (); Wegley, Linda (); White, Bryan A. (); Rohwer, Forest ()",18,2,,1.55,https://www.nature.com/articles/nature07346.pdf,https://app.dimensions.ai/details/publication/pub.1034959573,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
78,100,pub.1039494905,10.1016/j.orggeochem.2007.11.001,,,D/H ratios of fatty acids from marine particulate organic matter in the California Borderland Basins,Organic Geochemistry,,,2008-05,2008,39,5,485-500,"All OA; Green, Accepted & Submitted",Article,"Jones, Ashley A.; Sessions, Alex L.; Campbell, Brian J.; Li, Chao; Valentine, David L.","Sessions, Alex L.","Jones, Ashley A. (California Institute of Technology); Sessions, Alex L. (California Institute of Technology); Campbell, Brian J. (University of California, Santa Barbara); Li, Chao (California Institute of Technology); Valentine, David L. (University of California, Santa Barbara)",27,4,,2.48,https://authors.library.caltech.edu/18940/2/mmc1.pdf,https://app.dimensions.ai/details/publication/pub.1039494905,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
79,400,pub.1047805213,10.1038/nature06810,18337718,,Functional metagenomic profiling of nine biomes,Nature,,"Animals; Anthozoa; Archaea; Bacteria; Chemotaxis; Computational Biology; Culicidae; Ecosystem; Fishes; Fresh Water; Gene Expression Profiling; Genome, Archaeal; Genome, Bacterial; Genome, Viral; Genomics; Microbiology; Seawater; Viruses",2008-04,2008,452,7187,629-632,Closed,Article,"Dinsdale, Elizabeth A.; Edwards, Robert A.; Hall, Dana; Angly, Florent; Breitbart, Mya; Brulc, Jennifer M.; Furlan, Mike; Desnues, Christelle; Haynes, Matthew; Li, Linlin; McDaniel, Lauren; Moran, Mary Ann; Nelson, Karen E.; Nilsson, Christina; Olson, Robert; Paul, John; Brito, Beltran Rodriguez; Ruan, Yijun; Swan, Brandon K.; Stevens, Rick; Valentine, David L.; Thurber, Rebecca Vega; Wegley, Linda; White, Bryan A.; Rohwer, Forest","Dinsdale, Elizabeth A.","Dinsdale, Elizabeth A. (Flinders University); Edwards, Robert A. (Argonne National Laboratory); Hall, Dana (); Angly, Florent (San Diego State University); Breitbart, Mya (University of South Florida); Brulc, Jennifer M. (); Furlan, Mike (); Desnues, Christelle (Aix-Marseille University); Haynes, Matthew (); Li, Linlin (); McDaniel, Lauren (University of South Florida); Moran, Mary Ann (University of Georgia); Nelson, Karen E. (J. Craig Venter Institute); Nilsson, Christina (Genome Institute of Singapore); Olson, Robert (Argonne National Laboratory); Paul, John (University of South Florida); Brito, Beltran Rodriguez (San Diego State University); Ruan, Yijun (Genome Institute of Singapore); Swan, Brandon K. (University of California, Santa Barbara); Stevens, Rick (Argonne National Laboratory); Valentine, David L. (University of California, Santa Barbara); Thurber, Rebecca Vega (); Wegley, Linda (); White, Bryan A. (University of Illinois at Urbana Champaign); Rohwer, Forest ()",643,65,15.18,71.47,,https://app.dimensions.ai/details/publication/pub.1047805213,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
