,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is David A Siegel. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
61,300,pub.1002726811,10.1038/466569a,20671698,,Century of phytoplankton change,Nature,,"Biomass; Chlorophyll; Ecosystem; Global Warming; History, 19th Century; History, 20th Century; Marine Biology; Oceans and Seas; Phytoplankton; Population Density; Seawater",2010-07,2010,466,7306,569-571,Closed,Article,"Siegel, David A.; Franz, Bryan A.",,"Siegel, David A. (University of California, Santa Barbara); Franz, Bryan A. (Goddard Space Flight Center)",22,0,0.29,2.1,,https://app.dimensions.ai/details/publication/pub.1002726811,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
62,100,pub.1006749797,10.5194/bgd-7-4295-2010,,,Global variability of phytoplankton functional types from space: assessment via the particle size distribution,Biogeosciences Discussions,,,2010-06-08,2010,7,3,4295-4340,All OA; Gold,Article,"Kostadinov, T. S.; Siegel, D. A.; Maritorena, S.",,"Kostadinov, T. S. (University of California, Santa Barbara); Siegel, D. A. (University of California, Santa Barbara); Maritorena, S. (University of California, Santa Barbara)",11,1,,0.96,https://doi.org/10.5194/bgd-7-4295-2010,https://app.dimensions.ai/details/publication/pub.1006749797,0601 Biochemistry and Cell Biology; 04 Earth Sciences; 0499 Other Earth Sciences; 06 Biological Sciences,0601 Biochemistry and Cell Biology,04 Earth Sciences,0499 Other Earth Sciences,06 Biological Sciences,
63,400,pub.1041977925,10.1098/rspb.2009.2214,20133354,PMC2871860,Ocean currents help explain population genetic structure,Proceedings of The Royal Society B Biological Sciences,,"Animals; Ecosystem; Genetics, Population; Larva; Marine Biology; Oceanography; Oceans and Seas; Population Dynamics; Snails; Water Movements",2010-06-07,2010,277,1688,1685-1694,All OA; Gold,Article,"White, Crow; Selkoe, Kimberly A.; Watson, James; Siegel, David A.; Zacherl, Danielle C.; Toonen, Robert J.",,"White, Crow (University of California, Santa Barbara); Selkoe, Kimberly A. (University of Hawaii at Manoa); Watson, James (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara); Zacherl, Danielle C. (California State University, Fullerton); Toonen, Robert J. (University of Hawaii at Manoa)",286,64,6.39,24.74,http://rspb.royalsocietypublishing.org/content/277/1688/1685.full.pdf,https://app.dimensions.ai/details/publication/pub.1041977925,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
64,100,pub.1031776354,10.1016/j.marchem.2009.12.002,,,Meridional variability in dissolved organic matter stocks and diagenetic state within the euphotic and mesopelagic zone of the North Atlantic subtropical gyre,Marine Chemistry,,,2010-04,2010,119,1-4,9-21,Closed,Article,"Goldberg, Stuart J.; Carlson, Craig A.; Bock, Brandon; Nelson, Norm B.; Siegel, David A.","Goldberg, Stuart J.","Goldberg, Stuart J. (University of California, Santa Barbara; Scripps Institution of Oceanography); Carlson, Craig A. (University of California, Santa Barbara); Bock, Brandon (University of California, Santa Barbara); Nelson, Norm B. (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara)",16,3,,1.53,,https://app.dimensions.ai/details/publication/pub.1031776354,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
65,200,pub.1071168563,10.3354/meps08467,,,Scaling giant kelp field measurements to regional scales using satellite observations,Marine Ecology Progress Series,,,2010-03-22,2010,403,,13-27,All OA; Gold,Article,"Cavanaugh, KC; Siegel, DA; Kinlan, BP; Reed, DC",,"Cavanaugh, KC (); Siegel, DA (); Kinlan, BP (); Reed, DC ()",35,8,,4.07,https://www.int-res.com/articles/meps_oa/m403p013.pdf,https://app.dimensions.ai/details/publication/pub.1071168563,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
66,400,pub.1006960171,10.1111/j.1461-0248.2009.01427.x,20455921,PMC2847191,Turbulent dispersal promotes species coexistence,Ecology Letters,,"Animals; Competitive Behavior; Ecosystem; Fishes; Models, Biological; Models, Statistical; Population Dynamics; Seawater; Water Movements",2010-03,2010,13,3,360-371,"All OA; Green, Published",Article,"Berkley, Heather A.; Kendall, Bruce E.; Mitarai, Satoshi; Siegel, David A.",,"Berkley, Heather A. (University of California, Santa Barbara); Kendall, Bruce E. (University of California, Santa Barbara); Mitarai, Satoshi (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara)",48,13,1.01,5.64,http://europepmc.org/articles/pmc2847191?pdf=render,https://app.dimensions.ai/details/publication/pub.1006960171,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
67,200,pub.1071168444,10.3354/meps08376,,,Realized and potential larval connectivity in the Southern California Bight,Marine Ecology Progress Series,,,2010-02-22,2010,401,,31-48,All OA; Gold,Article,"Watson, JR; Mitarai, S; Siegel, DA; Caselle, JE; Dong, C; McWilliams, JC",,"Watson, JR (); Mitarai, S (); Siegel, DA (); Caselle, JE (); Dong, C (); McWilliams, JC ()",101,15,,11.75,https://www.int-res.com/articles/meps_oa/m401p031.pdf,https://app.dimensions.ai/details/publication/pub.1071168444,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
68,100,pub.1037313244,10.1029/2009gl042325,,,Tracing global biogeochemical cycles and meridional overturning circulation using chromophoric dissolved organic matter,Geophysical Research Letters,,,2010-02,2010,37,3,n/a-n/a,All OA; Gold,Article,"Nelson, Norman B.; Siegel, David A.; Carlson, Craig A.; Swan, Chantal M.",,"Nelson, Norman B. (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara); Carlson, Craig A. (University of California, Santa Barbara); Swan, Chantal M. (University of California, Santa Barbara)",102,16,,9.75,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2009GL042325,https://app.dimensions.ai/details/publication/pub.1037313244,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
69,100,pub.1034530732,10.1016/j.dsr.2009.09.002,,,Biogeochemical and hydrographic controls on chromophoric dissolved organic matter distribution in the Pacific Ocean,Deep Sea Research Part I Oceanographic Research Papers,,,2009-12,2009,56,12,2175-2192,Closed,Article,"Swan, Chantal M.; Siegel, David A.; Nelson, Norman B.; Carlson, Craig A.; Nasir, Elora","Swan, Chantal M.","Swan, Chantal M. (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara); Nelson, Norman B. (University of California, Santa Barbara); Carlson, Craig A. (University of California, Santa Barbara); Nasir, Elora (University of California, Santa Barbara)",73,5,,5.92,,https://app.dimensions.ai/details/publication/pub.1034530732,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
70,100,pub.1053068870,10.1016/j.dsr.2009.04.001,,,"Thorium-234 as a tracer of spatial, temporal and vertical variability in particle flux in the North Pacific",Deep Sea Research Part I Oceanographic Research Papers,,,2009-07,2009,56,7,1143-1167,"All OA; Green, Accepted & Submitted",Article,"Buesseler, K.O.; Pike, S.; Maiti, K.; Lamborg, C.H.; Siegel, D.A.; Trull, T.W.","Buesseler, K.O.","Buesseler, K.O. (Woods Hole Oceanographic Institution); Pike, S. (Woods Hole Oceanographic Institution); Maiti, K. (Woods Hole Oceanographic Institution); Lamborg, C.H. (Woods Hole Oceanographic Institution); Siegel, D.A. (University of California, Santa Barbara); Trull, T.W. (Antarctic Climate and Ecosystems Cooperative Research Centre)",56,13,,6.33,http://darchive.mblwhoilibrary.org/bitstream/1912/2818/1/VERTIGO%20234Th%20Buesseler%20et%20al%20revised%20Mar%20%2027%2009%20final%20for%20sharing.pdf,https://app.dimensions.ai/details/publication/pub.1053068870,04 Earth Sciences; 0403 Geology; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0405 Oceanography,0402 Geochemistry,
71,100,pub.1008443752,10.5194/bg-6-779-2009,,,Satellite-detected fluorescence reveals global physiology of ocean phytoplankton,Biogeosciences,,,2009-05-08,2009,6,5,779-794,All OA; Gold,Article,"Behrenfeld, M. J.; Westberry, T. K.; Boss, E. S.; O'Malley, R. T.; Siegel, D. A.; Wiggert, J. D.; Franz, B. A.; McClain, C. R.; Feldman, G. C.; Doney, S. C.; Moore, J. K.; Dall'Olmo, G.; Milligan, A. J.; Lima, I.; Mahowald, N.",,"Behrenfeld, M. J. (Oregon State University); Westberry, T. K. (Oregon State University); Boss, E. S. (University of Maine); O'Malley, R. T. (Oregon State University); Siegel, D. A. (); Wiggert, J. D. (); Franz, B. A. (Goddard Space Flight Center); McClain, C. R. (Goddard Space Flight Center); Feldman, G. C. (Goddard Space Flight Center); Doney, S. C. (); Moore, J. K. (University of California, Irvine); Dall'Olmo, G. (Oregon State University); Milligan, A. J. (Oregon State University); Lima, I. (); Mahowald, N. (Cornell University)",155,35,,16.93,https://www.biogeosciences.net/6/779/2009/bg-6-779-2009.pdf,https://app.dimensions.ai/details/publication/pub.1008443752,0607 Plant Biology; 06 Biological Sciences; 04 Earth Sciences; 0405 Oceanography,0607 Plant Biology,06 Biological Sciences,04 Earth Sciences,0405 Oceanography,
72,100,pub.1042256162,10.1016/j.dsr.2008.12.013,,,Temporal dynamics of dissolved combined neutral sugars and the quality of dissolved organic matter in the Northwestern Sargasso Sea,Deep Sea Research Part I Oceanographic Research Papers,,,2009-05,2009,56,5,672-685,Closed,Article,"Goldberg, Stuart J.; Carlson, Craig A.; Hansell, Dennis A.; Nelson, Norm B.; Siegel, David A.","Goldberg, Stuart J.","Goldberg, Stuart J. (University of California, Santa Barbara); Carlson, Craig A. (University of California, Santa Barbara); Hansell, Dennis A. (University of Miami); Nelson, Norm B. (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara)",45,5,,5.09,,https://app.dimensions.ai/details/publication/pub.1042256162,04 Earth Sciences; 0403 Geology; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0405 Oceanography,0402 Geochemistry,
73,100,pub.1032356739,10.1038/ngeo472,,,Rapid downward transport of the neurotoxin domoic acid in coastal waters,Nature Geoscience,,,2009-04,2009,2,4,272-275,Closed,Article,"Sekula-Wood, Emily; Schnetzer, Astrid; Benitez-Nelson, Claudia R.; Anderson, Clarissa; Berelson, William M.; Brzezinski, Mark A.; Burns, Justina M.; Caron, David A.; Cetinic, Ivona; Ferry, John L.; Fitzpatrick, Elizabeth; Jones, Burton H.; Miller, Peter E.; Morton, Steve L.; Schaffner, Rebecca A.; Siegel, David A.; Thunell, Robert","Benitez-Nelson, Claudia R.","Sekula-Wood, Emily (University of South Carolina); Schnetzer, Astrid (University of Southern California); Benitez-Nelson, Claudia R. (University of South Carolina); Anderson, Clarissa (University of California, Santa Cruz); Berelson, William M. (University of Southern California); Brzezinski, Mark A. (University of California, Santa Barbara); Burns, Justina M. (University of South Carolina); Caron, David A. (University of Southern California); Cetinic, Ivona (University of Southern California); Ferry, John L. (University of South Carolina); Fitzpatrick, Elizabeth (University of Southern California); Jones, Burton H. (University of Southern California); Miller, Peter E. (University of California, Santa Cruz); Morton, Steve L. (); Schaffner, Rebecca A. (Southern California Coastal Water Research Project); Siegel, David A. (University of California, Santa Barbara); Thunell, Robert (University of South Carolina)",38,8,,3.22,,https://app.dimensions.ai/details/publication/pub.1032356739,06 Biological Sciences; 04 Earth Sciences; 0602 Ecology; 0405 Oceanography,06 Biological Sciences,04 Earth Sciences,0602 Ecology,0405 Oceanography,
74,100,pub.1021456889,10.1016/j.hal.2008.10.005,,,Empirical models of toxigenic Pseudo-nitzschia blooms: Potential use as a remote detection tool in the Santa Barbara Channel,Harmful Algae,,,2009-02,2009,8,3,478-492,Closed,Article,"Anderson, Clarissa R.; Siegel, David A.; Kudela, Raphael M.; Brzezinski, Mark A.","Anderson, Clarissa R.","Anderson, Clarissa R. (University of California, Santa Cruz); Siegel, David A. (University of California, Santa Barbara); Kudela, Raphael M. (University of California, Santa Cruz); Brzezinski, Mark A. (University of California, Santa Barbara)",43,12,,3.81,,https://app.dimensions.ai/details/publication/pub.1021456889,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
75,100,pub.1018640145,10.1029/2008jc005166,,,Quantifying connectivity in the coastal ocean with application to the Southern California Bight,Journal of Geophysical Research,,,2009,2009,114,C10,,All OA; Gold,Article,"Mitarai, S.; Siegel, D. A.; Watson, J. R.; Dong, C.; McWilliams, J. C.",,"Mitarai, S. (University of California, Santa Barbara); Siegel, D. A. (University of California, Santa Barbara); Watson, J. R. (University of California, Santa Barbara); Dong, C. (University of California Los Angeles); McWilliams, J. C. (University of California Los Angeles)",130,27,,12.82,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2008JC005166,https://app.dimensions.ai/details/publication/pub.1018640145,0602 Ecology; 0405 Oceanography; 06 Biological Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0602 Ecology,0405 Oceanography,06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences
76,100,pub.1016076359,10.1029/2009jc005303,,,Retrieval of the particle size distribution from satellite ocean color observations,Journal of Geophysical Research,,,2009,2009,114,C9,,"All OA; Green, Accepted & Submitted",Article,"Kostadinov, T. S.; Siegel, D. A.; Maritorena, S.",,"Kostadinov, T. S. (University of California, Santa Barbara); Siegel, D. A. (University of California, Santa Barbara); Maritorena, S. (University of California, Santa Barbara)",169,43,,13.72,http://www.icess.ucsb.edu/~davey/MyPapers/2009JC005303.pdf,https://app.dimensions.ai/details/publication/pub.1016076359,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
77,100,pub.1036608947,10.5194/bgd-5-4235-2008,,,Satellite-detected fluorescence reveals global physiology of ocean phytoplankton,Biogeosciences Discussions,,,2008-11-05,2008,5,6,4235-4270,All OA; Gold,Article,"Behrenfeld, M. J.; Westberry, T. K.; Boss, E. S.; O'Malley, R. T.; Siegel, D. A.; Wiggert, J. D.; Franz, B. A.; McClain, C. R.; Feldman, G. C.; Doney, S. C.; Moore, J. K.; Dall'Olmo, G.; Milligan, A. J.; Lima, I.; Mahowald, N.",,"Behrenfeld, M. J. (Oregon State University); Westberry, T. K. (Oregon State University); Boss, E. S. (University of Maine); O'Malley, R. T. (Oregon State University); Siegel, D. A. (University of California, Santa Barbara); Wiggert, J. D. (); Franz, B. A. (Goddard Space Flight Center); McClain, C. R. (Goddard Space Flight Center); Feldman, G. C. (Goddard Space Flight Center); Doney, S. C. (Woods Hole Oceanographic Institution); Moore, J. K. (University of California, Irvine); Dall'Olmo, G. (Oregon State University); Milligan, A. J. (Oregon State University); Lima, I. (Woods Hole Oceanographic Institution); Mahowald, N. (Cornell University)",2,0,,0.16,https://digitalcommons.library.umaine.edu/cgi/viewcontent.cgi?article=1110&context=sms_facpub,https://app.dimensions.ai/details/publication/pub.1036608947,06 Biological Sciences; 04 Earth Sciences; 0602 Ecology; 0405 Oceanography,06 Biological Sciences,04 Earth Sciences,0602 Ecology,0405 Oceanography,
78,400,pub.1019348087,10.1073/pnas.0802544105,18577590,PMC2449349,The stochastic nature of larval connectivity among nearshore marine populations,Proceedings of the National Academy of Sciences,,"Animals; Fishes; Invertebrates; Larva; Life Cycle Stages; Models, Biological; Oceans and Seas; Stochastic Processes; Time Factors",2008-07-01,2008,105,26,8974-8979,All OA; Gold,Article,"Siegel, D. A.; Mitarai, S.; Costello, C. J.; Gaines, S. D.; Kendall, B. E.; Warner, R. R.; Winters, K. B.",,"Siegel, D. A. (); Mitarai, S. (University of California, Santa Barbara); Costello, C. J. (University of California, Santa Barbara); Gaines, S. D. (); Kendall, B. E. (University of California, Santa Barbara); Warner, R. R. (); Winters, K. B. (Scripps Institution of Oceanography)",236,37,3.97,20.35,http://www.pnas.org/content/105/26/8974.full.pdf,https://app.dimensions.ai/details/publication/pub.1019348087,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
79,100,pub.1006949729,10.1016/j.dsr2.2008.04.024,,,VERTIGO (VERtical Transport In the Global Ocean): A study of particle sources and flux attenuation in the North Pacific,Deep Sea Research Part II Topical Studies in Oceanography,,,2008-07,2008,55,14-15,1522-1539,"All OA; Green, Accepted & Submitted",Article,"Buesseler, K.O.; Trull, T.W.; Steinberg, D.K.; Silver, M.W.; Siegel, D.A.; Saitoh, S.-I.; Lamborg, C.H.; Lam, P.J.; Karl, D.M.; Jiao, N.Z.; Honda, M.C.; Elskens, M.; Dehairs, F.; Brown, S.L.; Boyd, P.W.; Bishop, J.K.B.; Bidigare, R.R.","Buesseler, K.O.","Buesseler, K.O. (Woods Hole Oceanographic Institution); Trull, T.W. (University of Tasmania); Steinberg, D.K. (William & Mary); Silver, M.W. (University of California, Santa Cruz); Siegel, D.A. (University of California, Santa Barbara); Saitoh, S.-I. (Hokkaido University); Lamborg, C.H. (Woods Hole Oceanographic Institution); Lam, P.J. (Woods Hole Oceanographic Institution); Karl, D.M. (University of Hawaii at Manoa); Jiao, N.Z. (Xiamen University); Honda, M.C. (Japan Agency for Marine-Earth Science and Technology); Elskens, M. (); Dehairs, F. (); Brown, S.L. (University of Hawaii at Manoa); Boyd, P.W. (University of Otago); Bishop, J.K.B. (University of California, Berkeley); Bidigare, R.R. (University of Hawaii at Manoa)",79,16,,6.17,https://digital.library.unt.edu/ark:/67531/metadc898605/m2/1/high_res_d/937502.pdf,https://app.dimensions.ai/details/publication/pub.1006949729,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
80,100,pub.1038662325,10.1029/2007jg000426,,,"A light‐driven, one‐dimensional dimethylsulfide biogeochemical cycling model for the Sargasso Sea",Journal of Geophysical Research,,,2008-06,2008,113,G2,n/a-n/a,All OA; Gold,Article,"Toole, Dierdre A.; Siegel, David A.; Doney, Scott C.",,"Toole, Dierdre A. (Woods Hole Oceanographic Institution); Siegel, David A. (University of California, Santa Barbara); Doney, Scott C. (Woods Hole Oceanographic Institution)",31,3,,2.42,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2007JG000426,https://app.dimensions.ai/details/publication/pub.1038662325,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
81,100,pub.1006806004,10.1029/2007gb003078,,,Carbon‐based primary productivity modeling with vertically resolved photoacclimation,Global Biogeochemical Cycles,,,2008-06,2008,22,2,n/a-n/a,All OA; Gold,Article,"Westberry, T.; Behrenfeld, M. J.; Siegel, D. A.; Boss, E.",,"Westberry, T. (Oregon State University); Behrenfeld, M. J. (Oregon State University); Siegel, D. A. (University of California, Santa Barbara); Boss, E. (University of Maine)",294,72,,25.05,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2007GB003078,https://app.dimensions.ai/details/publication/pub.1006806004,04 Earth Sciences; 0401 Atmospheric Sciences; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0401 Atmospheric Sciences,0405 Oceanography,0402 Geochemistry,
82,100,pub.1027899150,10.1016/j.dsr2.2008.01.012,,,Satellite and in situ observations of the bio-optical signatures of two mesoscale eddies in the Sargasso Sea,Deep Sea Research Part II Topical Studies in Oceanography,,,2008-05,2008,55,10-13,1218-1230,Closed,Article,"Siegel, D.A.; Court, D.B.; Menzies, D.W.; Peterson, P.; Maritorena, S.; Nelson, N.B.","Siegel, D.A.","Siegel, D.A. (University of California, Santa Barbara); Court, D.B. (University of California, Santa Barbara); Menzies, D.W. (University of California, Santa Barbara); Peterson, P. (University of California, Santa Barbara); Maritorena, S. (University of California, Santa Barbara); Nelson, N.B. (University of California, Santa Barbara)",34,9,,2.66,,https://app.dimensions.ai/details/publication/pub.1027899150,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
83,400,pub.1050099283,10.1111/j.1461-0248.2007.01151.x,18205836,PMC2268951,Marine reserve effects on fishery profit,Ecology Letters,,"Animals; Conservation of Natural Resources; Fisheries; Models, Biological",2008-04,2008,11,4,370-379,All OA; Gold,Article,"White, Crow; Kendall, Bruce E.; Gaines, Steven; Siegel, David A.; Costello, Christopher",,"White, Crow (University of California, Santa Barbara); Kendall, Bruce E. (University of California, Santa Barbara); Gaines, Steven (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara); Costello, Christopher (University of California, Santa Barbara)",75,10,0.67,6.47,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1461-0248.2007.01151.x,https://app.dimensions.ai/details/publication/pub.1050099283,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
84,100,pub.1026752262,10.1016/j.jmarsys.2006.02.017,,,A numerical study of stochastic larval settlement in the California Current system,Journal of Marine Systems,,,2008-02,2008,69,3-4,295-309,Closed,Article,"Mitarai, S.; Siegel, D.A.; Winters, K.B.","Mitarai, S.","Mitarai, S. (University of California, Santa Barbara); Siegel, D.A. (University of California, Santa Barbara); Winters, K.B. (Scripps Institution of Oceanography)",64,8,,5,,https://app.dimensions.ai/details/publication/pub.1026752262,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
85,100,pub.1013866220,10.1016/j.dsr.2007.10.006,,,A bottom-up view of the biological pump: Modeling source funnels above ocean sediment traps,Deep Sea Research Part I Oceanographic Research Papers,,,2008-01,2008,55,1,108-127,"All OA; Green, Accepted & Submitted",Article,"Siegel, D.A.; Fields, E.; Buesseler, K.O.","Siegel, D.A.","Siegel, D.A. (University of California, Santa Barbara); Fields, E. (University of California, Santa Barbara); Buesseler, K.O. (Woods Hole Oceanographic Institution)",60,10,,4.69,http://darchive.mblwhoilibrary.org/bitstream/1912/2110/1/Siegel_etal_TrapCollection102107.pdf,https://app.dimensions.ai/details/publication/pub.1013866220,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
86,100,pub.1004749244,10.1029/2007jc004321,,,"Controls on temporal patterns in phytoplankton community structure in the Santa Barbara Channel, California",Journal of Geophysical Research,,,2008,2008,113,C4,,All OA; Gold,Article,"Anderson, Clarissa R.; Siegel, David A.; Brzezinski, Mark A.; Guillocheau, Nathalie",,"Anderson, Clarissa R. (University of Maryland, College Park); Siegel, David A. (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Guillocheau, Nathalie (University of California, Santa Barbara)",38,8,,4.3,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2007JC004321,https://app.dimensions.ai/details/publication/pub.1004749244,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
87,100,pub.1040253171,10.4319/lo.2007.52.5.1748,,,Mechanisms for nutrient delivery to the inner shelf: Observations from the Santa Barbara Channel,Limnology and Oceanography,,,2007-09,2007,52,5,1748-1766,All OA; Gold,Article,"McPhee-Shaw, Erika E.; Siegel, David A.; Washburn, Libe; Brzezinski, Mark A.; Jones, Janice L.; Leydecker, Al; Melack, John",,"McPhee-Shaw, Erika E. (California State University Los Angeles); Siegel, David A. (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Jones, Janice L. (University of California, Santa Barbara); Leydecker, Al (University of California, Santa Barbara); Melack, John (University of California, Santa Barbara)",62,11,,5.08,http://onlinelibrary.wiley.com/doi/10.4319/lo.2007.52.5.1748/pdf,https://app.dimensions.ai/details/publication/pub.1040253171,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
88,400,pub.1030481719,10.1126/science.1136256,17510363,,Eddy/Wind Interactions Stimulate Extraordinary Mid-Ocean Plankton Blooms,Science,,Animals; Atlantic Ocean; Biomass; Carbon; Chlorophyll; Chlorophyll A; Cyanobacteria; Diatoms; Ecosystem; Geologic Sediments; Oxygen; Photosynthesis; Phytoplankton; Plankton; Seasons; Seawater; Water Movements; Wind; Zooplankton,2007-05-18,2007,316,5827,1021-1026,"All OA; Green, Accepted & Submitted",Article,"McGillicuddy, Dennis J.; Anderson, Laurence A.; Bates, Nicholas R.; Bibby, Thomas; Buesseler, Ken O.; Carlson, Craig A.; Davis, Cabell S.; Ewart, Courtney; Falkowski, Paul G.; Goldthwait, Sarah A.; Hansell, Dennis A.; Jenkins, William J.; Johnson, Rodney; Kosnyrev, Valery K.; Ledwell, James R.; Li, Qian P.; Siegel, David A.; Steinberg, Deborah K.",,"McGillicuddy, Dennis J. (Woods Hole Oceanographic Institution); Anderson, Laurence A. (Woods Hole Oceanographic Institution); Bates, Nicholas R. (Bermuda Institute of Ocean Sciences); Bibby, Thomas (Rutgers, The State University of New Jersey); Buesseler, Ken O. (Woods Hole Oceanographic Institution); Carlson, Craig A. (University of California, Santa Barbara); Davis, Cabell S. (Woods Hole Oceanographic Institution); Ewart, Courtney (University of California, Santa Barbara); Falkowski, Paul G. (Rutgers, The State University of New Jersey); Goldthwait, Sarah A. (William & Mary; Humboldt State University); Hansell, Dennis A. (University of Miami); Jenkins, William J. (Woods Hole Oceanographic Institution); Johnson, Rodney (Bermuda Institute of Ocean Sciences); Kosnyrev, Valery K. (Woods Hole Oceanographic Institution); Ledwell, James R. (Woods Hole Oceanographic Institution); Li, Qian P. (University of Miami); Siegel, David A. (University of California, Santa Barbara); Steinberg, Deborah K. (William & Mary)",488,76,1.75,40.02,http://cafethorium.whoi.edu/website/publications/eddies_012907.pdf,https://app.dimensions.ai/details/publication/pub.1030481719,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
89,100,pub.1044339961,10.1016/j.dsr.2007.02.006,,,Hydrography of chromophoric dissolved organic matter in the North Atlantic,Deep Sea Research Part I Oceanographic Research Papers,,,2007-05,2007,54,5,710-731,"All OA; Green, Accepted & Submitted",Article,"Nelson, Norman B.; Siegel, David A.; Carlson, Craig. A.; Swan, Chantal; Smethie, William M.; Khatiwala, Samar","Nelson, Norman B.","Nelson, Norman B. (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara); Carlson, Craig. A. (University of California, Santa Barbara); Swan, Chantal (University of California, Santa Barbara); Smethie, William M. (Lamont-Doherty Earth Observatory); Khatiwala, Samar (Lamont-Doherty Earth Observatory)",120,15,,9.84,http://www.icess.ucsb.edu/%7Edavey/MyPapers/Nelsonetal_CDOM_DSRI_2007.pdf,https://app.dimensions.ai/details/publication/pub.1044339961,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
