,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Matthew G Jackson. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
65,100,pub.1038720005,10.1029/2007gc001876,,,"Globally elevated titanium, tantalum, and niobium (TITAN) in ocean island basalts with high 3He/4He",Geochemistry Geophysics Geosystems,,,2008-04,2008,9,4,n/a-n/a,All OA; Gold,Article,"Jackson, Matthew G.; Hart, Stanley R.; Saal, Alberto E.; Shimizu, Nobumichi; Kurz, Mark D.; Blusztajn, Jerzy S.; Skovgaard, Anna C.",,"Jackson, Matthew G. (Massachusetts Institute of Technology); Hart, Stanley R. (Woods Hole Oceanographic Institution); Saal, Alberto E. (Brown University); Shimizu, Nobumichi (Woods Hole Oceanographic Institution); Kurz, Mark D. (Woods Hole Oceanographic Institution); Blusztajn, Jerzy S. (Woods Hole Oceanographic Institution); Skovgaard, Anna C. ()",63,10,,6,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2007GC001876,https://app.dimensions.ai/details/publication/pub.1038720005,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
66,100,pub.1062733863,10.1130/g24558a.1,,,Oxygen isotopes in Samoan lavas: Confirmation of continent recycling,Geology,,,2008,2008,36,7,551-554,Closed,Article,"Workman, Rhea K.; Eiler, John M.; Hart, Stanley R.; Jackson, Matthew G.",,"Workman, Rhea K. (University of Hawaii at Manoa); Eiler, John M. (California Institute of Technology); Hart, Stanley R. (Woods Hole Oceanographic Institution); Jackson, Matthew G. (Woods Hole Oceanographic Institution)",36,7,,3.43,,https://app.dimensions.ai/details/publication/pub.1062733863,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
67,100,pub.1015829176,10.1130/g24630a.1,,,Samoa reinstated as a primary hotspot trail,Geology,,,2008,2008,36,6,435-438,Closed,Article,"Koppers, Anthony A.P.; Russell, Jamie A.; Jackson, Matthew G.; Konter, Jasper; Staudigel, Hubert; Hart, Stanley R.",,"Koppers, Anthony A.P. (); Russell, Jamie A. (Scripps Institution of Oceanography); Jackson, Matthew G. (Woods Hole Oceanographic Institution); Konter, Jasper (); Staudigel, Hubert (Scripps Institution of Oceanography); Hart, Stanley R. (Woods Hole Oceanographic Institution)",52,11,,5.13,,https://app.dimensions.ai/details/publication/pub.1015829176,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
68,100,pub.1002015803,10.1016/j.epsl.2007.09.023,,,New Samoan lavas from Ofu Island reveal a hemispherically heterogeneous high 3He/4He mantle,Earth and Planetary Science Letters,,,2007-12-30,2007,264,3-4,360-374,Closed,Article,"Jackson, Matthew G.; Kurz, Mark D.; Hart, Stanley R.; Workman, Rhea K.","Jackson, Matthew G.","Jackson, Matthew G. (); Kurz, Mark D. (Woods Hole Oceanographic Institution); Hart, Stanley R. (Woods Hole Oceanographic Institution); Workman, Rhea K. (University of Hawaii at Manoa)",87,16,,9.04,,https://app.dimensions.ai/details/publication/pub.1002015803,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
69,100,pub.1027840826,10.1016/j.epsl.2007.10.003,,,Correlation of seismic and petrologic thermometers suggests deep thermal anomalies beneath hotspots,Earth and Planetary Science Letters,,,2007-12,2007,264,1-2,308-316,"All OA; Green, Accepted & Submitted",Article,"Courtier, Anna M.; Jackson, Matthew G.; Lawrence, Jesse F.; Wang, Zhengrong; Lee, Cin-Ty Aeolus; Halama, Ralf; Warren, Jessica M.; Workman, Rhea; Xu, Wenbo; Hirschmann, Marc M.; Larson, Angela M.; Hart, Stan R.; Lithgow-Bertelloni, Carolina; Stixrude, Lars; Chen, Wang-Ping","Courtier, Anna M.","Courtier, Anna M. (University of Minnesota); Jackson, Matthew G. (); Lawrence, Jesse F. (Stanford University); Wang, Zhengrong (Woods Hole Oceanographic Institution); Lee, Cin-Ty Aeolus (Rice University); Halama, Ralf (); Warren, Jessica M. (); Workman, Rhea (); Xu, Wenbo (); Hirschmann, Marc M. (University of Minnesota); Larson, Angela M. (Pennsylvania State University); Hart, Stan R. (Woods Hole Oceanographic Institution); Lithgow-Bertelloni, Carolina (University College London); Stixrude, Lars (University College London); Chen, Wang-Ping (University of Illinois at Urbana Champaign)",64,8,,6.65,http://www.matthewgjackson.com/uploads/3/6/6/5/3665856/6_courtier_epsl2007.pdf,https://app.dimensions.ai/details/publication/pub.1027840826,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
70,400,pub.1032182342,10.1038/nature06048,17687322,,The return of subducted continental crust in Samoan lavas,Nature,,,2007-08,2007,448,7154,684-687,"All OA; Green, Accepted & Submitted",Article,"Jackson, Matthew G.; Hart, Stanley R.; Koppers, Anthony A. P.; Staudigel, Hubert; Konter, Jasper; Blusztajn, Jerzy; Kurz, Mark; Russell, Jamie A.","Jackson, Matthew G.","Jackson, Matthew G. (); Hart, Stanley R. (Woods Hole Oceanographic Institution); Koppers, Anthony A. P. (University of California, San Diego; Oregon State University); Staudigel, Hubert (University of California, San Diego); Konter, Jasper (University of California, San Diego); Blusztajn, Jerzy (Woods Hole Oceanographic Institution); Kurz, Mark (Woods Hole Oceanographic Institution); Russell, Jamie A. (University of California, San Diego)",180,38,0.19,17.9,http://darchive.mblwhoilibrary.org/bitstream/1912/2075/1/jackson%20et%20al_%20Nature%202007.pdf,https://app.dimensions.ai/details/publication/pub.1032182342,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
71,100,pub.1029400357,10.1016/j.chemgeo.2007.01.014,,,"Ambient and excess mantle temperatures, olivine thermometry, and active vs. passive upwelling",Chemical Geology,,,2007-07,2007,241,3-4,177-206,"All OA; Green, Accepted & Submitted",Article,"Putirka, Keith D.; Perfit, Michael; Ryerson, F.J.; Jackson, Matthew G.","Putirka, Keith D.","Putirka, Keith D. (California State University, Fresno); Perfit, Michael (University of Florida); Ryerson, F.J. (Lawrence Livermore National Laboratory); Jackson, Matthew G. (Massachusetts Institute of Technology)",224,49,,23.26,http://www.matthewgjackson.com/uploads/3/6/6/5/3665856/5_putirka_chemicalgeology2007.pdf,https://app.dimensions.ai/details/publication/pub.1029400357,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
72,200,pub.1017827833,10.1016/j.gca.2006.06.576,,,Strontium isotopes in Samoan basaltic melt inclusions,Geochimica et Cosmochimica Acta,,,2006-08,2006,70,18,a284,Closed,Article,"Jackson, M.G.; Hart, S.R.; Ball, L.",,"Jackson, M.G. (Woods Hole Oceanographic Institution); Hart, S.R. (Woods Hole Oceanographic Institution); Ball, L. (Woods Hole Oceanographic Institution)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1017827833,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
73,100,pub.1035191577,10.1016/j.epsl.2006.02.040,,,Strontium isotopes in melt inclusions from Samoan basalts: Implications for heterogeneity in the Samoan plume,Earth and Planetary Science Letters,,,2006-05-15,2006,245,1-2,260-277,Closed,Article,"Jackson, Matthew G.; Hart, Stanley R.","Jackson, Matthew G.","Jackson, Matthew G. (Massachusetts Institute of Technology); Hart, Stanley R. (Woods Hole Oceanographic Institution)",89,15,,11.46,,https://app.dimensions.ai/details/publication/pub.1035191577,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
74,100,pub.1019609549,10.1130/g21489.1,,,Holocene loess deposition in Iceland: Evidence for millennial-scale atmosphere-ocean coupling in the North Atlantic,Geology,,,2005,2005,33,6,509-512,Closed,Article,"Jackson, Matthew G.; Oskarsson, Niels; Trønnes, Reidar G.; McManus, Jerry F.; Oppo, Delia W.; Grönvold, Karl; Hart, Stanley R.; Sachs, Julian P.",,"Jackson, Matthew G. (University of Iceland); Oskarsson, Niels (University of Iceland); Trønnes, Reidar G. (University of Iceland); McManus, Jerry F. (Woods Hole Oceanographic Institution); Oppo, Delia W. (Woods Hole Oceanographic Institution); Grönvold, Karl (University of Iceland); Hart, Stanley R. (Woods Hole Oceanographic Institution); Sachs, Julian P. (Massachusetts Institute of Technology)",62,10,,5.2,,https://app.dimensions.ai/details/publication/pub.1019609549,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0405 Oceanography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0405 Oceanography,
75,100,pub.1018507339,10.1029/2003gc000623,,,Recycled metasomatized lithosphere as the origin of the Enriched Mantle II (EM2) end‐member: Evidence from the Samoan Volcanic Chain,Geochemistry Geophysics Geosystems,,,2004-04,2004,5,4,n/a-n/a,All OA; Gold,Article,"Workman, R. K.; Hart, S. R.; Jackson, M.; Regelous, M.; Farley, K. A.; Blusztajn, J.; Kurz, M.; Staudigel, H.",,"Workman, R. K. (Woods Hole Oceanographic Institution); Hart, S. R. (Woods Hole Oceanographic Institution); Jackson, M. (Woods Hole Oceanographic Institution); Regelous, M. (Max Planck Institute for Chemistry; University of Bristol); Farley, K. A. (California Institute of Technology); Blusztajn, J. (Woods Hole Oceanographic Institution); Kurz, M. (Woods Hole Oceanographic Institution); Staudigel, H. ()",262,43,,23.44,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2003GC000623,https://app.dimensions.ai/details/publication/pub.1018507339,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
