,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is John M Cottle. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
73,100,pub.1025378586,10.1111/jmg.12125,,,"Phase equilibria modelling and LASS monazite petrochronology: P–T–t constraints on the evolution of the Priest River core complex, northern Idaho",Journal of Metamorphic Geology,,,2015-05,2015,33,4,385-411,Closed,Article,"Stevens, L. M.; Baldwin, J. A.; Cottle, J. M.; Kylander‐Clark, A. R. C.",,"Stevens, L. M. (University of Montana); Baldwin, J. A. (University of Montana); Cottle, J. M. (University of California, Santa Barbara); Kylander‐Clark, A. R. C. (University of California, Santa Barbara)",9,3,,1.85,,https://app.dimensions.ai/details/publication/pub.1025378586,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
74,100,pub.1006579296,10.1130/l384.1,,,"Mixing between enriched lithospheric mantle and crustal components in a short-lived subduction-related magma system, Dry Valleys area, Antarctica: Insights from U-Pb geochronology, Hf isotopes, and whole-rock geochemistry",Литосфера,,,2015-04,2015,7,2,174-188,All OA; Gold,Article,"Hagen-Peter, Graham; Cottle, John M.; Tulloch, Andrew J.; Cox, Simon C.",,"Hagen-Peter, Graham (University of California, Santa Barbara); Cottle, John M. (University of California, Santa Barbara); Tulloch, Andrew J. (GNS Science); Cox, Simon C. (GNS Science)",17,5,,3.16,https://pubs.geoscienceworld.org/gsa/lithosphere/article-pdf/7/2/174/3723301/174.pdf,https://app.dimensions.ai/details/publication/pub.1006579296,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
75,100,pub.1039726050,10.1130/b31165.1,,,"Evaluating rare earth element (REE) mineralization mechanisms in Proterozoic gneiss, Music Valley, California",Geological Society of America Bulletin,,,2015-03-26,2015,127,7-8,1135-1152,Closed,Article,"McKinney, S. Tyson; Cottle, John M.; Lederer, Graham W.",,"McKinney, S. Tyson (University of California, Santa Barbara); Cottle, John M. (University of California, Santa Barbara); Lederer, Graham W. (University of California, Santa Barbara)",19,15,,3.9,,https://app.dimensions.ai/details/publication/pub.1039726050,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
76,100,pub.1035935688,10.1130/l381.1,,,"Metamorphism and geochronology of the exhumed Himalayan midcrust, Likhu Khola region, east-central Nepal: Recognition of a tectonometamorphic discontinuity",Литосфера,,,2014-10-01,2014,6,5,361-376,All OA; Gold,Article,"From, Richard; Larson, Kyle; Cottle, John M.",,"From, Richard (University of Saskatchewan); Larson, Kyle (University of Saskatchewan); Cottle, John M. (University of California, Santa Barbara)",9,2,,1.52,https://pubs.geoscienceworld.org/gsa/lithosphere/article-pdf/6/5/361/845996/361.pdf,https://app.dimensions.ai/details/publication/pub.1035935688,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
77,100,pub.1011690898,10.2138/am-2014-4920,,,In-situ U-Th/Pb geochronology of (urano)thorite,American Mineralogist,,,2014-10-01,2014,99,10,1985-1995,Closed,Article,"Cottle, John M.",,"Cottle, John M. (University of California, Santa Barbara)",7,3,,1.09,,https://app.dimensions.ai/details/publication/pub.1011690898,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
78,100,pub.1048436907,10.1111/ter.12112,,,"Building the Hindu Kush: monazite records of terrane accretion, plutonism and the evolution of the Himalaya–Karakoram–Tibet orogen",Terra Nova,,,2014-10,2014,26,5,395-401,Closed,Article,"Faisal, Shah; Larson, Kyle P.; Cottle, John M.; Lamming, Jaida",,"Faisal, Shah (University of British Columbia; University of Peshawar); Larson, Kyle P. (University of British Columbia); Cottle, John M. (University of California System); Lamming, Jaida (University of British Columbia; University of Saskatchewan)",17,4,,2.87,,https://app.dimensions.ai/details/publication/pub.1048436907,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
79,100,pub.1029993066,10.1002/2014tc003593,,,Kinematic and thermal studies of the Leo Pargil Dome: Implications for synconvergent extension in the NW Indian Himalaya,Tectonics,,,2014-09,2014,33,9,1766-1786,All OA; Gold,Article,"Langille, J. M.; Jessup, M. J.; Cottle, J.; Ahmad, T.",,"Langille, J. M. (University of Tennessee at Knoxville); Jessup, M. J. (University of Tennessee at Knoxville); Cottle, J. (University of California, Santa Barbara); Ahmad, T. (University of Delhi)",10,5,,1.69,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2014TC003593,https://app.dimensions.ai/details/publication/pub.1029993066,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
80,100,pub.1012786929,10.1130/l350.1,,,"Eocene deep crust at Ama Drime, Tibet: Early evolution of the Himalayan orogen",Литосфера,,,2014-08,2014,6,4,220-229,All OA; Gold,Article,"Kellett, Dawn A.; Cottle, John M.; Smit, Matthijs",,"Kellett, Dawn A. (University of California System); Cottle, John M. (University of California System); Smit, Matthijs (University of California System; University of Copenhagen)",29,12,,4.89,https://pubs.geoscienceworld.org/gsa/lithosphere/article-pdf/6/4/220/3039312/220.pdf,https://app.dimensions.ai/details/publication/pub.1012786929,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
81,100,pub.1030007362,10.1002/2013tc003452,,,Midcrustal discontinuities and the assembly of the Himalayan midcrust,Tectonics,,,2014-05,2014,33,5,718-740,All OA; Gold,Article,"Larson, Kyle P.; Cottle, John M.",,"Larson, Kyle P. (University of British Columbia); Cottle, John M. (University of California, Santa Barbara)",46,15,,7.76,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2013TC003452,https://app.dimensions.ai/details/publication/pub.1030007362,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
82,100,pub.1064670606,10.12789/geocanj.2013.40.019,,,The End-Cryogenian Glaciation of South Australia,Geoscience Canada,,,2013-12-20,2013,40,4,256,All OA; Gold,Article,"Rose, Catherine V.; Maloof, Adam C.; Schoene, Blair; Ewing, Ryan C.; Linnemann, Ulf; Hofmann, Mandy; Cottle, John M.",,"Rose, Catherine V. (); Maloof, Adam C. (); Schoene, Blair (); Ewing, Ryan C. (); Linnemann, Ulf (); Hofmann, Mandy (); Cottle, John M. ()",21,7,,,https://journals.lib.unb.ca/index.php/GC/article/download/20099/24512,https://app.dimensions.ai/details/publication/pub.1064670606,,,,,,
83,100,pub.1032056347,10.1007/s00410-013-0935-9,,,"Timescales of partial melting in the Himalayan middle crust: insight from the Leo Pargil dome, northwest India",Contributions to Mineralogy and Petrology,,,2013-11,2013,166,5,1415-1441,Closed,Article,"Lederer, Graham W.; Cottle, John M.; Jessup, Micah J.; Langille, Jackie M.; Ahmad, Talat","Lederer, Graham W.","Lederer, Graham W. (University of California, Santa Barbara); Cottle, John M. (University of California, Santa Barbara); Jessup, Micah J. (University of Tennessee at Knoxville); Langille, Jackie M. (); Ahmad, Talat (University of Kashmir)",35,13,,5.03,,https://app.dimensions.ai/details/publication/pub.1032056347,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
84,100,pub.1012757462,10.1130/g34451.1,,,Synchronous Oligocene–Miocene metamorphism of the Pamir and the north Himalaya driven by plate-scale dynamics,Geology,,,2013-10-01,2013,41,10,1071-1074,Closed,Article,"Stearns, Michael A.; Hacker, Bradley R.; Ratschbacher, Lothar; Lee, Jeffrey; Cottle, John M.; Kylander-Clark, Andrew",,"Stearns, Michael A. (University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara); Ratschbacher, Lothar (Freiberg University Of Mining And Technology); Lee, Jeffrey (Central Washington University); Cottle, John M. (University of California, Santa Barbara); Kylander-Clark, Andrew (University of California, Santa Barbara)",50,15,,7.62,,https://app.dimensions.ai/details/publication/pub.1012757462,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
85,100,pub.1019642793,10.1016/j.chemgeo.2013.02.019,,,Laser-ablation split-stream ICP petrochronology,Chemical Geology,,,2013-05,2013,345,Geochimica et Cosmochimica Acta 29 1965,99-112,Closed,Article,"Kylander-Clark, Andrew R.C.; Hacker, Bradley R.; Cottle, John M.","Kylander-Clark, Andrew R.C.","Kylander-Clark, Andrew R.C. (University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara); Cottle, John M. (University of California, Santa Barbara)",185,65,,25.13,,https://app.dimensions.ai/details/publication/pub.1019642793,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
86,100,pub.1039162714,10.1016/j.yqres.2012.12.009,,,"Middle Pleistocene age of the fossiliferous sedimentary sequence from Tarija, Bolivia",Quaternary Research,,,2013-03,2013,79,2,268-273,Closed,Article,"MacFadden, Bruce J.; Zeitler, Peter K.; Anaya, Federico; Cottle, John M.",,"MacFadden, Bruce J. (University of Florida); Zeitler, Peter K. (Lehigh University); Anaya, Federico (Tomás Frías Autonomous University); Cottle, John M. (University of California, Santa Barbara)",9,2,,1.37,,https://app.dimensions.ai/details/publication/pub.1039162714,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
87,100,pub.1024749450,10.1002/tect.20014,,,The South Tibetan detachment system facilitates ultra rapid cooling of granulite‐facies rocks in Sikkim Himalaya,Tectonics,,,2013-03,2013,32,2,252-270,All OA; Gold,Article,"Kellett, Dawn A.; Grujic, Djordje; Coutand, Isabelle; Cottle, John; Mukul, Malay",,"Kellett, Dawn A. (University of California, Santa Barbara); Grujic, Djordje (Dalhousie University); Coutand, Isabelle (Dalhousie University); Cottle, John (University of California, Santa Barbara); Mukul, Malay (Indian Institute of Technology Bombay)",57,22,,8.69,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/tect.20014,https://app.dimensions.ai/details/publication/pub.1024749450,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
88,100,pub.1023881174,10.1016/j.chemgeo.2012.11.012,,,"Campaign-style titanite U–Pb dating by laser-ablation ICP: Implications for crustal flow, phase transformations and titanite closure",Chemical Geology,,,2013-03,2013,341,EOS. Transactions of the American Geophysical Union 80 1999,84-101,Closed,Article,"Spencer, K.J.; Hacker, B.R.; Kylander-Clark, A.R.C.; Andersen, T.B.; Cottle, J.M.; Stearns, M.A.; Poletti, J.E.; Seward, G.G.E.","Hacker, B.R.","Spencer, K.J. (); Hacker, B.R. (); Kylander-Clark, A.R.C. (); Andersen, T.B. (University of Oslo); Cottle, J.M. (); Stearns, M.A. (); Poletti, J.E. (); Seward, G.G.E. ()",102,28,,15.54,,https://app.dimensions.ai/details/publication/pub.1023881174,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
89,100,pub.1031127001,10.1039/c3ja50216c,,,Enhanced sensitivity in laser ablation multi-collector inductively coupled plasma mass spectrometry,Journal of Analytical Atomic Spectrometry,,,2013,2013,28,11,1700-1706,Closed,Article,"Cottle, John M.; Burrows, Andrew J.; Kylander-Clark, Andrew; Freedman, Philip A.; Cohen, Roy S.",,"Cottle, John M. (University of California, Santa Barbara); Burrows, Andrew J. (Ametek (United Kingdom)); Kylander-Clark, Andrew (University of California, Santa Barbara); Freedman, Philip A. (Ametek (United Kingdom)); Cohen, Roy S. (Ametek (United Kingdom))",34,11,,5.48,,https://app.dimensions.ai/details/publication/pub.1031127001,03 Chemical Sciences; 0301 Analytical Chemistry,03 Chemical Sciences,0301 Analytical Chemistry,,,
90,100,pub.1000678179,10.1016/j.chemgeo.2012.09.035,,,U–Th/Pb geochronology of detrital zircon and monazite by single shot laser ablation inductively coupled plasma mass spectrometry (SS-LA-ICPMS),Chemical Geology,,,2012-11,2012,332,Geological Society of America Bulletin 118 2006,136-147,Closed,Article,"Cottle, John M.; Kylander-Clark, Andrew R.; Vrijmoed, Johannes C.","Cottle, John M.","Cottle, John M. (University of California, Santa Barbara); Kylander-Clark, Andrew R. (University of California, Santa Barbara); Vrijmoed, Johannes C. (University of California, Santa Barbara)",54,15,,5.92,,https://app.dimensions.ai/details/publication/pub.1000678179,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
91,100,pub.1037860025,10.1016/j.jsames.2012.03.001,,,Remains of early Ordovician mantle-derived magmatism in the Santander Massif (Colombian Eastern Cordillera),Journal of South American Earth Sciences,,,2012-10,2012,38,,1-12,Closed,Article,"Figueroa, Luis C. Mantilla; Bissig, Thomas; Cottle, John M.; Hart, Craig J.R.","Figueroa, Luis C. Mantilla","Figueroa, Luis C. Mantilla (Industrial University of Santander); Bissig, Thomas (University of British Columbia); Cottle, John M. (University of California, Santa Barbara); Hart, Craig J.R. (University of British Columbia)",15,8,,2.02,,https://app.dimensions.ai/details/publication/pub.1037860025,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
92,100,pub.1028300151,10.1111/j.1525-1314.2012.00998.x,,,"Timing of metamorphism, melting and exhumation of the Leo Pargil dome, northwest India",Journal of Metamorphic Geology,,,2012-10,2012,30,8,769-791,Closed,Article,"LANGILLE, J. M.; JESSUP, M. J.; COTTLE, J. M.; LEDERER, G.; AHMAD, T.",,"LANGILLE, J. M. (University of Tennessee at Knoxville); JESSUP, M. J. (University of Tennessee at Knoxville); COTTLE, J. M. (University of California, Santa Barbara); LEDERER, G. (University of California, Santa Barbara); AHMAD, T. (University of Kashmir)",30,10,,5.01,,https://app.dimensions.ai/details/publication/pub.1028300151,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
93,100,pub.1015719464,10.1029/2011tc003062,,,Constraints on brittle field exhumation of the Everest‐Makalu section of the Greater Himalayan Sequence: Implications for models of crustal flow,Tectonics,,,2012-06,2012,31,3,n/a-n/a,All OA; Gold,Article,"Streule, Michael J.; Carter, Andrew; Searle, Michael P.; Cottle, John M.",,"Streule, Michael J. (University of Oxford); Carter, Andrew (University College London); Searle, Michael P. (University of Oxford); Cottle, John M. (University of California, Santa Barbara)",15,3,,2.5,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2011TC003062,https://app.dimensions.ai/details/publication/pub.1015719464,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
94,100,pub.1050390192,10.1016/j.epsl.2011.12.027,,,Constraints on the origin and relative timing of the Trezona δ13C anomaly below the end-Cryogenian glaciation,Earth and Planetary Science Letters,,,2012-02,2012,319,Sedimentology 29 1982,241-250,Closed,Article,"Rose, Catherine V.; Swanson-Hysell, Nicholas L.; Husson, Jon M.; Poppick, Laura N.; Cottle, John M.; Schoene, Blair; Maloof, Adam C.","Rose, Catherine V.","Rose, Catherine V. (Princeton University); Swanson-Hysell, Nicholas L. (Princeton University); Husson, Jon M. (Princeton University); Poppick, Laura N. (Princeton University); Cottle, John M. (University of California, Santa Barbara); Schoene, Blair (Princeton University); Maloof, Adam C. (Princeton University)",27,14,,4.01,,https://app.dimensions.ai/details/publication/pub.1050390192,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
95,100,pub.1032373754,10.1111/j.1525-1314.2011.00958.x,,,Constraining cooling histories: rutile and titanite chronology and diffusion modelling in NW Bhutan,Journal of Metamorphic Geology,,,2012-02,2012,30,2,113-130,Closed,Article,"WARREN, C. J.; GRUJIC, D.; COTTLE, J. M.; ROGERS, N. W.",,"WARREN, C. J. (The Open University); GRUJIC, D. (Dalhousie University); COTTLE, J. M. (University of California, Santa Barbara); ROGERS, N. W. (The Open University)",31,6,,5.17,,https://app.dimensions.ai/details/publication/pub.1032373754,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
96,100,pub.1047590350,10.1130/l149.1,,,"Petrochronologic record of metamorphism and melting in the upper Greater Himalayan sequence, Manaslu–Himal Chuli Himalaya, west-central Nepal",Литосфера,,,2011-12,2011,3,6,379-392,All OA; Gold,Article,"Larson, Kyle P.; Cottle, John M.; Godin, Laurent",,"Larson, Kyle P. (University of Saskatchewan); Cottle, John M. (University of California, Santa Barbara); Godin, Laurent (Queen's University)",32,8,,4.02,https://pubs.geoscienceworld.org/gsa/lithosphere/article-pdf/3/6/379/3038604/379.pdf,https://app.dimensions.ai/details/publication/pub.1047590350,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
97,100,pub.1037820326,10.1016/j.epsl.2011.10.034,,,Cenozoic deep crust in the Pamir,Earth and Planetary Science Letters,,,2011-12,2011,312,3-4,411-421,Closed,Article,"Schmidt, Jennifer; Hacker, Bradley R.; Ratschbacher, Lothar; Stübner, Konstanze; Stearns, Michael; Kylander-Clark, Andrew; Cottle, John M.; Alexander, A.; Webb, G.; Gehrels, George; Minaev, Vladislav","Hacker, Bradley R.","Schmidt, Jennifer (University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara); Ratschbacher, Lothar (Freiberg University Of Mining And Technology); Stübner, Konstanze (Freiberg University Of Mining And Technology); Stearns, Michael (University of California, Santa Barbara); Kylander-Clark, Andrew (University of California, Santa Barbara); Cottle, John M. (University of California, Santa Barbara); Alexander, A. (Louisiana State University); Webb, G. (Louisiana State University); Gehrels, George (University of Arizona); Minaev, Vladislav (Academy of Sciences of the Republic of Tajikistan)",77,19,,9.68,,https://app.dimensions.ai/details/publication/pub.1037820326,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
98,100,pub.1040669184,10.1016/j.jsg.2011.09.004,,,"Telescoping of isotherms beneath the South Tibetan Detachment System, Mount Everest Massif",Journal of Structural Geology,,,2011-11,2011,33,11,1569-1594,Closed,Article,"Law, R.D.; Jessup, M.J.; Searle, M.P.; Francsis, M.K.; Waters, D.J.; Cottle, J.M.","Law, R.D.","Law, R.D. (Virginia Tech); Jessup, M.J. (University of Tennessee at Knoxville); Searle, M.P. (University of Oxford); Francsis, M.K. (Virginia Tech); Waters, D.J. (University of Oxford); Cottle, J.M. (University of California, Santa Barbara)",75,14,,9.43,,https://app.dimensions.ai/details/publication/pub.1040669184,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
99,100,pub.1005431065,10.1111/j.1525-1314.2011.00930.x,,,"Metamorphic history of the South Tibetan Detachment System, Mt. Everest region, revealed by RSCM thermometry and phase equilibria modelling",Journal of Metamorphic Geology,,,2011-06,2011,29,5,561-582,Closed,Article,"COTTLE, J. M.; WATERS, D. J.; RILEY, D.; BEYSSAC, O.; JESSUP, M. J.",,"COTTLE, J. M. (University of California, Santa Barbara); WATERS, D. J. (University of Oxford); RILEY, D. (University of Oxford); BEYSSAC, O. (Institute of Mineralogy, Materials Physics and Cosmochemistry); JESSUP, M. J. (University of Tennessee at Knoxville)",53,11,,6.66,,https://app.dimensions.ai/details/publication/pub.1005431065,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
100,100,pub.1021239681,10.1029/2010tc002738,,,Probing the depths of the India‐Asia collision: U‐Th‐Pb monazite chronology of granulites from NW Bhutan,Tectonics,,,2011-04,2011,30,2,n/a-n/a,All OA; Gold,Article,"Warren, C. J.; Grujic, D.; Kellett, D. A.; Cottle, J.; Jamieson, R. A.; Ghalley, K. S.",,"Warren, C. J. (The Open University); Grujic, D. (Dalhousie University); Kellett, D. A. (Dalhousie University; University of California, Santa Barbara); Cottle, J. (University of California, Santa Barbara; British Geological Survey); Jamieson, R. A. (Dalhousie University); Ghalley, K. S. ()",61,12,,7.67,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2010TC002738,https://app.dimensions.ai/details/publication/pub.1021239681,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
101,200,pub.1088799625,10.1130/2010.2472(15),,,"Crustal melt granites and migmatites along the Himalaya: melt source, segregation, transport and granite emplacement mechanisms",Geological Society of America Special Papers,"Sixth Hutton Symposium on The Origin of Granites and Related Rocks: Proceedings of a Symposium held in Stellenbosch, South Africa, 2- 6 July 2007",,2010-10,2010,472,,219-233,Closed,Chapter,"Searle, M. P.; Cottle, J. M.; Streule, M. J.; Waters, D. J.",,"Searle, M. P. (); Cottle, J. M. (); Streule, M. J. (); Waters, D. J. ()",9,3,,,,https://app.dimensions.ai/details/publication/pub.1088799625,,,,,,
102,100,pub.1003375779,10.1111/j.1525-1314.2010.00893.x,,,"Metamorphic history of a syn‐convergent orogen‐parallel detachment: The South Tibetan detachment system, Bhutan Himalaya",Journal of Metamorphic Geology,,,2010-10,2010,28,8,785-808,Closed,Article,"KELLETT, D. A.; GRUJIC, D.; WARREN, C.; COTTLE, J.; JAMIESON, R.; TENZIN, T.",,"KELLETT, D. A. (Dalhousie University); GRUJIC, D. (Dalhousie University); WARREN, C. (The Open University); COTTLE, J. (British Geological Survey); JAMIESON, R. (Dalhousie University); TENZIN, T. ()",78,11,,8.12,,https://app.dimensions.ai/details/publication/pub.1003375779,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
103,200,pub.1058843189,10.1086/655011,,,"Progression from South-Directed Extrusion to Orogen-Parallel Extension in the Southern Margin of the Tibetan Plateau, Mount Everest Region, Tibet",The Journal of Geology,,,2010-09,2010,118,5,467-486,Closed,Article,"Jessup, Micah J.; Cottle, John M.",,"Jessup, Micah J. (); Cottle, John M. ()",22,4,,2.2,,https://app.dimensions.ai/details/publication/pub.1058843189,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
104,100,pub.1032080108,10.1016/j.jsg.2010.04.005,,,"Kinematic evolution of the Ama Drime detachment: Insights into orogen-parallel extension and exhumation of the Ama Drime Massif, Tibet–Nepal",Journal of Structural Geology,,,2010-07,2010,32,7,900-919,Closed,Article,"Langille, Jackie M.; Jessup, Micah J.; Cottle, John M.; Newell, Dennis; Seward, Gareth","Langille, Jackie M.","Langille, Jackie M. (University of Tennessee at Knoxville); Jessup, Micah J. (University of Tennessee at Knoxville); Cottle, John M. (University of California, Santa Barbara); Newell, Dennis (Los Alamos National Laboratory); Seward, Gareth (University of California, Santa Barbara)",35,10,,3.65,,https://app.dimensions.ai/details/publication/pub.1032080108,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
105,200,pub.1058810478,10.1086/605994,,,"Timing of Midcrustal Metamorphism, Melting, and Deformation in the Mount Everest Region of Southern Tibet Revealed by U(‐Th)‐Pb Geochronology",The Journal of Geology,,,2009-11,2009,117,6,643-664,Closed,Article,"Cottle, John M.; Searle, Michael P.; Horstwood, Matthew S. A.; Waters, David J.",,"Cottle, John M. (); Searle, Michael P. (); Horstwood, Matthew S. A. (); Waters, David J. ()",103,21,,13.8,,https://app.dimensions.ai/details/publication/pub.1058810478,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
106,100,pub.1054951304,10.1017/s175569100901617x,,,"Crustal melt granites and migmatites along the Himalaya: melt source, segregation, transport and granite emplacement mechanisms",Earth and Environmental Science Transactions of the Royal Society of Edinburgh,,,2009-03,2009,100,1-2,219-233,Closed,Article,"Searle, M. P.; Cottle, J. M.; Streule, M. J.; Waters, D. J.",,"Searle, M. P. (University of Oxford); Cottle, J. M. (University of Oxford; University of California, Santa Barbara); Streule, M. J. (University of Oxford); Waters, D. J. (University of Oxford)",80,27,,12.65,,https://app.dimensions.ai/details/publication/pub.1054951304,0404 Geophysics; 04 Earth Sciences; 0403 Geology,0404 Geophysics,04 Earth Sciences,0403 Geology,,
107,100,pub.1050849340,10.1029/2008tc002256,,,Geochronology of granulitized eclogite from the Ama Drime Massif: Implications for the tectonic evolution of the South Tibetan Himalaya,Tectonics,,,2009-02,2009,28,1,n/a-n/a,All OA; Gold,Article,"Cottle, John M.; Jessup, Micah J.; Newell, Dennis L.; Horstwood, Matthew S. A.; Noble, Stephen R.; Parrish, Randall R.; Waters, David J.; Searle, Michael P.",,"Cottle, John M. (University of Oxford; British Geological Survey); Jessup, Micah J. (Virginia Tech; University of Tennessee at Knoxville); Newell, Dennis L. (Western State Colorado University); Horstwood, Matthew S. A. (British Geological Survey); Noble, Stephen R. (British Geological Survey); Parrish, Randall R. (British Geological Survey); Waters, David J. (University of Oxford); Searle, Michael P. (University of Oxford)",88,20,,16.11,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2008TC002256,https://app.dimensions.ai/details/publication/pub.1050849340,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
108,100,pub.1017807204,10.1039/b821899d,,,A new approach to single shot laser ablation analysis and its application to in situ Pb/U geochronology,Journal of Analytical Atomic Spectrometry,,,2009,2009,24,10,1355-1363,Closed,Article,"Cottle, J. M.; Horstwood, M. S. A.; Parrish, R. R.",,"Cottle, J. M. (University of California, Santa Barbara; British Geological Survey); Horstwood, M. S. A. (British Geological Survey); Parrish, R. R. (British Geological Survey)",78,18,,8.75,,https://app.dimensions.ai/details/publication/pub.1017807204,03 Chemical Sciences; 0301 Analytical Chemistry,03 Chemical Sciences,0301 Analytical Chemistry,,,
109,100,pub.1040811526,10.1111/j.1525-1314.2008.00784.x,,,"P–T–t–D paths of Everest Series schist, Nepal",Journal of Metamorphic Geology,,,2008-09,2008,26,7,717-739,Closed,Article,"JESSUP, M. J.; COTTLE, J. M.; SEARLE, M. P.; LAW, R. D.; NEWELL, D. L.; TRACY, R. J.; WATERS, D. J.",,"JESSUP, M. J. (Virginia Tech); COTTLE, J. M. (University of Oxford); SEARLE, M. P. (University of Oxford); LAW, R. D. (Virginia Tech); NEWELL, D. L. (Los Alamos National Laboratory); TRACY, R. J. (Virginia Tech); WATERS, D. J. (University of Oxford)",65,4,,6.41,,https://app.dimensions.ai/details/publication/pub.1040811526,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
110,100,pub.1020798398,10.1029/2008gc002021,,,Aqueous and isotope geochemistry of mineral springs along the southern margin of the Tibetan plateau: Implications for fluid sources and regional degassing of CO2,Geochemistry Geophysics Geosystems,,,2008-08,2008,9,8,n/a-n/a,All OA; Gold,Article,"Newell, Dennis L.; Jessup, Micah J.; Cottle, John M.; Hilton, David R.; Sharp, Zachary D.; Fischer, Tobias P.",,"Newell, Dennis L. (University of New Mexico; Los Alamos National Laboratory); Jessup, Micah J. (University of Tennessee at Knoxville); Cottle, John M. (Natural Environment Research Council); Hilton, David R. (); Sharp, Zachary D. (University of New Mexico); Fischer, Tobias P. (University of New Mexico)",17,3,,1.68,http://onlinelibrary.wiley.com/doi/10.1029/2008GC002021/pdf,https://app.dimensions.ai/details/publication/pub.1020798398,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
