,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Roberta L Rudnick. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
67,200,pub.1007173484,10.1016/j.lithos.2007.10.004,,,Continental volcanism and chemistry of the Earth's interior,Lithos,,,2008-04,2008,102,1-2,viii-x,Closed,Article,"Xu, Yi-Gang; Farmer, Lang; Menzies, Martin; Rudnick, Roberta; Zhou, Mei-Fu","Xu, Yi-Gang","Xu, Yi-Gang (Guangzhou Institute of Geochemistry); Farmer, Lang (University of Colorado Boulder); Menzies, Martin (Royal Holloway University of London); Rudnick, Roberta (University of Maryland, College Park); Zhou, Mei-Fu (University of Hong Kong)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1007173484,0403 Geology; 04 Earth Sciences; 0404 Geophysics; 0402 Geochemistry,0403 Geology,04 Earth Sciences,0404 Geophysics,0402 Geochemistry,
68,100,pub.1042841991,10.1016/j.epsl.2007.11.007,,,Tracking the lithium isotopic evolution of the mantle using carbonatites,Earth and Planetary Science Letters,,,2008-01,2008,265,3-4,726-742,Closed,Article,"Halama, Ralf; McDonough, William F.; Rudnick, Roberta L.; Bell, Keith","Halama, Ralf","Halama, Ralf (University of Maryland, College Park); McDonough, William F. (University of Maryland, College Park); Rudnick, Roberta L. (University of Maryland, College Park); Bell, Keith (Carleton University)",59,10,,5.62,,https://app.dimensions.ai/details/publication/pub.1042841991,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
69,100,pub.1038758724,10.1007/s00410-007-0226-4,,,Li-Sr-Nd isotope signatures of the plume and cratonic lithospheric mantle beneath the margin of the rifted Tanzanian craton (Labait),Contributions to Mineralogy and Petrology,,,2008-01,2008,155,1,79-92,Closed,Article,"Aulbach, Sonja; Rudnick, Roberta L.; McDonough, William F.","Aulbach, Sonja","Aulbach, Sonja (University of Maryland, College Park; University of Alberta); Rudnick, Roberta L. (University of Maryland, College Park); McDonough, William F. (University of Maryland, College Park)",59,10,,5.82,,https://app.dimensions.ai/details/publication/pub.1038758724,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
70,100,pub.1016194800,10.1016/j.chemgeo.2007.10.001,,,"Arrested kinetic Li isotope fractionation at the margin of the Ilímaussaq complex, South Greenland: Evidence for open-system processes during final cooling of peralkaline igneous rocks",Chemical Geology,,,2007-12,2007,246,3-4,207-230,Closed,Article,"Marks, Michael A.W.; Rudnick, Roberta L.; McCammon, Catherine; Vennemann, Torsten; Markl, Gregor","Marks, Michael A.W.","Marks, Michael A.W. (University of Tübingen); Rudnick, Roberta L. (University of Maryland, College Park); McCammon, Catherine (University of Bayreuth); Vennemann, Torsten (University of Lausanne); Markl, Gregor (University of Tübingen)",51,3,,5.07,,https://app.dimensions.ai/details/publication/pub.1016194800,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
71,100,pub.1034183332,10.1016/j.epsl.2007.01.035,,,Lithium elemental and isotopic disequilibrium in minerals from peridotite xenoliths from far-east Russia: Product of recent melt/fluid–rock reaction,Earth and Planetary Science Letters,,,2007-04-15,2007,256,1-2,278-293,Closed,Article,"Rudnick, Roberta L.; Ionov, Dmitri A.","Rudnick, Roberta L.","Rudnick, Roberta L. (University of Maryland, College Park); Ionov, Dmitri A. (Max Planck Institute for Chemistry)",112,18,,11.63,,https://app.dimensions.ai/details/publication/pub.1034183332,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
72,100,pub.1045317744,10.1016/j.chemgeo.2006.12.003,,,"Limited lithium isotopic fractionation during progressive metamorphic dehydration in metapelites: A case study from the Onawa contact aureole, Maine",Chemical Geology,,,2007-04,2007,239,1-2,1-12,Closed,Article,"Teng, Fang-Zhen; McDonough, William F.; Rudnick, Roberta L.; Wing, Boswell A.","Teng, Fang-Zhen","Teng, Fang-Zhen (University of Maryland, College Park); McDonough, William F. (University of Maryland, College Park); Rudnick, Roberta L. (University of Maryland, College Park); Wing, Boswell A. (University of Maryland, College Park)",51,10,,5.07,,https://app.dimensions.ai/details/publication/pub.1045317744,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
73,100,pub.1050459352,10.1029/2007eo080012,,,Rudnick receives 2006 N. L. Bowen award,Eos,,,2007-02-20,2007,88,8,99-99,Closed,Article,"Lee, Cin‐Ty A.; Rudnick, Roberta",,"Lee, Cin‐Ty A. (Rice University); Rudnick, Roberta (University of Maryland, College Park)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1050459352,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
74,100,pub.1039998765,10.1016/j.epsl.2006.11.022,,,The Li isotopic composition of Oldoinyo Lengai: Nature of the mantle sources and lack of isotopic fractionation during carbonatite petrogenesis,Earth and Planetary Science Letters,,,2007-02,2007,254,1-2,77-89,Closed,Article,"Halama, Ralf; McDonough, William F.; Rudnick, Roberta L.; Keller, Jörg; Klaudius, Jurgis","Halama, Ralf","Halama, Ralf (University of Maryland, College Park); McDonough, William F. (University of Maryland, College Park); Rudnick, Roberta L. (University of Maryland, College Park); Keller, Jörg (University of Freiburg); Klaudius, Jurgis (University of Freiburg)",56,6,,5.57,,https://app.dimensions.ai/details/publication/pub.1039998765,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
75,100,pub.1034009293,10.1016/j.chemgeo.2006.10.009,,,"Re–Os evidence for the age and origin of peridotites from the Dabie–Sulu ultrahigh pressure metamorphic belt, China",Chemical Geology,,,2007-01,2007,236,3-4,323-338,Closed,Article,"Yuan, Honglin; Gao, Shan; Rudnick, Roberta L.; Jin, Zhenmin; Liu, Yongsheng; Puchtel, Igor S.; Walker, Richard J.; Yu, Ridong","Gao, Shan","Yuan, Honglin (Northwest University); Gao, Shan (Northwest University); Rudnick, Roberta L. (University of Maryland, College Park); Jin, Zhenmin (); Liu, Yongsheng (); Puchtel, Igor S. (University of Maryland, College Park); Walker, Richard J. (University of Maryland, College Park); Yu, Ridong ()",40,5,,4.15,,https://app.dimensions.ai/details/publication/pub.1034009293,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
76,100,pub.1047489348,10.2138/am.2006.2083,,,"Lithium isotopic systematics of granites and pegmatites from the Black Hills, South Dakota",American Mineralogist,,,2006-10-01,2006,91,10,1488-1498,Closed,Article,"Teng, Fang-Zhen; Mcdonough, William F.; Rudnick, Roberta L.; Walker, Richard J.; Sirbescu, Mona-Liza C.",,"Teng, Fang-Zhen (University of Maryland, College Park); Mcdonough, William F. (University of Maryland, College Park); Rudnick, Roberta L. (University of Maryland, College Park); Walker, Richard J. (University of Maryland, College Park); Sirbescu, Mona-Liza C. (Central Michigan University)",73,22,,9.4,,https://app.dimensions.ai/details/publication/pub.1047489348,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
77,100,pub.1003563615,10.1016/j.gca.2006.06.004,,,Highly siderophile element composition of the Earth’s primitive upper mantle: Constraints from new data on peridotite massifs and xenoliths,Geochimica et Cosmochimica Acta,,,2006-09,2006,70,17,4528-4550,Closed,Article,"Becker, H.; Horan, M.F.; Walker, R.J.; Gao, S.; Lorand, J.-P.; Rudnick, R.L.","Becker, H.","Becker, H. (University of Maryland, College Park; Free University of Berlin); Horan, M.F. (); Walker, R.J. (University of Maryland, College Park); Gao, S. (Northwest University); Lorand, J.-P. (National Museum of Natural History); Rudnick, R.L. (University of Maryland, College Park)",357,59,,45.97,,https://app.dimensions.ai/details/publication/pub.1003563615,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
78,200,pub.1042524512,10.1016/j.gca.2006.06.1198,,,Diffusion-driven lithium isotope fractionation: Models and implications,Geochimica et Cosmochimica Acta,,,2006-08,2006,70,18,a643,Closed,Article,"Teng, F.-Z.; McDonough, W.F.; Rudnick, R.L.",,"Teng, F.-Z. (University of Maryland, College Park); McDonough, W.F. (University of Maryland, College Park); Rudnick, R.L. (University of Maryland, College Park)",1,0,,0.13,,https://app.dimensions.ai/details/publication/pub.1042524512,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
79,200,pub.1017373710,10.1016/j.gca.2006.06.389,,,Lithospheric evolution of the North China Craton: Evidence from high-Mg adakitic rocks and their entrained xenoliths,Geochimica et Cosmochimica Acta,,,2006-08,2006,70,18,a193,Closed,Article,"Gao, S.; Rudnick, R.L.; Xu, W.L.; Yuan, H.L.; Hu, Z.C.; Liu, X.M.",,"Gao, S. (China University of Geosciences; Northwest University); Rudnick, R.L. (University of Maryland, College Park); Xu, W.L. (Jilin University); Yuan, H.L. (Northwest University); Hu, Z.C. (Northwest University); Liu, X.M. (Northwest University)",3,0,,0.38,,https://app.dimensions.ai/details/publication/pub.1017373710,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
80,200,pub.1006393280,10.1016/j.gca.2006.06.063,,,Origins of non-equilibrium lithium isotope fractionation in xenolithic peridotite minerals,Geochimica et Cosmochimica Acta,,,2006-08,2006,70,18,a25,Closed,Article,"Aulbach, S.; Rudnick, R.L.",,"Aulbach, S. (University of Maryland, College Park); Rudnick, R.L. (University of Maryland, College Park)",1,0,,0.13,,https://app.dimensions.ai/details/publication/pub.1006393280,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
81,200,pub.1003198785,10.1016/j.gca.2006.06.1304,,,Re–Os evidence for age and origin of peridotites from the Dabie–Sulu UHP belt,Geochimica et Cosmochimica Acta,,,2006-08,2006,70,18,a727,Closed,Article,"Yuan, H.L.; Gao, S.; Rudnick, R.L.; Jin, Z.M.; Walker, R.J.",,"Yuan, H.L. (Northwest University; China University of Geosciences); Gao, S. (Northwest University; China University of Geosciences); Rudnick, R.L. (University of Maryland, College Park); Jin, Z.M. (China University of Geosciences); Walker, R.J. (University of Maryland, College Park)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1003198785,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
82,100,pub.1030998685,10.1016/j.epsl.2006.01.036,,,Diffusion-driven extreme lithium isotopic fractionation in country rocks of the Tin Mountain pegmatite,Earth and Planetary Science Letters,,,2006-03,2006,243,3-4,701-710,Closed,Article,"Teng, Fang-Zhen; McDonough, William F.; Rudnick, Roberta L.; Walker, Richard J.","Teng, Fang-Zhen","Teng, Fang-Zhen (University of Maryland, College Park); McDonough, William F. (University of Maryland, College Park); Rudnick, Roberta L. (University of Maryland, College Park); Walker, Richard J. (University of Maryland, College Park)",136,19,,15.99,,https://app.dimensions.ai/details/publication/pub.1030998685,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
83,100,pub.1032445557,10.1016/j.epsl.2005.01.024,,,"Microstructure, texture and seismic anisotropy of the lithospheric mantle above a mantle plume: Insights from the Labait volcano xenoliths (Tanzania)",Earth and Planetary Science Letters,,,2005-04,2005,232,3-4,295-314,Closed,Article,"Vauchez, Alain; Dineur, Florence; Rudnick, Roberta","Vauchez, Alain","Vauchez, Alain (University of Montpellier); Dineur, Florence (University of Montpellier); Rudnick, Roberta (University of Maryland, College Park)",98,15,,9.55,,https://app.dimensions.ai/details/publication/pub.1032445557,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
84,400,pub.1023250808,10.1038/nature03162,15602559,,Recycling lower continental crust in the North China craton,Nature,,,2004-12,2004,432,7019,892-897,Closed,Article,"Gao, Shan; Rudnick, Roberta L.; Yuan, Hong-Ling; Liu, Xiao-Ming; Liu, Yong-Sheng; Xu, Wen-Liang; Ling, Wen-Li; Ayers, John; Wang, Xuan-Che; Wang, Qing-Hai","Gao, Shan","Gao, Shan (Northwest University; China University of Geosciences); Rudnick, Roberta L. (University of Maryland, College Park); Yuan, Hong-Ling (Northwest University); Liu, Xiao-Ming (Northwest University); Liu, Yong-Sheng (China University of Geosciences); Xu, Wen-Liang (Jilin University); Ling, Wen-Li (China University of Geosciences); Ayers, John (Vanderbilt University); Wang, Xuan-Che (China University of Geosciences); Wang, Qing-Hai (Jilin University)",994,232,0.09,86.26,,https://app.dimensions.ai/details/publication/pub.1023250808,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
85,200,pub.1030562657,10.1016/j.chemgeo.2004.08.001,,,Preface to “Lithium isotope geochemistry”,Chemical Geology,,,2004-11,2004,212,1-2,1-4,Closed,Article,"Rudnick, Roberta L.; Nakamura, Eizo","Rudnick, Roberta L.","Rudnick, Roberta L. (); Nakamura, Eizo (Okayama University)",9,1,,0.81,,https://app.dimensions.ai/details/publication/pub.1030562657,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
86,100,pub.1017542892,10.1016/j.chemgeo.2004.08.008,,,Extreme lithium isotopic fractionation during continental weathering revealed in saprolites from South Carolina,Chemical Geology,,,2004-11,2004,212,1-2,45-57,Closed,Article,"Rudnick, Roberta L.; Tomascak, Paul B.; Njo, Heather B.; Gardner, L. Robert","Rudnick, Roberta L.","Rudnick, Roberta L. (University of Maryland, College Park); Tomascak, Paul B. (University of Maryland, College Park); Njo, Heather B. (University of Maryland, College Park); Gardner, L. Robert (University of South Carolina)",160,26,,14.31,,https://app.dimensions.ai/details/publication/pub.1017542892,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
87,100,pub.1017017782,10.1016/j.gca.2004.03.031,,,Lithium isotopic composition and concentration of the upper continental crust,Geochimica et Cosmochimica Acta,,,2004-10,2004,68,20,4167-4178,"All OA; Green, Accepted & Submitted",Article,"Teng, F.-Z.; McDonough, W.F.; Rudnick, R.L.; Dalpé, C.; Tomascak, P.B.; Chappell, B.W.; Gao, S.","Teng, F.-Z.","Teng, F.-Z. (University of Maryland, College Park); McDonough, W.F. (University of Maryland, College Park); Rudnick, R.L. (University of Maryland, College Park); Dalpé, C. (University of Maryland, College Park); Tomascak, P.B. (University of Maryland, College Park); Chappell, B.W. (Macquarie University); Gao, S. (China University of Geosciences; Northwest University)",235,42,,21.02,http://www.geol.umd.edu/%7Emcdonoug/2004Tengetal.GCA.pdf,https://app.dimensions.ai/details/publication/pub.1017017782,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
88,100,pub.1014455195,10.1016/j.lithos.2004.03.033,,,"Petrology and geochemistry of spinel peridotite xenoliths from Hannuoba and Qixia, North China craton",Lithos,,,2004-09,2004,77,1-4,609-637,Closed,Article,"Rudnick, Roberta L.; Gao, Shan; Ling, Wen-li; Liu, Yong-shen; McDonough, William F.","Rudnick, Roberta L.","Rudnick, Roberta L. (University of Maryland, College Park); Gao, Shan (China University of Geosciences; Northwest University); Ling, Wen-li (China University of Geosciences); Liu, Yong-shen (China University of Geosciences); McDonough, William F. (University of Maryland, College Park)",373,89,,32.37,,https://app.dimensions.ai/details/publication/pub.1014455195,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
89,100,pub.1036967807,10.1016/j.chemgeo.2003.08.003,,,Standards for publication of isotope ratio and chemical data in Chemical Geology,Chemical Geology,,,2003-12,2003,202,1-2,1-4,Closed,Article,"Deines, Peter; Goldstein, Steven L.; Oelkers, Eric H.; Rudnick, Roberta L.; Walter, Lynn M.","Goldstein, Steven L.","Deines, Peter (Pennsylvania State University); Goldstein, Steven L. (Lamont-Doherty Earth Observatory); Oelkers, Eric H. (Paul Sabatier University); Rudnick, Roberta L. (University of Maryland, College Park); Walter, Lynn M. (University of Michigan)",66,4,,5.62,,https://app.dimensions.ai/details/publication/pub.1036967807,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
90,200,pub.1112874728,10.29173/ikc2998,,,Lithium isotopic composition of eclogites: implications for subduction zone processes,,International Kimberlite Conference Extended Abstracts: 2003,,2003-06-22,2003,8,,,All OA; Gold,Proceeding,"Rudnick, R.L.; McDonough, W.F.; Tomascak, P.B.; Zack, T.",,"Rudnick, R.L. (); McDonough, W.F. (); Tomascak, P.B. (); Zack, T. ()",0,0,,,https://ikcabstracts.com/index.php/ikc/article/download/2998/2998,https://app.dimensions.ai/details/publication/pub.1112874728,,,,,,
91,100,pub.1001629827,10.1016/s0012-821x(03)00035-9,,,Extremely light Li in orogenic eclogites: The role of isotope fractionation during dehydration in subducted oceanic crust,Earth and Planetary Science Letters,,,2003-03-30,2003,208,3-4,279-290,Closed,Article,"Zack, Thomas; Tomascak, Paul B.; Rudnick, Roberta L.; Dalpé, Claude; McDonough, William F.","Zack, Thomas","Zack, Thomas (University of Maryland, College Park); Tomascak, Paul B. (University of Maryland, College Park); Rudnick, Roberta L. (University of Maryland, College Park); Dalpé, Claude (University of Maryland, College Park); McDonough, William F. (University of Maryland, College Park)",176,22,,14.31,,https://app.dimensions.ai/details/publication/pub.1001629827,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
92,200,pub.1031287694,10.1016/b0-08-043751-6/03184-4,,,Introduction to Volume 3,,Treatise on Geochemistry,,2003,2003,,,xv-xix,Closed,Chapter,"Rudnick, R.L.",,"Rudnick, R.L. (University of Maryland, College Park)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1031287694,,,,,,
93,200,pub.1011403721,10.1016/b0-08-043751-6/03016-4,,,3.01 Composition of the Continental Crust,,Treatise on Geochemistry,,2003,2003,,,1-64,Closed,Chapter,"Rudnick, R.L.; Gao, S.",,"Rudnick, R.L. (University of Maryland, College Park); Gao, S. ()",3298,938,,,,https://app.dimensions.ai/details/publication/pub.1011403721,,,,,,
94,100,pub.1030407595,10.1016/s0016-7037(02)01004-9,,,"Geochemistry of xenolithic eclogites from West Africa, part 2: origins of the high MgO eclogites",Geochimica et Cosmochimica Acta,,,2002-12,2002,66,24,4325-4345,Closed,Article,"Barth, Matthias G; Rudnick, Roberta L; Horn, Ingo; McDonough, William F; Spicuzza, Michael J; Valley, John W; Haggerty, Stephen E","Barth, Matthias G","Barth, Matthias G (Harvard University); Rudnick, Roberta L (Harvard University); Horn, Ingo (Harvard University); McDonough, William F (Harvard University); Spicuzza, Michael J (University of Wisconsin–Madison); Valley, John W (University of Wisconsin–Madison); Haggerty, Stephen E (University of Massachusetts Amherst)",79,7,,6.45,,https://app.dimensions.ai/details/publication/pub.1030407595,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
95,100,pub.1005202064,10.1016/s0301-9268(02)00111-0,,,"ReOs and UPb geochronological constraints on the eclogite–tonalite connection in the Archean Man Shield, West Africa",Precambrian Research,,,2002-11,2002,118,3-4,267-283,"All OA; Green, Accepted & Submitted",Article,"Barth, Matthias G; Rudnick, Roberta L; Carlson, Richard W; Horn, Ingo; McDonough, William F","Barth, Matthias G","Barth, Matthias G (Harvard University); Rudnick, Roberta L (Harvard University); Carlson, Richard W (Carnegie Institution for Science); Horn, Ingo (Harvard University); McDonough, William F (Harvard University)",47,8,,3.84,http://www.geol.umd.edu/~mcdonoug/Barth_etal(2002)Pre30D64.pdf,https://app.dimensions.ai/details/publication/pub.1005202064,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
96,100,pub.1015442850,10.2747/0020-6814.44.6.501,,,Osmium Isotope Constraints on Tectonic Evolution of the Lithosphere in the Southwestern United States,International Geology Review,,,2002-06,2002,44,6,501-511,Closed,Article,"Rudnick, Roberta L.; Lee, Cin-Ty",,"Rudnick, Roberta L. (University System of Maryland); Lee, Cin-Ty (Rice University)",6,0,,0.54,,https://app.dimensions.ai/details/publication/pub.1015442850,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
97,100,pub.1028591788,10.1016/s0012-821x(02)00489-2,,,Re–Os evidence for replacement of ancient mantle lithosphere beneath the North China craton,Earth and Planetary Science Letters,,,2002-05,2002,198,3-4,307-322,"All OA; Green, Accepted & Submitted",Article,"Gao, Shan; Rudnick, Roberta L; Carlson, Richard W; McDonough, William F; Liu, Yong-Sheng","Rudnick, Roberta L","Gao, Shan (Northwest University; China University of Geosciences); Rudnick, Roberta L (Harvard University); Carlson, Richard W (Carnegie Institution for Science); McDonough, William F (Harvard University); Liu, Yong-Sheng (China University of Geosciences)",608,83,,54.62,http://www.geol.umd.edu/~mcdonoug/Gao_et_al_(EPSL_02).pdf,https://app.dimensions.ai/details/publication/pub.1028591788,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
98,100,pub.1006200198,10.1029/2001gc000152,,,Deep lithospheric dynamics beneath the Sierra Nevada during the Mesozoic and Cenozoic as inferred from xenolith petrology,Geochemistry Geophysics Geosystems,,,2001-12,2001,2,12,n/a-n/a,All OA; Gold,Article,"Lee, Cin‐Ty; Rudnick, Roberta L.; Brimhall, George H.",,"Lee, Cin‐Ty (); Rudnick, Roberta L. (University of Maryland, College Park); Brimhall, George H. (University of California, Berkeley)",55,7,,5.55,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2001GC000152,https://app.dimensions.ai/details/publication/pub.1006200198,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
99,100,pub.1042597090,10.1016/s0016-7037(01)00581-6,,,A gravimetric K2OsCl6 standard: Application to precise and accurate Os spike calibration,Geochimica et Cosmochimica Acta,,,2001-07,2001,65,13,2113-2127,Closed,Article,"Yin, Q.Z.; Jacobsen, S.B.; Lee, C.-T.; McDonough, W.F.; Rudnick, R.L.; Horn, I.","Yin, Q.Z.","Yin, Q.Z. (Harvard University); Jacobsen, S.B. (Harvard University); Lee, C.-T. (Harvard University); McDonough, W.F. (Harvard University); Rudnick, R.L. (Harvard University); Horn, I. (Harvard University)",32,0,,3.07,,https://app.dimensions.ai/details/publication/pub.1042597090,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
100,400,pub.1044071054,10.1038/35075048,11333978,,Preservation of ancient and fertile lithospheric mantle beneath the southwestern United States,Nature,,,2001-05,2001,411,6833,69-73,Closed,Article,"Lee, Cin-Ty; Yin, Qingzhu; Rudnick, Roberta L.; Jacobsen, Stein B.","Lee, Cin-Ty","Lee, Cin-Ty (Harvard University; California Institute of Technology); Yin, Qingzhu (Harvard University); Rudnick, Roberta L. (Harvard University; University of Maryland, College Park); Jacobsen, Stein B. (Harvard University)",126,12,0.05,12.72,,https://app.dimensions.ai/details/publication/pub.1044071054,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
101,100,pub.1011992680,10.1016/s0016-7037(00)00626-8,,,"Geochemistry of xenolithic eclogites from West Africa, part I: A link between low MgO eclogites and archean crust formation",Geochimica et Cosmochimica Acta,,,2001-05,2001,65,9,1499-1527,Closed,Article,"Barth, Matthias G.; Rudnick, Roberta L.; Horn, Ingo; McDonough, William F.; Spicuzza, Michael J.; Valley, John W.; Haggerty, Stephen E.","Barth, Matthias G.","Barth, Matthias G. (Harvard University); Rudnick, Roberta L. (Harvard University); Horn, Ingo (Harvard University); McDonough, William F. (Harvard University); Spicuzza, Michael J. (University of Wisconsin–Madison); Valley, John W. (University of Wisconsin–Madison); Haggerty, Stephen E. (University of Massachusetts Amherst)",151,13,,13.62,,https://app.dimensions.ai/details/publication/pub.1011992680,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
102,400,pub.1062570954,10.1126/science.289.5486.1912,10988067,,"Osmium Isotopic Evidence for Mesozoic Removal of Lithospheric Mantle Beneath the Sierra Nevada, California",Science,,,2000-09-15,2000,289,5486,1912-1916,Closed,Article,"Lee, Cin-Ty; Yin, Qingzhu; Rudnick, Roberta L.; Chesley, John T.; Jacobsen, Stein B.",,"Lee, Cin-Ty (Harvard University); Yin, Qingzhu (Harvard University); Rudnick, Roberta L. (Harvard University); Chesley, John T. (University of Arizona); Jacobsen, Stein B. (Harvard University)",98,5,0.01,9.24,,https://app.dimensions.ai/details/publication/pub.1062570954,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
103,100,pub.1042965285,10.1016/s0012-821x(00)00170-9,,,Hf–Nd isotopic evolution of the lower crust,Earth and Planetary Science Letters,,,2000-08,2000,181,1-2,115-129,Closed,Article,"Vervoort, Jeff D.; Patchett, P.Jonathan; Albarède, Francis; Blichert-Toft, Janne; Rudnick, Roberta; Downes, Hilary","Vervoort, Jeff D.","Vervoort, Jeff D. (University of Arizona); Patchett, P.Jonathan (University of Arizona); Albarède, Francis (École Normale Supérieure de Lyon); Blichert-Toft, Janne (École Normale Supérieure de Lyon); Rudnick, Roberta (Harvard University); Downes, Hilary (Birkbeck, University of London)",112,18,,10.56,,https://app.dimensions.ai/details/publication/pub.1042965285,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
104,100,pub.1035200152,10.1007/s004100000144,,,Petrologic and geochemical investigation of carbonates in peridotite xenoliths from northeastern Tanzania,Contributions to Mineralogy and Petrology,,,2000-08,2000,139,4,470-484,Closed,Article,"Lee, Cin-Ty; Rudnick, Roberta L.; McDonough, William F.; Horn, Ingo",,"Lee, Cin-Ty (Harvard University); Rudnick, Roberta L. (Harvard University); McDonough, William F. (Harvard University); Horn, Ingo (Harvard University)",66,7,,5.36,,https://app.dimensions.ai/details/publication/pub.1035200152,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
105,100,pub.1012704878,10.1016/s0009-2541(99)00173-4,,,Tracking the budget of Nb and Ta in the continental crust,Chemical Geology,,,2000-04,2000,165,3-4,197-213,Closed,Article,"Barth, Matthias G.; McDonough, William F.; Rudnick, Roberta L.","Barth, Matthias G.","Barth, Matthias G. (Harvard University); McDonough, William F. (Harvard University); Rudnick, Roberta L. (Harvard University)",311,58,,29.31,,https://app.dimensions.ai/details/publication/pub.1012704878,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
