,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Martin Raubal. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
76,100,pub.1017517237,10.1007/978-3-642-12326-9_15,,,A Spatio-Temporal Model Towards Ad-Hoc Collaborative Decision-Making,Lecture Notes in Geoinformation and Cartography,Geospatial Thinking,,2010,2010,0,,279-297,Closed,Chapter,"Raubal, Martin; Winter, Stephan","Raubal, Martin","Raubal, Martin (University of California, Santa Barbara); Winter, Stephan (University of Melbourne)",6,0,,2.25,,https://app.dimensions.ai/details/publication/pub.1017517237,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
77,100,pub.1003193730,10.1007/978-3-642-15300-6_6,,,Semantic Referencing – Determining Context Weights for Similarity Measurement,Lecture Notes in Computer Science,Geographic Information Science,,2010,2010,6292,,70-84,"All OA; Green, Accepted & Submitted",Chapter,"Janowicz, Krzysztof; Adams, Benjamin; Raubal, Martin",,"Janowicz, Krzysztof (Pennsylvania State University); Adams, Benjamin (University of California, Santa Barbara); Raubal, Martin (University of California, Santa Barbara)",2,0,,0.75,https://ir.canterbury.ac.nz/bitstream/10092/14991/2/JanowiczAdamsRaubal2010.pdf,https://app.dimensions.ai/details/publication/pub.1003193730,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
78,100,pub.1043746579,10.1080/13658810802421115,,,An Indoor Routing Algorithm for the Blind: Development and Comparison to a Routing Algorithm for the Sighted,International Journal of Geographical Information Science,,,2009-10,2009,23,10,1315-1343,Closed,Article,"Swobodzinski, Martin; Raubal, Martin",,"Swobodzinski, Martin (); Raubal, Martin ()",25,5,,8.64,,https://app.dimensions.ai/details/publication/pub.1043746579,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
79,100,pub.1093353268,10.1109/icsc.2009.58,,,Conceptual Space Markup Language (CSML): Towards the Cognitive Semantic Web,,2009 IEEE International Conference on Semantic Computing,,2009-09,2009,,,1-8,Closed,Proceeding,"Adams, Benjamin; Raubal, Martin",,"Adams, Benjamin (University of California, Santa Barbara); Raubal, Martin (University of California, Santa Barbara)",13,1,,5.41,,https://app.dimensions.ai/details/publication/pub.1093353268,"2004 Linguistics; 08 Information and Computing Sciences; 20 Language, Communication and Culture; 0806 Information Systems",2004 Linguistics,08 Information and Computing Sciences,"20 Language, Communication and Culture",0806 Information Systems,
80,100,pub.1040236185,10.1080/17489720903339668,,,Location-based decision support for user groups,Journal of Location Based Services,,,2009-09,2009,3,3,165-187,Closed,Article,"Espeter, Martin; Raubal, Martin",,"Espeter, Martin (); Raubal, Martin ()",14,2,,4.82,,https://app.dimensions.ai/details/publication/pub.1040236185,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
81,100,pub.1039659614,10.1111/j.1467-9671.2009.01157.x,,,Dynamic GIS Case Studies: Wildfire Evacuation and Volunteered Geographic Information,Transactions in GIS,,,2009-06,2009,13,s1,85-104,Closed,Article,"Pultar, Edward; Raubal, Martin; Cova, Thomas J; Goodchild, Michael F",,"Pultar, Edward (University of California, Santa Barbara); Raubal, Martin (University of California, Santa Barbara); Cova, Thomas J (University of Utah); Goodchild, Michael F (University of California, Santa Barbara)",35,5,,8.65,,https://app.dimensions.ai/details/publication/pub.1039659614,08 Information and Computing Sciences; 09 Engineering; 0909 Geomatic Engineering; 0806 Information Systems,08 Information and Computing Sciences,09 Engineering,0909 Geomatic Engineering,0806 Information Systems,
82,100,pub.1012147940,10.1111/j.1749-8198.2009.00224.x,,,Cognitive Engineering for Geographic Information Science,Geography Compass,,,2009-05,2009,3,3,1087-1104,Closed,Article,"Raubal, Martin",,"Raubal, Martin (University of California, Santa Barbara)",17,1,,2.37,,https://app.dimensions.ai/details/publication/pub.1012147940,16 Studies in Human Society; 0699 Other Biological Sciences; 0406 Physical Geography and Environmental Geoscience; 1604 Human Geography; 04 Earth Sciences; 06 Biological Sciences,16 Studies in Human Society,0699 Other Biological Sciences,0406 Physical Geography and Environmental Geoscience,1604 Human Geography,04 Earth Sciences
83,100,pub.1051599285,10.1007/978-3-540-87393-8_2,,,A Formal Model for Mobile Map Adaptation,Lecture Notes in Geoinformation and Cartography,Location Based Services and TeleCartography II,,2009,2009,,,11-34,Closed,Chapter,"Raubal, Martin; Panov, Ilija",,"Raubal, Martin (University of California, Santa Barbara); Panov, Ilija (University of Münster)",14,2,,4.83,,https://app.dimensions.ai/details/publication/pub.1051599285,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
84,100,pub.1048696093,10.1007/978-3-642-04471-7_7,,,Semantic Rules for Context-Aware Geographical Information Retrieval,Lecture Notes in Computer Science,Smart Sensing and Context,,2009,2009,5741,,77-92,"All OA; Green, Accepted & Submitted",Chapter,"Keßler, Carsten; Raubal, Martin; Wosniok, Christoph",,"Keßler, Carsten (University of Münster); Raubal, Martin (University of California, Santa Barbara); Wosniok, Christoph (University of Münster)",36,7,,12.4,http://carsten.io/Kessler-Raubal-Wosniok-2009-SemanticRulesforContext-AwareGeographicalInformationRetrieval.pdf,https://app.dimensions.ai/details/publication/pub.1048696093,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
85,100,pub.1036344783,10.1007/978-3-642-03832-7_27,,,Decentralized Time Geography for Ad-Hoc Collaborative Planning,Lecture Notes in Computer Science,Spatial Information Theory,,2009,2009,5756,,436-452,Closed,Chapter,"Raubal, Martin; Winter, Stephan; Dorr, Christopher",,"Raubal, Martin (University of California, Santa Barbara); Winter, Stephan (University of Melbourne); Dorr, Christopher (University of California, Santa Barbara)",4,0,,1.38,,https://app.dimensions.ai/details/publication/pub.1036344783,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
86,100,pub.1032863573,10.1145/1629890.1629909,,,A case for space: physical and virtual location requirements in the CouchSurfing social network,,Proceedings of the 2009 International Workshop on Location Based Social Networks - LBSN '09,,2009,2009,,,88-91,Closed,Proceeding,"Pultar, Edward; Raubal, Martin",,"Pultar, Edward (University of California, Santa Barbara); Raubal, Martin (University of California, Santa Barbara)",9,1,,3.11,,https://app.dimensions.ai/details/publication/pub.1032863573,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
87,100,pub.1012312309,10.1007/978-3-642-03832-7_4,,,A Metric Conceptual Space Algebra,Lecture Notes in Computer Science,Spatial Information Theory,,2009,2009,5756,,51-68,Closed,Chapter,"Adams, Benjamin; Raubal, Martin",,"Adams, Benjamin (University of California, Santa Barbara); Raubal, Martin (University of California, Santa Barbara)",28,5,,11.56,,https://app.dimensions.ai/details/publication/pub.1012312309,08 Information and Computing Sciences; 01 Mathematical Sciences; 0101 Pure Mathematics; 0806 Information Systems,08 Information and Computing Sciences,01 Mathematical Sciences,0101 Pure Mathematics,0806 Information Systems,
88,200,pub.1053133638,10.1111/j.1467-9671.2008.01129.x,,,Semantic Similarity Measurement and Geospatial Applications,Transactions in GIS,,,2008-12,2008,12,6,651-659,"All OA; Green, Accepted & Submitted",Article,"Janowicz, Krzysztof; Raubal, Martin; Schwering, Angela; Kuhn, Werner",,"Janowicz, Krzysztof (University of Münster); Raubal, Martin (University of California, Santa Barbara); Schwering, Angela (); Kuhn, Werner (University of Münster)",28,5,,6.38,http://www.personal.psu.edu/kuj13/janowicz_etal_tgis_similarity_final_draft_2008.pdf,https://app.dimensions.ai/details/publication/pub.1053133638,08 Information and Computing Sciences; 09 Engineering; 16 Studies in Human Society; 0909 Geomatic Engineering; 1604 Human Geography; 0804 Data Format,08 Information and Computing Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,1604 Human Geography
89,200,pub.1007300369,10.1007/978-0-387-35973-1_1469,,,Wayfinding: Affordances and Agent Simulation,,Encyclopedia of GIS,,2008,2008,,,1243-1246,Closed,Chapter,"Raubal, Martin",,"Raubal, Martin (University of California, Santa Barbara)",8,0,,,,https://app.dimensions.ai/details/publication/pub.1007300369,,,,,,
90,100,pub.1043933849,10.1145/1463434.1463519,,,GEDMWA: geospatial exploratory data mining web agent,,Proceedings of the 16th ACM SIGSPATIAL international conference on Advances in geographic information systems - GIS '08,,2008,2008,,,74,Closed,Proceeding,"Pultar, Edward; Raubal, Martin; Goodchild, Michael F.",,"Pultar, Edward (University of California, Santa Barbara); Raubal, Martin (University of California, Santa Barbara); Goodchild, Michael F. (University of California, Santa Barbara)",9,0,,2.25,,https://app.dimensions.ai/details/publication/pub.1043933849,08 Information and Computing Sciences; 09 Engineering; 0806 Information Systems; 0909 Geomatic Engineering; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,0909 Geomatic Engineering,0801 Artificial Intelligence and Image Processing
91,100,pub.1040648838,10.1007/978-3-540-78946-8_6,,,GeoSR: Geographically Explore Semantic Relations in World Knowledge,Lecture Notes in Geoinformation and Cartography,The European Information Society,,2008,2008,,,95-113,"All OA; Green, Accepted & Submitted",Chapter,"Hecht, Brent; Raubal, Martin",,"Hecht, Brent (University of California, Santa Barbara); Raubal, Martin (University of California, Santa Barbara)",13,2,,4.08,http://www.brenthecht.com/papers/agile2008.pdf,https://app.dimensions.ai/details/publication/pub.1040648838,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
92,100,pub.1038910710,10.1145/1378773.1378790,,,Improving interaction with virtual globes through spatial thinking: helping users ask why?,,Proceedings of the 13th international conference on Intelligent user interfaces - IUI '08,,2008,2008,,,129-138,Closed,Proceeding,"Schöning, Johannes; Hecht, Brent; Raubal, Martin; Krüger, Antonio; Marsh, Meredith; Rohs, Michael",,"Schöning, Johannes (University of Münster); Hecht, Brent (University of California, Santa Barbara); Raubal, Martin (University of California, Santa Barbara); Krüger, Antonio (University of Münster); Marsh, Meredith (University of California, Santa Barbara); Rohs, Michael (Technical University of Berlin)",39,0,,12.26,,https://app.dimensions.ai/details/publication/pub.1038910710,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
93,100,pub.1026392070,10.1007/978-3-540-87601-4_24,,,Representing Concepts in Time,Lecture Notes in Computer Science,"Spatial Cognition VI. Learning, Reasoning, and Talking about Space",,2008,2008,5248,,328-343,Closed,Chapter,"Raubal, Martin",,"Raubal, Martin (University of California, Santa Barbara)",12,2,,8.93,,https://app.dimensions.ai/details/publication/pub.1026392070,2203 Philosophy; 22 Philosophy and Religious Studies,2203 Philosophy,22 Philosophy and Religious Studies,,,
94,100,pub.1007090658,10.1007/978-3-540-77915-5_7,,,A Functional Model for Affordance-Based Agents,Lecture Notes in Computer Science,Towards Affordance-Based Robot Control,,2008,2008,4760,,91-105,Closed,Chapter,"Raubal, Martin; Moratz, Reinhard",,"Raubal, Martin (University of California, Santa Barbara); Moratz, Reinhard (University of Bremen)",20,3,,6.29,,https://app.dimensions.ai/details/publication/pub.1007090658,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
95,100,pub.1053018157,10.1111/j.1467-9671.2007.01071.x,,,A GIS Framework for Spatio‐temporal Analysis and Visualization of Laboratory Mice Tracking Data,Transactions in GIS,,,2007-10,2007,11,5,765-782,Closed,Article,"Kritzler, Mareike; Raubal, Martin; Krüger, Antonio",,"Kritzler, Mareike (University of Münster); Raubal, Martin (); Krüger, Antonio (University of Münster)",6,0,,1.76,,https://app.dimensions.ai/details/publication/pub.1053018157,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
96,100,pub.1028809920,10.1016/j.isprsjprs.2007.03.005,,,Time geography for ad-hoc shared-ride trip planning in mobile geosensor networks,ISPRS Journal of Photogrammetry and Remote Sensing,,,2007-10,2007,62,5,366-381,Closed,Article,"Raubal, Martin; Winter, Stephan; Teβmann, Sven; Gaisbauer, Christian","Raubal, Martin","Raubal, Martin (University of California, Santa Barbara; University of Münster); Winter, Stephan (University of Melbourne); Teβmann, Sven (University of Münster; German Aerospace Center); Gaisbauer, Christian (University of Melbourne)",37,1,,4.57,,https://app.dimensions.ai/details/publication/pub.1028809920,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
97,200,pub.1031589485,10.1080/13875860701337835,,,Editorial: Cognitive Semantics and Spatio-Temporal Ontologies,Spatial Cognition and Computation,,,2007-01,2007,7,1,3-12,Closed,Article,"Kuhn, Werner; Raubal, Martin; Gärdenfors, Peter",,"Kuhn, Werner (University of Münster); Raubal, Martin (University of California, Santa Barbara); Gärdenfors, Peter (Lund University)",11,1,,1.77,,https://app.dimensions.ai/details/publication/pub.1031589485,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
98,100,pub.1027461149,10.1145/1322192.1322219,,,Map navigation with mobile devices: virtual versus physical movement with and without visual context,,Proceedings of the ninth international conference on Multimodal interfaces  - ICMI '07,,2007,2007,,,146-153,Closed,Proceeding,"Rohs, Michael; Schöning, Johannes; Raubal, Martin; Essl, Georg; Krüger, Antonio",,"Rohs, Michael (Technical University of Berlin); Schöning, Johannes (University of Münster); Raubal, Martin (University of California, Santa Barbara); Essl, Georg (Technical University of Berlin); Krüger, Antonio (University of Münster)",79,5,,23.22,,https://app.dimensions.ai/details/publication/pub.1027461149,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
99,100,pub.1011526389,10.1007/978-3-540-76890-6_55,,,The Effect of Context on Semantic Similarity Measurement,Lecture Notes in Computer Science,On the Move to Meaningful Internet Systems 2007: OTM 2007 Workshops,,2007,2007,4806,,1274-1284,"All OA; Green, Accepted & Submitted",Chapter,"Keßler, Carsten; Raubal, Martin; Janowicz, Krzysztof",,"Keßler, Carsten (University of Münster); Raubal, Martin (University of California, Santa Barbara); Janowicz, Krzysztof (University of Münster)",16,0,,4.7,http://context.flashfonic.de/wp-content/uploads/2007/11/swws07.pdf,https://app.dimensions.ai/details/publication/pub.1011526389,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
100,100,pub.1006226652,10.1007/978-3-540-75666-8_25,,,"The Influence of Scale, Context and Spatial Preposition in Linguistic Topology",Lecture Notes in Computer Science,"Spatial Cognition V Reasoning, Action, Interaction",,2007,2007,4387,,439-452,"All OA; Green, Accepted & Submitted",Chapter,"Lautenschütz, Anna-Katharina; Davies, Clare; Raubal, Martin; Schwering, Angela; Pederson, Eric",,"Lautenschütz, Anna-Katharina (University of Münster); Davies, Clare (Ordnance Survey); Raubal, Martin (University of Münster); Schwering, Angela (University of Münster; Ordnance Survey); Pederson, Eric (University of Oregon)",5,0,,2.51,http://www.geo.unizh.ch/~annakl/Paper/SpatCog2006_Lautenschuetz_geo.pdf,https://app.dimensions.ai/details/publication/pub.1006226652,"2004 Linguistics; 20 Language, Communication and Culture",2004 Linguistics,"20 Language, Communication and Culture",,,
101,100,pub.1001668335,10.1007/978-3-540-74788-8_9,,,Affordance-Based Similarity Measurement for Entity Types,Lecture Notes in Computer Science,Spatial Information Theory,,2007,2007,4736,,133-151,Closed,Chapter,"Janowicz, Krzysztof; Raubal, Martin",,"Janowicz, Krzysztof (University of Münster); Raubal, Martin ()",15,0,,4.41,,https://app.dimensions.ai/details/publication/pub.1001668335,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
102,100,pub.1093751267,10.1109/mdm.2006.150,,,Time Geography for Ad-Hoc Shared-Ride Trip Planning,,7th International Conference on Mobile Data Management (MDM'06),,2006,2006,,,1-8,"All OA; Green, Accepted & Submitted",Proceeding,"Winter, Stephan; Raubal, Martin",,"Winter, Stephan (University of Melbourne); Raubal, Martin (University of Münster)",13,1,,3.71,https://www.researchgate.net/profile/Raubal_Martin/publication/4241600_Time_Geography_for_Ad-Hoc_Shared-Ride_Trip_Planning/links/0deec522623e13b750000000.pdf,https://app.dimensions.ai/details/publication/pub.1093751267,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
103,100,pub.1042432595,10.1007/3-540-26982-7_9,,,Focalizing Measures of Salience for Wayfinding,,Map-based Mobile Services,,2005,2005,,,125-139,Closed,Chapter,"Winter, Stephan; Raubal, Martin; Nothegger, Clemens",,"Winter, Stephan (University of Melbourne); Raubal, Martin (University of Münster); Nothegger, Clemens (TU Wien)",36,5,,4.31,,https://app.dimensions.ai/details/publication/pub.1042432595,17 Psychology and Cognitive Sciences; 1701 Psychology,17 Psychology and Cognitive Sciences,1701 Psychology,,,
104,100,pub.1039347191,10.1007/11586180_7,,,Measuring Semantic Similarity Between Geospatial Conceptual Regions,Lecture Notes in Computer Science,GeoSpatial Semantics,,2005,2005,3799,,90-106,Closed,Chapter,"Schwering, Angela; Raubal, Martin",,"Schwering, Angela (Ordnance Survey; University of Münster); Raubal, Martin (University of Münster)",38,4,,9.98,,https://app.dimensions.ai/details/publication/pub.1039347191,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
105,100,pub.1021873406,10.1007/11568346_28,,,Spatial Relations for Semantic Similarity Measurement,Lecture Notes in Computer Science,Perspectives in Conceptual Modeling,,2005,2005,3770,,259-269,Closed,Chapter,"Schwering, Angela; Raubal, Martin",,"Schwering, Angela (Ordnance Survey; University of Münster); Raubal, Martin (University of Münster)",34,3,,8.93,,https://app.dimensions.ai/details/publication/pub.1021873406,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
106,100,pub.1030561634,10.1111/j.0435-3684.2004.00166.x,,,User‐Centred Time Geography for Location‐Based Services,Geografiska Annaler Series B Human Geography,,,2004-12,2004,86,4,245-265,Closed,Article,"Raubal, Martin; Miller, Harvey J.; Bridwell, Scott",,"Raubal, Martin (University of Münster); Miller, Harvey J. (University of Utah); Bridwell, Scott (University of Utah)",87,6,,19.77,,https://app.dimensions.ai/details/publication/pub.1030561634,"15 Commerce, Management, Tourism and Services; 16 Studies in Human Society; 1506 Tourism; 1604 Human Geography; 1601 Anthropology","15 Commerce, Management, Tourism and Services",16 Studies in Human Society,1506 Tourism,1604 Human Geography,1601 Anthropology
107,100,pub.1026145944,10.1207/s15427633scc0402_1,,,Selection of Salient Features for Route Directions,Spatial Cognition and Computation,,,2004-06,2004,4,2,113-136,Closed,Article,"Nothegger, Clemens; Winter, Stephan; Raubal, Martin",,"Nothegger, Clemens (); Winter, Stephan (); Raubal, Martin ()",101,12,,14.45,,https://app.dimensions.ai/details/publication/pub.1026145944,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
108,200,pub.1025373663,10.1207/s15427633scc0401_3,,,Ontology-Based Task Simulation,Spatial Cognition and Computation,,,2004-03,2004,4,1,15-37,"All OA; Green, Accepted & Submitted",Article,"Raubal, Martin; Kuhn, Werner",,"Raubal, Martin (); Kuhn, Werner ()",25,0,,3.58,http://ifgi.uni-muenster.de/~raubal/Publications/RefJournals/raubal_kuhn_scc.pdf,https://app.dimensions.ai/details/publication/pub.1025373663,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
109,100,pub.1024670461,10.1007/3-540-45799-2_17,,,Enriching Wayfinding Instructions with Local Landmarks,Lecture Notes in Computer Science,Geographic Information Science,,2002,2002,2478,,243-259,Closed,Chapter,"Raubal, Martin; Winter, Stephan",,"Raubal, Martin (University of Münster); Winter, Stephan (TU Wien)",236,29,,59.78,,https://app.dimensions.ai/details/publication/pub.1024670461,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
110,100,pub.1010201058,10.1080/13658810110061171,,,Ontology and epistemology for agent-based wayfinding simulation,International Journal of Geographical Information Science,,,2001-10,2001,15,7,653-665,Closed,Article,"Raubal, Martin",,"Raubal, Martin ()",48,4,,11.55,,https://app.dimensions.ai/details/publication/pub.1010201058,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
111,100,pub.1040394632,10.1007/3-540-45424-1_9,,,Spatial and Cognitive Simulation with Multi-agent Systems,Lecture Notes in Computer Science,Spatial Information Theory,,2001,2001,2205,,124-139,Closed,Chapter,"Frank, Andrew U.; Bittner, Steffen; Raubal, Martin",,"Frank, Andrew U. (TU Wien); Bittner, Steffen (TU Wien); Raubal, Martin (TU Wien)",31,5,,7.46,,https://app.dimensions.ai/details/publication/pub.1040394632,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
112,200,pub.1089258359,10.1075/aicr.26.17fra,,,Formal Specifications of Image Schemata for Interoperability in Geographic Information Systems,Advances in Consciousness Research,Spatial Cognition,,2000,2000,26,,213-232,Closed,Chapter,"Frank, Andrew U.; Raubal, Martin",,"Frank, Andrew U. (); Raubal, Martin ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1089258359,,,,,,
113,100,pub.1046189052,10.1023/a:1010004718073,,,Formal specification of image schemata -- a step towards interoperability in geographic information systems,Spatial Cognition and Computation,,,1999-03,1999,1,1,67-101,Closed,Article,"Frank, Andrew U.; Raubal, Martin",,"Frank, Andrew U. (); Raubal, Martin ()",28,4,,,,https://app.dimensions.ai/details/publication/pub.1046189052,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
114,100,pub.1041223976,10.1007/3-540-48384-5_25,,,A Formal Model of the Process of Wayfinding in Built Environments,Lecture Notes in Computer Science,Spatial Information Theory. Cognitive and Computational Foundations of Geographic Information Science,,1999,1999,1661,,381-399,Closed,Chapter,"Raubal, Martin; Worboys, Michael",,"Raubal, Martin (); Worboys, Michael (Keele University)",65,5,,,,https://app.dimensions.ai/details/publication/pub.1041223976,17 Psychology and Cognitive Sciences; 1701 Psychology,17 Psychology and Cognitive Sciences,1701 Psychology,,,
115,100,pub.1058156839,10.1068/b250895,,,Comparing the Complexity of Wayfinding Tasks in Built Environments,Environment and Planning B Urban Analytics and City Science,,,1998-12,1998,25,6,895-913,Closed,Article,"Raubal, M; Egenhofer, M J",,"Raubal, M (TU Wien); Egenhofer, M J (University of Maine)",67,5,,,,https://app.dimensions.ai/details/publication/pub.1058156839,1201 Architecture; 1203 Design Practice and Management; 12 Built Environment and Design; 1205 Urban and Regional Planning,1201 Architecture,1203 Design Practice and Management,12 Built Environment and Design,1205 Urban and Regional Planning,
116,100,pub.1009435392,10.1080/00221349708978800,,,Teaching Raster GIS Operations with Spreadsheets,Journal of Geography,,,1997-09,1997,96,5,258-263,Closed,Article,"Raubal, Martin; Gaupmann, Bernhard; Kuhn, Werner",,"Raubal, Martin (University of Maine); Gaupmann, Bernhard (TU Wien); Kuhn, Werner (University of Münster)",8,1,,,,https://app.dimensions.ai/details/publication/pub.1009435392,16 Studies in Human Society; 1604 Human Geography; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,16 Studies in Human Society,1604 Human Geography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,
117,100,pub.1038256259,10.1007/3-540-63623-4_44,,,Structuring space with image schemata: Wayfinding in airports as a case study,Lecture Notes in Computer Science,Spatial Information Theory A Theoretical Basis for GIS,,1997,1997,1329,,85-102,Closed,Chapter,"Raubal, Martin; Egenhofer, Max J.; Pfoser, Dieter; Tryfona, Nectaria",,"Raubal, Martin (University of Maine); Egenhofer, Max J. (University of Maine); Pfoser, Dieter (University of Maine); Tryfona, Nectaria (University of Maine)",35,2,,,,https://app.dimensions.ai/details/publication/pub.1038256259,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
