,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Joshua P Schimel. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
57,400,pub.1055150219,10.1021/ar300069t,23039211,,"Ecological nanotoxicology: integrating nanomaterial hazard considerations across the subcellular, population, community, and ecosystems levels.",Accounts of Chemical Research,,Animals; Ecology; Ecosystem; Humans; Nanostructures; Quantum Dots; Risk Factors; Toxicity Tests,2013-03-19,2013,46,3,813-22,Closed,Article,"Holden, Patricia A.; Nisbet, Roger M.; Lenihan, Hunter S.; Miller, Robert J.; Cherr, Gary N.; Schimel, Joshua P.; Gardea-Torresdey, Jorge L.",,"Holden, Patricia A. (); Nisbet, Roger M. (University of California, Santa Barbara); Lenihan, Hunter S. (); Miller, Robert J. (); Cherr, Gary N. (University of California, Davis); Schimel, Joshua P. (University of California, Santa Barbara); Gardea-Torresdey, Jorge L. (The University of Texas at El Paso)",85,23,4.37,,,https://app.dimensions.ai/details/publication/pub.1055150219,03 Chemical Sciences,03 Chemical Sciences,,,,
58,400,pub.1001513028,10.1111/gcb.12054,23504786,,Cloud shading and fog drip influence the metabolism of a coastal pine ecosystem,Global Change Biology,,California; Carbon; Ecosystem; Pinus; Weather,2013-02,2013,19,2,484-497,Closed,Article,"Carbone, Mariah S.; Williams, A. Park; Ambrose, Anthony R.; Boot, Claudia M.; Bradley, Eliza S.; Dawson, Todd E.; Schaeffer, Sean M.; Schimel, Joshua P.; Still, Christopher J.",,"Carbone, Mariah S. (University of California, Santa Barbara); Williams, A. Park (Los Alamos National Laboratory); Ambrose, Anthony R. (University of California, Berkeley); Boot, Claudia M. (Colorado State University); Bradley, Eliza S. (University of California, Santa Barbara); Dawson, Todd E. (University of California, Berkeley); Schaeffer, Sean M. (University of Tennessee at Knoxville); Schimel, Joshua P. (University of California, Santa Barbara); Still, Christopher J. (University of California, Santa Barbara; Oregon State University)",30,7,0.34,4.3,,https://app.dimensions.ai/details/publication/pub.1001513028,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
59,100,pub.1043354919,10.1016/j.soilbio.2012.09.005,,,Static osmolyte concentrations in microbial biomass during seasonal drought in a California grassland,Soil Biology and Biochemistry,,,2013-02,2013,57,,356-361,Closed,Article,"Boot, Claudia M.; Schaeffer, Sean M.; Schimel, Joshua P.","Boot, Claudia M.","Boot, Claudia M. (Colorado State University; University of California, Santa Barbara); Schaeffer, Sean M. (University of California, Santa Barbara; University of Tennessee at Knoxville); Schimel, Joshua P. (University of California, Santa Barbara)",36,8,,4.28,,https://app.dimensions.ai/details/publication/pub.1043354919,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
60,200,pub.1001325577,10.1073/pnas.1215763109,,PMC3523820,Reply to Lombi et al.: Clear effects of manufactured nanomaterials to soybean,Proceedings of the National Academy of Sciences,,,2012-12-04,2012,109,49,e3337-e3337,All OA; Gold,Article,"Priester, John H.; Ge, Yuan; Mielke, Randall E.; Horst, Allison M.; Moritz, Shelly Cole; Espinosa, Katherine; Gelb, Jeff; Walker, Sharon L.; Nisbet, Roger M.; An, Youn-Joo; Schimel, Joshua P.; Palmer, Reid G.; Hernandez-Viezcas, Jose A.; Zhao, Lijuan; Gardea-Torresdey, Jorge L.; Holden, Patricia A.",,"Priester, John H. (); Ge, Yuan (); Mielke, Randall E. (California Institute of Technology); Horst, Allison M. (); Moritz, Shelly Cole (); Espinosa, Katherine (Iowa State University); Gelb, Jeff (); Walker, Sharon L. (University of California, Riverside); Nisbet, Roger M. (University of California, Santa Barbara); An, Youn-Joo (Konkuk University); Schimel, Joshua P. (University of California, Santa Barbara); Palmer, Reid G. (Iowa State University); Hernandez-Viezcas, Jose A. (The University of Texas at El Paso); Zhao, Lijuan (The University of Texas at El Paso); Gardea-Torresdey, Jorge L. (The University of Texas at El Paso); Holden, Patricia A. ()",1,0,,,http://www.pnas.org/content/109/49/E3337.full.pdf,https://app.dimensions.ai/details/publication/pub.1001325577,,,,,,
61,100,pub.1037612292,10.1016/j.soilbio.2012.06.010,,,Detecting microbial N-limitation in tussock tundra soil: Implications for Arctic soil organic carbon cycling,Soil Biology and Biochemistry,,,2012-12,2012,55,,78-84,Closed,Article,"Sistla, Seeta A.; Asao, Shinichi; Schimel, Joshua P.","Sistla, Seeta A.","Sistla, Seeta A. (University of California, Santa Barbara); Asao, Shinichi (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara)",68,28,,9.37,,https://app.dimensions.ai/details/publication/pub.1037612292,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
62,400,pub.1016771235,10.1111/j.1469-8137.2012.04234.x,22924404,,Stoichiometric flexibility as a regulator of carbon and nutrient cycling in terrestrial ecosystems under change,New Phytologist,,Carbon; Carbon Cycle; Climate Change; Ecosystem; Humans; Nitrogen Cycle; Phosphorus,2012-10,2012,196,1,68-78,All OA; Gold,Article,"Sistla, Seeta A.; Schimel, Joshua P.",,"Sistla, Seeta A. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara)",111,31,2.17,12.28,https://nph.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1469-8137.2012.04234.x,https://app.dimensions.ai/details/publication/pub.1016771235,0699 Other Biological Sciences; 0602 Ecology; 06 Biological Sciences,0699 Other Biological Sciences,0602 Ecology,06 Biological Sciences,,
63,400,pub.1026647931,10.1128/aem.00941-12,22798374,PMC3426698,Identification of Soil Bacteria Susceptible to TiO2 and ZnO Nanoparticles,Applied and Environmental Microbiology,,"Anti-Bacterial Agents; Bacteria; Biota; Cluster Analysis; DNA Barcoding, Taxonomic; Nanoparticles; Phylogeny; Sequence Analysis, DNA; Soil Microbiology; Titanium; Zinc Oxide",2012-09-15,2012,78,18,6749-6758,All OA; Gold,Article,"Ge, Yuan; Schimel, Joshua P.; Holden, Patricia A.",,"Ge, Yuan (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",117,40,3.34,13.82,https://aem.asm.org/content/78/18/6749.full.pdf,https://app.dimensions.ai/details/publication/pub.1026647931,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
64,400,pub.1011265828,10.1073/pnas.1205431109,22908279,PMC3443164,Soybean susceptibility to manufactured nanomaterials with evidence for food quality and soil fertility interruption,Proceedings of the National Academy of Sciences,,"Agriculture; Cerium; Chromatography, Gas; Fertility; Food Quality; Mass Spectrometry; Microscopy, Electron; Nanostructures; Nanotechnology; Nitrogen Fixation; Soil Pollutants; Soybeans; X-Ray Absorption Spectroscopy; Zinc Oxide",2012-09-11,2012,109,37,e2451-e2456,All OA; Gold,Article,"Priester, John H.; Ge, Yuan; Mielke, Randall E.; Horst, Allison M.; Moritz, Shelly Cole; Espinosa, Katherine; Gelb, Jeff; Walker, Sharon L.; Nisbet, Roger M.; An, Youn-Joo; Schimel, Joshua P.; Palmer, Reid G.; Hernandez-Viezcas, Jose A.; Zhao, Lijuan; Gardea-Torresdey, Jorge L.; Holden, Patricia A.",,"Priester, John H. (University of California, Santa Barbara); Ge, Yuan (University of California, Santa Barbara); Mielke, Randall E. (University of California, Santa Barbara; California Institute of Technology); Horst, Allison M. (University of California, Santa Barbara); Moritz, Shelly Cole (); Espinosa, Katherine (Iowa State University); Gelb, Jeff (Carl Zeiss (United States)); Walker, Sharon L. (University of California, Riverside); Nisbet, Roger M. (University of California, Santa Barbara); An, Youn-Joo (Konkuk University); Schimel, Joshua P. (University of California, Santa Barbara); Palmer, Reid G. (Iowa State University); Hernandez-Viezcas, Jose A. (University of California, Santa Barbara; The University of Texas at El Paso); Zhao, Lijuan (University of California, Santa Barbara; The University of Texas at El Paso); Gardea-Torresdey, Jorge L. (University of California, Santa Barbara; The University of Texas at El Paso); Holden, Patricia A. (University of California, Santa Barbara)",227,66,9.19,39.39,http://www.pnas.org/content/109/37/E2451.full.pdf,https://app.dimensions.ai/details/publication/pub.1011265828,0703 Crop and Pasture Production; 0503 Soil Sciences; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,0503 Soil Sciences,0607 Plant Biology,05 Environmental Sciences,06 Biological Sciences
65,400,pub.1000653391,10.1890/11-1146.1,22928411,,Sinks for nitrogen inputs in terrestrial ecosystems: a meta‐analysis of 15N tracer field studies,Ecology,,Altitude; Ammonia; Chemical Hazard Release; Ecosystem; Nitrates; Nitrogen; Nitrogen Cycle; Nitrogen Isotopes; Rain; Temperature,2012-08-03,2012,93,8,1816-1829,All OA; Gold,Article,"Templer, P. H.; Mack, M. C.; Chapin, F. S.; Christenson, L. M.; Compton, J. E.; Crook, H. D.; Currie, W. S.; Curtis, C. J.; Dail, D. B.; D'Antonio, C. M.; Emmett, B. A.; Epstein, H. E.; Goodale, C. L.; Gundersen, P; Hobbie, S. E.; Holland, K; Hooper, D. U.; Hungate, B. A.; Lamontagne, S; Nadelhoffer, K. J.; Osenberg, C. W.; Perakis, S. S.; Schleppi, P; Schimel, J; Schmidt, I. K.; Sommerkorn, M; Spoelstra, J; Tietema, A; Wessel, W. W.; Zak, D. R.",,"Templer, P. H. (Boston University); Mack, M. C. (University of Florida); Chapin, F. S. (University of Alaska Fairbanks); Christenson, L. M. (Vassar College); Compton, J. E. (Environmental Protection Agency); Crook, H. D. (British Geological Survey); Currie, W. S. (University of Michigan); Curtis, C. J. (University College London); Dail, D. B. (University of Maine); D'Antonio, C. M. (University of California, Santa Barbara); Emmett, B. A. (); Epstein, H. E. (University of Virginia); Goodale, C. L. (Cornell University); Gundersen, P (University of Copenhagen); Hobbie, S. E. (University of Minnesota); Holland, K (University of Colorado Boulder); Hooper, D. U. (Western Washington University); Hungate, B. A. (Northern Arizona University); Lamontagne, S (Land and Water); Nadelhoffer, K. J. (University of Michigan); Osenberg, C. W. (University of Florida); Perakis, S. S. (United States Geological Survey); Schleppi, P (Swiss Federal Institute for Forest, Snow and Landscape Research); Schimel, J (University of California, Santa Barbara); Schmidt, I. K. (University of Copenhagen); Sommerkorn, M (James Hutton Institute); Spoelstra, J (University of Waterloo); Tietema, A (University of Amsterdam); Wessel, W. W. (University of Amsterdam); Zak, D. R. (University of Michigan)",110,29,2.22,16.35,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/11-1146.1,https://app.dimensions.ai/details/publication/pub.1000653391,0602 Ecology; 0502 Environmental Science and Management; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences
66,400,pub.1050095295,10.1890/11-0026.1,22690643,,Responses of soil microbial communities to water stress: results from a meta‐analysis,Ecology,,Bacteria; Ecosystem; Fungi; Oxygen Consumption; Soil Microbiology; Water,2012-04,2012,93,4,930-938,Closed,Article,"Manzoni, Stefano; Schimel, Joshua P.; Porporato, Amilcare",,"Manzoni, Stefano (); Schimel, Joshua P. (University of California, Santa Barbara); Porporato, Amilcare ()",326,134,5.46,44.91,,https://app.dimensions.ai/details/publication/pub.1050095295,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
67,100,pub.1038623931,10.1016/j.geoderma.2011.11.018,,,Grassland community composition drives small-scale spatial patterns in soil properties and processes,Geoderma,,,2012-01,2012,170,Journal of the Torrey Botanical Society 124 1997,269-279,Closed,Article,"Parker, Sophie S.; Seabloom, Eric W.; Schimel, Joshua P.","Parker, Sophie S.","Parker, Sophie S. (University of California, Santa Barbara); Seabloom, Eric W. (University of Minnesota); Schimel, Joshua P. (University of California, Santa Barbara)",13,2,,2.09,,https://app.dimensions.ai/details/publication/pub.1038623931,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
68,100,pub.1031820001,10.1016/j.soilbio.2011.09.019,,,When structure means conservation: Effect of aggregate structure in controlling microbial responses to rewetting events,Soil Biology and Biochemistry,,,2012-01,2012,44,1,1-8,Closed,Article,"Navarro-García, Federico; Casermeiro, Miguel Ángel; Schimel, Joshua P.","Navarro-García, Federico","Navarro-García, Federico (Complutense University of Madrid; Instituto Ramón y Cajal de Investigación Sanitaria); Casermeiro, Miguel Ángel (Complutense University of Madrid); Schimel, Joshua P. (University of California, Santa Barbara)",67,18,,9.23,,https://app.dimensions.ai/details/publication/pub.1031820001,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
69,400,pub.1002513798,10.3389/fmicb.2012.00348,23055998,PMC3458434,Microbial control over carbon cycling in soil,Frontiers in Microbiology,,,2012,2012,3,,348,All OA; Gold,Article,"Schimel, Joshua P; Schaeffer, Sean M",,"Schimel, Joshua P (); Schaeffer, Sean M ()",401,172,7.18,47.37,https://www.frontiersin.org/articles/10.3389/fmicb.2012.00348/pdf,https://app.dimensions.ai/details/publication/pub.1002513798,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
70,400,pub.1005056259,10.1007/s00442-011-1975-3,21487825,,Seasonal and episodic moisture controls on plant and microbial contributions to soil respiration,Oecologia,,California; Carbon Radioisotopes; Cell Respiration; Ecosystem; Plant Roots; Rain; Seasons; Soil; Soil Microbiology,2011-09,2011,167,1,265-278,Closed,Article,"Carbone, Mariah S.; Still, Christopher J.; Ambrose, Anthony R.; Dawson, Todd E.; Williams, A. Park; Boot, Claudia M.; Schaeffer, Sean M.; Schimel, Joshua P.","Carbone, Mariah S.","Carbone, Mariah S. (University of California, Santa Barbara); Still, Christopher J. (University of California, Santa Barbara); Ambrose, Anthony R. (University of California, Berkeley); Dawson, Todd E. (University of California, Berkeley); Williams, A. Park (University of California, Santa Barbara); Boot, Claudia M. (University of California, Santa Barbara); Schaeffer, Sean M. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara)",107,28,1.15,11.25,,https://app.dimensions.ai/details/publication/pub.1005056259,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
71,100,pub.1036038772,10.1007/s12237-011-9375-9,,,Marine Macrophyte Wrack Inputs and Dissolved Nutrients in Beach Sands,Chesapeake Science,,,2011-07,2011,34,4,839-850,All OA; Gold,Article,"Dugan, Jenifer E.; Hubbard, David M.; Page, Henry M.; Schimel, Joshua P.","Dugan, Jenifer E.","Dugan, Jenifer E. (University of California, Santa Barbara); Hubbard, David M. (University of California, Santa Barbara); Page, Henry M. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara)",56,15,,,https://link.springer.com/content/pdf/10.1007%2Fs12237-011-9375-9.pdf,https://app.dimensions.ai/details/publication/pub.1036038772,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
72,100,pub.1009970821,10.1016/j.apsoil.2011.03.007,,,Soil nitrogen availability and transformations differ between the summer and the growing season in a California grassland,Applied Soil Ecology,,,2011-06,2011,48,2,185-192,Closed,Article,"Parker, Sophie S.; Schimel, Joshua P.","Parker, Sophie S.","Parker, Sophie S. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara)",68,17,,9.17,,https://app.dimensions.ai/details/publication/pub.1009970821,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
73,100,pub.1052763286,10.1016/j.soilbio.2011.01.008,,,Drying/rewetting cycles mobilize old C from deep soils from a California annual grassland,Soil Biology and Biochemistry,,,2011-05,2011,43,5,1101-1103,"All OA; Green, Published",Article,"Schimel, Joshua P.; Wetterstedt, J.Å. Martin; Holden, Patricia A.; Trumbore, Susan E.","Schimel, Joshua P.","Schimel, Joshua P. (University of California, Santa Barbara); Wetterstedt, J.Å. Martin (Swedish University of Agricultural Sciences); Holden, Patricia A. (University of California, Santa Barbara); Trumbore, Susan E. (University of California, Irvine)",46,11,,7.74,https://escholarship.org/content/qt7bt6f8jj/qt7bt6f8jj.pdf?t=oemku4,https://app.dimensions.ai/details/publication/pub.1052763286,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
74,400,pub.1055502309,10.1021/es103040t,21207975,,Evidence for negative effects of TiO2 and ZnO nanoparticles on soil bacterial communities.,Environmental Science & Technology,,"Biomass; DNA, Bacterial; Nanoparticles; Oxides; Soil; Soil Microbiology; Soil Pollutants; Titanium; Zinc Oxide",2011-02-15,2011,45,4,1659-64,Closed,Article,"Ge, Yuan; Schimel, Joshua P; Holden, Patricia A",,"Ge, Yuan (University of California, Santa Barbara); Schimel, Joshua P (); Holden, Patricia A ()",233,62,8.01,31.41,,https://app.dimensions.ai/details/publication/pub.1055502309,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
75,100,pub.1031198292,10.1016/j.soilbio.2010.10.013,,,A cross-seasonal comparison of active and total bacterial community composition in Arctic tundra soil using bromodeoxyuridine labeling,Soil Biology and Biochemistry,,,2011-02,2011,43,2,287-295,Closed,Article,"McMahon, Shawna K.; Wallenstein, Matthew D.; Schimel, Joshua P.","McMahon, Shawna K.","McMahon, Shawna K. (University of California, Santa Barbara); Wallenstein, Matthew D. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara)",41,5,,5.53,,https://app.dimensions.ai/details/publication/pub.1031198292,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
76,400,pub.1044154007,10.1016/j.mimet.2010.09.016,20883730,,Pushing the limits for amplifying BrdU-labeled DNA encoding 16S rRNA: DNA polymerase as the determining factor,Journal of Microbiological Methods,,"Bacteria; Bromodeoxyuridine; DNA, Bacterial; DNA-Directed DNA Polymerase; Polymerase Chain Reaction; RNA, Ribosomal, 16S; Soil; Soil Microbiology; Staining and Labeling",2010-12,2010,83,3,312-316,Closed,Article,"Roux-Michollet, Dad D.; Schimel, Joshua P.; Holden, Patricia A.","Roux-Michollet, Dad D.","Roux-Michollet, Dad D. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",4,1,0.11,0.45,,https://app.dimensions.ai/details/publication/pub.1044154007,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
77,100,pub.1003659770,10.1016/j.geoderma.2010.09.012,,,Adding an empirical factor to better represent the rewetting pulse mechanism in a soil biogeochemical model,Geoderma,,,2010-11,2010,159,3-4,440-451,"All OA; Green, Published",Article,"Li, Xuyong; Miller, Amy E.; Meixner, Thomas; Schimel, Joshua P.; Melack, John M.; Sickman, James O.","Li, Xuyong","Li, Xuyong (Research Center for Eco-Environmental Sciences); Miller, Amy E. (National Park Service); Meixner, Thomas (University of Arizona); Schimel, Joshua P. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara); Sickman, James O. (University of California, Riverside)",20,4,,2.62,http://ir.rcees.ac.cn/bitstream/311016/20949/1/Adding%20an%20empirical%20factor%20to%20better%20represent%20the%20rewetting%20pulse%20mechanism%20in%20a%20soil%20biogeochemical%20model.pdf,https://app.dimensions.ai/details/publication/pub.1003659770,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
78,100,pub.1034093923,10.1016/j.soilbio.2010.06.005,,,Slow turnover and production of fungal hyphae during a Californian dry season,Soil Biology and Biochemistry,,,2010-09,2010,42,9,1657-1660,Closed,Article,"Treseder, Kathleen K.; Schimel, Joshua P.; Garcia, Maria O.; Whiteside, Matthew D.","Treseder, Kathleen K.","Treseder, Kathleen K. (); Schimel, Joshua P. (University of California, Santa Barbara); Garcia, Maria O. (); Whiteside, Matthew D. ()",19,3,,2.49,,https://app.dimensions.ai/details/publication/pub.1034093923,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
79,400,pub.1052470816,10.1038/nrmicro2367,20531276,,The ecological coherence of high bacterial taxonomic ranks,Nature Reviews Microbiology,,"Animals; Archaea; Bacteria; DNA, Bacterial; Environmental Microbiology; Humans; Metagenome; RNA, Ribosomal, 16S",2010-07,2010,8,7,523-529,Closed,Article,"Philippot, Laurent; Andersson, Siv G. E.; Battin, Tom J.; Prosser, James I.; Schimel, Joshua P.; Whitman, William B.; Hallin, Sara","Philippot, Laurent","Philippot, Laurent (University of Burgundy); Andersson, Siv G. E. (Uppsala University); Battin, Tom J. (University of Vienna); Prosser, James I. (University of Aberdeen); Schimel, Joshua P. (University of California, Santa Barbara); Whitman, William B. (University of Georgia); Hallin, Sara (Swedish University of Agricultural Sciences)",306,76,8.69,28.92,,https://app.dimensions.ai/details/publication/pub.1052470816,0605 Microbiology; 0604 Genetics; 0602 Ecology; 06 Biological Sciences,0605 Microbiology,0604 Genetics,0602 Ecology,06 Biological Sciences,
80,200,pub.1044228911,10.1007/s10661-010-1440-5,,,Erratum to: Understanding and eliminating iron interference in colorimetric nitrate and nitrite analysis,Environmental Monitoring and Assessment,,,2010-06,2010,165,1-4,693-693,All OA; Gold,Article,"Colman, Benjamin P.; Schimel, Joshua P.","Colman, Benjamin P.","Colman, Benjamin P. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara)",0,0,,,https://link.springer.com/content/pdf/10.1007%2Fs10661-010-1440-5.pdf,https://app.dimensions.ai/details/publication/pub.1044228911,,,,,,
81,100,pub.1011364391,10.1614/ipsm-09-046.1,,,Invasive Grasses Increase Nitrogen Availability in California Grassland Soils,Invasive Plant Science and Management,,,2010-05,2010,3,1,40-47,Closed,Article,"Parker, Sophie S.; Schimel, Joshua P.",,"Parker, Sophie S. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara)",25,6,,3.85,,https://app.dimensions.ai/details/publication/pub.1011364391,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
82,100,pub.1005058234,10.1016/j.soilbio.2009.06.016,,,Does adding microbial mechanisms of decomposition improve soil organic matter models? A comparison of four models using data from a pulsed rewetting experiment,Soil Biology and Biochemistry,,,2009-09,2009,41,9,1923-1934,Closed,Article,"Lawrence, Corey R.; Neff, Jason C.; Schimel, Joshua P.","Lawrence, Corey R.","Lawrence, Corey R. (University of Colorado Boulder); Neff, Jason C. (University of Colorado Boulder); Schimel, Joshua P. (University of California, Santa Barbara)",128,22,,13.94,,https://app.dimensions.ai/details/publication/pub.1005058234,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
83,100,pub.1014574747,10.1111/j.1365-2486.2008.01819.x,,,Seasonal variation in enzyme activities and temperature sensitivities in Arctic tundra soils,Global Change Biology,,,2009-07,2009,15,7,1631-1639,Closed,Article,"WALLENSTEIN, MATTHEW D.; MCMAHON, SHAWNA K.; SCHIMEL, JOSHUA P.",,"WALLENSTEIN, MATTHEW D. (Colorado State University); MCMAHON, SHAWNA K. (University of California, Santa Barbara); SCHIMEL, JOSHUA P. (University of California, Santa Barbara)",185,46,,20.14,,https://app.dimensions.ai/details/publication/pub.1014574747,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
84,400,pub.1039762186,10.1111/j.1758-2229.2009.00025.x,23765747,,Microbial growth in Arctic tundra soil at −2°C,Environmental Microbiology Reports,,,2009-04,2009,1,2,162-166,Closed,Article,"McMahon, Shawna K.; Wallenstein, Matthew D.; Schimel, Joshua P.",,"McMahon, Shawna K. (Colorado State University); Wallenstein, Matthew D. (Colorado State University); Schimel, Joshua P. (University of California, Santa Barbara)",35,7,0.53,3.23,,https://app.dimensions.ai/details/publication/pub.1039762186,0605 Microbiology; 0601 Biochemistry and Cell Biology; 06 Biological Sciences,0605 Microbiology,0601 Biochemistry and Cell Biology,06 Biological Sciences,,
85,100,pub.1003784219,10.1007/s10533-009-9301-4,,,Seasonal variation in nitrogen uptake and turnover in two high-elevation soils: mineralization responses are site-dependent,Biogeochemistry,,,2009-04,2009,93,3,253-270,Closed,Article,"Miller, Amy E.; Schimel, Joshua P.; Sickman, James O.; Skeen, Kevin; Meixner, Thomas; Melack, John M.","Miller, Amy E.","Miller, Amy E. (University of California, Santa Barbara; Institute of Arctic and Alpine Research; National Park Service); Schimel, Joshua P. (University of California, Santa Barbara); Sickman, James O. (University of California, Riverside); Skeen, Kevin (University of California, Santa Barbara); Meixner, Thomas (University of Arizona); Melack, John M. (University of California, Santa Barbara)",29,5,,3.16,,https://app.dimensions.ai/details/publication/pub.1003784219,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
86,100,pub.1020192156,10.1007/s10533-008-9281-9,,,"Abiotic nitrate incorporation, anaerobic microsites, and the ferrous wheel",Biogeochemistry,,,2008-12,2008,91,2-3,223-227,All OA; Gold,Article,"Colman, Benjamin P.; Fierer, Noah; Schimel, Joshua P.","Colman, Benjamin P.","Colman, Benjamin P. (University of California, Santa Barbara); Fierer, Noah (University of Colorado Boulder; Cooperative Institute for Research in Environmental Sciences); Schimel, Joshua P. (University of California, Santa Barbara)",25,3,,2.59,https://link.springer.com/content/pdf/10.1007%2Fs10533-008-9281-9.pdf,https://app.dimensions.ai/details/publication/pub.1020192156,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
87,100,pub.1004661727,10.1016/j.soilbio.2008.05.004,,,Drying and rewetting effects on C and N mineralization and microbial activity in surface and subsurface California grassland soils,Soil Biology and Biochemistry,,,2008-09,2008,40,9,2281-2289,Closed,Article,"Xiang, Shu-Rong; Doyle, Allen; Holden, Patricia A.; Schimel, Joshua P.","Schimel, Joshua P.","Xiang, Shu-Rong (University of California, Santa Barbara; Institute of Tibetan Plateau Research); Doyle, Allen (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara)",251,60,,26.93,,https://app.dimensions.ai/details/publication/pub.1004661727,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
88,100,pub.1022428570,10.1016/j.soilbio.2007.12.006,,,Soil heterogeneity in lumped mineralization–immobilization models,Soil Biology and Biochemistry,,,2008-05,2008,40,5,1137-1148,Closed,Article,"Manzoni, Stefano; Porporato, Amilcare; Schimel, Joshua P.","Manzoni, Stefano","Manzoni, Stefano (Duke University); Porporato, Amilcare (Duke University); Schimel, Joshua P. (University of California, Santa Barbara)",30,5,,3.11,,https://app.dimensions.ai/details/publication/pub.1022428570,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
