,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Andrew John Plantinga. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
71,100,pub.1003784236,10.1016/s0094-1190(02)00503-x,,,The effects of potential land development on agricultural land prices,Journal of Urban Economics,,,2002-11,2002,52,3,561-581,"All OA; Green, Accepted & Submitted",Article,"Plantinga, Andrew J.; Lubowski, Ruben N.; Stavins, Robert N.","Plantinga, Andrew J.","Plantinga, Andrew J. (Oregon State University); Lubowski, Ruben N. (Agricultural Research Service); Stavins, Robert N. (Harvard University)",106,24,,29.41,https://www.econstor.eu/bitstream/10419/119652/1/NDL2002-041.pdf,https://app.dimensions.ai/details/publication/pub.1003784236,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
72,100,pub.1120548051,10.1093/sjaf/26.2.78,,,Determinants and Projections of Land Use in the South Central United States,Southern Journal of Applied Forestry,,,2002-05-01,2002,26,2,78-84,Closed,Article,"Ahn, SoEun; Plantinga, Andrew J.; Alig, Ralph J.",,"Ahn, SoEun (North Carolina State University); Plantinga, Andrew J. (Oregon State University); Alig, Ralph J. (Pacific Northwest Research Station)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1120548051,0705 Forestry Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,07 Agricultural and Veterinary Sciences,,,
73,200,pub.1070211802,10.2307/3147271,,,Public Conservation Land and Employment Growth in the Northern Forest Region,Land Economics,,,2002-05,2002,78,2,245-259,Closed,Article,"Lewis, David J.; Hunt, Gary L.; Plantinga, Andrew J.",,"Lewis, David J. (); Hunt, Gary L. (); Plantinga, Andrew J. ()",35,1,,9.71,,https://app.dimensions.ai/details/publication/pub.1070211802,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
74,100,pub.1022274612,10.1016/s0921-8009(01)00269-5,,,Quantifying the impacts on biodiversity of policies for carbon sequestration in forests,Ecological Economics,,,2002-01,2002,40,1,71-87,Closed,Article,"Matthews, Stephen; O'Connor, Raymond; Plantinga, Andrew J","Plantinga, Andrew J","Matthews, Stephen (University of Maine); O'Connor, Raymond (University of Maine); Plantinga, Andrew J (Oregon State University)",44,1,,4.79,,https://app.dimensions.ai/details/publication/pub.1022274612,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
75,100,pub.1102177741,10.2139/ssrn.305498,,,The Effects of Potential Land Development on Agricultural Land Prices,SSRN Electronic Journal,,,2002,2002,,,,"All OA; Green, Accepted & Submitted",Preprint,"Plantinga, Andrew; Lubowski, Ruben N.; Stavins, Robert N.",,"Plantinga, Andrew (Oregon State University); Lubowski, Ruben N. (Environmental Defense Fund); Stavins, Robert N. ()",2,0,,0.55,https://www.econstor.eu/bitstream/10419/119652/1/NDL2002-041.pdf,https://app.dimensions.ai/details/publication/pub.1102177741,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
76,100,pub.1041253027,10.1023/a:1010749214244,,,A Method for Estimating the Cost of CO2 Mitigation through Afforestation,Climatic Change,,,2001-04,2001,49,1-2,21-40,Closed,Article,"Plantinga, Andrew J.; Mauldin, Thomas",,"Plantinga, Andrew J. (University of Maine); Mauldin, Thomas ()",15,1,,2.92,,https://app.dimensions.ai/details/publication/pub.1041253027,14 Economics; 1403 Econometrics; 0705 Forestry Sciences; 1402 Applied Economics; 07 Agricultural and Veterinary Sciences,14 Economics,1403 Econometrics,0705 Forestry Sciences,1402 Applied Economics,07 Agricultural and Veterinary Sciences
77,100,pub.1033752731,10.1016/s0921-3449(00)00085-9,,,The supply of land for conservation uses: evidence from the conservation reserve program,Resources Conservation and Recycling,,,2001-03,2001,31,3,199-215,Closed,Article,"Plantinga, Andrew J; Alig, Ralph; Cheng, Hsiang-tai","Plantinga, Andrew J","Plantinga, Andrew J (University of Maine); Alig, Ralph (Pacific Northwest Research Station); Cheng, Hsiang-tai (University of Maine)",14,2,,1.84,,https://app.dimensions.ai/details/publication/pub.1033752731,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
78,100,pub.1103743127,10.2737/pnw-rp-530,,,Historical trends and projections of land use for the South-Central United States.,,,,2000-01,2000,530,,,All OA; Gold,Article,"Ahn, SoEun; Plantinga, Andrew J.; Alig, Ralph J.",,"Ahn, SoEun (); Plantinga, Andrew J. (); Alig, Ralph J. ()",0,0,,,https://www.fs.usda.gov/treesearch/pubs/download/2944.pdf,https://app.dimensions.ai/details/publication/pub.1103743127,,,,,,
79,200,pub.1069411250,10.2307/1244326,,,An Econometric Analysis of the Costs of Sequestering Carbon in Forests,American Journal of Agricultural Economics,,,1999-11,1999,81,4,812,Closed,Article,"Plantinga, Andrew J.; Mauldin, Thomas; Miller, Douglas J.",,"Plantinga, Andrew J. (); Mauldin, Thomas (); Miller, Douglas J. ()",116,9,,,,https://app.dimensions.ai/details/publication/pub.1069411250,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
80,100,pub.1120546692,10.1093/njaf/16.2.82,,,Determinants of Land Use in Maine with Projections to 2050,Northern Journal of Applied Forestry,,,1999-06-01,1999,16,2,82-88,Closed,Article,"Mauldin, Thomas E.; Plantinga, Andrew J.; Alig, Ralph J.",,"Mauldin, Thomas E. (); Plantinga, Andrew J. (); Alig, Ralph J. (US Forest Service)",2,1,,,,https://app.dimensions.ai/details/publication/pub.1120546692,0503 Soil Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0503 Soil Sciences,05 Environmental Sciences,0502 Environmental Science and Management,,
81,100,pub.1103746407,10.2737/pnw-rp-511,,,Land use in Maine: determinants of past trends and projections of future changes.,,,,1999-01,1999,511,,,All OA; Gold,Article,"Plantinga, Andrew J.; Mauldlin, Thomas; Alig, Ralph J.",,"Plantinga, Andrew J. (); Mauldlin, Thomas (); Alig, Ralph J. ()",5,2,,,https://www.fs.usda.gov/treesearch/pubs/download/2907.pdf,https://app.dimensions.ai/details/publication/pub.1103746407,,,,,,
82,100,pub.1103738638,10.2737/pnw-rp-519,,,Land use in the lake states region: an analysis of past trends and projections of future changes.,,,,1999-01,1999,519,,,"All OA; Green, Accepted & Submitted",Article,"Mauldin, Thomas E.; Plantinga, Andrew J.; Alig, Ralph J.",,"Mauldin, Thomas E. (); Plantinga, Andrew J. (); Alig, Ralph J. ()",3,1,,,https://babel.hathitrust.org/cgi/imgsrv/download/pdf?id=umn.31951d02881913t;orient=0;size=100;seq=4;attachment=0,https://app.dimensions.ai/details/publication/pub.1103738638,,,,,,
83,100,pub.1052287075,10.1007/978-3-642-61111-7_25,,,Carbon pools and fluxes in U.S. forest products,,"Forest Ecosystems, Forest Management and the Global Carbon Cycle",,1996,1996,,,271-278,Closed,Chapter,"Heath, Linda S.; Birdsey, Richard A.; Row, Clark; Plantinga, Andrew J.",,"Heath, Linda S. (); Birdsey, Richard A. (US Forest Service); Row, Clark (); Plantinga, Andrew J. (University of California System)",31,0,,,,https://app.dimensions.ai/details/publication/pub.1052287075,0699 Other Biological Sciences; 06 Biological Sciences,0699 Other Biological Sciences,06 Biological Sciences,,,
84,100,pub.1086214347,10.1111/j.1939-7445.1994.tb00190.x,,,OPTIMAL FOREST STAND MANAGEMENT WHEN BENEFITS ARE DERIVED FROM CARBON,Natural Resource Modeling,,,1994-09,1994,8,4,373-387,Closed,Article,"Plantinga, Andrew J.; Birdsey, Richard A.",,"Plantinga, Andrew J. (); Birdsey, Richard A. ()",30,2,,,,https://app.dimensions.ai/details/publication/pub.1086214347,14 Economics; 0102 Applied Mathematics; 01 Mathematical Sciences; 1402 Applied Economics; 05 Environmental Sciences; 0502 Environmental Science and Management,14 Economics,0102 Applied Mathematics,01 Mathematical Sciences,1402 Applied Economics,05 Environmental Sciences
85,100,pub.1041367706,10.1016/0378-1127(93)90129-b,,,Past and prospective carbon storage in United States forests,Forest Ecology and Management,,,1993-04,1993,58,1-2,33-40,Closed,Article,"Birdsey, Richard A.; Plantinga, Andrew J.; Heath, Linda S.","Birdsey, Richard A.","Birdsey, Richard A. (US Forest Service); Plantinga, Andrew J. (University of California, Berkeley); Heath, Linda S. (US Forest Service)",95,4,,,,https://app.dimensions.ai/details/publication/pub.1041367706,0501 Ecological Applications; 05 Environmental Sciences,0501 Ecological Applications,05 Environmental Sciences,,,
86,100,pub.1002167986,10.1007/bf01092680,,,Carbon fluxes resulting from U.S. private timberland management,Climatic Change,,,1993-01,1993,23,1,37-53,Closed,Article,"Plantinga, Andrew J.; Birdsey, Richard A.",,"Plantinga, Andrew J. (University of California, Berkeley); Birdsey, Richard A. (US Forest Service)",45,1,,,,https://app.dimensions.ai/details/publication/pub.1002167986,0503 Soil Sciences; 0705 Forestry Sciences; 0501 Ecological Applications; 05 Environmental Sciences; 07 Agricultural and Veterinary Sciences,0503 Soil Sciences,0705 Forestry Sciences,0501 Ecological Applications,05 Environmental Sciences,07 Agricultural and Veterinary Sciences
