,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Roger M Nisbet. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
57,400,pub.1018344424,10.1890/10-0302.1,21661576,,Niche and fitness differences relate the maintenance of diversity to ecosystem function,Ecology,,"Animals; Biomass; Computer Simulation; Ecosystem; Feeding Behavior; Models, Biological",2011-05,2011,92,5,1157-1165,Closed,Article,"Carroll, Ian T.; Cardinale, Bradley J.; Nisbet, Roger M.",,"Carroll, Ian T. (University of California, Santa Barbara); Cardinale, Bradley J. (University of California, Santa Barbara; University of Michigan); Nisbet, Roger M. (University of California, Santa Barbara)",76,26,1.34,10.03,,https://app.dimensions.ai/details/publication/pub.1018344424,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
58,100,pub.1007830569,10.1016/j.ecolmodel.2011.01.004,,,Impact of excess and harmful radiation on energy budgets in scleractinian corals,Ecological Modelling,,,2011-04,2011,222,7,1315-1322,Closed,Article,"Eynaud, Yoan; Nisbet, Roger M.; Muller, Erik B.","Muller, Erik B.","Eynaud, Yoan (Aix-Marseille University); Nisbet, Roger M. (University of California, Santa Barbara); Muller, Erik B. (University of California, Santa Barbara)",11,2,,1.83,,https://app.dimensions.ai/details/publication/pub.1007830569,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
59,400,pub.1026683669,10.1890/09-2346.1,21618916,,Stochastic growth reduces population fluctuations in Daphnia–algal systems,Ecology,,"Animals; Daphnia; Ecosystem; Models, Biological; Plant Development; Population Dynamics; Stochastic Processes; Time Factors",2011-02,2011,92,2,362-372,Closed,Article,"Ananthasubramaniam, Bharath; Nisbet, Roger M.; Nelson, William A.; McCauley, Edward; Gurney, William S. C.",,"Ananthasubramaniam, Bharath (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara); Nelson, William A. (Queen's University); McCauley, Edward (University of California, Santa Barbara); Gurney, William S. C. (University of Strathclyde)",8,0,0.23,0.84,,https://app.dimensions.ai/details/publication/pub.1026683669,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
60,100,pub.1007342679,10.1007/s12080-010-0075-z,,,Integrate-and-fire models of insolation-driven entrainment of broadcast spawning in corals,Theoretical Ecology,,,2011-02,2011,4,1,69-85,All OA; Gold,Article,"Ananthasubramaniam, Bharath; Nisbet, Roger M.; Morse, Daniel E.; Doyle, Francis J.","Doyle, Francis J.","Ananthasubramaniam, Bharath (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara); Morse, Daniel E. (University of California, Santa Barbara); Doyle, Francis J. (University of California, Santa Barbara)",7,1,,0.74,https://link.springer.com/content/pdf/10.1007%2Fs12080-010-0075-z.pdf,https://app.dimensions.ai/details/publication/pub.1007342679,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
61,200,pub.1056463741,10.1038/npre.2010.5344,,,Seasonal reproduction in a fluctuating energy environment: Insolation-driven synchronized broadcast spawning in corals,Nature Precedings,,,2010-11-30,2010,,,,"All OA; Green, Published",Preprint,"Ananthasubramaniam, Bharath; Ananthasubramaniam, Bharath; Nisbet, Roger; Morse, Daniel; Doyle, Francis",,"Ananthasubramaniam, Bharath (); Nisbet, Roger (); Morse, Daniel (); Doyle, Francis ()",0,0,,,http://precedings.nature.com/documents/5344/version/1/files/npre20105344-1.pdf,https://app.dimensions.ai/details/publication/pub.1056463741,,,,,,
62,200,pub.1034877043,10.1038/npre.2010.5344.1,,,Seasonal reproduction in a fluctuating energy environment: Insolation-driven synchronized broadcast spawning in corals,Nature Precedings,,,2010-11-30,2010,,,,"All OA; Green, Published",Preprint,"Ananthasubramaniam, Bharath; Nisbet, Roger M.; Morse, Daniel E.; Doyle, Francis J.",,"Ananthasubramaniam, Bharath (); Nisbet, Roger M. (); Morse, Daniel E. (); Doyle, Francis J. ()",0,0,,,http://precedings.nature.com/documents/5344/version/1/files/npre20105344-1.pdf,https://app.dimensions.ai/details/publication/pub.1034877043,,,,,,
63,400,pub.1030762328,10.1098/rstb.2010.0167,20921052,PMC2981978,Dynamic energy budget theory and population ecology: lessons from Daphnia,Philosophical Transactions of the Royal Society B Biological Sciences,,"Animals; Daphnia; Ecosystem; Energy Metabolism; Life Cycle Stages; Models, Biological; Phytoplankton; Population Dynamics",2010-11-12,2010,365,1557,3541-3552,All OA; Gold,Article,"Nisbet, Roger M.; McCauley, Edward; Johnson, Leah R.",,"Nisbet, Roger M. (University of California, Santa Barbara); McCauley, Edward (University of California, Santa Barbara); Johnson, Leah R. (University of California, Santa Barbara)",39,7,1.64,3.65,http://rstb.royalsocietypublishing.org/content/365/1557/3541.full.pdf,https://app.dimensions.ai/details/publication/pub.1030762328,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
64,400,pub.1026970264,10.1098/rstb.2010.0097,20921045,PMC2981971,The impact of metabolism on stable isotope dynamics: a theoretical framework,Philosophical Transactions of the Royal Society B Biological Sciences,,"Animals; Ecosystem; Isotopes; Metabolic Networks and Pathways; Models, Biological",2010-11-12,2010,365,1557,3455-3468,All OA; Gold,Article,"Pecquerie, Laure; Nisbet, Roger M.; Fablet, Ronan; Lorrain, Anne; Kooijman, Sebastiaan A. L. M.",,"Pecquerie, Laure (University of California, Santa Barbara; Institute of Research for Development); Nisbet, Roger M. (University of California, Santa Barbara); Fablet, Ronan (European University of Brittany); Lorrain, Anne (); Kooijman, Sebastiaan A. L. M. (VU University Amsterdam)",36,9,0.7,3.37,http://rstb.royalsocietypublishing.org/content/365/1557/3455.full.pdf,https://app.dimensions.ai/details/publication/pub.1026970264,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
65,100,pub.1007869353,10.1007/s12080-009-0068-y,,,Population persistence in the face of advection,Theoretical Ecology,,,2010-11,2010,3,4,271-284,All OA; Gold,Article,"Lutscher, Frithjof; Nisbet, Roger M.; Pachepsky, Elizaveta","Lutscher, Frithjof","Lutscher, Frithjof (University of Ottawa); Nisbet, Roger M. (University of California, Santa Barbara); Pachepsky, Elizaveta (University of California, Santa Barbara)",41,8,,3.84,https://link.springer.com/content/pdf/10.1007%2Fs12080-009-0068-y.pdf,https://app.dimensions.ai/details/publication/pub.1007869353,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
66,400,pub.1043414000,10.1007/s11538-009-9489-4,20135238,,Effects of Demographic Stochasticity on Population Persistence in Advective Media,Bulletin of Mathematical Biology,,"Algorithms; Animals; Computer Simulation; Demography; Ecosystem; Markov Chains; Models, Biological; Monte Carlo Method; Movement; Population Dynamics; Stochastic Processes; Water Movements",2010-07,2010,72,5,1254-1270,All OA; Gold,Article,"Kolpas, Allison; Nisbet, Roger M.","Kolpas, Allison","Kolpas, Allison (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara)",12,3,0.5,1.12,https://link.springer.com/content/pdf/10.1007%2Fs11538-009-9489-4.pdf,https://app.dimensions.ai/details/publication/pub.1043414000,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
67,400,pub.1031768091,10.1016/j.jtbi.2010.02.017,20171232,,Effects of life history variation on vertical transfer of toxicants in marine mammals,Journal of Theoretical Biology,,"Adaptation, Physiological; Algorithms; Animals; Ecosystem; Female; Life Cycle Stages; Male; Mammals; Marine Biology; Models, Biological; Population Dynamics; Reproduction; Seawater; Water Pollutants, Chemical",2010-05,2010,264,2,479-489,Closed,Article,"Noonburg, Erik G.; Nisbet, Roger M.; Klanjscek, Tin","Noonburg, Erik G.","Noonburg, Erik G. (Florida Atlantic University); Nisbet, Roger M. (University of California, Santa Barbara); Klanjscek, Tin (University of California, Santa Barbara; Rudjer Boskovic Institute)",8,1,0.46,0.75,,https://app.dimensions.ai/details/publication/pub.1031768091,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
68,100,pub.1001034354,10.1111/j.1365-2486.2009.02062.x,,,Conservation management approaches to protecting the capacity for corals to respond to climate change: a theoretical comparison,Global Change Biology,,,2010-04,2010,16,4,1229-1246,Closed,Article,"BASKETT, MARISSA L.; NISBET, ROGER M.; KAPPEL, CARRIE V.; MUMBY, PETER J.; GAINES, STEVEN D.",,"BASKETT, MARISSA L. (University of California, Santa Barbara); NISBET, ROGER M. (University of California, Santa Barbara); KAPPEL, CARRIE V. (University of California, Santa Barbara); MUMBY, PETER J. (University of Exeter); GAINES, STEVEN D. (University of California, Santa Barbara)",40,5,,4.23,,https://app.dimensions.ai/details/publication/pub.1001034354,0602 Ecology; 0502 Environmental Science and Management; 0699 Other Biological Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0699 Other Biological Sciences,05 Environmental Sciences,06 Biological Sciences
69,400,pub.1021618943,10.1007/s10646-009-0385-3,19633955,PMC2797403,Sublethal toxicant effects with dynamic energy budget theory: model formulation,Ecotoxicology,,"Animals; Bivalvia; California; Energy Metabolism; Gonads; Models, Biological; Seawater; Species Specificity; Water Pollutants, Chemical",2010-01,2010,19,1,48-60,All OA; Gold,Article,"Muller, Erik B.; Nisbet, Roger M.; Berkley, Heather A.",,"Muller, Erik B. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara); Berkley, Heather A. (University of California, Santa Barbara)",33,8,1.26,3.09,https://link.springer.com/content/pdf/10.1007%2Fs10646-009-0385-3.pdf,https://app.dimensions.ai/details/publication/pub.1021618943,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
70,400,pub.1013445789,10.1007/s10646-009-0384-4,19629682,PMC2797407,Sublethal toxicant effects with dynamic energy budget theory: application to mussel outplants,Ecotoxicology,,"Animals; Bivalvia; Body Size; California; Energy Metabolism; Gonads; Models, Biological; Reproduction; Species Specificity; Water Pollutants, Chemical",2010-01,2010,19,1,38-47,All OA; Gold,Article,"Muller, Erik B.; Osenberg, Craig W.; Schmitt, Russell J.; Holbrook, Sally J.; Nisbet, Roger M.",,"Muller, Erik B. (University of California, Santa Barbara); Osenberg, Craig W. (University of Florida); Schmitt, Russell J. (University of California, Santa Barbara); Holbrook, Sally J. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara)",16,4,0.66,1.5,https://link.springer.com/content/pdf/10.1007%2Fs10646-009-0384-4.pdf,https://app.dimensions.ai/details/publication/pub.1013445789,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
71,400,pub.1069010271,10.2134/jeq2009.0479,21284292,,An ecological perspective on nanomaterial impacts in the environment.,Journal of Environmental Quality,,Ecosystem; Environment; Environmental Monitoring; Nanostructures; Research,2010,2010,39,6,1954-65,"All OA; Green, Published",Article,"Bernhardt, Emily S; Colman, Benjamin P; Hochella, Michael F; Cardinale, Bradley J; Nisbet, Roger M; Richardson, Curtis J; Yin, Liyan",,"Bernhardt, Emily S (); Colman, Benjamin P (); Hochella, Michael F (); Cardinale, Bradley J (); Nisbet, Roger M (); Richardson, Curtis J (); Yin, Liyan ()",105,31,2.52,12.33,https://dukespace.lib.duke.edu/dspace/bitstream/10161/15724/1/Bernhardt%20et%20al%202010%20nanosilver.pdf,https://app.dimensions.ai/details/publication/pub.1069010271,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
72,300,pub.1001534943,10.1021/es8034544,19764201,,The University of California Center for the Environmental Implications of Nanotechnology.,Environmental Science & Technology,,California; Ecotoxicology; Environmental Health; Environmental Monitoring; Environmental Pollutants; Nanostructures; Nanotechnology; Research; Risk Assessment; Universities,2009-09,2009,43,17,6453-7,All OA; Gold,Article,"Godwin, Hilary A; Chopra, Kabir; Bradley, Kenneth A; Cohen, Yoram; Harthorn, Barbara Herr; Hoek, Eric M V; Holden, Patricia; Keller, Arturo A; Lenihan, Hunter S; Nisbet, Roger M; Nel, Andre E",,"Godwin, Hilary A (University of California Los Angeles); Chopra, Kabir (); Bradley, Kenneth A (); Cohen, Yoram (); Harthorn, Barbara Herr (); Hoek, Eric M V (); Holden, Patricia (); Keller, Arturo A (); Lenihan, Hunter S (); Nisbet, Roger M (); Nel, Andre E ()",42,4,1.25,,https://pubs.acs.org/doi/pdf/10.1021/es8034544,https://app.dimensions.ai/details/publication/pub.1001534943,,,,,,
73,400,pub.1058805768,10.1086/600086,19527119,,Resource ecology of virulence in a planktonic host-parasite system: an explanation using dynamic energy budgets.,The American Naturalist,,"Animals; Daphnia; Energy Metabolism; Host-Parasite Interactions; Metschnikowia; Models, Biological; Population Dynamics; Reproduction; Virulence",2009-08,2009,174,2,149-62,Closed,Article,"Hall, Spencer R; Simonis, Joseph L; Nisbet, Roger M; Tessier, Alan J; Cáceres, Carla E",,"Hall, Spencer R (Indiana University Bloomington); Simonis, Joseph L (); Nisbet, Roger M (); Tessier, Alan J (); Cáceres, Carla E ()",63,19,1.8,5.58,,https://app.dimensions.ai/details/publication/pub.1058805768,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
74,400,pub.1046667978,10.1016/j.jtbi.2009.03.004,19285512,,Dynamic energy budgets in syntrophic symbiotic relationships between heterotrophic hosts and photoautotrophic symbionts,Journal of Theoretical Biology,,"Animals; Anthozoa; Autotrophic Processes; Ecosystem; Energy Metabolism; Heterotrophic Processes; Host-Parasite Interactions; Models, Biological; Phototrophic Processes; Predatory Behavior; Symbiosis",2009-07,2009,259,1,44-57,Closed,Article,"Muller, Erik B.; Kooijman, Sebastiaan A.L.M.; Edmunds, Peter J.; Doyle, Francis J.; Nisbet, Roger M.","Muller, Erik B.","Muller, Erik B. (University of California, Santa Barbara); Kooijman, Sebastiaan A.L.M. (VU University Amsterdam); Edmunds, Peter J. (California State University, Northridge); Doyle, Francis J. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara)",39,7,0.58,3.45,,https://app.dimensions.ai/details/publication/pub.1046667978,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
75,400,pub.1024230751,10.1890/07-2072.1,19569382,,"Skewed attacks, stability, and host suppression",Ecology,,"Animals; Host-Parasite Interactions; Insecta; Models, Biological; Population Density; Reproduction",2009-06,2009,90,6,1679-1686,Closed,Article,"Singh, Abhyudai; Murdoch, William W.; Nisbet, Roger M.",,"Singh, Abhyudai (University of California, Santa Barbara); Murdoch, William W. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara)",3,0,0.1,0.59,,https://app.dimensions.ai/details/publication/pub.1024230751,06 Biological Sciences; 0608 Zoology,06 Biological Sciences,0608 Zoology,,,
76,200,pub.1050308363,10.1016/j.cbpa.2009.04.275,,,Dynamic energy budgets of syntrophic symbiotic relationships between heterotrophic hosts and photoautotrophic symbionts,Comparative Biochemistry and Physiology Part A Molecular & Integrative Physiology,,,2009-06,2009,153,2,s145,Closed,Article,"Muller, Erik B.; Doyle, Francis J.; Nisbet, Roger M.; Edmunds, Peter; Kooijman, Sebastiaan",,"Muller, Erik B. (University of California, Santa Barbara); Doyle, Francis J. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara); Edmunds, Peter (California State University, Northridge); Kooijman, Sebastiaan (VU University Amsterdam)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1050308363,0606 Physiology; 0601 Biochemistry and Cell Biology; 06 Biological Sciences; 0608 Zoology,0606 Physiology,0601 Biochemistry and Cell Biology,06 Biological Sciences,0608 Zoology,
77,400,pub.1048927593,10.1111/j.1365-2656.2008.01469.x,18771505,,"The effects of group size, leaf size, and density on the performance of a leaf‐mining moth",Journal of Animal Ecology,,Animals; Body Size; Larva; Moths; Nyssa; Plant Leaves; Population Density,2009-01,2009,78,1,152-160,All OA; Gold,Article,"Low, Candace; Wood, Simon N.; Nisbet, Roger M.",,"Low, Candace (University of California, Santa Barbara); Wood, Simon N. (University of Bath); Nisbet, Roger M. (University of California, Santa Barbara)",13,3,0.35,1.15,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2656.2008.01469.x/pdf,https://app.dimensions.ai/details/publication/pub.1048927593,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
78,400,pub.1039986543,10.1890/08-0139.1,19323170,,Symbiont diversity may help coral reefs survive moderate climate change,Ecological Applications,,"Adaptation, Physiological; Animals; Anthozoa; Greenhouse Effect; Hot Temperature; Models, Biological; Symbiosis",2009-01,2009,19,1,3-17,"All OA; Green, Accepted & Submitted",Article,"Baskett, Marissa L.; Gaines, Steven D.; Nisbet, Roger M.",,"Baskett, Marissa L. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara)",75,10,1.61,8.55,https://escholarship.org/content/qt3d58b2w2/qt3d58b2w2.pdf?t=o17qaf,https://app.dimensions.ai/details/publication/pub.1039986543,0602 Ecology; 0502 Environmental Science and Management; 0699 Other Biological Sciences; 0603 Evolutionary Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0699 Other Biological Sciences,0603 Evolutionary Biology,05 Environmental Sciences
79,400,pub.1071741507,10.3934/mbe.2008.5.859,19278287,,Variation in risk in single-species discrete-time models.,Mathematical Biosciences and Engineering,,"Competitive Behavior; Ecology; Models, Biological; Population Density; Population Dynamics; Reproduction; Risk",2008-10,2008,5,4,859-75,All OA; Gold,Article,"Singh, Abhyudai; Nisbet, Roger M",,"Singh, Abhyudai (University of California, Santa Barbara); Nisbet, Roger M ()",0,0,0,0,https://doi.org/10.3934/mbe.2008.5.859,https://app.dimensions.ai/details/publication/pub.1071741507,09 Engineering; 0102 Applied Mathematics; 0903 Biomedical Engineering; 01 Mathematical Sciences; 0904 Chemical Engineering,09 Engineering,0102 Applied Mathematics,0903 Biomedical Engineering,01 Mathematical Sciences,0904 Chemical Engineering
80,400,pub.1033880783,10.1038/nature07220,18972019,,Small-amplitude cycles emerge from stage-structured interactions in Daphnia–algal systems,Nature,,"Animals; Biological Assay; Daphnia; Eukaryota; Female; Food Chain; Models, Biological; Ovum",2008-10,2008,455,7217,1240-1243,Closed,Article,"McCauley, Edward; Nelson, William A.; Nisbet, Roger M.","McCauley, Edward","McCauley, Edward (University of Calgary); Nelson, William A. (Queen's University); Nisbet, Roger M. (University of California, Santa Barbara)",54,10,1.57,4.66,,https://app.dimensions.ai/details/publication/pub.1033880783,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
81,400,pub.1008627200,10.1007/s11538-008-9309-2,18418657,,Transient Responses to Spatial Perturbations in Advective Systems,Bulletin of Mathematical Biology,,"Algorithms; Animals; Ecosystem; Eukaryota; Fourier Analysis; Invertebrates; Linear Models; Models, Biological; Population Density; Population Dynamics; Population Growth; Rivers",2008-07,2008,70,5,1480-1502,Closed,Article,"Anderson, Kurt E.; Nisbet, Roger M.; McCauley, Edward","Anderson, Kurt E.","Anderson, Kurt E. (University of California, Santa Barbara; University of Calgary); Nisbet, Roger M. (University of California, Santa Barbara); McCauley, Edward (University of Calgary)",9,1,0.24,0.78,,https://app.dimensions.ai/details/publication/pub.1008627200,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
82,100,pub.1019064058,10.1007/s12080-008-0012-6,,,Spillover from marine reserves related to mechanisms of population regulation,Theoretical Ecology,,,2008-06,2008,1,2,117-127,Closed,Article,"Kellner, Julie B.; Nisbet, Roger M.; Gaines, Steven D.","Kellner, Julie B.","Kellner, Julie B. (University of California, Davis); Nisbet, Roger M. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara)",24,5,,2.07,,https://app.dimensions.ai/details/publication/pub.1019064058,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
83,400,pub.1029396789,10.1890/07-0641.1,18376569,,BETWEEN DISCRETE AND CONTINUOUS: CONSUMER–RESOURCE DYNAMICS WITH SYNCHRONIZED REPRODUCTION,Ecology,,"Animals; Ecosystem; Feeding Behavior; Food Supply; Models, Biological; Population Density; Population Dynamics; Population Growth; Reproduction; Time Factors",2008-01,2008,89,1,280-288,Closed,Article,"Pachepsky, E.; Nisbet, R. M.; Murdoch, W. W.",,"Pachepsky, E. (University of California, Santa Barbara); Nisbet, R. M. (University of California, Santa Barbara); Murdoch, W. W. (University of California, Santa Barbara)",33,4,0.78,4.46,,https://app.dimensions.ai/details/publication/pub.1029396789,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
84,400,pub.1039295153,10.1890/06-1850.1,18229837,,THE EFFECTS OF LANDSCAPE STRUCTURE ON SPACE COMPETITION AND ALTERNATIVE STABLE STATES,Ecology,,"Animals; Biodiversity; Computer Simulation; Conservation of Natural Resources; Ecosystem; Environment; Invertebrates; Models, Biological; Plant Physiological Phenomena; Population Density; Population Dynamics; Population Growth; Species Specificity",2007-12,2007,88,12,3022-3031,Closed,Article,"Buenau, Kate E.; Rassweiler, Andrew; Nisbet, Roger M.",,"Buenau, Kate E. (University of California, Santa Barbara); Rassweiler, Andrew (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara)",8,2,0.12,0.99,,https://app.dimensions.ai/details/publication/pub.1039295153,0501 Ecological Applications; 05 Environmental Sciences; 0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,0502 Environmental Science and Management,,
85,400,pub.1001094427,10.1890/06-0426.1,18213965,,A MODEL FOR ENERGETICS AND BIOACCUMULATION IN MARINE MAMMALS WITH APPLICATIONS TO THE RIGHT WHALE,Ecological Applications,,"Aging; Animals; Energy Metabolism; Female; Food Chain; Greenhouse Effect; Male; Models, Biological; Polychlorinated Biphenyls; Reproduction; Water Pollutants, Chemical; Whales",2007-12,2007,17,8,2233-2250,"All OA; Green, Accepted & Submitted",Article,"Klanjscek, Tin; Nisbet, Roger M.; Caswell, Hal; Neubert, Michael G.",,"Klanjscek, Tin (Woods Hole Oceanographic Institution); Nisbet, Roger M. (University of California, Santa Barbara); Caswell, Hal (Woods Hole Oceanographic Institution); Neubert, Michael G. (Woods Hole Oceanographic Institution)",28,3,0.94,2.34,http://darchive.mblwhoilibrary.org/bitstream/1912/4690/1/06-0426.1.pdf,https://app.dimensions.ai/details/publication/pub.1001094427,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
86,100,pub.1047839361,10.1111/j.2007.0030-1299.15976.x,,,Host‐parasitoid spatial dynamics in heterogeneous landscapes,Oikos,,,2007-12,2007,116,12,2082-2096,"All OA; Green, Accepted & Submitted",Article,"Hirzel, Alexandre H.; Nisbet, Roger M.; Murdoch, William W.",,"Hirzel, Alexandre H. (); Nisbet, Roger M. (); Murdoch, William W. ()",18,3,,1.5,http://www2.unil.ch/biomapper/Download/Hirzel-Oik-2007.pdf,https://app.dimensions.ai/details/publication/pub.1047839361,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
87,400,pub.1024625028,10.1016/j.jtbi.2007.04.004,17524428,,Semi-discrete host–parasitoid models,Journal of Theoretical Biology,,"Animals; Ecosystem; Feeding Behavior; Host-Parasite Interactions; Models, Biological; Population Density; Population Dynamics; Stochastic Processes",2007-08,2007,247,4,733-742,Closed,Article,"Singh, Abhyudai; Nisbet, Roger M.","Singh, Abhyudai","Singh, Abhyudai (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara)",15,0,0.46,,,https://app.dimensions.ai/details/publication/pub.1024625028,08 Information and Computing Sciences; 01 Mathematical Sciences; 06 Biological Sciences,08 Information and Computing Sciences,01 Mathematical Sciences,06 Biological Sciences,,
88,100,pub.1021626158,10.1007/s10682-006-9131-y,,,Stage-structured cycles generate strong fitness-equalizing mechanisms,Evolutionary Ecology,,,2007-07,2007,21,4,499-515,Closed,Article,"Nelson, William A.; McCauley, Edward; Nisbet, Roger M.","Nelson, William A.","Nelson, William A. (University of Alberta); McCauley, Edward (University of Calgary); Nisbet, Roger M. (University of California, Santa Barbara)",11,2,,0.82,,https://app.dimensions.ai/details/publication/pub.1021626158,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
89,100,pub.1014929378,10.1111/j.0030-1299.2007.15875.x,,,"Food quality, nutrient limitation of secondary production, and the strength of trophic cascades",Oikos,,,2007-07,2007,116,7,1128-1143,Closed,Article,"Hall, Spencer R.; Shurin, Jonathan B.; Diehl, Sebastian; Nisbet, Roger M.",,"Hall, Spencer R. (); Shurin, Jonathan B. (Indiana University Bloomington); Diehl, Sebastian (Indiana University Bloomington); Nisbet, Roger M. (Indiana University Bloomington)",34,6,,3.67,,https://app.dimensions.ai/details/publication/pub.1014929378,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
90,400,pub.1053376736,10.1890/05-1845,17555217,,FISHING THE LINE NEAR MARINE RESERVES IN SINGLE AND MULTISPECIES FISHERIES,Ecological Applications,,Animals; Fisheries; Fishes; Seawater; Species Specificity,2007-06,2007,17,4,1039-1054,"All OA; Green, Accepted & Submitted",Article,"Kellner, Julie B.; Tetreault, Irene; Gaines, Steven D.; Nisbet, Roger M.",,"Kellner, Julie B. (University of California, Davis); Tetreault, Irene (University of California Los Angeles); Gaines, Steven D. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara)",161,27,1.23,15.99,https://escholarship.org/content/qt8bq73227/qt8bq73227.pdf?t=lnqndh,https://app.dimensions.ai/details/publication/pub.1053376736,0704 Fisheries Sciences; 0602 Ecology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0704 Fisheries Sciences,0602 Ecology,06 Biological Sciences,07 Agricultural and Veterinary Sciences,
91,400,pub.1009844004,10.1016/j.aquatox.2006.09.007,17083987,,Using an integrated approach to link biomarker responses and physiological stress to growth impairment of cadmium-exposed larval topsmelt,Aquatic Toxicology,,"Animals; Artemia; Body Weight; Cadmium; Calcium; Eating; In Situ Nick-End Labeling; Larva; Metallothionein; Oxygen Consumption; Smegmamorpha; Water Pollutants, Chemical",2006-12,2006,80,3,298-308,Closed,Article,"Rose, Wendy L.; Nisbet, Roger M.; Green, Peter G.; Norris, Sarah; Fan, Teresa; Smith, Edmund H.; Cherr, Gary N.; Anderson, Susan L.","Rose, Wendy L.","Rose, Wendy L. (University of California, Davis); Nisbet, Roger M. (University of California, Santa Barbara); Green, Peter G. (University of California, Davis); Norris, Sarah (University of California, Davis); Fan, Teresa (University of California, Davis; University of Louisville); Smith, Edmund H. (University of California, Davis); Cherr, Gary N. (University of California, Davis); Anderson, Susan L. (University of California, Davis)",28,3,1.27,1.84,,https://app.dimensions.ai/details/publication/pub.1009844004,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
