,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Christopher J Costello. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
61,400,pub.1023097822,10.1371/journal.pone.0043765,22928029,PMC3424161,Eco-Label Conveys Reliable Information on Fish Stock Health to Seafood Consumers,PLoS ONE,,Animals; Conservation of Natural Resources; Fishes; Food Labeling; Quality Control; Seafood; Time Factors,2012-08-21,2012,7,8,e43765,All OA; Gold,Article,"Gutiérrez, Nicolás L.; Valencia, Sarah R.; Branch, Trevor A.; Agnew, David J.; Baum, Julia K.; Bianchi, Patricia L.; Cornejo-Donoso, Jorge; Costello, Christopher; Defeo, Omar; Essington, Timothy E.; Hilborn, Ray; Hoggarth, Daniel D.; Larsen, Ashley E.; Ninnes, Chris; Sainsbury, Keith; Selden, Rebecca L.; Sistla, Seeta; Smith, Anthony D. M.; Stern-Pirlot, Amanda; Teck, Sarah J.; Thorson, James T.; Williams, Nicholas E.",,"Gutiérrez, Nicolás L. (Marine Stewardship Council); Valencia, Sarah R. (University of California, Santa Barbara); Branch, Trevor A. (University of Washington); Agnew, David J. (Marine Stewardship Council); Baum, Julia K. (University of Victoria); Bianchi, Patricia L. (Marine Stewardship Council); Cornejo-Donoso, Jorge (University of California, Santa Barbara; Austral University of Chile); Costello, Christopher (University of California, Santa Barbara); Defeo, Omar (University of the Republic); Essington, Timothy E. (University of Washington); Hilborn, Ray (University of Washington); Hoggarth, Daniel D. (Marine Stewardship Council); Larsen, Ashley E. (University of California, Santa Barbara); Ninnes, Chris (Marine Stewardship Council); Sainsbury, Keith (University of Tasmania); Selden, Rebecca L. (University of California, Santa Barbara); Sistla, Seeta (University of California, Santa Barbara); Smith, Anthony D. M. (); Stern-Pirlot, Amanda (Marine Stewardship Council); Teck, Sarah J. (University of California, Santa Barbara); Thorson, James T. (University of Washington); Williams, Nicholas E. (University of California, Santa Barbara)",80,23,0.61,11.59,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0043765&type=printable,https://app.dimensions.ai/details/publication/pub.1023097822,0704 Fisheries Sciences; 0602 Ecology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0704 Fisheries Sciences,0602 Ecology,06 Biological Sciences,07 Agricultural and Veterinary Sciences,
62,400,pub.1002728962,10.1073/pnas.1116193109,22753469,PMC3406815,Marine protected areas and the value of spatially optimized fishery management,Proceedings of the National Academy of Sciences,,"Animals; California; Conservation of Natural Resources; Ecology; Fisheries; Fishes; Models, Economic; Pacific Ocean; Species Specificity",2012-07-17,2012,109,29,11884-11889,All OA; Gold,Article,"Rassweiler, Andrew; Costello, Christopher; Siegel, David A.",,"Rassweiler, Andrew (); Costello, Christopher (); Siegel, David A. (University of California, Santa Barbara)",78,18,1.01,11.93,https://www.pnas.org/content/pnas/109/29/11884.full.pdf,https://app.dimensions.ai/details/publication/pub.1002728962,0602 Ecology; 0704 Fisheries Sciences; 06 Biological Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management; 07 Agricultural and Veterinary Sciences,0602 Ecology,0704 Fisheries Sciences,06 Biological Sciences,05 Environmental Sciences,0502 Environmental Science and Management
63,400,pub.1019160578,10.1111/j.1461-0248.2012.01773.x,22487324,,The value of coordinated management of interacting ecosystem services,Ecology Letters,,"Animals; Aquatic Organisms; California; Computer Simulation; Conservation of Natural Resources; Ecosystem; Fisheries; Humans; Models, Biological; Models, Economic; Pacific Ocean",2012-06,2012,15,6,509-519,"All OA; Green, Accepted & Submitted",Article,"White, Crow; Costello, Christopher; Kendall, Bruce E.; Brown, Christopher J.",,"White, Crow (University of California, Santa Barbara); Costello, Christopher (University of California, Santa Barbara); Kendall, Bruce E. (University of California, Santa Barbara); Brown, Christopher J. (University of Queensland)",23,1,0.27,3.7,http://espace.library.uq.edu.au/view/UQ:275569/UQ275569_OA.pdf,https://app.dimensions.ai/details/publication/pub.1019160578,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
64,100,pub.1107161726,10.1787/5k9bfqnmptd2-en,,,The Economic Value of Rebuilding Fisheries,,,,2012-04,2012,,,,Closed,Article,"Costello, Christopher; Kinlan, Brian P.; Lester, Sarah E.; Gaines, Steven D.",,"Costello, Christopher (); Kinlan, Brian P. (); Lester, Sarah E. (); Gaines, Steven D. ()",9,2,,1.99,,https://app.dimensions.ai/details/publication/pub.1107161726,0602 Ecology; 14 Economics; 0704 Fisheries Sciences; 1402 Applied Economics; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0602 Ecology,14 Economics,0704 Fisheries Sciences,1402 Applied Economics,06 Biological Sciences
65,300,pub.1018809081,10.1038/481139a,22237092,,A market approach to saving the whales,Nature,,Animals; Commerce; Conservation of Natural Resources; Internationality; Whales,2012-01,2012,481,7380,139-140,Closed,Article,"Costello, Christopher; Gaines, Steven; Gerber, Leah R.","Costello, Christopher","Costello, Christopher (University of California, Santa Barbara); Gaines, Steven (University of California, Santa Barbara); Gerber, Leah R. (Arizona State University)",18,4,0.23,,,https://app.dimensions.ai/details/publication/pub.1018809081,,,,,,
66,100,pub.1025011034,10.1007/s10584-011-0307-2,,,The impact of climate change on California timberlands,Climatic Change,,,2011-12,2011,109,Suppl 1,429-443,"All OA; Green, Accepted & Submitted",Article,"Hannah, L.; Costello, C.; Guo, C.; Ries, L.; Kolstad, C.; Panitz, D.; Snider, N.","Hannah, L.","Hannah, L. (Conservation International; University of California, Santa Barbara); Costello, C. (University of California, Santa Barbara); Guo, C. (University of California, Santa Barbara); Ries, L. (University of California, Santa Barbara); Kolstad, C. (University of California, Santa Barbara); Panitz, D. (University of California, Santa Barbara); Snider, N. (University of California, Santa Barbara)",6,0,,0.99,http://hdl.handle.net/10.1007/s10584-011-0307-2,https://app.dimensions.ai/details/publication/pub.1025011034,0502 Environmental Science and Management; 14 Economics; 0699 Other Biological Sciences; 0501 Ecological Applications; 1402 Applied Economics; 05 Environmental Sciences; 06 Biological Sciences,0502 Environmental Science and Management,14 Economics,0699 Other Biological Sciences,0501 Ecological Applications,1402 Applied Economics
67,100,pub.1025997720,10.1016/j.biocon.2011.01.019,,,Using portfolio theory to assess tradeoffs between return from natural capital and social equity across space,Biological Conservation,,,2011-05,2011,144,5,1499-1507,"All OA; Green, Accepted & Submitted",Article,"Halpern, Benjamin S.; White, Crow; Lester, Sarah E.; Costello, Christopher; Gaines, Steven D.","Halpern, Benjamin S.","Halpern, Benjamin S. (University of California, Santa Barbara); White, Crow (University of California, Santa Barbara); Lester, Sarah E. (University of California, Santa Barbara); Costello, Christopher (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara)",24,8,,4,https://digitalcommons.calpoly.edu/cgi/viewcontent.cgi?article=1439&context=bio_fac,https://app.dimensions.ai/details/publication/pub.1025997720,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
68,100,pub.1009699993,10.2202/1935-1682.2714,,,Unitization of Spatially Connected Renewable Resources,The B.E. Journal of Economic Analysis & Policy,,,2011-03-04,2011,11,1,,Closed,Article,"Kaffine, Daniel T; Costello, Christopher",,"Kaffine, Daniel T (Colorado School of Mines); Costello, Christopher (University of California, Santa Barbara)",18,6,,8.66,,https://app.dimensions.ai/details/publication/pub.1009699993,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
69,400,pub.1002024403,10.1890/09-1188.1,21563568,,Matching spatial property rights fisheries with scales of fish dispersal,Ecological Applications,,"Animals; Demography; Fisheries; Fishes; Larva; Models, Biological; Ownership",2011-03,2011,21,2,350-362,Closed,Article,"White, Crow; Costello, Christopher",,"White, Crow (University of California, Santa Barbara); Costello, Christopher (University of California, Santa Barbara)",44,8,0.62,4.63,,https://app.dimensions.ai/details/publication/pub.1002024403,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
70,400,pub.1014228536,10.1073/pnas.0908057107,20176962,PMC2972921,The value of spatial information in MPA network design,Proceedings of the National Academy of Sciences,,Animals; Biomass; California; Conservation of Natural Resources; Ecosystem; Fisheries; Fishes; Larva; Marine Biology; Pacific Ocean,2010-10-26,2010,107,43,18294-18299,All OA; Gold,Article,"Costello, Christopher; Rassweiler, Andrew; Siegel, David; De Leo, Giulio; Micheli, Fiorenza; Rosenberg, Andrew",,"Costello, Christopher (); Rassweiler, Andrew (); Siegel, David (University of California, Santa Barbara); De Leo, Giulio (University of Parma); Micheli, Fiorenza (); Rosenberg, Andrew (University of New Hampshire)",69,13,0.79,8.55,https://www.pnas.org/content/pnas/107/43/18294.full.pdf,https://app.dimensions.ai/details/publication/pub.1014228536,0602 Ecology; 0502 Environmental Science and Management; 0704 Fisheries Sciences; 05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0602 Ecology,0502 Environmental Science and Management,0704 Fisheries Sciences,05 Environmental Sciences,06 Biological Sciences
71,400,pub.1002657415,10.1073/pnas.1002098107,20978212,PMC2972994,Evolving science of marine reserves: New developments and emerging research frontiers,Proceedings of the National Academy of Sciences,,Animals; Conservation of Natural Resources; Ecosystem; Fisheries; Marine Biology; Research,2010-10-26,2010,107,43,18251-18255,"All OA; Green, Published",Article,"Gaines, Steven D.; Lester, Sarah E.; Grorud-Colvert, Kirsten; Costello, Christopher; Pollnac, Richard",,"Gaines, Steven D. (University of California, Santa Barbara); Lester, Sarah E. (University of California, Santa Barbara); Grorud-Colvert, Kirsten (Oregon State University); Costello, Christopher (University of California, Santa Barbara); Pollnac, Richard (University of Rhode Island)",103,22,1.02,12.1,http://europepmc.org/articles/pmc2972994?pdf=render,https://app.dimensions.ai/details/publication/pub.1002657415,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
72,100,pub.1017503163,10.1146/annurev.resource.012809.103923,,,Economic Incentives and Global Fisheries Sustainability,Annual Review of Resource Economics,,,2010-10,2010,2,1,299-318,All OA; Gold,Article,"Costello, Christopher; Lynham, John; Lester, Sarah E.; Gaines, Steven D.",,"Costello, Christopher (University of California, Santa Barbara); Lynham, John (University of Hawaii at Manoa); Lester, Sarah E. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara)",32,9,,7.51,https://www.annualreviews.org/doi/pdf/10.1146/annurev.resource.012809.103923,https://app.dimensions.ai/details/publication/pub.1017503163,0704 Fisheries Sciences; 1402 Applied Economics; 14 Economics; 07 Agricultural and Veterinary Sciences,0704 Fisheries Sciences,1402 Applied Economics,14 Economics,07 Agricultural and Veterinary Sciences,
73,100,pub.1003237836,10.1111/j.1467-8489.2010.00495.x,,,Marine protected areas in spatial property‐rights fisheries*,Australian Journal of Agricultural and Resource Economics,,,2010-07,2010,54,3,321-341,All OA; Gold,Article,"Costello, Christopher; Kaffine, Daniel T.",,"Costello, Christopher (); Kaffine, Daniel T. ()",34,9,,4.21,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1467-8489.2010.00495.x,https://app.dimensions.ai/details/publication/pub.1003237836,0602 Ecology; 0502 Environmental Science and Management; 0704 Fisheries Sciences; 05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0602 Ecology,0502 Environmental Science and Management,0704 Fisheries Sciences,05 Environmental Sciences,06 Biological Sciences
74,400,pub.1007140027,10.1073/pnas.0911488107,20404189,PMC2889512,Bounded uncertainty and climate change economics,Proceedings of the National Academy of Sciences,,Climate Change; Uncertainty,2010-05-04,2010,107,18,8108-8110,All OA; Gold,Article,"Costello, Christopher J.; Neubert, Michael G.; Polasky, Stephen A.; Solow, Andrew R.",,"Costello, Christopher J. (University of California, Santa Barbara); Neubert, Michael G. (); Polasky, Stephen A. (University of Minnesota); Solow, Andrew R. ()",20,4,0.06,8.49,http://www.pnas.org/content/107/18/8108.full.pdf,https://app.dimensions.ai/details/publication/pub.1007140027,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
75,100,pub.1009274709,10.1016/j.biocon.2009.11.021,,,Science in support of ecosystem-based management for the US West Coast and beyond,Biological Conservation,,,2010-03,2010,143,3,576-587,Closed,Article,"Lester, Sarah E.; McLeod, Karen L.; Tallis, Heather; Ruckelshaus, Mary; Halpern, Benjamin S.; Levin, Phillip S.; Chavez, Francisco P.; Pomeroy, Caroline; McCay, Bonnie J.; Costello, Christopher; Gaines, Steven D.; Mace, Amber J.; Barth, John A.; Fluharty, David L.; Parrish, Julia K.","Lester, Sarah E.","Lester, Sarah E. (University of California, Santa Cruz); McLeod, Karen L. (Oregon State University); Tallis, Heather (Stanford University); Ruckelshaus, Mary (Northwest Fisheries Science Center); Halpern, Benjamin S. (University of California, Santa Barbara); Levin, Phillip S. (Northwest Fisheries Science Center); Chavez, Francisco P. (Monterey Bay Aquarium Research Institute); Pomeroy, Caroline (); McCay, Bonnie J. (Rutgers, The State University of New Jersey); Costello, Christopher (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara); Mace, Amber J. (); Barth, John A. (Oregon State University); Fluharty, David L. (University of Washington); Parrish, Julia K. ()",94,11,,11.04,,https://app.dimensions.ai/details/publication/pub.1009274709,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
76,100,pub.1031729025,10.1016/j.ecolecon.2009.08.029,,,Cost-effective management of invasive species using linear-quadratic control,Ecological Economics,,,2010-01,2010,69,3,519-527,Closed,Article,"Blackwood, Julie; Hastings, Alan; Costello, Christopher","Blackwood, Julie","Blackwood, Julie (University of California, Davis); Hastings, Alan (University of California, Davis); Costello, Christopher ()",44,6,,6.52,,https://app.dimensions.ai/details/publication/pub.1031729025,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
77,100,pub.1034966862,10.2202/1935-1682.2313,,,Optimally Managing a Stochastic Renewable Resource under General Economic Conditions,The B.E. Journal of Economic Analysis & Policy,,,2009-12-28,2009,9,1,,"All OA; Green, Accepted & Submitted",Article,"McGough, Bruce; Plantinga, Andrew J.; Costello, Christopher",,"McGough, Bruce (Oregon State University); Plantinga, Andrew J. (Oregon State University); Costello, Christopher (University of California, Santa Barbara)",8,2,,2.85,http://ir.library.oregonstate.edu/xmlui/bitstream/handle/1957/14967/McGough_Plantinga_Costello_OptimallyManaging.pdf%3Bjsessionid%3D620C9140467D99EB7EAC6BA6F613A127?sequence%3D1,https://app.dimensions.ai/details/publication/pub.1034966862,01 Mathematical Sciences; 1402 Applied Economics; 0104 Statistics; 14 Economics,01 Mathematical Sciences,1402 Applied Economics,0104 Statistics,14 Economics,
78,400,pub.1042205522,10.1126/science.1173146,19644114,,Rebuilding Global Fisheries,Science,,"Animals; Biodiversity; Biomass; Conservation of Natural Resources; Ecosystem; Fisheries; Fishes; Internationality; Marine Biology; Models, Biological; Oceans and Seas; Population Dynamics",2009-07-31,2009,325,5940,578-585,"All OA; Green, Accepted & Submitted",Article,"Worm, Boris; Hilborn, Ray; Baum, Julia K; Branch, Trevor A; Collie, Jeremy S; Costello, Christopher; Fogarty, Michael J; Fulton, Elizabeth A; Hutchings, Jeffrey A; Jennings, Simon; Jensen, Olaf P; Lotze, Heike K; Mace, Pamela M; McClanahan, Tim R; Minto, Cóilín; Palumbi, Stephen R; Parma, Ana M; Ricard, Daniel; Rosenberg, Andrew A; Watson, Reg; Zeller, Dirk",,"Worm, Boris (Dalhousie University); Hilborn, Ray (); Baum, Julia K (); Branch, Trevor A (); Collie, Jeremy S (); Costello, Christopher (); Fogarty, Michael J (); Fulton, Elizabeth A (); Hutchings, Jeffrey A (); Jennings, Simon (); Jensen, Olaf P (); Lotze, Heike K (); Mace, Pamela M (); McClanahan, Tim R (); Minto, Cóilín (); Palumbi, Stephen R (); Parma, Ana M (); Ricard, Daniel (); Rosenberg, Andrew A (); Watson, Reg (); Zeller, Dirk ()",1195,225,9.34,137.08,http://imina.soest.hawaii.edu/PFRP/large_pelagics/worm_etal_2009.pdf,https://app.dimensions.ai/details/publication/pub.1042205522,0602 Ecology; 0502 Environmental Science and Management; 0704 Fisheries Sciences; 05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0602 Ecology,0502 Environmental Science and Management,0704 Fisheries Sciences,05 Environmental Sciences,06 Biological Sciences
79,200,pub.1062600606,10.1126/science.323.5912.338,19150828,,Diverse Fisheries Require Diverse Solutions,Science,,Animals; Ecosystem; Fisheries; Fishes; Humans; Motivation,2009-01-16,2009,323,5912,338-339,"All OA; Green, Published",Article,"Ban, N. C.; Caldwell, I. R.; Green, T. L.; Morgan, S. K.; O'Donnell, K.; Selgrath;, J. C.; Lynham, J.; Costello, C.; Gaines, S. D.; Grafton, R. Q.; Prince, J.",,"Ban, N. C. (); Caldwell, I. R. (); Green, T. L. (); Morgan, S. K. (); O'Donnell, K. (); Selgrath;, J. C. (); Lynham, J. (); Costello, C. (); Gaines, S. D. (); Grafton, R. Q. (); Prince, J. ()",13,4,0.03,,https://researchonline.jcu.edu.au/9302/1/2009_Ban_et_al_Diverse_fisheries_require_diverse_solutions.pdf,https://app.dimensions.ai/details/publication/pub.1062600606,,,,,,
80,400,pub.1062457851,10.1126/science.1159478,18801999,,Can Catch Shares Prevent Fisheries Collapse?,Science,,"Animals; Biodiversity; Databases, Factual; Ecosystem; Fisheries; Fishes; Humans; Motivation; Population Dynamics; Regression Analysis",2008-09-19,2008,321,5896,1678-1681,Closed,Article,"Costello, Christopher; Gaines, Steven D.; Lynham, John",,"Costello, Christopher (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara); Lynham, John (University of California, Berkeley)",437,78,2.01,47.26,,https://app.dimensions.ai/details/publication/pub.1062457851,0704 Fisheries Sciences; 07 Agricultural and Veterinary Sciences,0704 Fisheries Sciences,07 Agricultural and Veterinary Sciences,,,
81,400,pub.1019348087,10.1073/pnas.0802544105,18577590,PMC2449349,The stochastic nature of larval connectivity among nearshore marine populations,Proceedings of the National Academy of Sciences,,"Animals; Fishes; Invertebrates; Larva; Life Cycle Stages; Models, Biological; Oceans and Seas; Stochastic Processes; Time Factors",2008-07-01,2008,105,26,8974-8979,All OA; Gold,Article,"Siegel, D. A.; Mitarai, S.; Costello, C. J.; Gaines, S. D.; Kendall, B. E.; Warner, R. R.; Winters, K. B.",,"Siegel, D. A. (); Mitarai, S. (University of California, Santa Barbara); Costello, C. J. (University of California, Santa Barbara); Gaines, S. D. (); Kendall, B. E. (University of California, Santa Barbara); Warner, R. R. (); Winters, K. B. (Scripps Institution of Oceanography)",236,37,3.97,20.35,http://www.pnas.org/content/105/26/8974.full.pdf,https://app.dimensions.ai/details/publication/pub.1019348087,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
82,200,pub.1003444892,10.1890/08-0155.1,,,Response,Ecological Applications,,,2008-07,2008,18,5,1323-1324,Closed,Article,"Drake, John M.; Lodge, David M.; Costello, Christopher",,"Drake, John M. (University of Georgia); Lodge, David M. (University of Notre Dame); Costello, Christopher ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1003444892,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
83,100,pub.1016846872,10.1016/j.jeem.2008.03.001,,,Optimal harvesting of stochastic spatial resources,Journal of Environmental Economics and Management,,,2008-07,2008,56,1,1-18,"All OA; Green, Accepted & Submitted",Article,"Costello, Christopher; Polasky, Stephen","Costello, Christopher","Costello, Christopher (); Polasky, Stephen (University of Minnesota)",108,16,,27.09,http://faculty.apec.umn.edu/spolasky/documents/Spatial June 23.pdf,https://app.dimensions.ai/details/publication/pub.1016846872,14 Economics; 1401 Economic Theory; 1402 Applied Economics; 05 Environmental Sciences; 0502 Environmental Science and Management,14 Economics,1401 Economic Theory,1402 Applied Economics,05 Environmental Sciences,0502 Environmental Science and Management
84,400,pub.1050099283,10.1111/j.1461-0248.2007.01151.x,18205836,PMC2268951,Marine reserve effects on fishery profit,Ecology Letters,,"Animals; Conservation of Natural Resources; Fisheries; Models, Biological",2008-04,2008,11,4,370-379,All OA; Gold,Article,"White, Crow; Kendall, Bruce E.; Gaines, Steven; Siegel, David A.; Costello, Christopher",,"White, Crow (University of California, Santa Barbara); Kendall, Bruce E. (University of California, Santa Barbara); Gaines, Steven (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara); Costello, Christopher (University of California, Santa Barbara)",75,10,0.67,6.47,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1461-0248.2007.01151.x,https://app.dimensions.ai/details/publication/pub.1050099283,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
85,100,pub.1051551506,10.1016/j.jeem.2007.09.001,,,Natural resource use with limited-tenure property rights,Journal of Environmental Economics and Management,,,2008-01,2008,55,1,20-36,Closed,Article,"Costello, Christopher J.; Kaffine, Daniel","Costello, Christopher J.","Costello, Christopher J. (); Kaffine, Daniel ()",29,7,,10.92,,https://app.dimensions.ai/details/publication/pub.1051551506,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
86,100,pub.1021645890,10.1016/j.jeem.2007.06.001,,,Unintended biological invasions: Does risk vary by trading partner?,Journal of Environmental Economics and Management,,,2007-11,2007,54,3,262-276,Closed,Article,"Costello, Christopher; Springborn, Michael; McAusland, Carol; Solow, Andrew","Costello, Christopher","Costello, Christopher (University of California, Santa Barbara); Springborn, Michael (University of California, Santa Barbara); McAusland, Carol (); Solow, Andrew (Woods Hole Oceanographic Institution)",61,8,,19.92,,https://app.dimensions.ai/details/publication/pub.1021645890,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
87,400,pub.1020467712,10.1890/06-0190,17494386,,EVALUATING AN INVASIVE SPECIES POLICY: BALLAST WATER EXCHANGE IN THE GREAT LAKES,Ecological Applications,,"Animals; Conservation of Natural Resources; Environment; Great Lakes Region; Models, Theoretical; Ships; Water",2007-04,2007,17,3,655-662,Closed,Article,"Costello, Christopher; Drake, John M.; Lodge, David M.",,"Costello, Christopher (University of California, Santa Barbara); Drake, John M. (University of California, Santa Barbara); Lodge, David M. (University of Notre Dame)",34,5,0.51,3.87,,https://app.dimensions.ai/details/publication/pub.1020467712,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
88,100,pub.1050123769,10.1016/j.jeem.2006.04.001,,,"Search, bioprospecting and biodiversity conservation",Journal of Environmental Economics and Management,,,2006-11,2006,52,3,615-626,"All OA; Green, Accepted & Submitted",Article,"Costello, Christopher; Ward, Michael","Costello, Christopher","Costello, Christopher (University of California, Santa Barbara); Ward, Michael (Australian National University)",21,6,,2.45,https://mpra.ub.uni-muenchen.de/26527/1/MPRA_paper_26527.pdf,https://app.dimensions.ai/details/publication/pub.1050123769,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
89,100,pub.1073096244,10.5751/es-01591-110133,,,Efficient Conservation in a Utility-Maximization Framework,Ecology and Society,,,2006,2006,11,1,,All OA; Gold,Article,"Davis, Frank; Costello, Christopher; Stoms, David",,"Davis, Frank (); Costello, Christopher (); Stoms, David ()",36,3,,,http://www.ecologyandsociety.org/vol11/iss1/art33/ES-2005-1591.pdf,https://app.dimensions.ai/details/publication/pub.1073096244,,,,,,
90,100,pub.1047495638,10.1016/j.jeem.2004.11.005,,,Fishery management under multiple uncertainty,Journal of Environmental Economics and Management,,,2005-09,2005,50,2,300-318,"All OA; Green, Accepted & Submitted",Article,"Sethi, Gautam; Costello, Christopher; Fisher, Anthony; Hanemann, Michael; Karp, Larry","Sethi, Gautam","Sethi, Gautam (Bard College); Costello, Christopher (University of California, Santa Barbara); Fisher, Anthony (University of California, Berkeley); Hanemann, Michael (University of California, Berkeley); Karp, Larry (University of California, Berkeley)",104,15,,20.52,https://escholarship.org/content/qt8122f9d2/qt8122f9d2.pdf?t=krnn49,https://app.dimensions.ai/details/publication/pub.1047495638,14 Economics; 1401 Economic Theory; 1402 Applied Economics; 05 Environmental Sciences; 0502 Environmental Science and Management,14 Economics,1401 Economic Theory,1402 Applied Economics,05 Environmental Sciences,0502 Environmental Science and Management
91,100,pub.1019237783,10.1007/s11149-005-3108-6,,,Enforcing Emissions Trading when Emissions Permits are Bankable,Journal of Regulatory Economics,,,2005-09,2005,28,2,181-204,"All OA; Green, Published",Article,"Stranlund, John K.; Costello, Christopher; Chávez, Carlos A.","Stranlund, John K.","Stranlund, John K. (University of Massachusetts Amherst); Costello, Christopher (University of California, Santa Barbara); Chávez, Carlos A. (University of Concepción)",19,1,,5.81,http://fiesta.bren.ucsb.edu/~costello/research/papers/JRE_emissions.pdf,https://app.dimensions.ai/details/publication/pub.1019237783,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
92,100,pub.1042012731,10.1016/s1574-0099(05)03029-9,,,Chapter 29 The Economics of Biodiversity,Handbook of Environmental Economics,Economywide and International Environmental Issues,,2005,2005,3,,1517-1560,Closed,Chapter,"Polasky, Stephen; Costello, Christopher; Solow, Andrew",,"Polasky, Stephen (University of Minnesota); Costello, Christopher (University of California, Santa Barbara); Solow, Andrew (Woods Hole Oceanographic Institution)",9,1,,0.8,,https://app.dimensions.ai/details/publication/pub.1042012731,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
93,100,pub.1048455056,10.1016/j.jeem.2003.11.003,,,"On trade, land-use, and biodiversity",Journal of Environmental Economics and Management,,,2004-09,2004,48,2,911-925,"All OA; Green, Published",Article,"Polasky, Stephen; Costello, Christopher; McAusland, Carol","Polasky, Stephen","Polasky, Stephen (University of Minnesota); Costello, Christopher (University of California, Santa Barbara); McAusland, Carol (University of California, Santa Barbara)",33,3,,3.72,http://www.feem-web.it/ess/ess07/files/polasky3_ln.pdf,https://app.dimensions.ai/details/publication/pub.1048455056,0501 Ecological Applications; 05 Environmental Sciences; 0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,0502 Environmental Science and Management,,
94,100,pub.1021283444,10.1016/j.jeem.2003.11.002,,,Avoiding invasives: trade-related policies for controlling unintentional exotic species introductions,Journal of Environmental Economics and Management,,,2004-09,2004,48,2,954-977,"All OA; Green, Accepted & Submitted",Article,"McAusland, Carol; Costello, Christopher","McAusland, Carol","McAusland, Carol (University of California, Santa Barbara); Costello, Christopher (University of California, Santa Barbara)",84,2,,24.73,http://fiesta.bren.ucsb.edu/~costello/research/papers/AvoidingInvasives.pdf,https://app.dimensions.ai/details/publication/pub.1021283444,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
