,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Richard Lee Church. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
88,100,pub.1050768995,10.1016/s0966-8349(97)00001-6,,,Closest assignment constraints and location models: Properties and structure,Location Science,,,1996-12,1996,4,4,251-270,Closed,Article,"Gerrard, Ross A.; Church, Richard L.",,"Gerrard, Ross A. (University of California, Santa Barbara); Church, Richard L. (University of California, Santa Barbara)",50,9,,,,https://app.dimensions.ai/details/publication/pub.1050768995,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
89,100,pub.1004497617,10.1007/bf00226292,,,Applying simulated annealing to location-planning models,Journal of Heuristics,,,1996-06,1996,2,1,31-53,Closed,Article,"Murray, Alan T.; Church, Richard L.",,"Murray, Alan T. (Queensland University of Technology); Church, Richard L. (University of California, Santa Barbara)",105,19,,,,https://app.dimensions.ai/details/publication/pub.1004497617,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
90,100,pub.1020378779,10.1016/0006-3207(95)00102-6,,,Reserve selection as a maximal covering location problem,Biological Conservation,,,1996,1996,76,2,105-112,Closed,Article,"Church, Richard L.; Stoms, David M.; Davis, Frank W.","Church, Richard L.","Church, Richard L. (University of California, Santa Barbara); Stoms, David M. (University of California, Santa Barbara); Davis, Frank W. (University of California, Santa Barbara)",299,13,,,,https://app.dimensions.ai/details/publication/pub.1020378779,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
91,200,pub.1057604538,10.1061/(asce)0733-9488(1995)121:3(109),,,Solid-Waste–Disposal Site Location,Journal of Urban Planning and Development,,,1995-09,1995,121,3,109-114,Closed,Article,"Murray, Alan T.; Church, Richard L.",,"Murray, Alan T. (); Church, Richard L. ()",2,0,,,,https://app.dimensions.ai/details/publication/pub.1057604538,"12 Built Environment and Design; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning; 15 Commerce, Management, Tourism and Services",12 Built Environment and Design,1507 Transportation and Freight Services,1205 Urban and Regional Planning,"15 Commerce, Management, Tourism and Services",
92,100,pub.1012428404,10.1007/bf01719265,,,Heuristic solution approaches to operational forest planning problems,OR Spectrum,,,1995-06,1995,17,2-3,193-203,Closed,Article,"Murray, Alan T.; Church, Richard L.","Murray, Alan T.","Murray, Alan T. (University of California, Santa Barbara); Church, Richard L. (University of California, Santa Barbara)",98,11,,,,https://app.dimensions.ai/details/publication/pub.1012428404,"15 Commerce, Management, Tourism and Services; 0102 Applied Mathematics; 1503 Business and Management; 0103 Numerical and Computational Mathematics; 01 Mathematical Sciences","15 Commerce, Management, Tourism and Services",0102 Applied Mathematics,1503 Business and Management,0103 Numerical and Computational Mathematics,01 Mathematical Sciences
93,100,pub.1058156609,10.1068/b220213,,,A General Construct for the Zonally Constrained p-Median Problem,Environment and Planning B Urban Analytics and City Science,,,1995,1995,22,2,213-236,Closed,Article,"Gerrard, R A; Church, R L",,"Gerrard, R A (University of California, Santa Barbara); Church, R L (University of California, Santa Barbara)",6,2,,,,https://app.dimensions.ai/details/publication/pub.1058156609,1201 Architecture; 1203 Design Practice and Management; 12 Built Environment and Design; 1205 Urban and Regional Planning,1201 Architecture,1203 Design Practice and Management,12 Built Environment and Design,1205 Urban and Regional Planning,
94,100,pub.1050603332,10.1111/j.1435-5597.1994.tb00623.x,,,A GENERALIZED APPROACH TO MODELING THE HIERARCHICAL MAXIMAL COVERING LOCATION PROBLEM WITH REFERRAL,Papers in Regional Science,,,1994-10,1994,73,4,425-453,Closed,Article,"Gerrard, Ross A.; Church, Richard L.",,"Gerrard, Ross A. (University of California, Santa Barbara); Church, Richard L. (University of California, Santa Barbara)",13,2,,,,https://app.dimensions.ai/details/publication/pub.1050603332,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1402 Applied Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1402 Applied Economics
95,100,pub.1015432336,10.1016/0305-0548(94)90064-7,,,Analyzing tradeoffs between zonal constraints and accessibility in facility location,Computers & Operations Research,,,1994-01,1994,21,1,79-99,Closed,Article,"Gerrard, Ross.A.; Church, Richard L.","Church, Richard L.","Gerrard, Ross.A. (University of California, Santa Barbara); Church, Richard L. (University of California, Santa Barbara)",7,1,,,,https://app.dimensions.ai/details/publication/pub.1015432336,0102 Applied Mathematics; 0103 Numerical and Computational Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,0103 Numerical and Computational Mathematics,01 Mathematical Sciences,,
96,200,pub.1057604501,10.1061/(asce)0733-9488(1993)119:1(23),,,Modeling School Utilization and Consolidation,Journal of Urban Planning and Development,,,1993-03,1993,119,1,23-38,Closed,Article,"Church, Richard L.; Murray, Alan T.",,"Church, Richard L. (); Murray, Alan T. ()",33,7,,,,https://app.dimensions.ai/details/publication/pub.1057604501,"12 Built Environment and Design; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning; 15 Commerce, Management, Tourism and Services",12 Built Environment and Design,1507 Transportation and Freight Services,1205 Urban and Regional Planning,"15 Commerce, Management, Tourism and Services",
97,100,pub.1012708709,10.1002/1520-6750(199302)40:1<129::aid-nav3220400109>3.0.co;2-t,,,Maximal covering tree problems,Naval Research Logistics,,,1993-02,1993,40,1,129-142,Closed,Article,"Church, Richard; Current, John",,"Church, Richard (University of California, Santa Barbara); Current, John (The Ohio State University)",10,1,,,,https://app.dimensions.ai/details/publication/pub.1012708709,"15 Commerce, Management, Tourism and Services; 0102 Applied Mathematics; 1503 Business and Management; 0103 Numerical and Computational Mathematics; 01 Mathematical Sciences","15 Commerce, Management, Tourism and Services",0102 Applied Mathematics,1503 Business and Management,0103 Numerical and Computational Mathematics,01 Mathematical Sciences
98,100,pub.1058156503,10.1068/b200447,,,The Choice Alternative to School Assignment,Environment and Planning B Urban Analytics and City Science,,,1993,1993,20,4,447-457,Closed,Article,"Church, R L; Schoepfle, O B",,"Church, R L (University of California, Santa Barbara); Schoepfle, O B (Boston University)",12,3,,,,https://app.dimensions.ai/details/publication/pub.1058156503,1201 Architecture; 1203 Design Practice and Management; 12 Built Environment and Design; 1205 Urban and Regional Planning,1201 Architecture,1203 Design Practice and Management,12 Built Environment and Design,1205 Urban and Regional Planning,
99,100,pub.1011431431,10.1016/0098-3004(92)90023-k,,,An interface for exploring spatial alternatives for a corridor location problem,Computers & Geosciences,,,1992-09,1992,18,8,1095-1105,Closed,Article,"Church, Richard L.; Loban, Scott R.; Lombard, Kristi",,"Church, Richard L. (University of California, Santa Barbara); Loban, Scott R. (University of California, Santa Barbara); Lombard, Kristi (University of California, Santa Barbara)",27,1,,,,https://app.dimensions.ai/details/publication/pub.1011431431,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
100,100,pub.1053653031,10.1111/j.1435-5597.1992.tb01843.x,,,THE FIXED CHARGE MAXIMAL COVERING LOCATION PROBLEM,Papers in Regional Science,,,1992-07,1992,71,3,199-215,Closed,Article,"Church, Richard L.; Davis, Rhonda R.",,"Church, Richard L. (University of California, Santa Barbara); Davis, Rhonda R. (University of California, Santa Barbara)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1053653031,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1402 Applied Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1402 Applied Economics
101,100,pub.1049116079,10.1007/bf01434264,,,The fixed charge maximal covering location problem,Papers in Regional Science,,,1992-07,1992,71,3,199-215,Closed,Article,"Church, Richard L.; Davis, Rhonda R.",,"Church, Richard L. (University of California, Santa Barbara); Davis, Rhonda R. (University of California, Santa Barbara)",7,1,,,,https://app.dimensions.ai/details/publication/pub.1049116079,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1402 Applied Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1402 Applied Economics
102,100,pub.1014485762,10.1080/03155986.1991.11732159,,,The Nested Hierarchical Median Facility Location Model,INFOR Information Systems and Operational Research,,,1991-05,1991,29,2,100-102,Closed,Article,"Weaver, Jerry R.; Church, Richard L.",,"Weaver, Jerry R. (University of Alabama, Tuscaloosa); Church, Richard L. (University of California, Santa Barbara)",18,0,,,,https://app.dimensions.ai/details/publication/pub.1014485762,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
103,100,pub.1029605911,10.1007/bf01463441,,,Thep-median scheduling and location problem,Papers in Regional Science,,,1991-01,1991,70,1,21-35,Closed,Article,"Bloxham, Craig A.; Church, Richard L.",,"Bloxham, Craig A. (University of California, Santa Barbara); Church, Richard L. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1029605911,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
104,100,pub.1029413930,10.1016/0038-0121(91)90017-l,,,A new network representation of a “classic” school districting problem,Socio-Economic Planning Sciences,,,1991-01,1991,25,3,189-197,Closed,Article,"Schoepfle, O.Benjamin; Church, Richard L.",,"Schoepfle, O.Benjamin (Boston University); Church, Richard L. (University of California, Santa Barbara)",22,4,,,,https://app.dimensions.ai/details/publication/pub.1029413930,0102 Applied Mathematics; 01 Mathematical Sciences; 12 Built Environment and Design; 1205 Urban and Regional Planning,0102 Applied Mathematics,01 Mathematical Sciences,12 Built Environment and Design,1205 Urban and Regional Planning,
105,100,pub.1020341084,10.1111/j.1435-5597.1991.tb01717.x,,,THE p‐MEDIAN SCHEDULING AND LOCATION PROBLEM,Papers in Regional Science,,,1991-01,1991,70,1,21-35,Closed,Article,"Bloxham, Craig A.; Church, Richard L.",,"Bloxham, Craig A. (University of California, Santa Barbara); Church, Richard L. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1020341084,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
106,100,pub.1014919906,10.1111/j.1540-5915.1991.tb01260.x,,,A Bicriterion Maximal Covering Location Formulation Which Considers the Satisfaction of Uncovered Demand,Decision Sciences,,,1991-01,1991,22,1,38-52,Closed,Article,"Church, Richard; Current, John; Storbeck, James",,"Church, Richard (University of California, Santa Barbara); Current, John (The Ohio State University); Storbeck, James (The Ohio State University)",23,2,,,,https://app.dimensions.ai/details/publication/pub.1014919906,"15 Commerce, Management, Tourism and Services; 1505 Marketing; 1504 Commercial Services; 1503 Business and Management","15 Commerce, Management, Tourism and Services",1505 Marketing,1504 Commercial Services,1503 Business and Management,
107,100,pub.1009022676,10.1111/j.1538-4632.1990.tb00198.x,,,Unpacking Central Place Geometry I: Single Level Theoretical k Systems,Geographical Analysis,,,1990-04,1990,22,2,95-115,All OA; Gold,Article,"Church, Richard L.; Bell, Thomas L.",,"Church, Richard L. (University of California, Santa Barbara); Bell, Thomas L. (University of Tennessee at Knoxville)",5,1,,,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1538-4632.1990.tb00198.x,https://app.dimensions.ai/details/publication/pub.1009022676,09 Engineering; 16 Studies in Human Society; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 1604 Human Geography; 04 Earth Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,1604 Human Geography
108,100,pub.1005723420,10.1016/0305-0548(90)90053-a,,,A heuristic for a hybrid fleet model,Computers & Operations Research,,,1990-01,1990,17,5,481-494,Closed,Article,"Bianchi, Geoffrey; Church, Richard L.",,"Bianchi, Geoffrey (University of California, Santa Barbara); Church, Richard L. (University of California, Santa Barbara)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1005723420,0103 Numerical and Computational Mathematics; 01 Mathematical Sciences,0103 Numerical and Computational Mathematics,01 Mathematical Sciences,,,
109,200,pub.1009347751,10.1007/bf01908605,,,Book reviews,Journal of Classification,,,1989-12,1989,6,1,279-306,Closed,Article,"Weinberg, Sharon L.; Bryant, Peter G.; Milligan, Glenn W.; Church, Richard; Gordon, A. D.; Brossier, Gildas; Escofier, Brigitte; Carley, Kathleen M.; Critchle, Frank",,"Weinberg, Sharon L. (); Bryant, Peter G. (University of Colorado Denver); Milligan, Glenn W. (The Ohio State University); Church, Richard (University of California, Santa Barbara); Gordon, A. D. (University of St Andrews); Brossier, Gildas (); Escofier, Brigitte (Institute for Research in IT and Random Systems); Carley, Kathleen M. (Carnegie Mellon University); Critchle, Frank (University of Warwick)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1009347751,"01 Mathematical Sciences; 15 Commerce, Management, Tourism and Services",01 Mathematical Sciences,"15 Commerce, Management, Tourism and Services",,,
110,200,pub.1070008713,10.2307/2583139,,,"A Fast, Network-Based, Hybrid Heuristic for the Assignment of Students to Schools",Journal of the Operational Research Society,,,1989-11,1989,40,11,1029,Closed,Article,"Schoepfle, O. Benjamin; Church, Richard L.",,"Schoepfle, O. Benjamin (); Church, Richard L. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1070008713,"08 Information and Computing Sciences; 01 Mathematical Sciences; 15 Commerce, Management, Tourism and Services",08 Information and Computing Sciences,01 Mathematical Sciences,"15 Commerce, Management, Tourism and Services",,
111,100,pub.1033422646,10.1057/jors.1989.176,,,"A Fast, Network-based, Hybrid Heuristic for the Assignment of Students to Schools",Journal of the Operational Research Society,,,1989-11,1989,40,11,1029-1040,Closed,Article,"Schoepfle, O. Benjamin; Church, Richard L.",,"Schoepfle, O. Benjamin (Boston University); Church, Richard L. (University of California, Santa Barbara)",16,2,,,,https://app.dimensions.ai/details/publication/pub.1033422646,08 Information and Computing Sciences; 0802 Computation Theory and Mathematics,08 Information and Computing Sciences,0802 Computation Theory and Mathematics,,,
112,100,pub.1042615664,10.1111/j.1467-8306.1988.tb00239.x,,,An Analysis of Ancient Egyptian Settlement Patterns Using Location–Allocation Covering Models,Annals of the American Association of Geographers,,,1988-12,1988,78,4,701-714,Closed,Article,"Church, Richard L.; Bell, Thomas L.",,"Church, Richard L. (University of California, Santa Barbara); Bell, Thomas L. (University of Tennessee at Knoxville)",8,2,,,,https://app.dimensions.ai/details/publication/pub.1042615664,16 Studies in Human Society; 1604 Human Geography; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,16 Studies in Human Society,1604 Human Geography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,
113,100,pub.1045086249,10.1016/0278-4165(88)90013-x,,,Late horizon regional efficiency in the northeastern basin of Mexico: A location-allocation perspective,Journal of Anthropological Archaeology,,,1988-06,1988,7,2,163-202,Closed,Article,"Bell, Thomas L.; Church, Richard L.; Gorenflo, Larry",,"Bell, Thomas L. (University of Tennessee at Knoxville); Church, Richard L. (University of California, Santa Barbara); Gorenflo, Larry ()",5,0,,,,https://app.dimensions.ai/details/publication/pub.1045086249,16 Studies in Human Society; 2101 Archaeology; 1601 Anthropology; 21 History and Archaeology,16 Studies in Human Society,2101 Archaeology,1601 Anthropology,21 History and Archaeology,
114,100,pub.1010636699,10.1016/0377-2217(88)90376-1,,,Build-1: A disaggregate model of the U.S. electric utility industry,European Journal of Operational Research,,,1988-04,1988,35,1,30-44,Closed,Article,"Hillsman, Edward L.; Alvic, Donald R.; Church, Richard L.",,"Hillsman, Edward L. (Oak Ridge National Laboratory); Alvic, Donald R. (University of Tennessee at Knoxville); Church, Richard L. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1010636699,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
115,400,pub.1021690895,10.1016/0277-9536(88)90055-x,3353748,,A hybrid fleet model for emergency medical service system design,Social Science & Medicine,,"Ambulances; Emergency Medical Services; Humans; Mathematics; Models, Theoretical",1988-01,1988,26,1,163-171,Closed,Article,"Bianchi, Geoffrey; Church, Richard L.",,"Bianchi, Geoffrey (); Church, Richard L. (University of California, Santa Barbara)",46,3,0.52,,,https://app.dimensions.ai/details/publication/pub.1021690895,16 Studies in Human Society; 11 Medical and Health Sciences,16 Studies in Human Society,11 Medical and Health Sciences,,,
116,100,pub.1006773933,10.1016/0191-2615(87)90032-4,,,The formal and computational relationship of the supporting median problem to the p-median problem,Transportation Research Part B Methodological,,,1987-08,1987,21,4,323-329,Closed,Article,"Weaver, Jerry R.; Church, Richard L.",,"Weaver, Jerry R. (University of Alabama System); Church, Richard L. (University of California, Santa Barbara)",3,1,,,,https://app.dimensions.ai/details/publication/pub.1006773933,"0102 Applied Mathematics; 01 Mathematical Sciences; 1507 Transportation and Freight Services; 15 Commerce, Management, Tourism and Services",0102 Applied Mathematics,01 Mathematical Sciences,1507 Transportation and Freight Services,"15 Commerce, Management, Tourism and Services",
117,100,pub.1045955355,10.1007/bf02034236,,,Theoretical links between median and coverage location problems,Annals of Operations Research,,,1986-08,1986,6,1,1-19,Closed,Article,"Church, R. L.; Weaver, J. R.",,"Church, R. L. (University of California, Santa Barbara); Weaver, J. R. (University of Alabama, Tuscaloosa)",24,4,,,,https://app.dimensions.ai/details/publication/pub.1045955355,"08 Information and Computing Sciences; 01 Mathematical Sciences; 15 Commerce, Management, Tourism and Services",08 Information and Computing Sciences,01 Mathematical Sciences,"15 Commerce, Management, Tourism and Services",,
118,100,pub.1001049275,10.1016/0191-2615(86)90044-5,,,A location model based on multiple metrics and multiple facility assignment,Transportation Research Part B Methodological,,,1986-08,1986,20,4,283-296,Closed,Article,"Weaver, Jerry R.; Church, Richard L.",,"Weaver, Jerry R. (University of Alabama System); Church, Richard L. (University of California, Santa Barbara)",4,0,,,,https://app.dimensions.ai/details/publication/pub.1001049275,0102 Applied Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,01 Mathematical Sciences,,,
119,200,pub.1020428511,10.1080/00438243.1985.9979940,,,Location‐allocation modeling in archaeological settlement pattern research: Some preliminary applications,World Archaeology,,,1985-02,1985,16,3,354-371,Closed,Article,"Bell, Thomas L.; Church, Richard L.",,"Bell, Thomas L. (University of Tennessee at Knoxville); Church, Richard L. (University of California, Santa Barbara)",20,1,,,,https://app.dimensions.ai/details/publication/pub.1020428511,2101 Archaeology; 2103 Historical Studies; 21 History and Archaeology,2101 Archaeology,2103 Historical Studies,21 History and Archaeology,,
120,100,pub.1012066502,10.1007/bf01939922,,,Generalized coverage models and public facility location,Papers in Regional Science,,,1983-12,1983,53,1,117-135,Closed,Article,"Church, Richard L.; Roberts, Kenneth L.",,"Church, Richard L. (University of California, Santa Barbara); Roberts, Kenneth L. (Tennessee Technological University)",53,3,,,,https://app.dimensions.ai/details/publication/pub.1012066502,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1402 Applied Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1402 Applied Economics
121,300,pub.1004935795,10.1016/0277-9536(82)90424-5,7100958,,Selecting sites for rural health workers,Social Science & Medicine,,"Colombia; Community Health Workers; Computers; Health Facility Planning; Humans; Models, Theoretical; Rural Health",1982-01,1982,16,1,63-72,Closed,Article,"Bennett, Vivienne L.; Eaton, David J.; Church, Richard L.",,"Bennett, Vivienne L. (inTACT (United States)); Eaton, David J. (The University of Texas at Austin); Church, Richard L. (University of Tennessee at Knoxville)",54,1,0.44,,,https://app.dimensions.ai/details/publication/pub.1004935795,1117 Public Health and Health Services; 11 Medical and Health Sciences,1117 Public Health and Health Services,11 Medical and Health Sciences,,,
122,100,pub.1040923341,10.1007/bf00205937,,,A comparison of two baseline screening approaches to regional energy facility siting,GeoJournal,,,1981-01,1981,3,Suppl 1,17-36,Closed,Article,"Church, Richard L.; Bell, Thomas L.",,"Church, Richard L. (University of California, Santa Barbara); Bell, Thomas L. (University of Tennessee at Knoxville)",5,0,,,,https://app.dimensions.ai/details/publication/pub.1040923341,"15 Commerce, Management, Tourism and Services; 16 Studies in Human Society; 1506 Tourism; 1604 Human Geography; 1601 Anthropology","15 Commerce, Management, Tourism and Services",16 Studies in Human Society,1506 Tourism,1604 Human Geography,1601 Anthropology
123,200,pub.1039137004,10.1016/0305-0548(80)90019-2,,,Application of a multiobjective facility location model to power plant siting in a six-state region of the U.S.,Computers & Operations Research,,,1980-01,1980,7,1-2,107-123,Closed,Article,"Cohon, Jared L.; ReVelle, Charles S.; Current, John; Eagles, Thomas; Eberhart, Russell; Church, Richard",,"Cohon, Jared L. (Johns Hopkins University); ReVelle, Charles S. (Johns Hopkins University); Current, John (Johns Hopkins University); Eagles, Thomas (Johns Hopkins University); Eberhart, Russell (Johns Hopkins University); Church, Richard (University of Tennessee at Knoxville)",43,3,,,,https://app.dimensions.ai/details/publication/pub.1039137004,0102 Applied Mathematics; 0103 Numerical and Computational Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,0103 Numerical and Computational Mathematics,01 Mathematical Sciences,,
124,100,pub.1031888915,10.1111/j.1538-4632.1979.tb00702.x,,,Location Modeling Utilizing Maximum Service Distance Criteria,Geographical Analysis,,,1979-10,1979,11,4,358-373,All OA; Gold,Article,"Church, Richard L.; Meadows, Michael E.",,"Church, Richard L. (University of Tennessee at Knoxville); Meadows, Michael E. (University of Kentucky)",77,9,,,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1538-4632.1979.tb00702.x,https://app.dimensions.ai/details/publication/pub.1031888915,09 Engineering; 16 Studies in Human Society; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 1604 Human Geography; 04 Earth Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,1604 Human Geography
125,100,pub.1014691021,10.1029/wr015i005p01001,,,Generating multiobjective trade‐offs: An algorithm for bicriterion problems,Water Resources Research,,,1979-10,1979,15,5,1001-1010,Closed,Article,"Cohon, Jared L.; Church, Richard L.; Sheer, Daniel P.",,"Cohon, Jared L. (); Church, Richard L. (); Sheer, Daniel P. ()",95,6,,,,https://app.dimensions.ai/details/publication/pub.1014691021,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
126,200,pub.1064734543,10.1287/trsc.13.2.163,,,The Team/Fleet Models for Simultaneous Facility and Equipment Siting,Transportation Science,,,1979-05,1979,13,2,163-175,Closed,Article,"Schilling, David; Elzinga, D. Jack; Cohon, Jared; Church, Richard; ReVelle, Charles",,"Schilling, David (); Elzinga, D. Jack (); Cohon, Jared (); Church, Richard (); ReVelle, Charles ()",132,14,,,,https://app.dimensions.ai/details/publication/pub.1064734543,"0102 Applied Mathematics; 01 Mathematical Sciences; 1507 Transportation and Freight Services; 15 Commerce, Management, Tourism and Services",0102 Applied Mathematics,01 Mathematical Sciences,1507 Transportation and Freight Services,"15 Commerce, Management, Tourism and Services",
127,200,pub.1020965658,10.1111/j.1538-4632.1979.tb00675.x,,,Comments on Orloff's Net Accessibility Model,Geographical Analysis,,,1979-01,1979,11,1,89-93,All OA; Gold,Article,"Church, Richard L.; Roberts, Kenneth L.; Bell, Thomas L.",,"Church, Richard L. (University of Tennessee at Knoxville); Roberts, Kenneth L. (University of Tennessee at Knoxville); Bell, Thomas L. (University of Tennessee at Knoxville)",1,0,,,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1538-4632.1979.tb00675.x,https://app.dimensions.ai/details/publication/pub.1020965658,09 Engineering; 16 Studies in Human Society; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 1604 Human Geography; 04 Earth Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,1604 Human Geography
128,100,pub.1019557492,10.1016/0041-1647(78)90123-5,,,Modelling an oversaturated intersection,Transportation Research Part D Transport and Environment,,,1978-06,1978,12,3,185-189,Closed,Article,"Church, Richard; ReVelle, Charles",,"Church, Richard (University of Tennessee at Knoxville); ReVelle, Charles (Johns Hopkins University)",6,0,,,,https://app.dimensions.ai/details/publication/pub.1019557492,"12 Built Environment and Design; 0502 Environmental Science and Management; 15 Commerce, Management, Tourism and Services; 1507 Transportation and Freight Services; 05 Environmental Sciences; 1205 Urban and Regional Planning",12 Built Environment and Design,0502 Environmental Science and Management,"15 Commerce, Management, Tourism and Services",1507 Transportation and Freight Services,05 Environmental Sciences
129,200,pub.1002693790,10.1007/bf01936210,,,A spatial model for the location construct of Teitz,Papers in Regional Science,,,1977-12,1977,39,1,128-135,Closed,Article,"ReVelle, Charles; Church, Richard",,"ReVelle, Charles (); Church, Richard (University of Tennessee at Knoxville)",3,0,,,,https://app.dimensions.ai/details/publication/pub.1002693790,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1402 Applied Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1402 Applied Economics
130,100,pub.1000288577,10.1111/j.1538-4632.1977.tb00589.x,,,Results of a New Approach to Solving the p‐Median Problem with Maximum Distance Constraints,Geographical Analysis,,,1977-10,1977,9,4,364-378,All OA; Gold,Article,"Church, Richard L.; Meadows, Michael E.",,"Church, Richard L. (University of Tennessee at Knoxville); Meadows, Michael E. (University of Tennessee at Knoxville)",12,1,,,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1538-4632.1977.tb00589.x,https://app.dimensions.ai/details/publication/pub.1000288577,09 Engineering; 16 Studies in Human Society; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 1604 Human Geography; 04 Earth Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,1604 Human Geography
131,200,pub.1049960818,10.1111/j.1435-5597.1977.tb01003.x,,,A SPATIAL MODEL FOR THE LOCATION CONSTRUCT OF TEITZ,Papers in Regional Science,,,1977-01,1977,39,1,129-135,Closed,Article,"ReVELLE, CHARLES; CHURCH, RICHARD",,"ReVELLE, CHARLES (Johns Hopkins University); CHURCH, RICHARD (University of Tennessee System)",5,0,,,,https://app.dimensions.ai/details/publication/pub.1049960818,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1402 Applied Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1402 Applied Economics
132,400,pub.1082978613,,885725,PMC1071976,Facility location: a review of context-free and EMS models.,Health Services Research,,"Delivery of Health Care; Emergency Medical Services; Health Facility Planning; Humans; Models, Theoretical; United States",1977,1977,12,2,129-46,Closed,Article,"ReVelle, C; Bigman, D; Schilling, D; Cohon, J; Church, R",,"ReVelle, C (); Bigman, D (); Schilling, D (); Cohon, J (); Church, R ()",66,4,0,,,https://app.dimensions.ai/details/publication/pub.1082978613,1117 Public Health and Health Services; 11 Medical and Health Sciences,1117 Public Health and Health Services,11 Medical and Health Sciences,,,
