,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Douglas W Burbank. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
66,100,pub.1044605726,10.1029/2006jb004291,,,"Geomorphic constraints on listric thrust faulting: Implications for active deformation in the Mackenzie Basin, South Island, New Zealand",Journal of Geophysical Research,,,2007,2007,112,B3,,All OA; Gold,Article,"Amos, Colin B.; Burbank, Douglas W.; Nobes, David C.; Read, Stuart A. L.",,"Amos, Colin B. (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara); Nobes, David C. (University of Canterbury); Read, Stuart A. L. (GNS Science)",81,11,,8.05,http://onlinelibrary.wiley.com/doi/10.1029/2006JB004291/pdf,https://app.dimensions.ai/details/publication/pub.1044605726,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
67,100,pub.1037788802,10.1029/2006jf000672,,,Channel width response to differential uplift,Journal of Geophysical Research,,,2007,2007,112,F2,,All OA; Gold,Article,"Amos, Colin B.; Burbank, Douglas W.",,"Amos, Colin B. (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara)",76,10,,7.23,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2006JF000672,https://app.dimensions.ai/details/publication/pub.1037788802,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
68,100,pub.1029888903,10.1130/g23057a.1,,,Signatures of mountain building: Detrital zircon U/Pb ages from northeastern Tibet,Geology,,,2007,2007,35,3,239-242,Closed,Article,"Lease, Richard O.; Burbank, Douglas W.; Gehrels, George E.; Wang, Zhicai; Yuan, Daoyang",,"Lease, Richard O. (); Burbank, Douglas W. (); Gehrels, George E. (University of Arizona); Wang, Zhicai (China Earthquake Administration); Yuan, Daoyang (China Earthquake Administration)",114,24,,11.84,,https://app.dimensions.ai/details/publication/pub.1029888903,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
69,100,pub.1024086646,10.1029/2006jf000589,,,Bedrock channel geometry along an orographic rainfall gradient in the upper Marsyandi River valley in central Nepal,Journal of Geophysical Research,,,2007,2007,112,F3,,All OA; Gold,Article,"Craddock, William H.; Burbank, Douglas W.; Bookhagen, Bodo; Gabet, Emmanuel J.",,"Craddock, William H. (University of California, Santa Barbara; Pennsylvania State University); Burbank, Douglas W. (University of California, Santa Barbara); Bookhagen, Bodo (Stanford University); Gabet, Emmanuel J. (University of California, Riverside)",44,2,,4.19,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2006JF000589,https://app.dimensions.ai/details/publication/pub.1024086646,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
70,100,pub.1018802378,10.1029/2005rg000183,,,The Shuttle Radar Topography Mission,Reviews of Geophysics,,,2007,2007,45,2,,"All OA; Green, Accepted & Submitted",Article,"Farr, Tom G.; Rosen, Paul A.; Caro, Edward; Crippen, Robert; Duren, Riley; Hensley, Scott; Kobrick, Michael; Paller, Mimi; Rodriguez, Ernesto; Roth, Ladislav; Seal, David; Shaffer, Scott; Shimada, Joanne; Umland, Jeffrey; Werner, Marian; Oskin, Michael; Burbank, Douglas; Alsdorf, Douglas",,"Farr, Tom G. (Jet Propulsion Lab); Rosen, Paul A. (Jet Propulsion Lab); Caro, Edward (Jet Propulsion Lab); Crippen, Robert (Jet Propulsion Lab); Duren, Riley (Jet Propulsion Lab); Hensley, Scott (Jet Propulsion Lab); Kobrick, Michael (Jet Propulsion Lab); Paller, Mimi (Jet Propulsion Lab); Rodriguez, Ernesto (Jet Propulsion Lab); Roth, Ladislav (Jet Propulsion Lab); Seal, David (Jet Propulsion Lab); Shaffer, Scott (Jet Propulsion Lab); Shimada, Joanne (Jet Propulsion Lab); Umland, Jeffrey (Jet Propulsion Lab); Werner, Marian (German Aerospace Center); Oskin, Michael (University of North Carolina System); Burbank, Douglas (University of California, Santa Barbara); Alsdorf, Douglas (The Ohio State University)",2525,698,,407.41,http://www2.jpl.nasa.gov/srtm/SRTM_paper.pdf,https://app.dimensions.ai/details/publication/pub.1018802378,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
71,100,pub.1034273261,10.1016/j.epsl.2006.05.026,,,"Temporal variations in slip rate of the White Mountain Fault Zone, Eastern California",Earth and Planetary Science Letters,,,2006-08,2006,248,1-2,168-185,Closed,Article,"Kirby, Eric; Burbank, Douglas W.; Reheis, Marith; Phillips, Fred","Kirby, Eric","Kirby, Eric (Pennsylvania State University); Burbank, Douglas W. (University of California, Santa Barbara); Reheis, Marith (United States Geological Survey); Phillips, Fred (New Mexico Institute of Mining and Technology)",39,4,,4.58,,https://app.dimensions.ai/details/publication/pub.1034273261,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
72,100,pub.1003871100,10.1130/b25835.1,,,"Kinematic models of fluvial terraces over active detachment folds: Constraints on the growth mechanism of the Kashi-Atushi fold system, Chinese Tian Shan",Geological Society of America Bulletin,,,2006-07-01,2006,118,7-8,1006-1021,Closed,Article,"Scharer, K.M.; Burbank, D.W.; Chen, J.; Weldon, R.J.",,"Scharer, K.M. (University of Oregon); Burbank, D.W. (University of California, Santa Barbara); Chen, J. (China Earthquake Administration); Weldon, R.J. (University of Oregon)",59,12,,6.94,,https://app.dimensions.ai/details/publication/pub.1003871100,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
73,100,pub.1008749205,10.1029/2005tc001809,,,Exhumation of basement‐cored uplifts: Example of the Kyrgyz Range quantified with apatite fission track thermochronology,Tectonics,,,2006-04,2006,25,2,n/a-n/a,All OA; Gold,Article,"Sobel, Edward R.; Oskin, Michael; Burbank, Douglas; Mikolaichuk, Alexander",,"Sobel, Edward R. (University of Potsdam); Oskin, Michael (University of North Carolina at Chapel Hill); Burbank, Douglas (University of California, Santa Barbara); Mikolaichuk, Alexander ()",91,19,,10.78,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2005TC001809,https://app.dimensions.ai/details/publication/pub.1008749205,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
74,200,pub.1090073913,10.1130/s2006.2398(02),,,From weather to climate—Seasonal and interannual variability of storms and implications for erosion processes in the Himalaya,,"Tectonics, Climate, and Landscape Evolution",,2006,2006,,,,Closed,Chapter,"Barros, Ana P.; Chiao, Sen; Lang, Timothy J.; Burbank, Douglas; Putkonen, J.",,"Barros, Ana P. (); Chiao, Sen (); Lang, Timothy J. (); Burbank, Douglas (); Putkonen, J. ()",65,9,,,,https://app.dimensions.ai/details/publication/pub.1090073913,,,,,,
75,200,pub.1088798706,10.1130/2006.2398(20),,,Downstream development of a detrital cooling-age signal: Insights from <sup>40</sup>Ar/<sup>39</sup>Ar muscovite thermochronology in the Nepalese Himalaya,,"Tectonics, Climate, and Landscape Evolution",,2006,2006,,,,Closed,Chapter,"Brewer, I.D.; Burbank, D.W.; Hodges, K.V.",,"Brewer, I.D. (); Burbank, D.W. (); Hodges, K.V. ()",31,4,,,,https://app.dimensions.ai/details/publication/pub.1088798706,,,,,,
76,200,pub.1026383808,10.1029/2006gl026944,,,"Correction to “Topography, relief, and TRMM‐derived rainfall variations along the Himalaya”",Geophysical Research Letters,,,2006,2006,33,13,,All OA; Gold,Article,"Bookhagen, Bodo; Burbank, Douglas W.",,"Bookhagen, Bodo (); Burbank, Douglas W. ()",9,1,,,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2006GL026944,https://app.dimensions.ai/details/publication/pub.1026383808,,,,,,
77,100,pub.1053127897,10.1029/2004jb003304,,,Thermal and kinematic modeling of bedrock and detrital cooling ages in the central Himalaya,Journal of Geophysical Research,,,2006,2006,111,B9,,All OA; Gold,Article,"Brewer, I. D.; Burbank, D. W.",,"Brewer, I. D. (Pennsylvania State University); Burbank, D. W. (University of California, Santa Barbara)",21,3,,2.47,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2004JB003304,https://app.dimensions.ai/details/publication/pub.1053127897,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
78,100,pub.1038648204,10.1029/2006gl026037,,,"Topography, relief, and TRMM‐derived rainfall variations along the Himalaya",Geophysical Research Letters,,,2006,2006,33,8,,All OA; Gold,Article,"Bookhagen, Bodo; Burbank, Douglas W.",,"Bookhagen, Bodo (University of California, Santa Barbara; Stanford University); Burbank, Douglas W. (University of California, Santa Barbara)",389,94,,30.81,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2006GL026037,https://app.dimensions.ai/details/publication/pub.1038648204,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
79,100,pub.1012280457,10.1111/j.1365-2117.2005.00279.x,,,Construction of detrital mineral populations: insights from mixing of U–Pb zircon ages in Himalayan rivers,Basin Research,,,2005-12,2005,17,4,463-485,Closed,Article,"Amidon, William H.; Burbank, Douglas W.; Gehrels, George E.",,"Amidon, William H. (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara); Gehrels, George E. (University of Arizona)",70,14,,6.82,,https://app.dimensions.ai/details/publication/pub.1012280457,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
80,100,pub.1065068095,10.1360/03wd0314,,,Late Cenozoic high-resolution magnetostratigraphy in the Kunlun Pass Basin and its implications for the uplift of the northern Tibetan Plateau,Science Bulletin,,,2005-09,2005,50,17,1912-1922,Closed,Article,"Chunhui, Song; Dongling, Gao; Xiaomin, Fang; Zhijiu, Cui; Jijun, Li; Shengli, Yang; Hongbo, Jin; Burbank, Douglas; Kirschvink, Joseph L.","Chunhui, Song","Chunhui, Song (Lanzhou University); Dongling, Gao (Lanzhou University; Chinese Academy of Sciences); Xiaomin, Fang (Institute of Tibetan Plateau Research; Lanzhou University); Zhijiu, Cui (Peking University); Jijun, Li (Lanzhou University); Shengli, Yang (Institute of Tibetan Plateau Research); Hongbo, Jin (Lanzhou University); Burbank, Douglas (); Kirschvink, Joseph L. (California Institute of Technology)",29,3,,2.83,,https://app.dimensions.ai/details/publication/pub.1065068095,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
81,100,pub.1043131649,10.1016/j.epsl.2005.07.009,,,Effects of bedrock landslides on cosmogenically determined erosion rates,Earth and Planetary Science Letters,,,2005-09,2005,237,3-4,480-498,Closed,Article,"Niemi, Nathan A.; Oskin, Michael; Burbank, Douglas W.; Heimsath, Arjun M.; Gabet, Emmanuel J.","Niemi, Nathan A.","Niemi, Nathan A. (University of California, Santa Barbara); Oskin, Michael (University of North Carolina System); Burbank, Douglas W. (University of California, Santa Barbara); Heimsath, Arjun M. (Dartmouth College); Gabet, Emmanuel J. (University of Montana)",185,27,,17.41,,https://app.dimensions.ai/details/publication/pub.1043131649,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
82,100,pub.1011889632,10.1016/j.jsg.2005.04.011,,,"Thrust-fault growth and segment linkage in the active Ostler fault zone, New Zealand",Journal of Structural Geology,,,2005-08,2005,27,8,1528-1546,Closed,Article,"Davis, Kenneth; Burbank, Douglas W.; Fisher, Donald; Wallace, Shamus; Nobes, David","Burbank, Douglas W.","Davis, Kenneth (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara); Fisher, Donald (Pennsylvania State University); Wallace, Shamus (University of Canterbury); Nobes, David (University of Canterbury)",86,14,,8.38,,https://app.dimensions.ai/details/publication/pub.1011889632,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
83,100,pub.1018757182,10.1016/j.epsl.2005.03.019,,,U–Pb zircon ages as a sediment mixing tracer in the Nepal Himalaya,Earth and Planetary Science Letters,,,2005-06-30,2005,235,1-2,244-260,Closed,Article,"Amidon, William H.; Burbank, Douglas W.; Gehrels, George E.","Amidon, William H.","Amidon, William H. (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara); Gehrels, George E. (University of Arizona)",76,16,,7.15,,https://app.dimensions.ai/details/publication/pub.1018757182,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
84,300,pub.1003670749,10.1038/434963a,15846326,,Cracking the Himalaya,Nature,,,2005-04,2005,434,7036,963-964,Closed,Article,"Burbank, Douglas W.",,"Burbank, Douglas W. (University of California, Santa Barbara)",16,0,0,,,https://app.dimensions.ai/details/publication/pub.1003670749,,,,,,
85,100,pub.1004599909,10.1130/g21957.1,,,Alpine landscape evolution dominated by cirque retreat,Geology,,,2005,2005,33,12,933-936,Closed,Article,"Oskin, Michael; Burbank, Douglas W.",,"Oskin, Michael (University of North Carolina System); Burbank, Douglas W. (University of California, Santa Barbara)",73,7,,6.87,,https://app.dimensions.ai/details/publication/pub.1004599909,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
86,100,pub.1024640559,10.1016/j.geomorph.2004.03.011,,,Rainfall thresholds for landsliding in the Himalayas of Nepal,Geomorphology,,,2004-12,2004,63,3-4,131-143,Closed,Article,"Gabet, Emmanuel J.; Burbank, Douglas W.; Putkonen, Jaakko K.; Pratt-Sitaula, Beth A.; Ojha, Tank","Gabet, Emmanuel J.","Gabet, Emmanuel J. (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara); Putkonen, Jaakko K. (University of Washington); Pratt-Sitaula, Beth A. (University of California, Santa Barbara); Ojha, Tank ()",138,22,,13.25,,https://app.dimensions.ai/details/publication/pub.1024640559,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
87,100,pub.1011343280,10.1016/j.jsg.2004.02.016,,,"Detachment folding in the Southwestern Tian Shan–Tarim foreland, China: shortening estimates and rates",Journal of Structural Geology,,,2004-11,2004,26,11,2119-2137,Closed,Article,"Scharer, K.M.; Burbank, D.W.; Chen, J.; Weldon, R.J.; Rubin, C.; Zhao, R.; Shen, J.","Scharer, K.M.","Scharer, K.M. (University of Oregon); Burbank, D.W. (University of California, Santa Barbara); Chen, J. (China Earthquake Administration); Weldon, R.J. (University of Oregon); Rubin, C. (Central Washington University); Zhao, R. (China Earthquake Administration); Shen, J. (China Earthquake Administration)",74,11,,6.62,,https://app.dimensions.ai/details/publication/pub.1011343280,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
88,100,pub.1048405012,10.1029/2003jf000023,,,"Denudation processes and rates in the Transverse Ranges, southern California: Erosional response of a transitional landscape to external and anthropogenic forcing",Journal of Geophysical Research,,,2004-03,2004,109,F1,,All OA; Gold,Article,"Lavé, J.; Burbank, D.",,"Lavé, J. (Pennsylvania State University); Burbank, D. (Pennsylvania State University; University of California, Santa Barbara)",91,12,,8.43,http://onlinelibrary.wiley.com/doi/10.1029/2003JF000023/pdf,https://app.dimensions.ai/details/publication/pub.1048405012,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
89,100,pub.1030978123,10.1016/j.geomorph.2003.07.002,,,"Landscape disequilibrium on 1000–10,000 year scales Marsyandi River, Nepal, central Himalaya",Geomorphology,,,2004-03,2004,58,1-4,223-241,Closed,Article,"Pratt-Sitaula, Beth; Burbank, Douglas W; Heimsath, Arjun; Ojha, Tank","Pratt-Sitaula, Beth","Pratt-Sitaula, Beth (Pennsylvania State University); Burbank, Douglas W (Pennsylvania State University); Heimsath, Arjun (Dartmouth College); Ojha, Tank ()",91,13,,8.43,,https://app.dimensions.ai/details/publication/pub.1030978123,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
90,100,pub.1052489518,10.1130/g20641.1,,,Climatic controls on hillslope angle and relief in the Himalayas,Geology,,,2004,2004,32,7,629-632,Closed,Article,"Gabet, Emmanuel J.; Pratt-Sitaula, Beth A.; Burbank, Douglas W.",,"Gabet, Emmanuel J. (University of Montana); Pratt-Sitaula, Beth A. (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara)",66,6,,6.33,,https://app.dimensions.ai/details/publication/pub.1052489518,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
91,100,pub.1016992810,10.1029/2003jf000086,,,Tectonic and lithologic controls on bedrock channel profiles and processes in coastal California,Journal of Geophysical Research,,,2004,2004,109,F3,,All OA; Gold,Article,"Duvall, Alison; Kirby, Eric; Burbank, Douglas",,"Duvall, Alison (University of California, Santa Barbara; United States Geological Survey); Kirby, Eric (Pennsylvania State University); Burbank, Douglas (University of California, Santa Barbara)",283,61,,27.16,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2003JF000086,https://app.dimensions.ai/details/publication/pub.1016992810,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
92,400,pub.1026512286,10.1038/nature02187,14668861,,Decoupling of erosion and precipitation in the Himalayas,Nature,,,2003-12,2003,426,6967,652-655,Closed,Article,"Burbank, D. W.; Blythe, A. E.; Putkonen, J.; Pratt-Sitaula, B.; Gabet, E.; Oskin, M.; Barros, A.; Ojha, T. P.","Burbank, D. W.","Burbank, D. W. (University of California, Santa Barbara); Blythe, A. E. (University of Southern California); Putkonen, J. (University of Washington); Pratt-Sitaula, B. (University of California, Santa Barbara); Gabet, E. (University of California, Santa Barbara); Oskin, M. (University of California, Santa Barbara); Barros, A. (Harvard University); Ojha, T. P. ()",351,40,0.4,31.69,,https://app.dimensions.ai/details/publication/pub.1026512286,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
93,100,pub.1013317031,10.1046/j.1365-2117.2003.00211.x,,,Modelling detrital cooling‐age populations: insights from two Himalayan catchments,Basin Research,,,2003-09,2003,15,3,305-320,Closed,Article,"Brewer, I. D.; Burbank, D. W.; Hodges, K. V.",,"Brewer, I. D. (Pennsylvania State University); Burbank, D. W. (University of California, Santa Barbara); Hodges, K. V. (Massachusetts Institute of Technology)",62,11,,5.6,,https://app.dimensions.ai/details/publication/pub.1013317031,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
94,200,pub.1058641222,10.1086/345840,,,"Building the Northern Tien Shan: Integrated Thermal, Structural, and Topographic Constraints",The Journal of Geology,,,2003-03,2003,111,2,149-165,Closed,Article,"Bullen, M. E.; Burbank, D. W.; Garver, J. I.",,"Bullen, M. E. (); Burbank, D. W. (); Garver, J. I. ()",134,17,,10.9,,https://app.dimensions.ai/details/publication/pub.1058641222,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
95,100,pub.1040732676,10.1016/s0169-555x(02)00167-8,,,"River response to an active fold-and-thrust belt in a convergent margin setting, North Island, New Zealand",Geomorphology,,,2003-01,2003,49,1-2,125-152,"All OA; Green, Published",Article,"Formento-Trigilio, Merri Lisa; Burbank, Douglas W; Nicol, Andrew; Shulmeister, James; Rieser, Uwe","Formento-Trigilio, Merri Lisa","Formento-Trigilio, Merri Lisa (Pennsylvania State University); Burbank, Douglas W (University of California, Santa Barbara); Nicol, Andrew (GNS Science); Shulmeister, James (University of Canterbury); Rieser, Uwe (Victoria University of Wellington)",68,7,,6.14,http://www.geol.ucsb.edu/faculty/burbank/Site/Publications_files/Formento Trigilio Wairarapa.pdf,https://app.dimensions.ai/details/publication/pub.1040732676,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
96,100,pub.1039483358,10.1130/g19685.1,,,A 900 k.y. record of strath terrace formation during glacial-interglacial transitions in northwest China,Geology,,,2003,2003,31,11,957-960,Closed,Article,"Pan, Baotian; Burbank, Douglas; Wang, Yixiang; Wu, Guangjian; Li, Jijun; Guan, Qingyu",,"Pan, Baotian (); Burbank, Douglas (University of California, Santa Barbara); Wang, Yixiang (Lanzhou University); Wu, Guangjian (Lanzhou University); Li, Jijun (Lanzhou University); Guan, Qingyu (Lanzhou University)",142,25,,12.82,,https://app.dimensions.ai/details/publication/pub.1039483358,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
97,100,pub.1020892152,10.1029/2003eo450001,,,Plan for living on a restless planet sets NASA's solid Earth agenda,Eos,,,2003,2003,84,45,485-491,"All OA; Green, Accepted & Submitted",Article,"Solomon, Sean C.; Baker, Victor R.; Bloxham, Jeremy; Booth, Jeffrey; Donnellan, Andrea; Elachi, Charles; Evans, Diane; Rignot, Eric; Burbank, Douglas; Chao, Benjamin F.; Chave, Alan; Gillespie, Alan; Herring, Thomas; Jeanloz, Raymond; LaBrecque, John; Minster, Bernard; Pitman, Walter C.; Simons, Mark; Turcotte, Donald L.; Zoback, Mary Lou C.",,"Solomon, Sean C. (Carnegie Institution for Science); Baker, Victor R. (University of Arizona); Bloxham, Jeremy (Harvard University); Booth, Jeffrey (Jet Propulsion Lab); Donnellan, Andrea (Jet Propulsion Lab); Elachi, Charles (Jet Propulsion Lab); Evans, Diane (Jet Propulsion Lab); Rignot, Eric (Jet Propulsion Lab); Burbank, Douglas (University of California, Santa Barbara); Chao, Benjamin F. (Goddard Space Flight Center); Chave, Alan (); Gillespie, Alan (University of Washington); Herring, Thomas (Massachusetts Institute of Technology); Jeanloz, Raymond (); LaBrecque, John (National Aeronautics and Space Administration); Minster, Bernard (University of California, San Diego); Pitman, Walter C. (); Simons, Mark (California Institute of Technology); Turcotte, Donald L. (University of California, Davis); Zoback, Mary Lou C. (United States Geological Survey)",7,0,,1.05,https://authors.library.caltech.edu/39031/1/Simons_2003p485.pdf,https://app.dimensions.ai/details/publication/pub.1020892152,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
98,100,pub.1002825761,10.1180/0026461026610014,,,Rates of erosion and their implications for exhumation,Mineralogical Magazine,,,2002-02,2002,66,1,25-52,"All OA; Green, Accepted & Submitted",Article,"Burbank, D. W.",,"Burbank, D. W. (University of California, Santa Barbara)",110,10,,10.52,http://projects.eri.ucsb.edu/tectgeomorphfigs/Min_Mag_exhumation_ms.pdf,https://app.dimensions.ai/details/publication/pub.1002825761,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
99,100,pub.1044237207,10.1016/s0012-821x(01)00579-9,,,Magnetochronology of the Upper Cenozoic strata in the Southwestern Chinese Tian Shan: rates of Pleistocene folding and thrusting,Earth and Planetary Science Letters,,,2002-01,2002,195,1-2,113-130,Closed,Article,"Chen, Jie; Burbank, D.W.; Scharer, K.M.; Sobel, E.; Yin, Jinhui; Rubin, C.; Zhao, Ruibin","Chen, Jie","Chen, Jie (China Earthquake Administration); Burbank, D.W. (University of California, Santa Barbara); Scharer, K.M. (University of Oregon); Sobel, E. (University of Potsdam); Yin, Jinhui (China Earthquake Administration); Rubin, C. (Central Washington University); Zhao, Ruibin ()",110,16,,9.88,,https://app.dimensions.ai/details/publication/pub.1044237207,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
100,100,pub.1038702931,10.1130/0091-7613(2002)030<0911:iadehs>2.0.co;2,,,"Impulsive alluviation during early Holocene strengthened monsoons, central Nepal Himalaya",Geology,,,2002,2002,30,10,911-914,Closed,Article,"Pratt, Beth; Burbank, Douglas W.; Heimsath, Arjun; Ojha, Tank",,"Pratt, Beth (Pennsylvania State University); Burbank, Douglas W. (Pennsylvania State University); Heimsath, Arjun (Dartmouth College); Ojha, Tank ()",100,10,,10.19,,https://app.dimensions.ai/details/publication/pub.1038702931,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
101,100,pub.1006121160,10.1130/0016-7606(2001)113<1544:lcteot>2.0.co;2,,,Late Cenozoic tectonic evolution of the northwestern Tien Shan: New age estimates for the initiation of mountain building,Geological Society of America Bulletin,,,2001-12,2001,113,12,1544-1559,Closed,Article,"Bullen, M.E.; Burbank, D.W.; Garver, J.I.; Abdrakhmatov, K.Ye.",,"Bullen, M.E. (Pennsylvania State University); Burbank, D.W. (Pennsylvania State University); Garver, J.I. (Union College); Abdrakhmatov, K.Ye. (National Academy of Sciences of the Republic of Kyrgyzstan)",179,22,,18.07,,https://app.dimensions.ai/details/publication/pub.1006121160,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
102,100,pub.1048575848,10.1007/bf03183555,,,Surveying of the deformed terraces and crust shortening rate in the northwestern Tarim Basin,Science Bulletin,,,2001-06,2001,46,12,1043-1046,Closed,Article,"Shen, Jun; Wang, Yipeng; Zhao, Ruibing; Li, Jun; Burbank, D.; Share, K.","Shen, Jun","Shen, Jun (Institute of Geology and Geophysics); Wang, Yipeng (); Zhao, Ruibing (); Li, Jun (); Burbank, D. (Pennsylvania State University); Share, K. (Pennsylvania State University)",7,0,,0.71,,https://app.dimensions.ai/details/publication/pub.1048575848,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
103,100,pub.1012269263,10.1016/s0037-0738(00)00142-1,,,"Tectonic and climatic controls on the development of foreland fan deltas: Montserrat and Sant Llorenç del Munt systems (Middle Eocene, Ebro Basin, NE Spain)",Sedimentary Geology,,,2000-12,2000,138,1-4,17-39,"All OA; Green, Accepted & Submitted",Article,"López-Blanco, M.; Marzo, M.; Burbank, D.W.; Vergés, J.; Roca, E.; Anadón, P.; Piña, J.","López-Blanco, M.","López-Blanco, M. (University of Barcelona); Marzo, M. (University of Barcelona); Burbank, D.W. (University of Southern California); Vergés, J. (); Roca, E. (University of Barcelona); Anadón, P. (); Piña, J. (University of Barcelona)",49,9,,5.02,https://digital.csic.es/bitstream/10261/143268/1/accesoRestringido.pdf,https://app.dimensions.ai/details/publication/pub.1012269263,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
