,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Sangwon Suh. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
67,200,pub.1006795787,10.1111/j.1530-9290.2012.00522.x,,,Greening Growing Giants,Journal of Industrial Ecology,,,2012-08,2012,16,4,459-466,Closed,Article,"Hashimoto, Seiji; Fischer‐Kowalski, Marina; Suh, Sangwon; Bai, Xuemei",,"Hashimoto, Seiji (Ritsumeikan University); Fischer‐Kowalski, Marina (); Suh, Sangwon (); Bai, Xuemei ()",11,2,,,,https://app.dimensions.ai/details/publication/pub.1006795787,,,,,,
68,100,pub.1034962612,10.1111/j.1530-9290.2012.00500.x,,,Does South‐to‐North Water Transfer Reduce the Environmental Impact of Water Consumption in China?,Journal of Industrial Ecology,,,2012-08,2012,16,4,647-654,Closed,Article,"Lin, Chen; Suh, Sangwon; Pfister, Stephan",,"Lin, Chen (Shandong University); Suh, Sangwon (); Pfister, Stephan ()",20,4,,3.42,,https://app.dimensions.ai/details/publication/pub.1034962612,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
69,100,pub.1011694256,10.1016/j.jclepro.2012.02.009,,,Evolution of ‘designed’ industrial symbiosis networks in the Ulsan Eco-industrial Park: ‘research and development into business’ as the enabling framework,Journal of Cleaner Production,,,2012-07,2012,29,,103-112,Closed,Article,"Behera, Shishir Kumar; Kim, Jung-Hoon; Lee, Sang-Yoon; Suh, Sangwon; Park, Hung-Suck","Park, Hung-Suck","Behera, Shishir Kumar (University of Ulsan); Kim, Jung-Hoon (); Lee, Sang-Yoon (); Suh, Sangwon (University of California, Santa Barbara); Park, Hung-Suck (University of Ulsan)",108,39,,27.21,,https://app.dimensions.ai/details/publication/pub.1011694256,0915 Interdisciplinary Engineering; 09 Engineering; 0910 Manufacturing Engineering; 0907 Environmental Engineering,0915 Interdisciplinary Engineering,09 Engineering,0910 Manufacturing Engineering,0907 Environmental Engineering,
70,100,pub.1053514535,10.1007/s11367-012-0393-z,,,Framework for hybrid life cycle inventory databases: a case study on the Building for Environmental and Economic Sustainability (BEES) database,The International Journal of Life Cycle Assessment,,,2012-06,2012,17,5,604-612,Closed,Article,"Suh, Sangwon; Lippiatt, Barbara C.","Suh, Sangwon","Suh, Sangwon (University of California, Santa Barbara); Lippiatt, Barbara C. (National Institute of Standards and Technology)",34,12,,6.46,,https://app.dimensions.ai/details/publication/pub.1053514535,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
71,400,pub.1055503899,10.1021/es203641p,22390573,,Replacing gasoline with corn ethanol results in significant environmental problem-shifting.,Environmental Science & Technology,,Environment; Ethanol; Gasoline; United States; Vehicle Emissions; Zea mays,2012-04-03,2012,46,7,3671-8,Closed,Article,"Yang, Yi; Bae, Junghan; Kim, Junbeum; Suh, Sangwon",,"Yang, Yi (University of California, Santa Barbara); Bae, Junghan (University of Minnesota); Kim, Junbeum (University of Technology of Troyes); Suh, Sangwon (University of California, Santa Barbara)",69,16,0.74,11.79,,https://app.dimensions.ai/details/publication/pub.1055503899,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
72,100,pub.1028606034,10.1007/s11367-011-0368-5,,,Life cycle assessment at nanoscale: review and recommendations,The International Journal of Life Cycle Assessment,,,2012-03,2012,17,3,295-303,Closed,Article,"Gavankar, Sheetal; Suh, Sangwon; Keller, Arturo F.","Suh, Sangwon","Gavankar, Sheetal (University of California, Santa Barbara); Suh, Sangwon (University of California, Santa Barbara); Keller, Arturo F. (University of California, Santa Barbara)",68,16,,12.92,,https://app.dimensions.ai/details/publication/pub.1028606034,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
73,400,pub.1049916482,10.1021/es202007b,22132818,,"Characterization of economic requirements for a ""carbon-debt-free country"".",Environmental Science & Technology,,"Carbon; Environmental Pollutants; Family Characteristics; Greenhouse Effect; Internationality; Japan; Models, Theoretical",2012-01-03,2012,46,1,155-63,All OA; Gold,Article,"Nansai, Keisuke; Kagawa, Shigemi; Kondo, Yasushi; Suh, Sangwon; Nakajima, Kenichi; Inaba, Rokuta; Oshita, Yuko; Morimoto, Takashi; Kawashima, Kazumasa; Terakawa, Takuji; Tohno, Susumu",,"Nansai, Keisuke (National Institute for Environmental Studies; University of Sydney); Kagawa, Shigemi (Kyushu University); Kondo, Yasushi (Waseda University; Norwegian University of Science and Technology); Suh, Sangwon (University of California, Santa Barbara); Nakajima, Kenichi (National Institute for Environmental Studies); Inaba, Rokuta (National Institute for Environmental Studies); Oshita, Yuko (Kyushu University); Morimoto, Takashi (Mitsubishi UFJ Research & Consulting (Japan)); Kawashima, Kazumasa (Mitsubishi UFJ Research & Consulting (Japan)); Terakawa, Takuji (Mitsubishi UFJ Research & Consulting (Japan)); Tohno, Susumu (Kyoto University)",17,4,0.17,9.93,https://doi.org/10.1021/es202007b,https://app.dimensions.ai/details/publication/pub.1049916482,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
74,100,pub.1014071615,10.1007/s11367-011-0328-0,,,Measuring ecological impact of water consumption by bioethanol using life cycle impact assessment,The International Journal of Life Cycle Assessment,,,2012-01,2012,17,1,16-24,"All OA; Green, Accepted & Submitted",Article,"Chiu, Yi-Wen; Suh, Sangwon; Pfister, Stephan; Hellweg, Stefanie; Koehler, Annette","Suh, Sangwon","Chiu, Yi-Wen (University of Minnesota); Suh, Sangwon (University of California, Santa Barbara); Pfister, Stephan (Swiss Federal Institute of Technology in Zurich); Hellweg, Stefanie (Swiss Federal Institute of Technology in Zurich); Koehler, Annette (Swiss Federal Institute of Technology in Zurich)",20,4,,3.8,https://digitalcommons.calpoly.edu/cgi/viewcontent.cgi?article=1105&context=nrm_fac,https://app.dimensions.ai/details/publication/pub.1014071615,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
75,100,pub.1053518711,10.1080/09535314.2011.638276,,,COMPARISON OF BOTTOM-UP AND TOP-DOWN APPROACHES TO CALCULATING THE WATER FOOTPRINTS OF NATIONS,Economic Systems Research,,,2011-12,2011,23,4,371-385,Closed,Article,"Feng, Kuishuang; Chapagain, Ashok; Suh, Sangwon; Pfister, Stephan; Hubacek, Klaus",,"Feng, Kuishuang (); Chapagain, Ashok (); Suh, Sangwon (); Pfister, Stephan (); Hubacek, Klaus ()",173,63,,61.38,,https://app.dimensions.ai/details/publication/pub.1053518711,1499 Other Economics; 14 Economics,1499 Other Economics,14 Economics,,,
76,400,pub.1025500624,10.1016/j.chemosphere.2011.01.051,21333320,,Phosphorus use-efficiency of agriculture and food system in the US,Chemosphere,,Agriculture; Conservation of Natural Resources; Fertilizers; Food Industry; Phosphorus; United States,2011-08,2011,84,6,806-813,Closed,Article,"Suh, Sangwon; Yee, Scott","Suh, Sangwon","Suh, Sangwon (University of California, Santa Barbara); Yee, Scott (University of Minnesota)",83,27,1.02,12.72,,https://app.dimensions.ai/details/publication/pub.1025500624,0703 Crop and Pasture Production; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,07 Agricultural and Veterinary Sciences,,,
77,400,pub.1055502991,10.1021/es2007287,21649442,,Application of hybrid life cycle approaches to emerging energy technologies--the case of wind power in the UK.,Environmental Science & Technology,,"Conservation of Energy Resources; Efficiency, Organizational; Environmental Monitoring; Global Warming; Greenhouse Effect; Models, Theoretical; Power Plants; United Kingdom; Wind",2011-07,2011,45,13,5900-7,Closed,Article,"Wiedmann, Thomas O; Suh, Sangwon; Feng, Kuishuang; Lenzen, Manfred; Acquaye, Adolf; Scott, Kate; Barrett, John R",,"Wiedmann, Thomas O (Ecosystem Sciences); Suh, Sangwon (); Feng, Kuishuang (); Lenzen, Manfred (); Acquaye, Adolf (); Scott, Kate (); Barrett, John R ()",151,38,0.64,24.86,,https://app.dimensions.ai/details/publication/pub.1055502991,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
78,100,pub.1008269548,10.1002/bbb.308,,,Evaluation of water use for bioenergy at different scales,Biofuels Bioproducts and Biorefining,,,2011-07,2011,5,4,361-374,"All OA; Green, Accepted & Submitted",Article,"Yeh, Sonia; Berndes, Göran; Mishra, Gouri S.; Wani, Suhas P.; Neto, André Elia; Suh, Sangwon; Karlberg, Louise; Heinke, Jens; Garg, Kaushal K.",,"Yeh, Sonia (University of California, Davis); Berndes, Göran (Chalmers University of Technology); Mishra, Gouri S. (University of California, Davis); Wani, Suhas P. (International Crops Research Institute for the Semi-Arid Tropics); Neto, André Elia (Sugarcane Research Center (Brazil)); Suh, Sangwon (University of California, Santa Barbara); Karlberg, Louise (Stockholm Environment Institute); Heinke, Jens (Potsdam Institute for Climate Impact Research); Garg, Kaushal K. (International Crops Research Institute for the Semi-Arid Tropics)",26,6,,,http://oar.icrisat.org/114/1/BioFPR5_4__361-374_2011.pdf,https://app.dimensions.ai/details/publication/pub.1008269548,09 Engineering; 10 Technology,09 Engineering,10 Technology,,,
79,400,pub.1055502362,10.1021/es103206g,21469663,,Environmental impacts of products in china.,Environmental Science & Technology,,China; Environment; Environmental Monitoring; Industry,2011-05,2011,45,9,4102-9,Closed,Article,"Yang, Yi; Suh, Sangwon",,"Yang, Yi (University of Minnesota); Suh, Sangwon ()",23,3,0.41,3.84,,https://app.dimensions.ai/details/publication/pub.1055502362,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
80,400,pub.1012421170,10.1016/j.biortech.2010.12.041,21306890,,Implications of corn prices on water footprints of bioethanol,Bioresource Technology,,"Agriculture; Biofuels; Conservation of Natural Resources; Ethanol; Models, Economic; Transportation; United States; Water; Zea mays",2011-04,2011,102,7,4747-4754,Closed,Article,"Suh, Kyo; Suh, Sangwon; Smith, Timothy","Suh, Kyo","Suh, Kyo (University of Minnesota); Suh, Sangwon (University of California, Santa Barbara); Smith, Timothy (University of Minnesota)",1,0,0,0.48,,https://app.dimensions.ai/details/publication/pub.1012421170,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
81,400,pub.1034758935,10.1021/es1034552,21265568,,Role of motor vehicle lifetime extension in climate change policy.,Environmental Science & Technology,,"Air Pollutants; Air Pollution; Choice Behavior; Commerce; Community Participation; Global Warming; Humans; Models, Theoretical; Motor Vehicles; Vehicle Emissions",2011-02-15,2011,45,4,1184-91,Closed,Article,"Kagawa, Shigemi; Nansai, Keisuke; Kondo, Yasushi; Hubacek, Klaus; Suh, Sangwon; Minx, Jan; Kudoh, Yuki; Tasaki, Tomohiro; Nakamura, Shinichiro",,"Kagawa, Shigemi (Kyushu University); Nansai, Keisuke (); Kondo, Yasushi (); Hubacek, Klaus (); Suh, Sangwon (); Minx, Jan (); Kudoh, Yuki (); Tasaki, Tomohiro (); Nakamura, Shinichiro ()",33,8,0.53,15.88,,https://app.dimensions.ai/details/publication/pub.1034758935,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
82,100,pub.1032145701,10.1111/j.1530-9290.2010.00235.x,,,Generalized Make and Use Framework for Allocation in Life Cycle Assessment,Journal of Industrial Ecology,,,2010-03,2010,14,2,335-353,Closed,Article,"Suh, Sangwon; Weidema, Bo; Schmidt, Jannick Hoejrup; Heijungs, Reinout",,"Suh, Sangwon (); Weidema, Bo (Aalborg University); Schmidt, Jannick Hoejrup (Aalborg University); Heijungs, Reinout (Leiden University)",77,25,,32.67,,https://app.dimensions.ai/details/publication/pub.1032145701,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
83,400,pub.1031950306,10.1016/j.jenvman.2009.09.026,19939551,,Urban water infrastructure optimization to reduce environmental impacts and costs,Journal of Environmental Management,,"Conservation of Natural Resources; Environment; Fresh Water; Humans; Models, Theoretical; Urban Population; Waste Disposal, Fluid; Water Purification; Water Supply",2010-01,2010,91,3,630-637,Closed,Article,"Lim, Seong-Rin; Suh, Sangwon; Kim, Jung-Hoon; Park, Hung Suck","Suh, Sangwon","Lim, Seong-Rin (University of California, Davis); Suh, Sangwon (University of Minnesota); Kim, Jung-Hoon (University of Ulsan); Park, Hung Suck (University of Ulsan)",24,5,0.18,3.18,,https://app.dimensions.ai/details/publication/pub.1031950306,09 Engineering; 0406 Physical Geography and Environmental Geoscience; 0907 Environmental Engineering; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,09 Engineering,0406 Physical Geography and Environmental Geoscience,0907 Environmental Engineering,04 Earth Sciences,05 Environmental Sciences
84,400,pub.1005166026,10.1016/j.jenvman.2009.06.018,19716647,,Recent developments in Life Cycle Assessment,Journal of Environmental Management,,Database Management Systems; Environment,2009-10,2009,91,1,1-21,"All OA; Green, Published",Article,"Finnveden, Göran; Hauschild, Michael Z.; Ekvall, Tomas; Guinée, Jeroen; Heijungs, Reinout; Hellweg, Stefanie; Koehler, Annette; Pennington, David; Suh, Sangwon","Finnveden, Göran","Finnveden, Göran (Royal Institute of Technology); Hauschild, Michael Z. (Technical University of Denmark); Ekvall, Tomas (IVL - Swedish Environmental Research Institute); Guinée, Jeroen (Leiden University); Heijungs, Reinout (Leiden University); Hellweg, Stefanie (Swiss Federal Institute of Technology in Zurich); Koehler, Annette (Swiss Federal Institute of Technology in Zurich); Pennington, David (Joint Research Centre); Suh, Sangwon ()",1372,323,9.64,539.72,http://www.elsevier.com/journals/journal-of-environmental-management/0301-4797?generatepdf=true,https://app.dimensions.ai/details/publication/pub.1005166026,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
85,200,pub.1053497128,10.1111/j.1530-9290.2009.00157.x,,,Waste Input‐Output Analysis: Concepts and Application to Industrial Ecology by Shinichiro Nakamura and Yasushi Kondo,Journal of Industrial Ecology,,,2009-10,2009,13,5,835-836,Closed,Article,"Suh, Sangwon",,"Suh, Sangwon (University of Minnesota)",26,2,,,,https://app.dimensions.ai/details/publication/pub.1053497128,,,,,,
86,100,pub.1052594186,10.1080/09535310903541587,,,IMPROVING THE COMPLETENESS OF PRODUCT CARBON FOOTPRINTS USING A GLOBAL LINK INPUT–OUTPUT MODEL: THE CASE OF JAPAN,Economic Systems Research,,,2009-09,2009,21,3,267-290,Closed,Article,"Nansai, Keisuke; Kagawa, Shigemi; Kondo, Yasushi; Suh, Sangwon; Inaba, Rokuta; Nakajima, Kenichi",,"Nansai, Keisuke (); Kagawa, Shigemi (); Kondo, Yasushi (); Suh, Sangwon (); Inaba, Rokuta (); Nakajima, Kenichi ()",37,10,,14.56,,https://app.dimensions.ai/details/publication/pub.1052594186,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
87,100,pub.1044917813,10.1080/09535310903541298,,,INPUT–OUTPUT ANALYSIS AND CARBON FOOTPRINTING: AN OVERVIEW OF APPLICATIONS,Economic Systems Research,,,2009-09,2009,21,3,187-216,Closed,Article,"Minx, J.C.; Wiedmann, T.; Wood, R.; Peters, G.P.; Lenzen, M.; Owen, A.; Scott, K.; Barrett, J.; Hubacek, K.; Baiocchi, G.; Paul, A.; Dawkins, E.; Briggs, J.; Guan, D.; Suh, S.; Ackerman, F.",,"Minx, J.C. (); Wiedmann, T. (); Wood, R. (); Peters, G.P. (); Lenzen, M. (); Owen, A. (); Scott, K. (); Barrett, J. (); Hubacek, K. (); Baiocchi, G. (); Paul, A. (); Dawkins, E. (); Briggs, J. (); Guan, D. (); Suh, S. (); Ackerman, F. ()",242,60,,95.2,,https://app.dimensions.ai/details/publication/pub.1044917813,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
88,400,pub.1055515592,10.1021/es8025775,19603629,,Material and energy dependence of services and its implications for climate change.,Environmental Science & Technology,,Air Pollution; Conservation of Natural Resources; Economics; Electric Power Supplies; Energy-Generating Resources; Environmental Monitoring; Greenhouse Effect; Japan; Refuse Disposal,2009-06-15,2009,43,12,4241-6,All OA; Gold,Article,"Nansai, Keisuke; Kagawa, Shigemi; Suh, Sangwon; Fujii, Minoru; Inaba, Rokuta; Hashimoto, Seiji",,"Nansai, Keisuke (National Institute for Environmental Studies); Kagawa, Shigemi (); Suh, Sangwon (); Fujii, Minoru (); Inaba, Rokuta (); Hashimoto, Seiji ()",29,6,0.05,4.76,https://pubs.acs.org/doi/pdf/10.1021/es8025775,https://app.dimensions.ai/details/publication/pub.1055515592,0912 Materials Engineering; 09 Engineering,0912 Materials Engineering,09 Engineering,,,
89,400,pub.1055515766,10.1021/es8031067,19475935,,Water embodied in bioethanol in the United States.,Environmental Science & Technology,,Conservation of Natural Resources; Ethanol; United States; Water,2009-04-15,2009,43,8,2688-92,All OA; Gold,Article,"Chiu, Yi-Wen; Walseth, Brian; Suh, Sangwon",,"Chiu, Yi-Wen (University of Minnesota); Walseth, Brian (); Suh, Sangwon ()",97,15,0.71,9.99,https://pubs.acs.org/doi/pdf/10.1021/es8031067,https://app.dimensions.ai/details/publication/pub.1055515766,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
90,400,pub.1055514964,10.1021/es800859d,19238947,,How has dematerialization contributed to reducing oil price pressure?: a qualitative input-output analysis for the Japanese economy during 1990-2000.,Environmental Science & Technology,,Commerce; Industry; Japan; Petroleum,2009-01-15,2009,43,2,245-52,All OA; Gold,Article,"Kagawa, Shigemi; Oshita, Yuko; Nansai, Keisuke; Suh, Sangwon",,"Kagawa, Shigemi (Kyushu University); Oshita, Yuko (); Nansai, Keisuke (); Suh, Sangwon ()",6,2,0.04,2.36,https://pubs.acs.org/doi/pdf/10.1021/es800859d,https://app.dimensions.ai/details/publication/pub.1055514964,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
91,100,pub.1037809805,10.1007/978-1-4020-5737-3_35,,,Multistage Process-Based Make-Use System,Eco-Efficiency in Industry and Science,Handbook of Input-Output Economics in Industrial Ecology,,2009,2009,23,,777-800,Closed,Chapter,"Kagawa, Shigemi; Suh, Sangwon",,"Kagawa, Shigemi (Kyushu University); Suh, Sangwon ()",6,0,,2.36,,https://app.dimensions.ai/details/publication/pub.1037809805,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
92,100,pub.1037653229,10.1007/978-1-4020-5737-3_7,,,Physical Input-Output Analysis and Disposals to Nature,Eco-Efficiency in Industry and Science,Handbook of Input-Output Economics in Industrial Ecology,,2009,2009,23,,123-137,"All OA; Green, Accepted & Submitted",Chapter,"Dietzenbacher, Erik; Giljum, Stefan; Hubacek, Klaus; Suh, Sangwon",,"Dietzenbacher, Erik (University of Groningen); Giljum, Stefan (Sustainable Europe Research Institute); Hubacek, Klaus (University of Leeds); Suh, Sangwon ()",8,2,,3.15,https://www.researchgate.net/profile/Hubacek_Klaus/publication/226287781_Physical_Input-Output_Analysis_and_Disposals_to_Nature/links/0912f50e43ec5da68f000000.pdf,https://app.dimensions.ai/details/publication/pub.1037653229,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
93,100,pub.1034079048,10.1007/978-1-4020-5737-3_20,,,Prioritizing Within the Product-Oriented Environmental Policy — The Danish Perspectives,Eco-Efficiency in Industry and Science,Handbook of Input-Output Economics in Industrial Ecology,,2009,2009,23,,397-415,Closed,Chapter,"Weidema, Bo P.; Suh, Sangwon; Notten, Philippa",,"Weidema, Bo P. (2.-0 LCA Consultants (Denmark)); Suh, Sangwon (); Notten, Philippa ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1034079048,1117 Public Health and Health Services; 11 Medical and Health Sciences,1117 Public Health and Health Services,11 Medical and Health Sciences,,,
94,100,pub.1022020123,10.1007/978-1-4020-5737-3_32,,,Developing the Sectoral Environmental Database for Input-Output Analysis: Comprehensive Environmental Data Archive of the U.S.,Eco-Efficiency in Industry and Science,Handbook of Input-Output Economics in Industrial Ecology,,2009,2009,23,,689-712,Closed,Chapter,"Suh, Sangwon",,"Suh, Sangwon ()",4,2,,0.54,,https://app.dimensions.ai/details/publication/pub.1022020123,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
95,100,pub.1020212142,10.1007/978-1-4020-5737-3_14,,,Methods in the Life Cycle Inventory of a Product,Eco-Efficiency in Industry and Science,Handbook of Input-Output Economics in Industrial Ecology,,2009,2009,23,,263-282,Closed,Chapter,"Suh, Sangwon; Huppes, Gjalt",,"Suh, Sangwon (Leiden University); Huppes, Gjalt (Leiden University)",12,4,,3.93,,https://app.dimensions.ai/details/publication/pub.1020212142,08 Information and Computing Sciences; 0803 Computer Software,08 Information and Computing Sciences,0803 Computer Software,,,
96,100,pub.1011061830,10.1007/978-1-4020-5737-3_3,,,Industrial Ecology and Input-Output Economics: A Brief History,Eco-Efficiency in Industry and Science,Handbook of Input-Output Economics in Industrial Ecology,,2009,2009,23,,43-58,Closed,Chapter,"Suh, Sangwon; Kagawa, Shigemi",,"Suh, Sangwon (); Kagawa, Shigemi (Kyushu University)",7,1,,11.83,,https://app.dimensions.ai/details/publication/pub.1011061830,2103 Historical Studies; 21 History and Archaeology,2103 Historical Studies,21 History and Archaeology,,,
97,200,pub.1001088723,10.1065/lca2007.08.358,,,Five years in the area of input-output and hybrid LCA,The International Journal of Life Cycle Assessment,,,2007-09,2007,12,6,351,Closed,Article,"Suh, Sangwon; Nakamura, Shinichiro","Suh, Sangwon","Suh, Sangwon (University of Minnesota; Leiden University); Nakamura, Shinichiro (Waseda University; Nagoya University)",55,10,,7.95,,https://app.dimensions.ai/details/publication/pub.1001088723,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
98,100,pub.1042364675,10.1065/lca2007.08.360,,,Power series expansion and structural analysis for life cycle assessment,The International Journal of Life Cycle Assessment,,,2007-09,2007,12,6,381,Closed,Article,"Suh, Sangwon; Heijungs, Reinout","Suh, Sangwon","Suh, Sangwon (University of Minnesota; Leiden University); Heijungs, Reinout (Leiden University)",37,12,,5.35,,https://app.dimensions.ai/details/publication/pub.1042364675,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
99,100,pub.1044639424,10.1162/jiec.2007.1147,,,Environmental Impacts of Conventional and Sustainable Investment Funds Compared Using Input‐Output Life‐Cycle Assessment,Journal of Industrial Ecology,,,2007-07,2007,11,3,41-60,Closed,Article,"Koellner, Thomas; Suh, Sangwon; Weber, Olaf; Moser, Corinne; Scholz, Roland W.",,"Koellner, Thomas (Swiss Federal Institute of Technology in Zurich); Suh, Sangwon (); Weber, Olaf (); Moser, Corinne (); Scholz, Roland W. ()",26,5,,8.98,,https://app.dimensions.ai/details/publication/pub.1044639424,"15 Commerce, Management, Tourism and Services; 1402 Applied Economics; 14 Economics; 1502 Banking, Finance and Investment","15 Commerce, Management, Tourism and Services",1402 Applied Economics,14 Economics,"1502 Banking, Finance and Investment",
100,400,pub.1055499639,10.1021/es0615876,17593758,,"Simple indicator to identify the environmental soundness of growth of consumption and technology: ""eco-velocity of consumption"".",Environmental Science & Technology,,"Carbon Dioxide; Environment; Family Characteristics; Humans; Japan; Models, Theoretical; Technology",2007-02,2007,41,4,1465-72,Closed,Article,"Nansai, Keisuke; Kagawa, Shigemi; Suh, Sangwon; Inaba, Rokuta; Moriguchi, Yuichi",,"Nansai, Keisuke (National Institute for Environmental Studies); Kagawa, Shigemi (); Suh, Sangwon (); Inaba, Rokuta (); Moriguchi, Yuichi ()",15,2,0,4.9,,https://app.dimensions.ai/details/publication/pub.1055499639,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
101,400,pub.1055499360,10.1021/es060871u,17328219,,A mixed-unit input-output model for environmental life-cycle assessment and material flow analysis.,Environmental Science & Technology,,"Costs and Cost Analysis; Ecosystem; Environmental Pollution; Models, Biological; Models, Economic; Risk Assessment; United States",2007-02,2007,41,3,1024-31,Closed,Article,"Hawkins, Troy; Hendrickson, Chris; Higgins, Cortney; Matthews, H Scott; Suh, Sangwon",,"Hawkins, Troy (Carnegie Mellon University); Hendrickson, Chris (); Higgins, Cortney (); Matthews, H Scott (); Suh, Sangwon ()",107,28,0.65,29.73,,https://app.dimensions.ai/details/publication/pub.1055499360,1403 Econometrics; 1402 Applied Economics; 14 Economics,1403 Econometrics,1402 Applied Economics,14 Economics,,
102,400,pub.1055499389,10.1021/es0609351,17144277,,Are services better for climate change?,Environmental Science & Technology,,"Air Pollution; Carbon Dioxide; Climate; Conservation of Natural Resources; Cost-Benefit Analysis; Ecosystem; Energy-Generating Resources; Environment; Environmental Monitoring; Greenhouse Effect; Models, Statistical; Refuse Disposal; Risk Assessment",2006-11,2006,40,21,6555-60,All OA; Gold,Article,"Suh, Sangwon",,"Suh, Sangwon (University of Minnesota)",74,12,0.18,23.43,https://pubs.acs.org/doi/pdf/10.1021/es0609351,https://app.dimensions.ai/details/publication/pub.1055499389,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
103,100,pub.1004606918,10.1016/j.ecolecon.2005.07.036,,,Reply: Downstream cut-offs in integrated hybrid life-cycle assessment,Ecological Economics,,,2006-08,2006,59,1,7-12,Closed,Article,"Suh, Sangwon","Suh, Sangwon","Suh, Sangwon (University of Minnesota)",28,10,,3.26,,https://app.dimensions.ai/details/publication/pub.1004606918,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
104,100,pub.1053409704,10.1162/jiec.2006.10.3.147,,,Toward an Information Tool for Integrated Product Policy: Requirements for Data and Computation,Journal of Industrial Ecology,,,2006-07,2006,10,3,147-158,Closed,Article,"Heijungs, Reinout; Koning, Arjan; Suh, Sangwon; Huppes, Gjalt",,"Heijungs, Reinout (University of Minnesota; Leiden University); Koning, Arjan (University of Minnesota; Leiden University); Suh, Sangwon (University of Minnesota; Leiden University); Huppes, Gjalt (University of Minnesota; Leiden University)",42,5,,10.05,,https://app.dimensions.ai/details/publication/pub.1053409704,08 Information and Computing Sciences; 0802 Computation Theory and Mathematics,08 Information and Computing Sciences,0802 Computation Theory and Mathematics,,,
